"transab_cat","year","education","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","2006","lower secondary degree","4296","0.583440758087944","0.572337488562608","0.59454402761328"
"No transfer dependency","2006","secondary school degree","2369","0.40514920044444","0.393146215859934","0.417152185028946"
"No transfer dependency","2006","college entrance qualification","2182","0.456953064183484","0.443832113293983","0.470074015072985"
"No transfer dependency","2006","Other degree","405","0.334345829470232","0.307359965528478","0.361331693411985"
"No transfer dependency","2006","no degree/no degree yet","108","0.182739854781513","0.157148526028844","0.208331183534181"
"Very low transfer dependency","2006","lower secondary degree","2436","0.297155819277765","0.286862966544157","0.307448672011373"
"Very low transfer dependency","2006","secondary school degree","3223","0.456853771347092","0.444674404219634","0.46903313847455"
"Very low transfer dependency","2006","college entrance qualification","2964","0.457764829552659","0.444642048522356","0.470887610582962"
"Very low transfer dependency","2006","Other degree","500","0.407477733203609","0.379370485493384","0.435584980913834"
"Very low transfer dependency","2006","no degree/no degree yet","603","0.564858165227315","0.532027388111617","0.597688942343014"
"Low transfer dependency","2006","lower secondary degree","392","0.0524864505361342","0.0474638292927963","0.0575090717794721"
"Low transfer dependency","2006","secondary school degree","476","0.072353153670296","0.0660188657587028","0.0786874415818892"
"Low transfer dependency","2006","college entrance qualification","245","0.0482080413492254","0.0425659308386016","0.0538501518598493"
"Low transfer dependency","2006","Other degree","126","0.112084720996849","0.0940390508488161","0.130130391144881"
"Low transfer dependency","2006","no degree/no degree yet","71","0.114279034177063","0.0932108172655033","0.135347251088624"
"High transfer dependency","2006","lower secondary degree","200","0.0283854426177839","0.0246451209387176","0.0321257642968502"
"High transfer dependency","2006","secondary school degree","172","0.0305029238763869","0.0262983526135933","0.0347074951391804"
"High transfer dependency","2006","college entrance qualification","81","0.0170214696459618","0.0136143971645745","0.0204285421273491"
"High transfer dependency","2006","Other degree","54","0.0413965345820342","0.0300015029991772","0.0527915661648912"
"High transfer dependency","2006","no degree/no degree yet","32","0.0522573424180191","0.0375201446376417","0.0669945401983965"
"Very high transfer dependency","2006","lower secondary degree","145","0.0207072417272878","0.0175000013503735","0.023914482104202"
"Very high transfer dependency","2006","secondary school degree","130","0.023998348386853","0.0202564354066088","0.0277402613670973"
"Very high transfer dependency","2006","college entrance qualification","46","0.0125170222578","0.00958865089928404","0.015445393616316"
"Very high transfer dependency","2006","Other degree","47","0.0542002478494859","0.0412489206107006","0.0671515750882713"
"Very high transfer dependency","2006","no degree/no degree yet","38","0.0460353958259612","0.0321579957375859","0.0599127959143364"
"Complete transfer dependency","2006","lower secondary degree","104","0.0178242877530853","0.0148442977976503","0.0208042777085202"
"Complete transfer dependency","2006","secondary school degree","56","0.0111426022749318","0.00857612230965123","0.0137090822402125"
"Complete transfer dependency","2006","college entrance qualification","19","","",""
"Complete transfer dependency","2006","Other degree","42","0.0504949338977906","0.0379696785134002","0.063020189282181"
"Complete transfer dependency","2006","no degree/no degree yet","24","","",""
"No transfer dependency","2007","lower secondary degree","3933","0.584569096220299","0.57295745115933","0.596180741281268"
"No transfer dependency","2007","secondary school degree","2280","0.41555061418216","0.403092275169503","0.428008953194816"
"No transfer dependency","2007","college entrance qualification","2198","0.465418850966475","0.452076566559593","0.478761135373357"
"No transfer dependency","2007","Other degree","368","0.334537572396998","0.306146969213006","0.362928175580991"
"No transfer dependency","2007","no degree/no degree yet","81","0.15205364534826","0.12769868312794","0.176408607568581"
"Very low transfer dependency","2007","lower secondary degree","2192","0.29772688319283","0.286952597849267","0.308501168536392"
"Very low transfer dependency","2007","secondary school degree","3003","0.449490876888738","0.436915603714798","0.462066150062678"
"Very low transfer dependency","2007","college entrance qualification","2827","0.459291280532228","0.445961371800507","0.472621189263949"
"Very low transfer dependency","2007","Other degree","464","0.39248764628112","0.363105673521172","0.421869619041069"
"Very low transfer dependency","2007","no degree/no degree yet","588","0.596731807715192","0.563458848216029","0.630004767214356"
"Low transfer dependency","2007","lower secondary degree","379","0.0522507353204576","0.0470072584442517","0.0574942121966635"
"Low transfer dependency","2007","secondary school degree","418","0.0710116940910201","0.0645187032932825","0.0775046848887577"
"Low transfer dependency","2007","college entrance qualification","201","0.0378688314432191","0.0327630821845055","0.0429745807019328"
"Low transfer dependency","2007","Other degree","110","0.121721309062513","0.102047435354698","0.141395182770329"
"Low transfer dependency","2007","no degree/no degree yet","81","0.123848428964131","0.101505519473607","0.146191338454654"
"High transfer dependency","2007","lower secondary degree","170","0.0277652265162078","0.0238938749596655","0.0316365780727501"
"High transfer dependency","2007","secondary school degree","144","0.0270413306684039","0.0229408388233783","0.0311418225134295"
"High transfer dependency","2007","college entrance qualification","72","0.0169524116735391","0.0134993494429019","0.0204054739041763"
"High transfer dependency","2007","Other degree","47","0.0574122254941541","0.0434146283136044","0.0714098226747039"
"High transfer dependency","2007","no degree/no degree yet","33","0.0527901596552235","0.0376229935997899","0.067957325710657"
"Very high transfer dependency","2007","lower secondary degree","145","0.022115250072959","0.0186501467442944","0.0255803534016237"
"Very high transfer dependency","2007","secondary school degree","107","0.0230452151096853","0.0192520448018327","0.0268383854175379"
"Very high transfer dependency","2007","college entrance qualification","46","0.0119114019982891","0.00900951314762145","0.0148132908489568"
"Very high transfer dependency","2007","Other degree","41","0.0472824883358148","0.0345115550822615","0.0600534215893681"
"Very high transfer dependency","2007","no degree/no degree yet","27","","",""
"Complete transfer dependency","2007","lower secondary degree","100","0.0155728086772468","0.0126553702415625","0.0184902471129312"
"Complete transfer dependency","2007","secondary school degree","59","0.0138602690599934","0.0109047770755102","0.0168157610444765"
"Complete transfer dependency","2007","college entrance qualification","25","","",""
"Complete transfer dependency","2007","Other degree","31","0.046558758429399","0.033881128763766","0.059236388095032"
"Complete transfer dependency","2007","no degree/no degree yet","25","","",""
"No transfer dependency","2008","lower secondary degree","3711","0.585119813615947","0.573105970120325","0.59713365711157"
"No transfer dependency","2008","secondary school degree","2295","0.437718387667225","0.424862962243322","0.450573813091127"
"No transfer dependency","2008","college entrance qualification","2124","0.471754511535706","0.458009390506995","0.485499632564418"
"No transfer dependency","2008","Other degree","337","0.352158919900057","0.321444393554738","0.382873446245377"
"No transfer dependency","2008","no degree/no degree yet","73","0.158392248100398","0.132050673306965","0.18473382289383"
"Very low transfer dependency","2008","lower secondary degree","2065","0.299611314415716","0.288441476111347","0.310781152720084"
"Very low transfer dependency","2008","secondary school degree","2828","0.447887223138716","0.435001453809238","0.460772992468194"
"Very low transfer dependency","2008","college entrance qualification","2628","0.45483284483352","0.441122026082974","0.468543663584067"
"Very low transfer dependency","2008","Other degree","402","0.390589448899849","0.359216490595896","0.421962407203801"
"Very low transfer dependency","2008","no degree/no degree yet","542","0.624149584814769","0.589205652920421","0.659093516709118"
"Low transfer dependency","2008","lower secondary degree","330","0.0546711262229376","0.0491278222756966","0.0602144301701786"
"Low transfer dependency","2008","secondary school degree","336","0.0563064629750275","0.0503332674510024","0.0622796584990525"
"Low transfer dependency","2008","college entrance qualification","194","0.0363972870609468","0.0312407736349928","0.0415538004869009"
"Low transfer dependency","2008","Other degree","89","0.113690804220011","0.0932783355598522","0.134103272880169"
"Low transfer dependency","2008","no degree/no degree yet","57","0.106164046231148","0.0839392621074274","0.128388830354869"
"High transfer dependency","2008","lower secondary degree","138","0.0224999625944452","0.0188838036606547","0.0261161215282358"
"High transfer dependency","2008","secondary school degree","112","0.0250729707549733","0.0210216085734723","0.0291243329364744"
"High transfer dependency","2008","college entrance qualification","59","0.0170882021134946","0.0135197645786564","0.0206566396483327"
"High transfer dependency","2008","Other degree","37","0.0487190348747911","0.0348755963789811","0.0625624733706011"
"High transfer dependency","2008","no degree/no degree yet","23","","",""
"Very high transfer dependency","2008","lower secondary degree","131","0.0215881088215563","0.0180443318558047","0.025131885787308"
"Very high transfer dependency","2008","secondary school degree","103","0.0199768060655676","0.0163510939236001","0.0236025182075352"
"Very high transfer dependency","2008","college entrance qualification","41","0.00992759814642298","0.00719781460535508","0.0126573816874909"
"Very high transfer dependency","2008","Other degree","37","0.036032925697624","0.0240483932053525","0.0480174581898954"
"Very high transfer dependency","2008","no degree/no degree yet","19","","",""
"Complete transfer dependency","2008","lower secondary degree","86","0.0165096743293977","0.0134025937257427","0.0196167549330527"
"Complete transfer dependency","2008","secondary school degree","47","0.0130381493984908","0.0100986709748762","0.0159776278221054"
"Complete transfer dependency","2008","college entrance qualification","21","","",""
"Complete transfer dependency","2008","Other degree","27","","",""
"Complete transfer dependency","2008","no degree/no degree yet","24","","",""
"No transfer dependency","2009","lower secondary degree","3539","0.606523281853214","0.594089478266019","0.618957085440409"
"No transfer dependency","2009","secondary school degree","2271","0.457421966976085","0.444122221786704","0.470721712165466"
"No transfer dependency","2009","college entrance qualification","2177","0.495096581511138","0.48101827813296","0.509174884889317"
"No transfer dependency","2009","Other degree","287","0.33323617737385","0.300552058060489","0.36592029668721"
"No transfer dependency","2009","no degree/no degree yet","75","0.147673439931249","0.120929280667677","0.174417599194821"
"Very low transfer dependency","2009","lower secondary degree","1801","0.289935424216504","0.278387064370245","0.301483784062762"
"Very low transfer dependency","2009","secondary school degree","2584","0.427924923652579","0.414716103926575","0.441133743378584"
"Very low transfer dependency","2009","college entrance qualification","2396","0.438764608083508","0.424791612561076","0.452737603605941"
"Very low transfer dependency","2009","Other degree","358","0.436895107552253","0.40250306714226","0.471287147962245"
"Very low transfer dependency","2009","no degree/no degree yet","489","0.626833076754198","0.590374285456208","0.663291868052188"
"Low transfer dependency","2009","lower secondary degree","327","0.0524712803101738","0.0467961248054633","0.0581464358148842"
"Low transfer dependency","2009","secondary school degree","303","0.0605665837213622","0.054198580865841","0.0669345865768835"
"Low transfer dependency","2009","college entrance qualification","180","0.0443464663006933","0.0385497646947897","0.0501431679065968"
"Low transfer dependency","2009","Other degree","74","0.10129815817864","0.0803771171228211","0.122219199234459"
"Low transfer dependency","2009","no degree/no degree yet","61","0.129268058744506","0.103977257151023","0.154558860337988"
"High transfer dependency","2009","lower secondary degree","111","0.0200479131131522","0.0164804642944778","0.0236153619318266"
"High transfer dependency","2009","secondary school degree","95","0.0182770757704091","0.0147010426644079","0.0218531088764104"
"High transfer dependency","2009","college entrance qualification","47","0.00850210771928619","0.00591681097355118","0.0110874044650212"
"High transfer dependency","2009","Other degree","36","0.0600216621579772","0.0435518884154142","0.0764914359005402"
"High transfer dependency","2009","no degree/no degree yet","20","","",""
"Very high transfer dependency","2009","lower secondary degree","91","0.0151850646160309","0.0120725859762545","0.0182975432558072"
"Very high transfer dependency","2009","secondary school degree","93","0.0252198218772317","0.0210340258587138","0.0294056178957495"
"Very high transfer dependency","2009","college entrance qualification","30","0.00732581290976174","0.00492459001027585","0.00972703580924762"
"Very high transfer dependency","2009","Other degree","22","","",""
"Very high transfer dependency","2009","no degree/no degree yet","11","","",""
"Complete transfer dependency","2009","lower secondary degree","61","0.0158370358909257","0.0126594945933692","0.0190145771884823"
"Complete transfer dependency","2009","secondary school degree","44","0.0105896280023325","0.00785698882814637","0.0133222671765187"
"Complete transfer dependency","2009","college entrance qualification","15","","",""
"Complete transfer dependency","2009","Other degree","22","","",""
"Complete transfer dependency","2009","no degree/no degree yet","20","","",""
"No transfer dependency","2010","lower secondary degree","3155","0.601172605817632","0.589519833411258","0.612825378224006"
"No transfer dependency","2010","secondary school degree","2171","0.451595899100819","0.44022039415919","0.462971404042447"
"No transfer dependency","2010","college entrance qualification","2126","0.478125967442854","0.466165044316112","0.490086890569595"
"No transfer dependency","2010","Other degree","313","0.299336440262355","0.276456054543446","0.322216825981264"
"No transfer dependency","2010","no degree/no degree yet","62","0.1229309108008","0.102993824725769","0.142867996875832"
"Very low transfer dependency","2010","lower secondary degree","2377","0.285671613837301","0.274921336190498","0.296421891484103"
"Very low transfer dependency","2010","secondary school degree","3847","0.433762427833075","0.422433973743341","0.445090881922809"
"Very low transfer dependency","2010","college entrance qualification","3898","0.452282811537559","0.440365071267594","0.464200551807524"
"Very low transfer dependency","2010","Other degree","692","0.434724592181052","0.409958018330548","0.459491166031556"
"Very low transfer dependency","2010","no degree/no degree yet","625","0.617981584874861","0.588480081511715","0.647483088238006"
"Low transfer dependency","2010","lower secondary degree","599","0.0552679411467802","0.049830079519497","0.0607058027740635"
"Low transfer dependency","2010","secondary school degree","730","0.0589413765042136","0.05355788765006","0.0643248653583673"
"Low transfer dependency","2010","college entrance qualification","439","0.0342419493124613","0.0298875916539079","0.0385963069710146"
"Low transfer dependency","2010","Other degree","238","0.129347455585898","0.112581428520289","0.146113482651507"
"Low transfer dependency","2010","no degree/no degree yet","136","0.111163208724822","0.0920776103716546","0.13024880707799"
"High transfer dependency","2010","lower secondary degree","276","0.0221549269654538","0.0186521912570492","0.0256576626738584"
"High transfer dependency","2010","secondary school degree","309","0.0252596233417744","0.0216728556009527","0.0288463910825961"
"High transfer dependency","2010","college entrance qualification","147","0.0211689366187095","0.017722152504811","0.024615720732608"
"High transfer dependency","2010","Other degree","113","0.0472933324383455","0.0366883893583972","0.0578982755182938"
"High transfer dependency","2010","no degree/no degree yet","70","0.03847676451736","0.0267980942724794","0.0501554347622406"
"Very high transfer dependency","2010","lower secondary degree","240","0.0193282846614872","0.0160518941176983","0.0226046752052761"
"Very high transfer dependency","2010","secondary school degree","213","0.0207433028511989","0.0174854416988477","0.0240011640035502"
"Very high transfer dependency","2010","college entrance qualification","61","0.0077974956538482","0.00569134991476962","0.00990364139292678"
"Very high transfer dependency","2010","Other degree","89","0.0419484366576349","0.0319327411443626","0.0519641321709072"
"Very high transfer dependency","2010","no degree/no degree yet","93","0.0594433537556783","0.0450865302359935","0.0738001772753632"
"Complete transfer dependency","2010","lower secondary degree","136","0.0164046275713462","0.0133816939666528","0.0194275611760395"
"Complete transfer dependency","2010","secondary school degree","82","0.00969737036891894","0.00745732765665209","0.0119374130811858"
"Complete transfer dependency","2010","college entrance qualification","29","","",""
"Complete transfer dependency","2010","Other degree","94","0.0473497428747145","0.0367387911642919","0.0579606945851371"
"Complete transfer dependency","2010","no degree/no degree yet","56","0.0500041773264784","0.0367705706480043","0.0632377840049526"
"No transfer dependency","2011","lower secondary degree","4141","0.63196858477077","0.62146925026883","0.642467919272709"
"No transfer dependency","2011","secondary school degree","2827","0.48451310261051","0.473950755298502","0.495075449922519"
"No transfer dependency","2011","college entrance qualification","2638","0.498918166782835","0.487872240956706","0.509964092608964"
"No transfer dependency","2011","Other degree","500","0.393797106913698","0.371411554857492","0.416182658969904"
"No transfer dependency","2011","no degree/no degree yet","113","0.17215418295731","0.15159306493648","0.19271530097814"
"Very low transfer dependency","2011","lower secondary degree","2476","0.250260212073718","0.240829971652967","0.25969045249447"
"Very low transfer dependency","2011","secondary school degree","4222","0.402624034281647","0.392258956003554","0.41298911255974"
"Very low transfer dependency","2011","college entrance qualification","4359","0.422476170855051","0.411563797962015","0.433388543748088"
"Very low transfer dependency","2011","Other degree","721","0.364138473507977","0.342092102892057","0.386184844123897"
"Very low transfer dependency","2011","no degree/no degree yet","756","0.569585889322891","0.54261867615872","0.596553102487063"
"Low transfer dependency","2011","lower secondary degree","705","0.053256179506884","0.0483677109637861","0.0581446480499819"
"Low transfer dependency","2011","secondary school degree","833","0.0556607064540537","0.0508152214603542","0.0605061914477533"
"Low transfer dependency","2011","college entrance qualification","552","0.0416156191553505","0.0372036630939515","0.0460275752167496"
"Low transfer dependency","2011","Other degree","271","0.106708104243249","0.0925626158948356","0.120853592591663"
"Low transfer dependency","2011","no degree/no degree yet","178","0.0902039996323043","0.0746013586415571","0.105806640623052"
"High transfer dependency","2011","lower secondary degree","359","0.0304429900978128","0.0267027290882873","0.0341832511073383"
"High transfer dependency","2011","secondary school degree","373","0.0282401123148463","0.0247389555294204","0.0317412691002722"
"High transfer dependency","2011","college entrance qualification","176","0.0215357971032062","0.01832889220416","0.0247427020022524"
"High transfer dependency","2011","Other degree","134","0.0593406315983179","0.0485159577198241","0.0701653054768116"
"High transfer dependency","2011","no degree/no degree yet","100","0.0738563507798317","0.0596118804136758","0.0881008211459875"
"Very high transfer dependency","2011","lower secondary degree","242","0.014449476030707","0.0118514884092564","0.0170474636521576"
"Very high transfer dependency","2011","secondary school degree","253","0.0174533853384872","0.0146857090959309","0.0202210615810435"
"Very high transfer dependency","2011","college entrance qualification","98","0.00883897336523294","0.00677118467388508","0.0109067620565808"
"Very high transfer dependency","2011","Other degree","118","0.0420669646562214","0.0328696570932267","0.051264272219216"
"Very high transfer dependency","2011","no degree/no degree yet","84","0.0491519976535923","0.0373775825503605","0.0609264127568241"
"Complete transfer dependency","2011","lower secondary degree","182","0.0196225575201084","0.0166029809850372","0.0226421340551796"
"Complete transfer dependency","2011","secondary school degree","92","0.0115086590004556","0.00925443192822965","0.0137628860726815"
"Complete transfer dependency","2011","college entrance qualification","48","0.00661527273832389","0.00482439576977524","0.00840614970687253"
"Complete transfer dependency","2011","Other degree","86","0.0339487190805367","0.025651466081129","0.0422459720799445"
"Complete transfer dependency","2011","no degree/no degree yet","64","0.0450475796540701","0.0337511863515899","0.0563439729565504"
"No transfer dependency","2012","lower secondary degree","4111","0.62734415027245","0.616674651671372","0.638013648873529"
"No transfer dependency","2012","secondary school degree","2952","0.501160258975323","0.490479245441641","0.511841272509006"
"No transfer dependency","2012","college entrance qualification","2751","0.514679171944445","0.503555710554638","0.525802633334251"
"No transfer dependency","2012","Other degree","512","0.40631305940812","0.383711490443665","0.428914628372574"
"No transfer dependency","2012","no degree/no degree yet","118","0.188116194815196","0.166969562922557","0.209262826707835"
"Very low transfer dependency","2012","lower secondary degree","2484","0.262161430872128","0.252456282280737","0.271866579463518"
"Very low transfer dependency","2012","secondary school degree","4088","0.390251003780137","0.379830440584162","0.400671566976113"
"Very low transfer dependency","2012","college entrance qualification","4251","0.409626596015728","0.39868162400078","0.420571568030677"
"Very low transfer dependency","2012","Other degree","788","0.383686158158755","0.361308302076935","0.406064014240576"
"Very low transfer dependency","2012","no degree/no degree yet","802","0.566429382198184","0.539614000589257","0.593244763807111"
"Low transfer dependency","2012","lower secondary degree","580","0.0477226949513728","0.043018543337904","0.0524268465648415"
"Low transfer dependency","2012","secondary school degree","715","0.0520035697364189","0.0472604557743671","0.0567466836984706"
"Low transfer dependency","2012","college entrance qualification","483","0.0468283415540995","0.0421261844107649","0.0515304986974341"
"Low transfer dependency","2012","Other degree","216","0.0826350990831324","0.069964919059499","0.0953052791067657"
"Low transfer dependency","2012","no degree/no degree yet","155","0.0944759863449423","0.0786492314425567","0.110302741247328"
"High transfer dependency","2012","lower secondary degree","335","0.0291991191932855","0.0254838775217012","0.0329143608648697"
"High transfer dependency","2012","secondary school degree","336","0.0246860971261432","0.021371413717233","0.0280007805350534"
"High transfer dependency","2012","college entrance qualification","145","0.0163104903864462","0.0134913304221994","0.0191296503506929"
"High transfer dependency","2012","Other degree","128","0.0641384817684225","0.0528640520855216","0.0754129114513234"
"High transfer dependency","2012","no degree/no degree yet","117","0.0690872211967307","0.0553646803562868","0.0828097620371746"
"Very high transfer dependency","2012","lower secondary degree","226","0.015925941872345","0.0131634337237734","0.0186884500209165"
"Very high transfer dependency","2012","secondary school degree","219","0.0189451462649709","0.0160328251632059","0.0218574673667358"
"Very high transfer dependency","2012","college entrance qualification","92","0.0075763568078769","0.00564645172107926","0.00950626189467454"
"Very high transfer dependency","2012","Other degree","93","0.0311732437721282","0.0231759415295904","0.0391705460146659"
"Very high transfer dependency","2012","no degree/no degree yet","61","0.0352190775624168","0.0252447295829185","0.0451934255419152"
"Complete transfer dependency","2012","lower secondary degree","153","0.0176466628384186","0.0147412873420106","0.0205520383348267"
"Complete transfer dependency","2012","secondary school degree","108","0.0129539241170061","0.0105383908791499","0.0153694573548623"
"Complete transfer dependency","2012","college entrance qualification","33","0.00497904329140402","0.00341248609852298","0.00654560048428506"
"Complete transfer dependency","2012","Other degree","77","0.032053957809442","0.0239481583611079","0.0401597572577761"
"Complete transfer dependency","2012","no degree/no degree yet","59","0.0466721378825301","0.0352583140822526","0.0580859616828077"
"No transfer dependency","2013","lower secondary degree","3855","0.639254045146738","0.628545355694581","0.649962734598895"
"No transfer dependency","2013","secondary school degree","2956","0.508789203740848","0.498133204511098","0.519445202970597"
"No transfer dependency","2013","college entrance qualification","2888","0.528105980948952","0.517172238533132","0.539039723364772"
"No transfer dependency","2013","Other degree","1068","0.427525219026852","0.412331995237062","0.442718442816642"
"No transfer dependency","2013","no degree/no degree yet","148","0.164496551088953","0.147037257456668","0.181955844721238"
"Very low transfer dependency","2013","lower secondary degree","2535","0.244696942723199","0.235110141118411","0.254283744327988"
"Very low transfer dependency","2013","secondary school degree","4182","0.383555000920426","0.373190407348826","0.393919594492027"
"Very low transfer dependency","2013","college entrance qualification","4377","0.396187998032558","0.385475578148874","0.406900417916242"
"Very low transfer dependency","2013","Other degree","1866","0.354249607609822","0.339561091825736","0.368938123393909"
"Very low transfer dependency","2013","no degree/no degree yet","959","0.552501991661021","0.52908470218784","0.575919281134202"
"Low transfer dependency","2013","lower secondary degree","588","0.0528982631790726","0.0479069149519185","0.0578896114062267"
"Low transfer dependency","2013","secondary school degree","650","0.0505902022295285","0.0459187560738972","0.0552616483851599"
"Low transfer dependency","2013","college entrance qualification","452","0.043368369755669","0.0389072387647527","0.0478295007465853"
"Low transfer dependency","2013","Other degree","478","0.0888509159702613","0.0801128249926351","0.0975890069478875"
"Low transfer dependency","2013","no degree/no degree yet","211","0.103206649907921","0.0888790258576641","0.117534273958178"
"High transfer dependency","2013","lower secondary degree","344","0.0286334393452617","0.0249144307688879","0.0323524479216355"
"High transfer dependency","2013","secondary school degree","354","0.0240503558294034","0.0207847351074131","0.0273159765513937"
"High transfer dependency","2013","college entrance qualification","161","0.0170222454472376","0.0141891165894378","0.0198553743050374"
"High transfer dependency","2013","Other degree","270","0.0457378379139841","0.0393218645337277","0.0521538112942404"
"High transfer dependency","2013","no degree/no degree yet","180","0.0742541925571973","0.061906650500572","0.0866017346138227"
"Very high transfer dependency","2013","lower secondary degree","239","0.0168918293005331","0.0140181530301055","0.0197655055709607"
"Very high transfer dependency","2013","secondary school degree","208","0.0175182949618123","0.0147218940291866","0.020314695894438"
"Very high transfer dependency","2013","college entrance qualification","83","0.00965955514254057","0.00751737060771012","0.011801739677371"
"Very high transfer dependency","2013","Other degree","185","0.0343415367518441","0.0287489526434","0.0399341208602882"
"Very high transfer dependency","2013","no degree/no degree yet","132","0.0498324539509893","0.0395846600966004","0.0600802478053783"
"Complete transfer dependency","2013","lower secondary degree","164","0.0176254803051953","0.0146911576143176","0.0205598029960731"
"Complete transfer dependency","2013","secondary school degree","105","0.0154969423179818","0.0128641122570196","0.0181297723789441"
"Complete transfer dependency","2013","college entrance qualification","47","0.00565585067304251","0.00401335820217682","0.0072983431439082"
"Complete transfer dependency","2013","Other degree","206","0.0492948827272361","0.0426465197766314","0.0559432456778408"
"Complete transfer dependency","2013","no degree/no degree yet","102","0.0557081608339181","0.0449065960241421","0.0665097256436942"
"No transfer dependency","2014","lower secondary degree","3565","0.640171636230777","0.628832325198853","0.651510947262701"
"No transfer dependency","2014","secondary school degree","2804","0.51668093507096","0.505388678378639","0.527973191763282"
"No transfer dependency","2014","college entrance qualification","2736","0.519446588922211","0.508034583422117","0.530858594422304"
"No transfer dependency","2014","Other degree","800","0.410281893484421","0.393355241113044","0.427208545855798"
"No transfer dependency","2014","no degree/no degree yet","104","0.134910817945689","0.117085453725402","0.152736182165975"
"Very low transfer dependency","2014","lower secondary degree","2185","0.238625224763069","0.228554791070229","0.24869565845591"
"Very low transfer dependency","2014","secondary school degree","3672","0.379922586970341","0.368954697302187","0.390890476638495"
"Very low transfer dependency","2014","college entrance qualification","3969","0.402265303698849","0.391064963572442","0.413465643825257"
"Very low transfer dependency","2014","Other degree","1488","0.350703882211442","0.334282891400422","0.367124873022463"
"Very low transfer dependency","2014","no degree/no degree yet","795","0.548488252694391","0.522522388792212","0.57445411659657"
"Low transfer dependency","2014","lower secondary degree","525","0.0560923803870605","0.0506560300287058","0.0615287307454153"
"Low transfer dependency","2014","secondary school degree","567","0.0498755154334626","0.044956405668321","0.0547946251986042"
"Low transfer dependency","2014","college entrance qualification","383","0.0453025582136676","0.0405523249800459","0.0500527914472893"
"Low transfer dependency","2014","Other degree","386","0.088940494351689","0.0791448996050006","0.0987360890983774"
"Low transfer dependency","2014","no degree/no degree yet","196","0.119691618940814","0.102754720901048","0.13662851698058"
"High transfer dependency","2014","lower secondary degree","281","0.0279703471679479","0.0240747015552196","0.0318659927806762"
"High transfer dependency","2014","secondary school degree","257","0.0245978563496303","0.0210976548750869","0.0280980578241738"
"High transfer dependency","2014","college entrance qualification","153","0.0173996740757839","0.0144130559303037","0.0203862922212642"
"High transfer dependency","2014","Other degree","236","0.0567127346356513","0.0487535249111157","0.0646719443601869"
"High transfer dependency","2014","no degree/no degree yet","127","0.0760050687019127","0.0621776645567225","0.0898324728471029"
"Very high transfer dependency","2014","lower secondary degree","197","0.0175555901977379","0.0144527995979391","0.0206583807975367"
"Very high transfer dependency","2014","secondary school degree","144","0.015697552916208","0.0128886752797378","0.0185064305526782"
"Very high transfer dependency","2014","college entrance qualification","74","0.00864013494083753","0.00652617564981639","0.0107540942318587"
"Very high transfer dependency","2014","Other degree","187","0.0498547089322579","0.04236515813068","0.0573442597338358"
"Very high transfer dependency","2014","no degree/no degree yet","123","0.0672252836020711","0.0541593848501125","0.0802911823540297"
"Complete transfer dependency","2014","lower secondary degree","129","0.019584821253407","0.0163109953837973","0.0228586471230167"
"Complete transfer dependency","2014","secondary school degree","79","0.0132255532593973","0.0106440752383027","0.0158070312804919"
"Complete transfer dependency","2014","college entrance qualification","48","0.00694574014865056","0.00504874401405806","0.00884273628324305"
"Complete transfer dependency","2014","Other degree","147","0.0435062863845388","0.0364864864404994","0.0505260863285782"
"Complete transfer dependency","2014","no degree/no degree yet","66","0.0536789581151227","0.0419189973852248","0.0654389188450206"
"No transfer dependency","2015","lower secondary degree","3420","0.653986077198117","0.642312530409165","0.665659623987068"
"No transfer dependency","2015","secondary school degree","2842","0.541330015251349","0.529822737436403","0.552837293066294"
"No transfer dependency","2015","college entrance qualification","2705","0.528630136014863","0.517085446533501","0.540174825496225"
"No transfer dependency","2015","Other degree","1232","0.446259854283824","0.430944452174293","0.461575256393356"
"No transfer dependency","2015","no degree/no degree yet","110","0.151825859547554","0.132576209166763","0.171075509928345"
"Very low transfer dependency","2015","lower secondary degree","1965","0.225551786981587","0.215295477500852","0.235808096462322"
"Very low transfer dependency","2015","secondary school degree","3439","0.363159241219888","0.352053300290476","0.3742651821493"
"Very low transfer dependency","2015","college entrance qualification","3868","0.393279024406548","0.381981838192477","0.404576210620618"
"Very low transfer dependency","2015","Other degree","1739","0.339692484963455","0.325101064291763","0.354283905635147"
"Very low transfer dependency","2015","no degree/no degree yet","705","0.510046528640288","0.483230789282276","0.536862267998299"
"Low transfer dependency","2015","lower secondary degree","451","0.0520454616616972","0.0465947026985012","0.0574962206248933"
"Low transfer dependency","2015","secondary school degree","457","0.0404368925998827","0.0358878810238842","0.0449859041758811"
"Low transfer dependency","2015","college entrance qualification","363","0.0469205197546636","0.0420298159955411","0.0518112235137861"
"Low transfer dependency","2015","Other degree","388","0.0779755858627491","0.0697145972698462","0.086236574455652"
"Low transfer dependency","2015","no degree/no degree yet","165","0.121264217203971","0.103753539776409","0.138774894631533"
"High transfer dependency","2015","lower secondary degree","249","0.0261087826148574","0.022195688208092","0.0300218770216228"
"High transfer dependency","2015","secondary school degree","220","0.0211636798991899","0.0178398253299907","0.0244875344683891"
"High transfer dependency","2015","college entrance qualification","137","0.0165547155388745","0.0136037689222478","0.0195056621555012"
"High transfer dependency","2015","Other degree","266","0.0521993635153242","0.0453464919794708","0.0590522350511776"
