"transab_cat","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","1997","Rural Area","Female","44","0.0207369849581885","0.0147809401161353","0.0266930298002417","4"
"Very high transfer dependency","1997","Rural Area","Male","39","0.0226019808637794","0.0162114888254297","0.028992472902129","4"
"Very high transfer dependency","1997","Urban Area","Male","54","0.0115360792193116","0.00825663376486122","0.014815524673762","4"
"Very high transfer dependency","1997","Urban Area","Female","67","0.0144588219871354","0.0109211908769782","0.0179964530972926","4"
"Very low transfer dependency","1997","Rural Area","Female","1078","0.408964444653677","0.388415711316202","0.429513177991152","1"
"Very low transfer dependency","1997","Rural Area","Male","1081","0.438289072410547","0.416955574129","0.459622570692093","1"
"Very low transfer dependency","1997","Urban Area","Female","2030","0.382516226700384","0.368113444016827","0.39691900938394","1"
"Very low transfer dependency","1997","Urban Area","Male","1965","0.42302263654002","0.407850313626586","0.438194959453453","1"
"Complete transfer dependency","1998","Rural Area","Female","23","","","","5"
"Complete transfer dependency","1998","Rural Area","Male","19","","","","5"
"Complete transfer dependency","1998","Urban Area","Female","53","0.0134644593678155","0.0102215222857703","0.0167073964498607","5"
"Complete transfer dependency","1998","Urban Area","Male","45","0.0137777570267516","0.0103647492605558","0.0171907647929474","5"
"High transfer dependency","1998","Rural Area","Female","68","0.0235272851779982","0.0175498403127001","0.0295047300432962","3"
"High transfer dependency","1998","Rural Area","Male","51","0.0159013559687583","0.0108415316114606","0.0209611803260561","3"
"High transfer dependency","1998","Urban Area","Female","103","0.0185169558891035","0.0147236847080706","0.0223102270701363","3"
"High transfer dependency","1998","Urban Area","Male","101","0.0204073651733712","0.0162675891717045","0.0245471411750378","3"
"Low transfer dependency","1998","Rural Area","Female","240","0.0721618176982307","0.0619573708765783","0.0823662645198831","2"
"Low transfer dependency","1998","Rural Area","Male","242","0.0918587106233077","0.0801762068991776","0.103541214347438","2"
"Low transfer dependency","1998","Urban Area","Female","295","0.0461100381389375","0.0402089163892939","0.0520111598885812","2"
"Low transfer dependency","1998","Urban Area","Male","274","0.0476744832658883","0.0414357513091863","0.0539132152225904","2"
"No transfer dependency","1998","Rural Area","Female","907","0.455402660744183","0.435762946985167","0.4750423745032","0"
"No transfer dependency","1998","Rural Area","Male","793","0.410717764733229","0.390818709244709","0.43061682022175","0"
"No transfer dependency","1998","Urban Area","Male","1854","0.48821515185119","0.473579571177748","0.502850732524632","0"
"No transfer dependency","1998","Urban Area","Female","2103","0.526265531661993","0.512216135772234","0.540314927551753","0"
"Very high transfer dependency","1998","Rural Area","Male","38","0.0188376910542429","0.0133386962666528","0.0243366858418329","4"
"Very high transfer dependency","1998","Rural Area","Female","41","0.0197772542777286","0.0142863357351335","0.0252681728203237","4"
"Very high transfer dependency","1998","Urban Area","Female","83","0.0164947753952306","0.0129109302681509","0.0200786205223102","4"
"Very high transfer dependency","1998","Urban Area","Male","64","0.0126316323534273","0.00936176630210675","0.0159014984047478","4"
"Very low transfer dependency","1998","Rural Area","Female","1191","0.420609845177234","0.401141686067186","0.440078004287283","1"
"Very low transfer dependency","1998","Rural Area","Male","1205","0.449284018029424","0.429164231441864","0.469403804616985","1"
"Very low transfer dependency","1998","Urban Area","Female","2215","0.37914823954692","0.365496557171232","0.392799921922607","1"
"Very low transfer dependency","1998","Urban Area","Male","2143","0.417293610329372","0.402855632298806","0.431731588359937","1"
"Complete transfer dependency","1999","Rural Area","Female","17","","","","5"
"Complete transfer dependency","1999","Rural Area","Male","13","","","","5"
"Complete transfer dependency","1999","Urban Area","Male","34","0.00937181397834867","0.00649389708537853","0.0122497308713188","5"
"Complete transfer dependency","1999","Urban Area","Female","45","0.0105016278891644","0.00756695921258294","0.0134362965657458","5"
"High transfer dependency","1999","Rural Area","Male","62","0.0212959942163757","0.015341282166979","0.0272507062657723","3"
"High transfer dependency","1999","Rural Area","Female","70","0.02384035907259","0.0177282152938733","0.0299525028513067","3"
"High transfer dependency","1999","Urban Area","Female","101","0.0190372823156983","0.0151031229543064","0.0229714416770903","3"
"High transfer dependency","1999","Urban Area","Male","83","0.0158034995123859","0.0120784794151046","0.0195285196096672","3"
"Low transfer dependency","1999","Rural Area","Female","234","0.074433632990098","0.0639172805465268","0.0849499854336692","2"
"Low transfer dependency","1999","Rural Area","Male","207","0.0756510922749887","0.0647439321270556","0.0865582524229218","2"
"Low transfer dependency","1999","Urban Area","Female","276","0.0447478065789371","0.0387957353520001","0.050699877805874","2"
"Low transfer dependency","1999","Urban Area","Male","261","0.0482040750697415","0.0418063602720209","0.0546017898674621","2"
"No transfer dependency","1999","Rural Area","Male","783","0.414642185181612","0.394321723312947","0.434962647050277","0"
"No transfer dependency","1999","Rural Area","Female","866","0.448678801958735","0.42875157518658","0.468606028730891","0"
"No transfer dependency","1999","Urban Area","Male","1801","0.487754762701645","0.472825072285365","0.502684453117926","0"
"No transfer dependency","1999","Urban Area","Female","1996","0.524447653264494","0.510070481557287","0.538824824971702","0"
"Very high transfer dependency","1999","Rural Area","Female","45","0.0196292841735319","0.0140712125626903","0.0251873557843735","4"
"Very high transfer dependency","1999","Rural Area","Male","39","0.0184870503038661","0.0129309772086459","0.0240431233990863","4"
"Very high transfer dependency","1999","Urban Area","Male","40","0.00807909312583663","0.00540528088370178","0.0107529053679715","4"
"Very high transfer dependency","1999","Urban Area","Female","49","0.0102410843248495","0.00734266708578571","0.0131395015639133","4"
"Very low transfer dependency","1999","Rural Area","Female","1161","0.42430477549473","0.404502640582778","0.444106910406683","1"
"Very low transfer dependency","1999","Rural Area","Male","1154","0.459808247769515","0.439251780774454","0.480364714764575","1"
"Very low transfer dependency","1999","Urban Area","Female","2168","0.391024545626856","0.376976201864309","0.405072889389403","1"
"Very low transfer dependency","1999","Urban Area","Male","2087","0.430786755612042","0.415996361454888","0.445577149769196","1"
"Complete transfer dependency","2000","Rural Area","Female","35","0.00749141955008922","0.00488919962250039","0.010093639477678","5"
"Complete transfer dependency","2000","Rural Area","Male","24","","","","5"
"Complete transfer dependency","2000","Urban Area","Male","84","0.0108191045939169","0.0084862207232356","0.0131519884645982","5"
"Complete transfer dependency","2000","Urban Area","Female","91","0.0105873434863333","0.00837774166976389","0.0127969453029028","5"
"High transfer dependency","2000","Rural Area","Male","101","0.0221055875544784","0.0175251474369612","0.0266860276719956","3"
"High transfer dependency","2000","Rural Area","Female","122","0.0241773660548949","0.0195419924877919","0.028812739621998","3"
"High transfer dependency","2000","Urban Area","Male","110","0.013436991034605","0.0108405824984364","0.0160333995707736","3"
"High transfer dependency","2000","Urban Area","Female","135","0.0151876108588437","0.0125473109047542","0.0178279108129332","3"
"Low transfer dependency","2000","Rural Area","Male","340","0.0737114198429268","0.0655709262395605","0.0818519134462932","2"
"Low transfer dependency","2000","Rural Area","Female","359","0.0738589436923077","0.0659660742702767","0.0817518131143386","2"
"Low transfer dependency","2000","Urban Area","Male","408","0.0447495922707152","0.0400871576174494","0.049412026923981","2"
"Low transfer dependency","2000","Urban Area","Female","447","0.0435969937392804","0.039188598509077","0.0480053889694837","2"
"No transfer dependency","2000","Rural Area","Male","1559","0.457116045044421","0.441596573392879","0.472635516695962","0"
"No transfer dependency","2000","Rural Area","Female","1684","0.480725689425432","0.465647753698853","0.49580362515201","0"
"No transfer dependency","2000","Urban Area","Male","3426","0.515731452836691","0.504461696105896","0.527001209567487","0"
"No transfer dependency","2000","Urban Area","Female","3780","0.532306379847701","0.521534454264918","0.543078305430485","0"
"Very high transfer dependency","2000","Rural Area","Male","50","0.0132995234349841","0.00973073416397111","0.0168683127059972","4"
"Very high transfer dependency","2000","Rural Area","Female","72","0.0161287107271936","0.0123271338847911","0.0199302875695961","4"
"Very high transfer dependency","2000","Urban Area","Male","82","0.0117677928304928","0.00933594380376381","0.0141996418572218","4"
"Very high transfer dependency","2000","Urban Area","Female","100","0.0116711482282451","0.00935247624100742","0.0139898202154827","4"
"Very low transfer dependency","2000","Rural Area","Female","1946","0.397617870550083","0.38284843865366","0.412387302446505","1"
"Very low transfer dependency","2000","Rural Area","Male","1884","0.426654721421628","0.41124635512103","0.442063087722226","1"
"Very low transfer dependency","2000","Urban Area","Female","3689","0.386650523839596","0.376137077879837","0.397163969799356","1"
"Very low transfer dependency","2000","Urban Area","Male","3444","0.403495066433579","0.392431739786126","0.414558393081031","1"
"Complete transfer dependency","2001","Rural Area","Female","28","","","","5"
"Complete transfer dependency","2001","Rural Area","Male","27","","","","5"
"Complete transfer dependency","2001","Urban Area","Female","68","0.00960698004560188","0.00739955615748239","0.0118144039337214","5"
"Complete transfer dependency","2001","Urban Area","Male","64","0.0106997235106232","0.00825883970480669","0.0131406073164397","5"
"High transfer dependency","2001","Rural Area","Male","87","0.0209407546255189","0.0162523472838081","0.0256291619672297","3"
"High transfer dependency","2001","Rural Area","Female","98","0.0189900636089503","0.0146515401746945","0.023328587043206","3"
"High transfer dependency","2001","Urban Area","Male","112","0.015262747501755","0.0123542191155589","0.0181712758879511","3"
"High transfer dependency","2001","Urban Area","Female","146","0.0192346666743112","0.016126434913173","0.0223428984354494","3"
"Low transfer dependency","2001","Rural Area","Male","332","0.0711973978451507","0.062777274388073","0.0796175213022285","2"
"Low transfer dependency","2001","Rural Area","Female","359","0.0718120764334787","0.0636055620731525","0.080018590793805","2"
"Low transfer dependency","2001","Urban Area","Female","402","0.0457371228964067","0.0410093463296273","0.050464899463186","2"
"Low transfer dependency","2001","Urban Area","Male","372","0.0459499458529499","0.0409825948934016","0.0509172968124982","2"
"No transfer dependency","2001","Rural Area","Female","1395","0.457101838221124","0.441267216083739","0.47293646035851","0"
"No transfer dependency","2001","Rural Area","Male","1280","0.432042286483563","0.415822474490554","0.448262098476573","0"
"No transfer dependency","2001","Urban Area","Female","3217","0.5043535931812","0.493038919091429","0.515668267270971","0"
"No transfer dependency","2001","Urban Area","Male","2911","0.495234985032251","0.48337328205277","0.507096688011733","0"
"Very high transfer dependency","2001","Rural Area","Female","75","0.0212211466759386","0.0166400574859902","0.025802235865887","4"
"Very high transfer dependency","2001","Rural Area","Male","58","0.0190744185477346","0.0145955494333877","0.0235532876620815","4"
"Very high transfer dependency","2001","Urban Area","Female","108","0.0135592411325499","0.0109420122479526","0.0161764700171472","4"
"Very high transfer dependency","2001","Urban Area","Male","70","0.0113555011878523","0.00884176328413538","0.0138692390915692","4"
"Very low transfer dependency","2001","Rural Area","Female","1847","0.42442692399388","0.408716289207904","0.440137558779856","1"
"Very low transfer dependency","2001","Rural Area","Male","1799","0.449147630941525","0.43286079002546","0.465434471857591","1"
"Very low transfer dependency","2001","Urban Area","Female","3560","0.40750839606993","0.396388572694653","0.418628219445208","1"
"Very low transfer dependency","2001","Urban Area","Male","3296","0.421497096914568","0.409781974571064","0.433212219258072","1"
"Complete transfer dependency","2002","Rural Area","Female","33","0.00883237544988883","0.00588605081029347","0.0117787000894842","5"
"Complete transfer dependency","2002","Rural Area","Male","34","0.0102167876470564","0.00696335152634864","0.0134702237677641","5"
"Complete transfer dependency","2002","Urban Area","Female","78","0.0135901792669047","0.0110368705929747","0.0161434879408347","5"
"Complete transfer dependency","2002","Urban Area","Male","70","0.0146587733045112","0.0119042754043179","0.0174132712047046","5"
"High transfer dependency","2002","Rural Area","Female","105","0.0293945381694501","0.0240756241638073","0.0347134521750928","3"
"High transfer dependency","2002","Rural Area","Male","78","0.022735367538082","0.017912868613451","0.027557866462713","3"
"High transfer dependency","2002","Urban Area","Male","119","0.021234298789471","0.0179301572924111","0.0245384402865308","3"
"High transfer dependency","2002","Urban Area","Female","157","0.0264951242997803","0.0229534054713665","0.030036843128194","3"
"Low transfer dependency","2002","Rural Area","Male","286","0.0791220734273535","0.0703890440674872","0.0878551027872197","2"
"Low transfer dependency","2002","Rural Area","Female","329","0.0789522092563373","0.0704605705310808","0.0874438479815939","2"
"Low transfer dependency","2002","Urban Area","Male","337","0.0467901998713471","0.0419499029477164","0.0516304967949779","2"
"Low transfer dependency","2002","Urban Area","Female","375","0.0493535118821632","0.0445767830366618","0.0541302407276646","2"
"No transfer dependency","2002","Rural Area","Male","1321","0.431650323631907","0.415625660712943","0.44767498655087","0"
"No transfer dependency","2002","Rural Area","Female","1409","0.451441745091574","0.435771329361052","0.467112160822095","0"
"No transfer dependency","2002","Urban Area","Male","3129","0.493472448794877","0.482013802974844","0.50493109461491","0"
"No transfer dependency","2002","Urban Area","Female","3403","0.505723376331923","0.494697742018082","0.516749010645765","0"
"Very high transfer dependency","2002","Rural Area","Male","49","0.0162287987410386","0.0121408513453703","0.020316746136707","4"
"Very high transfer dependency","2002","Rural Area","Female","51","0.0132566736915316","0.00965513848184517","0.016858208901218","4"
"Very high transfer dependency","2002","Urban Area","Female","85","0.0112446942932498","0.00891938742693703","0.0135700011595625","4"
"Very high transfer dependency","2002","Urban Area","Male","58","0.00951851797835863","0.00729311762958949","0.0117439183271278","4"
"Very low transfer dependency","2002","Rural Area","Female","1947","0.418122458341219","0.402590156270378","0.433654760412059","1"
"Very low transfer dependency","2002","Rural Area","Male","1902","0.440046649014563","0.423986841269119","0.456106456760007","1"
"Very low transfer dependency","2002","Urban Area","Female","3801","0.393593113925979","0.382819340399318","0.404366887452639","1"
"Very low transfer dependency","2002","Urban Area","Male","3600","0.414325761261435","0.40303562109601","0.425615901426861","1"
"Complete transfer dependency","2003","Rural Area","Female","43","0.0133752315733754","0.00968024998820123","0.0170702131585495","5"
"Complete transfer dependency","2003","Rural Area","Male","36","0.0123025499815023","0.00864328436476206","0.0159618155982426","5"
"Complete transfer dependency","2003","Urban Area","Female","86","0.0170408097448961","0.0141449444944618","0.0199366749953304","5"
"Complete transfer dependency","2003","Urban Area","Male","73","0.0161656345613925","0.0132253597863884","0.0191059093363966","5"
"High transfer dependency","2003","Rural Area","Female","100","0.0271275824739608","0.0219021876832822","0.0323529772646395","3"
"High transfer dependency","2003","Rural Area","Male","88","0.0275997851837028","0.0221615276066609","0.0330380427607447","3"
"High transfer dependency","2003","Urban Area","Female","137","0.0194052106008634","0.0163186879906362","0.0224917332110907","3"
"High transfer dependency","2003","Urban Area","Male","113","0.0167981216485902","0.0138018426092771","0.0197944006879033","3"
"Low transfer dependency","2003","Rural Area","Female","333","0.0846952017347869","0.0757395357129154","0.0936508677566585","2"
"Low transfer dependency","2003","Rural Area","Male","294","0.0825237628738273","0.0733895459078025","0.0916579798398522","2"
"Low transfer dependency","2003","Urban Area","Female","416","0.0532332003246217","0.0482100255384742","0.0582563751107693","2"
"Low transfer dependency","2003","Urban Area","Male","362","0.048913294653952","0.0438846139710962","0.0539419753368078","2"
"No transfer dependency","2003","Rural Area","Female","1382","0.44892464927052","0.432926201961801","0.464923096579239","0"
"No transfer dependency","2003","Rural Area","Male","1262","0.420798942955009","0.404410549099616","0.437187336810403","0"
"No transfer dependency","2003","Urban Area","Male","2974","0.485251149883481","0.473598853449633","0.496903446317329","0"
"No transfer dependency","2003","Urban Area","Female","3248","0.494435702377277","0.483248832104818","0.505622572649737","0"
"Very high transfer dependency","2003","Rural Area","Male","49","0.0162289192679102","0.0120344576427786","0.0204233808930419","4"
"Very high transfer dependency","2003","Rural Area","Female","65","0.0176186940465081","0.0133870169765676","0.0218503711164487","4"
"Very high transfer dependency","2003","Urban Area","Male","72","0.0166160682038953","0.0136357939409282","0.0195963424668624","4"
"Very high transfer dependency","2003","Urban Area","Female","106","0.0161628077615672","0.0133412722942581","0.0189843432288764","4"
"Very low transfer dependency","2003","Rural Area","Female","1790","0.408258640900849","0.392449099523336","0.424068182278363","1"
"Very low transfer dependency","2003","Rural Area","Male","1757","0.440546039738048","0.424065849272426","0.45702623020367","1"
"Very low transfer dependency","2003","Urban Area","Female","3680","0.399722269190774","0.388762011122541","0.410682527259008","1"
"Very low transfer dependency","2003","Urban Area","Male","3473","0.416255731048689","0.40476303361522","0.427748428482158","1"
"Complete transfer dependency","2004","Rural Area","Female","29","","","","5"
"Complete transfer dependency","2004","Rural Area","Male","33","0.0151197374923855","0.0110239751931845","0.0192154997915865","5"
"Complete transfer dependency","2004","Urban Area","Female","86","0.0141455702419717","0.0114661730704944","0.016824967413449","5"
"Complete transfer dependency","2004","Urban Area","Male","67","0.0141242596965334","0.0113273562130994","0.0169211631799675","5"
"High transfer dependency","2004","Rural Area","Male","89","0.033267511461244","0.0272483746303558","0.0392866482921323","3"
"High transfer dependency","2004","Rural Area","Female","84","0.0242553224204702","0.0192610647398367","0.0292495801011037","3"
"High transfer dependency","2004","Urban Area","Male","119","0.0169835137459109","0.0139210023243354","0.0200460251674864","3"
"High transfer dependency","2004","Urban Area","Female","148","0.0213788297168","0.0180969720947025","0.0246606873388975","3"
"Low transfer dependency","2004","Rural Area","Male","302","0.0837557936565208","0.074457913343705","0.0930536739693367","2"
"Low transfer dependency","2004","Rural Area","Female","340","0.0956385349314215","0.0860910978200722","0.105185972042771","2"
"Low transfer dependency","2004","Urban Area","Male","342","0.0523592732580989","0.0470796588385492","0.0576388876776487","2"
"Low transfer dependency","2004","Urban Area","Female","404","0.0545176189907561","0.04936633339147","0.0596689045900421","2"
"No transfer dependency","2004","Rural Area","Male","1246","0.42628119444935","0.409682706353812","0.442879682544889","0"
"No transfer dependency","2004","Rural Area","Female","1356","0.455315122615921","0.439148175375168","0.471482069856673","0"
"No transfer dependency","2004","Urban Area","Male","2848","0.471849193521903","0.460017031036669","0.483681356007136","0"
"No transfer dependency","2004","Urban Area","Female","3133","0.488665427168629","0.47732370891569","0.500007145421569","0"
"Very high transfer dependency","2004","Rural Area","Male","60","0.0209302820263522","0.0161255933679733","0.025734970684731","4"
"Very high transfer dependency","2004","Rural Area","Female","80","0.0225831911497847","0.0177600287894744","0.027406353510095","4"
"Very high transfer dependency","2004","Urban Area","Male","86","0.0163929999361629","0.0133832974515259","0.0194027024207998","4"
"Very high transfer dependency","2004","Urban Area","Female","107","0.0188510963846955","0.0157653783620244","0.0219368144073666","4"
"Very low transfer dependency","2004","Rural Area","Male","1680","0.420645480914147","0.404076293329266","0.437214668499028","1"
"Very low transfer dependency","2004","Rural Area","Female","1756","0.392821571354894","0.37696697623393","0.408676166475857","1"
"Very low transfer dependency","2004","Urban Area","Female","3584","0.402441457497147","0.391314868272234","0.41356804672206","1"
"Very low transfer dependency","2004","Urban Area","Male","3376","0.428290759841391","0.416562313076509","0.440019206606274","1"
"Complete transfer dependency","2005","Rural Area","Female","34","0.0108125135756142","0.00739067871336373","0.0142343484378647","5"
"Complete transfer dependency","2005","Rural Area","Male","34","0.0142449801358973","0.0101728515617469","0.0183171087100477","5"
"Complete transfer dependency","2005","Urban Area","Female","79","0.0127104434381301","0.0101162447332719","0.0153046421429884","5"
"Complete transfer dependency","2005","Urban Area","Male","72","0.0150032469775297","0.012057449745076","0.0179490442099833","5"
"High transfer dependency","2005","Rural Area","Male","94","0.0285410538743135","0.0228189822709718","0.0342631254776552","3"
"High transfer dependency","2005","Rural Area","Female","111","0.0287406039047647","0.0232125538314985","0.0342686539780309","3"
"High transfer dependency","2005","Urban Area","Female","152","0.025255331500884","0.0216218530708455","0.0288888099309225","3"
"High transfer dependency","2005","Urban Area","Male","113","0.0210675144437918","0.0175875417064232","0.0245474871811603","3"
"Low transfer dependency","2005","Rural Area","Male","308","0.101858113501091","0.0914642657959129","0.112251961206269","2"
"Low transfer dependency","2005","Rural Area","Female","335","0.10403341802522","0.0939318510782145","0.114134984972226","2"
"Low transfer dependency","2005","Urban Area","Male","346","0.0510777707836032","0.0457428976173942","0.0564126439498123","2"
"Low transfer dependency","2005","Urban Area","Female","399","0.0544766932829969","0.0492208536709043","0.0597325328950895","2"
"No transfer dependency","2005","Rural Area","Female","1342","0.44351124941208","0.427073705666419","0.459948793157741","0"
"No transfer dependency","2005","Rural Area","Male","1240","0.42128438281074","0.404316551396971","0.438252214224508","0"
"No transfer dependency","2005","Urban Area","Female","3048","0.477479750061806","0.46591251243755","0.489046987686061","0"
"No transfer dependency","2005","Urban Area","Male","2753","0.461796823107164","0.449716142010439","0.47387750420389","0"
"Very high transfer dependency","2005","Rural Area","Female","90","0.0266727362137119","0.0213416017554711","0.0320038706719527","4"
"Very high transfer dependency","2005","Rural Area","Male","63","0.0273373664840174","0.0217337873057032","0.0329409456623317","4"
"Very high transfer dependency","2005","Urban Area","Male","80","0.0178957925068792","0.014683263373859","0.0211083216398994","4"
"Very high transfer dependency","2005","Urban Area","Female","112","0.0195247664617337","0.0163206237337738","0.0227289091896936","4"
"Very low transfer dependency","2005","Rural Area","Male","1514","0.406734103193941","0.389853574463579","0.423614631924304","1"
"Very low transfer dependency","2005","Rural Area","Female","1597","0.386229478868609","0.370119976357249","0.402338981379968","1"
"Very low transfer dependency","2005","Urban Area","Female","3373","0.410553015254449","0.399160814915057","0.421945215593842","1"
"Very low transfer dependency","2005","Urban Area","Male","3178","0.433158852181032","0.421151504043441","0.445166200318623","1"
"Complete transfer dependency","2006","Rural Area","Female","47","0.0179812579963168","0.013780512930573","0.0221820030620607","5"
"Complete transfer dependency","2006","Rural Area","Male","34","0.0135283715010458","0.0097277016013447","0.0173290414007468","5"
"Complete transfer dependency","2006","Urban Area","Female","97","0.0165537330437418","0.0136992189565429","0.0194082471309407","5"
"Complete transfer dependency","2006","Urban Area","Male","79","0.0185032377796472","0.0153358659602763","0.0216706095990182","5"
"High transfer dependency","2006","Rural Area","Female","137","0.0405077574315311","0.0342754877786266","0.0467400270844357","3"
"High transfer dependency","2006","Rural Area","Male","98","0.0295151785714355","0.023947012591417","0.0350833445514539","3"
"High transfer dependency","2006","Urban Area","Male","147","0.0232956226650945","0.0197503513526431","0.0268408939775459","3"
"High transfer dependency","2006","Urban Area","Female","176","0.0275179411553783","0.0238581385103818","0.0311777438003749","3"
"Low transfer dependency","2006","Rural Area","Male","287","0.0804983626401356","0.0715475005008235","0.0894492247794477","2"
"Low transfer dependency","2006","Rural Area","Female","288","0.0707559824229515","0.0626500520102682","0.0788619128356348","2"
"Low transfer dependency","2006","Urban Area","Female","410","0.0593503917692127","0.0540643007909275","0.0646364827474979","2"
"Low transfer dependency","2006","Urban Area","Male","369","0.0590812225741771","0.0535396687927719","0.0646227763555823","2"
"No transfer dependency","2006","Rural Area","Female","1561","0.45481338061033","0.439071898785884","0.470554862434776","0"
"No transfer dependency","2006","Rural Area","Male","1408","0.426131870325609","0.409862409794284","0.442401330856934","0"
"No transfer dependency","2006","Urban Area","Female","3383","0.485090782144972","0.473909650951327","0.496271913338618","0"
"No transfer dependency","2006","Urban Area","Male","3082","0.473842575304318","0.462106966090165","0.485578184518472","0"
"Very high transfer dependency","2006","Rural Area","Female","101","0.0293625305071842","0.0240257214068106","0.0346993396075579","4"
"Very high transfer dependency","2006","Rural Area","Male","88","0.0339909847815973","0.0280293199701618","0.0399526495930328","4"
"Very high transfer dependency","2006","Urban Area","Female","146","0.0237614516577031","0.0203540497680768","0.0271688535473294","4"
"Very high transfer dependency","2006","Urban Area","Male","93","0.0168500812605614","0.0138249681242493","0.0198751943968735","4"
"Very low transfer dependency","2006","Rural Area","Female","1710","0.386579091031687","0.371184970969291","0.401973211094082","1"
"Very low transfer dependency","2006","Rural Area","Male","1634","0.416335232180177","0.400117190478616","0.432553273881739","1"
"Very low transfer dependency","2006","Urban Area","Female","3463","0.387725700228992","0.37682525571504","0.398626144742944","1"
"Very low transfer dependency","2006","Urban Area","Male","3184","0.408427260416202","0.396874329271204","0.419980191561199","1"
"Complete transfer dependency","2007","Rural Area","Female","46","0.0163104179684727","0.0121830290776548","0.0204378068592907","5"
"Complete transfer dependency","2007","Rural Area","Male","42","0.0164587351861184","0.0121643714209797","0.0207530989512572","5"
"Complete transfer dependency","2007","Urban Area","Female","93","0.0168074700107496","0.0138390066246291","0.0197759333968702","5"
"Complete transfer dependency","2007","Urban Area","Male","71","0.0159874422677877","0.0129347507790219","0.0190401337565534","5"
"High transfer dependency","2007","Rural Area","Male","78","0.0284721882592677","0.0228585767992304","0.0340857997193051","3"
"High transfer dependency","2007","Rural Area","Female","102","0.0310887738777956","0.0254334484519319","0.0367440993036593","3"
"High transfer dependency","2007","Urban Area","Female","172","0.0288906680429069","0.0250227782187757","0.0327585578670381","3"
"High transfer dependency","2007","Urban Area","Male","136","0.0274169879492044","0.0234426361126808","0.031391339785728","3"
"Low transfer dependency","2007","Rural Area","Male","273","0.0775635324984341","0.0685353291992495","0.0865917357976188","2"
"Low transfer dependency","2007","Rural Area","Female","295","0.0788005296358427","0.0700213240777693","0.0875797351939161","2"
"Low transfer dependency","2007","Urban Area","Male","301","0.0507785054570301","0.0454351158678553","0.0561218950462049","2"
"Low transfer dependency","2007","Urban Area","Female","368","0.0598105002394588","0.0543345731798483","0.0652864272990692","2"
"No transfer dependency","2007","Rural Area","Male","1394","0.446322550710161","0.429543895836089","0.463101205584233","0"
"No transfer dependency","2007","Rural Area","Female","1496","0.453003144279402","0.436782920823024","0.469223367735779","0"
"No transfer dependency","2007","Urban Area","Male","2866","0.472889989977882","0.460738660598605","0.48504131935716","0"
"No transfer dependency","2007","Urban Area","Female","3188","0.48431420407691","0.472773895362366","0.495854512791454","0"
"Very high transfer dependency","2007","Rural Area","Female","88","0.0274111809677774","0.0220908050442594","0.0327315568912954","4"
"Very high transfer dependency","2007","Rural Area","Male","70","0.0241464996970228","0.0189653789695066","0.029327620424539","4"
"Very high transfer dependency","2007","Urban Area","Female","146","0.0251797217552263","0.0215618848912145","0.0287975586192381","4"
"Very high transfer dependency","2007","Urban Area","Male","98","0.0203611630614591","0.0169237843036894","0.0237985418192288","4"
"Very low transfer dependency","2007","Rural Area","Male","1515","0.407036493648996","0.390454567936547","0.423618419361444","1"
"Very low transfer dependency","2007","Rural Area","Female","1591","0.39338595327071","0.377468284427076","0.409303622114343","1"
"Very low transfer dependency","2007","Urban Area","Female","3237","0.384997435874749","0.373760998885822","0.396233872863675","1"
"Very low transfer dependency","2007","Urban Area","Male","3013","0.412565911286637","0.400584186391084","0.424547636182189","1"
"Complete transfer dependency","2008","Rural Area","Female","42","0.0181498184308749","0.0136521061658123","0.0226475306959375","5"
"Complete transfer dependency","2008","Rural Area","Male","28","","","","5"
"Complete transfer dependency","2008","Urban Area","Female","78","0.0183090940333553","0.0151136492360694","0.0215045388306412","5"
"Complete transfer dependency","2008","Urban Area","Male","69","0.0188856503267297","0.0154671976094017","0.0223041030440577","5"
"High transfer dependency","2008","Rural Area","Female","76","0.024207155263135","0.0190288981990252","0.0293854123272449","3"
"High transfer dependency","2008","Rural Area","Male","65","0.025017096420918","0.0195786800326585","0.0304555128091775","3"
"High transfer dependency","2008","Urban Area","Female","141","0.0276501114151832","0.0237419703165258","0.0315582525138406","3"
"High transfer dependency","2008","Urban Area","Male","112","0.0241125389160155","0.0202601942956077","0.0279648835364232","3"
"Low transfer dependency","2008","Rural Area","Female","219","0.0711309312540937","0.0624705021327278","0.0797913603754596","2"
"Low transfer dependency","2008","Rural Area","Male","220","0.0796873081093842","0.0702571757510995","0.0891174404676688","2"
"Low transfer dependency","2008","Urban Area","Female","345","0.0537401636846615","0.048365327852997","0.0591149995163261","2"
"Low transfer dependency","2008","Urban Area","Male","276","0.0466487616685582","0.0413527331076965","0.0519447902294198","2"
"No transfer dependency","2008","Rural Area","Female","1437","0.459016573714344","0.442227022895089","0.475806124533598","0"
"No transfer dependency","2008","Rural Area","Male","1367","0.462708394402386","0.445345815933678","0.480070972871093","0"
"No transfer dependency","2008","Urban Area","Female","3064","0.493914546296525","0.481998056553204","0.505831036039847","0"
"No transfer dependency","2008","Urban Area","Male","2762","0.479143709102602","0.466597987574267","0.491689430630937","0"
"Very high transfer dependency","2008","Rural Area","Female","102","0.027031709568531","0.021567604855563","0.032495814281499","4"
"Very high transfer dependency","2008","Rural Area","Male","70","0.0220938445950754","0.0169753795481204","0.0272123096420304","4"
