"transab_cat","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"No transfer dependency","1991","35-65 y.","no migration background","1459","0.534905378441426","0.51683897535034","0.552971781532513","0"
"No transfer dependency","1991","35-65 y.","direct migration background","465","0.434142945457491","0.408390683437622","0.45989520747736","0"
"No transfer dependency","1991","35-65 y.","indirect migration background","10","","","","0"
"No transfer dependency","1991","66 and older","no migration background","874","0.908981315195605","0.890814545801014","0.927148084590196","0"
"No transfer dependency","1991","66 and older","direct migration background","72","0.807864655173294","0.729862250910846","0.885867059435742","0"
"No transfer dependency","1991","66 and older","indirect migration background","5","","","","0"
"Very high transfer dependency","1991","35-65 y.","indirect migration background","","","","","4"
"Very high transfer dependency","1991","35-65 y.","direct migration background","6","","","","4"
"Very high transfer dependency","1991","16-34 y.","no migration background","10","","","","4"
"Very high transfer dependency","1991","16-34 y.","direct migration background","7","","","","4"
"Very high transfer dependency","1991","16-34 y.","indirect migration background","4","","","","4"
"Very high transfer dependency","1991","35-65 y.","no migration background","12","","","","4"
"Very high transfer dependency","1991","66 and older","no migration background","2","","","","4"
"Very high transfer dependency","1991","66 and older","direct migration background","","","","","4"
"Very high transfer dependency","1991","66 and older","indirect migration background","","","","","4"
"Very low transfer dependency","1991","35-65 y.","direct migration background","847","0.49361910532472","0.467642626734588","0.519595583914852","1"
"Very low transfer dependency","1991","16-34 y.","direct migration background","561","0.605901689389933","0.5724760378983","0.639327340881567","1"
"Very low transfer dependency","1991","35-65 y.","indirect migration background","15","","","","1"
"Very low transfer dependency","1991","66 and older","no migration background","75","0.0746252276763116","0.0580279595581089","0.0912224957945142","1"
"Very low transfer dependency","1991","35-65 y.","no migration background","1352","0.421341574513435","0.403456495948347","0.439226653078523","1"
"Very low transfer dependency","1991","16-34 y.","no migration background","1195","0.507397451664215","0.486693819178569","0.528101084149862","1"
"Very low transfer dependency","1991","16-34 y.","indirect migration background","180","0.590938917970607","0.534352204665575","0.64752563127564","1"
"Very low transfer dependency","1991","66 and older","direct migration background","18","","","","1"
"Very low transfer dependency","1991","66 and older","indirect migration background","","","","","1"
"Complete transfer dependency","1992","66 and older","indirect migration background","","","","","5"
"Complete transfer dependency","1992","66 and older","direct migration background","","","","","5"
"Complete transfer dependency","1992","66 and older","no migration background","1","","","","5"
"Complete transfer dependency","1992","35-65 y.","indirect migration background","","","","","5"
"Complete transfer dependency","1992","35-65 y.","direct migration background","13","","","","5"
"Complete transfer dependency","1992","35-65 y.","no migration background","15","","","","5"
"Complete transfer dependency","1992","16-34 y.","indirect migration background","","","","","5"
"Complete transfer dependency","1992","16-34 y.","no migration background","18","","","","5"
"Complete transfer dependency","1992","16-34 y.","direct migration background","7","","","","5"
"High transfer dependency","1992","16-34 y.","no migration background","61","0.0201959698248034","0.0155847902518189","0.0248071493977879","3"
"High transfer dependency","1992","35-65 y.","no migration background","62","0.0106575505727398","0.00777538938546893","0.0135397117600106","3"
"High transfer dependency","1992","35-65 y.","direct migration background","22","","","","3"
"High transfer dependency","1992","35-65 y.","indirect migration background","","","","","3"
"High transfer dependency","1992","66 and older","no migration background","4","","","","3"
"High transfer dependency","1992","66 and older","direct migration background","4","","","","3"
"High transfer dependency","1992","66 and older","indirect migration background","","","","","3"
"High transfer dependency","1992","16-34 y.","indirect migration background","4","","","","3"
"High transfer dependency","1992","16-34 y.","direct migration background","11","","","","3"
"Low transfer dependency","1992","66 and older","indirect migration background","","","","","2"
"Low transfer dependency","1992","66 and older","direct migration background","5","","","","2"
"Low transfer dependency","1992","66 and older","no migration background","2","","","","2"
"Low transfer dependency","1992","35-65 y.","indirect migration background","","","","","2"
"Low transfer dependency","1992","35-65 y.","direct migration background","75","0.0396254539647105","0.0296258718633435","0.0496250360660775","2"
"Low transfer dependency","1992","35-65 y.","no migration background","212","0.0315432153575667","0.0266374209243077","0.0364490097908257","2"
"Low transfer dependency","1992","16-34 y.","indirect migration background","24","","","","2"
"Low transfer dependency","1992","16-34 y.","no migration background","283","0.0595085511568543","0.0517536336579807","0.0672634686557279","2"
"Low transfer dependency","1992","16-34 y.","direct migration background","41","0.0382178792570821","0.0247804448846639","0.0516553136295003","2"
"No transfer dependency","1992","16-34 y.","no migration background","1097","0.368989399146099","0.353171990302215","0.384806807989982","0"
"No transfer dependency","1992","16-34 y.","direct migration background","182","0.288199856440838","0.256455200077168","0.319944512804508","0"
"No transfer dependency","1992","16-34 y.","indirect migration background","95","0.30322684962526","0.254582706068491","0.35187099318203","0"
"No transfer dependency","1992","35-65 y.","no migration background","2072","0.503660010319312","0.489626232025828","0.517693788612795","0"
"No transfer dependency","1992","35-65 y.","direct migration background","526","0.471788431439988","0.446199508716322","0.497377354163653","0"
"No transfer dependency","1992","35-65 y.","indirect migration background","9","","","","0"
"No transfer dependency","1992","66 and older","no migration background","1078","0.853964720245254","0.834753294221798","0.873176146268711","0"
"No transfer dependency","1992","66 and older","direct migration background","98","0.802877309341283","0.736016514037691","0.869738104644875","0"
"No transfer dependency","1992","66 and older","indirect migration background","2","","","","0"
"Very high transfer dependency","1992","35-65 y.","direct migration background","15","","","","4"
"Very high transfer dependency","1992","35-65 y.","indirect migration background","","","","","4"
"Very high transfer dependency","1992","16-34 y.","direct migration background","11","","","","4"
"Very high transfer dependency","1992","35-65 y.","no migration background","19","","","","4"
"Very high transfer dependency","1992","16-34 y.","indirect migration background","8","","","","4"
"Very high transfer dependency","1992","16-34 y.","no migration background","25","","","","4"
"Very high transfer dependency","1992","66 and older","no migration background","1","","","","4"
"Very high transfer dependency","1992","66 and older","direct migration background","1","","","","4"
"Very high transfer dependency","1992","66 and older","indirect migration background","","","","","4"
"Very low transfer dependency","1992","35-65 y.","direct migration background","811","0.46045256088628","0.434903104221883","0.486002017550677","1"
"Very low transfer dependency","1992","35-65 y.","no migration background","2496","0.441301232846492","0.427364124718841","0.455238340974142","1"
"Very low transfer dependency","1992","16-34 y.","indirect migration background","212","0.597166487822784","0.545261207450649","0.64907176819492","1"
"Very low transfer dependency","1992","16-34 y.","no migration background","2091","0.534815667332938","0.518465407139242","0.551165927526634","1"
"Very low transfer dependency","1992","16-34 y.","direct migration background","530","0.637412263874292","0.603717572918294","0.67110695483029","1"
"Very low transfer dependency","1992","35-65 y.","indirect migration background","17","","","","1"
"Very low transfer dependency","1992","66 and older","no migration background","212","0.140501693650367","0.121596808770174","0.15940657853056","1"
"Very low transfer dependency","1992","66 and older","direct migration background","28","","","","1"
"Very low transfer dependency","1992","66 and older","indirect migration background","2","","","","1"
"Complete transfer dependency","1993","66 and older","direct migration background","","","","","5"
"Complete transfer dependency","1993","66 and older","indirect migration background","","","","","5"
"Complete transfer dependency","1993","66 and older","no migration background","","","","","5"
"Complete transfer dependency","1993","35-65 y.","indirect migration background","","","","","5"
"Complete transfer dependency","1993","35-65 y.","direct migration background","8","","","","5"
"Complete transfer dependency","1993","35-65 y.","no migration background","15","","","","5"
"Complete transfer dependency","1993","16-34 y.","indirect migration background","2","","","","5"
"Complete transfer dependency","1993","16-34 y.","direct migration background","10","","","","5"
"Complete transfer dependency","1993","16-34 y.","no migration background","22","","","","5"
"High transfer dependency","1993","16-34 y.","no migration background","78","0.0215364459526466","0.0167409215658911","0.0263319703394021","3"
"High transfer dependency","1993","35-65 y.","direct migration background","32","0.0162298758114074","0.00975501642965019","0.0227047351931647","3"
"High transfer dependency","1993","35-65 y.","indirect migration background","","","","","3"
"High transfer dependency","1993","66 and older","no migration background","2","","","","3"
"High transfer dependency","1993","66 and older","direct migration background","3","","","","3"
"High transfer dependency","1993","66 and older","indirect migration background","","","","","3"
"High transfer dependency","1993","16-34 y.","direct migration background","15","","","","3"
"High transfer dependency","1993","16-34 y.","indirect migration background","11","","","","3"
"High transfer dependency","1993","35-65 y.","no migration background","71","0.0140410316203619","0.0107636232585471","0.0173184399821767","3"
"Low transfer dependency","1993","66 and older","indirect migration background","","","","","2"
"Low transfer dependency","1993","66 and older","direct migration background","5","","","","2"
"Low transfer dependency","1993","66 and older","no migration background","14","","","","2"
"Low transfer dependency","1993","35-65 y.","indirect migration background","1","","","","2"
"Low transfer dependency","1993","35-65 y.","direct migration background","69","0.0405167775663375","0.0304135050112516","0.0506200501214233","2"
"Low transfer dependency","1993","35-65 y.","no migration background","305","0.0409763781546543","0.0354545477389417","0.046498208570367","2"
"Low transfer dependency","1993","16-34 y.","indirect migration background","20","","","","2"
"Low transfer dependency","1993","16-34 y.","no migration background","325","0.0685704113675694","0.0602216864495194","0.0769191362856193","2"
"Low transfer dependency","1993","16-34 y.","direct migration background","45","0.0469343541539125","0.031976327192878","0.061892381114947","2"
"No transfer dependency","1993","16-34 y.","no migration background","1125","0.380535709495776","0.364496513072106","0.396574905919446","0"
"No transfer dependency","1993","16-34 y.","direct migration background","184","0.325132628997416","0.292003732168688","0.358261525826144","0"
"No transfer dependency","1993","16-34 y.","indirect migration background","112","0.277055847328874","0.234203253502808","0.319908441154939","0"
"No transfer dependency","1993","35-65 y.","no migration background","2004","0.492960345917821","0.479034275608387","0.506886416227254","0"
"No transfer dependency","1993","35-65 y.","direct migration background","516","0.432577282718261","0.407190296826427","0.457964268610096","0"
"No transfer dependency","1993","35-65 y.","indirect migration background","9","","","","0"
"No transfer dependency","1993","66 and older","no migration background","1114","0.863602491412558","0.845150392981213","0.882054589843903","0"
"No transfer dependency","1993","66 and older","direct migration background","112","0.76486964555265","0.698534096659445","0.831205194445856","0"
"No transfer dependency","1993","66 and older","indirect migration background","2","","","","0"
"Very high transfer dependency","1993","35-65 y.","direct migration background","15","","","","4"
"Very high transfer dependency","1993","35-65 y.","indirect migration background","","","","","4"
"Very high transfer dependency","1993","35-65 y.","no migration background","40","0.0101898388581605","0.00739239589914449","0.0129872818171766","4"
"Very high transfer dependency","1993","16-34 y.","direct migration background","12","","","","4"
"Very high transfer dependency","1993","16-34 y.","indirect migration background","6","","","","4"
"Very high transfer dependency","1993","16-34 y.","no migration background","43","0.0109374975126596","0.00750154137223438","0.0143734536530848","4"
"Very high transfer dependency","1993","66 and older","indirect migration background","","","","","4"
"Very high transfer dependency","1993","66 and older","direct migration background","1","","","","4"
"Very high transfer dependency","1993","66 and older","no migration background","3","","","","4"
"Very low transfer dependency","1993","35-65 y.","direct migration background","823","0.499882742239971","0.474261751449715","0.525503733030227","1"
"Very low transfer dependency","1993","35-65 y.","no migration background","2516","0.437337712983747","0.423520069081923","0.45115535688557","1"
"Very low transfer dependency","1993","16-34 y.","indirect migration background","268","0.640469976318049","0.594522882292724","0.686417070343374","1"
"Very low transfer dependency","1993","16-34 y.","no migration background","1927","0.508740880798122","0.492225811868107","0.525255949728137","1"
"Very low transfer dependency","1993","16-34 y.","direct migration background","502","0.582027382885856","0.547144440951413","0.616910324820299","1"
"Very low transfer dependency","1993","35-65 y.","indirect migration background","17","","","","1"
"Very low transfer dependency","1993","66 and older","no migration background","196","0.124653434028544","0.106894056468965","0.142412811588122","1"
"Very low transfer dependency","1993","66 and older","direct migration background","36","0.200997773329895","0.138312159521196","0.263683387138595","1"
"Very low transfer dependency","1993","66 and older","indirect migration background","2","","","","1"
"Complete transfer dependency","1994","35-65 y.","indirect migration background","","","","","5"
"Complete transfer dependency","1994","66 and older","no migration background","","","","","5"
"Complete transfer dependency","1994","66 and older","direct migration background","","","","","5"
"Complete transfer dependency","1994","66 and older","indirect migration background","","","","","5"
"Complete transfer dependency","1994","35-65 y.","direct migration background","15","","","","5"
"Complete transfer dependency","1994","35-65 y.","no migration background","20","","","","5"
"Complete transfer dependency","1994","16-34 y.","indirect migration background","2","","","","5"
"Complete transfer dependency","1994","16-34 y.","direct migration background","11","","","","5"
"Complete transfer dependency","1994","16-34 y.","no migration background","28","","","","5"
"High transfer dependency","1994","16-34 y.","no migration background","75","0.0220779799915089","0.0171805596932486","0.0269754002897692","3"
"High transfer dependency","1994","16-34 y.","indirect migration background","7","","","","3"
"High transfer dependency","1994","35-65 y.","no migration background","95","0.0170697972459158","0.013434438834991","0.0207051556568406","3"
"High transfer dependency","1994","35-65 y.","direct migration background","33","0.0226859392793689","0.0148553864421339","0.0305164921166038","3"
"High transfer dependency","1994","35-65 y.","indirect migration background","","","","","3"
"High transfer dependency","1994","66 and older","no migration background","2","","","","3"
"High transfer dependency","1994","66 and older","direct migration background","3","","","","3"
"High transfer dependency","1994","66 and older","indirect migration background","","","","","3"
"High transfer dependency","1994","16-34 y.","direct migration background","14","","","","3"
"Low transfer dependency","1994","66 and older","indirect migration background","","","","","2"
"Low transfer dependency","1994","66 and older","direct migration background","6","","","","2"
"Low transfer dependency","1994","66 and older","no migration background","15","","","","2"
"Low transfer dependency","1994","35-65 y.","indirect migration background","1","","","","2"
"Low transfer dependency","1994","35-65 y.","direct migration background","86","0.0509374848535284","0.039374681842146","0.0625002878649109","2"
"Low transfer dependency","1994","35-65 y.","no migration background","279","0.0387938090188299","0.0333742842606622","0.0442133337769977","2"
"Low transfer dependency","1994","16-34 y.","indirect migration background","35","0.0564485809522302","0.0349576351781467","0.0779395267263137","2"
"Low transfer dependency","1994","16-34 y.","direct migration background","58","0.0762999742655773","0.0570286304128774","0.0955713181182772","2"
"Low transfer dependency","1994","16-34 y.","no migration background","297","0.0677847453755983","0.0594063725150016","0.076163118236195","2"
"No transfer dependency","1994","66 and older","indirect migration background","4","","","","0"
"No transfer dependency","1994","16-34 y.","no migration background","1130","0.378923396760561","0.362754369546604","0.395092423974517","0"
"No transfer dependency","1994","16-34 y.","direct migration background","165","0.306835869681821","0.273358183705295","0.340313555658347","0"
"No transfer dependency","1994","16-34 y.","indirect migration background","120","0.280667520573943","0.238826030537529","0.322509010610356","0"
"No transfer dependency","1994","35-65 y.","no migration background","2001","0.492524810082565","0.478493663014827","0.506555957150303","0"
"No transfer dependency","1994","35-65 y.","direct migration background","494","0.435107293427787","0.409035066139869","0.461179520715705","0"
"No transfer dependency","1994","35-65 y.","indirect migration background","11","","","","0"
"No transfer dependency","1994","66 and older","no migration background","1149","0.885952967294288","0.868869752591094","0.903036181997482","0"
"No transfer dependency","1994","66 and older","direct migration background","138","0.785414501841981","0.72423940272207","0.846589600961892","0"
"Very high transfer dependency","1994","35-65 y.","direct migration background","9","","","","4"
"Very high transfer dependency","1994","35-65 y.","no migration background","43","0.0102459696079184","0.00741971108940293","0.0130722281264339","4"
"Very high transfer dependency","1994","16-34 y.","direct migration background","16","","","","4"
"Very high transfer dependency","1994","16-34 y.","no migration background","50","0.0165759237175558","0.0123204796705802","0.0208313677645314","4"
"Very high transfer dependency","1994","35-65 y.","indirect migration background","","","","","4"
"Very high transfer dependency","1994","16-34 y.","indirect migration background","4","","","","4"
"Very high transfer dependency","1994","66 and older","indirect migration background","","","","","4"
"Very high transfer dependency","1994","66 and older","direct migration background","3","","","","4"
"Very high transfer dependency","1994","66 and older","no migration background","2","","","","4"
"Very low transfer dependency","1994","35-65 y.","direct migration background","752","0.474662601777232","0.448401760469203","0.50092344308526","1"
"Very low transfer dependency","1994","35-65 y.","no migration background","2439","0.434187879579831","0.420277253259931","0.448098505899732","1"
"Very low transfer dependency","1994","16-34 y.","indirect migration background","275","0.62429073214043","0.57919186571713","0.669389598563729","1"
"Very low transfer dependency","1994","16-34 y.","direct migration background","465","0.551038204186719","0.5149321628394","0.587144245534037","1"
"Very low transfer dependency","1994","16-34 y.","no migration background","1878","0.503478157732415","0.48681355009469","0.520142765370141","1"
"Very low transfer dependency","1994","35-65 y.","indirect migration background","15","","","","1"
"Very low transfer dependency","1994","66 and older","no migration background","162","0.104132444638988","0.0877175837391851","0.120547305538791","1"
"Very low transfer dependency","1994","66 and older","direct migration background","23","","","","1"
"Very low transfer dependency","1994","66 and older","indirect migration background","","","","","1"
"Complete transfer dependency","1995","35-65 y.","no migration background","25","","","","5"
"Complete transfer dependency","1995","35-65 y.","direct migration background","35","0.0326073235412307","0.0239264377442749","0.0412882093381866","5"
"Complete transfer dependency","1995","35-65 y.","indirect migration background","","","","","5"
"Complete transfer dependency","1995","66 and older","no migration background","","","","","5"
"Complete transfer dependency","1995","66 and older","direct migration background","3","","","","5"
"Complete transfer dependency","1995","66 and older","indirect migration background","","","","","5"
"Complete transfer dependency","1995","16-34 y.","indirect migration background","2","","","","5"
"Complete transfer dependency","1995","16-34 y.","direct migration background","30","0.0572344479065949","0.0421833512199619","0.072285544593228","5"
"Complete transfer dependency","1995","16-34 y.","no migration background","27","","","","5"
"High transfer dependency","1995","16-34 y.","no migration background","73","0.0238162546807022","0.0186682888052877","0.0289642205561167","3"
"High transfer dependency","1995","16-34 y.","direct migration background","26","","","","3"
"High transfer dependency","1995","16-34 y.","indirect migration background","14","","","","3"
"High transfer dependency","1995","35-65 y.","no migration background","81","0.0141885819641025","0.0108778207691591","0.0174993431590458","3"
"High transfer dependency","1995","35-65 y.","direct migration background","47","0.0278001596525169","0.0197647784167513","0.0358355408882824","3"
"High transfer dependency","1995","35-65 y.","indirect migration background","","","","","3"
"High transfer dependency","1995","66 and older","no migration background","3","","","","3"
"High transfer dependency","1995","66 and older","direct migration background","4","","","","3"
"High transfer dependency","1995","66 and older","indirect migration background","","","","","3"
"Low transfer dependency","1995","66 and older","direct migration background","7","","","","2"
"Low transfer dependency","1995","66 and older","indirect migration background","","","","","2"
"Low transfer dependency","1995","66 and older","no migration background","11","","","","2"
"Low transfer dependency","1995","35-65 y.","indirect migration background","2","","","","2"
"Low transfer dependency","1995","35-65 y.","direct migration background","109","0.0598518244669432","0.0482575942540627","0.0714460546798237","2"
"Low transfer dependency","1995","35-65 y.","no migration background","278","0.0434536275023126","0.0377463699605012","0.0491608850441239","2"
"Low transfer dependency","1995","16-34 y.","indirect migration background","31","0.0537535933307519","0.0331212944410688","0.074385892220435","2"
"Low transfer dependency","1995","16-34 y.","direct migration background","68","0.0659742647181907","0.0498898876928396","0.0820586417435419","2"
"Low transfer dependency","1995","16-34 y.","no migration background","261","0.0647863809262927","0.0564758185788466","0.0730969432737389","2"
"No transfer dependency","1995","66 and older","indirect migration background","6","","","","0"
"No transfer dependency","1995","66 and older","direct migration background","165","0.849678651448533","0.801456725892697","0.897900577004369","0"
"No transfer dependency","1995","66 and older","no migration background","1181","0.908782118144349","0.893261742027872","0.924302494260826","0"
"No transfer dependency","1995","16-34 y.","no migration background","1165","0.396128280593775","0.379615378322795","0.412641182864755","0"
"No transfer dependency","1995","16-34 y.","direct migration background","201","0.294667957874691","0.265128616524322","0.324207299225061","0"
"No transfer dependency","1995","16-34 y.","indirect migration background","127","0.335892060425491","0.292684379849832","0.379099741001151","0"
"No transfer dependency","1995","35-65 y.","no migration background","2029","0.491619749926031","0.477624829496685","0.505614670355378","0"
"No transfer dependency","1995","35-65 y.","direct migration background","520","0.385821404630214","0.362028603963808","0.409614205296619","0"
"No transfer dependency","1995","35-65 y.","indirect migration background","11","","","","0"
"Very high transfer dependency","1995","35-65 y.","no migration background","61","0.0127286031451758","0.00959047923366719","0.0158667270566844","4"
"Very high transfer dependency","1995","35-65 y.","direct migration background","20","","","","4"
"Very high transfer dependency","1995","16-34 y.","direct migration background","33","0.0341076606249131","0.022347104161731","0.0458682170880953","4"
"Very high transfer dependency","1995","16-34 y.","indirect migration background","5","","","","4"
"Very high transfer dependency","1995","16-34 y.","no migration background","57","0.0180323772289201","0.0135396689806817","0.0225250854771586","4"
"Very high transfer dependency","1995","35-65 y.","indirect migration background","","","","","4"
"Very high transfer dependency","1995","66 and older","direct migration background","","","","","4"
"Very high transfer dependency","1995","66 and older","indirect migration background","","","","","4"
"Very high transfer dependency","1995","66 and older","no migration background","3","","","","4"
"Very low transfer dependency","1995","35-65 y.","direct migration background","877","0.475140332436878","0.450732027637608","0.499548637236147","1"
"Very low transfer dependency","1995","35-65 y.","no migration background","2428","0.429019964210229","0.415164832761125","0.442875095659333","1"
"Very low transfer dependency","1995","16-34 y.","indirect migration background","280","0.567134206276553","0.521806754622324","0.612461657930782","1"
"Very low transfer dependency","1995","16-34 y.","direct migration background","557","0.513689407960322","0.481304347378852","0.546074468541792","1"
"Very low transfer dependency","1995","16-34 y.","no migration background","1787","0.485076462826925","0.468202790408821","0.501950135245028","1"
"Very low transfer dependency","1995","66 and older","direct migration background","32","0.110937668899247","0.0685623981280345","0.15331293967046","1"
"Very low transfer dependency","1995","35-65 y.","indirect migration background","15","","","","1"
"Very low transfer dependency","1995","66 and older","no migration background","124","0.0804559309068245","0.0657937805313564","0.0951180812822926","1"
"Very low transfer dependency","1995","66 and older","indirect migration background","","","","","1"
"Complete transfer dependency","1996","16-34 y.","direct migration background","24","","","","5"
"Complete transfer dependency","1996","16-34 y.","indirect migration background","1","","","","5"
"Complete transfer dependency","1996","35-65 y.","no migration background","26","","","","5"
"Complete transfer dependency","1996","35-65 y.","direct migration background","26","","","","5"
"Complete transfer dependency","1996","35-65 y.","indirect migration background","","","","","5"
"Complete transfer dependency","1996","66 and older","no migration background","1","","","","5"
"Complete transfer dependency","1996","66 and older","direct migration background","3","","","","5"
"Complete transfer dependency","1996","66 and older","indirect migration background","","","","","5"
"Complete transfer dependency","1996","16-34 y.","no migration background","25","","","","5"
"High transfer dependency","1996","16-34 y.","no migration background","78","0.0249191814908558","0.0196064460875841","0.0302319168941275","3"
"High transfer dependency","1996","16-34 y.","direct migration background","30","0.026173855945839","0.0152331333139731","0.037114578577705","3"
"High transfer dependency","1996","66 and older","direct migration background","3","","","","3"
"High transfer dependency","1996","66 and older","indirect migration background","","","","","3"
"High transfer dependency","1996","16-34 y.","indirect migration background","10","","","","3"
"High transfer dependency","1996","35-65 y.","no migration background","141","0.0248803226441359","0.0205442595231097","0.0292163857651621","3"
"High transfer dependency","1996","35-65 y.","direct migration background","40","0.0264198800625823","0.0182490062631486","0.034590753862016","3"
"High transfer dependency","1996","35-65 y.","indirect migration background","2","","","","3"
"High transfer dependency","1996","66 and older","no migration background","2","","","","3"
"Low transfer dependency","1996","66 and older","direct migration background","9","","","","2"
"Low transfer dependency","1996","66 and older","indirect migration background","","","","","2"
"Low transfer dependency","1996","35-65 y.","indirect migration background","1","","","","2"
"Low transfer dependency","1996","66 and older","no migration background","24","","","","2"
"Low transfer dependency","1996","35-65 y.","direct migration background","110","0.0552078744823569","0.0435723522773819","0.0668433966873318","2"
"Low transfer dependency","1996","35-65 y.","no migration background","343","0.0574466485543643","0.0509689020139759","0.0639243950947527","2"
"Low transfer dependency","1996","16-34 y.","indirect migration background","35","0.0516504036639009","0.0319939710321032","0.0713068362956987","2"
"Low transfer dependency","1996","16-34 y.","direct migration background","60","0.0713010061297027","0.0536667657793846","0.0889352464800208","2"
"Low transfer dependency","1996","16-34 y.","no migration background","254","0.0633468954653606","0.0550448893329226","0.0716489015977986","2"
"No transfer dependency","1996","66 and older","indirect migration background","6","","","","0"
"No transfer dependency","1996","66 and older","direct migration background","178","0.845054611586448","0.798085495952051","0.892023727220844","0"
"No transfer dependency","1996","66 and older","no migration background","1165","0.899749697968324","0.883590629198646","0.915908766738003","0"
"No transfer dependency","1996","35-65 y.","indirect migration background","10","","","","0"
"No transfer dependency","1996","35-65 y.","direct migration background","488","0.371462683047024","0.346845386199093","0.396079979894955","0"
"No transfer dependency","1996","16-34 y.","indirect migration background","151","0.323599565286222","0.282047796641258","0.365151333931187","0"
"No transfer dependency","1996","35-65 y.","no migration background","1821","0.452644198468265","0.438787748640862","0.466500648295669","0"
"No transfer dependency","1996","16-34 y.","no migration background","1130","0.382627791816136","0.366062740450575","0.399192843181696","0"
"No transfer dependency","1996","16-34 y.","direct migration background","190","0.288117484577788","0.257081865730193","0.319153103425383","0"
"Very high transfer dependency","1996","35-65 y.","no migration background","68","0.0124988318276802","0.00940610078923336","0.0155915628661269","4"
"Very high transfer dependency","1996","16-34 y.","direct migration background","15","","","","4"
"Very high transfer dependency","1996","16-34 y.","indirect migration background","13","","","","4"
"Very high transfer dependency","1996","16-34 y.","no migration background","48","0.0132270020190148","0.00933323168513038","0.0171207723528993","4"
"Very high transfer dependency","1996","35-65 y.","direct migration background","37","0.0284664491153937","0.0199939255912125","0.0369389726395749","4"
"Very high transfer dependency","1996","66 and older","direct migration background","","","","","4"
"Very high transfer dependency","1996","35-65 y.","indirect migration background","1","","","","4"
"Very high transfer dependency","1996","66 and older","indirect migration background","","","","","4"
"Very high transfer dependency","1996","66 and older","no migration background","3","","","","4"
"Very low transfer dependency","1996","35-65 y.","direct migration background","779","0.481122689765512","0.455667432378225","0.5065779471528","1"
"Very low transfer dependency","1996","35-65 y.","no migration background","2558","0.444628681931563","0.430795276918282","0.458462086944844","1"
"Very low transfer dependency","1996","16-34 y.","indirect migration background","277","0.589239142076838","0.545544928135144","0.632933356018532","1"
"Very low transfer dependency","1996","16-34 y.","direct migration background","499","0.561245493704479","0.527239249620764","0.595251737788194","1"
"Very low transfer dependency","1996","16-34 y.","no migration background","1772","0.506712930932682","0.489673234525492","0.523752627339872","1"
"Very low transfer dependency","1996","66 and older","indirect migration background","","","","","1"
"Very low transfer dependency","1996","66 and older","direct migration background","35","0.102691672684821","0.0632895943085609","0.14209375106108","1"
"Very low transfer dependency","1996","35-65 y.","indirect migration background","16","","","","1"
"Very low transfer dependency","1996","66 and older","no migration background","132","0.0827989975789761","0.0679718561735351","0.0976261389844172","1"
"Complete transfer dependency","1997","16-34 y.","no migration background","22","","","","5"
"Complete transfer dependency","1997","16-34 y.","direct migration background","21","","","","5"
"Complete transfer dependency","1997","16-34 y.","indirect migration background","5","","","","5"
"Complete transfer dependency","1997","35-65 y.","no migration background","28","","","","5"
"Complete transfer dependency","1997","35-65 y.","direct migration background","25","","","","5"
"Complete transfer dependency","1997","35-65 y.","indirect migration background","","","","","5"
"Complete transfer dependency","1997","66 and older","no migration background","","","","","5"
"Complete transfer dependency","1997","66 and older","direct migration background","3","","","","5"
"Complete transfer dependency","1997","66 and older","indirect migration background","","","","","5"
"High transfer dependency","1997","16-34 y.","no migration background","92","0.0310346870507207","0.0250846817238881","0.0369846923775533","3"
"High transfer dependency","1997","16-34 y.","direct migration background","26","","","","3"
"High transfer dependency","1997","16-34 y.","indirect migration background","11","","","","3"
"High transfer dependency","1997","35-65 y.","no migration background","142","0.024953834002746","0.020664002689842","0.0292436653156501","3"
"High transfer dependency","1997","35-65 y.","direct migration background","38","0.0222587650298317","0.0146602923159182","0.0298572377437452","3"
"High transfer dependency","1997","35-65 y.","indirect migration background","","","","","3"
"High transfer dependency","1997","66 and older","no migration background","5","","","","3"
"High transfer dependency","1997","66 and older","direct migration background","6","","","","3"
"High transfer dependency","1997","66 and older","indirect migration background","","","","","3"
"Low transfer dependency","1997","35-65 y.","indirect migration background","1","","","","2"
"Low transfer dependency","1997","66 and older","no migration background","24","","","","2"
"Low transfer dependency","1997","66 and older","direct migration background","6","","","","2"
"Low transfer dependency","1997","66 and older","indirect migration background","","","","","2"
"Low transfer dependency","1997","35-65 y.","no migration background","375","0.0618386968865047","0.0552145812251898","0.0684628125478196","2"
"Low transfer dependency","1997","35-65 y.","direct migration background","164","0.0984448585924473","0.0831002266084779","0.113789490576417","2"
"Low transfer dependency","1997","16-34 y.","indirect migration background","59","0.106769536607314","0.0804032951222378","0.133135778092391","2"
"Low transfer dependency","1997","16-34 y.","direct migration background","76","0.0916046435877514","0.0712427998887554","0.111966487286747","2"
"Low transfer dependency","1997","16-34 y.","no migration background","286","0.0772528170100754","0.0680919183148556","0.0864137157052952","2"
"No transfer dependency","1997","66 and older","indirect migration background","6","","","","0"
"No transfer dependency","1997","66 and older","direct migration background","185","0.804069189524623","0.753536548576813","0.854601830472433","0"
"No transfer dependency","1997","66 and older","no migration background","1187","0.88917752571327","0.872500170147007","0.905854881279533","0"
"No transfer dependency","1997","35-65 y.","indirect migration background","9","","","","0"
