"transab_cat","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1987","66 and older","(3b) higher tertiary education","","","",""
"High transfer dependency","1987","16-34 y.","(0) in school","3","","",""
"High transfer dependency","1987","16-34 y.","(1a) inadequately completed","7","","",""
"High transfer dependency","1987","16-34 y.","(1b) general elementary school","8","","",""
"High transfer dependency","1987","16-34 y.","(1c) basic vocational qualification","8","","",""
"High transfer dependency","1987","16-34 y.","(2b) intermediate general qualification","3","","",""
"High transfer dependency","1987","16-34 y.","(2a) intermediate vocational","6","","",""
"High transfer dependency","1987","16-34 y.","(2c_gen) general maturity certificate","7","","",""
"High transfer dependency","1987","16-34 y.","(2c_voc) vocational maturity certificate","4","","",""
"High transfer dependency","1987","16-34 y.","(3a) lower tertiary education","1","","",""
"High transfer dependency","1987","16-34 y.","(3b) higher tertiary education","","","",""
"High transfer dependency","1987","35-65 y.","(0) in school","","","",""
"High transfer dependency","1987","35-65 y.","(1a) inadequately completed","13","","",""
"High transfer dependency","1987","35-65 y.","(1b) general elementary school","17","","",""
"High transfer dependency","1987","35-65 y.","(1c) basic vocational qualification","20","","",""
"High transfer dependency","1987","35-65 y.","(2b) intermediate general qualification","1","","",""
"High transfer dependency","1987","35-65 y.","(2a) intermediate vocational","3","","",""
"High transfer dependency","1987","35-65 y.","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1987","35-65 y.","(2c_voc) vocational maturity certificate","4","","",""
"High transfer dependency","1987","35-65 y.","(3a) lower tertiary education","1","","",""
"High transfer dependency","1987","35-65 y.","(3b) higher tertiary education","","","",""
"High transfer dependency","1987","66 and older","(0) in school","","","",""
"High transfer dependency","1987","66 and older","(1a) inadequately completed","1","","",""
"High transfer dependency","1987","66 and older","(1b) general elementary school","2","","",""
"High transfer dependency","1987","66 and older","(1c) basic vocational qualification","1","","",""
"High transfer dependency","1987","66 and older","(2b) intermediate general qualification","","","",""
"High transfer dependency","1987","66 and older","(2a) intermediate vocational","","","",""
"High transfer dependency","1987","66 and older","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1987","66 and older","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1987","66 and older","(3a) lower tertiary education","","","",""
"High transfer dependency","1987","66 and older","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1987","16-34 y.","(0) in school","1","","",""
"Very high transfer dependency","1987","16-34 y.","(1a) inadequately completed","3","","",""
"Very high transfer dependency","1987","16-34 y.","(1b) general elementary school","5","","",""
"Very high transfer dependency","1987","16-34 y.","(1c) basic vocational qualification","3","","",""
"Very high transfer dependency","1987","16-34 y.","(2b) intermediate general qualification","7","","",""
"Very high transfer dependency","1987","16-34 y.","(2a) intermediate vocational","2","","",""
"Very high transfer dependency","1987","16-34 y.","(2c_gen) general maturity certificate","7","","",""
"Very high transfer dependency","1987","16-34 y.","(2c_voc) vocational maturity certificate","2","","",""
"Very high transfer dependency","1987","16-34 y.","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1987","16-34 y.","(3b) higher tertiary education","2","","",""
"Very high transfer dependency","1987","35-65 y.","(0) in school","","","",""
"Very high transfer dependency","1987","35-65 y.","(1a) inadequately completed","4","","",""
"Very high transfer dependency","1987","35-65 y.","(1b) general elementary school","5","","",""
"Very high transfer dependency","1987","35-65 y.","(1c) basic vocational qualification","19","","",""
"Very high transfer dependency","1987","35-65 y.","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1987","35-65 y.","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1987","35-65 y.","(2c_gen) general maturity certificate","1","","",""
"Very high transfer dependency","1987","35-65 y.","(2c_voc) vocational maturity certificate","1","","",""
"Very high transfer dependency","1987","35-65 y.","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","1987","35-65 y.","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1987","66 and older","(0) in school","","","",""
"Very high transfer dependency","1987","66 and older","(1a) inadequately completed","","","",""
"Very high transfer dependency","1987","66 and older","(1b) general elementary school","","","",""
"Very high transfer dependency","1987","66 and older","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1987","66 and older","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1987","66 and older","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1987","66 and older","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1987","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1987","66 and older","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1987","66 and older","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1987","16-34 y.","(0) in school","","","",""
"Complete transfer dependency","1987","16-34 y.","(1a) inadequately completed","5","","",""
"Complete transfer dependency","1987","16-34 y.","(1b) general elementary school","14","","",""
"Complete transfer dependency","1987","16-34 y.","(1c) basic vocational qualification","4","","",""
"Complete transfer dependency","1987","16-34 y.","(2b) intermediate general qualification","1","","",""
"Complete transfer dependency","1987","16-34 y.","(2a) intermediate vocational","3","","",""
"Complete transfer dependency","1987","16-34 y.","(2c_gen) general maturity certificate","2","","",""
"Complete transfer dependency","1987","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1987","16-34 y.","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1987","16-34 y.","(3b) higher tertiary education","2","","",""
"Complete transfer dependency","1987","35-65 y.","(0) in school","","","",""
"Complete transfer dependency","1987","35-65 y.","(1a) inadequately completed","9","","",""
"Complete transfer dependency","1987","35-65 y.","(1b) general elementary school","12","","",""
"Complete transfer dependency","1987","35-65 y.","(1c) basic vocational qualification","13","","",""
"Complete transfer dependency","1987","35-65 y.","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1987","35-65 y.","(2a) intermediate vocational","2","","",""
"Complete transfer dependency","1987","35-65 y.","(2c_gen) general maturity certificate","1","","",""
"Complete transfer dependency","1987","35-65 y.","(2c_voc) vocational maturity certificate","1","","",""
"Complete transfer dependency","1987","35-65 y.","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1987","35-65 y.","(3b) higher tertiary education","1","","",""
"Complete transfer dependency","1987","66 and older","(0) in school","","","",""
"Complete transfer dependency","1987","66 and older","(1a) inadequately completed","","","",""
"Complete transfer dependency","1987","66 and older","(1b) general elementary school","1","","",""
"Complete transfer dependency","1987","66 and older","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","1987","66 and older","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1987","66 and older","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1987","66 and older","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1987","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1987","66 and older","(3a) lower tertiary education","1","","",""
"Complete transfer dependency","1987","66 and older","(3b) higher tertiary education","","","",""
"No transfer dependency","1988","16-34 y.","(0) in school","8","","",""
"No transfer dependency","1988","16-34 y.","(1a) inadequately completed","27","","",""
"No transfer dependency","1988","16-34 y.","(1b) general elementary school","121","0.189238992652254","0.160940654986195","0.217537330318313"
"No transfer dependency","1988","16-34 y.","(1c) basic vocational qualification","339","0.412672668860725","0.381267216539681","0.444078121181769"
"No transfer dependency","1988","16-34 y.","(2b) intermediate general qualification","60","0.237331744879976","0.188699963630158","0.285963526129793"
"No transfer dependency","1988","16-34 y.","(2a) intermediate vocational","233","0.469253219726208","0.427771379927688","0.510735059524728"
"No transfer dependency","1988","16-34 y.","(2c_gen) general maturity certificate","83","0.330586423137754","0.275187927507184","0.385984918768325"
"No transfer dependency","1988","16-34 y.","(2c_voc) vocational maturity certificate","88","0.529673399278906","0.458889373369718","0.600457425188094"
"No transfer dependency","1988","16-34 y.","(3a) lower tertiary education","28","","",""
"No transfer dependency","1988","16-34 y.","(3b) higher tertiary education","82","0.665709774329614","0.583986188869998","0.747433359789229"
"No transfer dependency","1988","35-65 y.","(0) in school","","","",""
"No transfer dependency","1988","35-65 y.","(1a) inadequately completed","139","0.271410616518441","0.233551978031192","0.309269255005691"
"No transfer dependency","1988","35-65 y.","(1b) general elementary school","505","0.557829987962808","0.529188032154013","0.586471943771602"
"No transfer dependency","1988","35-65 y.","(1c) basic vocational qualification","798","0.481269777106791","0.458914725616263","0.503624828597319"
"No transfer dependency","1988","35-65 y.","(2b) intermediate general qualification","34","0.560912308768606","0.441183340567007","0.680641276970205"
"No transfer dependency","1988","35-65 y.","(2a) intermediate vocational","208","0.481161472111975","0.437410192476471","0.524912751747479"
"No transfer dependency","1988","35-65 y.","(2c_gen) general maturity certificate","9","","",""
"No transfer dependency","1988","35-65 y.","(2c_voc) vocational maturity certificate","53","0.496993839968889","0.415330149975631","0.578657529962146"
"No transfer dependency","1988","35-65 y.","(3a) lower tertiary education","53","0.510802496808822","0.42060889946481","0.600996094152835"
"No transfer dependency","1988","35-65 y.","(3b) higher tertiary education","89","0.412435533527869","0.353608391428918","0.471262675626821"
"No transfer dependency","1988","66 and older","(0) in school","","","",""
"No transfer dependency","1988","66 and older","(1a) inadequately completed","12","","",""
"No transfer dependency","1988","66 and older","(1b) general elementary school","294","0.843355700839508","0.805757803629112","0.880953598049904"
"No transfer dependency","1988","66 and older","(1c) basic vocational qualification","369","0.90749238862161","0.879514836581688","0.935469940661532"
"No transfer dependency","1988","66 and older","(2b) intermediate general qualification","24","","",""
"No transfer dependency","1988","66 and older","(2a) intermediate vocational","116","0.88856499884046","0.83468000280972","0.9424499948712"
"No transfer dependency","1988","66 and older","(2c_gen) general maturity certificate","7","","",""
"No transfer dependency","1988","66 and older","(2c_voc) vocational maturity certificate","33","0.914104144350845","0.822570493490374","1.00563779521132"
"No transfer dependency","1988","66 and older","(3a) lower tertiary education","26","","",""
"No transfer dependency","1988","66 and older","(3b) higher tertiary education","26","","",""
"Very low transfer dependency","1988","16-34 y.","(0) in school","131","0.844646122296076","0.786868713241876","0.902423531350277"
"Very low transfer dependency","1988","16-34 y.","(1a) inadequately completed","127","0.563610192622746","0.489921613014848","0.637298772230643"
"Very low transfer dependency","1988","16-34 y.","(1b) general elementary school","536","0.688895321714615","0.655449715466523","0.722340927962707"
"Very low transfer dependency","1988","16-34 y.","(1c) basic vocational qualification","561","0.537053113547807","0.505245118358258","0.568861108737355"
"Very low transfer dependency","1988","16-34 y.","(2b) intermediate general qualification","217","0.692391607323208","0.639638333890015","0.745144880756401"
"Very low transfer dependency","1988","16-34 y.","(2a) intermediate vocational","299","0.495899442045693","0.454340345856863","0.537458538234522"
"Very low transfer dependency","1988","16-34 y.","(2c_gen) general maturity certificate","167","0.584178544763222","0.526137602450497","0.642219487075946"
"Very low transfer dependency","1988","16-34 y.","(2c_voc) vocational maturity certificate","95","0.431089925328299","0.360857582426216","0.501322268230381"
"Very low transfer dependency","1988","16-34 y.","(3a) lower tertiary education","36","0.473206603582292","0.35275247706237","0.593660730102215"
"Very low transfer dependency","1988","16-34 y.","(3b) higher tertiary education","44","0.31971263781508","0.238920479617003","0.400504796013158"
"Very low transfer dependency","1988","35-65 y.","(0) in school","","","",""
"Very low transfer dependency","1988","35-65 y.","(1a) inadequately completed","329","0.593069986894798","0.551246234895526","0.634893738894071"
"Very low transfer dependency","1988","35-65 y.","(1b) general elementary school","564","0.363197354052962","0.335462181861055","0.390932526244869"
"Very low transfer dependency","1988","35-65 y.","(1c) basic vocational qualification","1035","0.464661845882158","0.442347035085888","0.486976656678428"
"Very low transfer dependency","1988","35-65 y.","(2b) intermediate general qualification","26","","",""
"Very low transfer dependency","1988","35-65 y.","(2a) intermediate vocational","285","0.497009855080799","0.45322827146954","0.540791438692059"
"Very low transfer dependency","1988","35-65 y.","(2c_gen) general maturity certificate","27","","",""
"Very low transfer dependency","1988","35-65 y.","(2c_voc) vocational maturity certificate","82","0.465794753726621","0.384320908115655","0.547268599337587"
"Very low transfer dependency","1988","35-65 y.","(3a) lower tertiary education","62","0.464170975231898","0.37418823906108","0.554153711402716"
"Very low transfer dependency","1988","35-65 y.","(3b) higher tertiary education","174","0.563813831233317","0.504551905633526","0.623075756833108"
"Very low transfer dependency","1988","66 and older","(0) in school","","","",""
"Very low transfer dependency","1988","66 and older","(1a) inadequately completed","7","","",""
"Very low transfer dependency","1988","66 and older","(1b) general elementary school","58","0.138689685885613","0.102937485736348","0.174441886034878"
"Very low transfer dependency","1988","66 and older","(1c) basic vocational qualification","38","0.0787448673162368","0.0527372497104499","0.104752484922024"
"Very low transfer dependency","1988","66 and older","(2b) intermediate general qualification","4","","",""
"Very low transfer dependency","1988","66 and older","(2a) intermediate vocational","15","","",""
"Very low transfer dependency","1988","66 and older","(2c_gen) general maturity certificate","","","",""
"Very low transfer dependency","1988","66 and older","(2c_voc) vocational maturity certificate","3","","",""
"Very low transfer dependency","1988","66 and older","(3a) lower tertiary education","2","","",""
"Very low transfer dependency","1988","66 and older","(3b) higher tertiary education","2","","",""
"Low transfer dependency","1988","16-34 y.","(0) in school","8","","",""
"Low transfer dependency","1988","16-34 y.","(1a) inadequately completed","13","","",""
"Low transfer dependency","1988","16-34 y.","(1b) general elementary school","37","0.0532440741067853","0.0370235889629837","0.0694645592505869"
"Low transfer dependency","1988","16-34 y.","(1c) basic vocational qualification","28","","",""
"Low transfer dependency","1988","16-34 y.","(2b) intermediate general qualification","9","","",""
"Low transfer dependency","1988","16-34 y.","(2a) intermediate vocational","14","","",""
"Low transfer dependency","1988","16-34 y.","(2c_gen) general maturity certificate","19","","",""
"Low transfer dependency","1988","16-34 y.","(2c_voc) vocational maturity certificate","5","","",""
"Low transfer dependency","1988","16-34 y.","(3a) lower tertiary education","2","","",""
"Low transfer dependency","1988","16-34 y.","(3b) higher tertiary education","1","","",""
"Low transfer dependency","1988","35-65 y.","(0) in school","","","",""
"Low transfer dependency","1988","35-65 y.","(1a) inadequately completed","43","0.0898202361103892","0.0654779792847832","0.114162492935995"
"Low transfer dependency","1988","35-65 y.","(1b) general elementary school","45","0.0310521937777613","0.021048660190707","0.0410557273648156"
"Low transfer dependency","1988","35-65 y.","(1c) basic vocational qualification","44","0.0257829728391503","0.0186920141195694","0.0328739315587312"
"Low transfer dependency","1988","35-65 y.","(2b) intermediate general qualification","4","","",""
"Low transfer dependency","1988","35-65 y.","(2a) intermediate vocational","6","","",""
"Low transfer dependency","1988","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"Low transfer dependency","1988","35-65 y.","(2c_voc) vocational maturity certificate","5","","",""
"Low transfer dependency","1988","35-65 y.","(3a) lower tertiary education","2","","",""
"Low transfer dependency","1988","35-65 y.","(3b) higher tertiary education","5","","",""
"Low transfer dependency","1988","66 and older","(0) in school","","","",""
"Low transfer dependency","1988","66 and older","(1a) inadequately completed","","","",""
"Low transfer dependency","1988","66 and older","(1b) general elementary school","2","","",""
"Low transfer dependency","1988","66 and older","(1c) basic vocational qualification","2","","",""
"Low transfer dependency","1988","66 and older","(2b) intermediate general qualification","1","","",""
"Low transfer dependency","1988","66 and older","(2a) intermediate vocational","","","",""
"Low transfer dependency","1988","66 and older","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","1988","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","1988","66 and older","(3a) lower tertiary education","","","",""
"Low transfer dependency","1988","66 and older","(3b) higher tertiary education","","","",""
"High transfer dependency","1988","16-34 y.","(0) in school","1","","",""
"High transfer dependency","1988","16-34 y.","(1a) inadequately completed","","","",""
"High transfer dependency","1988","16-34 y.","(1b) general elementary school","15","","",""
"High transfer dependency","1988","16-34 y.","(1c) basic vocational qualification","7","","",""
"High transfer dependency","1988","16-34 y.","(2b) intermediate general qualification","5","","",""
"High transfer dependency","1988","16-34 y.","(2a) intermediate vocational","4","","",""
"High transfer dependency","1988","16-34 y.","(2c_gen) general maturity certificate","5","","",""
"High transfer dependency","1988","16-34 y.","(2c_voc) vocational maturity certificate","1","","",""
"High transfer dependency","1988","16-34 y.","(3a) lower tertiary education","","","",""
"High transfer dependency","1988","16-34 y.","(3b) higher tertiary education","1","","",""
"High transfer dependency","1988","35-65 y.","(0) in school","","","",""
"High transfer dependency","1988","35-65 y.","(1a) inadequately completed","6","","",""
"High transfer dependency","1988","35-65 y.","(1b) general elementary school","12","","",""
"High transfer dependency","1988","35-65 y.","(1c) basic vocational qualification","17","","",""
"High transfer dependency","1988","35-65 y.","(2b) intermediate general qualification","1","","",""
"High transfer dependency","1988","35-65 y.","(2a) intermediate vocational","","","",""
"High transfer dependency","1988","35-65 y.","(2c_gen) general maturity certificate","1","","",""
"High transfer dependency","1988","35-65 y.","(2c_voc) vocational maturity certificate","3","","",""
"High transfer dependency","1988","35-65 y.","(3a) lower tertiary education","","","",""
"High transfer dependency","1988","35-65 y.","(3b) higher tertiary education","1","","",""
"High transfer dependency","1988","66 and older","(0) in school","","","",""
"High transfer dependency","1988","66 and older","(1a) inadequately completed","1","","",""
"High transfer dependency","1988","66 and older","(1b) general elementary school","1","","",""
"High transfer dependency","1988","66 and older","(1c) basic vocational qualification","3","","",""
"High transfer dependency","1988","66 and older","(2b) intermediate general qualification","","","",""
"High transfer dependency","1988","66 and older","(2a) intermediate vocational","","","",""
"High transfer dependency","1988","66 and older","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1988","66 and older","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1988","66 and older","(3a) lower tertiary education","","","",""
"High transfer dependency","1988","66 and older","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1988","16-34 y.","(0) in school","3","","",""
"Very high transfer dependency","1988","16-34 y.","(1a) inadequately completed","","","",""
"Very high transfer dependency","1988","16-34 y.","(1b) general elementary school","14","","",""
"Very high transfer dependency","1988","16-34 y.","(1c) basic vocational qualification","7","","",""
"Very high transfer dependency","1988","16-34 y.","(2b) intermediate general qualification","3","","",""
"Very high transfer dependency","1988","16-34 y.","(2a) intermediate vocational","5","","",""
"Very high transfer dependency","1988","16-34 y.","(2c_gen) general maturity certificate","2","","",""
"Very high transfer dependency","1988","16-34 y.","(2c_voc) vocational maturity certificate","2","","",""
"Very high transfer dependency","1988","16-34 y.","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1988","16-34 y.","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1988","35-65 y.","(0) in school","","","",""
"Very high transfer dependency","1988","35-65 y.","(1a) inadequately completed","4","","",""
"Very high transfer dependency","1988","35-65 y.","(1b) general elementary school","13","","",""
"Very high transfer dependency","1988","35-65 y.","(1c) basic vocational qualification","14","","",""
"Very high transfer dependency","1988","35-65 y.","(2b) intermediate general qualification","1","","",""
"Very high transfer dependency","1988","35-65 y.","(2a) intermediate vocational","2","","",""
"Very high transfer dependency","1988","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1988","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1988","35-65 y.","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","1988","35-65 y.","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1988","66 and older","(0) in school","","","",""
"Very high transfer dependency","1988","66 and older","(1a) inadequately completed","","","",""
"Very high transfer dependency","1988","66 and older","(1b) general elementary school","3","","",""
"Very high transfer dependency","1988","66 and older","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1988","66 and older","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1988","66 and older","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1988","66 and older","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1988","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1988","66 and older","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1988","66 and older","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1988","16-34 y.","(0) in school","","","",""
"Complete transfer dependency","1988","16-34 y.","(1a) inadequately completed","7","","",""
"Complete transfer dependency","1988","16-34 y.","(1b) general elementary school","13","","",""
"Complete transfer dependency","1988","16-34 y.","(1c) basic vocational qualification","2","","",""
"Complete transfer dependency","1988","16-34 y.","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1988","16-34 y.","(2a) intermediate vocational","1","","",""
"Complete transfer dependency","1988","16-34 y.","(2c_gen) general maturity certificate","1","","",""
"Complete transfer dependency","1988","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1988","16-34 y.","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1988","16-34 y.","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1988","35-65 y.","(0) in school","","","",""
"Complete transfer dependency","1988","35-65 y.","(1a) inadequately completed","9","","",""
"Complete transfer dependency","1988","35-65 y.","(1b) general elementary school","16","","",""
"Complete transfer dependency","1988","35-65 y.","(1c) basic vocational qualification","11","","",""
"Complete transfer dependency","1988","35-65 y.","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1988","35-65 y.","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1988","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"Complete transfer dependency","1988","35-65 y.","(2c_voc) vocational maturity certificate","1","","",""
"Complete transfer dependency","1988","35-65 y.","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1988","35-65 y.","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1988","66 and older","(0) in school","","","",""
"Complete transfer dependency","1988","66 and older","(1a) inadequately completed","","","",""
"Complete transfer dependency","1988","66 and older","(1b) general elementary school","1","","",""
"Complete transfer dependency","1988","66 and older","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","1988","66 and older","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1988","66 and older","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1988","66 and older","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1988","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1988","66 and older","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1988","66 and older","(3b) higher tertiary education","","","",""
"No transfer dependency","1989","16-34 y.","(0) in school","4","","",""
"No transfer dependency","1989","16-34 y.","(1a) inadequately completed","26","","",""
"No transfer dependency","1989","16-34 y.","(1b) general elementary school","126","0.20386830654157","0.173742614182013","0.233993998901127"
"No transfer dependency","1989","16-34 y.","(1c) basic vocational qualification","315","0.411965677337121","0.379951892480989","0.443979462193253"
"No transfer dependency","1989","16-34 y.","(2b) intermediate general qualification","78","0.313561586003098","0.259025004856683","0.368098167149513"
"No transfer dependency","1989","16-34 y.","(2a) intermediate vocational","250","0.481106865847501","0.440089251008046","0.522124480686956"
"No transfer dependency","1989","16-34 y.","(2c_gen) general maturity certificate","91","0.364371799902222","0.306968062867689","0.421775536936755"
"No transfer dependency","1989","16-34 y.","(2c_voc) vocational maturity certificate","92","0.508942829104811","0.440002566270694","0.577883091938929"
"No transfer dependency","1989","16-34 y.","(3a) lower tertiary education","36","0.571570148146779","0.453079160138151","0.690061136155406"
"No transfer dependency","1989","16-34 y.","(3b) higher tertiary education","76","0.602617893387764","0.518819130251502","0.686416656524025"
"No transfer dependency","1989","35-65 y.","(0) in school","","","",""
"No transfer dependency","1989","35-65 y.","(1a) inadequately completed","134","0.27490574858363","0.236308559871004","0.313502937296256"
"No transfer dependency","1989","35-65 y.","(1b) general elementary school","479","0.571305715436831","0.541953228531423","0.60065820234224"
"No transfer dependency","1989","35-65 y.","(1c) basic vocational qualification","775","0.483004980366102","0.460128677235279","0.505881283496924"
"No transfer dependency","1989","35-65 y.","(2b) intermediate general qualification","38","0.66621625404131","0.547878484924554","0.784554023158066"
"No transfer dependency","1989","35-65 y.","(2a) intermediate vocational","199","0.472530740383954","0.428099255003829","0.516962225764079"
"No transfer dependency","1989","35-65 y.","(2c_gen) general maturity certificate","16","","",""
"No transfer dependency","1989","35-65 y.","(2c_voc) vocational maturity certificate","54","0.525338243218958","0.442914911702115","0.607761574735802"
"No transfer dependency","1989","35-65 y.","(3a) lower tertiary education","57","0.528963258547078","0.440388837708304","0.617537679385852"
"No transfer dependency","1989","35-65 y.","(3b) higher tertiary education","96","0.422446525431101","0.363853120084133","0.481039930778068"
"No transfer dependency","1989","66 and older","(0) in school","","","",""
"No transfer dependency","1989","66 and older","(1a) inadequately completed","8","","",""
"No transfer dependency","1989","66 and older","(1b) general elementary school","295","0.843925786776796","0.806278672807975","0.881572900745618"
"No transfer dependency","1989","66 and older","(1c) basic vocational qualification","336","0.870384120347585","0.837049127000286","0.903719113694884"
"No transfer dependency","1989","66 and older","(2b) intermediate general qualification","24","","",""
"No transfer dependency","1989","66 and older","(2a) intermediate vocational","119","0.949591191332497","0.911540041394204","0.987642341270791"
"No transfer dependency","1989","66 and older","(2c_gen) general maturity certificate","6","","",""
"No transfer dependency","1989","66 and older","(2c_voc) vocational maturity certificate","38","0.972880918054698","0.922544138166439","1.02321769794296"
"No transfer dependency","1989","66 and older","(3a) lower tertiary education","26","","",""
"No transfer dependency","1989","66 and older","(3b) higher tertiary education","27","","",""
"Very low transfer dependency","1989","16-34 y.","(0) in school","135","0.852646918193833","0.796664461141561","0.908629375246104"
"Very low transfer dependency","1989","16-34 y.","(1a) inadequately completed","114","0.632058118579302","0.557334788344022","0.706781448814582"
"Very low transfer dependency","1989","16-34 y.","(1b) general elementary school","482","0.679369861648072","0.644469893382983","0.714269829913161"
"Very low transfer dependency","1989","16-34 y.","(1c) basic vocational qualification","548","0.538156731797952","0.505729724877041","0.570583738718863"
"Very low transfer dependency","1989","16-34 y.","(2b) intermediate general qualification","188","0.62116389063683","0.564140310847679","0.67818747042598"
"Very low transfer dependency","1989","16-34 y.","(2a) intermediate vocational","303","0.490840096807747","0.449800056622771","0.531880136992724"
"Very low transfer dependency","1989","16-34 y.","(2c_gen) general maturity certificate","152","0.533872183876087","0.474369388920113","0.593374978832062"
"Very low transfer dependency","1989","16-34 y.","(2c_voc) vocational maturity certificate","97","0.414910730761785","0.346965213949627","0.482856247573944"
"Very low transfer dependency","1989","16-34 y.","(3a) lower tertiary education","29","","",""
"Very low transfer dependency","1989","16-34 y.","(3b) higher tertiary education","54","0.385980754656842","0.302615273633786","0.469346235679897"
"Very low transfer dependency","1989","35-65 y.","(0) in school","","","",""
"Very low transfer dependency","1989","35-65 y.","(1a) inadequately completed","321","0.579624278664737","0.536950742881211","0.622297814448264"
"Very low transfer dependency","1989","35-65 y.","(1b) general elementary school","527","0.353064585080343","0.324718419910742","0.381410750249944"
"Very low transfer dependency","1989","35-65 y.","(1c) basic vocational qualification","971","0.462697157018148","0.439871418213467","0.485522895822829"
"Very low transfer dependency","1989","35-65 y.","(2b) intermediate general qualification","19","","",""
"Very low transfer dependency","1989","35-65 y.","(2a) intermediate vocational","277","0.501191345185052","0.456692781488131","0.545689908881974"
"Very low transfer dependency","1989","35-65 y.","(2c_gen) general maturity certificate","22","","",""
"Very low transfer dependency","1989","35-65 y.","(2c_voc) vocational maturity certificate","78","0.442382589334158","0.360403005266762","0.524362173401554"
"Very low transfer dependency","1989","35-65 y.","(3a) lower tertiary education","63","0.45215386685347","0.363837620825137","0.540470112881802"
"Very low transfer dependency","1989","35-65 y.","(3b) higher tertiary education","171","0.557217089276294","0.498295506219711","0.616138672332878"
"Very low transfer dependency","1989","66 and older","(0) in school","","","",""
"Very low transfer dependency","1989","66 and older","(1a) inadequately completed","6","","",""
"Very low transfer dependency","1989","66 and older","(1b) general elementary school","52","0.129278397893269","0.0944754025619099","0.164081393224627"
"Very low transfer dependency","1989","66 and older","(1c) basic vocational qualification","48","0.112678022467109","0.0812963550882157","0.144059689846002"
"Very low transfer dependency","1989","66 and older","(2b) intermediate general qualification","4","","",""
"Very low transfer dependency","1989","66 and older","(2a) intermediate vocational","8","","",""
"Very low transfer dependency","1989","66 and older","(2c_gen) general maturity certificate","","","",""
