"transab_cat","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No transfer dependency","2009","middle vocational","4477","0.527115627039466","0.516810067741668","0.537421186337263","0"
"No transfer dependency","2009","in school","9","","","","0"
"No transfer dependency","2009","inadequately","53","0.346578701037586","0.273967487169175","0.419189914905996","0"
"No transfer dependency","2009","vocational + Abi","389","0.454245732945967","0.423277425853583","0.485214040038351","0"
"No transfer dependency","2009","higher vocational","634","0.524575557716852","0.497645241026623","0.551505874407081","0"
"No transfer dependency","2009","higher education","2038","0.5421874552764","0.526730434025236","0.557644476527563","0"
"Very high transfer dependency","2009","middle vocational","153","0.0188127275359181","0.0160083080543463","0.0216171470174899","4"
"Very high transfer dependency","2009","general elemantary","55","0.0374702576159881","0.0287620407516078","0.0461784744803685","4"
"Very high transfer dependency","2009","inadequately","7","","","","4"
"Very high transfer dependency","2009","higher education","16","","","","4"
"Very high transfer dependency","2009","in school","6","","","","4"
"Very high transfer dependency","2009","higher vocational","6","","","","4"
"Very high transfer dependency","2009","vocational + Abi","7","","","","4"
"Very low transfer dependency","2009","in school","435","0.815469047556453","0.781535084336751","0.849403010776155","1"
"Very low transfer dependency","2009","inadequately","50","0.251582169374509","0.185373004396915","0.317791334352102","1"
"Very low transfer dependency","2009","general elemantary","706","0.368523715267617","0.346403463772968","0.390643966762267","1"
"Very low transfer dependency","2009","higher vocational","608","0.407608755985967","0.381110166942838","0.434107345029096","1"
"Very low transfer dependency","2009","higher education","1775","0.393501473028407","0.378345100070932","0.408657845985883","1"
"Very low transfer dependency","2009","middle vocational","3630","0.363125007532652","0.353198503645693","0.373051511419611","1"
"Very low transfer dependency","2009","vocational + Abi","515","0.46984462844855","0.43880245059426","0.500886806302841","1"
"Complete transfer dependency","2010","in school","14","","","","5"
"Complete transfer dependency","2010","inadequately","46","0.120772494096069","0.0856143637667838","0.155930624425354","5"
"Complete transfer dependency","2010","general elemantary","104","0.0274510538992081","0.0209877051853352","0.0339144026130809","5"
"Complete transfer dependency","2010","middle vocational","184","0.0142530702545278","0.0120937128977849","0.0164124276112706","5"
"Complete transfer dependency","2010","vocational + Abi","18","","","","5"
"Complete transfer dependency","2010","higher vocational","10","","","","5"
"Complete transfer dependency","2010","higher education","24","","","","5"
"High transfer dependency","2010","in school","30","0.0271674868919655","0.0150548467378006","0.0392801270461304","3"
"High transfer dependency","2010","inadequately","44","0.0567509097470067","0.031788257161844","0.0817135623321695","3"
"High transfer dependency","2010","general elemantary","202","0.0461921597297788","0.0378891237294555","0.0544951957301022","3"
"High transfer dependency","2010","higher vocational","30","0.0160724515870663","0.00989514462764565","0.022249758546487","3"
"High transfer dependency","2010","middle vocational","481","0.0254179680554508","0.0225507071974559","0.0282852289134457","3"
"High transfer dependency","2010","vocational + Abi","74","0.0314710293804196","0.0230951251150753","0.0398469336457639","3"
"High transfer dependency","2010","higher education","61","0.0105594410115958","0.00780810553587195","0.0133107764873196","3"
"Low transfer dependency","2010","general elemantary","320","0.0949353758384115","0.0833402310803786","0.106530520596444","2"
"Low transfer dependency","2010","middle vocational","1143","0.05921969031306","0.0549197268367855","0.0635196537893345","2"
"Low transfer dependency","2010","higher education","285","0.0358113426729567","0.0308096207772554","0.040813064568658","2"
"Low transfer dependency","2010","higher vocational","111","0.0309064027265101","0.022405135828072","0.0394076696249481","2"
"Low transfer dependency","2010","vocational + Abi","162","0.0405349068875938","0.0310736441689186","0.0499961696062691","2"
"Low transfer dependency","2010","in school","79","0.0653157246598707","0.0469064623142368","0.0837249870055047","2"
"Low transfer dependency","2010","inadequately","62","0.260655100046634","0.213291165178443","0.308019034914825","2"
"No transfer dependency","2010","general elemantary","750","0.444586605333004","0.424929991561216","0.464243219104792","0"
"No transfer dependency","2010","middle vocational","4101","0.513258859766212","0.504153337805279","0.522364381727145","0"
"No transfer dependency","2010","higher education","2003","0.530798152937957","0.517365159971875","0.54423114590404","0"
"No transfer dependency","2010","in school","5","","","","0"
"No transfer dependency","2010","inadequately","41","0.250470287847532","0.203722221124834","0.297218354570231","0"
"No transfer dependency","2010","higher vocational","603","0.511809224079127","0.487255046161897","0.536363401996356","0"
"No transfer dependency","2010","vocational + Abi","391","0.415665899060869","0.392021801809209","0.43930999631253","0"
"Very high transfer dependency","2010","middle vocational","345","0.0203697830197879","0.0177963558673613","0.0229432101722146","4"
"Very high transfer dependency","2010","higher education","41","0.00772656413289309","0.00536968604526233","0.0100834422205238","4"
"Very high transfer dependency","2010","higher vocational","7","","","","4"
"Very high transfer dependency","2010","general elemantary","178","0.0383974552477035","0.0307964441569296","0.0459984663384774","4"
"Very high transfer dependency","2010","vocational + Abi","44","0.0165643180133314","0.0104411005504658","0.0226875354761971","4"
"Very high transfer dependency","2010","in school","38","0.0530201292345319","0.0363251528682647","0.0697151056007991","4"
"Very high transfer dependency","2010","inadequately","55","0.0983278309116227","0.0662020507600734","0.130453611063172","4"
"Very low transfer dependency","2010","higher vocational","831","0.423310325490856","0.399039917437246","0.447580733544467","1"
"Very low transfer dependency","2010","higher education","2888","0.411308291996241","0.398063171270559","0.424553412721923","1"
"Very low transfer dependency","2010","in school","526","0.828494726304582","0.800409452809722","0.856579999799441","1"
"Very low transfer dependency","2010","inadequately","82","0.213023377351136","0.168847450529899","0.257199304172372","1"
"Very low transfer dependency","2010","general elemantary","901","0.348437349951894","0.329589457963018","0.36728524194077","1"
"Very low transfer dependency","2010","middle vocational","5321","0.367480628590962","0.358697651867346","0.376263605314577","1"
"Very low transfer dependency","2010","vocational + Abi","980","0.484363222043236","0.46038718254342","0.508339261543053","1"
"Complete transfer dependency","2011","inadequately","42","0.0854775325417612","0.0577999448308047","0.113155120252718","5"
"Complete transfer dependency","2011","general elemantary","138","0.0354839334938686","0.0288749380163225","0.0420929289714148","5"
"Complete transfer dependency","2011","higher vocational","6","","","","5"
"Complete transfer dependency","2011","higher education","29","","","","5"
"Complete transfer dependency","2011","in school","17","","","","5"
"Complete transfer dependency","2011","middle vocational","208","0.0140148615303975","0.0120474482051016","0.0159822748556934","5"
"Complete transfer dependency","2011","vocational + Abi","35","0.0185061469375628","0.0125487281684809","0.0244635657066448","5"
"High transfer dependency","2011","general elemantary","264","0.054770328584827","0.0466419075805172","0.0628987495891369","3"
"High transfer dependency","2011","inadequately","58","0.123794378466026","0.0911913054233228","0.156397451508729","3"
"High transfer dependency","2011","higher vocational","30","0.0180801044803258","0.0119986686234786","0.0241615403371731","3"
"High transfer dependency","2011","higher education","94","0.0131949204786354","0.0103444413710727","0.0160453995861981","3"
"High transfer dependency","2011","in school","47","0.0521626414610903","0.0374548476818122","0.0668704352403683","3"
"High transfer dependency","2011","middle vocational","586","0.0322470558148315","0.029290450837203","0.03520366079246","3"
"High transfer dependency","2011","vocational + Abi","74","0.0226473306626089","0.0160708961998825","0.0292237651253353","3"
"Low transfer dependency","2011","higher education","350","0.0332284742548797","0.0287511771845304","0.037705771325229","2"
"Low transfer dependency","2011","inadequately","72","0.138629394277011","0.10442138951202","0.172837399042001","2"
"Low transfer dependency","2011","general elemantary","350","0.0803919891762493","0.0706785594283657","0.0901054189241329","2"
"Low transfer dependency","2011","middle vocational","1345","0.0599334523843472","0.0559608054848813","0.0639060992838132","2"
"Low transfer dependency","2011","in school","110","0.0778536044135508","0.0601304863071971","0.0955767225199044","2"
"Low transfer dependency","2011","vocational + Abi","224","0.0646162545923716","0.0537489426343141","0.0754835665504291","2"
"Low transfer dependency","2011","higher vocational","118","0.0305611906321341","0.0227049827183669","0.0384173985459013","2"
"No transfer dependency","2011","general elemantary","1077","0.492367460083694","0.474507345475114","0.510227574692275","0"
"No transfer dependency","2011","middle vocational","5406","0.53727567692914","0.528930687846606","0.545620666011675","0"
"No transfer dependency","2011","higher education","2513","0.570383646225472","0.558017831922208","0.582749460528735","0"
"No transfer dependency","2011","higher vocational","760","0.55931088840614","0.536650861051098","0.581970915761181","0"
"No transfer dependency","2011","vocational + Abi","494","0.453106678358679","0.431102362216696","0.475110994500661","0"
"No transfer dependency","2011","in school","6","","","","0"
"No transfer dependency","2011","inadequately","77","0.327579107125165","0.281118620483669","0.374039593766661","0"
"Very high transfer dependency","2011","higher education","56","0.00604386551489203","0.00410771199218601","0.00798001903759805","4"
"Very high transfer dependency","2011","in school","38","0.0284630880547643","0.0174636247800657","0.0394625513294629","4"
"Very high transfer dependency","2011","inadequately","54","0.0995740873170718","0.0699324480912527","0.129215726542891","4"
"Very high transfer dependency","2011","general elemantary","174","0.0341331171964798","0.0276466017459557","0.040619632647004","4"
"Very high transfer dependency","2011","middle vocational","416","0.0166542964477473","0.0145124798675993","0.0187961130278953","4"
"Very high transfer dependency","2011","vocational + Abi","49","0.0145533107634761","0.00925967807766958","0.0198469434492826","4"
"Very high transfer dependency","2011","higher vocational","14","","","","4"
"Very low transfer dependency","2011","inadequately","89","0.224945500272966","0.183611272001733","0.266279728544199","1"
"Very low transfer dependency","2011","general elemantary","1007","0.302853171464881","0.28643809030966","0.319268252620101","1"
"Very low transfer dependency","2011","higher vocational","916","0.377544786332211","0.355418632587905","0.399670940076517","1"
"Very low transfer dependency","2011","higher education","3114","0.372512305943341","0.360434954502089","0.384589657384593","1"
"Very low transfer dependency","2011","in school","660","0.816986028636734","0.791408989352709","0.842563067920759","1"
"Very low transfer dependency","2011","middle vocational","5753","0.339874656893536","0.331947113778902","0.34780220000817","1"
"Very low transfer dependency","2011","vocational + Abi","1090","0.426570278685302","0.404708186053609","0.448432371316995","1"
"Complete transfer dependency","2012","in school","21","","","","5"
"Complete transfer dependency","2012","inadequately","41","0.108388751377902","0.0769667354322661","0.139810767323538","5"
"Complete transfer dependency","2012","general elemantary","132","0.0379939000144945","0.0310914404085343","0.0448963596204547","5"
"Complete transfer dependency","2012","higher vocational","6","","","","5"
"Complete transfer dependency","2012","higher education","29","","","","5"
"Complete transfer dependency","2012","middle vocational","181","0.0127769997469533","0.0108756896391295","0.0146783098547772","5"
"Complete transfer dependency","2012","vocational + Abi","23","","","","5"
"High transfer dependency","2012","in school","54","0.0430856030756873","0.0297605699830963","0.0564106361682783","3"
"High transfer dependency","2012","inadequately","55","0.106918029011368","0.0756841947306527","0.138151863292084","3"
"High transfer dependency","2012","general elemantary","242","0.055859706410953","0.0475683494319106","0.0641510633899954","3"
"High transfer dependency","2012","higher vocational","32","0.0136992612170067","0.00833830240372601","0.0190602200302875","3"
"High transfer dependency","2012","higher education","77","0.0139615940544127","0.0110154978769166","0.0169076902319088","3"
"High transfer dependency","2012","middle vocational","544","0.029112574489242","0.0262664386374844","0.0319587103409996","3"
"High transfer dependency","2012","vocational + Abi","66","0.0196731493806243","0.0134981902935182","0.0258481084677304","3"
"Low transfer dependency","2012","higher education","304","0.0369130964334588","0.0321787996532774","0.0416473932136401","2"
"Low transfer dependency","2012","in school","94","0.0875732490336136","0.0690229719938902","0.106123526073337","2"
"Low transfer dependency","2012","general elemantary","325","0.0698500261865087","0.060647272487073","0.0790527798859443","2"
"Low transfer dependency","2012","inadequately","70","0.139103805380219","0.104125475596232","0.174082135164206","2"
"Low transfer dependency","2012","middle vocational","1131","0.0580200291175432","0.0540623490198119","0.0619777092152745","2"
"Low transfer dependency","2012","higher vocational","95","0.024802087413074","0.0176294361393927","0.0319747386867553","2"
"Low transfer dependency","2012","vocational + Abi","153","0.0444980755659319","0.0353295798084161","0.0536665713234478","2"
"No transfer dependency","2012","middle vocational","5480","0.54616199179342","0.537733651720145","0.554590331866695","0"
"No transfer dependency","2012","higher education","2627","0.571113149716443","0.558686188374809","0.583540111058076","0"
"No transfer dependency","2012","general elemantary","1071","0.486438150881237","0.468392680190829","0.504483621571646","0"
"No transfer dependency","2012","vocational + Abi","503","0.446936219184929","0.424829612969824","0.469042825400034","0"
"No transfer dependency","2012","higher vocational","789","0.585128801196851","0.562405490904976","0.607852111488726","0"
"No transfer dependency","2012","inadequately","77","0.347595693199423","0.299461935036685","0.395729451362161","0"
"No transfer dependency","2012","in school","8","","","","0"
"Very high transfer dependency","2012","higher education","50","0.00631326429373895","0.00432449578897299","0.00830203279850491","4"
"Very high transfer dependency","2012","higher vocational","11","","","","4"
"Very high transfer dependency","2012","in school","21","","","","4"
"Very high transfer dependency","2012","general elemantary","163","0.0292273838000198","0.0231458692105808","0.0353088983894587","4"
"Very high transfer dependency","2012","vocational + Abi","47","0.0132913833049351","0.00819934991903687","0.0183834166908332","4"
"Very high transfer dependency","2012","inadequately","44","0.0924744457267232","0.063192868330226","0.12175602312322","4"
"Very high transfer dependency","2012","middle vocational","362","0.017818469196381","0.0155789130316111","0.0200580253611508","4"
"Very low transfer dependency","2012","in school","694","0.82509165475485","0.800161669212623","0.850021640297076","1"
"Very low transfer dependency","2012","inadequately","89","0.205519275304366","0.164675852419908","0.246362698188823","1"
"Very low transfer dependency","2012","general elemantary","1014","0.320630832706787","0.303780302098514","0.337481363315059","1"
"Very low transfer dependency","2012","higher vocational","873","0.366096620659828","0.343878945560998","0.388314295758657","1"
"Very low transfer dependency","2012","higher education","3006","0.367282767802688","0.355178525477774","0.379387010127603","1"
"Very low transfer dependency","2012","middle vocational","5706","0.336109935656461","0.328113072923609","0.344106798389312","1"
"Very low transfer dependency","2012","vocational + Abi","1151","0.462259321444454","0.440090583232715","0.484428059656194","1"
"Complete transfer dependency","2013","in school","28","","","","5"
"Complete transfer dependency","2013","inadequately","80","0.124224656383325","0.0981139805602049","0.150335332206446","5"
"Complete transfer dependency","2013","general elemantary","184","0.0445219045348453","0.0379179590562397","0.051125850013451","5"
"Complete transfer dependency","2013","higher vocational","5","","","","5"
"Complete transfer dependency","2013","higher education","46","0.00502846426002131","0.00334875628759139","0.00670817223245123","5"
"Complete transfer dependency","2013","middle vocational","239","0.0153914927584945","0.0133527464245246","0.0174302390924644","5"
"Complete transfer dependency","2013","vocational + Abi","45","0.0196838538902272","0.0140603444113119","0.0253073633691425","5"
"High transfer dependency","2013","higher vocational","20","","","","3"
"High transfer dependency","2013","higher education","120","0.0141293594530316","0.0113266248529153","0.016932094053148","3"
"High transfer dependency","2013","in school","86","0.0565066012852222","0.0425538694524293","0.070459333118015","3"
"High transfer dependency","2013","inadequately","88","0.0938764502037986","0.0707882599687395","0.116964640438858","3"
"High transfer dependency","2013","general elemantary","313","0.0489037386743129","0.0419983279844186","0.0558091493642071","3"
"High transfer dependency","2013","middle vocational","606","0.0285503363114271","0.0257922567158033","0.0313084159070509","3"
"High transfer dependency","2013","vocational + Abi","84","0.01607384983893","0.010982763147083","0.0211649365307769","3"
"Low transfer dependency","2013","higher education","281","0.0294147489784442","0.0254022938528065","0.0334272041040818","2"
"Low transfer dependency","2013","general elemantary","463","0.0862709724617108","0.0772812289249132","0.0952607159985083","2"
"Low transfer dependency","2013","middle vocational","1151","0.0552314800150432","0.0514483864941385","0.0590145735359479","2"
"Low transfer dependency","2013","vocational + Abi","222","0.0645147641694601","0.0545694773351019","0.0744600510038184","2"
"Low transfer dependency","2013","higher vocational","81","0.036285538250759","0.0274532651282215","0.0451178113732965","2"
"Low transfer dependency","2013","in school","102","0.0674712125118942","0.0523136069213553","0.0826288181024331","2"
"Low transfer dependency","2013","inadequately","107","0.18954951881899","0.158522329250794","0.220576708387187","2"
"No transfer dependency","2013","general elemantary","1091","0.473864098313762","0.457876540927867","0.489851655699656","0"
"No transfer dependency","2013","middle vocational","5559","0.55913108414524","0.550908608644787","0.567353559645693","0"
"No transfer dependency","2013","higher education","2894","0.591883879150812","0.580212534276824","0.6035552240248","0"
"No transfer dependency","2013","inadequately","97","0.283065539699853","0.247403918506968","0.318727160892739","0"
"No transfer dependency","2013","vocational + Abi","647","0.470858313921187","0.450651381113862","0.491065246728511","0"
"No transfer dependency","2013","higher vocational","729","0.560168208472155","0.536724082036002","0.583612334908308","0"
"No transfer dependency","2013","in school","13","","","","0"
"Very high transfer dependency","2013","higher education","71","0.00789426660732855","0.00579268796694997","0.00999584524770712","4"
"Very high transfer dependency","2013","general elemantary","229","0.0351411667859755","0.0292453195580309","0.0410370140139202","4"
"Very high transfer dependency","2013","middle vocational","367","0.0178018109813446","0.015611919030809","0.0199917029318803","4"
"Very high transfer dependency","2013","vocational + Abi","50","0.0166193469480838","0.0114440283045888","0.0217946655915789","4"
"Very high transfer dependency","2013","higher vocational","14","","","","4"
"Very high transfer dependency","2013","in school","59","0.0345052894009887","0.0234757339696729","0.0455348448323044","4"
"Very high transfer dependency","2013","inadequately","69","0.0754487659606258","0.0545409140431599","0.0963566178780918","4"
"Very low transfer dependency","2013","higher vocational","873","0.385388693702759","0.362401747745769","0.408375639659749","1"
"Very low transfer dependency","2013","higher education","3400","0.351649281550362","0.340310389079287","0.362988174021437","1"
"Very low transfer dependency","2013","in school","764","0.80561429539921","0.781701190734753","0.829527400063668","1"
"Very low transfer dependency","2013","inadequately","172","0.233835068933407","0.200328202797158","0.267341935069656","1"
"Very low transfer dependency","2013","middle vocational","6084","0.323893795788451","0.316143829646044","0.331643761930857","1"
"Very low transfer dependency","2013","general elemantary","1467","0.311298119229394","0.296472592663272","0.326123645795516","1"
"Very low transfer dependency","2013","vocational + Abi","1296","0.412249871232112","0.392322687818456","0.432177054645769","1"
"Complete transfer dependency","2014","higher vocational","3","","","","5"
"Complete transfer dependency","2014","higher education","42","0.00638767125676527","0.0043985236650621","0.00837681884846844","5"
"Complete transfer dependency","2014","in school","13","","","","5"
"Complete transfer dependency","2014","inadequately","56","0.107794091554713","0.0801942081376052","0.135393974971821","5"
"Complete transfer dependency","2014","general elemantary","132","0.0397558293351244","0.0329585380953946","0.0465531205748541","5"
"Complete transfer dependency","2014","middle vocational","192","0.0164244609172489","0.0141904150708687","0.0186585067636292","5"
"Complete transfer dependency","2014","vocational + Abi","33","0.0174269333002631","0.0117219044298703","0.023131962170656","5"
"High transfer dependency","2014","higher vocational","26","","","","3"
"High transfer dependency","2014","higher education","93","0.0123306457728758","0.00957523758765855","0.0150860539580931","3"
"High transfer dependency","2014","general elemantary","264","0.0482560168313207","0.0408004539847207","0.0557115796779207","3"
"High transfer dependency","2014","middle vocational","490","0.0310693035087621","0.0280196199685675","0.0341189870489567","3"
"High transfer dependency","2014","vocational + Abi","76","0.0204197130561245","0.0142536243230992","0.0265858017891497","3"
"High transfer dependency","2014","in school","55","0.0426864550241434","0.0292228521948567","0.0561500578534302","3"
"High transfer dependency","2014","inadequately","65","0.110976745011791","0.0830223708541721","0.138931119169411","3"
"Low transfer dependency","2014","higher education","255","0.0301594375606639","0.0258892295086948","0.034429645612633","2"
"Low transfer dependency","2014","general elemantary","402","0.0838668567864305","0.0742237026052761","0.0935100109675849","2"
"Low transfer dependency","2014","middle vocational","984","0.0596397225931821","0.0554771904076992","0.063802254778665","2"
"Low transfer dependency","2014","vocational + Abi","167","0.0528334989507896","0.0430806210826138","0.0625863768189654","2"
"Low transfer dependency","2014","higher vocational","80","0.0428017517014748","0.0328370299333565","0.0527664734695931","2"
"Low transfer dependency","2014","inadequately","110","0.213952570036904","0.177455302456897","0.250449837616912","2"
"Low transfer dependency","2014","in school","86","0.070819535263237","0.0537345064122069","0.0879045641142671","2"
"No transfer dependency","2014","general elemantary","931","0.466536472100231","0.449180865530657","0.483892078669806","0"
"No transfer dependency","2014","middle vocational","5143","0.55788041998057","0.549151046126229","0.56660979383491","0"
"No transfer dependency","2014","higher education","2708","0.58642506260024","0.574128871281564","0.598721253918916","0"
"No transfer dependency","2014","inadequately","70","0.233252295657425","0.195615171883193","0.270889419431658","0"
"No transfer dependency","2014","in school","3","","","","0"
"No transfer dependency","2014","higher vocational","686","0.55866075619411","0.534215543887544","0.583105968500676","0"
"No transfer dependency","2014","vocational + Abi","585","0.476641245843988","0.454866129141885","0.498416362546091","0"
"Very high transfer dependency","2014","higher education","68","0.00868439279666622","0.0063677293559353","0.0110010562373971","4"
"Very high transfer dependency","2014","general elemantary","193","0.0392703834170538","0.0325130120060615","0.0460277548280461","4"
"Very high transfer dependency","2014","middle vocational","293","0.01836118906703","0.0160014231663287","0.0207209549677313","4"
"Very high transfer dependency","2014","vocational + Abi","49","0.014178419610413","0.00902402092802352","0.0193328182928025","4"
"Very high transfer dependency","2014","higher vocational","10","","","","4"
"Very high transfer dependency","2014","inadequately","62","0.0837913413386479","0.0591324248982402","0.108450257779056","4"
"Very high transfer dependency","2014","in school","59","0.0606479004661983","0.0447510446343126","0.0765447562980839","4"
"Very low transfer dependency","2014","higher vocational","780","0.378217016742347","0.354343114773477","0.402090918711217","1"
"Very low transfer dependency","2014","higher education","2996","0.356012790012789","0.344057539926227","0.36796804009935","1"
"Very low transfer dependency","2014","general elemantary","1252","0.322314441529839","0.306055261954681","0.338573621104998","1"
"Very low transfer dependency","2014","vocational + Abi","1111","0.418500189238422","0.396992807057403","0.440007571419441","1"
"Very low transfer dependency","2014","middle vocational","5332","0.316624903933207","0.308448830771452","0.324800977094962","1"
"Very low transfer dependency","2014","in school","650","0.803433605039487","0.776965748145328","0.829901461933647","1"
"Very low transfer dependency","2014","inadequately","122","0.250232956400518","0.211683997929316","0.288781914871721","1"
"Complete transfer dependency","2015","higher vocational","5","","","","5"
"Complete transfer dependency","2015","higher education","55","0.00607088805146688","0.00416614909270435","0.0079756270102294","5"
"Complete transfer dependency","2015","in school","28","","","","5"
"Complete transfer dependency","2015","inadequately","86","0.112940020637489","0.0855234244842365","0.140356616790742","5"
"Complete transfer dependency","2015","general elemantary","175","0.0498460353659982","0.0421175312139676","0.0575745395180287","5"
"Complete transfer dependency","2015","middle vocational","220","0.0202778468618497","0.0177652935478785","0.0227904001758209","5"
"Complete transfer dependency","2015","vocational + Abi","38","0.0175955909357018","0.0120368432302708","0.0231543386411329","5"
"High transfer dependency","2015","higher education","98","0.0147066914540452","0.0117549935687203","0.0176583893393702","3"
"High transfer dependency","2015","higher vocational","19","","","","3"
"High transfer dependency","2015","general elemantary","240","0.055771327649092","0.0476218978108931","0.0639207574872909","3"
"High transfer dependency","2015","middle vocational","458","0.0247630442420837","0.0219928514553465","0.0275332370288209","3"
"High transfer dependency","2015","vocational + Abi","80","0.0254481849892208","0.0187899248798656","0.0321064450985759","3"
"High transfer dependency","2015","inadequately","73","0.122714217075674","0.094293757486364","0.151134676664983","3"
"High transfer dependency","2015","in school","51","0.0726330979469891","0.0541814833509036","0.0910847125430746","3"
"Low transfer dependency","2015","higher education","255","0.0384042974045299","0.0336921614094375","0.0431164333996223","2"
"Low transfer dependency","2015","general elemantary","359","0.0755918228757632","0.0662042690542929","0.0849793766972336","2"
"Low transfer dependency","2015","higher vocational","59","0.0360394816308892","0.0266755193433957","0.0454034439183827","2"
"Low transfer dependency","2015","middle vocational","856","0.0509960376909307","0.0470745113925694","0.054917563989292","2"
"Low transfer dependency","2015","vocational + Abi","161","0.0488712655830432","0.0397558530677437","0.0579866780983426","2"
"Low transfer dependency","2015","inadequately","89","0.199561013221603","0.164941968685071","0.234180057758134","2"
"Low transfer dependency","2015","in school","71","0.0662224484453598","0.0485431256101154","0.0839017712806043","2"
"No transfer dependency","2015","general elemantary","927","0.479702334761871","0.461960644369491","0.49744402515425","0"
"No transfer dependency","2015","middle vocational","5167","0.575595634055917","0.566785113490444","0.58440615462139","0"
"No transfer dependency","2015","higher education","2918","0.59751293078102","0.585488036490428","0.609537825071612","0"
"No transfer dependency","2015","inadequately","73","0.255965507023205","0.21816476126183","0.293766252784581","0"
"No transfer dependency","2015","higher vocational","696","0.588082653853861","0.563356020452681","0.612809287255041","0"
"No transfer dependency","2015","in school","6","","","","0"
"No transfer dependency","2015","vocational + Abi","646","0.476937969006828","0.455820715664602","0.498055222349054","0"
"Very high transfer dependency","2015","higher education","80","0.00878387338460663","0.00649585842291949","0.0110718883462938","4"
"Very high transfer dependency","2015","higher vocational","9","","","","4"
"Very high transfer dependency","2015","general elemantary","164","0.0307224158344379","0.0245941879347448","0.0368506437341311","4"
"Very high transfer dependency","2015","middle vocational","275","0.0188670134183034","0.0164416969257268","0.0212923299108801","4"
"Very high transfer dependency","2015","vocational + Abi","61","0.0151351198897633","0.00997320141141685","0.0202970383681097","4"
"Very high transfer dependency","2015","inadequately","55","0.073203851791962","0.0506421327265728","0.0957655708573511","4"
"Very high transfer dependency","2015","in school","54","0.0359986412798557","0.0227545192847347","0.0492427632749767","4"
"Very low transfer dependency","2015","higher vocational","734","0.360873295241683","0.336745834395756","0.38500075608761","1"
"Very low transfer dependency","2015","higher education","2983","0.334521318924331","0.32295192467444","0.346090713174223","1"
"Very low transfer dependency","2015","general elemantary","1181","0.308366063512838","0.291965658347128","0.324766468678549","1"
"Very low transfer dependency","2015","middle vocational","5113","0.309500423730915","0.30125970228309","0.31774114517874","1"
"Very low transfer dependency","2015","vocational + Abi","1163","0.416011869595443","0.395172491495814","0.436851247695072","1"
"Very low transfer dependency","2015","in school","550","0.798949001706605","0.770454967519271","0.827443035893939","1"
"Very low transfer dependency","2015","inadequately","136","0.235615390250067","0.198855779401357","0.272375001098777","1"
"Complete transfer dependency","2016","higher vocational","4","","","","5"
"Complete transfer dependency","2016","higher education","37","0.00526023567880618","0.00340848494760419","0.00711198641000817","5"
"Complete transfer dependency","2016","in school","21","","","","5"
"Complete transfer dependency","2016","inadequately","45","0.0764649820787848","0.050390263947161","0.102539700210409","5"
"Complete transfer dependency","2016","general elemantary","127","0.0437883276644827","0.0360571181608882","0.0515195371680773","5"
"Complete transfer dependency","2016","middle vocational","172","0.0162436821511393","0.013872730048873","0.0186146342534056","5"
"Complete transfer dependency","2016","vocational + Abi","37","0.0157376223953848","0.0102926032938118","0.0211826414969578","5"
"High transfer dependency","2016","higher education","65","0.0120122100025744","0.00922344171814873","0.0148009782870001","3"
"High transfer dependency","2016","middle vocational","347","0.0244929969252589","0.0215938319349925","0.0273921619155253","3"
"High transfer dependency","2016","higher vocational","20","","","","3"
"High transfer dependency","2016","general elemantary","215","0.056900756740344","0.0481483203842094","0.0656531930964787","3"
"High transfer dependency","2016","vocational + Abi","49","0.0174168723101899","0.0116936035577564","0.0231401410626234","3"
"High transfer dependency","2016","in school","44","0.0504680977258381","0.0343090121632707","0.0666271832884056","3"
"High transfer dependency","2016","inadequately","54","0.147733845398076","0.112917012323065","0.182550678473088","3"
"Low transfer dependency","2016","general elemantary","326","0.0817436214290073","0.0713921960424745","0.0920950468155401","2"
"Low transfer dependency","2016","middle vocational","834","0.0604845333200707","0.0560134691204848","0.0649555975196566","2"
"Low transfer dependency","2016","higher education","245","0.0345949960318395","0.0299167118514222","0.0392732802122569","2"
"Low transfer dependency","2016","higher vocational","51","0.0298560738326465","0.0209506685671374","0.0387614790981557","2"
"Low transfer dependency","2016","inadequately","68","0.146920952398223","0.112183485306531","0.181658419489915","2"
"Low transfer dependency","2016","vocational + Abi","170","0.0607542210154054","0.050303355500019","0.0712050865307918","2"
"Low transfer dependency","2016","in school","68","0.0733027821553919","0.0540637734451864","0.0925417908655974","2"
"No transfer dependency","2016","general elemantary","833","0.472546395065187","0.453683619309996","0.491409170820377","0"
"No transfer dependency","2016","inadequately","68","0.294021729229578","0.249317663396975","0.338725795062181","0"
"No transfer dependency","2016","middle vocational","4748","0.56500280969804","0.555704472286629","0.574301147109452","0"
"No transfer dependency","2016","higher education","2668","0.584527042464621","0.571911705109349","0.597142379819893","0"
"No transfer dependency","2016","in school","6","","","","0"
"No transfer dependency","2016","higher vocational","671","0.599052069538479","0.573407493122089","0.624696645954869","0"
"No transfer dependency","2016","vocational + Abi","615","0.47713165924754","0.455279734553094","0.498983583941987","0"
"Very high transfer dependency","2016","general elemantary","146","0.0274288417000106","0.0212578399531624","0.0335998434468587","4"
"Very high transfer dependency","2016","middle vocational","253","0.0169746081506321","0.0145518000412795","0.0193974162599847","4"
