"transab_cat","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","1992","Employed","Couple + C. GT 16 ","5","","","","3"
"High transfer dependency","1992","Employed","(Married) couple without C. ","14","","","","3"
"Low transfer dependency","1992","Not Employed","1-pers.-HH","6","","","","2"
"Low transfer dependency","1992","Not Employed","(Married) couple without C. ","40","0.0201738186723625","0.0126263452446094","0.0277212921001156","2"
"Low transfer dependency","1992","Not Employed","Single parent ","18","","","","2"
"Low transfer dependency","1992","Not Employed","Couple + C. LE 16 ","75","0.097755050289849","0.0731137952819052","0.122396305297793","2"
"Low transfer dependency","1992","Not Employed","Couple + C. GT 16 ","55","0.045065785891143","0.029860126025459","0.060271445756827","2"
"Low transfer dependency","1992","Not Employed","Couple + C. LE and GT 16","28","","","","2"
"Low transfer dependency","1992","Employed","1-pers.-HH","20","","","","2"
"Low transfer dependency","1992","Employed","(Married) couple without C. ","44","0.0196273499857566","0.013350263667185","0.0259044363043281","2"
"Low transfer dependency","1992","Employed","Single parent ","29","","","","2"
"Low transfer dependency","1992","Employed","Couple + C. LE and GT 16","42","0.0481948913684974","0.0330077536805661","0.0633820290564288","2"
"Low transfer dependency","1992","Employed","Couple + C. LE 16 ","162","0.05103896816169","0.0424667863682954","0.0596111499550845","2"
"Low transfer dependency","1992","Employed","Couple + C. GT 16 ","58","0.0196678783788578","0.0130865219852822","0.0262492347724333","2"
"No transfer dependency","1992","Not Employed","1-pers.-HH","460","0.74684720663298","0.713699414732272","0.779994998533687","0"
"No transfer dependency","1992","Not Employed","(Married) couple without C. ","1113","0.861643034417589","0.843107836773274","0.880178232061903","0"
"No transfer dependency","1992","Not Employed","Single parent ","57","0.370614077586971","0.298225589822494","0.443002565351448","0"
"No transfer dependency","1992","Not Employed","Couple + C. LE 16 ","7","","","","0"
"No transfer dependency","1992","Not Employed","Couple + C. GT 16 ","258","0.430705067666862","0.394409489411028","0.467000645922697","0"
"No transfer dependency","1992","Not Employed","Couple + C. LE and GT 16","3","","","","0"
"No transfer dependency","1992","Employed","1-pers.-HH","558","0.854198011695453","0.827212764073706","0.881183259317201","0"
"No transfer dependency","1992","Employed","(Married) couple without C. ","1527","0.83230844335752","0.815402888774193","0.849213997940847","0"
"No transfer dependency","1992","Employed","Single parent ","139","0.352162660224651","0.307481908433771","0.39684341201553","0"
"No transfer dependency","1992","Employed","Couple + C. LE 16 ","42","0.0190511079985745","0.0137263539756521","0.024375862021497","0"
"No transfer dependency","1992","Employed","Couple + C. GT 16 ","763","0.486207598872476","0.462518161553977","0.509897036190976","0"
"No transfer dependency","1992","Employed","Couple + C. LE and GT 16","17","","","","0"
"Very high transfer dependency","1992","Not Employed","1-pers.-HH","15","","","","4"
"Very high transfer dependency","1992","Not Employed","Single parent ","9","","","","4"
"Very high transfer dependency","1992","Not Employed","(Married) couple without C. ","13","","","","4"
"Very high transfer dependency","1992","Not Employed","Couple + C. LE 16 ","6","","","","4"
"Very high transfer dependency","1992","Employed","(Married) couple without C. ","1","","","","4"
"Very high transfer dependency","1992","Not Employed","Couple + C. GT 16 ","10","","","","4"
"Very high transfer dependency","1992","Not Employed","Couple + C. LE and GT 16","5","","","","4"
"Very high transfer dependency","1992","Employed","1-pers.-HH","","","","","4"
"Very high transfer dependency","1992","Employed","Couple + C. LE 16 ","7","","","","4"
"Very high transfer dependency","1992","Employed","Couple + C. GT 16 ","6","","","","4"
"Very high transfer dependency","1992","Employed","Couple + C. LE and GT 16","2","","","","4"
"Very high transfer dependency","1992","Employed","Single parent ","4","","","","4"
"Very low transfer dependency","1992","Not Employed","1-pers.-HH","154","0.193290489729704","0.163187391696913","0.223393587762494","1"
"Very low transfer dependency","1992","Not Employed","(Married) couple without C. ","127","0.0902462290152914","0.0748643468381372","0.105628111192446","1"
"Very low transfer dependency","1992","Not Employed","Single parent ","68","0.338608479620356","0.26767875691842","0.409538202322292","1"
"Very low transfer dependency","1992","Not Employed","Couple + C. LE 16 ","439","0.822410858168955","0.790701780215971","0.854119936121939","1"
"Very low transfer dependency","1992","Not Employed","Couple + C. GT 16 ","381","0.514661157272569","0.478027667580937","0.551294646964201","1"
"Very low transfer dependency","1992","Not Employed","Couple + C. LE and GT 16","240","0.873438677064968","0.834770327722964","0.912107026406972","1"
"Very low transfer dependency","1992","Employed","1-pers.-HH","71","0.104352259803465","0.0809754656484153","0.127729053958516","1"
"Very low transfer dependency","1992","Employed","(Married) couple without C. ","290","0.141319374484763","0.125556030265019","0.157082718704507","1"
"Very low transfer dependency","1992","Employed","Single parent ","254","0.553017223371351","0.506508913854851","0.599525532887851","1"
"Very low transfer dependency","1992","Employed","Couple + C. LE 16 ","2289","0.913582228910358","0.902637838113848","0.924526619706868","1"
"Very low transfer dependency","1992","Employed","Couple + C. GT 16 ","878","0.490843397525689","0.467148916411354","0.514537878640023","1"
"Very low transfer dependency","1992","Employed","Couple + C. LE and GT 16","696","0.924256655230208","0.905495052114715","0.9430182583457","1"
"Complete transfer dependency","1993","Not Employed","1-pers.-HH","22","","","","5"
"Complete transfer dependency","1993","Not Employed","(Married) couple without C. ","2","","","","5"
"Complete transfer dependency","1993","Not Employed","Single parent ","16","","","","5"
"Complete transfer dependency","1993","Not Employed","Couple + C. LE 16 ","12","","","","5"
"Complete transfer dependency","1993","Employed","(Married) couple without C. ","","","","","5"
"Complete transfer dependency","1993","Not Employed","Couple + C. GT 16 ","3","","","","5"
"Complete transfer dependency","1993","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Complete transfer dependency","1993","Employed","1-pers.-HH","","","","","5"
"Complete transfer dependency","1993","Employed","Single parent ","","","","","5"
"Complete transfer dependency","1993","Employed","Couple + C. LE 16 ","","","","","5"
"Complete transfer dependency","1993","Employed","Couple + C. GT 16 ","","","","","5"
"Complete transfer dependency","1993","Employed","Couple + C. LE and GT 16","","","","","5"
"High transfer dependency","1993","Not Employed","1-pers.-HH","10","","","","3"
"High transfer dependency","1993","Not Employed","(Married) couple without C. ","25","","","","3"
"High transfer dependency","1993","Not Employed","Single parent ","11","","","","3"
"High transfer dependency","1993","Not Employed","Couple + C. LE 16 ","33","0.0492073968707286","0.0317243339468994","0.0666904597945578","3"
"High transfer dependency","1993","Not Employed","Couple + C. GT 16 ","13","","","","3"
"High transfer dependency","1993","Not Employed","Couple + C. LE and GT 16","14","","","","3"
"High transfer dependency","1993","Employed","1-pers.-HH","12","","","","3"
"High transfer dependency","1993","Employed","Couple + C. LE and GT 16","8","","","","3"
"High transfer dependency","1993","Employed","(Married) couple without C. ","25","","","","3"
"High transfer dependency","1993","Employed","Single parent ","16","","","","3"
"High transfer dependency","1993","Employed","Couple + C. LE 16 ","38","0.0139198808177878","0.00922481847647243","0.0186149431591031","3"
"High transfer dependency","1993","Employed","Couple + C. GT 16 ","3","","","","3"
"Low transfer dependency","1993","Not Employed","(Married) couple without C. ","65","0.0280775461387529","0.0195718614158295","0.0365832308616762","2"
"Low transfer dependency","1993","Not Employed","1-pers.-HH","13","","","","2"
"Low transfer dependency","1993","Not Employed","Single parent ","21","","","","2"
"Low transfer dependency","1993","Not Employed","Couple + C. LE 16 ","97","0.110032700804365","0.0847392934093961","0.135326108199334","2"
"Low transfer dependency","1993","Not Employed","Couple + C. GT 16 ","71","0.0620764059436692","0.0443775172573741","0.0797752946299642","2"
"Low transfer dependency","1993","Not Employed","Couple + C. LE and GT 16","41","0.112899542221807","0.0778398245563678","0.147959259887247","2"
"Low transfer dependency","1993","Employed","1-pers.-HH","20","","","","2"
"Low transfer dependency","1993","Employed","(Married) couple without C. ","56","0.0229796257599801","0.0161369405052582","0.029822311014702","2"
"Low transfer dependency","1993","Employed","Single parent ","30","0.0623725057692913","0.0389357119279075","0.0858092996106751","2"
"Low transfer dependency","1993","Employed","Couple + C. LE 16 ","164","0.0530766883488058","0.0440925420295039","0.0620608346681077","2"
"Low transfer dependency","1993","Employed","Couple + C. GT 16 ","83","0.0325374054515207","0.024055903131667","0.0410189077713745","2"
"Low transfer dependency","1993","Employed","Couple + C. LE and GT 16","48","0.0501053477063824","0.0349688148888194","0.0652418805239455","2"
"No transfer dependency","1993","Not Employed","1-pers.-HH","465","0.727404255314707","0.694534158198204","0.760274352431211","0"
"No transfer dependency","1993","Not Employed","(Married) couple without C. ","1194","0.868673732973451","0.851282993751593","0.886064472195308","0"
"No transfer dependency","1993","Not Employed","Single parent ","59","0.340762439021221","0.273720848724528","0.407804029317915","0"
"No transfer dependency","1993","Not Employed","Couple + C. LE 16 ","7","","","","0"
"No transfer dependency","1993","Not Employed","Couple + C. GT 16 ","246","0.428583927776532","0.392285053948834","0.46488280160423","0"
"No transfer dependency","1993","Not Employed","Couple + C. LE and GT 16","2","","","","0"
"No transfer dependency","1993","Employed","1-pers.-HH","583","0.844113793107447","0.817164472910225","0.871063113304669","0"
"No transfer dependency","1993","Employed","(Married) couple without C. ","1513","0.846439675126607","0.829975468983058","0.862903881270157","0"
"No transfer dependency","1993","Employed","Single parent ","153","0.420322119707079","0.372484349960452","0.468159889453706","0"
"No transfer dependency","1993","Employed","Couple + C. LE 16 ","39","0.0156290873195243","0.0106584314348965","0.0205997432041521","0"
"No transfer dependency","1993","Employed","Couple + C. GT 16 ","689","0.462677115266268","0.438841799337772","0.486512431194763","0"
"No transfer dependency","1993","Employed","Couple + C. LE and GT 16","8","","","","0"
"Very high transfer dependency","1993","Not Employed","(Married) couple without C. ","17","","","","4"
"Very high transfer dependency","1993","Not Employed","1-pers.-HH","23","","","","4"
"Very high transfer dependency","1993","Not Employed","Couple + C. LE 16 ","14","","","","4"
"Very high transfer dependency","1993","Not Employed","Single parent ","14","","","","4"
"Very high transfer dependency","1993","Not Employed","Couple + C. GT 16 ","2","","","","4"
"Very high transfer dependency","1993","Not Employed","Couple + C. LE and GT 16","4","","","","4"
"Very high transfer dependency","1993","Employed","1-pers.-HH","2","","","","4"
"Very high transfer dependency","1993","Employed","(Married) couple without C. ","5","","","","4"
"Very high transfer dependency","1993","Employed","Couple + C. LE 16 ","12","","","","4"
"Very high transfer dependency","1993","Employed","Couple + C. GT 16 ","1","","","","4"
"Very high transfer dependency","1993","Employed","Couple + C. LE and GT 16","2","","","","4"
"Very high transfer dependency","1993","Employed","Single parent ","7","","","","4"
"Very low transfer dependency","1993","Not Employed","1-pers.-HH","172","0.194522434343321","0.165303450727658","0.223741417958984","1"
"Very low transfer dependency","1993","Not Employed","(Married) couple without C. ","146","0.0779490912875065","0.0641453479136005","0.0917528346614126","1"
"Very low transfer dependency","1993","Not Employed","Single parent ","71","0.340035221226884","0.273028277755674","0.407042164698095","1"
"Very low transfer dependency","1993","Not Employed","Couple + C. LE 16 ","425","0.798907017082019","0.766509926961622","0.831304107202416","1"
"Very low transfer dependency","1993","Employed","1-pers.-HH","79","0.113621872480449","0.090045121434693","0.137198623526205","1"
"Very low transfer dependency","1993","Employed","(Married) couple without C. ","243","0.118155754124395","0.103414763872091","0.132896744376699","1"
"Very low transfer dependency","1993","Employed","Single parent ","203","0.472993783658252","0.424607527248242","0.521380040068262","1"
"Very low transfer dependency","1993","Employed","Couple + C. LE 16 ","2139","0.913676216557677","0.902421646815975","0.924930786299379","1"
"Very low transfer dependency","1993","Employed","Couple + C. GT 16 ","905","0.503393526733092","0.47949207743996","0.527294976026224","1"
"Very low transfer dependency","1993","Employed","Couple + C. LE and GT 16","732","0.93036520995106","0.912705380234244","0.948025039667877","1"
"Very low transfer dependency","1993","Not Employed","Couple + C. GT 16 ","379","0.496890054899929","0.460215860011093","0.533564249788764","1"
"Very low transfer dependency","1993","Not Employed","Couple + C. LE and GT 16","252","0.858121605293211","0.819466356440276","0.896776854146147","1"
"Complete transfer dependency","1994","Not Employed","1-pers.-HH","22","","","","5"
"Complete transfer dependency","1994","Not Employed","(Married) couple without C. ","4","","","","5"
"Complete transfer dependency","1994","Not Employed","Single parent ","14","","","","5"
"Complete transfer dependency","1994","Not Employed","Couple + C. LE 16 ","20","","","","5"
"Complete transfer dependency","1994","Not Employed","Couple + C. GT 16 ","9","","","","5"
"Complete transfer dependency","1994","Not Employed","Couple + C. LE and GT 16","3","","","","5"
"Complete transfer dependency","1994","Employed","1-pers.-HH","","","","","5"
"Complete transfer dependency","1994","Employed","(Married) couple without C. ","","","","","5"
"Complete transfer dependency","1994","Employed","Single parent ","","","","","5"
"Complete transfer dependency","1994","Employed","Couple + C. LE 16 ","","","","","5"
"Complete transfer dependency","1994","Employed","Couple + C. GT 16 ","","","","","5"
"Complete transfer dependency","1994","Employed","Couple + C. LE and GT 16","","","","","5"
"High transfer dependency","1994","Not Employed","1-pers.-HH","11","","","","3"
"High transfer dependency","1994","Not Employed","(Married) couple without C. ","35","0.0165011401695591","0.010045694930968","0.0229565854081502","3"
"High transfer dependency","1994","Not Employed","Single parent ","8","","","","3"
"High transfer dependency","1994","Not Employed","Couple + C. LE 16 ","33","0.0502824344244146","0.0332722569298843","0.0672926119189449","3"
"High transfer dependency","1994","Not Employed","Couple + C. GT 16 ","16","","","","3"
"High transfer dependency","1994","Not Employed","Couple + C. LE and GT 16","14","","","","3"
"High transfer dependency","1994","Employed","1-pers.-HH","11","","","","3"
"High transfer dependency","1994","Employed","Couple + C. LE and GT 16","12","","","","3"
"High transfer dependency","1994","Employed","(Married) couple without C. ","16","","","","3"
"High transfer dependency","1994","Employed","Single parent ","6","","","","3"
"High transfer dependency","1994","Employed","Couple + C. LE 16 ","43","0.0179323019099112","0.0124839561246303","0.0233806476951922","3"
"High transfer dependency","1994","Employed","Couple + C. GT 16 ","12","","","","3"
"Low transfer dependency","1994","Not Employed","1-pers.-HH","16","","","","2"
"Low transfer dependency","1994","Not Employed","(Married) couple without C. ","62","0.0280670818564296","0.0196975903962412","0.036436573316618","2"
"Low transfer dependency","1994","Not Employed","Single parent ","18","","","","2"
"Low transfer dependency","1994","Not Employed","Couple + C. LE 16 ","101","0.12504028849318","0.0992935350848266","0.150787041901533","2"
"Low transfer dependency","1994","Not Employed","Couple + C. GT 16 ","90","0.0877463793577412","0.0674438064923165","0.108048952223166","2"
"Low transfer dependency","1994","Not Employed","Couple + C. LE and GT 16","36","0.0725691825908711","0.044055624921807","0.101082740259935","2"
"Low transfer dependency","1994","Employed","1-pers.-HH","19","","","","2"
"Low transfer dependency","1994","Employed","(Married) couple without C. ","64","0.0244337168144977","0.0174040694356817","0.0314633641933137","2"
"Low transfer dependency","1994","Employed","Single parent ","24","","","","2"
"Low transfer dependency","1994","Employed","Couple + C. LE and GT 16","48","0.0438004684486779","0.0295656648066465","0.0580352720907093","2"
"Low transfer dependency","1994","Employed","Couple + C. LE 16 ","174","0.0613571310960641","0.0515043543231209","0.0712099078690072","2"
"Low transfer dependency","1994","Employed","Couple + C. GT 16 ","62","0.0324647152797324","0.0235724987492611","0.0413569318102038","2"
"No transfer dependency","1994","Not Employed","1-pers.-HH","536","0.787435484314644","0.757489307276024","0.817381661353265","0"
"No transfer dependency","1994","Not Employed","(Married) couple without C. ","1237","0.865008982840066","0.847693084083681","0.882324881596452","0"
"No transfer dependency","1994","Not Employed","Single parent ","62","0.350487939882496","0.283520925905173","0.417454953859819","0"
"No transfer dependency","1994","Not Employed","Couple + C. LE 16 ","","","","","0"
"No transfer dependency","1994","Not Employed","Couple + C. GT 16 ","236","0.371418515836894","0.336745529820843","0.406091501852944","0"
"No transfer dependency","1994","Not Employed","Couple + C. LE and GT 16","3","","","","0"
"No transfer dependency","1994","Employed","1-pers.-HH","570","0.843802208405137","0.816495397848857","0.871109018961417","0"
"No transfer dependency","1994","Employed","(Married) couple without C. ","1517","0.855949768785541","0.839961865932995","0.871937671638087","0"
"No transfer dependency","1994","Employed","Single parent ","139","0.392132930784182","0.342652524636632","0.441613336931732","0"
"No transfer dependency","1994","Employed","Couple + C. LE 16 ","34","0.0145057430695792","0.00959696985999079","0.0194145162791676","0"
"No transfer dependency","1994","Employed","Couple + C. GT 16 ","631","0.460695759558005","0.435686844633537","0.485704674482473","0"
"No transfer dependency","1994","Employed","Couple + C. LE and GT 16","12","","","","0"
"Very high transfer dependency","1994","Not Employed","(Married) couple without C. ","15","","","","4"
"Very high transfer dependency","1994","Not Employed","1-pers.-HH","16","","","","4"
"Very high transfer dependency","1994","Not Employed","Single parent ","21","","","","4"
"Very high transfer dependency","1994","Not Employed","Couple + C. LE 16 ","19","","","","4"
"Very high transfer dependency","1994","Not Employed","Couple + C. GT 16 ","8","","","","4"
"Very high transfer dependency","1994","Not Employed","Couple + C. LE and GT 16","5","","","","4"
"Very high transfer dependency","1994","Employed","1-pers.-HH","10","","","","4"
"Very high transfer dependency","1994","Employed","(Married) couple without C. ","5","","","","4"
"Very high transfer dependency","1994","Employed","Single parent ","9","","","","4"
"Very high transfer dependency","1994","Employed","Couple + C. GT 16 ","1","","","","4"
"Very high transfer dependency","1994","Employed","Couple + C. LE and GT 16","4","","","","4"
"Very high transfer dependency","1994","Employed","Couple + C. LE 16 ","6","","","","4"
"Very low transfer dependency","1994","Not Employed","1-pers.-HH","116","0.13945488460542","0.114098215668575","0.164811553542265","1"
"Very low transfer dependency","1994","Not Employed","(Married) couple without C. ","143","0.0795501633548208","0.0658380973648381","0.0932622293448035","1"
"Very low transfer dependency","1994","Not Employed","Single parent ","72","0.353744408916056","0.286635877609453","0.420852940222659","1"
"Very low transfer dependency","1994","Not Employed","Couple + C. LE 16 ","461","0.769573797180475","0.73679488552513","0.802352708835819","1"
"Very low transfer dependency","1994","Not Employed","Couple + C. GT 16 ","387","0.512798431101189","0.47693049724087","0.548666364961508","1"
"Very low transfer dependency","1994","Not Employed","Couple + C. LE and GT 16","257","0.881102697979632","0.845528608222923","0.916676787736342","1"
"Very low transfer dependency","1994","Employed","1-pers.-HH","69","0.0990562799535174","0.0765862815208871","0.121526278386148","1"
"Very low transfer dependency","1994","Employed","(Married) couple without C. ","251","0.110631603313104","0.0963495440441028","0.124913662582105","1"
"Very low transfer dependency","1994","Employed","Single parent ","196","0.510851719793045","0.460189993379826","0.561513446206265","1"
"Very low transfer dependency","1994","Employed","Couple + C. LE 16 ","2022","0.904379612932357","0.892306297177279","0.916452928687435","1"
"Very low transfer dependency","1994","Employed","Couple + C. GT 16 ","820","0.491419673785088","0.466336824312186","0.51650252325799","1"
"Very low transfer dependency","1994","Employed","Couple + C. LE and GT 16","718","0.930873775106505","0.913229466000439","0.948518084212572","1"
"Complete transfer dependency","1995","Not Employed","1-pers.-HH","29","","","","5"
"Complete transfer dependency","1995","Not Employed","(Married) couple without C. ","16","","","","5"
"Complete transfer dependency","1995","Not Employed","Single parent ","13","","","","5"
"Complete transfer dependency","1995","Not Employed","Couple + C. LE 16 ","40","0.0729215781155641","0.0536602895909928","0.0921828666401353","5"
"Complete transfer dependency","1995","Not Employed","Couple + C. GT 16 ","6","","","","5"
"Complete transfer dependency","1995","Not Employed","Couple + C. LE and GT 16","9","","","","5"
"Complete transfer dependency","1995","Employed","1-pers.-HH","","","","","5"
"Complete transfer dependency","1995","Employed","(Married) couple without C. ","","","","","5"
"Complete transfer dependency","1995","Employed","Single parent ","","","","","5"
"Complete transfer dependency","1995","Employed","Couple + C. LE 16 ","","","","","5"
"Complete transfer dependency","1995","Employed","Couple + C. GT 16 ","","","","","5"
"Complete transfer dependency","1995","Employed","Couple + C. LE and GT 16","","","","","5"
"High transfer dependency","1995","Not Employed","1-pers.-HH","13","","","","3"
"High transfer dependency","1995","Not Employed","(Married) couple without C. ","25","","","","3"
"High transfer dependency","1995","Not Employed","Single parent ","22","","","","3"
"High transfer dependency","1995","Not Employed","Couple + C. LE 16 ","29","","","","3"
"High transfer dependency","1995","Not Employed","Couple + C. GT 16 ","17","","","","3"
"High transfer dependency","1995","Not Employed","Couple + C. LE and GT 16","23","","","","3"
"High transfer dependency","1995","Employed","1-pers.-HH","9","","","","3"
"High transfer dependency","1995","Employed","Couple + C. LE and GT 16","9","","","","3"
"High transfer dependency","1995","Employed","(Married) couple without C. ","14","","","","3"
"High transfer dependency","1995","Employed","Single parent ","12","","","","3"
"High transfer dependency","1995","Employed","Couple + C. LE 16 ","41","0.0158153409226297","0.010748457392981","0.0208822244522784","3"
"High transfer dependency","1995","Employed","Couple + C. GT 16 ","12","","","","3"
"Low transfer dependency","1995","Not Employed","1-pers.-HH","15","","","","2"
"Low transfer dependency","1995","Not Employed","(Married) couple without C. ","67","0.0301555277688314","0.0215975742081995","0.0387134813294633","2"
"Low transfer dependency","1995","Not Employed","Single parent ","19","","","","2"
"Low transfer dependency","1995","Not Employed","Couple + C. LE 16 ","88","0.107508647887944","0.0845618136046507","0.130455482171237","2"
"Low transfer dependency","1995","Not Employed","Couple + C. GT 16 ","84","0.0843394874828745","0.064659880186998","0.104019094778751","2"
"Low transfer dependency","1995","Not Employed","Couple + C. LE and GT 16","37","0.0662982226787842","0.0413807643985482","0.0912156809590203","2"
"Low transfer dependency","1995","Employed","1-pers.-HH","31","0.0503944676117745","0.03431482693855","0.0664741082849991","2"
"Low transfer dependency","1995","Employed","(Married) couple without C. ","67","0.0257379780054554","0.0187041747767306","0.0327717812341802","2"
"Low transfer dependency","1995","Employed","Single parent ","29","","","","2"
"Low transfer dependency","1995","Employed","Couple + C. LE and GT 16","44","0.037124163540248","0.0240958766661224","0.0501524504143736","2"
"Low transfer dependency","1995","Employed","Couple + C. LE 16 ","144","0.0511219673895203","0.0421771326233908","0.0600668021556499","2"
"Low transfer dependency","1995","Employed","Couple + C. GT 16 ","62","0.0358109249869238","0.0264663817750765","0.045155468198771","2"
"No transfer dependency","1995","Not Employed","1-pers.-HH","572","0.797826761940199","0.768772075389532","0.826881448490865","0"
"No transfer dependency","1995","Not Employed","(Married) couple without C. ","1274","0.863826767218653","0.846663711445092","0.880989822992213","0"
"No transfer dependency","1995","Not Employed","Single parent ","60","0.331447277476509","0.268670896633732","0.394223658319285","0"
"No transfer dependency","1995","Not Employed","Couple + C. LE 16 ","9","","","","0"
"No transfer dependency","1995","Not Employed","Couple + C. GT 16 ","253","0.3757721136046","0.341474210974167","0.410070016235034","0"
"No transfer dependency","1995","Not Employed","Couple + C. LE and GT 16","1","","","","0"
"No transfer dependency","1995","Employed","1-pers.-HH","598","0.853949438406123","0.827990855229625","0.87990802158262","0"
"No transfer dependency","1995","Employed","(Married) couple without C. ","1576","0.836980916081899","0.82057342725024","0.853388404913559","0"
"No transfer dependency","1995","Employed","Couple + C. LE 16 ","48","0.0214398163685515","0.015557238999119","0.0273223937379839","0"
"No transfer dependency","1995","Employed","Couple + C. LE and GT 16","6","","","","0"
"No transfer dependency","1995","Employed","Couple + C. GT 16 ","655","0.472132300187321","0.447027104854628","0.497237495520014","0"
"No transfer dependency","1995","Employed","Single parent ","129","0.354495753395738","0.306712821204713","0.402278685586762","0"
"Very high transfer dependency","1995","Not Employed","1-pers.-HH","24","","","","4"
"Very high transfer dependency","1995","Not Employed","(Married) couple without C. ","25","","","","4"
"Very high transfer dependency","1995","Not Employed","Single parent ","26","","","","4"
"Very high transfer dependency","1995","Not Employed","Couple + C. LE 16 ","36","0.0351784382351006","0.0215306948282723","0.0488261816419288","4"
"Very high transfer dependency","1995","Not Employed","Couple + C. GT 16 ","7","","","","4"
"Very high transfer dependency","1995","Not Employed","Couple + C. LE and GT 16","10","","","","4"
"Very high transfer dependency","1995","Employed","1-pers.-HH","5","","","","4"
"Very high transfer dependency","1995","Employed","(Married) couple without C. ","3","","","","4"
"Very high transfer dependency","1995","Employed","Single parent ","7","","","","4"
"Very high transfer dependency","1995","Employed","Couple + C. GT 16 ","3","","","","4"
"Very high transfer dependency","1995","Employed","Couple + C. LE and GT 16","4","","","","4"
"Very high transfer dependency","1995","Employed","Couple + C. LE 16 ","18","","","","4"
"Very low transfer dependency","1995","Not Employed","1-pers.-HH","81","0.0998103577586208","0.0781255851213342","0.121495130395907","1"
"Very low transfer dependency","1995","Not Employed","(Married) couple without C. ","127","0.0721945594756457","0.0592431777457535","0.0851459412055379","1"
"Very low transfer dependency","1995","Not Employed","Single parent ","76","0.345516135180244","0.28209925773894","0.408933012621549","1"
"Very low transfer dependency","1995","Not Employed","Couple + C. LE 16 ","498","0.73660962994077","0.703979581887322","0.769239677994217","1"
"Very low transfer dependency","1995","Not Employed","Couple + C. GT 16 ","399","0.504511040700006","0.469104293149131","0.53991778825088","1"
"Very low transfer dependency","1995","Not Employed","Couple + C. LE and GT 16","303","0.820737941811151","0.782323445007691","0.85915243861461","1"
"Very low transfer dependency","1995","Employed","1-pers.-HH","68","0.0770954453852922","0.0574886757536124","0.096702215016972","1"
"Very low transfer dependency","1995","Employed","(Married) couple without C. ","287","0.131115898995676","0.116123410680527","0.146108387310825","1"
"Very low transfer dependency","1995","Employed","Single parent ","208","0.548211898109811","0.49850011404677","0.597923682172851","1"
"Very low transfer dependency","1995","Employed","Couple + C. LE 16 ","2078","0.905739293378243","0.893872584262184","0.917606002494302","1"
"Very low transfer dependency","1995","Employed","Couple + C. GT 16 ","787","0.481244174852427","0.456117591395741","0.506370758309112","1"
"Very low transfer dependency","1995","Employed","Couple + C. LE and GT 16","746","0.945226712445327","0.929547428404648","0.960905996486005","1"
"Complete transfer dependency","1996","Not Employed","1-pers.-HH","28","","","","5"
"Complete transfer dependency","1996","Not Employed","(Married) couple without C. ","18","","","","5"
"Complete transfer dependency","1996","Not Employed","Single parent ","20","","","","5"
"Complete transfer dependency","1996","Not Employed","Couple + C. LE 16 ","22","","","","5"
"Complete transfer dependency","1996","Not Employed","Couple + C. GT 16 ","3","","","","5"
"Complete transfer dependency","1996","Not Employed","Couple + C. LE and GT 16","4","","","","5"
"Complete transfer dependency","1996","Employed","1-pers.-HH","","","","","5"
"Complete transfer dependency","1996","Employed","(Married) couple without C. ","","","","","5"
"Complete transfer dependency","1996","Employed","Single parent ","","","","","5"
"Complete transfer dependency","1996","Employed","Couple + C. LE 16 ","","","","","5"
"Complete transfer dependency","1996","Employed","Couple + C. GT 16 ","","","","","5"
"Complete transfer dependency","1996","Employed","Couple + C. LE and GT 16","","","","","5"
"High transfer dependency","1996","Not Employed","1-pers.-HH","16","","","","3"
"High transfer dependency","1996","Not Employed","(Married) couple without C. ","44","0.0247961490308269","0.0170042700561245","0.0325880280055294","3"
"High transfer dependency","1996","Not Employed","Single parent ","19","","","","3"
"High transfer dependency","1996","Not Employed","Couple + C. LE 16 ","31","0.0429318977591553","0.0272885500738456","0.0585752454444651","3"
"High transfer dependency","1996","Not Employed","Couple + C. GT 16 ","32","0.0308387296190596","0.0184329248549261","0.0432445343831932","3"
"High transfer dependency","1996","Not Employed","Couple + C. LE and GT 16","14","","","","3"
"High transfer dependency","1996","Employed","1-pers.-HH","10","","","","3"
"High transfer dependency","1996","Employed","(Married) couple without C. ","25","","","","3"
"High transfer dependency","1996","Employed","Single parent ","17","","","","3"
"High transfer dependency","1996","Employed","Couple + C. LE 16 ","32","0.0110790196660617","0.00675014833728307","0.0154078909948404","3"
"High transfer dependency","1996","Employed","Couple + C. LE and GT 16","19","","","","3"
"High transfer dependency","1996","Employed","Couple + C. GT 16 ","21","","","","3"
"Low transfer dependency","1996","Not Employed","1-pers.-HH","21","","","","2"
"Low transfer dependency","1996","Not Employed","Couple + C. LE 16 ","83","0.103044101832834","0.0795820846895406","0.126506118976128","2"
"Low transfer dependency","1996","Not Employed","(Married) couple without C. ","102","0.0496823809101248","0.0387946352693825","0.0605701265508671","2"
"Low transfer dependency","1996","Not Employed","Single parent ","16","","","","2"
"Low transfer dependency","1996","Not Employed","Couple + C. GT 16 ","98","0.107165479324053","0.0849686154100226","0.129362343238083","2"
"Low transfer dependency","1996","Not Employed","Couple + C. LE and GT 16","31","0.0898784492489668","0.0594775719275018","0.120279326570432","2"
