"transab_cat","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2013","college entrance qualification","East Germany","48","0.0401422339986885","0.0300318413857412","0.0502526266116358"
"High transfer dependency","2013","Other degree","West Germany","238","0.0448902663132615","0.0382372133238147","0.0515433193027083"
"High transfer dependency","2013","Other degree","East Germany","32","0.0572192619094334","0.0329557737774739","0.081482750041393"
"High transfer dependency","2013","no degree/no degree yet","West Germany","156","0.0720952124221336","0.0590797314599304","0.0851106933843368"
"High transfer dependency","2013","no degree/no degree yet","East Germany","24","","",""
"Very high transfer dependency","2013","lower secondary degree","West Germany","160","0.0129796771955099","0.0102120568260053","0.0157472975650145"
"Very high transfer dependency","2013","lower secondary degree","East Germany","79","0.0400038504441228","0.0293510925247844","0.0506566083634613"
"Very high transfer dependency","2013","secondary school degree","West Germany","86","0.0107341915174082","0.00807183264136659","0.0133965503934498"
"Very high transfer dependency","2013","secondary school degree","East Germany","122","0.0338752479032033","0.0270514830218226","0.040699012784584"
"Very high transfer dependency","2013","college entrance qualification","West Germany","61","0.00900999884472077","0.00672338317515279","0.0112966145142887"
"Very high transfer dependency","2013","college entrance qualification","East Germany","22","","",""
"Very high transfer dependency","2013","Other degree","West Germany","149","0.0309222089742327","0.025360185316664","0.0364842326318014"
"Very high transfer dependency","2013","Other degree","East Germany","36","0.0806606347026295","0.0522130430622531","0.109108226343006"
"Very high transfer dependency","2013","no degree/no degree yet","West Germany","106","0.0475717181273799","0.0368603274259423","0.0582831088288174"
"Very high transfer dependency","2013","no degree/no degree yet","East Germany","26","","",""
"Complete transfer dependency","2013","lower secondary degree","West Germany","117","0.0131073749602502","0.0103263535109155","0.0158883964095848"
"Complete transfer dependency","2013","lower secondary degree","East Germany","47","0.0443173224059302","0.0331301577945447","0.0555044870173158"
"Complete transfer dependency","2013","secondary school degree","West Germany","61","0.0150512550884273","0.0119055456840139","0.0181969644928406"
"Complete transfer dependency","2013","secondary school degree","East Germany","44","0.0165715257320093","0.0117562756637008","0.0213867758003178"
"Complete transfer dependency","2013","college entrance qualification","West Germany","37","0.00561400704520103","0.00380595824947574","0.00742205584092633"
"Complete transfer dependency","2013","college entrance qualification","East Germany","10","","",""
"Complete transfer dependency","2013","Other degree","West Germany","166","0.047151782512775","0.0403412797004121","0.053962285325138"
"Complete transfer dependency","2013","Other degree","East Germany","40","0.0783258722105878","0.0502574450352509","0.106394299385925"
"Complete transfer dependency","2013","no degree/no degree yet","West Germany","87","0.0533391756209564","0.042031439822712","0.0646469114192009"
"Complete transfer dependency","2013","no degree/no degree yet","East Germany","15","","",""
"No transfer dependency","2014","lower secondary degree","West Germany","2827","0.636653090515","0.624156138020324","0.649150043009675"
"No transfer dependency","2014","lower secondary degree","East Germany","738","0.660849740035642","0.633974187467989","0.687725292603296"
"No transfer dependency","2014","secondary school degree","West Germany","1821","0.524124780977816","0.510387258971462","0.537862302984171"
"No transfer dependency","2014","secondary school degree","East Germany","983","0.498597706555656","0.478782976461346","0.518412436649966"
"No transfer dependency","2014","college entrance qualification","West Germany","2146","0.513242151191013","0.500608754626042","0.525875547755984"
"No transfer dependency","2014","college entrance qualification","East Germany","590","0.555725581098816","0.52922001679207","0.582231145405562"
"No transfer dependency","2014","Other degree","West Germany","732","0.414819931374263","0.397046778155659","0.432593084592867"
"No transfer dependency","2014","Other degree","East Germany","68","0.349157570320896","0.294480488779599","0.403834651862193"
"No transfer dependency","2014","no degree/no degree yet","West Germany","94","0.132663076324686","0.113775275802001","0.151550876847371"
"No transfer dependency","2014","no degree/no degree yet","East Germany","10","","",""
"Very low transfer dependency","2014","lower secondary degree","West Germany","1995","0.254333875747549","0.243018570628289","0.265649180866808"
"Very low transfer dependency","2014","lower secondary degree","East Germany","190","0.146307221266649","0.126244324049487","0.166370118483811"
"Very low transfer dependency","2014","secondary school degree","West Germany","2661","0.392371432920777","0.378940311001141","0.405802554840414"
"Very low transfer dependency","2014","secondary school degree","East Germany","1011","0.349680783352908","0.330782644241062","0.368578922464755"
"Very low transfer dependency","2014","college entrance qualification","West Germany","3390","0.415467036416212","0.403011131657443","0.42792294117498"
"Very low transfer dependency","2014","college entrance qualification","East Germany","579","0.325071272793761","0.300085116088695","0.350057429498828"
"Very low transfer dependency","2014","Other degree","West Germany","1398","0.359879634785713","0.342565556687153","0.377193712884273"
"Very low transfer dependency","2014","Other degree","East Germany","90","0.227112656392522","0.179058004941906","0.275167307843138"
"Very low transfer dependency","2014","no degree/no degree yet","West Germany","706","0.559194417572577","0.531549366643189","0.586839468501965"
"Very low transfer dependency","2014","no degree/no degree yet","East Germany","89","0.454968661347671","0.380549401504034","0.529387921191309"
"Low transfer dependency","2014","lower secondary degree","West Germany","425","0.0542205716617183","0.048336622175936","0.0601045211475005"
"Low transfer dependency","2014","lower secondary degree","East Germany","100","0.0670927931291547","0.0528902170773751","0.0812953691809344"
"Low transfer dependency","2014","secondary school degree","West Germany","341","0.0410780873223951","0.0356187335538897","0.0465374410909005"
"Low transfer dependency","2014","secondary school degree","East Germany","226","0.0712469818595586","0.0610527802218368","0.0814411834972805"
"Low transfer dependency","2014","college entrance qualification","West Germany","282","0.0436797084538219","0.0385138317078116","0.0488455851998322"
"Low transfer dependency","2014","college entrance qualification","East Germany","101","0.0547917909680229","0.0426522379175365","0.0669313440185092"
"Low transfer dependency","2014","Other degree","West Germany","341","0.0877863710949331","0.0775781106676673","0.097994631522199"
"Low transfer dependency","2014","Other degree","East Germany","45","0.104485759646717","0.0694007608694893","0.139570758423946"
"Low transfer dependency","2014","no degree/no degree yet","West Germany","166","0.115901952147722","0.0980778349501707","0.133726069345273"
"Low transfer dependency","2014","no degree/no degree yet","East Germany","30","0.152794797703954","0.0990257359344565","0.206563859473452"
"High transfer dependency","2014","lower secondary degree","West Germany","208","0.0245834614518906","0.0205599195181929","0.0286070033855883"
"High transfer dependency","2014","lower secondary degree","East Germany","73","0.0478746997241209","0.0357544924325479","0.0599949070156939"
"High transfer dependency","2014","secondary school degree","West Germany","138","0.0186734308291113","0.0149498280423456","0.022397033615877"
"High transfer dependency","2014","secondary school degree","East Germany","119","0.0389899786275485","0.031318831337942","0.0466611259171549"
"High transfer dependency","2014","college entrance qualification","West Germany","102","0.0129622491092513","0.0101032794101677","0.0158212188083349"
"High transfer dependency","2014","college entrance qualification","East Germany","51","0.0433464741920312","0.0324838330146447","0.0542091153694176"
"High transfer dependency","2014","Other degree","West Germany","200","0.051899462535917","0.0438974626469362","0.0599014624248979"
"High transfer dependency","2014","Other degree","East Germany","36","0.121544277791492","0.0840656344285679","0.159022921154417"
"High transfer dependency","2014","no degree/no degree yet","West Germany","104","0.0718375960595609","0.0574595351279283","0.0862156569911935"
"High transfer dependency","2014","no degree/no degree yet","East Germany","23","","",""
"Very high transfer dependency","2014","lower secondary degree","West Germany","150","0.0151993197831584","0.0120204099923158","0.0183782295740011"
"Very high transfer dependency","2014","lower secondary degree","East Germany","47","0.0314031306763303","0.021502383581366","0.0413038777712946"
"Very high transfer dependency","2014","secondary school degree","West Germany","73","0.012041707990614","0.00904145511717096","0.015041960864057"
"Very high transfer dependency","2014","secondary school degree","East Germany","71","0.0245786447648647","0.0184425089887364","0.030714780540993"
"Very high transfer dependency","2014","college entrance qualification","West Germany","57","0.00847569617524016","0.00615861173290774","0.0107927806175726"
"Very high transfer dependency","2014","college entrance qualification","East Germany","17","","",""
"Very high transfer dependency","2014","Other degree","West Germany","163","0.0452939797921523","0.0377925338141893","0.0527954257701153"
"Very high transfer dependency","2014","Other degree","East Germany","24","","",""
"Very high transfer dependency","2014","no degree/no degree yet","West Germany","112","0.0685760908856024","0.0545035509037828","0.0826486308674219"
"Very high transfer dependency","2014","no degree/no degree yet","East Germany","11","","",""
"Complete transfer dependency","2014","lower secondary degree","West Germany","85","0.0150096808406841","0.0118503604701178","0.0181690012112505"
"Complete transfer dependency","2014","lower secondary degree","East Germany","44","0.0464724151681026","0.034522241531093","0.0584225888051121"
"Complete transfer dependency","2014","secondary school degree","West Germany","43","0.0117105599592861","0.00875135246750937","0.0146697674510628"
"Complete transfer dependency","2014","secondary school degree","East Germany","36","0.0169059048394636","0.0117968964187266","0.0220149132602006"
"Complete transfer dependency","2014","college entrance qualification","West Germany","36","0.00617315865446205","0.00419340310277872","0.00815291420614538"
"Complete transfer dependency","2014","college entrance qualification","East Germany","12","","",""
"Complete transfer dependency","2014","Other degree","West Germany","118","0.0403206204170216","0.0332245715254423","0.047416669308601"
"Complete transfer dependency","2014","Other degree","East Germany","29","","",""
"Complete transfer dependency","2014","no degree/no degree yet","West Germany","57","0.0518268670098528","0.0394834972648787","0.0641702367548269"
"Complete transfer dependency","2014","no degree/no degree yet","East Germany","9","","",""
"No transfer dependency","2015","lower secondary degree","West Germany","2723","0.65520494810136","0.642369994456351","0.66803990174637"
"No transfer dependency","2015","lower secondary degree","East Germany","697","0.646950822269923","0.61884836485924","0.675053279680607"
"No transfer dependency","2015","secondary school degree","West Germany","1831","0.54749804880762","0.533514450694743","0.561481646920498"
"No transfer dependency","2015","secondary school degree","East Germany","1011","0.526336055926776","0.50608823010868","0.546583881744871"
"No transfer dependency","2015","college entrance qualification","West Germany","2125","0.524617221350199","0.511845157399175","0.537389285301223"
"No transfer dependency","2015","college entrance qualification","East Germany","580","0.552434114988729","0.525497253031077","0.579370976946381"
"No transfer dependency","2015","Other degree","West Germany","1125","0.445330816638986","0.429266595664914","0.461395037613058"
"No transfer dependency","2015","Other degree","East Germany","107","0.457672847580028","0.406908889459763","0.508436805700292"
"No transfer dependency","2015","no degree/no degree yet","West Germany","98","0.149559287512123","0.129009367932323","0.170109207091922"
"No transfer dependency","2015","no degree/no degree yet","East Germany","12","","",""
"Very low transfer dependency","2015","lower secondary degree","West Germany","1775","0.23556325980218","0.224104179533098","0.247022340071262"
"Very low transfer dependency","2015","lower secondary degree","East Germany","190","0.167766123781226","0.145794310907436","0.189737936655016"
"Very low transfer dependency","2015","secondary school degree","West Germany","2528","0.375229613410782","0.361626879929449","0.388832346892116"
"Very low transfer dependency","2015","secondary school degree","East Germany","911","0.33381720408413","0.314693908585727","0.352940499582533"
"Very low transfer dependency","2015","college entrance qualification","West Germany","3314","0.40651792443779","0.393955838971837","0.419080009903743"
"Very low transfer dependency","2015","college entrance qualification","East Germany","554","0.314747950532537","0.289589441802012","0.339906459263062"
"Very low transfer dependency","2015","Other degree","West Germany","1619","0.348013274264781","0.332616896523619","0.363409652005942"
"Very low transfer dependency","2015","Other degree","East Germany","120","0.237473685711601","0.194114372646986","0.280832998776216"
"Very low transfer dependency","2015","no degree/no degree yet","West Germany","617","0.516334229495782","0.487539066151292","0.545129392840273"
"Very low transfer dependency","2015","no degree/no degree yet","East Germany","88","0.46338843310227","0.390132855121976","0.536644011082564"
"Low transfer dependency","2015","lower secondary degree","West Germany","368","0.0503382933621468","0.0444341225332525","0.0562424641910412"
"Low transfer dependency","2015","lower secondary degree","East Germany","83","0.0618991419495001","0.0477295239381809","0.0760687599608193"
"Low transfer dependency","2015","secondary school degree","West Germany","254","0.0308852539365958","0.0260247577465587","0.0357457501266329"
"Low transfer dependency","2015","secondary school degree","East Germany","203","0.0636561050593743","0.0537557813633347","0.0735564287554139"
"Low transfer dependency","2015","college entrance qualification","West Germany","252","0.0401752757133644","0.0351530816544676","0.0451974697722613"
"Low transfer dependency","2015","college entrance qualification","East Germany","111","0.086932247077586","0.0716699387437386","0.102194555411433"
"Low transfer dependency","2015","Other degree","West Germany","348","0.0752097766345706","0.0666854508278966","0.0837341024412445"
"Low transfer dependency","2015","Other degree","East Germany","40","0.111952855088766","0.0798249190142802","0.144080791163252"
"Low transfer dependency","2015","no degree/no degree yet","West Germany","138","0.124311997882495","0.105300662017465","0.143323333747525"
"Low transfer dependency","2015","no degree/no degree yet","East Germany","27","","",""
"High transfer dependency","2015","lower secondary degree","West Germany","186","0.0243323829587686","0.0201716631091716","0.0284931028083656"
"High transfer dependency","2015","lower secondary degree","East Germany","63","0.0363620624344694","0.0253549789521134","0.0473691459168253"
"High transfer dependency","2015","secondary school degree","West Germany","122","0.0169590334783847","0.0133315639329251","0.0205865030238443"
"High transfer dependency","2015","secondary school degree","East Germany","98","0.0313848138850228","0.02431436336367","0.0384552644063756"
"High transfer dependency","2015","college entrance qualification","West Germany","97","0.01576546156258","0.0125796452172088","0.0189512779079512"
"High transfer dependency","2015","college entrance qualification","East Germany","40","0.0212364460581378","0.013426319313302","0.0290465728029735"
"High transfer dependency","2015","Other degree","West Germany","226","0.0504969752003066","0.0434194384263839","0.0575745119742292"
"High transfer dependency","2015","Other degree","East Germany","40","0.0731127748660677","0.0465876577085056","0.0996378920236299"
"High transfer dependency","2015","no degree/no degree yet","West Germany","111","0.0987540432937506","0.081563859534625","0.115944227052876"
"High transfer dependency","2015","no degree/no degree yet","East Germany","22","","",""
"Very high transfer dependency","2015","lower secondary degree","West Germany","103","0.0114017715296736","0.00853481380529411","0.0142687292540531"
"Very high transfer dependency","2015","lower secondary degree","East Germany","37","0.0361257790662513","0.0251531713003362","0.0470983868321663"
"Very high transfer dependency","2015","secondary school degree","West Germany","84","0.0165096951481016","0.0129297861539861","0.0200896041422171"
"Very high transfer dependency","2015","secondary school degree","East Germany","69","0.026869104021965","0.02031182151509","0.0334263865288399"
"Very high transfer dependency","2015","college entrance qualification","West Germany","57","0.00636351423578255","0.00432984478097599","0.0083971836905891"
"Very high transfer dependency","2015","college entrance qualification","East Germany","19","","",""
"Very high transfer dependency","2015","Other degree","West Germany","175","0.0391934689833001","0.03292117939258","0.0454657585740202"
"Very high transfer dependency","2015","Other degree","East Germany","32","0.0544637183572385","0.0313409423510541","0.0775864943634229"
"Very high transfer dependency","2015","no degree/no degree yet","West Germany","96","0.0498498943734003","0.0373095447932847","0.0623902439535159"
"Very high transfer dependency","2015","no degree/no degree yet","East Germany","16","","",""
"Complete transfer dependency","2015","lower secondary degree","West Germany","113","0.0231593442458705","0.0190977157231128","0.0272209727686282"
"Complete transfer dependency","2015","lower secondary degree","East Germany","41","0.0508960704986296","0.0379722750991953","0.0638198658980639"
"Complete transfer dependency","2015","secondary school degree","West Germany","48","0.0129183552185152","0.00974588490350749","0.0160908255335229"
"Complete transfer dependency","2015","secondary school degree","East Germany","44","0.0179367170227326","0.0125546030883128","0.0233188309571523"
"Complete transfer dependency","2015","college entrance qualification","West Germany","28","","",""
"Complete transfer dependency","2015","college entrance qualification","East Germany","5","","",""
"Complete transfer dependency","2015","Other degree","West Germany","184","0.041755688278056","0.0352902611011631","0.0482211154549489"
"Complete transfer dependency","2015","Other degree","East Germany","31","0.0653241183962984","0.0401465070218764","0.0905017297707204"
"Complete transfer dependency","2015","no degree/no degree yet","West Germany","97","0.0611905474424487","0.04737995504725","0.0750011398376475"
"Complete transfer dependency","2015","no degree/no degree yet","East Germany","13","","",""
"No transfer dependency","2016","lower secondary degree","West Germany","2537","0.645484965441984","0.632009587823397","0.658960343060571"
"No transfer dependency","2016","lower secondary degree","East Germany","614","0.646877678431031","0.617314242809348","0.676441114052715"
"No transfer dependency","2016","secondary school degree","West Germany","1727","0.536679396522934","0.522010285803398","0.55134850724247"
"No transfer dependency","2016","secondary school degree","East Germany","986","0.517124676692896","0.496229396472286","0.538019956913505"
"No transfer dependency","2016","college entrance qualification","West Germany","2010","0.513265672972985","0.500028543447677","0.526502802498292"
"No transfer dependency","2016","college entrance qualification","East Germany","583","0.545385822246591","0.518000387466184","0.572771257026998"
"No transfer dependency","2016","Other degree","West Germany","851","0.457030276002098","0.439090547905713","0.474970004098483"
"No transfer dependency","2016","Other degree","East Germany","72","0.467353958857662","0.411082660707385","0.523625257007939"
"No transfer dependency","2016","no degree/no degree yet","West Germany","88","0.159512499924896","0.137042089997331","0.181982909852461"
"No transfer dependency","2016","no degree/no degree yet","East Germany","13","","",""
"Very low transfer dependency","2016","lower secondary degree","West Germany","1602","0.24715708950074","0.235005886722673","0.259308292278806"
"Very low transfer dependency","2016","lower secondary degree","East Germany","194","0.177932726036899","0.154275553863965","0.201589898209832"
"Very low transfer dependency","2016","secondary school degree","West Germany","2228","0.374065262282462","0.359830712510778","0.388299812054147"
"Very low transfer dependency","2016","secondary school degree","East Germany","864","0.341107594304421","0.321283835372938","0.360931353235905"
"Very low transfer dependency","2016","college entrance qualification","West Germany","3090","0.420016068572572","0.406944802528873","0.433087334616272"
"Very low transfer dependency","2016","college entrance qualification","East Germany","550","0.342177319272072","0.316084184228517","0.368270454315627"
"Very low transfer dependency","2016","Other degree","West Germany","1333","0.329990192083522","0.313056694893687","0.346923689273357"
"Very low transfer dependency","2016","Other degree","East Germany","103","0.25518526897361","0.206015683325759","0.304354854621461"
"Very low transfer dependency","2016","no degree/no degree yet","West Germany","561","0.532787699170981","0.502169317383657","0.563406080958305"
"Very low transfer dependency","2016","no degree/no degree yet","East Germany","93","0.49906426127931","0.422069739205227","0.576058783353394"
"Low transfer dependency","2016","lower secondary degree","West Germany","336","0.0508603254632378","0.044671115999391","0.0570495349270847"
"Low transfer dependency","2016","lower secondary degree","East Germany","80","0.0684822817869066","0.0528592287986401","0.0841053347751732"
"Low transfer dependency","2016","secondary school degree","West Germany","263","0.0452155698794916","0.0391033047095794","0.0513278350494038"
"Low transfer dependency","2016","secondary school degree","East Germany","192","0.0775444023977755","0.0663608178709266","0.0887279869246244"
"Low transfer dependency","2016","college entrance qualification","West Germany","228","0.03851084725201","0.0334147177963152","0.0436069767077049"
"Low transfer dependency","2016","college entrance qualification","East Germany","95","0.0747552042277111","0.0602909757878061","0.0892194326676161"
"Low transfer dependency","2016","Other degree","West Germany","341","0.0901289113172551","0.0798160884294532","0.100441734205057"
"Low transfer dependency","2016","Other degree","East Germany","47","0.114814611829277","0.0788595269223015","0.150769696736253"
"Low transfer dependency","2016","no degree/no degree yet","West Germany","133","0.111456191681765","0.092143645849557","0.130768737513974"
"Low transfer dependency","2016","no degree/no degree yet","East Germany","13","","",""
"High transfer dependency","2016","lower secondary degree","West Germany","164","0.0262527859062371","0.0217488587051424","0.0307567131073318"
"High transfer dependency","2016","lower secondary degree","East Germany","46","0.0348998157893464","0.0235476427810047","0.0462519887976882"
"High transfer dependency","2016","secondary school degree","West Germany","99","0.0175666081357719","0.0137020394290592","0.0214311768424846"
"High transfer dependency","2016","secondary school degree","East Germany","80","0.0329943578735794","0.0255252727863545","0.0404634429608044"
"High transfer dependency","2016","college entrance qualification","West Germany","74","0.0165324206509772","0.0131554680269427","0.0199093732750117"
"High transfer dependency","2016","college entrance qualification","East Germany","21","","",""
"High transfer dependency","2016","Other degree","West Germany","166","0.0438459006221546","0.036472225361644","0.0512195758826651"
"High transfer dependency","2016","Other degree","East Germany","29","","",""
"High transfer dependency","2016","no degree/no degree yet","West Germany","87","0.0816800049420315","0.0648725133338942","0.0984874965501689"
"High transfer dependency","2016","no degree/no degree yet","East Germany","18","","",""
"Very high transfer dependency","2016","lower secondary degree","West Germany","119","0.0134501569464851","0.0102052388336455","0.0166950750593248"
"Very high transfer dependency","2016","lower secondary degree","East Germany","35","0.0268551949760405","0.0168555605320622","0.0368548294200188"
"Very high transfer dependency","2016","secondary school degree","West Germany","78","0.0120741726942032","0.00886127882557919","0.0152870665628273"
"Very high transfer dependency","2016","secondary school degree","East Germany","52","0.0209050160174705","0.014922681036593","0.026887350998348"
"Very high transfer dependency","2016","college entrance qualification","West Germany","52","0.00703866846637572","0.00482461479998529","0.00925272213276614"
"Very high transfer dependency","2016","college entrance qualification","East Germany","16","","",""
"Very high transfer dependency","2016","Other degree","West Germany","146","0.0421773370577255","0.0349390184343482","0.0494156556811028"
"Very high transfer dependency","2016","Other degree","East Germany","21","","",""
"Very high transfer dependency","2016","no degree/no degree yet","West Germany","92","0.0712468605588846","0.0554605363191146","0.0870331847986545"
"Very high transfer dependency","2016","no degree/no degree yet","East Germany","14","","",""
"Complete transfer dependency","2016","lower secondary degree","West Germany","83","0.0167946767413162","0.0131748441586802","0.0204145093239522"
"Complete transfer dependency","2016","lower secondary degree","East Germany","35","0.0449523029797763","0.0321357942232304","0.0577688117363223"
"Complete transfer dependency","2016","secondary school degree","West Germany","44","0.0143989904851373","0.0108945223883901","0.0179034585818846"
"Complete transfer dependency","2016","secondary school degree","East Germany","23","","",""
"Complete transfer dependency","2016","college entrance qualification","West Germany","23","","",""
"Complete transfer dependency","2016","college entrance qualification","East Germany","5","","",""
"Complete transfer dependency","2016","Other degree","West Germany","125","0.0368273829172451","0.0300448321016446","0.0436099337328455"
"Complete transfer dependency","2016","Other degree","East Germany","30","0.0525577959560884","0.0273903262172406","0.0777252656949363"
"Complete transfer dependency","2016","no degree/no degree yet","West Germany","59","0.043316743721441","0.0308239378187883","0.0558095496240937"
"Complete transfer dependency","2016","no degree/no degree yet","East Germany","11","","",""
"No transfer dependency","2017","lower secondary degree","West Germany","2715","0.659988635608921","0.646937603216807","0.673039668001035"
"No transfer dependency","2017","lower secondary degree","East Germany","598","0.658671555937245","0.629544613523556","0.687798498350934"
"No transfer dependency","2017","secondary school degree","West Germany","2085","0.56365253863895","0.550025656483189","0.577279420794712"
"No transfer dependency","2017","secondary school degree","East Germany","1229","0.558207217641166","0.538829773313902","0.57758466196843"
"No transfer dependency","2017","college entrance qualification","West Germany","2418","0.512404808916938","0.500185505122242","0.524624112711634"
"No transfer dependency","2017","college entrance qualification","East Germany","651","0.553217456693868","0.527592686432179","0.578842226955558"
"No transfer dependency","2017","Other degree","West Germany","800","0.421141119967713","0.405293936963378","0.436988302972047"
"No transfer dependency","2017","Other degree","East Germany","78","0.366109324609296","0.324176251805199","0.408042397413394"
"No transfer dependency","2017","no degree/no degree yet","West Germany","121","0.159238797351568","0.141996869824642","0.176480724878493"
"No transfer dependency","2017","no degree/no degree yet","East Germany","21","","",""
"Very low transfer dependency","2017","lower secondary degree","West Germany","1626","0.233108594793154","0.221459933947634","0.244757255638674"
"Very low transfer dependency","2017","lower secondary degree","East Germany","201","0.15973057484986","0.137225652960146","0.182235496739575"
"Very low transfer dependency","2017","secondary school degree","West Germany","2475","0.361957078278537","0.34875239392595","0.375161762631123"
"Very low transfer dependency","2017","secondary school degree","East Germany","943","0.316565955990173","0.298416238299199","0.334715673681147"
"Very low transfer dependency","2017","college entrance qualification","West Germany","3600","0.42931976348199","0.417219439070524","0.441420087893456"
"Very low transfer dependency","2017","college entrance qualification","East Germany","649","0.353141860505987","0.328507399269301","0.377776321742674"
"Very low transfer dependency","2017","Other degree","West Germany","1320","0.352221054569243","0.33688996680034","0.367552142338146"
"Very low transfer dependency","2017","Other degree","East Germany","130","0.278947801242736","0.23990967758926","0.317985924896212"
"Very low transfer dependency","2017","no degree/no degree yet","West Germany","643","0.522699275925157","0.499162496612229","0.546236055238085"
"Very low transfer dependency","2017","no degree/no degree yet","East Germany","111","0.46819370170278","0.414918799348655","0.521468604056905"
"Low transfer dependency","2017","lower secondary degree","West Germany","340","0.0478480365903702","0.0419675249122981","0.0537285482684424"
"Low transfer dependency","2017","lower secondary degree","East Germany","83","0.0662450013904019","0.0509669759575989","0.0815230268232048"
"Low transfer dependency","2017","secondary school degree","West Germany","296","0.0364283048367044","0.0312803344754171","0.0415762751979917"
"Low transfer dependency","2017","secondary school degree","East Germany","170","0.0626684802603717","0.0532113219750872","0.0721256385456561"
"Low transfer dependency","2017","college entrance qualification","West Germany","235","0.0329559382745862","0.0285917836593328","0.0373200928898396"
"Low transfer dependency","2017","college entrance qualification","East Germany","89","0.0491209761500607","0.0379816204389143","0.0602603318612071"
"Low transfer dependency","2017","Other degree","West Germany","326","0.0878723552910554","0.0787856625669733","0.0969590480151374"
"Low transfer dependency","2017","Other degree","East Germany","65","0.153852056893711","0.122445602032916","0.185258511754507"
"Low transfer dependency","2017","no degree/no degree yet","West Germany","152","0.0989134408238181","0.084845324518665","0.112981557128971"
"Low transfer dependency","2017","no degree/no degree yet","East Germany","30","0.0928716454324349","0.0618825369932589","0.123860753871611"
"High transfer dependency","2017","lower secondary degree","West Germany","179","0.0274615090657014","0.0229590940804623","0.0319639240509406"
"High transfer dependency","2017","lower secondary degree","East Germany","64","0.0366904611087873","0.0251417446892297","0.0482391775283448"
"High transfer dependency","2017","secondary school degree","West Germany","107","0.0141861313419906","0.0109367252546661","0.0174355374293151"
"High transfer dependency","2017","secondary school degree","East Germany","96","0.0304072531488424","0.0237072849759487","0.0371072213217362"
"High transfer dependency","2017","college entrance qualification","West Germany","90","0.0135240891717216","0.0107004616125517","0.0163477167308916"
"High transfer dependency","2017","college entrance qualification","East Germany","32","0.0256306156596135","0.0174853495318781","0.033775881787349"
"High transfer dependency","2017","Other degree","West Germany","265","0.0592198261245555","0.0516440079708328","0.0667956442782782"
"High transfer dependency","2017","Other degree","East Germany","34","0.040241675409019","0.0231350997682506","0.0573482510497874"
"High transfer dependency","2017","no degree/no degree yet","West Germany","127","0.0715467033822797","0.0594016372306811","0.0836917695338784"
"High transfer dependency","2017","no degree/no degree yet","East Germany","26","","",""
"Very high transfer dependency","2017","lower secondary degree","West Germany","110","0.0155252097125689","0.0121191601772124","0.0189312592479254"
"Very high transfer dependency","2017","lower secondary degree","East Germany","29","","",""
"Very high transfer dependency","2017","secondary school degree","West Germany","74","0.0121996070823579","0.0091832548214894","0.0152159593432265"
"Very high transfer dependency","2017","secondary school degree","East Germany","48","0.0156928635173769","0.01084326393615","0.0205424630986037"
"Very high transfer dependency","2017","college entrance qualification","West Germany","45","0.00549834739199427","0.00369063639773955","0.00730605838624899"
"Very high transfer dependency","2017","college entrance qualification","East Germany","19","","",""
"Very high transfer dependency","2017","Other degree","West Germany","213","0.0339682636527106","0.028154139914975","0.0397823873904463"
"Very high transfer dependency","2017","Other degree","East Germany","48","0.0721397959456459","0.0496195649829155","0.0946600269083763"
"Very high transfer dependency","2017","no degree/no degree yet","West Germany","136","0.0674078269659965","0.055593034808414","0.0792226191235791"
"Very high transfer dependency","2017","no degree/no degree yet","East Germany","29","","",""
"Complete transfer dependency","2017","lower secondary degree","West Germany","91","0.0160680142292842","0.0126038891426123","0.0195321393159561"
"Complete transfer dependency","2017","lower secondary degree","East Germany","43","0.0598371579467431","0.0452671019033251","0.0744072139901612"
"Complete transfer dependency","2017","secondary school degree","West Germany","51","0.0115763398214597","0.00863712222151603","0.0145155574214035"
"Complete transfer dependency","2017","secondary school degree","East Germany","37","0.0164582294420699","0.011493707592094","0.0214227512920458"
"Complete transfer dependency","2017","college entrance qualification","West Germany","40","0.00629705276277039","0.00436327254994336","0.00823083297559741"
"Complete transfer dependency","2017","college entrance qualification","East Germany","6","","",""
"Complete transfer dependency","2017","Other degree","West Germany","805","0.0455773803947227","0.0388832072513739","0.0522715535380715"
"Complete transfer dependency","2017","Other degree","East Germany","152","0.0887093458995916","0.063960368561149","0.113458323238034"
"Complete transfer dependency","2017","no degree/no degree yet","West Germany","551","0.0801939555511811","0.0673959001219162","0.0929920109804459"
"Complete transfer dependency","2017","no degree/no degree yet","East Germany","120","0.0944086234810795","0.0631906208794357","0.125626626082723"
"No transfer dependency","2018","lower secondary degree","West Germany","2575","0.65755797720902","0.644067580031239","0.671048374386802"
"No transfer dependency","2018","lower secondary degree","East Germany","560","0.656512310356959","0.626628274465883","0.686396346248035"
"No transfer dependency","2018","secondary school degree","West Germany","1963","0.557852600995797","0.543798388999479","0.571906812992114"
"No transfer dependency","2018","secondary school degree","East Germany","1233","0.583546921961653","0.564070318884775","0.603023525038531"
"No transfer dependency","2018","college entrance qualification","West Germany","2389","0.518644403187985","0.506220293557472","0.531068512818498"
"No transfer dependency","2018","college entrance qualification","East Germany","630","0.531510297706157","0.505417791520218","0.557602803892095"
"No transfer dependency","2018","Other degree","West Germany","812","0.439682980690746","0.424521403121688","0.454844558259804"
