"transab_cat","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1985","Part Time","West Germany","45","0.0264680918805123","0.0190276154420442","0.0339085683189803"
"High transfer dependency","1985","Part Time","East Germany","","","",""
"High transfer dependency","1985","Not Working","West Germany","79","0.0153632278584223","0.0116021516367651","0.0191243040800795"
"High transfer dependency","1985","Not Working","East Germany","","","",""
"Very high transfer dependency","1985","Full Time","West Germany","","","",""
"Very high transfer dependency","1985","Full Time","East Germany","","","",""
"Very high transfer dependency","1985","Part Time","West Germany","10","","",""
"Very high transfer dependency","1985","Part Time","East Germany","","","",""
"Very high transfer dependency","1985","Not Working","West Germany","61","0.014549360800796","0.0108877492600998","0.0182109723414921"
"Very high transfer dependency","1985","Not Working","East Germany","","","",""
"Complete transfer dependency","1985","Full Time","West Germany","","","",""
"Complete transfer dependency","1985","Full Time","East Germany","","","",""
"Complete transfer dependency","1985","Part Time","West Germany","","","",""
"Complete transfer dependency","1985","Part Time","East Germany","","","",""
"Complete transfer dependency","1985","Not Working","West Germany","100","0.0201376536107219","0.0158420930997265","0.0244332141217172"
"Complete transfer dependency","1985","Not Working","East Germany","","","",""
"No transfer dependency","1986","Full Time","West Germany","1889","0.483396123907361","0.468969153233182","0.49782309458154"
"No transfer dependency","1986","Full Time","East Germany","","","",""
"No transfer dependency","1986","Part Time","West Germany","459","0.296096703283478","0.274688761052806","0.31750464551415"
"No transfer dependency","1986","Part Time","East Germany","","","",""
"No transfer dependency","1986","Not Working","West Germany","1669","0.576786617247237","0.561104598374024","0.592468636120449"
"No transfer dependency","1986","Not Working","East Germany","","","",""
"Very low transfer dependency","1986","Full Time","West Germany","2640","0.502546806793878","0.488112062086605","0.516981551501151"
"Very low transfer dependency","1986","Full Time","East Germany","","","",""
"Very low transfer dependency","1986","Part Time","West Germany","1124","0.608280151447185","0.585390390862805","0.631169912031566"
"Very low transfer dependency","1986","Part Time","East Germany","","","",""
"Very low transfer dependency","1986","Not Working","West Germany","1782","0.346895600749368","0.331787655959615","0.362003545539121"
"Very low transfer dependency","1986","Not Working","East Germany","","","",""
"Low transfer dependency","1986","Full Time","West Germany","72","0.01263518399209","0.00941059515738446","0.0158597728267955"
"Low transfer dependency","1986","Full Time","East Germany","","","",""
"Low transfer dependency","1986","Part Time","West Germany","108","0.0623762965942693","0.0510359658621905","0.0737166273263481"
"Low transfer dependency","1986","Part Time","East Germany","","","",""
"Low transfer dependency","1986","Not Working","West Germany","149","0.0281346181934569","0.0228860812599146","0.0333831551269993"
"Low transfer dependency","1986","Not Working","East Germany","","","",""
"High transfer dependency","1986","Full Time","West Germany","6","","",""
"High transfer dependency","1986","Full Time","East Germany","","","",""
"High transfer dependency","1986","Part Time","West Germany","45","0.0276069232009848","0.0199239101461436","0.0352899362558259"
"High transfer dependency","1986","Part Time","East Germany","","","",""
"High transfer dependency","1986","Not Working","West Germany","71","0.0143621707156055","0.0105857235550032","0.0181386178762079"
"High transfer dependency","1986","Not Working","East Germany","","","",""
"Very high transfer dependency","1986","Full Time","West Germany","2","","",""
"Very high transfer dependency","1986","Full Time","East Germany","","","",""
"Very high transfer dependency","1986","Part Time","West Germany","11","","",""
"Very high transfer dependency","1986","Part Time","East Germany","","","",""
"Very high transfer dependency","1986","Not Working","West Germany","55","0.013233062133613","0.00960602368711036","0.0168601005801156"
"Very high transfer dependency","1986","Not Working","East Germany","","","",""
"Complete transfer dependency","1986","Full Time","West Germany","","","",""
"Complete transfer dependency","1986","Full Time","East Germany","","","",""
"Complete transfer dependency","1986","Part Time","West Germany","","","",""
"Complete transfer dependency","1986","Part Time","East Germany","","","",""
"Complete transfer dependency","1986","Not Working","West Germany","87","0.0205879309607199","0.0160807627588281","0.0250950991626118"
"Complete transfer dependency","1986","Not Working","East Germany","","","",""
"No transfer dependency","1987","Full Time","West Germany","1929","0.500918430564487","0.48645840236261","0.515378458766364"
"No transfer dependency","1987","Full Time","East Germany","","","",""
"No transfer dependency","1987","Part Time","West Germany","449","0.313705413799653","0.291891203366912","0.335519624232393"
"No transfer dependency","1987","Part Time","East Germany","","","",""
"No transfer dependency","1987","Not Working","West Germany","1646","0.59543450168394","0.579557542872839","0.61131146049504"
"No transfer dependency","1987","Not Working","East Germany","","","",""
"Very low transfer dependency","1987","Full Time","West Germany","2581","0.482443222582219","0.467992087081","0.496894358083438"
"Very low transfer dependency","1987","Full Time","East Germany","","","",""
"Very low transfer dependency","1987","Part Time","West Germany","1135","0.602381524687687","0.579372812877402","0.625390236497971"
"Very low transfer dependency","1987","Part Time","East Germany","","","",""
"Very low transfer dependency","1987","Not Working","West Germany","1669","0.325048193164066","0.30989632583188","0.340200060496251"
"Very low transfer dependency","1987","Not Working","East Germany","","","",""
"Low transfer dependency","1987","Full Time","West Germany","71","0.013680600622397","0.0103212043326266","0.0170399969121674"
"Low transfer dependency","1987","Full Time","East Germany","","","",""
"Low transfer dependency","1987","Part Time","West Germany","104","0.0555687865925657","0.0447985851129332","0.0663389880721982"
"Low transfer dependency","1987","Part Time","East Germany","","","",""
"Low transfer dependency","1987","Not Working","West Germany","167","0.0362019099232406","0.0301594375818586","0.0422443822646226"
"Low transfer dependency","1987","Not Working","East Germany","","","",""
"High transfer dependency","1987","Full Time","West Germany","10","","",""
"High transfer dependency","1987","Full Time","East Germany","","","",""
"High transfer dependency","1987","Part Time","West Germany","39","0.0212299357763825","0.0144529295582778","0.0280069419944873"
"High transfer dependency","1987","Part Time","East Germany","","","",""
"High transfer dependency","1987","Not Working","West Germany","64","0.0114023134406362","0.00796782403297683","0.0148368028482956"
"High transfer dependency","1987","Not Working","East Germany","","","",""
"Very high transfer dependency","1987","Full Time","West Germany","2","","",""
"Very high transfer dependency","1987","Full Time","East Germany","","","",""
"Very high transfer dependency","1987","Part Time","West Germany","11","","",""
"Very high transfer dependency","1987","Part Time","East Germany","","","",""
"Very high transfer dependency","1987","Not Working","West Germany","51","0.0140117731013743","0.010209543738133","0.0178140024646156"
"Very high transfer dependency","1987","Not Working","East Germany","","","",""
"Complete transfer dependency","1987","Full Time","West Germany","","","",""
"Complete transfer dependency","1987","Full Time","East Germany","","","",""
"Complete transfer dependency","1987","Part Time","West Germany","","","",""
"Complete transfer dependency","1987","Part Time","East Germany","","","",""
"Complete transfer dependency","1987","Not Working","West Germany","74","0.0179013086867438","0.013612113048338","0.0221905043251496"
"Complete transfer dependency","1987","Not Working","East Germany","","","",""
"No transfer dependency","1988","Full Time","West Germany","1853","0.525403142018854","0.510450011568238","0.540356272469469"
"No transfer dependency","1988","Full Time","East Germany","","","",""
"No transfer dependency","1988","Part Time","West Germany","468","0.336639623277145","0.314505496273035","0.358773750281255"
"No transfer dependency","1988","Part Time","East Germany","","","",""
"No transfer dependency","1988","Not Working","West Germany","1586","0.609516183640605","0.59321335326163","0.625819014019581"
"No transfer dependency","1988","Not Working","East Germany","","","",""
"Very low transfer dependency","1988","Full Time","West Germany","2359","0.459306532114403","0.444383735074776","0.47422932915403"
"Very low transfer dependency","1988","Full Time","East Germany","","","",""
"Very low transfer dependency","1988","Part Time","West Germany","1146","0.588521970009274","0.56547256686563","0.611571373152917"
"Very low transfer dependency","1988","Part Time","East Germany","","","",""
"Very low transfer dependency","1988","Not Working","West Germany","1532","0.316994650753846","0.301445492306971","0.332543809200722"
"Very low transfer dependency","1988","Not Working","East Germany","","","",""
"Low transfer dependency","1988","Full Time","West Germany","65","0.0135372858887458","0.0100768604372082","0.0169977113402835"
"Low transfer dependency","1988","Full Time","East Germany","","","",""
"Low transfer dependency","1988","Part Time","West Germany","94","0.0506636839030129","0.0403914843396286","0.0609358834663973"
"Low transfer dependency","1988","Part Time","East Germany","","","",""
"Low transfer dependency","1988","Not Working","West Germany","144","0.0283531421059849","0.022806582399993","0.0338997018119768"
"Low transfer dependency","1988","Not Working","East Germany","","","",""
"High transfer dependency","1988","Full Time","West Germany","5","","",""
"High transfer dependency","1988","Full Time","East Germany","","","",""
"High transfer dependency","1988","Part Time","West Germany","29","","",""
"High transfer dependency","1988","Part Time","East Germany","","","",""
"High transfer dependency","1988","Not Working","West Germany","51","0.0121912473706518","0.00852409144363904","0.0158584032976645"
"High transfer dependency","1988","Not Working","East Germany","","","",""
"Very high transfer dependency","1988","Full Time","West Germany","2","","",""
"Very high transfer dependency","1988","Full Time","East Germany","","","",""
"Very high transfer dependency","1988","Part Time","West Germany","14","","",""
"Very high transfer dependency","1988","Part Time","East Germany","","","",""
"Very high transfer dependency","1988","Not Working","West Germany","60","0.0166782854917197","0.0123987918406649","0.0209577791427745"
"Very high transfer dependency","1988","Not Working","East Germany","","","",""
"Complete transfer dependency","1988","Full Time","West Germany","","","",""
"Complete transfer dependency","1988","Full Time","East Germany","","","",""
"Complete transfer dependency","1988","Part Time","West Germany","","","",""
"Complete transfer dependency","1988","Part Time","East Germany","","","",""
"Complete transfer dependency","1988","Not Working","West Germany","67","0.0162664906371922","0.0120392736991449","0.0204937075752395"
"Complete transfer dependency","1988","Not Working","East Germany","","","",""
"No transfer dependency","1989","Full Time","West Germany","1904","0.535691332624129","0.520711534255514","0.550671130992743"
"No transfer dependency","1989","Full Time","East Germany","","","",""
"No transfer dependency","1989","Part Time","West Germany","441","0.329099558415663","0.306168526648695","0.352030590182632"
"No transfer dependency","1989","Part Time","East Germany","","","",""
"No transfer dependency","1989","Not Working","West Germany","1524","0.606502975599222","0.589862884679273","0.62314306651917"
"No transfer dependency","1989","Not Working","East Germany","","","",""
"Very low transfer dependency","1989","Full Time","West Germany","2281","0.450080392864274","0.435137320084048","0.465023465644499"
"Very low transfer dependency","1989","Full Time","East Germany","","","",""
"Very low transfer dependency","1989","Part Time","West Germany","1038","0.591200780682119","0.567209499783651","0.615192061580586"
"Very low transfer dependency","1989","Part Time","East Germany","","","",""
"Very low transfer dependency","1989","Not Working","West Germany","1465","0.316595006952844","0.300751197706038","0.332438816199649"
"Very low transfer dependency","1989","Not Working","East Germany","","","",""
"Low transfer dependency","1989","Full Time","West Germany","62","0.0116926990137579","0.00846384321678557","0.0149215548107303"
"Low transfer dependency","1989","Full Time","East Germany","","","",""
"Low transfer dependency","1989","Part Time","West Germany","91","0.0474128456268918","0.0370415914379344","0.0577840998158491"
"Low transfer dependency","1989","Part Time","East Germany","","","",""
"Low transfer dependency","1989","Not Working","West Germany","137","0.0267958132027614","0.0212952905729307","0.0322963358325922"
"Low transfer dependency","1989","Not Working","East Germany","","","",""
"High transfer dependency","1989","Full Time","West Germany","10","","",""
"High transfer dependency","1989","Full Time","East Germany","","","",""
"High transfer dependency","1989","Part Time","West Germany","34","0.0288155019995127","0.0206516546961497","0.0369793493028758"
"High transfer dependency","1989","Part Time","East Germany","","","",""
"High transfer dependency","1989","Not Working","West Germany","58","0.0136938341046052","0.00973527707701261","0.0176523911321978"
"High transfer dependency","1989","Not Working","East Germany","","","",""
"Very high transfer dependency","1989","Full Time","West Germany","1","","",""
"Very high transfer dependency","1989","Full Time","East Germany","","","",""
"Very high transfer dependency","1989","Part Time","West Germany","9","","",""
"Very high transfer dependency","1989","Part Time","East Germany","","","",""
"Very high transfer dependency","1989","Not Working","West Germany","46","0.013599971475873","0.00965481677818612","0.0175451261735599"
"Very high transfer dependency","1989","Not Working","East Germany","","","",""
"Complete transfer dependency","1989","Full Time","West Germany","","","",""
"Complete transfer dependency","1989","Full Time","East Germany","","","",""
"Complete transfer dependency","1989","Part Time","West Germany","","","",""
"Complete transfer dependency","1989","Part Time","East Germany","","","",""
"Complete transfer dependency","1989","Not Working","West Germany","81","0.0228123986646953","0.0177267898527645","0.0278980074766262"
"Complete transfer dependency","1989","Not Working","East Germany","","","",""
"No transfer dependency","1990","Full Time","West Germany","1953","0.563574907132183","0.548409168950957","0.578740645313409"
"No transfer dependency","1990","Full Time","East Germany","","","",""
"No transfer dependency","1990","Part Time","West Germany","456","0.342188500752108","0.318897541876961","0.365479459627254"
"No transfer dependency","1990","Part Time","East Germany","","","",""
"No transfer dependency","1990","Not Working","West Germany","1568","0.620120691166931","0.60328055419001","0.636960828143851"
"No transfer dependency","1990","Not Working","East Germany","","","",""
"Very low transfer dependency","1990","Full Time","West Germany","2099","0.425540825532072","0.410421477146344","0.440660173917799"
"Very low transfer dependency","1990","Full Time","East Germany","","","",""
"Very low transfer dependency","1990","Part Time","West Germany","1015","0.580148487124522","0.555920274533267","0.604376699715777"
"Very low transfer dependency","1990","Part Time","East Germany","","","",""
"Very low transfer dependency","1990","Not Working","West Germany","1356","0.31338506471702","0.29729045464314","0.3294796747909"
"Very low transfer dependency","1990","Not Working","East Germany","","","",""
"Low transfer dependency","1990","Full Time","West Germany","46","0.00914504963926761","0.00623412508903909","0.0120559741894961"
"Low transfer dependency","1990","Full Time","East Germany","","","",""
"Low transfer dependency","1990","Part Time","West Germany","77","0.0443691982668723","0.0342606266380187","0.0544777698957258"
"Low transfer dependency","1990","Part Time","East Germany","","","",""
"Low transfer dependency","1990","Not Working","West Germany","124","0.0278497373354145","0.0221407124038947","0.0335587622669343"
"Low transfer dependency","1990","Not Working","East Germany","","","",""
"High transfer dependency","1990","Full Time","West Germany","9","","",""
"High transfer dependency","1990","Full Time","East Germany","","","",""
"High transfer dependency","1990","Part Time","West Germany","36","0.0266089311755686","0.0187083084042314","0.0345095539469059"
"High transfer dependency","1990","Part Time","East Germany","","","",""
"High transfer dependency","1990","Not Working","West Germany","54","0.0135112237919431","0.00950552668426905","0.0175169208996172"
"High transfer dependency","1990","Not Working","East Germany","","","",""
"Very high transfer dependency","1990","Full Time","West Germany","1","","",""
"Very high transfer dependency","1990","Full Time","East Germany","","","",""
"Very high transfer dependency","1990","Part Time","West Germany","10","","",""
"Very high transfer dependency","1990","Part Time","East Germany","","","",""
"Very high transfer dependency","1990","Not Working","West Germany","36","0.00943039171960959","0.00607694002414369","0.0127838434150755"
"Very high transfer dependency","1990","Not Working","East Germany","","","",""
"Complete transfer dependency","1990","Full Time","West Germany","","","",""
"Complete transfer dependency","1990","Full Time","East Germany","","","",""
"Complete transfer dependency","1990","Part Time","West Germany","","","",""
"Complete transfer dependency","1990","Part Time","East Germany","","","",""
"Complete transfer dependency","1990","Not Working","West Germany","53","0.0157028912690823","0.0113893137672113","0.0200164687709532"
"Complete transfer dependency","1990","Not Working","East Germany","","","",""
"No transfer dependency","1991","Full Time","West Germany","2004","0.571103219405731","0.555887063874801","0.58631937493666"
"No transfer dependency","1991","Full Time","East Germany","","","",""
"No transfer dependency","1991","Part Time","West Germany","500","0.361235012689826","0.337792920059813","0.38467710531984"
"No transfer dependency","1991","Part Time","East Germany","","","",""
"No transfer dependency","1991","Not Working","West Germany","1577","0.638097304272099","0.621227150008695","0.654967458535503"
"No transfer dependency","1991","Not Working","East Germany","","","",""
"Very low transfer dependency","1991","Full Time","West Germany","1988","0.415055292578198","0.399906374139527","0.43020421101687"
"Very low transfer dependency","1991","Full Time","East Germany","","","",""
"Very low transfer dependency","1991","Part Time","West Germany","1002","0.573258606272316","0.549121312028538","0.597395900516095"
"Very low transfer dependency","1991","Part Time","East Germany","","","",""
"Very low transfer dependency","1991","Not Working","West Germany","1253","0.287387729227993","0.271500782162482","0.303274676293504"
"Very low transfer dependency","1991","Not Working","East Germany","","","",""
"Low transfer dependency","1991","Full Time","West Germany","66","0.0126415247922762","0.0092066698508542","0.0160763797336981"
"Low transfer dependency","1991","Full Time","East Germany","","","",""
"Low transfer dependency","1991","Part Time","West Germany","73","0.0423840757155117","0.0325523909467661","0.0522157604842572"
"Low transfer dependency","1991","Part Time","East Germany","","","",""
"Low transfer dependency","1991","Not Working","West Germany","141","0.0332776918939708","0.0269810766224399","0.0395743071655016"
"Low transfer dependency","1991","Not Working","East Germany","","","",""
"High transfer dependency","1991","Full Time","West Germany","6","","",""
"High transfer dependency","1991","Full Time","East Germany","","","",""
"High transfer dependency","1991","Part Time","West Germany","29","","",""
"High transfer dependency","1991","Part Time","East Germany","","","",""
"High transfer dependency","1991","Not Working","West Germany","56","0.0156339142333204","0.011278876986107","0.0199889514805339"
"High transfer dependency","1991","Not Working","East Germany","","","",""
"Very high transfer dependency","1991","Full Time","West Germany","","","",""
"Very high transfer dependency","1991","Full Time","East Germany","","","",""
"Very high transfer dependency","1991","Part Time","West Germany","9","","",""
"Very high transfer dependency","1991","Part Time","East Germany","","","",""
"Very high transfer dependency","1991","Not Working","West Germany","32","0.00982711355119463","0.00636414783461498","0.0132900792677743"
"Very high transfer dependency","1991","Not Working","East Germany","","","",""
"Complete transfer dependency","1991","Full Time","West Germany","","","",""
"Complete transfer dependency","1991","Full Time","East Germany","","","",""
"Complete transfer dependency","1991","Part Time","West Germany","","","",""
"Complete transfer dependency","1991","Part Time","East Germany","","","",""
"Complete transfer dependency","1991","Not Working","West Germany","58","0.015776246821422","0.0114017464571605","0.0201507471856835"
"Complete transfer dependency","1991","Not Working","East Germany","","","",""
"No transfer dependency","1992","Full Time","West Germany","2064","0.579106951110707","0.563847239710494","0.594366662510919"
"No transfer dependency","1992","Full Time","East Germany","518","0.320237949497128","0.300330220542101","0.340145678452156"
"No transfer dependency","1992","Part Time","West Germany","477","0.354399220004324","0.331034340002461","0.377764100006187"
"No transfer dependency","1992","Part Time","East Germany","107","0.184725659590933","0.156783852699445","0.21266746648242"
"No transfer dependency","1992","Not Working","West Germany","1558","0.64059988234945","0.623557238150163","0.657642526548736"
"No transfer dependency","1992","Not Working","East Germany","435","0.50095586013546","0.469571376048766","0.532340344222154"
"Very low transfer dependency","1992","Full Time","West Germany","1884","0.407742194699074","0.392553191308628","0.42293119808952"
"Very low transfer dependency","1992","Full Time","East Germany","1446","0.611188862321399","0.590388833936592","0.631988890706206"
"Very low transfer dependency","1992","Part Time","West Germany","1009","0.57653474600494","0.552399218965306","0.600670273044574"
"Very low transfer dependency","1992","Part Time","East Germany","482","0.611106454733925","0.576005996195444","0.646206913272405"
"Very low transfer dependency","1992","Not Working","West Germany","1196","0.289400099241704","0.273293036453562","0.305507162029846"
"Very low transfer dependency","1992","Not Working","East Germany","382","0.375244817583535","0.344852902413226","0.405636732753844"
"Low transfer dependency","1992","Full Time","West Germany","60","0.00974868556677307","0.00671181138284492","0.0127855597507012"
"Low transfer dependency","1992","Full Time","East Germany","132","0.0619367411530123","0.0516519115223047","0.0722215707837199"
"Low transfer dependency","1992","Part Time","West Germany","79","0.0429375250734068","0.0330355050261356","0.052839545120678"
"Low transfer dependency","1992","Part Time","East Germany","123","0.161200563180837","0.134724626759863","0.187676499601811"
"Low transfer dependency","1992","Not Working","West Germany","138","0.0247542948430648","0.0192355953606277","0.0302729943255018"
"Low transfer dependency","1992","Not Working","East Germany","110","0.0771408467145514","0.0603931265409496","0.0938885668881533"
"High transfer dependency","1992","Full Time","West Germany","9","","",""
"High transfer dependency","1992","Full Time","East Germany","11","","",""
"High transfer dependency","1992","Part Time","West Germany","34","0.0213915338206481","0.0143241187200476","0.0284589489212486"
"High transfer dependency","1992","Part Time","East Germany","26","","",""
"High transfer dependency","1992","Not Working","West Germany","62","0.0159335627174073","0.0114859895688389","0.0203811358659757"
"High transfer dependency","1992","Not Working","East Germany","26","","",""
"Very high transfer dependency","1992","Full Time","West Germany","4","","",""
"Very high transfer dependency","1992","Full Time","East Germany","3","","",""
"Very high transfer dependency","1992","Part Time","West Germany","11","","",""
"Very high transfer dependency","1992","Part Time","East Germany","3","","",""
"Very high transfer dependency","1992","Not Working","West Germany","47","0.0153257697268389","0.010962501851212","0.0196890376024657"
"Very high transfer dependency","1992","Not Working","East Germany","12","","",""
"Complete transfer dependency","1992","Full Time","West Germany","","","",""
"Complete transfer dependency","1992","Full Time","East Germany","","","",""
"Complete transfer dependency","1992","Part Time","West Germany","","","",""
"Complete transfer dependency","1992","Part Time","East Germany","","","",""
"Complete transfer dependency","1992","Not Working","West Germany","44","0.0139863911215351","0.00981530908585908","0.0181574731572111"
"Complete transfer dependency","1992","Not Working","East Germany","10","","",""
"No transfer dependency","1993","Full Time","West Germany","2051","0.575262363652405","0.560093096777711","0.590431630527099"
"No transfer dependency","1993","Full Time","East Germany","442","0.298249327274566","0.277689285633536","0.318809368915595"
"No transfer dependency","1993","Part Time","West Germany","524","0.363905120545437","0.341088086473176","0.386722154617699"
"No transfer dependency","1993","Part Time","East Germany","89","0.188381194583228","0.157896322589289","0.218866066577168"
"No transfer dependency","1993","Not Working","West Germany","1595","0.639536717297797","0.62265677940458","0.656416655191014"
"No transfer dependency","1993","Not Working","East Germany","477","0.452670593208819","0.424612996210031","0.480728190207607"
"Very low transfer dependency","1993","Full Time","West Germany","1958","0.41092975011733","0.395831084214315","0.426028416020344"
"Very low transfer dependency","1993","Full Time","East Germany","1254","0.596054265611054","0.574002302968863","0.618106228253245"
"Very low transfer dependency","1993","Part Time","West Germany","1058","0.5712655924055","0.547795361584295","0.594735823226705"
"Very low transfer dependency","1993","Part Time","East Germany","375","0.554095174800595","0.515342398449112","0.592847951152078"
"Very low transfer dependency","1993","Not Working","West Germany","1196","0.285546598444942","0.269667236948757","0.301425959941127"
"Very low transfer dependency","1993","Not Working","East Germany","446","0.359312705921778","0.332267251453305","0.386358160390251"
"Low transfer dependency","1993","Full Time","West Germany","60","0.0123059297744143","0.0089226362479853","0.0156892233008433"
"Low transfer dependency","1993","Full Time","East Germany","180","0.0887839294131222","0.0760012852009298","0.101566573625315"
"Low transfer dependency","1993","Part Time","West Germany","73","0.0386831086694393","0.0295378050496298","0.0478284122892487"
"Low transfer dependency","1993","Part Time","East Germany","120","0.167870314569508","0.138731491148973","0.197009137990044"
"Low transfer dependency","1993","Not Working","West Germany","151","0.031168443434087","0.0250591739724216","0.0372777128957524"
"Low transfer dependency","1993","Not Working","East Germany","200","0.115324375486167","0.0973196075971432","0.133329143375192"
"High transfer dependency","1993","Full Time","West Germany","10","","",""
"High transfer dependency","1993","Full Time","East Germany","21","","",""
"High transfer dependency","1993","Part Time","West Germany","37","0.0208560541752318","0.0140789602843794","0.0276331480660843"
"High transfer dependency","1993","Part Time","East Germany","35","0.0665919991470156","0.0471546812341027","0.0860293170599284"
"High transfer dependency","1993","Not Working","West Germany","66","0.0139897527512371","0.00986067253854304","0.0181188329639311"
"High transfer dependency","1993","Not Working","East Germany","43","0.0338592349906034","0.0236640827617017","0.0440543872195051"
"Very high transfer dependency","1993","Full Time","West Germany","","","",""
"Very high transfer dependency","1993","Full Time","East Germany","5","","",""
"Very high transfer dependency","1993","Part Time","West Germany","16","","",""
"Very high transfer dependency","1993","Part Time","East Germany","13","","",""
"Very high transfer dependency","1993","Not Working","West Germany","58","0.0169407353119927","0.0124037897876583","0.0214776808363271"
"Very high transfer dependency","1993","Not Working","East Germany","28","","",""
"Complete transfer dependency","1993","Full Time","West Germany","","","",""
"Complete transfer dependency","1993","Full Time","East Germany","","","",""
"Complete transfer dependency","1993","Part Time","West Germany","","","",""
"Complete transfer dependency","1993","Part Time","East Germany","","","",""
"Complete transfer dependency","1993","Not Working","West Germany","42","0.0128177527599449","0.00886306500240275","0.016772440517487"
"Complete transfer dependency","1993","Not Working","East Germany","15","","",""
"No transfer dependency","1994","Full Time","West Germany","1971","0.56712137309003","0.551606902721033","0.582635843459027"
"No transfer dependency","1994","Full Time","East Germany","471","0.331606550108715","0.30994162996883","0.3532714702486"
"No transfer dependency","1994","Part Time","West Germany","520","0.362279495779954","0.33934976595463","0.385209225605277"
"No transfer dependency","1994","Part Time","East Germany","69","0.179469867623646","0.147883506234109","0.211056229013183"
