"transab_cat","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1993","Full Time","(2c_voc) vocational maturity certificate","9","","",""
"Low transfer dependency","1993","Full Time","(3a) lower tertiary education","17","","",""
"Low transfer dependency","1993","Full Time","(3b) higher tertiary education","12","","",""
"Low transfer dependency","1993","Part Time","(0) in school","","","",""
"Low transfer dependency","1993","Part Time","(1a) inadequately completed","8","","",""
"Low transfer dependency","1993","Part Time","(1b) general elementary school","24","","",""
"Low transfer dependency","1993","Part Time","(1c) basic vocational qualification","53","0.0556850863206381","0.0380564269739829","0.0733137456672932"
"Low transfer dependency","1993","Part Time","(2b) intermediate general qualification","12","","",""
"Low transfer dependency","1993","Part Time","(2a) intermediate vocational","58","0.0773784763377016","0.0535991744981213","0.101157778177282"
"Low transfer dependency","1993","Part Time","(2c_gen) general maturity certificate","7","","",""
"Low transfer dependency","1993","Part Time","(2c_voc) vocational maturity certificate","6","","",""
"Low transfer dependency","1993","Part Time","(3a) lower tertiary education","10","","",""
"Low transfer dependency","1993","Part Time","(3b) higher tertiary education","8","","",""
"Low transfer dependency","1993","Not Working","(0) in school","4","","",""
"Low transfer dependency","1993","Not Working","(1a) inadequately completed","31","0.0898176612128997","0.0595592511488752","0.120076071276924"
"Low transfer dependency","1993","Not Working","(1b) general elementary school","62","0.0337475899031722","0.0227356303685249","0.0447595494378196"
"Low transfer dependency","1993","Not Working","(1c) basic vocational qualification","96","0.0397332251419086","0.0297068906449958","0.0497595596388215"
"Low transfer dependency","1993","Not Working","(2b) intermediate general qualification","18","","",""
"Low transfer dependency","1993","Not Working","(2a) intermediate vocational","83","0.0856396121169161","0.061657176127554","0.109622048106278"
"Low transfer dependency","1993","Not Working","(2c_gen) general maturity certificate","14","","",""
"Low transfer dependency","1993","Not Working","(2c_voc) vocational maturity certificate","9","","",""
"Low transfer dependency","1993","Not Working","(3a) lower tertiary education","21","","",""
"Low transfer dependency","1993","Not Working","(3b) higher tertiary education","8","","",""
"High transfer dependency","1993","Full Time","(0) in school","","","",""
"High transfer dependency","1993","Full Time","(1a) inadequately completed","1","","",""
"High transfer dependency","1993","Full Time","(1b) general elementary school","3","","",""
"High transfer dependency","1993","Full Time","(1c) basic vocational qualification","7","","",""
"High transfer dependency","1993","Full Time","(2b) intermediate general qualification","1","","",""
"High transfer dependency","1993","Full Time","(2a) intermediate vocational","10","","",""
"High transfer dependency","1993","Full Time","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1993","Full Time","(2c_voc) vocational maturity certificate","2","","",""
"High transfer dependency","1993","Full Time","(3a) lower tertiary education","5","","",""
"High transfer dependency","1993","Full Time","(3b) higher tertiary education","2","","",""
"High transfer dependency","1993","Part Time","(0) in school","","","",""
"High transfer dependency","1993","Part Time","(1a) inadequately completed","6","","",""
"High transfer dependency","1993","Part Time","(1b) general elementary school","13","","",""
"High transfer dependency","1993","Part Time","(1c) basic vocational qualification","21","","",""
"High transfer dependency","1993","Part Time","(2b) intermediate general qualification","2","","",""
"High transfer dependency","1993","Part Time","(2a) intermediate vocational","16","","",""
"High transfer dependency","1993","Part Time","(2c_gen) general maturity certificate","2","","",""
"High transfer dependency","1993","Part Time","(2c_voc) vocational maturity certificate","6","","",""
"High transfer dependency","1993","Part Time","(3a) lower tertiary education","4","","",""
"High transfer dependency","1993","Part Time","(3b) higher tertiary education","2","","",""
"High transfer dependency","1993","Not Working","(0) in school","2","","",""
"High transfer dependency","1993","Not Working","(1a) inadequately completed","15","","",""
"High transfer dependency","1993","Not Working","(1b) general elementary school","23","","",""
"High transfer dependency","1993","Not Working","(1c) basic vocational qualification","29","","",""
"High transfer dependency","1993","Not Working","(2b) intermediate general qualification","4","","",""
"High transfer dependency","1993","Not Working","(2a) intermediate vocational","16","","",""
"High transfer dependency","1993","Not Working","(2c_gen) general maturity certificate","1","","",""
"High transfer dependency","1993","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"High transfer dependency","1993","Not Working","(3a) lower tertiary education","5","","",""
"High transfer dependency","1993","Not Working","(3b) higher tertiary education","6","","",""
"Very high transfer dependency","1993","Full Time","(0) in school","","","",""
"Very high transfer dependency","1993","Full Time","(1a) inadequately completed","","","",""
"Very high transfer dependency","1993","Full Time","(1b) general elementary school","","","",""
"Very high transfer dependency","1993","Full Time","(1c) basic vocational qualification","1","","",""
"Very high transfer dependency","1993","Full Time","(2b) intermediate general qualification","1","","",""
"Very high transfer dependency","1993","Full Time","(2a) intermediate vocational","1","","",""
"Very high transfer dependency","1993","Full Time","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1993","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1993","Full Time","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","1993","Full Time","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1993","Part Time","(0) in school","","","",""
"Very high transfer dependency","1993","Part Time","(1a) inadequately completed","","","",""
"Very high transfer dependency","1993","Part Time","(1b) general elementary school","8","","",""
"Very high transfer dependency","1993","Part Time","(1c) basic vocational qualification","7","","",""
"Very high transfer dependency","1993","Part Time","(2b) intermediate general qualification","2","","",""
"Very high transfer dependency","1993","Part Time","(2a) intermediate vocational","5","","",""
"Very high transfer dependency","1993","Part Time","(2c_gen) general maturity certificate","1","","",""
"Very high transfer dependency","1993","Part Time","(2c_voc) vocational maturity certificate","1","","",""
"Very high transfer dependency","1993","Part Time","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","1993","Part Time","(3b) higher tertiary education","1","","",""
"Very high transfer dependency","1993","Not Working","(0) in school","1","","",""
"Very high transfer dependency","1993","Not Working","(1a) inadequately completed","13","","",""
"Very high transfer dependency","1993","Not Working","(1b) general elementary school","24","","",""
"Very high transfer dependency","1993","Not Working","(1c) basic vocational qualification","11","","",""
"Very high transfer dependency","1993","Not Working","(2b) intermediate general qualification","2","","",""
"Very high transfer dependency","1993","Not Working","(2a) intermediate vocational","18","","",""
"Very high transfer dependency","1993","Not Working","(2c_gen) general maturity certificate","7","","",""
"Very high transfer dependency","1993","Not Working","(2c_voc) vocational maturity certificate","2","","",""
"Very high transfer dependency","1993","Not Working","(3a) lower tertiary education","4","","",""
"Very high transfer dependency","1993","Not Working","(3b) higher tertiary education","1","","",""
"Complete transfer dependency","1993","Full Time","(0) in school","","","",""
"Complete transfer dependency","1993","Full Time","(1a) inadequately completed","","","",""
"Complete transfer dependency","1993","Full Time","(1b) general elementary school","","","",""
"Complete transfer dependency","1993","Full Time","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","1993","Full Time","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1993","Full Time","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1993","Full Time","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1993","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1993","Full Time","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1993","Full Time","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1993","Part Time","(0) in school","","","",""
"Complete transfer dependency","1993","Part Time","(1a) inadequately completed","","","",""
"Complete transfer dependency","1993","Part Time","(1b) general elementary school","","","",""
"Complete transfer dependency","1993","Part Time","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","1993","Part Time","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1993","Part Time","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1993","Part Time","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1993","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1993","Part Time","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1993","Part Time","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1993","Not Working","(0) in school","","","",""
"Complete transfer dependency","1993","Not Working","(1a) inadequately completed","7","","",""
"Complete transfer dependency","1993","Not Working","(1b) general elementary school","10","","",""
"Complete transfer dependency","1993","Not Working","(1c) basic vocational qualification","20","","",""
"Complete transfer dependency","1993","Not Working","(2b) intermediate general qualification","2","","",""
"Complete transfer dependency","1993","Not Working","(2a) intermediate vocational","9","","",""
"Complete transfer dependency","1993","Not Working","(2c_gen) general maturity certificate","1","","",""
"Complete transfer dependency","1993","Not Working","(2c_voc) vocational maturity certificate","4","","",""
"Complete transfer dependency","1993","Not Working","(3a) lower tertiary education","2","","",""
"Complete transfer dependency","1993","Not Working","(3b) higher tertiary education","","","",""
"No transfer dependency","1994","Full Time","(0) in school","1","","",""
"No transfer dependency","1994","Full Time","(1a) inadequately completed","89","0.436998619326559","0.372895533637143","0.501101705015974"
"No transfer dependency","1994","Full Time","(1b) general elementary school","243","0.499072242869929","0.45929606928973","0.538848416450128"
"No transfer dependency","1994","Full Time","(1c) basic vocational qualification","839","0.534988609521249","0.511856703082541","0.558120515959958"
"No transfer dependency","1994","Full Time","(2b) intermediate general qualification","81","0.527923528939288","0.454585408282635","0.60126164959594"
"No transfer dependency","1994","Full Time","(2a) intermediate vocational","607","0.511866881507237","0.486340199383117","0.537393563631358"
"No transfer dependency","1994","Full Time","(2c_gen) general maturity certificate","55","0.688175894131492","0.598277367114543","0.778074421148441"
"No transfer dependency","1994","Full Time","(2c_voc) vocational maturity certificate","130","0.588072348232843","0.528246719766776","0.647897976698911"
"No transfer dependency","1994","Full Time","(3a) lower tertiary education","173","0.443708459620809","0.400758118861174","0.486658800380444"
"No transfer dependency","1994","Full Time","(3b) higher tertiary education","164","0.493935282423154","0.447945832061159","0.539924732785149"
"No transfer dependency","1994","Part Time","(0) in school","","","",""
"No transfer dependency","1994","Part Time","(1a) inadequately completed","19","","",""
"No transfer dependency","1994","Part Time","(1b) general elementary school","115","0.40404599303412","0.354046108299591","0.45404587776865"
"No transfer dependency","1994","Part Time","(1c) basic vocational qualification","201","0.378066870503791","0.340499200441569","0.415634540566013"
"No transfer dependency","1994","Part Time","(2b) intermediate general qualification","19","","",""
"No transfer dependency","1994","Part Time","(2a) intermediate vocational","79","0.225741038892253","0.188301653194599","0.263180424589908"
"No transfer dependency","1994","Part Time","(2c_gen) general maturity certificate","26","","",""
"No transfer dependency","1994","Part Time","(2c_voc) vocational maturity certificate","28","","",""
"No transfer dependency","1994","Part Time","(3a) lower tertiary education","19","","",""
"No transfer dependency","1994","Part Time","(3b) higher tertiary education","60","0.468938456565472","0.3882670228978","0.549609890233144"
"No transfer dependency","1994","Not Working","(0) in school","6","","",""
"No transfer dependency","1994","Not Working","(1a) inadequately completed","72","0.269428377369932","0.218627952075853","0.320228802664012"
"No transfer dependency","1994","Not Working","(1b) general elementary school","610","0.700845263344793","0.672909068219698","0.728781458469889"
"No transfer dependency","1994","Not Working","(1c) basic vocational qualification","939","0.689592797894836","0.666349217968977","0.712836377820695"
"No transfer dependency","1994","Not Working","(2b) intermediate general qualification","47","0.494672548834769","0.416465910988557","0.572879186680981"
"No transfer dependency","1994","Not Working","(2a) intermediate vocational","204","0.562091322334319","0.519571400001866","0.604611244666772"
"No transfer dependency","1994","Not Working","(2c_gen) general maturity certificate","46","0.343941991080387","0.274158641570203","0.413725340590572"
"No transfer dependency","1994","Not Working","(2c_voc) vocational maturity certificate","47","0.469294946127801","0.386030787453803","0.552559104801799"
"No transfer dependency","1994","Not Working","(3a) lower tertiary education","118","0.714384380995465","0.650491212036834","0.778277549954097"
"No transfer dependency","1994","Not Working","(3b) higher tertiary education","75","0.603037623249528","0.521991741609848","0.684083504889209"
"Very low transfer dependency","1994","Full Time","(0) in school","","","",""
"Very low transfer dependency","1994","Full Time","(1a) inadequately completed","138","0.549223124173173","0.484918916003598","0.613527332342747"
"Very low transfer dependency","1994","Full Time","(1b) general elementary school","340","0.470540880849608","0.430833737618743","0.510248024080472"
"Very low transfer dependency","1994","Full Time","(1c) basic vocational qualification","883","0.4400271837732","0.417005844268805","0.463048523277594"
"Very low transfer dependency","1994","Full Time","(2b) intermediate general qualification","84","0.414162569882588","0.341800318364928","0.486524821400248"
"Very low transfer dependency","1994","Full Time","(2a) intermediate vocational","763","0.438846665585777","0.413504490155789","0.464188841015764"
"Very low transfer dependency","1994","Full Time","(2c_gen) general maturity certificate","45","0.299499942513711","0.210610442281097","0.388389442746324"
"Very low transfer dependency","1994","Full Time","(2c_voc) vocational maturity certificate","118","0.382742034305195","0.32366103273736","0.441823035873031"
"Very low transfer dependency","1994","Full Time","(3a) lower tertiary education","322","0.526036740726133","0.48287023352811","0.569203247924155"
"Very low transfer dependency","1994","Full Time","(3b) higher tertiary education","275","0.485890755860715","0.439916237372353","0.531865274349077"
"Very low transfer dependency","1994","Part Time","(0) in school","6","","",""
"Very low transfer dependency","1994","Part Time","(1a) inadequately completed","68","0.689244958892651","0.599430988500101","0.779058929285202"
"Very low transfer dependency","1994","Part Time","(1b) general elementary school","201","0.46736308047898","0.416524892444231","0.518201268513729"
"Very low transfer dependency","1994","Part Time","(1c) basic vocational qualification","357","0.492745789615602","0.454012677289411","0.531478901941792"
"Very low transfer dependency","1994","Part Time","(2b) intermediate general qualification","75","0.618008332246436","0.528817590534916","0.707199073957957"
"Very low transfer dependency","1994","Part Time","(2a) intermediate vocational","320","0.630436060543183","0.587210000582361","0.673662120504005"
"Very low transfer dependency","1994","Part Time","(2c_gen) general maturity certificate","58","0.6086837896987","0.510023144407553","0.707344434989847"
"Very low transfer dependency","1994","Part Time","(2c_voc) vocational maturity certificate","66","0.584525530001489","0.489354801854988","0.67969625814799"
"Very low transfer dependency","1994","Part Time","(3a) lower tertiary education","84","0.606869163833472","0.519838660291904","0.693899667375039"
"Very low transfer dependency","1994","Part Time","(3b) higher tertiary education","76","0.473226119886471","0.392514531591417","0.553937708181526"
"Very low transfer dependency","1994","Not Working","(0) in school","162","0.891632874403824","0.847080679890934","0.936185068916713"
"Very low transfer dependency","1994","Not Working","(1a) inadequately completed","162","0.498364239233302","0.44111338632429","0.555615092142314"
"Very low transfer dependency","1994","Not Working","(1b) general elementary school","300","0.224271566143531","0.198823768330714","0.249719363956347"
"Very low transfer dependency","1994","Not Working","(1c) basic vocational qualification","416","0.228375691306551","0.207286076249954","0.249465306363149"
"Very low transfer dependency","1994","Not Working","(2b) intermediate general qualification","91","0.414290981477233","0.337237554279542","0.491344408674923"
"Very low transfer dependency","1994","Not Working","(2a) intermediate vocational","186","0.282510757985661","0.243925408465068","0.321096107506256"
"Very low transfer dependency","1994","Not Working","(2c_gen) general maturity certificate","104","0.540156476159739","0.466940995001277","0.613371957318201"
"Very low transfer dependency","1994","Not Working","(2c_voc) vocational maturity certificate","61","0.3503445944162","0.27074739519327","0.429941793639129"
"Very low transfer dependency","1994","Not Working","(3a) lower tertiary education","44","0.158291380545475","0.10666080130929","0.20992195978166"
"Very low transfer dependency","1994","Not Working","(3b) higher tertiary education","47","0.308495412160627","0.231987568638121","0.385003255683133"
"Low transfer dependency","1994","Full Time","(0) in school","","","",""
"Low transfer dependency","1994","Full Time","(1a) inadequately completed","3","","",""
"Low transfer dependency","1994","Full Time","(1b) general elementary school","21","","",""
"Low transfer dependency","1994","Full Time","(1c) basic vocational qualification","56","0.0216097900271005","0.0148662384038696","0.0283533416503315"
"Low transfer dependency","1994","Full Time","(2b) intermediate general qualification","9","","",""
"Low transfer dependency","1994","Full Time","(2a) intermediate vocational","88","0.0401533018151124","0.0301277499780604","0.0501788536521644"
"Low transfer dependency","1994","Full Time","(2c_gen) general maturity certificate","2","","",""
"Low transfer dependency","1994","Full Time","(2c_voc) vocational maturity certificate","12","","",""
"Low transfer dependency","1994","Full Time","(3a) lower tertiary education","16","","",""
"Low transfer dependency","1994","Full Time","(3b) higher tertiary education","13","","",""
"Low transfer dependency","1994","Part Time","(0) in school","","","",""
"Low transfer dependency","1994","Part Time","(1a) inadequately completed","11","","",""
"Low transfer dependency","1994","Part Time","(1b) general elementary school","34","0.0755521073934566","0.0486236336725764","0.102480581114337"
"Low transfer dependency","1994","Part Time","(1c) basic vocational qualification","50","0.0667886715080443","0.0474467548508956","0.086130588165193"
"Low transfer dependency","1994","Part Time","(2b) intermediate general qualification","13","","",""
"Low transfer dependency","1994","Part Time","(2a) intermediate vocational","57","0.0912049108016946","0.065422564847386","0.116987256756003"
"Low transfer dependency","1994","Part Time","(2c_gen) general maturity certificate","9","","",""
"Low transfer dependency","1994","Part Time","(2c_voc) vocational maturity certificate","5","","",""
"Low transfer dependency","1994","Part Time","(3a) lower tertiary education","12","","",""
"Low transfer dependency","1994","Part Time","(3b) higher tertiary education","8","","",""
"Low transfer dependency","1994","Not Working","(0) in school","9","","",""
"Low transfer dependency","1994","Not Working","(1a) inadequately completed","29","","",""
"Low transfer dependency","1994","Not Working","(1b) general elementary school","57","0.0251562300961958","0.0156019376185813","0.0347105225738103"
"Low transfer dependency","1994","Not Working","(1c) basic vocational qualification","92","0.0383762361187983","0.0287251865285032","0.0480272857090933"
"Low transfer dependency","1994","Not Working","(2b) intermediate general qualification","10","","",""
"Low transfer dependency","1994","Not Working","(2a) intermediate vocational","89","0.0846784970918033","0.0608184855298209","0.108538508653786"
"Low transfer dependency","1994","Not Working","(2c_gen) general maturity certificate","18","","",""
"Low transfer dependency","1994","Not Working","(2c_voc) vocational maturity certificate","16","","",""
"Low transfer dependency","1994","Not Working","(3a) lower tertiary education","18","","",""
"Low transfer dependency","1994","Not Working","(3b) higher tertiary education","7","","",""
"High transfer dependency","1994","Full Time","(0) in school","","","",""
"High transfer dependency","1994","Full Time","(1a) inadequately completed","","","",""
"High transfer dependency","1994","Full Time","(1b) general elementary school","2","","",""
"High transfer dependency","1994","Full Time","(1c) basic vocational qualification","7","","",""
"High transfer dependency","1994","Full Time","(2b) intermediate general qualification","2","","",""
"High transfer dependency","1994","Full Time","(2a) intermediate vocational","14","","",""
"High transfer dependency","1994","Full Time","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1994","Full Time","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1994","Full Time","(3a) lower tertiary education","2","","",""
"High transfer dependency","1994","Full Time","(3b) higher tertiary education","2","","",""
"High transfer dependency","1994","Part Time","(0) in school","","","",""
"High transfer dependency","1994","Part Time","(1a) inadequately completed","4","","",""
"High transfer dependency","1994","Part Time","(1b) general elementary school","14","","",""
"High transfer dependency","1994","Part Time","(1c) basic vocational qualification","23","","",""
"High transfer dependency","1994","Part Time","(2b) intermediate general qualification","4","","",""
"High transfer dependency","1994","Part Time","(2a) intermediate vocational","15","","",""
"High transfer dependency","1994","Part Time","(2c_gen) general maturity certificate","1","","",""
"High transfer dependency","1994","Part Time","(2c_voc) vocational maturity certificate","1","","",""
"High transfer dependency","1994","Part Time","(3a) lower tertiary education","6","","",""
"High transfer dependency","1994","Part Time","(3b) higher tertiary education","2","","",""
"High transfer dependency","1994","Not Working","(0) in school","5","","",""
"High transfer dependency","1994","Not Working","(1a) inadequately completed","10","","",""
"High transfer dependency","1994","Not Working","(1b) general elementary school","28","","",""
"High transfer dependency","1994","Not Working","(1c) basic vocational qualification","33","0.0159279034937208","0.00963815135621599","0.0222176556312257"
"High transfer dependency","1994","Not Working","(2b) intermediate general qualification","4","","",""
"High transfer dependency","1994","Not Working","(2a) intermediate vocational","20","","",""
"High transfer dependency","1994","Not Working","(2c_gen) general maturity certificate","5","","",""
"High transfer dependency","1994","Not Working","(2c_voc) vocational maturity certificate","6","","",""
"High transfer dependency","1994","Not Working","(3a) lower tertiary education","7","","",""
"High transfer dependency","1994","Not Working","(3b) higher tertiary education","7","","",""
"Very high transfer dependency","1994","Full Time","(0) in school","","","",""
"Very high transfer dependency","1994","Full Time","(1a) inadequately completed","","","",""
"Very high transfer dependency","1994","Full Time","(1b) general elementary school","1","","",""
"Very high transfer dependency","1994","Full Time","(1c) basic vocational qualification","1","","",""
"Very high transfer dependency","1994","Full Time","(2b) intermediate general qualification","2","","",""
"Very high transfer dependency","1994","Full Time","(2a) intermediate vocational","1","","",""
"Very high transfer dependency","1994","Full Time","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1994","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1994","Full Time","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","1994","Full Time","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1994","Part Time","(0) in school","","","",""
"Very high transfer dependency","1994","Part Time","(1a) inadequately completed","","","",""
"Very high transfer dependency","1994","Part Time","(1b) general elementary school","6","","",""
"Very high transfer dependency","1994","Part Time","(1c) basic vocational qualification","9","","",""
"Very high transfer dependency","1994","Part Time","(2b) intermediate general qualification","3","","",""
"Very high transfer dependency","1994","Part Time","(2a) intermediate vocational","8","","",""
"Very high transfer dependency","1994","Part Time","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1994","Part Time","(2c_voc) vocational maturity certificate","3","","",""
"Very high transfer dependency","1994","Part Time","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1994","Part Time","(3b) higher tertiary education","1","","",""
"Very high transfer dependency","1994","Not Working","(0) in school","3","","",""
"Very high transfer dependency","1994","Not Working","(1a) inadequately completed","8","","",""
"Very high transfer dependency","1994","Not Working","(1b) general elementary school","21","","",""
"Very high transfer dependency","1994","Not Working","(1c) basic vocational qualification","23","","",""
"Very high transfer dependency","1994","Not Working","(2b) intermediate general qualification","2","","",""
"Very high transfer dependency","1994","Not Working","(2a) intermediate vocational","16","","",""
"Very high transfer dependency","1994","Not Working","(2c_gen) general maturity certificate","2","","",""
"Very high transfer dependency","1994","Not Working","(2c_voc) vocational maturity certificate","2","","",""
"Very high transfer dependency","1994","Not Working","(3a) lower tertiary education","3","","",""
"Very high transfer dependency","1994","Not Working","(3b) higher tertiary education","4","","",""
"Complete transfer dependency","1994","Full Time","(0) in school","","","",""
"Complete transfer dependency","1994","Full Time","(1a) inadequately completed","","","",""
"Complete transfer dependency","1994","Full Time","(1b) general elementary school","","","",""
"Complete transfer dependency","1994","Full Time","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","1994","Full Time","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1994","Full Time","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1994","Full Time","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1994","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1994","Full Time","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1994","Full Time","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1994","Part Time","(0) in school","","","",""
"Complete transfer dependency","1994","Part Time","(1a) inadequately completed","","","",""
"Complete transfer dependency","1994","Part Time","(1b) general elementary school","","","",""
"Complete transfer dependency","1994","Part Time","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","1994","Part Time","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1994","Part Time","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1994","Part Time","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1994","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1994","Part Time","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1994","Part Time","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1994","Not Working","(0) in school","2","","",""
"Complete transfer dependency","1994","Not Working","(1a) inadequately completed","12","","",""
"Complete transfer dependency","1994","Not Working","(1b) general elementary school","16","","",""
"Complete transfer dependency","1994","Not Working","(1c) basic vocational qualification","19","","",""
"Complete transfer dependency","1994","Not Working","(2b) intermediate general qualification","3","","",""
"Complete transfer dependency","1994","Not Working","(2a) intermediate vocational","8","","",""
"Complete transfer dependency","1994","Not Working","(2c_gen) general maturity certificate","3","","",""
"Complete transfer dependency","1994","Not Working","(2c_voc) vocational maturity certificate","6","","",""
"Complete transfer dependency","1994","Not Working","(3a) lower tertiary education","2","","",""
"Complete transfer dependency","1994","Not Working","(3b) higher tertiary education","","","",""
"No transfer dependency","1995","Full Time","(0) in school","","","",""
"No transfer dependency","1995","Full Time","(1a) inadequately completed","77","0.398634069603312","0.330777842305084","0.46649029690154"
"No transfer dependency","1995","Full Time","(1b) general elementary school","235","0.532951997049928","0.49192226036387","0.573981733735986"
"No transfer dependency","1995","Full Time","(1c) basic vocational qualification","815","0.532227684349232","0.508633634132941","0.555821734565522"
"No transfer dependency","1995","Full Time","(2b) intermediate general qualification","75","0.580416910167003","0.506015056540253","0.654818763793753"
"No transfer dependency","1995","Full Time","(2a) intermediate vocational","607","0.511111095920353","0.485434931476803","0.536787260363903"
"No transfer dependency","1995","Full Time","(2c_gen) general maturity certificate","58","0.667170298550845","0.582147288323998","0.752193308777692"
"No transfer dependency","1995","Full Time","(2c_voc) vocational maturity certificate","142","0.597096314263391","0.541314494035932","0.65287813449085"
"No transfer dependency","1995","Full Time","(3a) lower tertiary education","195","0.453562424327651","0.409882021974563","0.49724282668074"
"No transfer dependency","1995","Full Time","(3b) higher tertiary education","193","0.517841693275569","0.473553598772831","0.562129787778307"
"No transfer dependency","1995","Part Time","(0) in school","","","",""
"No transfer dependency","1995","Part Time","(1a) inadequately completed","24","","",""
"No transfer dependency","1995","Part Time","(1b) general elementary school","119","0.423301660767666","0.37342736775198","0.473175953783352"
"No transfer dependency","1995","Part Time","(1c) basic vocational qualification","217","0.372117377804842","0.336512404063178","0.407722351546506"
"No transfer dependency","1995","Part Time","(2b) intermediate general qualification","22","","",""
"No transfer dependency","1995","Part Time","(2a) intermediate vocational","105","0.266169613207562","0.228996814617824","0.3033424117973"
"No transfer dependency","1995","Part Time","(2c_gen) general maturity certificate","39","0.391590855862685","0.304978009117645","0.478203702607726"
"No transfer dependency","1995","Part Time","(2c_voc) vocational maturity certificate","31","0.315691376729137","0.236099305024549","0.395283448433725"
"No transfer dependency","1995","Part Time","(3a) lower tertiary education","21","","",""
"No transfer dependency","1995","Part Time","(3b) higher tertiary education","62","0.462996878062283","0.386914591646025","0.539079164478541"
"No transfer dependency","1995","Not Working","(0) in school","4","","",""
"No transfer dependency","1995","Not Working","(1a) inadequately completed","78","0.335544432484417","0.281011376215833","0.390077488753"
"No transfer dependency","1995","Not Working","(1b) general elementary school","615","0.686552989578879","0.658652942895281","0.714453036262477"
"No transfer dependency","1995","Not Working","(1c) basic vocational qualification","984","0.712187892975769","0.689670703315838","0.734705082635699"
"No transfer dependency","1995","Not Working","(2b) intermediate general qualification","42","0.468382406149951","0.392926470355716","0.543838341944185"
"No transfer dependency","1995","Not Working","(2a) intermediate vocational","211","0.567394466554116","0.525451969827734","0.609336963280498"
"No transfer dependency","1995","Not Working","(2c_gen) general maturity certificate","45","0.308430959837905","0.243773772345655","0.373088147330155"
"No transfer dependency","1995","Not Working","(2c_voc) vocational maturity certificate","44","0.405321039673868","0.328768358097934","0.481873721249802"
"No transfer dependency","1995","Not Working","(3a) lower tertiary education","122","0.748232699490129","0.686024835210833","0.810440563769425"
"No transfer dependency","1995","Not Working","(3b) higher tertiary education","93","0.60686923717881","0.532788391475118","0.680950082882502"
"Very low transfer dependency","1995","Full Time","(0) in school","1","","",""
"Very low transfer dependency","1995","Full Time","(1a) inadequately completed","118","0.567086034705462","0.498417407179611","0.635754662231312"
"Very low transfer dependency","1995","Full Time","(1b) general elementary school","303","0.415020528779405","0.374499634111696","0.455541423447113"
"Very low transfer dependency","1995","Full Time","(1c) basic vocational qualification","836","0.435493678303099","0.412048051720447","0.458939304885752"
"Very low transfer dependency","1995","Full Time","(2b) intermediate general qualification","82","0.367842827422598","0.295140482328786","0.440545172516411"
"Very low transfer dependency","1995","Full Time","(2a) intermediate vocational","778","0.454326722194756","0.428751589981745","0.479901854407766"
"Very low transfer dependency","1995","Full Time","(2c_gen) general maturity certificate","59","0.330690485497888","0.245805390975318","0.415575580020459"
