"transab_cat","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"No transfer dependency","1993","Not Working","direct migration background","275","0.488324925691868","0.453490277703715","0.523159573680022","0"
"No transfer dependency","1993","Not Working","indirect migration background","13","","","","0"
"Very high transfer dependency","1993","Part Time","direct migration background","3","","","","4"
"Very high transfer dependency","1993","Part Time","indirect migration background","4","","","","4"
"Very high transfer dependency","1993","Part Time","no migration background","22","","","","4"
"Very high transfer dependency","1993","Full Time","direct migration background","","","","","4"
"Very high transfer dependency","1993","Full Time","indirect migration background","","","","","4"
"Very high transfer dependency","1993","Full Time","no migration background","5","","","","4"
"Very high transfer dependency","1993","Not Working","indirect migration background","2","","","","4"
"Very high transfer dependency","1993","Not Working","direct migration background","25","","","","4"
"Very high transfer dependency","1993","Not Working","no migration background","59","0.0173766884487856","0.0129590428345962","0.0217943340629751","4"
"Very low transfer dependency","1993","Part Time","direct migration background","271","0.601133207718923","0.553735704703434","0.648530710734412","1"
"Very low transfer dependency","1993","Part Time","no migration background","1082","0.560412920890064","0.537553490993923","0.583272350786205","1"
"Very low transfer dependency","1993","Full Time","indirect migration background","73","0.422511809301675","0.34736941539234","0.497654203211009","1"
"Very low transfer dependency","1993","Full Time","no migration background","2414","0.440733840224157","0.426430123996717","0.455037556451597","1"
"Very low transfer dependency","1993","Full Time","direct migration background","725","0.519824467779023","0.4914026988982","0.548246236659847","1"
"Very low transfer dependency","1993","Part Time","indirect migration background","80","0.674098399186914","0.589885328185665","0.758311470188164","1"
"Very low transfer dependency","1993","Not Working","no migration background","1143","0.280215383372289","0.265032260665568","0.29539850607901","1"
"Very low transfer dependency","1993","Not Working","direct migration background","365","0.378062483564878","0.344270396281063","0.411854570848694","1"
"Very low transfer dependency","1993","Not Working","indirect migration background","134","0.797400070523826","0.736071350786124","0.858728790261528","1"
"Complete transfer dependency","1994","Part Time","indirect migration background","","","","","5"
"Complete transfer dependency","1994","Not Working","no migration background","48","0.0165395159076175","0.0122898978781051","0.0207891339371299","5"
"Complete transfer dependency","1994","Not Working","direct migration background","26","","","","5"
"Complete transfer dependency","1994","Not Working","indirect migration background","2","","","","5"
"Complete transfer dependency","1994","Part Time","direct migration background","","","","","5"
"Complete transfer dependency","1994","Part Time","no migration background","","","","","5"
"Complete transfer dependency","1994","Full Time","indirect migration background","","","","","5"
"Complete transfer dependency","1994","Full Time","direct migration background","","","","","5"
"Complete transfer dependency","1994","Full Time","no migration background","","","","","5"
"High transfer dependency","1994","Full Time","no migration background","27","","","","3"
"High transfer dependency","1994","Full Time","indirect migration background","1","","","","3"
"High transfer dependency","1994","Part Time","no migration background","56","0.0316919245418158","0.0234679741683222","0.0399158749153095","3"
"High transfer dependency","1994","Part Time","direct migration background","15","","","","3"
"High transfer dependency","1994","Part Time","indirect migration background","3","","","","3"
"High transfer dependency","1994","Not Working","no migration background","89","0.018922913550046","0.0143829160825553","0.0234629110175368","3"
"High transfer dependency","1994","Not Working","direct migration background","34","0.0371859585581908","0.0242270973574292","0.0501448197589523","3"
"High transfer dependency","1994","Not Working","indirect migration background","3","","","","3"
"High transfer dependency","1994","Full Time","direct migration background","1","","","","3"
"Low transfer dependency","1994","Not Working","indirect migration background","13","","","","2"
"Low transfer dependency","1994","Not Working","direct migration background","85","0.0669134957569568","0.0498005823099984","0.0840264092039151","2"
"Low transfer dependency","1994","Not Working","no migration background","255","0.04293856289231","0.036183899634578","0.0496932261500421","2"
"Low transfer dependency","1994","Part Time","indirect migration background","14","","","","2"
"Low transfer dependency","1994","Part Time","direct migration background","37","0.0890982239663834","0.0613528311809357","0.116843616751831","2"
"Low transfer dependency","1994","Part Time","no migration background","151","0.0699918339022748","0.0580143260320256","0.0819693417725241","2"
"Low transfer dependency","1994","Full Time","indirect migration background","9","","","","2"
"Low transfer dependency","1994","Full Time","direct migration background","28","","","","2"
"Low transfer dependency","1994","Full Time","no migration background","185","0.0268848574085666","0.0221389496603093","0.0316307651568238","2"
"No transfer dependency","1994","Not Working","indirect migration background","18","","","","0"
"No transfer dependency","1994","Full Time","no migration background","1945","0.523281637657495","0.508626766791066","0.537936508523924","0"
"No transfer dependency","1994","Full Time","direct migration background","399","0.482076487282124","0.452094758580889","0.512058215983359","0"
"No transfer dependency","1994","Full Time","indirect migration background","98","0.500779485370794","0.431998317026667","0.56956065371492","0"
"No transfer dependency","1994","Part Time","no migration background","463","0.333996091253192","0.311854517871516","0.356137664634868","0"
"No transfer dependency","1994","Part Time","direct migration background","107","0.340822579260579","0.29466044070778","0.386984717813378","0"
"No transfer dependency","1994","Part Time","indirect migration background","19","","","","0"
"No transfer dependency","1994","Not Working","no migration background","1872","0.638513529012389","0.622505380030851","0.654521677993926","0"
"No transfer dependency","1994","Not Working","direct migration background","291","0.469640129519963","0.43545997138527","0.503820287654656","0"
"Very high transfer dependency","1994","Part Time","direct migration background","5","","","","4"
"Very high transfer dependency","1994","Part Time","no migration background","26","","","","4"
"Very high transfer dependency","1994","Full Time","direct migration background","","","","","4"
"Very high transfer dependency","1994","Full Time","no migration background","6","","","","4"
"Very high transfer dependency","1994","Part Time","indirect migration background","1","","","","4"
"Very high transfer dependency","1994","Full Time","indirect migration background","","","","","4"
"Very high transfer dependency","1994","Not Working","indirect migration background","3","","","","4"
"Very high transfer dependency","1994","Not Working","direct migration background","23","","","","4"
"Very high transfer dependency","1994","Not Working","no migration background","63","0.0167334158046856","0.0124593817016648","0.0210074499077064","4"
"Very low transfer dependency","1994","Part Time","direct migration background","241","0.519735043554104","0.471077292855391","0.568392794252817","1"
"Very low transfer dependency","1994","Part Time","no migration background","1047","0.54627285776344","0.522900550416609","0.569645165110271","1"
"Very low transfer dependency","1994","Full Time","indirect migration background","95","0.451887178900976","0.383425103210829","0.520349254591122","1"
"Very low transfer dependency","1994","Full Time","direct migration background","639","0.492671534477158","0.462673746457754","0.522669322496562","1"
"Very low transfer dependency","1994","Full Time","no migration background","2299","0.44394377652234","0.429365484447536","0.458522068597144","1"
"Very low transfer dependency","1994","Part Time","indirect migration background","70","0.635634966167263","0.544448908743137","0.72682102359139","1"
"Very low transfer dependency","1994","Not Working","no migration background","1133","0.266352062832952","0.25162276905515","0.281081356610754","1"
"Very low transfer dependency","1994","Not Working","direct migration background","360","0.369299089940371","0.336246386448762","0.402351793431981","1"
"Very low transfer dependency","1994","Not Working","indirect migration background","125","0.706594385079847","0.636908396027965","0.77628037413173","1"
"Complete transfer dependency","1995","Part Time","no migration background","","","","","5"
"Complete transfer dependency","1995","Part Time","direct migration background","","","","","5"
"Complete transfer dependency","1995","Part Time","indirect migration background","","","","","5"
"Complete transfer dependency","1995","Not Working","no migration background","52","0.0189037520455552","0.0143428828539555","0.0234646212371549","5"
"Complete transfer dependency","1995","Not Working","direct migration background","68","0.0865836403607971","0.0697411747517928","0.103426105969801","5"
"Complete transfer dependency","1995","Not Working","indirect migration background","2","","","","5"
"Complete transfer dependency","1995","Full Time","indirect migration background","","","","","5"
"Complete transfer dependency","1995","Full Time","direct migration background","","","","","5"
"Complete transfer dependency","1995","Full Time","no migration background","","","","","5"
"High transfer dependency","1995","Full Time","no migration background","21","","","","3"
"High transfer dependency","1995","Full Time","direct migration background","3","","","","3"
"High transfer dependency","1995","Full Time","indirect migration background","4","","","","3"
"High transfer dependency","1995","Part Time","no migration background","49","0.0228431305029361","0.0160147583651157","0.0296715026407565","3"
"High transfer dependency","1995","Part Time","direct migration background","22","","","","3"
"High transfer dependency","1995","Part Time","indirect migration background","4","","","","3"
"High transfer dependency","1995","Not Working","no migration background","87","0.0209757259300497","0.0161764796936033","0.0257749721664962","3"
"High transfer dependency","1995","Not Working","direct migration background","52","0.0378019014790528","0.0263798943810282","0.0492239085770774","3"
"High transfer dependency","1995","Not Working","indirect migration background","6","","","","3"
"Low transfer dependency","1995","Not Working","direct migration background","88","0.0505885999572796","0.0374633704280826","0.0637138294864766","2"
"Low transfer dependency","1995","Not Working","indirect migration background","14","","","","2"
"Low transfer dependency","1995","Not Working","no migration background","247","0.0440078834390632","0.0371386195675445","0.0508771473105818","2"
"Low transfer dependency","1995","Part Time","indirect migration background","11","","","","2"
"Low transfer dependency","1995","Part Time","direct migration background","53","0.103861029924756","0.0779853686824434","0.129736691167068","2"
"Low transfer dependency","1995","Part Time","no migration background","156","0.0733895133428398","0.0614709794514494","0.0853080472342302","2"
"Low transfer dependency","1995","Full Time","indirect migration background","8","","","","2"
"Low transfer dependency","1995","Full Time","direct migration background","43","0.0353405488262208","0.0245703238139773","0.0461107738384642","2"
"Low transfer dependency","1995","Full Time","no migration background","147","0.02459874670131","0.0199850155099641","0.0292124778926559","2"
"No transfer dependency","1995","Not Working","indirect migration background","22","","","","0"
"No transfer dependency","1995","Not Working","direct migration background","358","0.446529183419145","0.416755974646383","0.476302392191907","0"
"No transfer dependency","1995","Not Working","no migration background","1890","0.651227734303782","0.635266913622353","0.667188554985211","0"
"No transfer dependency","1995","Full Time","no migration background","1981","0.538738310852956","0.52389035165267","0.553586270053243","0"
"No transfer dependency","1995","Full Time","direct migration background","397","0.433984707360013","0.405074419514859","0.462894995205167","0"
"No transfer dependency","1995","Full Time","indirect migration background","94","0.589443309614889","0.52021960870911","0.658667010520668","0"
"No transfer dependency","1995","Part Time","no migration background","504","0.346105630301348","0.32436283598576","0.367848424616937","0"
"No transfer dependency","1995","Part Time","direct migration background","131","0.347730129487595","0.307336555326749","0.388123703648441","0"
"No transfer dependency","1995","Part Time","indirect migration background","28","","","","0"
"Very high transfer dependency","1995","Part Time","no migration background","25","","","","4"
"Very high transfer dependency","1995","Part Time","direct migration background","11","","","","4"
"Very high transfer dependency","1995","Full Time","direct migration background","1","","","","4"
"Very high transfer dependency","1995","Full Time","indirect migration background","","","","","4"
"Very high transfer dependency","1995","Full Time","no migration background","2","","","","4"
"Very high transfer dependency","1995","Part Time","indirect migration background","1","","","","4"
"Very high transfer dependency","1995","Not Working","direct migration background","41","0.0387741633993894","0.02721204821821","0.0503362785805687","4"
"Very high transfer dependency","1995","Not Working","indirect migration background","4","","","","4"
"Very high transfer dependency","1995","Not Working","no migration background","94","0.0233237089999228","0.0182690491787108","0.0283783688211347","4"
"Very low transfer dependency","1995","Part Time","direct migration background","317","0.484978697410692","0.442589871233814","0.527367523587571","1"
"Very low transfer dependency","1995","Part Time","no migration background","1105","0.546004591285469","0.523249367855072","0.568759814715866","1"
"Very low transfer dependency","1995","Full Time","indirect migration background","88","0.358795671133261","0.291301068283903","0.426290273982619","1"
"Very low transfer dependency","1995","Full Time","direct migration background","685","0.527322676183295","0.498200640626413","0.556444711740177","1"
"Very low transfer dependency","1995","Full Time","no migration background","2179","0.432181172553099","0.41742607929229","0.446936265813907","1"
"Very low transfer dependency","1995","Not Working","direct migration background","464","0.339722511384336","0.31135777419863","0.368087248570043","1"
"Very low transfer dependency","1995","Part Time","indirect migration background","85","0.624202618515299","0.540624439653052","0.707780797377546","1"
"Very low transfer dependency","1995","Not Working","no migration background","1055","0.241561195281627","0.227226394535981","0.255895996027273","1"
"Very low transfer dependency","1995","Not Working","indirect migration background","122","0.628675722493507","0.556046123307447","0.701305321679567","1"
"Complete transfer dependency","1996","Full Time","direct migration background","","","","","5"
"Complete transfer dependency","1996","Full Time","indirect migration background","","","","","5"
"Complete transfer dependency","1996","Part Time","no migration background","","","","","5"
"Complete transfer dependency","1996","Part Time","direct migration background","","","","","5"
"Complete transfer dependency","1996","Part Time","indirect migration background","","","","","5"
"Complete transfer dependency","1996","Not Working","no migration background","52","0.0163567373178739","0.0120595193274393","0.0206539553083086","5"
"Complete transfer dependency","1996","Not Working","direct migration background","53","0.0760329194075131","0.0594637623583162","0.09260207645671","5"
"Complete transfer dependency","1996","Not Working","indirect migration background","1","","","","5"
"Complete transfer dependency","1996","Full Time","no migration background","","","","","5"
"High transfer dependency","1996","Full Time","no migration background","21","","","","3"
"High transfer dependency","1996","Full Time","direct migration background","5","","","","3"
"High transfer dependency","1996","Not Working","direct migration background","43","0.0318956147447865","0.0209106690498054","0.0428805604397676","3"
"High transfer dependency","1996","Not Working","indirect migration background","4","","","","3"
"High transfer dependency","1996","Full Time","indirect migration background","3","","","","3"
"High transfer dependency","1996","Part Time","no migration background","74","0.0375013577733707","0.0289406221772988","0.0460620933694425","3"
"High transfer dependency","1996","Part Time","direct migration background","25","","","","3"
"High transfer dependency","1996","Part Time","indirect migration background","5","","","","3"
"High transfer dependency","1996","Not Working","no migration background","126","0.029127640763224","0.0234305392475308","0.0348247422789171","3"
"Low transfer dependency","1996","Not Working","direct migration background","99","0.0610387610551502","0.0460730271407799","0.0760044949695204","2"
"Low transfer dependency","1996","Not Working","indirect migration background","9","","","","2"
"Low transfer dependency","1996","Part Time","indirect migration background","13","","","","2"
"Low transfer dependency","1996","Not Working","no migration background","292","0.058986012464712","0.0510043603759032","0.0669676645535209","2"
"Low transfer dependency","1996","Part Time","direct migration background","44","0.0759791873901548","0.0541504772336841","0.0978078975466254","2"
"Low transfer dependency","1996","Part Time","no migration background","157","0.0734776384547704","0.0617207317317811","0.0852345451777596","2"
"Low transfer dependency","1996","Full Time","indirect migration background","14","","","","2"
"Low transfer dependency","1996","Full Time","direct migration background","36","0.0342136078000746","0.0228152893451611","0.045611926254988","2"
"Low transfer dependency","1996","Full Time","no migration background","172","0.0292759386696872","0.0242674469591059","0.0342844303802684","2"
"No transfer dependency","1996","Not Working","indirect migration background","17","","","","0"
"No transfer dependency","1996","Not Working","direct migration background","361","0.477820066706298","0.446594263839862","0.509045869572734","0"
"No transfer dependency","1996","Not Working","no migration background","1711","0.626963811549499","0.610579924157943","0.643347698941055","0"
"No transfer dependency","1996","Part Time","indirect migration background","37","0.332025851651041","0.253452672598941","0.410599030703141","0"
"No transfer dependency","1996","Part Time","direct migration background","147","0.288646505231423","0.251315837172978","0.325977173289867","0"
"No transfer dependency","1996","Full Time","indirect migration background","113","0.546992567582752","0.479505847065477","0.614479288100027","0"
"No transfer dependency","1996","Part Time","no migration background","506","0.327846138774191","0.306693872231664","0.348998405316718","0"
"No transfer dependency","1996","Full Time","no migration background","1899","0.514074312765594","0.499225165024971","0.528923460506217","0"
"No transfer dependency","1996","Full Time","direct migration background","348","0.426562352626544","0.395549967285675","0.457574737967414","0"
"Very high transfer dependency","1996","Part Time","no migration background","15","","","","4"
"Very high transfer dependency","1996","Full Time","direct migration background","","","","","4"
"Very high transfer dependency","1996","Full Time","indirect migration background","1","","","","4"
"Very high transfer dependency","1996","Full Time","no migration background","2","","","","4"
"Very high transfer dependency","1996","Part Time","direct migration background","11","","","","4"
"Very high transfer dependency","1996","Not Working","direct migration background","41","0.0327477180161908","0.0216219055666479","0.0438735304657337","4"
"Very high transfer dependency","1996","Part Time","indirect migration background","3","","","","4"
"Very high transfer dependency","1996","Not Working","indirect migration background","10","","","","4"
"Very high transfer dependency","1996","Not Working","no migration background","102","0.0226527301804321","0.0176118663847966","0.0276935939760677","4"
"Very low transfer dependency","1996","Part Time","direct migration background","339","0.562458111821258","0.521589038918539","0.603327184723977","1"
"Very low transfer dependency","1996","Part Time","no migration background","1140","0.556367375922999","0.533981190790839","0.578753561055158","1"
"Very low transfer dependency","1996","Full Time","indirect migration background","78","0.390392643185664","0.324254673281042","0.456530613090287","1"
"Very low transfer dependency","1996","Full Time","direct migration background","588","0.534174942063694","0.502895860807339","0.56545402332005","1"
"Very low transfer dependency","1996","Full Time","no migration background","2258","0.45364683012944","0.438855769354733","0.468437890904148","1"
"Very low transfer dependency","1996","Not Working","indirect migration background","135","0.727575411806724","0.661801463062726","0.793349360550721","1"
"Very low transfer dependency","1996","Not Working","direct migration background","386","0.320464920070062","0.291292831675141","0.349637008464982","1"
"Very low transfer dependency","1996","Part Time","indirect migration background","80","0.556430409104074","0.473541798760687","0.639319019447462","1"
"Very low transfer dependency","1996","Not Working","no migration background","1064","0.245913067724259","0.231324194642992","0.260501940805526","1"
"Complete transfer dependency","1997","Full Time","no migration background","","","","","5"
"Complete transfer dependency","1997","Full Time","direct migration background","","","","","5"
"Complete transfer dependency","1997","Full Time","indirect migration background","","","","","5"
"Complete transfer dependency","1997","Part Time","no migration background","","","","","5"
"Complete transfer dependency","1997","Part Time","direct migration background","","","","","5"
"Complete transfer dependency","1997","Part Time","indirect migration background","","","","","5"
"Complete transfer dependency","1997","Not Working","no migration background","50","0.0184081481599242","0.0139252647153745","0.0228910316044739","5"
"Complete transfer dependency","1997","Not Working","direct migration background","49","0.0691949843323133","0.0534101462316615","0.0849798224329651","5"
"Complete transfer dependency","1997","Not Working","indirect migration background","5","","","","5"
"High transfer dependency","1997","Full Time","no migration background","30","0.00564859958810067","0.0034288654651806","0.00786833371102074","3"
"High transfer dependency","1997","Full Time","direct migration background","8","","","","3"
"High transfer dependency","1997","Full Time","indirect migration background","6","","","","3"
"High transfer dependency","1997","Part Time","no migration background","75","0.0417937597060199","0.0327236507130959","0.0508638686989439","3"
"High transfer dependency","1997","Part Time","direct migration background","13","","","","3"
"High transfer dependency","1997","Part Time","indirect migration background","2","","","","3"
"High transfer dependency","1997","Not Working","no migration background","134","0.0305455227293562","0.0248066787797692","0.0362843666789433","3"
"High transfer dependency","1997","Not Working","direct migration background","49","0.0460625234124394","0.0330246342350642","0.0591004125898145","3"
"High transfer dependency","1997","Not Working","indirect migration background","3","","","","3"
"Low transfer dependency","1997","Part Time","indirect migration background","16","","","","2"
"Low transfer dependency","1997","Not Working","no migration background","297","0.0593294237756304","0.0514509740243276","0.0672078735269332","2"
"Low transfer dependency","1997","Not Working","direct migration background","121","0.0907420891943098","0.0728763332136258","0.108607845174994","2"
"Low transfer dependency","1997","Not Working","indirect migration background","27","","","","2"
"Low transfer dependency","1997","Part Time","no migration background","183","0.092291366146215","0.0791729604311062","0.105409771861324","2"
"Low transfer dependency","1997","Part Time","direct migration background","74","0.14722650594107","0.116564592190046","0.177888419692094","2"
"Low transfer dependency","1997","Full Time","indirect migration background","17","","","","2"
"Low transfer dependency","1997","Full Time","direct migration background","51","0.0416765468628316","0.028968224849205","0.0543848688764582","2"
"Low transfer dependency","1997","Full Time","no migration background","205","0.0360454222240937","0.0305244703425015","0.0415663741056858","2"
"No transfer dependency","1997","Not Working","indirect migration background","16","","","","0"
"No transfer dependency","1997","Not Working","direct migration background","363","0.452235934168343","0.421279368780464","0.483192499556223","0"
"No transfer dependency","1997","Not Working","no migration background","1741","0.606229427168107","0.589935451629138","0.622523402707076","0"
"No transfer dependency","1997","Part Time","indirect migration background","28","","","","0"
"No transfer dependency","1997","Part Time","direct migration background","134","0.321951279726874","0.281520237503424","0.362382321950324","0"
"No transfer dependency","1997","Part Time","no migration background","439","0.278339382946773","0.258026053107006","0.298652712786539","0"
"No transfer dependency","1997","Full Time","indirect migration background","104","0.496593414162736","0.431262797698538","0.561924030626934","0"
"No transfer dependency","1997","Full Time","no migration background","1803","0.48422806059856","0.4694262633807","0.49902985781642","0"
"No transfer dependency","1997","Full Time","direct migration background","324","0.406578338148042","0.375343439267872","0.437813237028213","0"
"Very high transfer dependency","1997","Part Time","no migration background","28","","","","4"
"Very high transfer dependency","1997","Full Time","indirect migration background","","","","","4"
"Very high transfer dependency","1997","Full Time","no migration background","2","","","","4"
"Very high transfer dependency","1997","Full Time","direct migration background","","","","","4"
"Very high transfer dependency","1997","Part Time","direct migration background","14","","","","4"
"Very high transfer dependency","1997","Part Time","indirect migration background","7","","","","4"
"Very high transfer dependency","1997","Not Working","direct migration background","40","0.0297980760012253","0.0192226311630501","0.0403735208394006","4"
"Very high transfer dependency","1997","Not Working","indirect migration background","6","","","","4"
"Very high transfer dependency","1997","Not Working","no migration background","107","0.0294469295624111","0.0238090398360272","0.0350848192887949","4"
"Very low transfer dependency","1997","Part Time","no migration background","1145","0.573913100957638","0.551500129005995","0.596326072909281","1"
"Very low transfer dependency","1997","Part Time","direct migration background","278","0.483550546343471","0.440306705648945","0.526794387037997","1"
"Very low transfer dependency","1997","Full Time","indirect migration background","98","0.410042615597105","0.345776559277717","0.474308671916494","1"
"Very low transfer dependency","1997","Full Time","direct migration background","567","0.545619592049712","0.513957393702215","0.577281790397209","1"
"Very low transfer dependency","1997","Full Time","no migration background","2339","0.473765381364335","0.458976613653628","0.488554149075043","1"
"Very low transfer dependency","1997","Not Working","indirect migration background","141","0.666837426001615","0.601184576020272","0.732490275982957","1"
"Very low transfer dependency","1997","Not Working","direct migration background","371","0.311966392891369","0.283150492220476","0.340782293562262","1"
"Very low transfer dependency","1997","Not Working","no migration background","1125","0.256040548604571","0.241485423867434","0.270595673341708","1"
"Very low transfer dependency","1997","Part Time","indirect migration background","90","0.612343941976349","0.532489133442495","0.692198750510202","1"
"Complete transfer dependency","1998","Full Time","no migration background","","","","","5"
"Complete transfer dependency","1998","Full Time","direct migration background","","","","","5"
"Complete transfer dependency","1998","Full Time","indirect migration background","","","","","5"
"Complete transfer dependency","1998","Part Time","no migration background","","","","","5"
"Complete transfer dependency","1998","Part Time","direct migration background","","","","","5"
"Complete transfer dependency","1998","Part Time","indirect migration background","","","","","5"
"Complete transfer dependency","1998","Not Working","no migration background","89","0.0241631248166622","0.0194929591497041","0.0288332904836202","5"
"Complete transfer dependency","1998","Not Working","direct migration background","48","0.0656369855439779","0.0502649052207185","0.0810090658672372","5"
"Complete transfer dependency","1998","Not Working","indirect migration background","3","","","","5"
"High transfer dependency","1998","Full Time","no migration background","22","","","","3"
"High transfer dependency","1998","Not Working","direct migration background","46","0.0353924789020812","0.0239233264732116","0.0468616313309509","3"
"High transfer dependency","1998","Not Working","indirect migration background","9","","","","3"
"High transfer dependency","1998","Full Time","direct migration background","2","","","","3"
"High transfer dependency","1998","Full Time","indirect migration background","7","","","","3"
"High transfer dependency","1998","Part Time","no migration background","80","0.036491505489258","0.0286075912346091","0.0443754197439068","3"
"High transfer dependency","1998","Part Time","direct migration background","31","0.0567729436423154","0.0367481412177085","0.0767977460669222","3"
"High transfer dependency","1998","Part Time","indirect migration background","8","","","","3"
"High transfer dependency","1998","Not Working","no migration background","118","0.0223803606019866","0.0178816751939359","0.0268790460100373","3"
"Low transfer dependency","1998","Not Working","direct migration background","140","0.113573842579765","0.0938786172780625","0.133269067881468","2"
"Low transfer dependency","1998","Not Working","no migration background","346","0.0555815074676496","0.0486134050176239","0.0625496099176753","2"
"Low transfer dependency","1998","Part Time","indirect migration background","11","","","","2"
"Low transfer dependency","1998","Part Time","direct migration background","51","0.0966156054575446","0.0710503968753644","0.122180814039725","2"
"Low transfer dependency","1998","Not Working","indirect migration background","24","","","","2"
"Low transfer dependency","1998","Part Time","no migration background","195","0.079902443372452","0.0685021718124388","0.0913027149324651","2"
"Low transfer dependency","1998","Full Time","direct migration background","57","0.0476901812793985","0.0336418229493945","0.0617385396094025","2"
"Low transfer dependency","1998","Full Time","indirect migration background","16","","","","2"
"Low transfer dependency","1998","Full Time","no migration background","211","0.0344707230926396","0.0293278869381734","0.0396135592471058","2"
"No transfer dependency","1998","Full Time","no migration background","2000","0.477408672925908","0.463328077534055","0.491489268317761","0"
"No transfer dependency","1998","Full Time","direct migration background","286","0.433461756965022","0.400794552733052","0.466128961196993","0"
"No transfer dependency","1998","Full Time","indirect migration background","95","0.417482081534543","0.355350276242244","0.479613886826843","0"
"No transfer dependency","1998","Part Time","no migration background","531","0.286748241279885","0.267733516888537","0.305762965671233","0"
"No transfer dependency","1998","Part Time","direct migration background","123","0.28365305300677","0.244645846746152","0.322660259267387","0"
"No transfer dependency","1998","Part Time","indirect migration background","29","","","","0"
"No transfer dependency","1998","Not Working","no migration background","2220","0.622117160543474","0.607370903459735","0.636863417627214","0"
"No transfer dependency","1998","Not Working","direct migration background","350","0.42881878595277","0.398098562457967","0.459539009447573","0"
"No transfer dependency","1998","Not Working","indirect migration background","23","","","","0"
"Very high transfer dependency","1998","Part Time","no migration background","33","0.0139180079758324","0.00899236100255142","0.0188436549491134","4"
"Very high transfer dependency","1998","Full Time","indirect migration background","","","","","4"
"Very high transfer dependency","1998","Full Time","no migration background","2","","","","4"
"Very high transfer dependency","1998","Full Time","direct migration background","1","","","","4"
"Very high transfer dependency","1998","Not Working","direct migration background","32","0.0389070446878","0.0269038367207284","0.0509102526548717","4"
"Very high transfer dependency","1998","Not Working","indirect migration background","10","","","","4"
"Very high transfer dependency","1998","Part Time","direct migration background","9","","","","4"
"Very high transfer dependency","1998","Part Time","indirect migration background","5","","","","4"
"Very high transfer dependency","1998","Not Working","no migration background","134","0.0289152283266484","0.0238188810949896","0.0340115755583072","4"
"Very low transfer dependency","1998","Part Time","direct migration background","299","0.549182650601067","0.50612521868868","0.592240082513453","1"
"Very low transfer dependency","1998","Part Time","no migration background","1334","0.582939801882572","0.56220836255759","0.603671241207555","1"
"Very low transfer dependency","1998","Part Time","indirect migration background","97","0.552758552065491","0.473190043231747","0.632327060899235","1"
"Very low transfer dependency","1998","Full Time","indirect migration background","124","0.496419669156593","0.433425655850576","0.55941368246261","1"
"Very low transfer dependency","1998","Full Time","direct migration background","538","0.515039290304973","0.482093842404203","0.547984738205744","1"
"Very low transfer dependency","1998","Full Time","no migration background","2599","0.484157757646949","0.47006984444251","0.498245670851388","1"
"Very low transfer dependency","1998","Not Working","no migration background","1246","0.246842618243579","0.233729074595717","0.25995616189144","1"
"Very low transfer dependency","1998","Not Working","direct migration background","381","0.317670862333605","0.288771639644728","0.346570085022483","1"
"Very low transfer dependency","1998","Not Working","indirect migration background","136","0.626798846557544","0.56059141450933","0.693006278605757","1"
"Complete transfer dependency","1999","Not Working","indirect migration background","2","","","","5"
"Complete transfer dependency","1999","Not Working","direct migration background","38","0.0417220670048253","0.0286002397633463","0.0548438942463044","5"
"Complete transfer dependency","1999","Not Working","no migration background","69","0.0214661099392944","0.0168610491148743","0.0260711707637145","5"
"Complete transfer dependency","1999","Part Time","indirect migration background","","","","","5"
"Complete transfer dependency","1999","Part Time","direct migration background","","","","","5"
"Complete transfer dependency","1999","Part Time","no migration background","","","","","5"
"Complete transfer dependency","1999","Full Time","indirect migration background","","","","","5"
"Complete transfer dependency","1999","Full Time","direct migration background","","","","","5"
"Complete transfer dependency","1999","Full Time","no migration background","","","","","5"
"High transfer dependency","1999","Full Time","no migration background","27","","","","3"
"High transfer dependency","1999","Not Working","indirect migration background","8","","","","3"
"High transfer dependency","1999","Not Working","direct migration background","33","0.0439910390459257","0.0305330938529404","0.057448984238911","3"
"High transfer dependency","1999","Part Time","indirect migration background","7","","","","3"
"High transfer dependency","1999","Not Working","no migration background","121","0.0195716539973221","0.0151702376243901","0.023973070370254","3"
"High transfer dependency","1999","Full Time","direct migration background","2","","","","3"
"High transfer dependency","1999","Full Time","indirect migration background","4","","","","3"
"High transfer dependency","1999","Part Time","no migration background","97","0.039004351629666","0.0310626717469193","0.0469460315124127","3"
"High transfer dependency","1999","Part Time","direct migration background","17","","","","3"
"Low transfer dependency","1999","Not Working","direct migration background","133","0.117669319275677","0.0965240619407632","0.138814576610591","2"
"Low transfer dependency","1999","Not Working","no migration background","271","0.0484702306114634","0.0416465373921152","0.0552939238308117","2"
"Low transfer dependency","1999","Part Time","indirect migration background","14","","","","2"
"Low transfer dependency","1999","Part Time","direct migration background","51","0.104189695412204","0.0760874788822172","0.132291911942191","2"
"Low transfer dependency","1999","Part Time","no migration background","198","0.080135977222559","0.0689989130888947","0.0912730413562233","2"
"Low transfer dependency","1999","Not Working","indirect migration background","23","","","","2"
"Low transfer dependency","1999","Full Time","indirect migration background","15","","","","2"
"Low transfer dependency","1999","Full Time","direct migration background","62","0.0515877450530448","0.03658479358962","0.0665906965164697","2"
"Low transfer dependency","1999","Full Time","no migration background","211","0.0332345389156311","0.0281208714413764","0.0383482063898859","2"
