"plh0191","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"True entirely","1992","Full Time","(0) in school","","","",""
"True entirely","1992","Full Time","(1a) inadequately completed","2","","",""
"True entirely","1992","Full Time","(1b) general elementary school","21","","",""
"True entirely","1992","Full Time","(1c) basic vocational qualification","96","0.0555556236506728","0.0450922098021396","0.066019037499206"
"True entirely","1992","Full Time","(2b) intermediate general qualification","3","","",""
"True entirely","1992","Full Time","(2a) intermediate vocational","47","0.0264761398258933","0.0184446792070833","0.0345076004447034"
"True entirely","1992","Full Time","(2c_gen) general maturity certificate","2","","",""
"True entirely","1992","Full Time","(2c_voc) vocational maturity certificate","3","","",""
"True entirely","1992","Full Time","(3a) lower tertiary education","16","","",""
"True entirely","1992","Full Time","(3b) higher tertiary education","5","","",""
"True entirely","1992","Part Time","(0) in school","","","",""
"True entirely","1992","Part Time","(1a) inadequately completed","1","","",""
"True entirely","1992","Part Time","(1b) general elementary school","18","","",""
"True entirely","1992","Part Time","(1c) basic vocational qualification","39","0.0483068109838504","0.0318361790806765","0.0647774428870243"
"True entirely","1992","Part Time","(2b) intermediate general qualification","4","","",""
"True entirely","1992","Part Time","(2a) intermediate vocational","22","","",""
"True entirely","1992","Part Time","(2c_gen) general maturity certificate","3","","",""
"True entirely","1992","Part Time","(2c_voc) vocational maturity certificate","3","","",""
"True entirely","1992","Part Time","(3a) lower tertiary education","3","","",""
"True entirely","1992","Part Time","(3b) higher tertiary education","2","","",""
"True entirely","1992","Not Working","(0) in school","3","","",""
"True entirely","1992","Not Working","(1a) inadequately completed","8","","",""
"True entirely","1992","Not Working","(1b) general elementary school","94","0.106592404128412","0.0862034614908815","0.126981346765943"
"True entirely","1992","Not Working","(1c) basic vocational qualification","125","0.0913974446988975","0.0758574564496616","0.106937432948133"
"True entirely","1992","Not Working","(2b) intermediate general qualification","4","","",""
"True entirely","1992","Not Working","(2a) intermediate vocational","30","0.0723753238811428","0.0484883969977749","0.0962622507645108"
"True entirely","1992","Not Working","(2c_gen) general maturity certificate","5","","",""
"True entirely","1992","Not Working","(2c_voc) vocational maturity certificate","5","","",""
"True entirely","1992","Not Working","(3a) lower tertiary education","10","","",""
"True entirely","1992","Not Working","(3b) higher tertiary education","4","","",""
"Tends to agree","1992","Full Time","(0) in school","","","",""
"Tends to agree","1992","Full Time","(1a) inadequately completed","4","","",""
"Tends to agree","1992","Full Time","(1b) general elementary school","52","0.14330411575571","0.106543900177206","0.180064331334214"
"Tends to agree","1992","Full Time","(1c) basic vocational qualification","245","0.123488298659483","0.108459891265538","0.138516706053429"
"Tends to agree","1992","Full Time","(2b) intermediate general qualification","19","","",""
"Tends to agree","1992","Full Time","(2a) intermediate vocational","202","0.106583207906232","0.0911461209593428","0.122020294853122"
"Tends to agree","1992","Full Time","(2c_gen) general maturity certificate","1","","",""
"Tends to agree","1992","Full Time","(2c_voc) vocational maturity certificate","15","","",""
"Tends to agree","1992","Full Time","(3a) lower tertiary education","53","0.083177369192763","0.060098634284566","0.10625610410096"
"Tends to agree","1992","Full Time","(3b) higher tertiary education","35","0.0660580188007702","0.0436975120762276","0.0884185255253127"
"Tends to agree","1992","Part Time","(0) in school","","","",""
"Tends to agree","1992","Part Time","(1a) inadequately completed","5","","",""
"Tends to agree","1992","Part Time","(1b) general elementary school","40","0.142347208700262","0.100670209717829","0.184024207682696"
"Tends to agree","1992","Part Time","(1c) basic vocational qualification","125","0.159137622881671","0.131037611838644","0.187237633924697"
"Tends to agree","1992","Part Time","(2b) intermediate general qualification","14","","",""
"Tends to agree","1992","Part Time","(2a) intermediate vocational","72","0.108832119438913","0.0821416905414984","0.135522548336328"
"Tends to agree","1992","Part Time","(2c_gen) general maturity certificate","5","","",""
"Tends to agree","1992","Part Time","(2c_voc) vocational maturity certificate","8","","",""
"Tends to agree","1992","Part Time","(3a) lower tertiary education","25","","",""
"Tends to agree","1992","Part Time","(3b) higher tertiary education","16","","",""
"Tends to agree","1992","Not Working","(0) in school","2","","",""
"Tends to agree","1992","Not Working","(1a) inadequately completed","14","","",""
"Tends to agree","1992","Not Working","(1b) general elementary school","206","0.23864085256453","0.210478175457645","0.266803529671414"
"Tends to agree","1992","Not Working","(1c) basic vocational qualification","300","0.223004121527478","0.200556905579178","0.245451337475777"
"Tends to agree","1992","Not Working","(2b) intermediate general qualification","24","","",""
"Tends to agree","1992","Not Working","(2a) intermediate vocational","50","0.111906504955524","0.0828438099556028","0.140969199955444"
"Tends to agree","1992","Not Working","(2c_gen) general maturity certificate","8","","",""
"Tends to agree","1992","Not Working","(2c_voc) vocational maturity certificate","9","","",""
"Tends to agree","1992","Not Working","(3a) lower tertiary education","36","0.190412045561385","0.127788327954078","0.253035763168692"
"Tends to agree","1992","Not Working","(3b) higher tertiary education","12","","",""
"Rather not true","1992","Full Time","(0) in school","","","",""
"Rather not true","1992","Full Time","(1a) inadequately completed","13","","",""
"Rather not true","1992","Full Time","(1b) general elementary school","120","0.330613367677961","0.281258033152605","0.379968702203316"
"Rather not true","1992","Full Time","(1c) basic vocational qualification","592","0.298814015585809","0.277904773446518","0.3197232577251"
"Rather not true","1992","Full Time","(2b) intermediate general qualification","61","0.318278295003777","0.249460804862477","0.387095785145078"
