"plh0191","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"True entirely","1992","16-34 y.","Full Time","61","0.023890348606922","0.0174711787432374","0.0303095184706065"
"True entirely","1992","16-34 y.","Part Time","29","","",""
"True entirely","1992","16-34 y.","Not Working","32","0.0493650606490795","0.034428206712041","0.0643019145861181"
"True entirely","1992","35-65 y.","Full Time","137","0.048805072742734","0.0412784876816032","0.0563316578038649"
"True entirely","1992","35-65 y.","Part Time","66","0.0519806267175348","0.0391057108141935","0.0648555426208761"
"True entirely","1992","35-65 y.","Not Working","112","0.0775507405037408","0.0632461871303408","0.0918552938771408"
"True entirely","1992","66 and older","Full Time","","","",""
"True entirely","1992","66 and older","Part Time","1","","",""
"True entirely","1992","66 and older","Not Working","149","0.106436822816953","0.0901833719073833","0.122690273726523"
"Tends to agree","1992","16-34 y.","Full Time","218","0.0928420014271471","0.0806427822171966","0.105041220637098"
"Tends to agree","1992","16-34 y.","Part Time","112","0.110753429996466","0.0908496255045954","0.130657234488337"
"Tends to agree","1992","16-34 y.","Not Working","77","0.0801098940332175","0.0613921517594067","0.0988276363070282"
"Tends to agree","1992","35-65 y.","Full Time","410","0.111450933195087","0.100458007527592","0.122443858862582"
"Tends to agree","1992","35-65 y.","Part Time","196","0.137195633157314","0.117241110168962","0.157150156145665"
"Tends to agree","1992","35-65 y.","Not Working","263","0.178884240982418","0.158386862537402","0.199381619427435"
"Tends to agree","1992","66 and older","Full Time","1","","",""
"Tends to agree","1992","66 and older","Part Time","4","","",""
"Tends to agree","1992","66 and older","Not Working","331","0.23261274254357","0.210345776669082","0.254879708418058"
"Rather not true","1992","16-34 y.","Full Time","741","0.33084453882713","0.311066017514719","0.350623060139541"
"Rather not true","1992","16-34 y.","Part Time","304","0.296656947164158","0.267686361968704","0.325627532359613"
"Rather not true","1992","16-34 y.","Not Working","253","0.291801887040204","0.260457206980365","0.323146567100044"
"Rather not true","1992","35-65 y.","Full Time","1052","0.302918204247908","0.28686597746915","0.318970431026667"
"Rather not true","1992","35-65 y.","Part Time","353","0.310972731388707","0.284125815755912","0.337819647021501"
"Rather not true","1992","35-65 y.","Not Working","416","0.304992425593113","0.280368948465","0.329615902721226"
"Rather not true","1992","66 and older","Full Time","","","",""
"Rather not true","1992","66 and older","Part Time","8","","",""
"Rather not true","1992","66 and older","Not Working","384","0.276510745500213","0.252938060644808","0.300083430355619"
"Totally disagree","1992","16-34 y.","Full Time","1154","0.552423111138801","0.531521100357129","0.573325121920473"
"Totally disagree","1992","16-34 y.","Part Time","510","0.564634491580227","0.533189092053684","0.59607989110677"
"Totally disagree","1992","16-34 y.","Not Working","446","0.578723158277499","0.544677507949063","0.612768808605935"
"Totally disagree","1992","35-65 y.","Full Time","1549","0.536825789814271","0.519406934979358","0.554244644649183"
"Totally disagree","1992","35-65 y.","Part Time","527","0.499851008736445","0.470851875047179","0.528850142425711"
"Totally disagree","1992","35-65 y.","Not Working","552","0.438572592920728","0.412034015829483","0.465111170011973"
"Totally disagree","1992","66 and older","Full Time","8","","",""
"Totally disagree","1992","66 and older","Part Time","12","","",""
"Totally disagree","1992","66 and older","Not Working","519","0.384439689139263","0.358801555037025","0.410077823241501"
"True entirely","1993","16-34 y.","Full Time","102","0.0435239034647592","0.0356585399917523","0.0513892669377661"
"True entirely","1993","16-34 y.","Part Time","77","0.0715051458844212","0.0565412517138695","0.0864690400549729"
"True entirely","1993","16-34 y.","Not Working","61","0.0546236768983004","0.0415521955650151","0.0676951582315857"
"True entirely","1993","35-65 y.","Full Time","211","0.0606709907310451","0.0529082549763064","0.0684337264857837"
"True entirely","1993","35-65 y.","Part Time","95","0.0671954707710195","0.0534854267361155","0.0809055148059234"
"True entirely","1993","35-65 y.","Not Working","205","0.110678014308161","0.0961360013368464","0.125220027279475"
"True entirely","1993","66 and older","Full Time","","","",""
"True entirely","1993","66 and older","Part Time","1","","",""
"True entirely","1993","66 and older","Not Working","192","0.138396946786941","0.12054290379689","0.156250989776993"
"Tends to agree","1993","16-34 y.","Full Time","301","0.103490486715974","0.0917483945954174","0.115232578836531"
"Tends to agree","1993","16-34 y.","Part Time","135","0.10957994079151","0.0914394418742086","0.127720439708811"
"Tends to agree","1993","16-34 y.","Not Working","156","0.121914747341743","0.103094364901627","0.14073512978186"
"Tends to agree","1993","35-65 y.","Full Time","570","0.144585532503213","0.13314974420336","0.156021320803065"
"Tends to agree","1993","35-65 y.","Part Time","223","0.16574738423263","0.145384201603372","0.186110566861889"
"Tends to agree","1993","35-65 y.","Not Working","397","0.21072272876676","0.191819550808154","0.229625906725366"
"Tends to agree","1993","66 and older","Full Time","","","",""
"Tends to agree","1993","66 and older","Part Time","7","","",""
"Tends to agree","1993","66 and older","Not Working","374","0.236038461462841","0.214082784016712","0.257994138908969"
"Rather not true","1993","16-34 y.","Full Time","919","0.359711392578869","0.341210920905966","0.378211864251772"
"Rather not true","1993","16-34 y.","Part Time","397","0.340944477327378","0.313415564483065","0.368473390171692"
"Rather not true","1993","16-34 y.","Not Working","413","0.353246799243562","0.325752643261918","0.380740955225205"
"Rather not true","1993","35-65 y.","Full Time","1324","0.34853745353532","0.333042693838852","0.364032213231788"
"Rather not true","1993","35-65 y.","Part Time","450","0.338364928773776","0.312454448907885","0.364275408639667"
"Rather not true","1993","35-65 y.","Not Working","594","0.325593563147309","0.303873399532686","0.347313726761933"
"Rather not true","1993","66 and older","Full Time","5","","",""
"Rather not true","1993","66 and older","Part Time","9","","",""
"Rather not true","1993","66 and older","Not Working","436","0.304946537105775","0.281143045521265","0.328750028690285"
"Totally disagree","1993","16-34 y.","Full Time","1263","0.493274217240398","0.474001252518064","0.512547181962731"
"Totally disagree","1993","16-34 y.","Part Time","530","0.477970435996691","0.448961333269889","0.506979538723492"
"Totally disagree","1993","16-34 y.","Not Working","531","0.470214776516395","0.441504985049938","0.498924567982851"
"Totally disagree","1993","35-65 y.","Full Time","1528","0.446206023230422","0.430041711388509","0.462370335072336"
"Totally disagree","1993","35-65 y.","Part Time","513","0.428692216222575","0.401591460866454","0.455792971578695"
"Totally disagree","1993","35-65 y.","Not Working","592","0.35300569377777","0.330854077570252","0.375157309985287"
"Totally disagree","1993","66 and older","Full Time","5","","",""
"Totally disagree","1993","66 and older","Part Time","9","","",""
"Totally disagree","1993","66 and older","Not Working","435","0.320618054644443","0.296487311609189","0.344748797679697"
"True entirely","1994","16-34 y.","Full Time","","","",""
"True entirely","1994","16-34 y.","Part Time","","","",""
"True entirely","1994","16-34 y.","Not Working","","","",""
"True entirely","1994","35-65 y.","Full Time","","","",""
"True entirely","1994","35-65 y.","Part Time","","","",""
"True entirely","1994","35-65 y.","Not Working","","","",""
"True entirely","1994","66 and older","Full Time","","","",""
"True entirely","1994","66 and older","Part Time","","","",""
"True entirely","1994","66 and older","Not Working","","","",""
"Tends to agree","1994","16-34 y.","Full Time","","","",""
"Tends to agree","1994","16-34 y.","Part Time","","","",""
"Tends to agree","1994","16-34 y.","Not Working","","","",""
"Tends to agree","1994","35-65 y.","Full Time","","","",""
"Tends to agree","1994","35-65 y.","Part Time","","","",""
"Tends to agree","1994","35-65 y.","Not Working","","","",""
"Tends to agree","1994","66 and older","Full Time","","","",""
"Tends to agree","1994","66 and older","Part Time","","","",""
"Tends to agree","1994","66 and older","Not Working","","","",""
"Rather not true","1994","16-34 y.","Full Time","","","",""
"Rather not true","1994","16-34 y.","Part Time","","","",""
"Rather not true","1994","16-34 y.","Not Working","","","",""
"Rather not true","1994","35-65 y.","Full Time","","","",""
"Rather not true","1994","35-65 y.","Part Time","","","",""
"Rather not true","1994","35-65 y.","Not Working","","","",""
"Rather not true","1994","66 and older","Full Time","","","",""
"Rather not true","1994","66 and older","Part Time","","","",""
"Rather not true","1994","66 and older","Not Working","","","",""
"Totally disagree","1994","16-34 y.","Full Time","","","",""
"Totally disagree","1994","16-34 y.","Part Time","","","",""
"Totally disagree","1994","16-34 y.","Not Working","","","",""
"Totally disagree","1994","35-65 y.","Full Time","","","",""
"Totally disagree","1994","35-65 y.","Part Time","","","",""
"Totally disagree","1994","35-65 y.","Not Working","","","",""
"Totally disagree","1994","66 and older","Full Time","","","",""
"Totally disagree","1994","66 and older","Part Time","","","",""
"Totally disagree","1994","66 and older","Not Working","","","",""
"True entirely","1995","16-34 y.","Full Time","61","0.0311843504935197","0.0242477231500374","0.0381209778370019"
"True entirely","1995","16-34 y.","Part Time","41","0.0334536480750154","0.0230833752085212","0.0438239209415096"
"True entirely","1995","16-34 y.","Not Working","52","0.0309765952104605","0.0217448636765903","0.0402083267443306"
"True entirely","1995","35-65 y.","Full Time","123","0.0344686562027987","0.0283970455938769","0.0405402668117204"
"True entirely","1995","35-65 y.","Part Time","71","0.0487484814638746","0.0375004896644723","0.0599964732632769"
"True entirely","1995","35-65 y.","Not Working","173","0.0996562767283935","0.0862926007856564","0.113019952671131"
"True entirely","1995","66 and older","Full Time","","","",""
"True entirely","1995","66 and older","Part Time","3","","",""
"True entirely","1995","66 and older","Not Working","185","0.132566608584587","0.115348315425665","0.14978490174351"
"Tends to agree","1995","16-34 y.","Full Time","201","0.0708664032060022","0.0606259608606108","0.0811068455513936"
"Tends to agree","1995","16-34 y.","Part Time","139","0.108683109348257","0.0907335333342491","0.126632685362264"
"Tends to agree","1995","16-34 y.","Not Working","159","0.120193772774397","0.102866361158841","0.137521184389954"
"Tends to agree","1995","35-65 y.","Full Time","406","0.100774239914796","0.0907553943549372","0.110793085474656"
"Tends to agree","1995","35-65 y.","Part Time","211","0.141392522830258","0.123193112431441","0.159591933229074"
"Tends to agree","1995","35-65 y.","Not Working","386","0.176696012134284","0.159679798866844","0.193712225401725"
"Tends to agree","1995","66 and older","Full Time","1","","",""
"Tends to agree","1995","66 and older","Part Time","4","","",""
"Tends to agree","1995","66 and older","Not Working","343","0.22035244830853","0.199306763753235","0.241398132863825"
"Rather not true","1995","16-34 y.","Full Time","890","0.358770912845744","0.339629470514589","0.377912355176899"
"Rather not true","1995","16-34 y.","Part Time","391","0.352951008854807","0.325390775217708","0.380511242491907"
"Rather not true","1995","16-34 y.","Not Working","466","0.341699713309324","0.316428067739172","0.366971358879476"
"Rather not true","1995","35-65 y.","Full Time","1286","0.364028207241631","0.348014385421366","0.380042029061896"
"Rather not true","1995","35-65 y.","Part Time","484","0.331124619300526","0.306542738682156","0.355706499918895"
"Rather not true","1995","35-65 y.","Not Working","684","0.353385972800817","0.332059616990694","0.374712328610941"
"Rather not true","1995","66 and older","Full Time","3","","",""
"Rather not true","1995","66 and older","Part Time","12","","",""
"Rather not true","1995","66 and older","Not Working","426","0.274292047561827","0.251638172232401","0.296945922891253"
"Totally disagree","1995","16-34 y.","Full Time","1260","0.539178333454734","0.519285708240907","0.559070958668561"
"Totally disagree","1995","16-34 y.","Part Time","584","0.504912233721921","0.476078150795679","0.533746316648163"
"Totally disagree","1995","16-34 y.","Not Working","676","0.507129918705819","0.480490482011093","0.533769355400544"
"Totally disagree","1995","35-65 y.","Full Time","1653","0.500728896640774","0.484087947645562","0.517369845635987"
"Totally disagree","1995","35-65 y.","Part Time","642","0.478734376405342","0.452641400508444","0.504827352302241"
"Totally disagree","1995","35-65 y.","Not Working","687","0.370261738336505","0.34871885175982","0.39180462491319"
"Totally disagree","1995","66 and older","Full Time","6","","",""
"Totally disagree","1995","66 and older","Part Time","13","","",""
"Totally disagree","1995","66 and older","Not Working","536","0.372788895545056","0.348236531785703","0.397341259304409"
"True entirely","1996","16-34 y.","Full Time","61","0.0239265099455493","0.017770066445347","0.0300829534457515"
"True entirely","1996","16-34 y.","Part Time","32","0.0362882786375194","0.0253362181404022","0.0472403391346366"
"True entirely","1996","16-34 y.","Not Working","39","0.0274143194658532","0.0184373864203212","0.0363912525113852"
"True entirely","1996","35-65 y.","Full Time","123","0.0339369703390392","0.027813715213193","0.0400602254648855"
"True entirely","1996","35-65 y.","Part Time","69","0.0444849906878697","0.0341408044054975","0.0548291769702419"
"True entirely","1996","35-65 y.","Not Working","136","0.0755428203226524","0.0635007204695391","0.0875849201757657"
"True entirely","1996","66 and older","Full Time","","","",""
"True entirely","1996","66 and older","Part Time","1","","",""
"True entirely","1996","66 and older","Not Working","140","0.0917489515324389","0.0771501691885417","0.106347733876336"
"Tends to agree","1996","16-34 y.","Full Time","219","0.0903246913789771","0.0787769936154305","0.101872389142524"
"Tends to agree","1996","16-34 y.","Part Time","95","0.0916360952853763","0.0747393794021868","0.108532811168566"
"Tends to agree","1996","16-34 y.","Not Working","161","0.11685869846828","0.0991974688845552","0.134519928052005"
"Tends to agree","1996","35-65 y.","Full Time","361","0.100095635495884","0.0899460375546082","0.11024523343716"
"Tends to agree","1996","35-65 y.","Part Time","216","0.123394423317449","0.106893026613885","0.139895820021013"
"Tends to agree","1996","35-65 y.","Not Working","397","0.206607241358043","0.188157974510657","0.225056508205429"
"Tends to agree","1996","66 and older","Full Time","","","",""
"Tends to agree","1996","66 and older","Part Time","5","","",""
"Tends to agree","1996","66 and older","Not Working","365","0.230786125497368","0.209478182449648","0.252094068545088"
"Rather not true","1996","16-34 y.","Full Time","914","0.389353130598692","0.369709766569621","0.408996494627763"
"Rather not true","1996","16-34 y.","Part Time","441","0.404445111733451","0.375702265476779","0.433187957990123"
"Rather not true","1996","16-34 y.","Not Working","477","0.373515036531654","0.346920973942163","0.400109099121145"
"Rather not true","1996","35-65 y.","Full Time","1415","0.407569555453529","0.390952172012495","0.424186938894563"
"Rather not true","1996","35-65 y.","Part Time","610","0.403174601680419","0.378562933269803","0.427786270091034"
"Rather not true","1996","35-65 y.","Not Working","715","0.365381321968321","0.343438533158328","0.387324110778315"
"Rather not true","1996","66 and older","Full Time","5","","",""
"Rather not true","1996","66 and older","Part Time","14","","",""
"Rather not true","1996","66 and older","Not Working","495","0.321973706970609","0.298344638739098","0.345602775202119"
"Totally disagree","1996","16-34 y.","Full Time","1173","0.496395668076782","0.476253431987273","0.516537904166291"
"Totally disagree","1996","16-34 y.","Part Time","552","0.467630514343653","0.43840937950798","0.496851649179327"
"Totally disagree","1996","16-34 y.","Not Working","594","0.482211945534213","0.454741208504662","0.509682682563764"
"Totally disagree","1996","35-65 y.","Full Time","1460","0.458397838711548","0.441547657950873","0.475248019472222"
"Totally disagree","1996","35-65 y.","Part Time","631","0.428945984314263","0.404114040189629","0.453777928438896"
"Totally disagree","1996","35-65 y.","Not Working","602","0.352468616350983","0.330698895275927","0.374238337426039"
"Totally disagree","1996","66 and older","Full Time","6","","",""
"Totally disagree","1996","66 and older","Part Time","19","","",""
"Totally disagree","1996","66 and older","Not Working","502","0.355491215999585","0.331284159599414","0.379698272399755"
"True entirely","1997","16-34 y.","Full Time","69","0.0401759842572055","0.032104899099736","0.0482470694146749"
"True entirely","1997","16-34 y.","Part Time","35","0.0420720028348659","0.0298238310419588","0.054320174627773"
"True entirely","1997","16-34 y.","Not Working","51","0.0490677015597277","0.0373480286208303","0.060787374498625"
"True entirely","1997","35-65 y.","Full Time","117","0.0380444280270571","0.0315164306671623","0.044572425386952"
"True entirely","1997","35-65 y.","Part Time","69","0.0544273409621304","0.0428460929772494","0.0660085889470114"
"True entirely","1997","35-65 y.","Not Working","139","0.0778293388087667","0.0656543396489867","0.0900043379685467"
"True entirely","1997","66 and older","Full Time","","","",""
"True entirely","1997","66 and older","Part Time","3","","",""
"True entirely","1997","66 and older","Not Working","163","0.127625387579301","0.110894982354126","0.144355792804475"
"Tends to agree","1997","16-34 y.","Full Time","211","0.0823736851897833","0.0710736436926088","0.0936737266869577"
"Tends to agree","1997","16-34 y.","Part Time","133","0.133190441007474","0.112460091853544","0.153920790161405"
