"plh0191","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","16-34 y.","Male","315","0.366634813162091","0.333910575755361","0.399359050568821","3"
"Rather not true","1990","16-34 y.","Female","335","0.393504390479953","0.36085406708656","0.426154713873345","3"
"Rather not true","1990","35-65 y.","Male","403","0.362751684127295","0.334681503976845","0.390821864277746","3"
"Rather not true","1990","35-65 y.","Female","410","0.351386744387224","0.324008079454757","0.37876540931969","3"
"Rather not true","1990","66 and older","Male","41","0.287027031292792","0.212358696420374","0.361695366165209","3"
"Rather not true","1990","66 and older","Female","86","0.296994976330597","0.244495452737352","0.349494499923841","3"
"Tends to agree","1990","16-34 y.","Male","150","0.184541171477921","0.158197685336345","0.210884657619498","2"
"Tends to agree","1990","35-65 y.","Male","226","0.201319503845205","0.177908739236761","0.224730268453649","2"
"Tends to agree","1990","35-65 y.","Female","262","0.219098625937003","0.19537699252783","0.242820259346176","2"
"Tends to agree","1990","66 and older","Male","23","","","","2"
"Tends to agree","1990","16-34 y.","Female","175","0.201961308097009","0.175129809668035","0.228792806525984","2"
"Tends to agree","1990","66 and older","Female","66","0.230057873677381","0.18170200512851","0.278413742226252","2"
"Totally disagree","1990","16-34 y.","Male","329","0.399286851667621","0.366028427804709","0.432545275530534","4"
"Totally disagree","1990","16-34 y.","Female","291","0.33718198389053","0.305586268111529","0.368777699669531","4"
"Totally disagree","1990","35-65 y.","Male","416","0.363881139297361","0.335792219237371","0.39197005935735","4"
"Totally disagree","1990","66 and older","Male","53","0.328866234556633","0.251321427063836","0.406411042049429","4"
"Totally disagree","1990","35-65 y.","Female","392","0.332408631713542","0.305392810574364","0.35942445285272","4"
"Totally disagree","1990","66 and older","Female","89","0.286211390369331","0.234280010796284","0.338142769942379","4"
"True entirely","1990","16-34 y.","Male","39","0.049537163692366","0.0348018722846642","0.0642724551000678","1"
"True entirely","1990","16-34 y.","Female","59","0.0673523175325082","0.0506015795612307","0.0841030555037858","1"
"True entirely","1990","35-65 y.","Male","82","0.0720476727301387","0.0569517750304159","0.0871435704298614","1"
"True entirely","1990","35-65 y.","Female","104","0.0971059979622311","0.0801248095143193","0.114087186410143","1"
"True entirely","1990","66 and older","Male","24","","","","1"
"True entirely","1990","66 and older","Female","50","0.186735759622691","0.141961214631106","0.231510304614276","1"
"Rather not true","1991","16-34 y.","Male","317","0.419677835468056","0.384358700768749","0.454996970167364","3"
