"plh0035","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","16-34 y.","(0) in school","37","0.106818602530479","0.0727622737129824","0.140874931347975"
"Big worries","1999","16-34 y.","(1a) inadequately completed","17","","",""
"Big worries","1999","16-34 y.","(1b) general elementary school","85","0.190055754683078","0.155457619546316","0.22465388981984"
"Big worries","1999","16-34 y.","(1c) basic vocational qualification","117","0.14873134585175","0.123679956629908","0.173782735073591"
"Big worries","1999","16-34 y.","(2b) intermediate general qualification","59","0.111612380484062","0.0811695790922478","0.142055181875877"
"Big worries","1999","16-34 y.","(2a) intermediate vocational","91","0.0789957573037727","0.0631492626775087","0.0948422519300368"
"Big worries","1999","16-34 y.","(2c_gen) general maturity certificate","30","0.0512562496658797","0.0292572812634335","0.073255218068326"
"Big worries","1999","16-34 y.","(2c_voc) vocational maturity certificate","22","","",""
"Big worries","1999","16-34 y.","(3a) lower tertiary education","10","","",""
"Big worries","1999","16-34 y.","(3b) higher tertiary education","9","","",""
"Big worries","1999","35-65 y.","(0) in school","1","","",""
"Big worries","1999","35-65 y.","(1a) inadequately completed","126","0.393014311928069","0.339416611380068","0.446612012476069"
"Big worries","1999","35-65 y.","(1b) general elementary school","317","0.32587037937067","0.295730994651845","0.356009764089495"
"Big worries","1999","35-65 y.","(1c) basic vocational qualification","595","0.225273254768147","0.209074496289223","0.241472013247071"
"Big worries","1999","35-65 y.","(2b) intermediate general qualification","15","","",""
"Big worries","1999","35-65 y.","(2a) intermediate vocational","194","0.126452323578341","0.110085017057033","0.142819630099648"
"Big worries","1999","35-65 y.","(2c_gen) general maturity certificate","17","","",""
"Big worries","1999","35-65 y.","(2c_voc) vocational maturity certificate","40","0.145916339240637","0.105699826894528","0.186132851586746"
"Big worries","1999","35-65 y.","(3a) lower tertiary education","77","0.110875971835265","0.0867013059023228","0.135050637768207"
"Big worries","1999","35-65 y.","(3b) higher tertiary education","55","0.0689283421443425","0.0501883240943672","0.0876683601943178"
"Big worries","1999","66 and older","(0) in school","","","",""
"Big worries","1999","66 and older","(1a) inadequately completed","31","0.520550211938424","0.397188412517702","0.643912011359145"
"Big worries","1999","66 and older","(1b) general elementary school","233","0.446660348983261","0.404093937016824","0.489226760949698"
"Big worries","1999","66 and older","(1c) basic vocational qualification","311","0.389631549024414","0.355319999874977","0.42394309817385"
"Big worries","1999","66 and older","(2b) intermediate general qualification","14","","",""
"Big worries","1999","66 and older","(2a) intermediate vocational","50","0.301597367295154","0.229577469812073","0.373617264778235"
"Big worries","1999","66 and older","(2c_gen) general maturity certificate","3","","",""
"Big worries","1999","66 and older","(2c_voc) vocational maturity certificate","10","","",""
"Big worries","1999","66 and older","(3a) lower tertiary education","36","0.288782589232426","0.204091359043639","0.373473819421213"
"Big worries","1999","66 and older","(3b) higher tertiary education","25","","",""
"Some worries","1999","16-34 y.","(0) in school","78","0.219987272816384","0.174314837216146","0.265659708416621"
"Some worries","1999","16-34 y.","(1a) inadequately completed","36","0.383159946645326","0.281003730156343","0.48531616313431"
"Some worries","1999","16-34 y.","(1b) general elementary school","173","0.339447989469735","0.297691426297259","0.381204552642212"
"Some worries","1999","16-34 y.","(1c) basic vocational qualification","336","0.473145350855059","0.437994168578998","0.50829653313112"
"Some worries","1999","16-34 y.","(2b) intermediate general qualification","170","0.428405804486571","0.380564968695347","0.476246640277795"
"Some worries","1999","16-34 y.","(2a) intermediate vocational","519","0.454921235407441","0.42566636051176","0.484176110303122"
"Some worries","1999","16-34 y.","(2c_gen) general maturity certificate","140","0.309004996746348","0.262907786490215","0.355102207002481"
"Some worries","1999","16-34 y.","(2c_voc) vocational maturity certificate","135","0.394143405039196","0.341736693442983","0.44655011663541"
"Some worries","1999","16-34 y.","(3a) lower tertiary education","98","0.493292129393906","0.423120476972026","0.563463781815786"
"Some worries","1999","16-34 y.","(3b) higher tertiary education","110","0.483923490230556","0.418185412349488","0.549661568111623"
"Some worries","1999","35-65 y.","(0) in school","1","","",""
"Some worries","1999","35-65 y.","(1a) inadequately completed","145","0.439875101194287","0.385404787221807","0.494345415166767"
"Some worries","1999","35-65 y.","(1b) general elementary school","433","0.49454985894875","0.462399602886933","0.526700115010567"
"Some worries","1999","35-65 y.","(1c) basic vocational qualification","1350","0.521506582643772","0.502136988547073","0.540876176740472"
"Some worries","1999","35-65 y.","(2b) intermediate general qualification","46","0.469981552961589","0.364497996482922","0.575465109440256"
"Some worries","1999","35-65 y.","(2a) intermediate vocational","888","0.525489399982432","0.500898442345531","0.550080357619334"
"Some worries","1999","35-65 y.","(2c_gen) general maturity certificate","41","0.510923506343305","0.402728428978058","0.619118583708552"
"Some worries","1999","35-65 y.","(2c_voc) vocational maturity certificate","174","0.587728421844384","0.531651743589639","0.643805100099129"
"Some worries","1999","35-65 y.","(3a) lower tertiary education","385","0.563768941731983","0.52558599401456","0.601951889449405"
"Some worries","1999","35-65 y.","(3b) higher tertiary education","373","0.531930160115574","0.495018619540855","0.568841700690293"
"Some worries","1999","66 and older","(0) in school","","","",""
"Some worries","1999","66 and older","(1a) inadequately completed","28","","",""
"Some worries","1999","66 and older","(1b) general elementary school","239","0.452617987258774","0.40999993347549","0.495236041042058"
"Some worries","1999","66 and older","(1c) basic vocational qualification","387","0.497151246526393","0.461972514186571","0.532329978866216"
"Some worries","1999","66 and older","(2b) intermediate general qualification","15","","",""
"Some worries","1999","66 and older","(2a) intermediate vocational","81","0.549392987902523","0.471315412085947","0.627470563719098"
"Some worries","1999","66 and older","(2c_gen) general maturity certificate","7","","",""
"Some worries","1999","66 and older","(2c_voc) vocational maturity certificate","25","","",""
"Some worries","1999","66 and older","(3a) lower tertiary education","67","0.659292300671992","0.570723304110081","0.747861297233903"
"Some worries","1999","66 and older","(3b) higher tertiary education","53","0.556694328909598","0.454061363231442","0.659327294587755"
"No worries","1999","16-34 y.","(0) in school","201","0.673194124653138","0.621478754670786","0.724909494635489"
"No worries","1999","16-34 y.","(1a) inadequately completed","34","0.439891096446594","0.335587979046961","0.544194213846226"
"No worries","1999","16-34 y.","(1b) general elementary school","236","0.470496255847187","0.426481609154884","0.51451090253949"
"No worries","1999","16-34 y.","(1c) basic vocational qualification","322","0.378123303293191","0.343983099997585","0.412263506588797"
"No worries","1999","16-34 y.","(2b) intermediate general qualification","182","0.459981815029367","0.411797942217649","0.508165687841084"
"No worries","1999","16-34 y.","(2a) intermediate vocational","503","0.466083007288786","0.436776165813833","0.495389848763739"
"No worries","1999","16-34 y.","(2c_gen) general maturity certificate","216","0.639738753587772","0.591846580631487","0.687630926544058"
"No worries","1999","16-34 y.","(2c_voc) vocational maturity certificate","177","0.548565845965188","0.495197167767875","0.601934524162502"
"No worries","1999","16-34 y.","(3a) lower tertiary education","87","0.469682550037721","0.399633708584008","0.539731391491433"
"No worries","1999","16-34 y.","(3b) higher tertiary education","103","0.477165551802895","0.411462091503734","0.542869012102056"
"No worries","1999","35-65 y.","(0) in school","","","",""
"No worries","1999","35-65 y.","(1a) inadequately completed","48","0.167110586877644","0.126170533685134","0.208050640070155"
"No worries","1999","35-65 y.","(1b) general elementary school","179","0.17957976168058","0.154897377261136","0.204262146100025"
"No worries","1999","35-65 y.","(1c) basic vocational qualification","610","0.253220162588081","0.236358590161909","0.270081735014253"
"No worries","1999","35-65 y.","(2b) intermediate general qualification","25","","",""
"No worries","1999","35-65 y.","(2a) intermediate vocational","502","0.348058276439227","0.324599742168024","0.37151681071043"
"No worries","1999","35-65 y.","(2c_gen) general maturity certificate","24","","",""
"No worries","1999","35-65 y.","(2c_voc) vocational maturity certificate","82","0.266355238914979","0.215996393148013","0.316714084681944"
"No worries","1999","35-65 y.","(3a) lower tertiary education","186","0.325355086432752","0.28928252235035","0.361427650515154"
"No worries","1999","35-65 y.","(3b) higher tertiary education","274","0.399141497740084","0.362914772124129","0.435368223356038"
