"plh0035","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Some worries","1999","(1c) basic vocational qualification","East Germany","491","0.522746152401924","0.490849670712646","0.554642634091202"
"Some worries","1999","(2a) intermediate vocational","West Germany","781","0.482656667128036","0.458255595266385","0.507057738989687"
"Some worries","1999","(2a) intermediate vocational","East Germany","707","0.553076155902952","0.525426067528575","0.580726244277329"
"Some worries","1999","(2b) intermediate general qualification","West Germany","163","0.435579006366515","0.385726001294285","0.485432011438745"
"Some worries","1999","(2b) intermediate general qualification","East Germany","68","0.437265919314599","0.359173897717537","0.515357940911662"
"Some worries","1999","(2c_gen) general maturity certificate","West Germany","144","0.345942397278295","0.298427737851725","0.393457056704865"
"Some worries","1999","(2c_gen) general maturity certificate","East Germany","44","0.444422451884879","0.343971396698689","0.544873507071069"
"Some worries","1999","(2c_voc) vocational maturity certificate","West Germany","281","0.504805011386349","0.463938824384168","0.54567119838853"
"Some worries","1999","(2c_voc) vocational maturity certificate","East Germany","53","0.4701008011782","0.370776766928907","0.569424835427494"
"Some worries","1999","(3a) lower tertiary education","West Germany","207","0.527653439415364","0.478972138677388","0.576334740153339"
"Some worries","1999","(3a) lower tertiary education","East Germany","343","0.619955156613024","0.579352029825649","0.660558283400399"
"Some worries","1999","(3b) higher tertiary education","West Germany","351","0.511284714638558","0.474307099260181","0.548262330016934"
"Some worries","1999","(3b) higher tertiary education","East Germany","185","0.590472177374342","0.535907421112716","0.645036933635967"
"Big worries","2000","(0) in school","West Germany","","","",""
"Big worries","2000","(0) in school","East Germany","","","",""
"Big worries","2000","(1a) inadequately completed","West Germany","129","0.331256349181475","0.285074259039974","0.377438439322975"
"Big worries","2000","(1a) inadequately completed","East Germany","","","",""
"Big worries","2000","(1b) general elementary school","West Germany","715","0.300325141802386","0.28248773007024","0.318162553534532"
"Big worries","2000","(1b) general elementary school","East Germany","125","0.408655950146905","0.355617582414802","0.461694317879008"
"Big worries","2000","(1c) basic vocational qualification","West Germany","1299","0.214704032355702","0.20459661389859","0.224811450812814"
"Big worries","2000","(1c) basic vocational qualification","East Germany","446","0.313377281644137","0.289534400892559","0.337220162395715"
"Big worries","2000","(2a) intermediate vocational","West Germany","411","0.125858748629585","0.114833757262528","0.136883739996641"
"Big worries","2000","(2a) intermediate vocational","East Germany","315","0.162569669058734","0.146651711271848","0.17848762684562"
"Big worries","2000","(2b) intermediate general qualification","West Germany","75","0.161511523121195","0.130415327561624","0.192607718680767"
"Big worries","2000","(2b) intermediate general qualification","East Germany","","","",""
"Big worries","2000","(2c_gen) general maturity certificate","West Germany","49","0.0786816078709698","0.0579514756704909","0.0994117400714487"
"Big worries","2000","(2c_gen) general maturity certificate","East Germany","","","",""
"Big worries","2000","(2c_voc) vocational maturity certificate","West Germany","175","0.136505622685216","0.118398215035372","0.154613030335059"
"Big worries","2000","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Big worries","2000","(3a) lower tertiary education","West Germany","95","0.109599318245849","0.0898280077858066","0.129370628705891"
"Big worries","2000","(3a) lower tertiary education","East Germany","110","0.154961505435209","0.128853717880456","0.181069292989962"
"Big worries","2000","(3b) higher tertiary education","West Germany","148","0.0988180917212104","0.0840427322224257","0.113593451219995"
"Big worries","2000","(3b) higher tertiary education","East Germany","70","0.144539896787893","0.115179221391182","0.173900572184604"
"No worries","2000","(0) in school","West Germany","235","0.679738146767818","0.630927118069968","0.728549175465667"
"No worries","2000","(0) in school","East Germany","79","0.559707262524269","0.478343447398113","0.641071077650426"
"No worries","2000","(1a) inadequately completed","West Germany","114","0.293362644227334","0.248687872192802","0.338037416261866"
"No worries","2000","(1a) inadequately completed","East Germany","","","",""
"No worries","2000","(1b) general elementary school","West Germany","700","0.260175968404562","0.243103918781448","0.277248018027677"
"No worries","2000","(1b) general elementary school","East Germany","56","0.141175133847121","0.103606748461771","0.178743519232472"
"No worries","2000","(1c) basic vocational qualification","West Germany","1904","0.28921137047863","0.278050928867141","0.300371812090119"
"No worries","2000","(1c) basic vocational qualification","East Germany","249","0.169907875590201","0.150604387615186","0.189211363565216"
"No worries","2000","(2a) intermediate vocational","West Germany","1376","0.374244568743069","0.358159392909126","0.390329744577012"
"No worries","2000","(2a) intermediate vocational","East Germany","669","0.334267264240654","0.313916059454769","0.354618469026539"
"No worries","2000","(2b) intermediate general qualification","West Germany","258","0.44378350756541","0.401801378117405","0.485765637013414"
"No worries","2000","(2b) intermediate general qualification","East Germany","86","0.459609055085616","0.388746042684868","0.530472067486365"
"No worries","2000","(2c_gen) general maturity certificate","West Germany","344","0.527081809334778","0.488640992117586","0.565522626551969"
"No worries","2000","(2c_gen) general maturity certificate","East Germany","90","0.528969590181051","0.456048749911893","0.601890430450209"
"No worries","2000","(2c_voc) vocational maturity certificate","West Germany","547","0.396101421501693","0.370306366639758","0.421896476363628"
"No worries","2000","(2c_voc) vocational maturity certificate","East Germany","64","0.372790674995323","0.301148652102388","0.444432697888258"
"No worries","2000","(3a) lower tertiary education","West Germany","402","0.413924345783136","0.382751524229464","0.445097167336807"
"No worries","2000","(3a) lower tertiary education","East Germany","183","0.245769869162062","0.21470738616889","0.276832352155235"
"No worries","2000","(3b) higher tertiary education","West Germany","653","0.404815973635458","0.380512517004785","0.42911943026613"
"No worries","2000","(3b) higher tertiary education","East Germany","157","0.261552837462688","0.22485742931405","0.298248245611326"
"Some worries","2000","(0) in school","West Germany","92","0.258390291918218","0.212595052670317","0.304185531166118"
"Some worries","2000","(0) in school","East Germany","55","0.388295874353529","0.308416957882677","0.46817479082438"
"Some worries","2000","(1a) inadequately completed","West Germany","156","0.375381006591191","0.327868779996094","0.422893233186288"
"Some worries","2000","(1a) inadequately completed","East Germany","","","",""
"Some worries","2000","(1b) general elementary school","West Germany","1122","0.439498889793051","0.420185656473165","0.458812123112937"
"Some worries","2000","(1b) general elementary school","East Germany","149","0.450168916005974","0.396491263161818","0.503846568850129"
"Some worries","2000","(1c) basic vocational qualification","West Germany","3137","0.496084597165668","0.483777371888199","0.508391822443137"
"Some worries","2000","(1c) basic vocational qualification","East Germany","759","0.516714842765662","0.491029043464307","0.542400642067017"
"Some worries","2000","(2a) intermediate vocational","West Germany","1690","0.499896682627346","0.483277267317288","0.516516097937404"
"Some worries","2000","(2a) intermediate vocational","East Germany","1080","0.503163066700612","0.48159284750134","0.524733285899884"
"Some worries","2000","(2b) intermediate general qualification","West Germany","205","0.394704969313395","0.353402425124726","0.436007513502064"
"Some worries","2000","(2b) intermediate general qualification","East Germany","75","0.39397733642315","0.324498690899686","0.463455981946615"
"Some worries","2000","(2c_gen) general maturity certificate","West Germany","255","0.394236582794252","0.356610364563259","0.431862801025246"
"Some worries","2000","(2c_gen) general maturity certificate","East Germany","74","0.391778386971597","0.320466324088168","0.463090449855027"
"Some worries","2000","(2c_voc) vocational maturity certificate","West Germany","659","0.467392955813091","0.441078415598258","0.493707496027924"
"Some worries","2000","(2c_voc) vocational maturity certificate","East Germany","83","0.447694702992354","0.374021483483401","0.521367922501308"
"Some worries","2000","(3a) lower tertiary education","West Germany","462","0.476476335971016","0.444866108997715","0.508086562944317"
"Some worries","2000","(3a) lower tertiary education","East Germany","445","0.599268625402729","0.563913095267645","0.634624155537813"
"Some worries","2000","(3b) higher tertiary education","West Germany","766","0.496365934643332","0.471610410507347","0.521121458779317"
"Some worries","2000","(3b) higher tertiary education","East Germany","324","0.593907265749419","0.552901566660274","0.634912964838564"
"Big worries","2001","(0) in school","West Germany","33","0.0951437658702576","0.0659108209339366","0.124376710806579"
"Big worries","2001","(0) in school","East Germany","","","",""
"Big worries","2001","(1a) inadequately completed","West Germany","97","0.347231506686859","0.29344739527599","0.401015618097729"
"Big worries","2001","(1a) inadequately completed","East Germany","","","",""
"Big worries","2001","(1b) general elementary school","West Germany","628","0.296692156343291","0.277525494491877","0.315858818194705"
"Big worries","2001","(1b) general elementary school","East Germany","106","0.387782284667834","0.331703832155935","0.443860737179733"
"Big worries","2001","(1c) basic vocational qualification","West Germany","1171","0.212703712421219","0.201978123534038","0.223429301308399"
"Big worries","2001","(1c) basic vocational qualification","East Germany","407","0.322914447825908","0.297680151133665","0.34814874451815"
"Big worries","2001","(2a) intermediate vocational","West Germany","341","0.113503216799175","0.102536722382432","0.124469711215918"
"Big worries","2001","(2a) intermediate vocational","East Germany","310","0.174934789013566","0.157798004863726","0.192071573163406"
"Big worries","2001","(2b) intermediate general qualification","West Germany","61","0.142401569852231","0.111364337489242","0.173438802215221"
"Big worries","2001","(2b) intermediate general qualification","East Germany","","","",""
"Big worries","2001","(2c_gen) general maturity certificate","West Germany","48","0.0719361185405455","0.0514653185091384","0.0924069185719527"
"Big worries","2001","(2c_gen) general maturity certificate","East Germany","","","",""
"Big worries","2001","(2c_voc) vocational maturity certificate","West Germany","176","0.151606424652386","0.132005114743713","0.17120773456106"
"Big worries","2001","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Big worries","2001","(3a) lower tertiary education","West Germany","91","0.1128311630124","0.0920917240846157","0.133570601940185"
"Big worries","2001","(3a) lower tertiary education","East Germany","103","0.172021600742235","0.144103843232716","0.199939358251753"
"Big worries","2001","(3b) higher tertiary education","West Germany","131","0.106496357101677","0.0904858949556743","0.122506819247681"
"Big worries","2001","(3b) higher tertiary education","East Germany","68","0.151231475933278","0.120437756581137","0.182025195285419"
"No worries","2001","(0) in school","West Germany","248","0.663703924464265","0.616634303514863","0.710773545413667"
"No worries","2001","(0) in school","East Germany","80","0.506894162880928","0.428690520393786","0.585097805368071"
"No worries","2001","(1a) inadequately completed","West Germany","62","0.203685406139288","0.158187947653396","0.249182864625179"
"No worries","2001","(1a) inadequately completed","East Germany","","","",""
"No worries","2001","(1b) general elementary school","West Germany","586","0.24828657631665","0.230159678327783","0.266413474305516"
"No worries","2001","(1b) general elementary school","East Germany","53","0.161292375424011","0.11896110459473","0.203623646253291"
"No worries","2001","(1c) basic vocational qualification","West Germany","1651","0.287009377210464","0.275152933007323","0.298865821413605"
"No worries","2001","(1c) basic vocational qualification","East Germany","198","0.149406324098882","0.130167821853504","0.16864482634426"
"No worries","2001","(2a) intermediate vocational","West Germany","1231","0.359463259518023","0.342874098154859","0.376052420881188"
"No worries","2001","(2a) intermediate vocational","East Germany","558","0.281345383752613","0.261062621375197","0.301628146130028"
"No worries","2001","(2b) intermediate general qualification","West Germany","238","0.44650283057134","0.402350521544485","0.490655139598195"
"No worries","2001","(2b) intermediate general qualification","East Germany","75","0.435129287224482","0.360383206519538","0.509875367929426"
"No worries","2001","(2c_gen) general maturity certificate","West Germany","342","0.553614143690456","0.51422911363818","0.592999173742732"
"No worries","2001","(2c_gen) general maturity certificate","East Germany","83","0.485077203813812","0.412268165332784","0.557886242294841"
"No worries","2001","(2c_voc) vocational maturity certificate","West Germany","499","0.368653316504117","0.342285714723755","0.395020918284479"
"No worries","2001","(2c_voc) vocational maturity certificate","East Germany","56","0.349143484563809","0.277059622072962","0.421227347054656"
"No worries","2001","(3a) lower tertiary education","West Germany","366","0.404780541452087","0.372604863577866","0.436956219326307"
"No worries","2001","(3a) lower tertiary education","East Germany","148","0.208970405466474","0.178894528912213","0.239046282020735"
"No worries","2001","(3b) higher tertiary education","West Germany","588","0.386138026709263","0.360868623790934","0.411407429627591"
"No worries","2001","(3b) higher tertiary education","East Germany","160","0.311868180079162","0.272051250004808","0.351685110153516"
"Some worries","2001","(0) in school","West Germany","106","0.241152309665477","0.198532095302286","0.283772524028668"
"Some worries","2001","(0) in school","East Germany","63","0.387936936741566","0.311715537580151","0.464158335902982"
"Some worries","2001","(1a) inadequately completed","West Germany","142","0.449083087173853","0.392891506946898","0.505274667400807"
"Some worries","2001","(1a) inadequately completed","East Germany","","","",""
"Some worries","2001","(1b) general elementary school","West Germany","968","0.455021267340059","0.434127038685538","0.475915495994581"
"Some worries","2001","(1b) general elementary school","East Germany","131","0.450925339908156","0.393656667772494","0.508194012043817"
"Some worries","2001","(1c) basic vocational qualification","West Germany","2770","0.500286910368317","0.487181988304913","0.513391832431722"
"Some worries","2001","(1c) basic vocational qualification","East Germany","714","0.52767922807521","0.500737266316534","0.554621189833886"
"Some worries","2001","(2a) intermediate vocational","West Germany","1642","0.527033523682802","0.509772781933243","0.544294265432361"
"Some worries","2001","(2a) intermediate vocational","East Germany","1020","0.543719827233822","0.521252548162509","0.566187106305134"
"Some worries","2001","(2b) intermediate general qualification","West Germany","188","0.411095599576428","0.367396003353486","0.454795195799371"
"Some worries","2001","(2b) intermediate general qualification","East Germany","74","0.436592010375959","0.361817404721204","0.511366616030714"
"Some worries","2001","(2c_gen) general maturity certificate","West Germany","222","0.374449737768998","0.336105487500723","0.412793988037273"
"Some worries","2001","(2c_gen) general maturity certificate","East Germany","86","0.434399990605727","0.362188150611136","0.506611830600318"
"Some worries","2001","(2c_voc) vocational maturity certificate","West Germany","611","0.479740258843497","0.452435345689749","0.507045171997245"
"Some worries","2001","(2c_voc) vocational maturity certificate","East Germany","87","0.495636577167259","0.420032204109509","0.571240950225009"
"Some worries","2001","(3a) lower tertiary education","West Germany","437","0.482388295535513","0.449633133166066","0.515143457904961"
"Some worries","2001","(3a) lower tertiary education","East Germany","451","0.619007993791291","0.583083918701004","0.654932068881579"
"Some worries","2001","(3b) higher tertiary education","West Germany","707","0.50736561618906","0.481417179116111","0.533314053262009"
"Some worries","2001","(3b) higher tertiary education","East Germany","292","0.53690034398756","0.49404248323053","0.57975820474459"
"Big worries","2002","(0) in school","West Germany","","","",""
"Big worries","2002","(0) in school","East Germany","","","",""
"Big worries","2002","(1a) inadequately completed","West Germany","103","0.35490151679998","0.298142651372666","0.411660382227295"
"Big worries","2002","(1a) inadequately completed","East Germany","","","",""
"Big worries","2002","(1b) general elementary school","West Germany","588","0.300832893921891","0.280833098148679","0.320832689695103"
"Big worries","2002","(1b) general elementary school","East Germany","103","0.406197535986743","0.346842187824259","0.465552884149227"
"Big worries","2002","(1c) basic vocational qualification","West Germany","1131","0.223983674954299","0.2128505209926","0.235116828915997"
"Big worries","2002","(1c) basic vocational qualification","East Germany","396","0.330812099700592","0.304645214690266","0.356978984710918"
"Big worries","2002","(2a) intermediate vocational","West Germany","379","0.124714249783171","0.113724414046921","0.135704085519421"
"Big worries","2002","(2a) intermediate vocational","East Germany","272","0.159510668409442","0.14283929605963","0.176182040759255"
"Big worries","2002","(2b) intermediate general qualification","West Germany","51","0.117772803327763","0.0892030567120603","0.146342549943465"
"Big worries","2002","(2b) intermediate general qualification","East Germany","","","",""
"Big worries","2002","(2c_gen) general maturity certificate","West Germany","40","0.0551055260042137","0.0383681175043568","0.0718429345040706"
"Big worries","2002","(2c_gen) general maturity certificate","East Germany","","","",""
"Big worries","2002","(2c_voc) vocational maturity certificate","West Germany","160","0.133451567845459","0.115707922646062","0.151195213044855"
"Big worries","2002","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Big worries","2002","(3a) lower tertiary education","West Germany","81","0.0954829566334176","0.0781475169682736","0.112818396298562"
"Big worries","2002","(3a) lower tertiary education","East Germany","105","0.167827928098956","0.140083844348645","0.195572011849267"
"Big worries","2002","(3b) higher tertiary education","West Germany","158","0.0965955202364237","0.08406207417697","0.109128966295877"
"Big worries","2002","(3b) higher tertiary education","East Germany","68","0.145662853972317","0.118072496883803","0.17325321106083"
"No worries","2002","(0) in school","West Germany","273","0.596464428236791","0.551385292730922","0.641543563742659"
"No worries","2002","(0) in school","East Germany","94","0.614538170128813","0.537418085682046","0.691658254575581"
"No worries","2002","(1a) inadequately completed","West Germany","51","0.179977518321009","0.134406495459467","0.225548541182551"
"No worries","2002","(1a) inadequately completed","East Germany","","","",""
"No worries","2002","(1b) general elementary school","West Germany","503","0.223565171835282","0.205396340878968","0.241734002791596"
"No worries","2002","(1b) general elementary school","East Germany","46","0.170176929946615","0.124760466668303","0.215593393224927"
"No worries","2002","(1c) basic vocational qualification","West Germany","1569","0.277334904030819","0.265380018874175","0.289289789187463"
"No worries","2002","(1c) basic vocational qualification","East Germany","177","0.148506176244203","0.128729636692302","0.168282715796104"
"No worries","2002","(2a) intermediate vocational","West Germany","1402","0.371110874107662","0.355041568307647","0.387180179907676"
"No worries","2002","(2a) intermediate vocational","East Germany","591","0.320599282169239","0.299349491564716","0.341849072773762"
"No worries","2002","(2b) intermediate general qualification","West Germany","250","0.483782272670896","0.439489272925956","0.528075272415835"
"No worries","2002","(2b) intermediate general qualification","East Germany","84","0.480782999054675","0.40523161001416","0.556334388095189"
"No worries","2002","(2c_gen) general maturity certificate","West Germany","427","0.592630424758943","0.556590385772455","0.628670463745431"
"No worries","2002","(2c_gen) general maturity certificate","East Germany","96","0.529222910291378","0.455895715971066","0.60255010461169"
"No worries","2002","(2c_voc) vocational maturity certificate","West Germany","580","0.385512377211225","0.360116669676468","0.410908084745982"
"No worries","2002","(2c_voc) vocational maturity certificate","East Germany","73","0.410121502317536","0.338267760192683","0.481975244442388"
"No worries","2002","(3a) lower tertiary education","West Germany","488","0.40781044698355","0.37882212352482","0.43679877044228"
"No worries","2002","(3a) lower tertiary education","East Germany","156","0.215453078664542","0.184930760485017","0.245975396844068"
"No worries","2002","(3b) higher tertiary education","West Germany","920","0.406440781632423","0.385601557313394","0.427280005951451"
"No worries","2002","(3b) higher tertiary education","East Germany","207","0.309850394020253","0.273683108247464","0.346017679793042"
"Some worries","2002","(0) in school","West Germany","156","0.351217858688808","0.307356696857196","0.39507902052042"
"Some worries","2002","(0) in school","East Germany","46","0.299629576700845","0.227042615606205","0.372216537795486"
"Some worries","2002","(1a) inadequately completed","West Germany","119","0.465120964879011","0.405954242298834","0.524287687459188"
"Some worries","2002","(1a) inadequately completed","East Germany","","","",""
"Some worries","2002","(1b) general elementary school","West Germany","929","0.475601934242827","0.453823595280957","0.497380273204698"
"Some worries","2002","(1b) general elementary school","East Germany","114","0.423625534066642","0.363906379913192","0.483344688220092"
"Some worries","2002","(1c) basic vocational qualification","West Germany","2687","0.498681421014882","0.485329520203209","0.512033321826556"
"Some worries","2002","(1c) basic vocational qualification","East Germany","669","0.520681724055205","0.492898320029713","0.548465128080698"
"Some worries","2002","(2a) intermediate vocational","West Germany","1691","0.504174876109167","0.487544077770682","0.520805674447653"
"Some worries","2002","(2a) intermediate vocational","East Germany","990","0.519890049421318","0.497142402039002","0.542637696803634"
"Some worries","2002","(2b) intermediate general qualification","West Germany","188","0.398444924001341","0.355052340426847","0.441837507575836"
"Some worries","2002","(2b) intermediate general qualification","East Germany","56","0.335268628571607","0.263882636922664","0.406654620220549"
"Some worries","2002","(2c_gen) general maturity certificate","West Germany","247","0.352264049236843","0.317226626940545","0.387301471533141"
"Some worries","2002","(2c_gen) general maturity certificate","East Germany","68","0.385080207714107","0.313593890412415","0.4565665250158"
"Some worries","2002","(2c_voc) vocational maturity certificate","West Germany","671","0.481036054943316","0.454965997273024","0.507106112613609"
"Some worries","2002","(2c_voc) vocational maturity certificate","East Germany","93","0.485470263143554","0.412457565530012","0.558482960757096"
"Some worries","2002","(3a) lower tertiary education","West Germany","535","0.496706596383033","0.467213244166548","0.526199948599518"
"Some worries","2002","(3a) lower tertiary education","East Germany","436","0.616718993236502","0.580625076418332","0.652812910054671"
"Some worries","2002","(3b) higher tertiary education","West Germany","1056","0.496963698131154","0.475750171184313","0.518177225077995"
"Some worries","2002","(3b) higher tertiary education","East Germany","353","0.54448675200743","0.505536306088304","0.583437197926557"
"Big worries","2003","(0) in school","West Germany","","","",""
"Big worries","2003","(0) in school","East Germany","","","",""
"Big worries","2003","(1a) inadequately completed","West Germany","83","0.32497832939044","0.267604456490911","0.382352202289969"
"Big worries","2003","(1a) inadequately completed","East Germany","","","",""
"Big worries","2003","(1b) general elementary school","West Germany","536","0.290157079762294","0.269718259847888","0.310595899676699"
"Big worries","2003","(1b) general elementary school","East Germany","90","0.369310958149941","0.309841830193022","0.42878008610686"
"Big worries","2003","(1c) basic vocational qualification","West Germany","1033","0.212317449426219","0.201119090851506","0.223515808000932"
"Big worries","2003","(1c) basic vocational qualification","East Germany","361","0.32346915936065","0.297012389050509","0.349925929670792"
"Big worries","2003","(2a) intermediate vocational","West Germany","330","0.11617904665964","0.105275797136481","0.127082296182799"
"Big worries","2003","(2a) intermediate vocational","East Germany","264","0.166013379204034","0.148942034045355","0.183084724362713"
"Big worries","2003","(2b) intermediate general qualification","West Germany","58","0.145374942947388","0.113303264401026","0.177446621493749"
"Big worries","2003","(2b) intermediate general qualification","East Germany","","","",""
"Big worries","2003","(2c_gen) general maturity certificate","West Germany","33","0.0603063804281019","0.0424402428385453","0.0781725180176585"
"Big worries","2003","(2c_gen) general maturity certificate","East Germany","","","",""
"Big worries","2003","(2c_voc) vocational maturity certificate","West Germany","153","0.121951799935427","0.104661912737946","0.139241687132908"
"Big worries","2003","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Big worries","2003","(3a) lower tertiary education","West Germany","98","0.131127322316865","0.110553618260486","0.151701026373244"
"Big worries","2003","(3a) lower tertiary education","East Germany","97","0.158937730395264","0.131497769847574","0.186377690942953"
"Big worries","2003","(3b) higher tertiary education","West Germany","152","0.0941978792158978","0.0814816471259033","0.106914111305892"
"Big worries","2003","(3b) higher tertiary education","East Germany","69","0.169846653489462","0.14002394363004","0.199669363348885"
"No worries","2003","(0) in school","West Germany","286","0.634276138404988","0.589972846243202","0.678579430566773"
"No worries","2003","(0) in school","East Germany","90","0.538441079748199","0.461436275604325","0.615445883892074"
"No worries","2003","(1a) inadequately completed","West Germany","52","0.184599189711179","0.137073484168931","0.232124895253426"
"No worries","2003","(1a) inadequately completed","East Germany","","","",""
"No worries","2003","(1b) general elementary school","West Germany","483","0.236649544589084","0.217508178708767","0.2557909104694"
"No worries","2003","(1b) general elementary school","East Germany","54","0.210882072972238","0.160615576505729","0.261148569438748"
"No worries","2003","(1c) basic vocational qualification","West Germany","1534","0.291321900942605","0.278879706432111","0.303764095453099"
"No worries","2003","(1c) basic vocational qualification","East Germany","170","0.134669359000947","0.115362926771022","0.153975791230872"
"No worries","2003","(2a) intermediate vocational","West Germany","1278","0.356191224513022","0.339897140396361","0.372485308629682"
"No worries","2003","(2a) intermediate vocational","East Germany","540","0.292869038943147","0.27199034567409","0.313747732212204"
"No worries","2003","(2b) intermediate general qualification","West Germany","225","0.482316257758336","0.436850198411393","0.52778231710528"
"No worries","2003","(2b) intermediate general qualification","East Germany","74","0.459375800950829","0.384241796502183","0.534509805399475"
"No worries","2003","(2c_gen) general maturity certificate","West Germany","397","0.562131716899457","0.524897116888997","0.599366316909918"
"No worries","2003","(2c_gen) general maturity certificate","East Germany","95","0.490433351983721","0.417805551325999","0.563061152641444"
"No worries","2003","(2c_voc) vocational maturity certificate","West Germany","553","0.370858011735168","0.345335874350456","0.396380149119879"
"No worries","2003","(2c_voc) vocational maturity certificate","East Germany","73","0.375109596259178","0.306448232936788","0.443770959581568"
"No worries","2003","(3a) lower tertiary education","West Germany","453","0.400805616115214","0.370935384658265","0.430675847572163"
"No worries","2003","(3a) lower tertiary education","East Germany","155","0.228564289493152","0.197049822802227","0.260078756184077"
