"plh0035","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Some worries","2002","indirect migration background","East Germany","11","","","","2"
"Some worries","2002","no migration background","West Germany","6780","0.483715388418461","0.475485776727101","0.491945000109821","2"
"Big worries","2003","indirect migration background","West Germany","86","0.131966836788418","0.107792689423643","0.156140984153193","1"
"Big worries","2003","indirect migration background","East Germany","6","","","","1"
"Big worries","2003","direct migration background","West Germany","621","0.244715510041807","0.227920026398244","0.26151099368537","1"
"Big worries","2003","direct migration background","East Germany","28","","","","1"
"Big worries","2003","no migration background","West Germany","1826","0.159993867377008","0.153824408169986","0.166163326584031","1"
"Big worries","2003","no migration background","East Germany","927","0.210557313458222","0.199492992438225","0.221621634478219","1"
"No worries","2003","indirect migration background","West Germany","376","0.472084704138681","0.436427877438906","0.507741530838456","3"
"No worries","2003","direct migration background","East Germany","12","","","","3"
"No worries","2003","indirect migration background","East Germany","10","","","","3"
"No worries","2003","no migration background","East Germany","1442","0.260952414948753","0.249034613084261","0.272870216813245","3"
"No worries","2003","direct migration background","West Germany","791","0.299433402011806","0.281540477940732","0.317326326082879","3"
"No worries","2003","no migration background","West Germany","5096","0.342905731643676","0.334917412408502","0.350894050878851","3"
"Some worries","2003","no migration background","East Germany","2847","0.528490271593024","0.514943271706938","0.542037271479111","2"
"Some worries","2003","direct migration background","West Germany","1105","0.455851087946387","0.436394043827449","0.475308132065326","2"
"Some worries","2003","direct migration background","East Germany","65","0.602027784456083","0.508403591859279","0.695651977052887","2"
"Some worries","2003","indirect migration background","West Germany","291","0.395948459072901","0.361017787954218","0.430879130191584","2"
"Some worries","2003","indirect migration background","East Germany","16","","","","2"
"Some worries","2003","no migration background","West Germany","6642","0.497100400979316","0.488686122102439","0.505514679856193","2"
"Big worries","2004","indirect migration background","West Germany","107","0.133818567369525","0.109708616284853","0.157928518454198","1"
"Big worries","2004","indirect migration background","East Germany","6","","","","1"
"Big worries","2004","direct migration background","West Germany","641","0.275246675525695","0.257466422686214","0.293026928365177","1"
"Big worries","2004","direct migration background","East Germany","33","0.312075801247364","0.22126271579192","0.402888886702809","1"
"Big worries","2004","no migration background","West Germany","2083","0.192862930710475","0.186129441250677","0.199596420170273","1"
"Big worries","2004","no migration background","East Germany","1108","0.256058170165369","0.244078512901113","0.268037827429625","1"
"No worries","2004","direct migration background","East Germany","13","","","","3"
"No worries","2004","indirect migration background","West Germany","363","0.447248874439158","0.412038296613818","0.482459452264498","3"
"No worries","2004","direct migration background","West Germany","680","0.266596562296052","0.248993812077442","0.284199312514662","3"
"No worries","2004","indirect migration background","East Germany","11","","","","3"
"No worries","2004","no migration background","East Germany","1219","0.222181327731692","0.21077098876472","0.233591666698664","3"
"No worries","2004","no migration background","West Germany","4484","0.300691638676921","0.292865686434823","0.308517590919018","3"
"Some worries","2004","no migration background","East Germany","2772","0.521760502102939","0.508049667066684","0.535471337139194","2"
"Some worries","2004","direct migration background","West Germany","1103","0.458156762178253","0.438322060969457","0.477991463387049","2"
"Some worries","2004","direct migration background","East Germany","54","0.543076793222146","0.445442964282984","0.640710622161309","2"
"Some worries","2004","indirect migration background","West Germany","296","0.418932558191317","0.38399286926981","0.453872247112824","2"
"Some worries","2004","indirect migration background","East Germany","18","","","","2"
"Some worries","2004","no migration background","West Germany","6622","0.506445430612605","0.497912934994096","0.514977926231113","2"
"Big worries","2005","indirect migration background","West Germany","88","0.130726106109001","0.107248977375725","0.154203234842276","1"
"Big worries","2005","indirect migration background","East Germany","4","","","","1"
"Big worries","2005","direct migration background","West Germany","608","0.27122334072048","0.25295419884518","0.28949248259578","1"
"Big worries","2005","direct migration background","East Germany","38","0.372305983272283","0.277557537782994","0.467054428761572","1"
"Big worries","2005","no migration background","West Germany","1963","0.182560900424357","0.175817312447975","0.18930448840074","1"
"Big worries","2005","no migration background","East Germany","1006","0.242603638498213","0.230610017406985","0.254597259589441","1"
"No worries","2005","direct migration background","East Germany","18","","","","3"
"No worries","2005","indirect migration background","West Germany","389","0.428835420280862","0.394367787405718","0.463303053156006","3"
"No worries","2005","no migration background","East Germany","1189","0.222894966398279","0.211250219497665","0.234539713298894","3"
"No worries","2005","direct migration background","West Germany","598","0.245884049206342","0.228189413242707","0.263578685169978","3"
"No worries","2005","indirect migration background","East Germany","12","","","","3"
"No worries","2005","no migration background","West Germany","4229","0.30742716905812","0.29937221091777","0.31548212719847","3"
"Some worries","2005","no migration background","East Germany","2712","0.534501395103508","0.520544986513139","0.548457803693877","2"
"Some worries","2005","direct migration background","West Germany","1069","0.482892610073178","0.462358634442135","0.50342658570422","2"
"Some worries","2005","direct migration background","East Germany","44","0.452087976834752","0.354540737077838","0.549635216591666","2"
"Some worries","2005","indirect migration background","West Germany","315","0.440438473610138","0.405864280946965","0.47501266627331","2"
"Some worries","2005","indirect migration background","East Germany","19","","","","2"
"Some worries","2005","no migration background","West Germany","6414","0.510011930517522","0.501285384961282","0.518738476073763","2"
"Big worries","2006","direct migration background","East Germany","32","0.237977277745721","0.158397365609218","0.317557189882225","1"
"Big worries","2006","indirect migration background","West Germany","100","0.133998760013327","0.110000085399707","0.157997434626947","1"
"Big worries","2006","indirect migration background","East Germany","5","","","","1"
"Big worries","2006","no migration background","West Germany","2218","0.186994268784391","0.180447532451035","0.193541005117748","1"
"Big worries","2006","no migration background","East Germany","1059","0.239308320847059","0.2276340351771","0.250982606517018","1"
"Big worries","2006","direct migration background","West Germany","642","0.286093971998244","0.267486258251801","0.304701685744688","1"
"No worries","2006","indirect migration background","West Germany","363","0.44064384700833","0.405668206566938","0.475619487449721","3"
"No worries","2006","indirect migration background","East Germany","12","","","","3"
"No worries","2006","direct migration background","East Germany","26","","","","3"
"No worries","2006","no migration background","East Germany","1293","0.244228402229851","0.232472919947023","0.255983884512678","3"
"No worries","2006","no migration background","West Germany","4508","0.315247239277346","0.307446128578232","0.323048349976461","3"
"No worries","2006","direct migration background","West Germany","612","0.269135904026344","0.250875000111592","0.287396807941096","3"
"Some worries","2006","direct migration background","East Germany","52","0.480087702477157","0.386724211057087","0.573451193897226","2"
"Some worries","2006","indirect migration background","West Germany","311","0.425357392978344","0.39052738970293","0.460187396253757","2"
"Some worries","2006","direct migration background","West Germany","1012","0.444770123975411","0.424309335990085","0.465230911960737","2"
"Some worries","2006","no migration background","East Germany","2779","0.51646327692309","0.502789718883389","0.530136834962791","2"
"Some worries","2006","indirect migration background","East Germany","23","","","","2"
"Some worries","2006","no migration background","West Germany","6900","0.497758491938262","0.489363321087805","0.50615366278872","2"
"Big worries","2007","direct migration background","East Germany","27","","","","1"
"Big worries","2007","indirect migration background","West Germany","92","0.118878997731076","0.0955603922308947","0.142197603231257","1"
"Big worries","2007","indirect migration background","East Germany","7","","","","1"
"Big worries","2007","no migration background","West Germany","2092","0.176844350178694","0.170214710824168","0.183473989533219","1"
"Big worries","2007","no migration background","East Germany","978","0.224997299406308","0.213272912387075","0.236721686425542","1"
"Big worries","2007","direct migration background","West Germany","540","0.266422408297472","0.247162631926884","0.28568218466806","1"
"No worries","2007","direct migration background","East Germany","20","","","","3"
"No worries","2007","indirect migration background","West Germany","336","0.428857414155873","0.393199087081445","0.4645157412303","3"
"No worries","2007","indirect migration background","East Germany","8","","","","3"
"No worries","2007","no migration background","East Germany","1164","0.23328662285392","0.22141223244339","0.24516101326445","3"
"No worries","2007","no migration background","West Germany","4180","0.30652863109767","0.29851732883253","0.314539933362809","3"
"No worries","2007","direct migration background","West Germany","550","0.273971639163254","0.254541655568049","0.293401622758458","3"
"Some worries","2007","direct migration background","West Germany","934","0.459605952539275","0.437894397115009","0.481317507963541","2"
"Some worries","2007","direct migration background","East Germany","47","0.559708755691106","0.459354628257602","0.660062883124609","2"
"Some worries","2007","indirect migration background","West Germany","312","0.452263588113051","0.416403293816845","0.488123882409257","2"
"Some worries","2007","no migration background","East Germany","2731","0.541716077739772","0.527726549841836","0.555705605637707","2"
"Some worries","2007","indirect migration background","East Germany","26","","","","2"
"Some worries","2007","no migration background","West Germany","6451","0.516627018723637","0.507943753413411","0.525310284033863","2"
"Big worries","2008","direct migration background","East Germany","23","","","","1"
"Big worries","2008","indirect migration background","West Germany","83","0.0998843320323701","0.0780882350772848","0.121680428987455","1"
"Big worries","2008","indirect migration background","East Germany","3","","","","1"
"Big worries","2008","no migration background","West Germany","1910","0.176527334630967","0.169711384049594","0.18334328521234","1"
"Big worries","2008","no migration background","East Germany","951","0.222229185399567","0.210291280793441","0.234167090005692","1"
"Big worries","2008","direct migration background","West Germany","492","0.281059740518837","0.260441888085984","0.301677592951691","1"
"No worries","2008","no migration background","East Germany","1184","0.249386757663047","0.236963183947368","0.261810331378726","3"
"No worries","2008","direct migration background","East Germany","13","","","","3"
"No worries","2008","indirect migration background","West Germany","338","0.471400194835732","0.43511418083577","0.507686208835694","3"
"No worries","2008","indirect migration background","East Germany","19","","","","3"
"No worries","2008","no migration background","West Germany","4052","0.316497532752805","0.308182746968036","0.324812318537573","3"
"No worries","2008","direct migration background","West Germany","476","0.257373216499993","0.237320893863166","0.27742553913682","3"
"Some worries","2008","no migration background","East Germany","2524","0.528384056937386","0.514049943820248","0.542718170054524","2"
"Some worries","2008","direct migration background","West Germany","858","0.461567042981169","0.438701531657594","0.484432554304745","2"
"Some worries","2008","direct migration background","East Germany","45","0.536427400304606","0.427829872862454","0.645024927746758","2"
"Some worries","2008","indirect migration background","West Germany","306","0.428715473131898","0.39274122752","0.464689718743796","2"
"Some worries","2008","indirect migration background","East Germany","21","","","","2"
"Some worries","2008","no migration background","West Germany","6058","0.506975132616228","0.498037477372499","0.515912787859957","2"
"Big worries","2009","direct migration background","East Germany","21","","","","1"
"Big worries","2009","indirect migration background","West Germany","88","0.115509562866695","0.0912705236777391","0.13974860205565","1"
"Big worries","2009","indirect migration background","East Germany","4","","","","1"
"Big worries","2009","no migration background","West Germany","1841","0.172523419320357","0.165542448612778","0.179504390027936","1"
"Big worries","2009","no migration background","East Germany","938","0.226960737068099","0.214633168644187","0.239288305492011","1"
"Big worries","2009","direct migration background","West Germany","422","0.28037100723334","0.258285518240029","0.302456496226651","1"
"No worries","2009","no migration background","East Germany","1047","0.236884836220108","0.224371735186804","0.249397937253411","3"
"No worries","2009","direct migration background","East Germany","11","","","","3"
"No worries","2009","indirect migration background","West Germany","282","0.422545870246579","0.385086925706781","0.460004814786377","3"
"No worries","2009","indirect migration background","East Germany","16","","","","3"
"No worries","2009","no migration background","West Germany","3518","0.289220705996822","0.280843561504434","0.297597850489209","3"
"No worries","2009","direct migration background","West Germany","403","0.25115465408837","0.229831432253108","0.272477875923631","3"
"Some worries","2009","no migration background","East Germany","2450","0.536154426711793","0.521477574028289","0.550831279395298","2"
"Some worries","2009","direct migration background","West Germany","764","0.46847433867829","0.443939050458667","0.493009626897913","2"
"Some worries","2009","direct migration background","East Germany","43","0.566438822530546","0.45428368854472","0.678593956516373","2"
"Some worries","2009","indirect migration background","West Germany","298","0.461944566886726","0.424137907715694","0.499751226057758","2"
"Some worries","2009","indirect migration background","East Germany","21","","","","2"
"Some worries","2009","no migration background","West Germany","5894","0.538255874682822","0.529044827430898","0.547466921934746","2"
"Big worries","2010","direct migration background","East Germany","37","0.349803893510376","0.266860703889349","0.432747083131403","1"
"Big worries","2010","indirect migration background","West Germany","184","0.176515263294614","0.153703064926688","0.19932746166254","1"
"Big worries","2010","indirect migration background","East Germany","11","","","","1"
"Big worries","2010","no migration background","West Germany","2499","0.197573750457246","0.191131449353837","0.204016051560656","1"
"Big worries","2010","no migration background","East Germany","1170","0.255612583704927","0.24383673521223","0.267388432197625","1"
"Big worries","2010","direct migration background","West Germany","714","0.293072911686893","0.276103990876574","0.310041832497212","1"
"No worries","2010","no migration background","East Germany","1358","0.228810923158911","0.217470731505522","0.240151114812301","3"
"No worries","2010","direct migration background","East Germany","27","","","","3"
"No worries","2010","indirect migration background","West Germany","449","0.432252482170932","0.402611362821669","0.461893601520196","3"
"No worries","2010","indirect migration background","East Germany","31","0.193891396177608","0.105008675023803","0.282774117331413","3"
"No worries","2010","no migration background","West Germany","4863","0.283021993004759","0.275733515073415","0.290310470936103","3"
"No worries","2010","direct migration background","West Germany","803","0.2635105106672","0.247087176877472","0.279933844456928","3"
"Some worries","2010","no migration background","East Germany","2743","0.515576493136161","0.502084977480376","0.529068008791946","2"
"Some worries","2010","direct migration background","West Germany","1247","0.443416577645907","0.424896185931905","0.461936969359909","2"
"Some worries","2010","direct migration background","East Germany","63","0.515709485705518","0.428793077340964","0.602625894070072","2"
"Some worries","2010","indirect migration background","West Germany","440","0.391232254534453","0.362031681564447","0.42043282750446","2"
"Some worries","2010","indirect migration background","East Germany","34","0.468534956038361","0.356346118948122","0.580723793128601","2"
"Some worries","2010","no migration background","West Germany","7312","0.519404256537995","0.511320438190836","0.527488074885154","2"
"Big worries","2011","direct migration background","East Germany","32","0.376619267949143","0.278142321983143","0.475096213915143","1"
"Big worries","2011","indirect migration background","West Germany","117","0.137337648504919","0.112687337206329","0.16198795980351","1"
"Big worries","2011","direct migration background","West Germany","532","0.279840273575274","0.259617426036543","0.300063121114004","1"
"Big worries","2011","indirect migration background","East Germany","5","","","","1"
"Big worries","2011","no migration background","West Germany","2447","0.197736395624103","0.19091644633489","0.204556344913316","1"
"Big worries","2011","no migration background","East Germany","1166","0.263455604161058","0.250904587434201","0.276006620887916","1"
"No worries","2011","no migration background","East Germany","1055","0.21511721499067","0.203409673427957","0.226824756553383","3"
"No worries","2011","direct migration background","East Germany","14","","","","3"
"No worries","2011","direct migration background","West Germany","482","0.252565469147548","0.232992966984652","0.272137971310445","3"
"No worries","2011","indirect migration background","West Germany","322","0.451880021762312","0.416238472914974","0.487521570609649","3"
"No worries","2011","indirect migration background","East Germany","13","","","","3"
"No worries","2011","no migration background","West Germany","4055","0.300128738944541","0.29228104305009","0.307976434838992","3"
"Some worries","2011","no migration background","East Germany","2511","0.521427180848271","0.507194176873679","0.535660184822864","2"
"Some worries","2011","direct migration background","West Germany","879","0.467594257277178","0.4451177547176","0.490070759836756","2"
"Some worries","2011","direct migration background","East Germany","47","0.497367114887185","0.395749124996401","0.598985104777968","2"
"Some worries","2011","indirect migration background","West Germany","310","0.410782329732769","0.375549222931419","0.44601543653412","2"
"Some worries","2011","indirect migration background","East Germany","26","","","","2"
"Some worries","2011","no migration background","West Germany","6600","0.502134865431356","0.493573454575076","0.510696276287637","2"
"Big worries","2012","direct migration background","East Germany","36","0.340932497971668","0.247557706971807","0.434307288971529","1"
"Big worries","2012","indirect migration background","West Germany","113","0.123543394512474","0.0999618489262118","0.147124940098736","1"
"Big worries","2012","direct migration background","West Germany","533","0.286097196728141","0.265436180330668","0.306758213125613","1"
"Big worries","2012","no migration background","East Germany","1165","0.261927513185303","0.249369416747695","0.274485609622912","1"
"Big worries","2012","indirect migration background","East Germany","10","","","","1"
"Big worries","2012","no migration background","West Germany","2366","0.188342631194115","0.181636011114166","0.195049251274063","1"
"No worries","2012","no migration background","East Germany","1019","0.207203791750838","0.195627662230759","0.218779921270917","3"
"No worries","2012","direct migration background","East Germany","17","","","","3"
"No worries","2012","direct migration background","West Germany","446","0.251184225057679","0.231357133569353","0.271011316546006","3"
"No worries","2012","no migration background","West Germany","4132","0.306695988436191","0.298786308237733","0.314605668634649","3"
"No worries","2012","indirect migration background","West Germany","312","0.456464053302016","0.420768450618155","0.492159655985878","3"
"No worries","2012","indirect migration background","East Germany","14","","","","3"
"Some worries","2012","no migration background","East Germany","2525","0.530868695063859","0.516615096903521","0.545122293224196","2"
"Some worries","2012","direct migration background","West Germany","859","0.46271857821418","0.43992383428677","0.48551332214159","2"
"Some worries","2012","direct migration background","East Germany","46","0.479985818448905","0.381572859328589","0.578398777569222","2"
"Some worries","2012","indirect migration background","West Germany","323","0.41999255218551","0.384622567500458","0.455362536870562","2"
"Some worries","2012","indirect migration background","East Germany","24","","","","2"
"Some worries","2012","no migration background","West Germany","6558","0.504961380369694","0.496385244693586","0.513537516045802","2"
"Big worries","2013","direct migration background","East Germany","93","0.32094537032429","0.273945528001627","0.367945212646954","1"
"Big worries","2013","indirect migration background","West Germany","195","0.112226852721337","0.0966084717033641","0.127845233739309","1"
"Big worries","2013","indirect migration background","East Germany","8","","","","1"
"Big worries","2013","no migration background","West Germany","2010","0.172436555919093","0.165794306009984","0.179078805828202","1"
"Big worries","2013","no migration background","East Germany","969","0.2375403076982","0.224956989849232","0.250123625547167","1"
"Big worries","2013","direct migration background","West Germany","993","0.220446109523615","0.208963685345444","0.231928533701786","1"
"No worries","2013","direct migration background","East Germany","123","0.301441972024676","0.255243076695678","0.347640867353673","3"
"No worries","2013","indirect migration background","West Germany","784","0.505241641484838","0.48050260631861","0.529980676651067","3"
"No worries","2013","no migration background","East Germany","1083","0.247237692151556","0.234481990941539","0.259993393361573","3"
"No worries","2013","direct migration background","West Germany","1734","0.326408092575572","0.313420215051726","0.339395970099418","3"
"No worries","2013","indirect migration background","East Germany","35","0.369604950880067","0.259626520273029","0.479583381487106","3"
"No worries","2013","no migration background","West Germany","4314","0.33715924615264","0.328846930425997","0.345471561879282","3"
"Some worries","2013","direct migration background","West Germany","2280","0.453145797900813","0.439357392283934","0.466934203517692","2"
"Some worries","2013","direct migration background","East Germany","163","0.377612657651034","0.328805655429077","0.426419659872991","2"
"Some worries","2013","no migration background","West Germany","6101","0.490404197928267","0.481614177128254","0.49919421872828","2"
"Some worries","2013","no migration background","East Germany","2342","0.515222000150245","0.500444985101331","0.529999015199158","2"
"Some worries","2013","indirect migration background","West Germany","590","0.382531505793825","0.358483579854835","0.406579431732815","2"
"Some worries","2013","indirect migration background","East Germany","31","0.442028509922777","0.328876212477848","0.555180807367706","2"
"Big worries","2014","direct migration background","East Germany","100","0.283121793834355","0.235651777510498","0.330591810158211","1"
"Big worries","2014","indirect migration background","West Germany","286","0.154551934442178","0.137307753950162","0.171796114934193","1"
"Big worries","2014","indirect migration background","East Germany","10","","","","1"
"Big worries","2014","no migration background","West Germany","2508","0.177540841839912","0.1714411016885","0.183640581991324","1"
"Big worries","2014","no migration background","East Germany","1199","0.24485867170787","0.233116943367272","0.256600400048467","1"
"Big worries","2014","direct migration background","West Germany","1297","0.276346718701367","0.263638814294525","0.289054623108209","1"
"No worries","2014","direct migration background","East Germany","86","0.196466969140518","0.154601430678505","0.238332507602532","3"
"No worries","2014","direct migration background","West Germany","1258","0.27171262229432","0.259071436519529","0.284353808069111","3"
"No worries","2014","indirect migration background","West Germany","681","0.423531193905625","0.39995940859287","0.447102979218379","3"
"No worries","2014","no migration background","East Germany","1168","0.205892754718776","0.194851453064631","0.216934056372922","3"
"No worries","2014","indirect migration background","East Germany","49","0.509512164280348","0.412969144788231","0.606055183772464","3"
"No worries","2014","no migration background","West Germany","4826","0.306244232101848","0.298886528495369","0.313601935708328","3"
"Some worries","2014","direct migration background","West Germany","2202","0.451940659004313","0.437797838982971","0.466083479025654","2"
"Some worries","2014","direct migration background","East Germany","160","0.520411237025127","0.467770995435142","0.573051478615113","2"
"Some worries","2014","no migration background","West Germany","7742","0.51621492605824","0.508237798474879","0.524192053641601","2"
"Some worries","2014","no migration background","East Germany","2785","0.549248573573354","0.535661898555103","0.562835248591604","2"
"Some worries","2014","indirect migration background","West Germany","721","0.421916871652198","0.398357133284748","0.445476610019647","2"
"Some worries","2014","indirect migration background","East Germany","44","0.411089701416316","0.316068098611931","0.506111304220701","2"
"Big worries","2015","direct migration background","East Germany","104","0.25508445263984","0.213835306896934","0.296333598382746","1"
"Big worries","2015","indirect migration background","West Germany","260","0.153098899590064","0.135343848320245","0.170853950859884","1"
"Big worries","2015","indirect migration background","East Germany","16","","","","1"
"Big worries","2015","no migration background","West Germany","2293","0.175061270580569","0.168837085949507","0.18128545521163","1"
"Big worries","2015","no migration background","East Germany","1059","0.233044435293569","0.221187710668652","0.244901159918487","1"
"Big worries","2015","direct migration background","West Germany","1256","0.246444585507715","0.235043183012879","0.25784598800255","1"
"No worries","2015","direct migration background","East Germany","131","0.307521940070795","0.263854221082516","0.351189659059074","3"
"No worries","2015","no migration background","East Germany","1159","0.216247917340652","0.204702076031336","0.227793758649968","3"
"No worries","2015","direct migration background","West Germany","1708","0.279377366244762","0.26750627622272","0.291248456266805","3"
"No worries","2015","indirect migration background","West Germany","586","0.394511167196956","0.370411987117378","0.418610347276533","3"
"No worries","2015","no migration background","West Germany","4521","0.299166665538589","0.291667023104599","0.306666307972579","3"
"No worries","2015","indirect migration background","East Germany","44","0.414201041405393","0.319983160444236","0.50841892236655","3"
"Some worries","2015","direct migration background","West Germany","2524","0.474178048247523","0.460967187388172","0.487388909106874","2"
"Some worries","2015","direct migration background","East Germany","194","0.437393607289365","0.390451996103027","0.484335218475704","2"
"Some worries","2015","no migration background","West Germany","7506","0.525772063880842","0.517593653435258","0.533950474326427","2"
"Some worries","2015","no migration background","East Germany","2666","0.550707647365779","0.53675729008761","0.564658004643948","2"
"Some worries","2015","indirect migration background","West Germany","734","0.45238993321298","0.427847832991898","0.476932033434062","2"
"Some worries","2015","indirect migration background","East Germany","45","0.42215363669682","0.327683422266449","0.516623851127191","2"
"Big worries","2016","direct migration background","East Germany","249","0.277779577071733","0.251641202335835","0.30391795180763","1"
"Big worries","2016","indirect migration background","West Germany","246","0.141992393628962","0.124069982964792","0.159914804293131","1"
"Big worries","2016","indirect migration background","East Germany","16","","","","1"
"Big worries","2016","no migration background","West Germany","2152","0.172923138562046","0.16649859557259","0.179347681551501","1"
