"plh0035","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","Baden-Württemberg","Female","210","0.237901239387302","0.209927078541611","0.265875400232992"
"Big worries","1999","Baden-Württemberg","Male","155","0.179739180811175","0.153880655813273","0.205597705809076"
"Big worries","1999","Bavaria","Female","194","0.241413305549672","0.213835453557273","0.268991157542071"
"Big worries","1999","Bavaria","Male","133","0.172646363775131","0.147590078639689","0.197702648910572"
"Big worries","1999","Berlin","Female","50","0.214127221452943","0.165014640502625","0.26323980240326"
"Big worries","1999","Berlin","Male","36","0.154884782596945","0.109673911627555","0.200095653566335"
"Big worries","1999","Brandenburg","Female","71","0.220964332298541","0.175219260996854","0.266709403600228"
"Big worries","1999","Brandenburg","Male","69","0.225402529000191","0.176976093418991","0.27382896458139"
"Big worries","1999","Bremen","Female","","","",""
"Big worries","1999","Bremen","Male","","","",""
"Big worries","1999","Hamburg","Female","","","",""
"Big worries","1999","Hamburg","Male","","","",""
"Big worries","1999","Hesse","Female","109","0.238153060502836","0.199354148917543","0.276951972088129"
"Big worries","1999","Hesse","Male","67","0.161340832639208","0.126773301814134","0.195908363464281"
"Big worries","1999","Lower Saxony","Female","111","0.225179894707166","0.19144683848119","0.258912950933143"
"Big worries","1999","Lower Saxony","Male","86","0.141317934897309","0.113113713168241","0.169522156626377"
"Big worries","1999","Mecklenburg-Western Pomerania","Female","44","0.228802323216005","0.171439891717129","0.286164754714882"
"Big worries","1999","Mecklenburg-Western Pomerania","Male","31","0.207454539491689","0.150687843452505","0.264221235530874"
"Big worries","1999","North Rhine-Westphalia","Female","301","0.228535621195007","0.206509386023383","0.25056185636663"
"Big worries","1999","North Rhine-Westphalia","Male","233","0.165336399615756","0.145189117033907","0.185483682197604"
"Big worries","1999","Rhineland-Palatinate,Saarland","Female","73","0.173094567517048","0.136203004987744","0.209986130046352"
"Big worries","1999","Rhineland-Palatinate,Saarland","Male","61","0.164978729950809","0.12705710586734","0.202900354034278"
"Big worries","1999","Saxony-Anhalt","Female","88","0.275814890625676","0.229648014349992","0.321981766901361"
"Big worries","1999","Saxony-Anhalt","Male","73","0.209139047635033","0.165392208529208","0.252885886740859"
"Big worries","1999","Saxony","Female","127","0.263458265825574","0.228443526637097","0.298473005014051"
"Big worries","1999","Saxony","Male","106","0.218343673393946","0.183786345900066","0.252901000887825"
"Big worries","1999","Schleswig-Holstein","Female","","","",""
"Big worries","1999","Schleswig-Holstein","Male","","","",""
"Big worries","1999","Thuringia","Female","98","0.313840774342276","0.266620525323756","0.361061023360797"
"Big worries","1999","Thuringia","Male","70","0.24662639574838","0.201532317845133","0.291720473651626"
"No worries","1999","Baden-Württemberg","Female","253","0.259269857829043","0.230478701261719","0.288061014396366"
"No worries","1999","Baden-Württemberg","Male","339","0.38812260853079","0.355303781127743","0.420941435933837"
"No worries","1999","Bavaria","Female","295","0.280706994902443","0.251749781908953","0.309664207895934"
"No worries","1999","Bavaria","Male","314","0.32887759404152","0.297731012565991","0.360024175517049"
"No worries","1999","Berlin","Female","81","0.283769840524643","0.229795155782049","0.337744525267238"
"No worries","1999","Berlin","Male","87","0.345159125850914","0.285749323509252","0.404568928192577"
"No worries","1999","Brandenburg","Female","58","0.188915378982226","0.145756387272111","0.232074370692341"
"No worries","1999","Brandenburg","Male","71","0.248255084040923","0.198188334146494","0.298321833935351"
"No worries","1999","Bremen","Female","","","",""
"No worries","1999","Bremen","Male","","","",""
"No worries","1999","Hamburg","Female","","","",""
"No worries","1999","Hamburg","Male","","","",""
"No worries","1999","Hesse","Female","145","0.298905122897167","0.257207368057785","0.34060287773655"
"No worries","1999","Hesse","Male","167","0.359901854356524","0.314797466900149","0.405006241812898"
"No worries","1999","Lower Saxony","Female","183","0.301662595796701","0.264595903940392","0.338729287653011"
"No worries","1999","Lower Saxony","Male","221","0.367123057407997","0.328096094963197","0.406150019852798"
"No worries","1999","Mecklenburg-Western Pomerania","Female","44","0.198537845316401","0.14406530326799","0.253010387364811"
"No worries","1999","Mecklenburg-Western Pomerania","Male","63","0.316495205255207","0.251381200695343","0.381609209815071"
"No worries","1999","North Rhine-Westphalia","Female","432","0.279952085395173","0.256400077740088","0.303504093050257"
"No worries","1999","North Rhine-Westphalia","Male","482","0.373394178700933","0.347160603205192","0.399627754196674"
"No worries","1999","Rhineland-Palatinate,Saarland","Female","131","0.305244270390376","0.260339008107062","0.35014953267369"
"No worries","1999","Rhineland-Palatinate,Saarland","Male","128","0.318796838178272","0.271184499746112","0.366409176610432"
"No worries","1999","Saxony-Anhalt","Female","85","0.209078656674688","0.167071978567279","0.251085334782097"
"No worries","1999","Saxony-Anhalt","Male","86","0.286747957493121","0.238101555118094","0.335394359868148"
"No worries","1999","Saxony","Female","147","0.21844693480523","0.185603504199767","0.251290365410692"
"No worries","1999","Saxony","Male","159","0.250031349437761","0.213808658854371","0.286254040021152"
"No worries","1999","Schleswig-Holstein","Female","73","0.386612967261462","0.314872044019402","0.458353890503523"
"No worries","1999","Schleswig-Holstein","Male","71","0.421844483269107","0.343074973726683","0.50061399281153"
"No worries","1999","Thuringia","Female","68","0.164376222811721","0.126663661516253","0.202088784107188"
"No worries","1999","Thuringia","Male","95","0.216487684428678","0.17340189604931","0.259573472808047"
