"plh0035","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1999","(Married) couple without C. ","direct migration background","198","0.31789176712276","0.279896765236342","0.355886769009178","1"
"Big worries","1999","(Married) couple without C. ","indirect migration background","9","","","","1"
"Big worries","1999","(Married) couple without C. ","no migration background","808","0.245045771641763","0.230749273797775","0.259342269485751","1"
"Big worries","1999","1-pers.-HH","direct migration background","51","0.322961855836725","0.25161278798091","0.394310923692541","1"
"Big worries","1999","1-pers.-HH","indirect migration background","5","","","","1"
"Big worries","1999","1-pers.-HH","no migration background","371","0.273810317534827","0.250945227036047","0.296675408033607","1"
"Big worries","1999","Couple + C. GT 16 ","direct migration background","142","0.296967928015252","0.254176835073983","0.33975902095652","1"
"Big worries","1999","Couple + C. GT 16 ","indirect migration background","39","0.292314996283212","0.228147516729894","0.356482475836531","1"
"Big worries","1999","Couple + C. GT 16 ","no migration background","284","0.151505090699406","0.135267655319558","0.167742526079254","1"
"Big worries","1999","Couple + C. LE 16 ","direct migration background","124","0.195948934524405","0.163701151151301","0.22819671789751","1"
"Big worries","1999","Couple + C. LE 16 ","indirect migration background","19","","","","1"
"Big worries","1999","Couple + C. LE 16 ","no migration background","194","0.083141022669736","0.0719805977948985","0.0943014475445735","1"
"Big worries","1999","Couple + C. LE and GT 16","direct migration background","55","0.256082866718496","0.198143681144701","0.314022052292291","1"
"Big worries","1999","Couple + C. LE and GT 16","indirect migration background","15","","","","1"
"Big worries","1999","Couple + C. LE and GT 16","no migration background","111","0.117557454144363","0.0958410436582004","0.139273864630525","1"
"Big worries","1999","Single parent ","direct migration background","32","0.235610787744569","0.152846636739368","0.31837493874977","1"
"Big worries","1999","Single parent ","indirect migration background","10","","","","1"
"Big worries","1999","Single parent ","no migration background","97","0.169844515149057","0.138716769349956","0.200972260948157","1"
"No worries","1999","1-pers.-HH","indirect migration background","29","","","","3"
"No worries","1999","1-pers.-HH","no migration background","414","0.25585177275405","0.233477603244137","0.278225942263963","3"
"No worries","1999","Couple + C. GT 16 ","indirect migration background","98","0.421099609002725","0.351442767662083","0.490756450343366","3"
"No worries","1999","Couple + C. GT 16 ","no migration background","649","0.354928667464332","0.33325893185339","0.376598403075273","3"
"No worries","1999","Couple + C. LE 16 ","direct migration background","219","0.356635648676393","0.317719713491727","0.39555158386106","3"
"No worries","1999","Single parent ","no migration background","209","0.388661556410917","0.348253418912632","0.429069693909202","3"
"No worries","1999","Couple + C. GT 16 ","direct migration background","91","0.229133570762751","0.189774488471579","0.268492653053923","3"
"No worries","1999","1-pers.-HH","direct migration background","39","0.209822095184161","0.14769312294305","0.271951067425272","3"
"No worries","1999","Single parent ","indirect migration background","18","","","","3"
"No worries","1999","(Married) couple without C. ","no migration background","829","0.226259003243456","0.212351585986297","0.240166420500615","3"
"No worries","1999","Single parent ","direct migration background","28","","","","3"
"No worries","1999","(Married) couple without C. ","indirect migration background","40","0.476041007886874","0.369239033817034","0.582842981956715","3"
"No worries","1999","(Married) couple without C. ","direct migration background","114","0.194190752122462","0.161913944036296","0.226467560208628","3"
"No worries","1999","Couple + C. LE and GT 16","no migration background","344","0.443195034254734","0.409700902118763","0.476689166390706","3"
"No worries","1999","Couple + C. LE 16 ","no migration background","926","0.415527083032848","0.39560642684492","0.435447739220777","3"
"No worries","1999","Couple + C. LE and GT 16","direct migration background","57","0.269879768972376","0.21095441496218","0.328805122982573","3"
"No worries","1999","Couple + C. LE and GT 16","indirect migration background","66","0.710192423699945","0.620826205753138","0.799558641646752","3"
"No worries","1999","Couple + C. LE 16 ","indirect migration background","44","0.508062203906315","0.409583112463684","0.606541295348946","3"
"Some worries","1999","(Married) couple without C. ","indirect migration background","35","0.408303725610845","0.303192394313409","0.513415056908282","2"
"Some worries","1999","1-pers.-HH","direct migration background","75","0.467216048979114","0.391088725271162","0.543343372687066","2"
"Some worries","1999","1-pers.-HH","indirect migration background","26","","","","2"
"Some worries","1999","1-pers.-HH","no migration background","676","0.470337909711123","0.444744542939427","0.49593127648282","2"
"Some worries","1999","(Married) couple without C. ","no migration background","1840","0.528695225114781","0.512103201407183","0.545287248822379","2"
"Some worries","1999","Couple + C. GT 16 ","direct migration background","205","0.473898501221997","0.42713699702224","0.520660005421755","2"
"Some worries","1999","Single parent ","no migration background","253","0.441493928440026","0.400329839854023","0.48265801702603","2"
"Some worries","1999","Single parent ","indirect migration background","24","","","","2"
"Some worries","1999","Single parent ","direct migration background","41","0.474719269570057","0.377332139168769","0.572106399971345","2"
"Some worries","1999","Couple + C. LE and GT 16","no migration background","390","0.439247511600903","0.405784887394782","0.472710135807024","2"
"Some worries","1999","(Married) couple without C. ","direct migration background","265","0.487917480754778","0.4471322100871","0.528702751422456","2"
"Some worries","1999","Couple + C. GT 16 ","indirect migration background","56","0.286585394714063","0.222793212122944","0.350377577305182","2"
"Some worries","1999","Couple + C. GT 16 ","no migration background","940","0.493566241836262","0.470924321919956","0.516208161752569","2"
"Some worries","1999","Couple + C. LE 16 ","direct migration background","239","0.447415416799201","0.407019129417621","0.487811704180782","2"
"Some worries","1999","Couple + C. LE 16 ","indirect migration background","36","0.355044658480581","0.260782624370405","0.449306692590757","2"
"Some worries","1999","Couple + C. LE 16 ","no migration background","1231","0.501331894297416","0.481120780843719","0.521543007751112","2"
"Some worries","1999","Couple + C. LE and GT 16","direct migration background","106","0.474037364309128","0.407754147350377","0.540320581267878","2"
"Some worries","1999","Couple + C. LE and GT 16","indirect migration background","18","","","","2"
"Big worries","2000","(Married) couple without C. ","direct migration background","227","0.270391008852755","0.239841003679271","0.300941014026238","1"
"Big worries","2000","(Married) couple without C. ","indirect migration background","13","","","","1"
"Big worries","2000","(Married) couple without C. ","no migration background","1448","0.225305743501687","0.215241748883921","0.235369738119453","1"
"Big worries","2000","1-pers.-HH","direct migration background","76","0.277609695513158","0.226245565755867","0.328973825270449","1"
