"plh0035","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","16-34 y.","no migration background","312","0.0857043346887332","0.0763213012302406","0.0950873681472258"
"Big worries","1999","16-34 y.","direct migration background","115","0.155561967459481","0.127438209095287","0.183685725823674"
"Big worries","1999","16-34 y.","indirect migration background","90","0.178051319976879","0.14607991686963","0.210022723084128"
"Big worries","1999","35-65 y.","no migration background","1020","0.176879139711741","0.167156875503899","0.186601403919583"
"Big worries","1999","35-65 y.","direct migration background","427","0.292520796756368","0.268035152141493","0.317006441371243"
"Big worries","1999","35-65 y.","indirect migration background","10","","",""
"Big worries","1999","66 and older","no migration background","611","0.38352522189488","0.359457793783608","0.407592650006152"
"Big worries","1999","66 and older","direct migration background","106","0.415750393715682","0.354657086546433","0.476843700884931"
"Big worries","1999","66 and older","indirect migration background","2","","",""
"Some worries","1999","16-34 y.","no migration background","1467","0.416984713670911","0.400457540457872","0.433511886883949"
"Some worries","1999","16-34 y.","direct migration background","253","0.409589563067121","0.371431246598769","0.447747879535473"
"Some worries","1999","16-34 y.","indirect migration background","170","0.311087296321085","0.272398075697358","0.349776516944811"
"Some worries","1999","35-65 y.","no migration background","3239","0.529081718828696","0.516363348707628","0.541800088949764"
"Some worries","1999","35-65 y.","direct migration background","611","0.487932095795127","0.461027913305857","0.514836278284396"
"Some worries","1999","35-65 y.","indirect migration background","27","","",""
"Some worries","1999","66 and older","no migration background","787","0.502250677198261","0.477502645349077","0.526998709047444"
"Some worries","1999","66 and older","direct migration background","120","0.476775300803045","0.414862695509505","0.538687906096585"
"Some worries","1999","66 and older","indirect migration background","3","","",""
"No worries","1999","16-34 y.","no migration background","1640","0.497310951640356","0.480551405089158","0.514070498191554"
"No worries","1999","16-34 y.","direct migration background","270","0.434848469473398","0.396381393198098","0.473315545748698"
"No worries","1999","16-34 y.","indirect migration background","290","0.510861383702036","0.469084671407044","0.552638095997029"
"No worries","1999","35-65 y.","no migration background","1658","0.294039141459563","0.282430264968344","0.305648017950781"
"No worries","1999","35-65 y.","direct migration background","288","0.219547107448505","0.197267192118098","0.241827022778912"
"No worries","1999","35-65 y.","indirect migration background","15","","",""
"No worries","1999","66 and older","no migration background","170","0.114224100906859","0.0984800724623835","0.129968129351335"
"No worries","1999","66 and older","direct migration background","24","","",""
"No worries","1999","66 and older","indirect migration background","2","","",""
"Big worries","2000","16-34 y.","no migration background","517","0.0953944375722937","0.0875608274322024","0.103228047712385"
"Big worries","2000","16-34 y.","direct migration background","127","0.130252324165333","0.109190161309572","0.151314487021094"
"Big worries","2000","16-34 y.","indirect migration background","78","0.110305481838333","0.0872462955004066","0.13336466817626"
"Big worries","2000","35-65 y.","no migration background","1875","0.168656917325982","0.16175749015471","0.175556344497254"
"Big worries","2000","35-65 y.","direct migration background","481","0.235700812106542","0.21696783190074","0.254433792312344"
"Big worries","2000","35-65 y.","indirect migration background","17","","",""
"Big worries","2000","66 and older","no migration background","1046","0.325037389528822","0.308901858609172","0.341172920448471"
"Big worries","2000","66 and older","direct migration background","142","0.39204688605652","0.341404048569223","0.442689723543817"
"Big worries","2000","66 and older","indirect migration background","6","","",""
"Some worries","2000","16-34 y.","no migration background","2166","0.392515720315585","0.379494045355669","0.405537395275501"
"Some worries","2000","16-34 y.","direct migration background","381","0.360892596510548","0.330839481178914","0.390945711842183"
"Some worries","2000","16-34 y.","indirect migration background","241","0.356988120742656","0.321721702485842","0.392254538999471"
"Some worries","2000","35-65 y.","no migration background","5932","0.517011529176246","0.507804080476698","0.526218977875794"
"Some worries","2000","35-65 y.","direct migration background","992","0.507396999079639","0.485331329555806","0.529462668603471"
"Some worries","2000","35-65 y.","indirect migration background","43","0.43119274476179","0.33160530341009","0.53078018611349"
"Some worries","2000","66 and older","no migration background","1685","0.522730420254548","0.505523723469436","0.53993711703966"
"Some worries","2000","66 and older","direct migration background","169","0.470649730303836","0.418873019304065","0.522426441303607"
"Some worries","2000","66 and older","indirect migration background","8","","",""
"No worries","2000","16-34 y.","no migration background","2719","0.512089842112121","0.498760343566087","0.525419340658155"
"No worries","2000","16-34 y.","direct migration background","473","0.508855079324119","0.477571569469225","0.540138589179013"
"No worries","2000","16-34 y.","indirect migration background","390","0.53270639741901","0.495981224669057","0.569431570168964"
"No worries","2000","35-65 y.","no migration background","3508","0.314331553497772","0.305777501547247","0.322885605448297"
"No worries","2000","35-65 y.","direct migration background","499","0.25690218881382","0.23761799316459","0.276186384463049"
"No worries","2000","35-65 y.","indirect migration background","35","0.405325056205487","0.306599898929147","0.504050213481826"
"No worries","2000","66 and older","no migration background","506","0.15223219021663","0.139856527910931","0.164607852522329"
"No worries","2000","66 and older","direct migration background","46","0.137303383639644","0.101602114895228","0.173004652384059"
"No worries","2000","66 and older","indirect migration background","4","","",""
"Big worries","2001","16-34 y.","no migration background","431","0.0894535325668178","0.081360332523772","0.0975467326098636"
"Big worries","2001","16-34 y.","direct migration background","135","0.149872661579697","0.125647411616489","0.174097911542905"
"Big worries","2001","16-34 y.","indirect migration background","73","0.124586898141177","0.0991594196386465","0.150014376643707"
"Big worries","2001","35-65 y.","no migration background","1658","0.160133544289842","0.153076866069851","0.167190222509834"
"Big worries","2001","35-65 y.","direct migration background","432","0.252121025580736","0.231788036166414","0.272454014995058"
"Big worries","2001","35-65 y.","indirect migration background","11","","",""
"Big worries","2001","66 and older","no migration background","986","0.322658976842272","0.306092356546178","0.339225597138366"
"Big worries","2001","66 and older","direct migration background","140","0.417491786313394","0.364683669296905","0.470299903329883"
"Big worries","2001","66 and older","indirect migration background","4","","",""
"Some worries","2001","16-34 y.","no migration background","1978","0.410358345018546","0.396409245155755","0.424307444881337"
"Some worries","2001","16-34 y.","direct migration background","306","0.367913475602459","0.335184969747846","0.400641981457072"
"Some worries","2001","16-34 y.","indirect migration background","222","0.358613737954503","0.321687600993632","0.395539874915374"
"Some worries","2001","35-65 y.","no migration background","5551","0.533771093406301","0.524171979128444","0.543370207684159"
"Some worries","2001","35-65 y.","direct migration background","891","0.498188871086837","0.474776349258795","0.521601392914878"
"Some worries","2001","35-65 y.","indirect migration background","62","0.669419348747813","0.57857094005101","0.760267757444617"
"Some worries","2001","66 and older","no migration background","1587","0.517687282286954","0.499979814623859","0.53539474995005"
"Some worries","2001","66 and older","direct migration background","158","0.468502783398099","0.415066988719173","0.521938578077026"
"Some worries","2001","66 and older","indirect migration background","10","","",""
"No worries","2001","16-34 y.","no migration background","2368","0.500188122414636","0.486009290831363","0.514366953997909"
"No worries","2001","16-34 y.","direct migration background","393","0.482213862817843","0.448301338295499","0.516126387340187"
"No worries","2001","16-34 y.","indirect migration background","353","0.516799363904321","0.478323770912452","0.555274956896189"
