"plh0035","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","Employed","(Married) couple without C. ","343","0.164089881709963","0.148807211710937","0.179372551708988"
"Big worries","1999","Employed","1-pers.-HH","102","0.120274223351063","0.0984196038189645","0.142128842883162"
"Big worries","1999","Employed","Couple + C. GT 16 ","258","0.152267260220543","0.135361640475884","0.169172879965202"
"Big worries","1999","Employed","Couple + C. LE 16 ","237","0.0912670701902859","0.0797140091192293","0.102820131261342"
"Big worries","1999","Employed","Couple + C. LE and GT 16","123","0.141291673204248","0.117722289222039","0.164861057186456"
"Big worries","1999","Employed","Single parent ","70","0.130403788900619","0.0995970539068131","0.161210523894425"
"Big worries","1999","Not Employed","(Married) couple without C. ","672","0.3391703702441","0.317781296004741","0.360559444483459"
"Big worries","1999","Not Employed","1-pers.-HH","325","0.39502055860611","0.361862811797483","0.428178305414737"
"Big worries","1999","Not Employed","Couple + C. GT 16 ","207","0.242438062674019","0.212148402803326","0.272727722544711"
"Big worries","1999","Not Employed","Couple + C. LE 16 ","100","0.148855281322754","0.121385698621113","0.176324864024395"
"Big worries","1999","Not Employed","Couple + C. LE and GT 16","58","0.144298989568311","0.105977754533999","0.182620224602623"
"Big worries","1999","Not Employed","Single parent ","69","0.261406394295184","0.207262597695871","0.315550190894497"
"No worries","1999","Employed","(Married) couple without C. ","737","0.311729816147765","0.292616009293234","0.330843623002295"
"No worries","1999","Employed","1-pers.-HH","355","0.394681676301007","0.36184201242176","0.427521340180255"
"No worries","1999","Employed","Couple + C. GT 16 ","611","0.35631723060277","0.333782482622576","0.378851978582964"
"No worries","1999","Employed","Couple + C. LE 16 ","945","0.413355279529984","0.39360054448083","0.433110014579138"
"No worries","1999","Employed","Couple + C. LE and GT 16","307","0.387454166450349","0.35448966033398","0.420418672566718"
"No worries","1999","Employed","Single parent ","175","0.407080073713225","0.362135248744634","0.452024898681815"
"No worries","1999","Not Employed","(Married) couple without C. ","246","0.140637356008783","0.124930948412943","0.156343763604622"
"No worries","1999","Not Employed","1-pers.-HH","127","0.145155233824572","0.121262555743601","0.169047911905543"
"No worries","1999","Not Employed","Couple + C. GT 16 ","227","0.306469919844454","0.273885386953762","0.339054452735147"
"No worries","1999","Not Employed","Couple + C. LE 16 ","244","0.384893926256657","0.347343595193051","0.422444257320263"
"No worries","1999","Not Employed","Couple + C. LE and GT 16","160","0.540164999519787","0.485813558589746","0.594516440449828"
"No worries","1999","Not Employed","Single parent ","80","0.312615449639309","0.255494827045749","0.369736072232868"
"Some worries","1999","Employed","(Married) couple without C. ","1176","0.524180302142273","0.503572100256343","0.544788504028202"
"Some worries","1999","Employed","1-pers.-HH","394","0.485044100347929","0.451465781918089","0.51862241877777"
"Some worries","1999","Employed","Couple + C. GT 16 ","866","0.491415509176687","0.467891879329081","0.514939139024292"
"Some worries","1999","Employed","Couple + C. LE 16 ","1205","0.49537765027973","0.475320310731346","0.515434989828115"
"Some worries","1999","Employed","Couple + C. LE and GT 16","409","0.471254160345403","0.437477384567551","0.505030936123256"
"Some worries","1999","Employed","Single parent ","214","0.462516137386157","0.416903213949925","0.508129060822388"
"Some worries","1999","Not Employed","(Married) couple without C. ","964","0.520192273747118","0.497621115338576","0.542763432155659"
"Some worries","1999","Not Employed","1-pers.-HH","383","0.459824207569318","0.42602018930558","0.493628225833056"
