"plh0035","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","2015","higher vocational","238","0.161898855594282","0.143471457957501","0.180326253231063"
"Big worries","2015","in school","47","0.0953985874795616","0.0657056084534997","0.125091566505624"
"Big worries","2015","inadequately","174","0.38738148150907","0.345985635463779","0.428777327554362"
"Big worries","2015","middle vocational","2567","0.224159416803219","0.216751802753743","0.231567030852695"
"Big worries","2015","vocational + Abi","327","0.142599795276386","0.127864085013027","0.157335505539745"
"No worries","2015","general elemantary","859","0.242278786911037","0.226843501879429","0.257714071942646"
"No worries","2015","higher education","2181","0.345267944474673","0.333639466564007","0.35689642238534"
"No worries","2015","higher vocational","382","0.246015112799011","0.224469635722625","0.267560589875397"
"No worries","2015","in school","195","0.541112007331973","0.490744425452868","0.591479589211079"
"No worries","2015","inadequately","151","0.205411931307147","0.171081747587271","0.239742115027024"
"No worries","2015","middle vocational","3361","0.260148849688748","0.252355992136688","0.267941707240809"
"No worries","2015","vocational + Abi","729","0.334917413791597","0.31502779386436","0.354807033718833"
"Some worries","2015","general elemantary","1310","0.480107080072814","0.462108914519274","0.498105245626353"
"Some worries","2015","higher education","3498","0.544642515596581","0.532462581175369","0.556822450017794"
"Some worries","2015","higher vocational","915","0.592086031606707","0.567501009820665","0.616671053392749"
"Some worries","2015","in school","134","0.363489405188465","0.314870758563711","0.41210805181322"
"Some worries","2015","inadequately","207","0.407206587183782","0.365457079673018","0.448956094694546"
"Some worries","2015","middle vocational","6247","0.515691733508033","0.506814663765418","0.524568803250647"
"Some worries","2015","vocational + Abi","1107","0.522482790932018","0.501432876226933","0.543532705637102"
"Big worries","2016","general elemantary","887","0.29920069777572","0.283871980441675","0.314529415109766"
"Big worries","2016","higher education","822","0.117985763478317","0.1102451982744","0.125726328682235"
"Big worries","2016","higher vocational","237","0.177171529379191","0.157256435186018","0.197086623572365"
"Big worries","2016","in school","38","0.116289319048318","0.0833116660214451","0.149266972075191"
"Big worries","2016","inadequately","454","0.365242689802685","0.344213962958771","0.386271416646598"
"Big worries","2016","middle vocational","2465","0.209094413251139","0.201764800119013","0.216424026383264"
"Big worries","2016","vocational + Abi","349","0.156553796844521","0.141154418296633","0.17195317539241"
"No worries","2016","general elemantary","1160","0.23841705987692","0.224152612475737","0.252681507278102"
"No worries","2016","higher education","2446","0.346800697936636","0.335380256012913","0.358221139860358"
"No worries","2016","higher vocational","342","0.226447826462119","0.204617530367512","0.248278122556727"
"No worries","2016","in school","212","0.621864164754737","0.571979568410007","0.671748761099466"
"No worries","2016","inadequately","915","0.264871439929223","0.245599848845103","0.284143031013343"
"No worries","2016","middle vocational","3469","0.266371603612524","0.2584039665062","0.274339240718849"
"No worries","2016","vocational + Abi","771","0.343240411501789","0.323119617406804","0.363361205596775"
"Some worries","2016","general elemantary","1381","0.46238224234736","0.445691907091823","0.479072577602897"
"Some worries","2016","higher education","3404","0.535213538585047","0.523245848005742","0.547181229164352"
"Some worries","2016","higher vocational","833","0.596380644158689","0.570790159857037","0.621971128460341"
"Some worries","2016","in school","113","0.261846516196945","0.216620168686192","0.307072863707697"
"Some worries","2016","inadequately","645","0.369885870268092","0.348801441573129","0.390970298963056"
"Some worries","2016","middle vocational","5891","0.524533983136337","0.515532914520502","0.533535051752172"
"Some worries","2016","vocational + Abi","1019","0.50020579165369","0.479016684057272","0.521394899250107"
"Big worries","2017","general elemantary","884","0.257128594489778","0.243294394627234","0.270962794352322"
"Big worries","2017","higher education","863","0.110749200250656","0.103631685629363","0.117866714871948"
"Big worries","2017","higher vocational","232","0.141598825800043","0.124208832265447","0.158988819334639"
"Big worries","2017","in school","30","0.0862300688233656","0.0597600643050938","0.112700073341638"
"Big worries","2017","inadequately","612","0.32238977863279","0.304420710411811","0.340358846853769"
"Big worries","2017","middle vocational","2606","0.211907531739793","0.204875898787103","0.218939164692482"
"Big worries","2017","vocational + Abi","358","0.153022064396322","0.138475842637375","0.16756828615527"
"No worries","2017","general elemantary","1333","0.251299036177531","0.237569001177846","0.265029071177215"
"No worries","2017","higher education","2763","0.360886381276809","0.349994065608284","0.371778696945334"
"No worries","2017","higher vocational","411","0.276435191496495","0.254127233087982","0.298743149905008"
"No worries","2017","in school","255","0.575714639811416","0.529108956728145","0.622320322894687"
"No worries","2017","inadequately","1190","0.283725697913579","0.266394284857391","0.301057110969767"
"No worries","2017","middle vocational","3736","0.256086789292316","0.248576630305646","0.263596948278987"
"No worries","2017","vocational + Abi","809","0.330284269299087","0.311281087537794","0.34928745106038"
"Some worries","2017","general elemantary","1617","0.491572369332691","0.475747856793281","0.507396881872102"
"Some worries","2017","higher education","3842","0.528364418472535","0.517042604908823","0.539686232036248"
"Some worries","2017","higher vocational","901","0.581965982703462","0.557363493222543","0.606568472184382"
"Some worries","2017","in school","147","0.338055291365219","0.293447477069449","0.382663105660989"
"Some worries","2017","inadequately","797","0.393884523453631","0.375099700924872","0.41266934598239"
"Some worries","2017","middle vocational","6633","0.532005678967891","0.523420035823086","0.540591322112696"
"Some worries","2017","vocational + Abi","1186","0.516693666304591","0.496502335705314","0.536884996903868"
"Big worries","2018","general elemantary","720","0.233918825926666","0.219930357846051","0.247907294007281"
"Big worries","2018","higher education","623","0.08549806994921","0.0789681345312219","0.0920280053671981"
"Big worries","2018","higher vocational","200","0.150841137690639","0.132413559136779","0.169268716244499"
"Big worries","2018","in school","35","0.102534595456917","0.0711987865599418","0.133870404353892"
"Big worries","2018","inadequately","462","0.307096104743857","0.287362086424347","0.326830123063366"
"Big worries","2018","middle vocational","2159","0.176301588660842","0.169541446237497","0.183061731084187"
"Big worries","2018","vocational + Abi","308","0.154944796202065","0.139855073087396","0.170034519316734"
"No worries","2018","general elemantary","1299","0.267015330727351","0.252396396314239","0.281634265140462"
"No worries","2018","higher education","2656","0.357996568415395","0.346800990314703","0.369192146516087"
"No worries","2018","higher vocational","381","0.263960914072395","0.24126570704575","0.286656121099039"
"No worries","2018","in school","209","0.589636933402833","0.538824111603284","0.640449755202382"
"No worries","2018","inadequately","949","0.289771342855555","0.270363883545025","0.309178802166085"
"No worries","2018","middle vocational","3642","0.273529626606102","0.265621843319403","0.281437409892801"
"No worries","2018","vocational + Abi","753","0.337554252297302","0.317834693989814","0.35727381060479"
"Some worries","2018","general elemantary","1499","0.499065843345984","0.482543584573556","0.515588102118411"
"Some worries","2018","higher education","3765","0.556505361635395","0.544903777852492","0.568106945418298"
"Some worries","2018","higher vocational","868","0.585197948236967","0.559829976589869","0.610565919884064"
"Some worries","2018","in school","116","0.30782847114025","0.260146071973711","0.35551087030679"
"Some worries","2018","inadequately","688","0.403132552400588","0.382147756350545","0.424117348450632"
"Some worries","2018","middle vocational","6406","0.550168784733056","0.541343750752015","0.558993818714097"
"Some worries","2018","vocational + Abi","1148","0.507500951500633","0.486652617242862","0.528349285758403"
"Big worries","2019","general elemantary","726","0.292164857783051","0.276301655994318","0.308028059571784"
"Big worries","2019","higher education","747","0.105961351930383","0.0990524577779744","0.112870246082792"
"Big worries","2019","higher vocational","252","0.162134658602407","0.144446805954695","0.179822511250118"
"Big worries","2019","in school","40","0.152410333204954","0.113690442108551","0.191130224301356"
"Big worries","2019","inadequately","386","0.31872332567948","0.297676257153371","0.339770394205588"
"Big worries","2019","middle vocational","2361","0.216162116683787","0.208704141035338","0.223620092332236"
"Big worries","2019","vocational + Abi","364","0.178170329944151","0.162362620533267","0.193978039355036"
"No worries","2019","general elemantary","1098","0.241959339820575","0.227020108702219","0.256898570938932"
"No worries","2019","higher education","2749","0.337256474625653","0.326644174053574","0.347868775197732"
"No worries","2019","higher vocational","428","0.264344138407708","0.243181380681878","0.285506896133538"
"No worries","2019","in school","165","0.446611644825499","0.393054906077121","0.500168383573878"
"No worries","2019","inadequately","893","0.284906397128572","0.264519295969875","0.30529349828727"
"No worries","2019","middle vocational","3171","0.237847525208656","0.230133371383937","0.245561679033375"
"No worries","2019","vocational + Abi","681","0.301198080154823","0.282245711832604","0.320150448477042"
"Some worries","2019","general elemantary","1333","0.465875802396373","0.448475091013114","0.483276513779633"
"Some worries","2019","higher education","4128","0.556782173443964","0.545631324874641","0.567933022013287"
"Some worries","2019","higher vocational","988","0.573521202989885","0.549787061378892","0.597255344600878"
"Some worries","2019","in school","126","0.400978021969547","0.348180230408232","0.453775813530863"
"Some worries","2019","inadequately","604","0.396370277191948","0.374277069290206","0.41846348509369"
"Some worries","2019","middle vocational","6170","0.545990358107557","0.536969599344408","0.555011116870706"
"Some worries","2019","vocational + Abi","1206","0.520631589901026","0.499993936853174","0.541269242948877"
