"plh0035","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1999","general elemantary","West Germany","600","0.314659874958909","0.294693506467455","0.334626243450362","1"
"Big worries","1999","general elemantary","East Germany","118","0.356538683094567","0.307733968349859","0.405343397839275","1"
"Big worries","1999","higher education","West Germany","91","0.0881002754397375","0.0713958053619687","0.104804745517506","1"
"Big worries","1999","higher education","East Germany","121","0.160932027360452","0.136386841293896","0.185477213427007","1"
"Big worries","1999","higher vocational","West Germany","68","0.13753879600847","0.10938761871114","0.1656899733058","1"
"Big worries","1999","higher vocational","East Germany","57","0.282741089520549","0.226236253680679","0.339245925360418","1"
"Big worries","1999","in school","West Germany","26","","","","1"
"Big worries","1999","in school","East Germany","12","","","","1"
"Big worries","1999","inadequately","West Germany","147","0.362930847186254","0.316158377316014","0.409703317056494","1"
"Big worries","1999","inadequately","East Germany","2","","","","1"
"Big worries","1999","middle vocational","West Germany","870","0.195593406067698","0.184457636273022","0.206729175862374","1"
"Big worries","1999","middle vocational","East Germany","480","0.244649005145374","0.226197100944155","0.263100909346593","1"
"Big worries","1999","vocational + Abi","West Germany","44","0.104561000603269","0.0758394611264622","0.133282540080076","1"
"Big worries","1999","vocational + Abi","East Germany","9","","","","1"
"No worries","1999","middle vocational","West Germany","1677","0.322238985289742","0.309119020745289","0.335358949834195","3"
"No worries","1999","general elemantary","West Germany","578","0.236689384621505","0.218414049027377","0.254964720215632","3"
"No worries","1999","higher vocational","East Germany","46","0.219337584357032","0.167416788424394","0.271258380289669","3"
"No worries","1999","general elemantary","East Germany","90","0.204871033675873","0.163745997232794","0.245996070118951","3"
"No worries","1999","higher education","West Germany","457","0.394582108013321","0.365777176456147","0.423387039570495","3"
"No worries","1999","higher education","East Germany","212","0.229583635852806","0.201491825395813","0.257675446309798","3"
"No worries","1999","higher vocational","West Germany","200","0.322511795794695","0.284305244369109","0.360718347220281","3"
"No worries","1999","in school","West Germany","142","0.68820544266789","0.626142191714349","0.750268693621431","3"
"No worries","1999","in school","East Germany","58","0.558846201670632","0.463874415798793","0.653817987542472","3"
"No worries","1999","inadequately","West Germany","74","0.19285130485495","0.154474117743047","0.231228491966852","3"
"No worries","1999","inadequately","East Germany","4","","","","3"
"No worries","1999","middle vocational","East Germany","480","0.216680465874235","0.198996713690185","0.234364218058285","3"
"No worries","1999","vocational + Abi","West Germany","182","0.412572719520592","0.366363125173326","0.458782313867857","3"
"No worries","1999","vocational + Abi","East Germany","27","","","","3"
"Some worries","1999","vocational + Abi","West Germany","210","0.482866279876139","0.43596121790109","0.529771341851188","2"
"Some worries","1999","vocational + Abi","East Germany","38","0.44600509682113","0.33275071168383","0.559259481958431","2"
"Some worries","1999","middle vocational","East Germany","1125","0.538670528980391","0.517273066727378","0.560067991233404","2"
"Some worries","1999","middle vocational","West Germany","2327","0.48216760864256","0.468139505484435","0.496195711800686","2"
"Some worries","1999","inadequately","East Germany","10","","","","2"
"Some worries","1999","general elemantary","West Germany","900","0.448650740419587","0.42726654514323","0.470034935695944","2"
"Some worries","1999","higher vocational","East Germany","141","0.49792132612242","0.435184949942454","0.560657702302386","2"
"Some worries","1999","in school","East Germany","35","0.34363214796082","0.252792804695809","0.43447149122583","2"
"Some worries","1999","inadequately","West Germany","185","0.444217847958796","0.395885780366404","0.492549915551188","2"
"Some worries","1999","general elemantary","East Germany","162","0.43859028322956","0.388029162202711","0.48915140425641","2"
"Some worries","1999","in school","West Germany","46","0.200005571025486","0.146412859335254","0.253598282715718","2"
"Some worries","1999","higher education","West Germany","558","0.517317616546942","0.487867983627447","0.546767249466436","2"
"Some worries","1999","higher education","East Germany","528","0.609484336786743","0.576897138838952","0.642071534734533","2"
"Some worries","1999","higher vocational","West Germany","307","0.539949408196835","0.499211990103277","0.580686826290393","2"
"Big worries","2000","general elemantary","West Germany","785","0.278420290401883","0.262484436543919","0.294356144259847","1"
"Big worries","2000","general elemantary","East Germany","151","0.333972537977508","0.293080468714273","0.374864607240742","1"
"Big worries","2000","higher education","West Germany","243","0.102954068926062","0.0911029183562028","0.114805219495921","1"
"Big worries","2000","higher education","East Germany","180","0.150471528062749","0.130953417786255","0.169989638339243","1"
"Big worries","2000","higher vocational","West Germany","202","0.163086165376893","0.143530243312674","0.182642087441112","1"
"Big worries","2000","higher vocational","East Germany","97","0.222451136516804","0.18621398995346","0.258688283080148","1"
"Big worries","2000","in school","West Germany","24","","","","1"
"Big worries","2000","in school","East Germany","9","","","","1"
"Big worries","2000","inadequately","West Germany","114","0.307070360489217","0.260568994596555","0.353571726381878","1"
"Big worries","2000","inadequately","East Germany","6","","","","1"
"Big worries","2000","middle vocational","West Germany","1626","0.178930571168831","0.171241173177791","0.186619969159872","1"
"Big worries","2000","middle vocational","East Germany","690","0.224741466218101","0.210395238991266","0.239087693444936","1"
"Big worries","2000","vocational + Abi","West Germany","128","0.141224490640612","0.11961832733778","0.162830653943444","1"
"Big worries","2000","vocational + Abi","East Germany","18","","","","1"
"No worries","2000","general elemantary","West Germany","940","0.288513454647043","0.272405176416819","0.304621732877266","3"
"No worries","2000","higher vocational","East Germany","141","0.271174167422943","0.232438693931881","0.309909640914006","3"
"No worries","2000","middle vocational","West Germany","3303","0.331672516556803","0.322227352014558","0.341117681099049","3"
"No worries","2000","general elemantary","East Germany","140","0.231706440712833","0.195124201088509","0.268288680337157","3"
"No worries","2000","higher education","West Germany","1055","0.408310197552375","0.389142339991585","0.427478055113166","3"
"No worries","2000","higher education","East Germany","340","0.252569699489438","0.22885063225845","0.276288766720426","3"
"No worries","2000","higher vocational","West Germany","481","0.329580381191791","0.304698489411046","0.354462272972535","3"
"No worries","2000","in school","West Germany","235","0.681808435548159","0.633011833058757","0.730605038037562","3"
"No worries","2000","in school","East Germany","79","0.559707262524269","0.478343447398113","0.641071077650426","3"
"No worries","2000","inadequately","West Germany","117","0.317601540427996","0.270670248454819","0.364532832401172","3"
"No worries","2000","inadequately","East Germany","5","","","","3"
"No worries","2000","middle vocational","East Germany","888","0.270795047174235","0.255522271044118","0.286067823304351","3"
"No worries","2000","vocational + Abi","West Germany","405","0.413058242617058","0.382510018306687","0.443606466927429","3"
"No worries","2000","vocational + Abi","East Germany","47","0.407084501373774","0.320612415742082","0.493556587005466","3"
"Some worries","2000","vocational + Abi","West Germany","465","0.44571726674233","0.414879833336003","0.476554700148657","2"
"Some worries","2000","vocational + Abi","East Germany","59","0.433973815762291","0.346739517304138","0.521208114220443","2"
"Some worries","2000","middle vocational","West Germany","4616","0.489396912274365","0.479368493632994","0.499425330915736","2"
"Some worries","2000","middle vocational","East Germany","1674","0.504463486607664","0.487279436849813","0.521647536365515","2"
"Some worries","2000","in school","East Germany","55","0.388295874353529","0.308416957882677","0.46817479082438","2"
"Some worries","2000","inadequately","West Germany","147","0.375328099082787","0.326515299554887","0.424140898610687","2"
"Some worries","2000","inadequately","East Germany","9","","","","2"
"Some worries","2000","general elemantary","West Germany","1314","0.433066254951074","0.415449493765098","0.45068301613705","2"
"Some worries","2000","general elemantary","East Germany","220","0.434321021309659","0.391344813998506","0.477297228620812","2"
"Some worries","2000","higher vocational","East Germany","268","0.506374696060253","0.462812723468647","0.549936668651858","2"
"Some worries","2000","in school","West Germany","91","0.256131559985436","0.21040235166132","0.301860768309553","2"
"Some worries","2000","higher education","West Germany","1228","0.488735733521563","0.469242172383629","0.508229294659496","2"
"Some worries","2000","higher education","East Germany","769","0.596958772447813","0.570181364309348","0.623736180586278","2"
"Some worries","2000","higher vocational","West Germany","688","0.507333453431317","0.480869626320339","0.533797280542294","2"
"Big worries","2001","general elemantary","West Germany","680","0.268889885608699","0.251970315486726","0.285809455730672","1"
"Big worries","2001","general elemantary","East Germany","124","0.315746364096146","0.272990282165825","0.358502446026467","1"
"Big worries","2001","higher education","West Germany","222","0.108958094358177","0.0962791553483686","0.121637033367985","1"
"Big worries","2001","higher education","East Germany","171","0.163048140903902","0.142336206933246","0.183760074874559","1"
"Big worries","2001","higher vocational","West Germany","164","0.155625661244759","0.135367330686693","0.175883991802825","1"
"Big worries","2001","higher vocational","East Germany","84","0.207006476462183","0.169362553818386","0.24465039910598","1"
"Big worries","2001","in school","West Germany","33","0.0951437658702576","0.0659108209339366","0.124376710806579","1"
"Big worries","2001","in school","East Germany","14","","","","1"
"Big worries","2001","inadequately","West Germany","89","0.33645915734891","0.282357036857056","0.390561277840765","1"
"Big worries","2001","inadequately","East Germany","4","","","","1"
"Big worries","2001","middle vocational","West Germany","1461","0.173515315715683","0.165500528122265","0.181530103309101","1"
"Big worries","2001","middle vocational","East Germany","657","0.237927594389524","0.222690295430226","0.253164893348821","1"
"Big worries","2001","vocational + Abi","West Germany","130","0.15150750598602","0.128707898760525","0.174307113211514","1"
"Big worries","2001","vocational + Abi","East Germany","15","","","","1"
"No worries","2001","general elemantary","West Germany","812","0.281956103879323","0.264785841045484","0.299126366713162","3"
"No worries","2001","higher vocational","East Germany","94","0.205793597872443","0.168231424981939","0.243355770762947","3"
"No worries","2001","middle vocational","West Germany","2950","0.331548794672537","0.321585240489094","0.34151234885598","3"
"No worries","2001","general elemantary","East Germany","127","0.237365460977659","0.198228494325431","0.276502427629888","3"
"No worries","2001","higher education","West Germany","954","0.393382601167269","0.373504765145501","0.413260437189036","3"
"No worries","2001","higher education","East Germany","308","0.253383272461045","0.228996725157773","0.277769819764316","3"
"No worries","2001","higher vocational","West Germany","411","0.306811250607943","0.281038728047631","0.332583773168256","3"
"No worries","2001","in school","West Germany","248","0.663703924464265","0.616634303514863","0.710773545413667","3"
"No worries","2001","in school","East Germany","80","0.506894162880928","0.428690520393786","0.585097805368071","3"
"No worries","2001","inadequately","West Germany","63","0.203842017676422","0.157714427938295","0.249969607414549","3"
"No worries","2001","inadequately","East Germany","4","","","","3"
"No worries","2001","middle vocational","East Germany","762","0.239715291431888","0.224438805628919","0.254991777234857","3"
"No worries","2001","vocational + Abi","West Germany","376","0.372752615764473","0.342004672736868","0.403500558792079","3"
