"plh0035","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","Employed","college entrance qualification","104","0.0569543736024007","0.0460177457633169","0.0678910014414845"
"Big worries","1999","Employed","lower secondary degree","493","0.16924853571211","0.155568162503446","0.182928908920773"
"Big worries","1999","Employed","no degree/no degree yet","62","0.235598147666603","0.184014955051529","0.287181340281677"
"Big worries","1999","Employed","Other degree","172","0.288166754364088","0.25180573646633","0.324527772261846"
"Big worries","1999","Employed","secondary school degree","308","0.102348928663146","0.0915385714003578","0.113159285925934"
"Big worries","1999","Not Employed","college entrance qualification","65","0.151239108883351","0.119928693200006","0.182549524566695"
"Big worries","1999","Not Employed","lower secondary degree","968","0.374836719581695","0.356318414610058","0.393355024553332"
"Big worries","1999","Not Employed","no degree/no degree yet","148","0.263727391221146","0.225595675219882","0.30185910722241"
"Big worries","1999","Not Employed","Other degree","119","0.332029453913578","0.281897433954346","0.38216147387281"
"Big worries","1999","Not Employed","secondary school degree","186","0.234070773335289","0.205437146293174","0.262704400377403"
"No worries","1999","Employed","college entrance qualification","760","0.449693905950116","0.426218440948063","0.47316937095217"
"No worries","1999","Employed","lower secondary degree","955","0.314156772714482","0.297221758393973","0.331091787034991"
"No worries","1999","Employed","no degree/no degree yet","81","0.34471797487215","0.286947290890297","0.402488658854002"
"No worries","1999","Employed","Other degree","157","0.255934509896616","0.220900087070807","0.290968932722426"
"No worries","1999","Employed","secondary school degree","1128","0.396974113372028","0.37952418328969","0.414424043454366"
"No worries","1999","Not Employed","college entrance qualification","202","0.365766251704173","0.323675121414811","0.407857381993535"
"No worries","1999","Not Employed","lower secondary degree","384","0.141040379363501","0.127725367889721","0.15435539083728"
"No worries","1999","Not Employed","no degree/no degree yet","200","0.454370801364813","0.411284083045524","0.497457519684102"
"No worries","1999","Not Employed","Other degree","65","0.198577251491113","0.156111010257357","0.24104349272487"
"No worries","1999","Not Employed","secondary school degree","234","0.26180486431518","0.232075686865377","0.291534041764984"
"Some worries","1999","Employed","college entrance qualification","861","0.493351720447483","0.469758612707291","0.516944828187675"
"Some worries","1999","Employed","lower secondary degree","1438","0.516594691573408","0.4983628472101","0.534826535936716"
"Some worries","1999","Employed","no degree/no degree yet","117","0.419683877461247","0.35969719030496","0.479670564617534"
"Some worries","1999","Employed","Other degree","267","0.455898735739296","0.415913558760868","0.495883912717723"
"Some worries","1999","Employed","secondary school degree","1584","0.500676957964826","0.482844376124847","0.518509539804804"
"Some worries","1999","Not Employed","college entrance qualification","236","0.482994639412476","0.439324681144705","0.526664597680248"
"Some worries","1999","Not Employed","lower secondary degree","1273","0.484122901054804","0.465005256833421","0.503240545276187"
"Some worries","1999","Not Employed","no degree/no degree yet","165","0.281901807414041","0.242967697063451","0.320835917764631"
"Some worries","1999","Not Employed","Other degree","155","0.469393294595308","0.416267792267034","0.522518796923582"
"Some worries","1999","Not Employed","secondary school degree","420","0.504124362349531","0.470312921616054","0.537935803083008"
"Big worries","2000","Employed","college entrance qualification","278","0.0778138652493302","0.0690596814527393","0.0865680490459212"
"Big worries","2000","Employed","lower secondary degree","803","0.164204817451384","0.153918840984079","0.174490793918688"
"Big worries","2000","Employed","no degree/no degree yet","53","0.232733451600187","0.180867716443741","0.284599186756634"
"Big worries","2000","Employed","Other degree","178","0.198966677999007","0.173294914701264","0.224638441296751"
"Big worries","2000","Employed","secondary school degree","581","0.112843796576578","0.104327179502437","0.121360413650719"
"Big worries","2000","Not Employed","college entrance qualification","163","0.161913654571781","0.140330288940157","0.183497020203405"
"Big worries","2000","Not Employed","lower secondary degree","1580","0.327304145781244","0.314213965004476","0.340394326558012"
"Big worries","2000","Not Employed","no degree/no degree yet","112","0.173914562591007","0.144953426009724","0.202875699172291"
"Big worries","2000","Not Employed","Other degree","185","0.31099733004282","0.273988987284961","0.348005672800679"
"Big worries","2000","Not Employed","secondary school degree","336","0.210559487870032","0.190922944668775","0.230196031071289"
"No worries","2000","Employed","college entrance qualification","1623","0.461086351177146","0.444796069384035","0.477376632970258"
"No worries","2000","Employed","lower secondary degree","1794","0.356434696770631","0.343136616656893","0.369732776884369"
"No worries","2000","Employed","no degree/no degree yet","108","0.409427953125883","0.349074351851063","0.469781554400702"
"No worries","2000","Employed","Other degree","279","0.309100460910419","0.279383970845895","0.338816950974943"
"No worries","2000","Employed","secondary school degree","2087","0.398280548286924","0.385103449462426","0.411457647111423"
"No worries","2000","Not Employed","college entrance qualification","424","0.348278177978154","0.320363841372398","0.37619251458391"
"No worries","2000","Not Employed","lower secondary degree","907","0.176568761684603","0.165931468719017","0.187206054650189"
"No worries","2000","Not Employed","no degree/no degree yet","328","0.5030978424196","0.464894900090253","0.541300784748947"
"No worries","2000","Not Employed","Other degree","140","0.246947103728333","0.212470413632137","0.281423793824529"
"No worries","2000","Not Employed","secondary school degree","483","0.265168497700865","0.243908032063819","0.286428963337912"
"Some worries","2000","Employed","college entrance qualification","1696","0.461099783573524","0.444809467518848","0.477390099628199"
"Some worries","2000","Employed","lower secondary degree","2386","0.479360485777985","0.465489659697726","0.493231311858244"
"Some worries","2000","Employed","no degree/no degree yet","94","0.35783859527393","0.299002520538205","0.416674670009655"
"Some worries","2000","Employed","Other degree","472","0.491932861090574","0.459784879990395","0.524080842190753"
"Some worries","2000","Employed","secondary school degree","2634","0.488875655136497","0.475420437765409","0.502330872507586"
"Some worries","2000","Not Employed","college entrance qualification","532","0.489808167450065","0.460518609983669","0.519097724916461"
"Some worries","2000","Not Employed","lower secondary degree","2449","0.496127092534153","0.4821789142088","0.510075270859506"
"Some worries","2000","Not Employed","no degree/no degree yet","218","0.322987594989393","0.287258141057395","0.35871704892139"
"Some worries","2000","Not Employed","Other degree","276","0.442055566228847","0.40235060636181","0.481760526095885"
