"plh0035","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","Full Time","(0) in school","","","",""
"Big worries","1999","Full Time","(1a) inadequately completed","39","0.296312854532659","0.219568985235389","0.373056723829929"
"Big worries","1999","Full Time","(1b) general elementary school","125","0.261252349299551","0.222433406973097","0.300071291626004"
"Big worries","1999","Full Time","(1c) basic vocational qualification","273","0.166060467567202","0.148016897349415","0.184104037784989"
"Big worries","1999","Full Time","(2b) intermediate general qualification","31","0.124366271783568","0.0793025528664331","0.169429990700703"
"Big worries","1999","Full Time","(2a) intermediate vocational","133","0.0834068416232112","0.0697560094271978","0.0970576738192246"
"Big worries","1999","Full Time","(2c_gen) general maturity certificate","15","","",""
"Big worries","1999","Full Time","(2c_voc) vocational maturity certificate","39","0.102142763006541","0.0712856938728806","0.132999832140202"
"Big worries","1999","Full Time","(3a) lower tertiary education","49","0.0807575284209886","0.0582713791482336","0.103243677693744"
"Big worries","1999","Full Time","(3b) higher tertiary education","33","0.0469683239357676","0.0301095260990149","0.0638271217725203"
"Big worries","1999","Part Time","(0) in school","3","","",""
"Big worries","1999","Part Time","(1a) inadequately completed","22","","",""
"Big worries","1999","Part Time","(1b) general elementary school","80","0.192585534889025","0.151507793642034","0.233663276136016"
"Big worries","1999","Part Time","(1c) basic vocational qualification","139","0.176335911946917","0.149521845576817","0.203149978317017"
"Big worries","1999","Part Time","(2b) intermediate general qualification","23","","",""
"Big worries","1999","Part Time","(2a) intermediate vocational","81","0.123937287533871","0.0995447111539005","0.148329863913841"
"Big worries","1999","Part Time","(2c_gen) general maturity certificate","16","","",""
"Big worries","1999","Part Time","(2c_voc) vocational maturity certificate","12","","",""
"Big worries","1999","Part Time","(3a) lower tertiary education","11","","",""
"Big worries","1999","Part Time","(3b) higher tertiary education","17","","",""
"Big worries","1999","Not Working","(0) in school","35","0.119421978038035","0.0810248395037133","0.157819116572356"
"Big worries","1999","Not Working","(1a) inadequately completed","113","0.489274554270186","0.42616288999975","0.552386218540621"
"Big worries","1999","Not Working","(1b) general elementary school","430","0.41357510412455","0.384485499057577","0.442664709191522"
"Big worries","1999","Not Working","(1c) basic vocational qualification","611","0.354463994516825","0.331698270537745","0.377229718495905"
"Big worries","1999","Not Working","(2b) intermediate general qualification","34","0.207975272326669","0.14801453310834","0.267936011544999"
