"plh0035","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1999","Schleswig-Holstein","in school","","","","","1"
"Big worries","1999","Schleswig-Holstein","inadequately","1","","","","1"
"Big worries","1999","Schleswig-Holstein","general elemantary","11","","","","1"
"Big worries","1999","Schleswig-Holstein","middle vocational","23","","","","1"
"Big worries","1999","Schleswig-Holstein","vocational + Abi","2","","","","1"
"Big worries","1999","Schleswig-Holstein","higher vocational","1","","","","1"
"Big worries","1999","Schleswig-Holstein","higher education","1","","","","1"
"Big worries","1999","Hamburg","in school","","","","","1"
"Big worries","1999","Hamburg","inadequately","","","","","1"
"Big worries","1999","Hamburg","general elemantary","7","","","","1"
"Big worries","1999","Hamburg","middle vocational","15","","","","1"
"Big worries","1999","Hamburg","vocational + Abi","","","","","1"
"Big worries","1999","Hamburg","higher vocational","","","","","1"
"Big worries","1999","Hamburg","higher education","1","","","","1"
"Big worries","1999","Lower Saxony","in school","4","","","","1"
"Big worries","1999","Lower Saxony","inadequately","7","","","","1"
"Big worries","1999","Lower Saxony","general elemantary","61","0.263338416257753","0.207731259397523","0.318945573117983","1"
"Big worries","1999","Lower Saxony","middle vocational","96","0.175903978591503","0.145182025257376","0.206625931925629","1"
"Big worries","1999","Lower Saxony","vocational + Abi","3","","","","1"
"Big worries","1999","Lower Saxony","higher vocational","11","","","","1"
"Big worries","1999","Lower Saxony","higher education","12","","","","1"
"Big worries","1999","Bremen","in school","1","","","","1"
"Big worries","1999","Bremen","inadequately","2","","","","1"
"Big worries","1999","Bremen","general elemantary","7","","","","1"
"Big worries","1999","Bremen","middle vocational","19","","","","1"
"Big worries","1999","Bremen","vocational + Abi","","","","","1"
"Big worries","1999","Bremen","higher vocational","1","","","","1"
"Big worries","1999","Bremen","higher education","2","","","","1"
"Big worries","1999","North Rhine-Westphalia","in school","8","","","","1"
"Big worries","1999","North Rhine-Westphalia","inadequately","42","0.345615393064738","0.259442983673257","0.431787802456218","1"
"Big worries","1999","North Rhine-Westphalia","general elemantary","148","0.323516781657131","0.282552424065059","0.364481139249204","1"
"Big worries","1999","North Rhine-Westphalia","middle vocational","259","0.205074851016423","0.18334305350384","0.226806648529005","1"
"Big worries","1999","North Rhine-Westphalia","vocational + Abi","15","","","","1"
"Big worries","1999","North Rhine-Westphalia","higher vocational","17","","","","1"
"Big worries","1999","North Rhine-Westphalia","higher education","30","0.0757543699530507","0.0463463730008195","0.105162366905282","1"
"Big worries","1999","Hesse","in school","6","","","","1"
"Big worries","1999","Hesse","inadequately","17","","","","1"
"Big worries","1999","Hesse","general elemantary","55","0.301637123272327","0.23671683427838","0.366557412266275","1"
"Big worries","1999","Hesse","middle vocational","79","0.198779801059329","0.160971402971669","0.236588199146988","1"
"Big worries","1999","Hesse","vocational + Abi","3","","","","1"
