"plh0035","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","2000","16-34 y.","inadequately","15","","",""
"Big worries","2000","16-34 y.","general elemantary","168","0.133130080903747","0.114327633296123","0.15193252851137"
"Big worries","2000","16-34 y.","middle vocational","378","0.107897090601776","0.0976913092568987","0.118102871946653"
"Big worries","2000","16-34 y.","vocational + Abi","35","0.0733309980895626","0.0508389317342298","0.0958230644448953"
"Big worries","2000","16-34 y.","higher vocational","40","0.0890224173091124","0.061819807032736","0.116225027585489"
"Big worries","2000","16-34 y.","higher education","51","0.0691477317251362","0.0511104684339908","0.0871849950162817"
"Big worries","2000","35-65 y.","in school","","","",""
"Big worries","2000","35-65 y.","inadequately","76","0.328445702682959","0.268779009293839","0.388112396072079"
"Big worries","2000","35-65 y.","general elemantary","400","0.295151840591209","0.271095930902376","0.319207750280042"
"Big worries","2000","35-65 y.","middle vocational","1335","0.17889865437535","0.17015323411147","0.18764407463923"
"Big worries","2000","35-65 y.","vocational + Abi","81","0.165337343712124","0.132969497485669","0.197705189938579"
"Big worries","2000","35-65 y.","higher vocational","190","0.169569960502465","0.148461102788346","0.190678818216584"
"Big worries","2000","35-65 y.","higher education","283","0.10571253857675","0.093977220967885","0.117447856185616"
"Big worries","2000","66 and older","in school","1","","",""
"Big worries","2000","66 and older","inadequately","29","","",""
"Big worries","2000","66 and older","general elemantary","368","0.40250372413472","0.370728392139834","0.434279056129607"
"Big worries","2000","66 and older","middle vocational","603","0.318997708502153","0.297867124086956","0.340128292917349"
"Big worries","2000","66 and older","vocational + Abi","30","0.323025076917041","0.231370849471029","0.414679304363053"
"Big worries","2000","66 and older","higher vocational","69","0.302778683318809","0.244890704751583","0.360666661886034"
"Big worries","2000","66 and older","higher education","89","0.222357585597313","0.182398331708847","0.26231683948578"
"Some worries","2000","16-34 y.","in school","140","0.283286962100233","0.243185226639577","0.323388697560889"
"Some worries","2000","16-34 y.","inadequately","33","0.29962773105944","0.209390456982085","0.389865005136795"
"Some worries","2000","16-34 y.","general elemantary","441","0.345605370779176","0.319283943974062","0.37192679758429"
"Some worries","2000","16-34 y.","middle vocational","1444","0.398145161078334","0.382042393900872","0.414247928255796"
"Some worries","2000","16-34 y.","vocational + Abi","206","0.352649689066096","0.311424308514827","0.393875069617365"
"Some worries","2000","16-34 y.","higher vocational","183","0.461720998117647","0.414099771768764","0.50934222446653"
"Some worries","2000","16-34 y.","higher education","338","0.433265125440105","0.398035491508621","0.468494759371589"
"Some worries","2000","35-65 y.","in school","5","","",""
"Some worries","2000","35-65 y.","inadequately","100","0.408385452966923","0.34593808097039","0.470832824963456"
"Some worries","2000","35-65 y.","general elemantary","667","0.467061026275138","0.440747636008894","0.493374416541381"
"Some worries","2000","35-65 y.","middle vocational","3865","0.522265225304735","0.510867511494446","0.533662939115025"
"Some worries","2000","35-65 y.","vocational + Abi","262","0.510163233636548","0.466606720987707","0.553719746285389"
"Some worries","2000","35-65 y.","higher vocational","650","0.519576729593765","0.491472245900472","0.547681213287058"
"Some worries","2000","35-65 y.","higher education","1406","0.526346191194301","0.507288982698862","0.545403399689739"
"Some worries","2000","66 and older","in school","1","","",""
"Some worries","2000","66 and older","inadequately","23","","",""
"Some worries","2000","66 and older","general elemantary","426","0.471625058752229","0.439280063895703","0.503970053608756"
"Some worries","2000","66 and older","middle vocational","981","0.528191037629082","0.505559083853775","0.55082299140439"
"Some worries","2000","66 and older","vocational + Abi","56","0.549291228401446","0.451770389601306","0.646812067201586"
"Some worries","2000","66 and older","higher vocational","123","0.517041149371843","0.454082119581876","0.58000017916181"
"Some worries","2000","66 and older","higher education","251","0.582562296033379","0.535174288497861","0.629950303568898"
"No worries","2000","16-34 y.","in school","313","0.657932983699131","0.615712456589292","0.700153510808969"
"No worries","2000","16-34 y.","inadequately","51","0.537052443426329","0.438831355486239","0.635273531366419"
"No worries","2000","16-34 y.","general elemantary","645","0.521264548317077","0.493615753089592","0.548913343544563"
"No worries","2000","16-34 y.","middle vocational","1728","0.49395774831989","0.47751129694443","0.510404199695351"
"No worries","2000","16-34 y.","vocational + Abi","275","0.574019312844342","0.531353360167574","0.61668526552111"
"No worries","2000","16-34 y.","higher vocational","198","0.44925658457324","0.401741782401508","0.496771386744973"
"No worries","2000","16-34 y.","higher education","371","0.497587142834759","0.462039873699468","0.533134411970051"
"No worries","2000","35-65 y.","in school","1","","",""
"No worries","2000","35-65 y.","inadequately","62","0.263168844350119","0.207223900839638","0.319113787860599"
"No worries","2000","35-65 y.","general elemantary","314","0.237787133133653","0.215333658073143","0.260240608194163"
"No worries","2000","35-65 y.","middle vocational","2178","0.298836120319914","0.28839120128072","0.309281039359109"
"No worries","2000","35-65 y.","vocational + Abi","163","0.324499422651328","0.283705763853127","0.36529308144953"
"No worries","2000","35-65 y.","higher vocational","374","0.31085330990377","0.284817425601506","0.336889194206033"
"No worries","2000","35-65 y.","higher education","948","0.367941270228949","0.349535203388936","0.386347337068962"
"No worries","2000","66 and older","in school","","","",""
"No worries","2000","66 and older","inadequately","9","","",""
"No worries","2000","66 and older","general elemantary","121","0.12587121711305","0.104378641160875","0.147363793065226"
"No worries","2000","66 and older","middle vocational","285","0.152811253868765","0.136499104146204","0.169123403591326"
"No worries","2000","66 and older","vocational + Abi","14","","",""
"No worries","2000","66 and older","higher vocational","50","0.180180167309348","0.13175700910438","0.228603325514317"
"No worries","2000","66 and older","higher education","76","0.195080118369307","0.15700123029429","0.233159006444325"
"Big worries","2001","16-34 y.","in school","47","0.0974671188767463","0.0725206685962242","0.122413569157268"
"Big worries","2001","16-34 y.","inadequately","16","","",""
"Big worries","2001","16-34 y.","general elemantary","146","0.125911515266628","0.106619866338372","0.145203164194883"
"Big worries","2001","16-34 y.","middle vocational","315","0.100914065576682","0.0901959914548623","0.111632139698502"
"Big worries","2001","16-34 y.","vocational + Abi","36","0.0715898744002802","0.0478228611636144","0.095356887636946"
"Big worries","2001","16-34 y.","higher vocational","27","","",""
"Big worries","2001","16-34 y.","higher education","40","0.077541293967377","0.0566405012917958","0.0984420866429582"
"Big worries","2001","35-65 y.","in school","","","",""
"Big worries","2001","35-65 y.","inadequately","54","0.318695156824919","0.250622875046322","0.386767438603517"
"Big worries","2001","35-65 y.","general elemantary","334","0.277872489285013","0.251971413788648","0.303773564781379"
"Big worries","2001","35-65 y.","middle vocational","1216","0.173292459357752","0.164268341069537","0.182316577645968"
"Big worries","2001","35-65 y.","vocational + Abi","72","0.15485133046018","0.123727829817737","0.185974831102623"
"Big worries","2001","35-65 y.","higher vocational","161","0.166227821741328","0.144424902996157","0.188030740486498"
"Big worries","2001","35-65 y.","higher education","259","0.113132991818701","0.100691504442609","0.125574479194793"
"Big worries","2001","66 and older","in school","","","",""
"Big worries","2001","66 and older","inadequately","23","","",""
"Big worries","2001","66 and older","general elemantary","324","0.400740251478561","0.366929847437823","0.434550655519298"
"Big worries","2001","66 and older","middle vocational","587","0.324440448053594","0.302715938449104","0.346164957658085"
"Big worries","2001","66 and older","vocational + Abi","37","0.36153587735274","0.267370328807321","0.455701425898159"
"Big worries","2001","66 and older","higher vocational","60","0.256745655173639","0.200534258230341","0.312957052116938"
"Big worries","2001","66 and older","higher education","94","0.222399118221155","0.182769233407901","0.262029003034408"
"Some worries","2001","16-34 y.","in school","169","0.274316753185385","0.236789403795627","0.311844102575144"
"Some worries","2001","16-34 y.","inadequately","28","","",""
"Some worries","2001","16-34 y.","general elemantary","403","0.353196315538217","0.325402174936098","0.380990456140336"
"Some worries","2001","16-34 y.","middle vocational","1257","0.415932067577294","0.398393941552339","0.43347019360225"
"Some worries","2001","16-34 y.","vocational + Abi","185","0.410037120899769","0.364694898319122","0.455379343480416"
"Some worries","2001","16-34 y.","higher vocational","146","0.465778631523378","0.411378839681625","0.520178423365131"
"Some worries","2001","16-34 y.","higher education","289","0.445837469167402","0.40699296075663","0.484681977578175"
"Some worries","2001","35-65 y.","in school","","","",""
"Some worries","2001","35-65 y.","inadequately","94","0.516033097210273","0.443027114998115","0.589039079422432"
"Some worries","2001","35-65 y.","general elemantary","564","0.507011127439097","0.478103304863322","0.535918950014872"
"Some worries","2001","35-65 y.","middle vocational","3572","0.530163074148148","0.518263886636431","0.542062261659865"
"Some worries","2001","35-65 y.","vocational + Abi","271","0.517688847129902","0.474699339723548","0.560678354536257"
"Some worries","2001","35-65 y.","higher vocational","649","0.569609996549044","0.540612602605742","0.598607390492347"
"Some worries","2001","35-65 y.","higher education","1349","0.527413039589585","0.507803621047851","0.547022458131318"
"Some worries","2001","66 and older","in school","","","",""
"Some worries","2001","66 and older","inadequately","26","","",""
"Some worries","2001","66 and older","general elemantary","382","0.473699321802216","0.439250079837059","0.508148563767372"
"Some worries","2001","66 and older","middle vocational","917","0.515451082109355","0.492260416815297","0.538641747403413"
"Some worries","2001","66 and older","vocational + Abi","51","0.53418364771192","0.43641474279274","0.6319525526311"
"Some worries","2001","66 and older","higher vocational","127","0.552780754984976","0.488801261432712","0.61676024853724"
"Some worries","2001","66 and older","higher education","249","0.577013745117652","0.529933998785974","0.624093491449331"
"No worries","2001","16-34 y.","in school","327","0.628216127937868","0.587567303516062","0.668864952359674"
"No worries","2001","16-34 y.","inadequately","29","","",""
"No worries","2001","16-34 y.","general elemantary","587","0.520892169195156","0.491841945947999","0.549942392442312"
"No worries","2001","16-34 y.","middle vocational","1462","0.483153866846023","0.465372560333925","0.500935173358122"
"No worries","2001","16-34 y.","vocational + Abi","231","0.518373004699951","0.47230965964917","0.564436349750732"
"No worries","2001","16-34 y.","higher vocational","150","0.459045263821393","0.404700832429965","0.513389695212821"
"No worries","2001","16-34 y.","higher education","300","0.476621236865221","0.437589532899125","0.515652940831317"
"No worries","2001","35-65 y.","in school","1","","",""
"No worries","2001","35-65 y.","inadequately","32","0.165271745964807","0.11101125701614","0.219532234913474"
"No worries","2001","35-65 y.","general elemantary","251","0.215116383275889","0.191357421851362","0.238875344700417"
"No worries","2001","35-65 y.","middle vocational","1970","0.2965444664941","0.285655109529338","0.307433823458862"
"No worries","2001","35-65 y.","vocational + Abi","176","0.327459822409918","0.287085751617106","0.36783389320273"
"No worries","2001","35-65 y.","higher vocational","310","0.264162181709628","0.238341633821504","0.289982729597753"
"No worries","2001","35-65 y.","higher education","882","0.359453968591715","0.340606838368524","0.378301098814906"
"No worries","2001","66 and older","in school","","","",""
"No worries","2001","66 and older","inadequately","6","","",""
"No worries","2001","66 and older","general elemantary","101","0.125560426719223","0.10269903753597","0.148421815902476"
"No worries","2001","66 and older","middle vocational","280","0.160108469837051","0.143092001877827","0.177124937796275"
"No worries","2001","66 and older","vocational + Abi","12","","",""
"No worries","2001","66 and older","higher vocational","45","0.190473589841385","0.139945021532684","0.241002158150085"
"No worries","2001","66 and older","higher education","80","0.200587136661193","0.162426552617698","0.238747720704688"
"Big worries","2002","16-34 y.","in school","39","0.0594802342059516","0.0406643754655062","0.078296092946397"
"Big worries","2002","16-34 y.","inadequately","13","","",""
"Big worries","2002","16-34 y.","general elemantary","132","0.130609071366938","0.110099672287592","0.151118470446285"
"Big worries","2002","16-34 y.","middle vocational","262","0.100452104895499","0.0895134003248089","0.111390809466189"
"Big worries","2002","16-34 y.","vocational + Abi","27","","",""
"Big worries","2002","16-34 y.","higher vocational","17","","",""
"Big worries","2002","16-34 y.","higher education","34","0.0681160677198838","0.0483797276141388","0.0878524078256287"
"Big worries","2002","35-65 y.","in school","","","",""
"Big worries","2002","35-65 y.","inadequately","54","0.320482956251662","0.248621960644043","0.392343951859281"
"Big worries","2002","35-65 y.","general elemantary","293","0.262899784370355","0.236535757859741","0.289263810880969"
"Big worries","2002","35-65 y.","middle vocational","1163","0.17766729196799","0.168595036534706","0.186739547401275"
"Big worries","2002","35-65 y.","vocational + Abi","70","0.142484943844333","0.114836590552252","0.170133297136415"
"Big worries","2002","35-65 y.","higher vocational","179","0.178710757508136","0.156980276348913","0.200441238667359"
"Big worries","2002","35-65 y.","higher education","269","0.0916013746916662","0.0818909668304038","0.101311782552928"
"Big worries","2002","66 and older","in school","","","",""
"Big worries","2002","66 and older","inadequately","30","0.562131410451172","0.432190800737267","0.692072020165077"
"Big worries","2002","66 and older","general elemantary","337","0.414829127432855","0.380623709424363","0.449034545441347"
"Big worries","2002","66 and older","middle vocational","610","0.323781966207713","0.302557067106482","0.345006865308944"
"Big worries","2002","66 and older","vocational + Abi","32","0.346370438912539","0.253112815492635","0.439628062332443"
"Big worries","2002","66 and older","higher vocational","63","0.264637152777275","0.209285648562769","0.319988656991782"
"Big worries","2002","66 and older","higher education","109","0.242091604602968","0.20619505952171","0.277988149684226"
"Some worries","2002","16-34 y.","in school","202","0.340802199350084","0.303095995185248","0.378508403514919"
"Some worries","2002","16-34 y.","inadequately","24","","",""
"Some worries","2002","16-34 y.","general elemantary","355","0.351938329422301","0.322871332481331","0.381005326363271"
"Some worries","2002","16-34 y.","middle vocational","1113","0.394546012604356","0.376760612984234","0.412331412224479"
"Some worries","2002","16-34 y.","vocational + Abi","180","0.347581333774629","0.304016791033488","0.391145876515771"
"Some worries","2002","16-34 y.","higher vocational","143","0.515315482252492","0.459592414186462","0.571038550318523"
"Some worries","2002","16-34 y.","higher education","268","0.414352837722369","0.375763786147896","0.452941889296842"
"Some worries","2002","35-65 y.","in school","","","",""
"Some worries","2002","35-65 y.","inadequately","76","0.526386109395154","0.449498738716882","0.603273480073425"
"Some worries","2002","35-65 y.","general elemantary","564","0.548165216222835","0.518359543855449","0.577970888590221"
"Some worries","2002","35-65 y.","middle vocational","3598","0.525268297588283","0.513416002432832","0.537120592743734"
"Some worries","2002","35-65 y.","vocational + Abi","315","0.520158690844364","0.480641992507488","0.55967538918124"
"Some worries","2002","35-65 y.","higher vocational","612","0.492470311263172","0.464112893540948","0.520827728985396"
"Some worries","2002","35-65 y.","higher education","1799","0.539439963466585","0.522661085091399","0.556218841841771"
"Some worries","2002","66 and older","in school","","","",""
"Some worries","2002","66 and older","inadequately","20","","",""
"Some worries","2002","66 and older","general elemantary","358","0.457270771958339","0.422685017247094","0.491856526669583"
"Some worries","2002","66 and older","middle vocational","994","0.528793924435129","0.506151412719921","0.551436436150336"
"Some worries","2002","66 and older","vocational + Abi","55","0.553817125678024","0.456388241191259","0.65124601016479"
"Some worries","2002","66 and older","higher vocational","139","0.560628545456583","0.498354554359148","0.622902536554018"
"Some worries","2002","66 and older","higher education","313","0.549568893491776","0.50787430548516","0.591263481498393"
"No worries","2002","16-34 y.","in school","366","0.599717566443965","0.560740388102167","0.638694744785762"
"No worries","2002","16-34 y.","inadequately","25","","",""
"No worries","2002","16-34 y.","general elemantary","550","0.517452599210761","0.487039268141699","0.547865930279822"
"No worries","2002","16-34 y.","middle vocational","1526","0.505001882500144","0.48680812093751","0.523195644062778"
"No worries","2002","16-34 y.","vocational + Abi","252","0.596368335247155","0.551484325203724","0.641252345290586"
"No worries","2002","16-34 y.","higher vocational","149","0.432144460143689","0.376910998856334","0.487377921431043"
"No worries","2002","16-34 y.","higher education","324","0.517531094557747","0.478387219817102","0.556674969298392"
"No worries","2002","35-65 y.","in school","","","",""
"No worries","2002","35-65 y.","inadequately","32","0.153130934353184","0.0976772782741598","0.208584590432208"
"No worries","2002","35-65 y.","general elemantary","214","0.188934999406811","0.16549069269837","0.212379306115251"
"No worries","2002","35-65 y.","middle vocational","2058","0.297064410443727","0.286218379873417","0.307910441014036"
"No worries","2002","35-65 y.","vocational + Abi","229","0.337356365311303","0.299958365492259","0.374754365130346"
"No worries","2002","35-65 y.","higher vocational","403","0.328818931228692","0.302172185148767","0.355465677308617"
"No worries","2002","35-65 y.","higher education","1322","0.368958661841749","0.352715670900494","0.385201652783004"
"No worries","2002","66 and older","in school","","","",""
"No worries","2002","66 and older","inadequately","6","","",""
"No worries","2002","66 and older","general elemantary","102","0.127900100608807","0.104713478097324","0.15108672312029"
"No worries","2002","66 and older","middle vocational","263","0.147424109357159","0.131342603542176","0.163505615172142"
"No worries","2002","66 and older","vocational + Abi","13","","",""
"No worries","2002","66 and older","higher vocational","42","0.174734301766142","0.127086907013762","0.222381696518522"
"No worries","2002","66 and older","higher education","125","0.208339501905256","0.174305758026776","0.242373245783736"
"Big worries","2003","16-34 y.","in school","41","0.0518715541599472","0.0343445071465912","0.0693986011733032"
"Big worries","2003","16-34 y.","inadequately","10","","",""
"Big worries","2003","16-34 y.","general elemantary","123","0.129303074840331","0.108263413703326","0.150342735977336"
"Big worries","2003","16-34 y.","middle vocational","218","0.088889868152362","0.0781772678484481","0.0996024684562758"
"Big worries","2003","16-34 y.","vocational + Abi","25","","",""
"Big worries","2003","16-34 y.","higher vocational","19","","",""
"Big worries","2003","16-34 y.","higher education","27","","",""
"Big worries","2003","35-65 y.","in school","","","",""
"Big worries","2003","35-65 y.","inadequately","56","0.40676821103721","0.328156332986281","0.485380089088138"
"Big worries","2003","35-65 y.","general elemantary","251","0.259006529085689","0.231564305920514","0.286448752250865"
"Big worries","2003","35-65 y.","middle vocational","1059","0.175425595364785","0.166185302770639","0.184665887958931"
"Big worries","2003","35-65 y.","vocational + Abi","72","0.110139074832491","0.0853765065619795","0.134901643103002"
"Big worries","2003","35-65 y.","higher vocational","139","0.149122990282815","0.128668398108281","0.16957758245735"
"Big worries","2003","35-65 y.","higher education","277","0.114136075450252","0.103132701140728","0.125139449759776"
"Big worries","2003","66 and older","in school","","","",""
"Big worries","2003","66 and older","inadequately","21","","",""
"Big worries","2003","66 and older","general elemantary","321","0.392415451040866","0.358322751398869","0.426508150682863"
"Big worries","2003","66 and older","middle vocational","600","0.304567201961236","0.283922230916741","0.32521217300573"
"Big worries","2003","66 and older","vocational + Abi","25","","",""
"Big worries","2003","66 and older","higher vocational","66","0.266319567794088","0.211525556678415","0.321113578909761"
"Big worries","2003","66 and older","higher education","112","0.224316591142236","0.19033984709249","0.258293335191983"
"Some worries","2003","16-34 y.","in school","198","0.334356401398356","0.297071222242279","0.371641580554432"
"Some worries","2003","16-34 y.","inadequately","25","","",""
"Some worries","2003","16-34 y.","general elemantary","346","0.333035085698459","0.30348237665037","0.362587794746547"
"Some worries","2003","16-34 y.","middle vocational","1101","0.407678295845726","0.389180458727413","0.42617613296404"
"Some worries","2003","16-34 y.","vocational + Abi","199","0.436113469701505","0.390090326902549","0.482136612500461"
"Some worries","2003","16-34 y.","higher vocational","138","0.495828172148986","0.436627355676479","0.555028988621493"
"Some worries","2003","16-34 y.","higher education","250","0.463414981876187","0.422297342473909","0.504532621278465"
"Some worries","2003","35-65 y.","in school","","","",""
"Some worries","2003","35-65 y.","inadequately","62","0.39748497613811","0.319169649996737","0.475800302279483"
"Some worries","2003","35-65 y.","general elemantary","517","0.518331773546736","0.487032470982066","0.549631076111407"
"Some worries","2003","35-65 y.","middle vocational","3485","0.528078624534195","0.515950086969488","0.540207162098902"
"Some worries","2003","35-65 y.","vocational + Abi","309","0.566681727901726","0.527486155466258","0.605877300337194"
"Some worries","2003","35-65 y.","higher vocational","638","0.533572286059496","0.504925629990021","0.562218942128971"
"Some worries","2003","35-65 y.","higher education","1655","0.511383345982103","0.494085647041411","0.528681044922796"
"Some worries","2003","66 and older","in school","","","",""
"Some worries","2003","66 and older","inadequately","27","","",""
"Some worries","2003","66 and older","general elemantary","368","0.496627135062234","0.461717516372943","0.531536753751525"
"Some worries","2003","66 and older","middle vocational","1021","0.53226316811938","0.509880641019109","0.554645695219652"
"Some worries","2003","66 and older","vocational + Abi","53","0.490422790237697","0.391447821476246","0.589397758999148"
"Some worries","2003","66 and older","higher vocational","139","0.558914779429468","0.497367035719896","0.620462523139039"
"Some worries","2003","66 and older","higher education","356","0.592317261974993","0.552290803513378","0.632343720436608"
"No worries","2003","16-34 y.","in school","376","0.613772044441697","0.575291966982168","0.652252121901226"
"No worries","2003","16-34 y.","inadequately","28","","",""
"No worries","2003","16-34 y.","general elemantary","508","0.53766183946121","0.506398505755239","0.568925173167181"
"No worries","2003","16-34 y.","middle vocational","1392","0.503431836001912","0.484610818154856","0.522252853848968"
"No worries","2003","16-34 y.","vocational + Abi","222","0.502091237650526","0.455688151280068","0.548494324020984"
"No worries","2003","16-34 y.","higher vocational","117","0.428068352159753","0.369481328638599","0.486655375680906"
"No worries","2003","16-34 y.","higher education","288","0.487538453459257","0.446323107823119","0.528753799095395"
"No worries","2003","35-65 y.","in school","","","",""
"No worries","2003","35-65 y.","inadequately","32","0.19574681282468","0.132250836321243","0.259242789328116"
"No worries","2003","35-65 y.","general elemantary","211","0.222661697367574","0.196601089788588","0.248722304946561"
"No worries","2003","35-65 y.","middle vocational","1964","0.29649578010102","0.285399767771984","0.307591792430056"
"No worries","2003","35-65 y.","vocational + Abi","233","0.323179197265784","0.286185950136592","0.360172444394975"
"No worries","2003","35-65 y.","higher vocational","388","0.317304723657689","0.29057854630609","0.344030901009288"
"No worries","2003","35-65 y.","higher education","1276","0.374480578567645","0.357732462577002","0.391228694558287"
"No worries","2003","66 and older","in school","","","",""
"No worries","2003","66 and older","inadequately","5","","",""
"No worries","2003","66 and older","general elemantary","99","0.110957413896899","0.0890281311297779","0.132886696664021"
"No worries","2003","66 and older","middle vocational","288","0.163169629919384","0.146593486042394","0.179745773796374"
"No worries","2003","66 and older","vocational + Abi","20","","",""
"No worries","2003","66 and older","higher vocational","45","0.174765652776444","0.127690170691426","0.221841134861463"
"No worries","2003","66 and older","higher education","111","0.183366146882771","0.151846446654318","0.214885847111223"
"Big worries","2004","16-34 y.","in school","58","0.0801964890598831","0.0590886029369771","0.101304375182789"
"Big worries","2004","16-34 y.","inadequately","11","","",""
"Big worries","2004","16-34 y.","general elemantary","130","0.153173537501431","0.12969597759457","0.176651097408292"
"Big worries","2004","16-34 y.","middle vocational","265","0.103403591006115","0.0915553421986957","0.115251839813534"
"Big worries","2004","16-34 y.","vocational + Abi","41","0.0684506032022614","0.0450152099262709","0.091885996478252"
"Big worries","2004","16-34 y.","higher vocational","17","","",""
"Big worries","2004","16-34 y.","higher education","32","0.0892918071393153","0.0653286481477457","0.113254966130885"
"Big worries","2004","35-65 y.","in school","","","",""
"Big worries","2004","35-65 y.","inadequately","55","0.412342070704178","0.329913279428947","0.494770861979408"
"Big worries","2004","35-65 y.","general elemantary","266","0.304186673127799","0.27412983453949","0.334243511716107"
"Big worries","2004","35-65 y.","middle vocational","1144","0.204206370809523","0.194240946951562","0.214171794667485"
