"plh0035","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","Schleswig-Holstein","West Germany","41","0.160831742779444","0.121074013057454","0.200589472501435"
"Big worries","1999","Schleswig-Holstein","East Germany","","","",""
"Big worries","1999","Hamburg","West Germany","","","",""
"Big worries","1999","Hamburg","East Germany","","","",""
"Big worries","1999","Lower Saxony","West Germany","197","0.183943192345314","0.161790260393139","0.206096124297488"
"Big worries","1999","Lower Saxony","East Germany","","","",""
"Big worries","1999","Bremen","West Germany","33","0.458527690830789","0.353824630750329","0.563230750911249"
"Big worries","1999","Bremen","East Germany","","","",""
"Big worries","1999","North Rhine-Westphalia","West Germany","534","0.197836385858327","0.182815692412125","0.212857079304528"
"Big worries","1999","North Rhine-Westphalia","East Germany","","","",""
"Big worries","1999","Hesse","West Germany","176","0.199840933528974","0.173686801435936","0.225995065622012"
"Big worries","1999","Hesse","East Germany","","","",""
"Big worries","1999","Rhineland-Palatinate,Saarland","West Germany","134","0.169196970713309","0.142749462044536","0.195644479382081"
"Big worries","1999","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Big worries","1999","Baden-Württemberg","West Germany","365","0.210273866243653","0.191110178454509","0.229437554032796"
"Big worries","1999","Baden-Württemberg","East Germany","","","",""
"Big worries","1999","Bavaria","West Germany","327","0.207870337538587","0.189119230706163","0.226621444371011"
"Big worries","1999","Bavaria","East Germany","","","",""
"Big worries","1999","Berlin","West Germany","59","0.218829155966846","0.171243649337105","0.266414662596586"
"Big worries","1999","Berlin","East Germany","","","",""
"Big worries","1999","Brandenburg","West Germany","","","",""
"Big worries","1999","Brandenburg","East Germany","140","0.223153019633797","0.189893270410138","0.256412768857457"
"Big worries","1999","Mecklenburg-Western Pomerania","West Germany","","","",""
"Big worries","1999","Mecklenburg-Western Pomerania","East Germany","75","0.218151938087442","0.177780354573536","0.258523521601349"
"Big worries","1999","Saxony","West Germany","","","",""
"Big worries","1999","Saxony","East Germany","233","0.241701210148203","0.217032808814124","0.266369611482282"
"Big worries","1999","Saxony-Anhalt","West Germany","","","",""
"Big worries","1999","Saxony-Anhalt","East Germany","161","0.244017226610243","0.212016397039139","0.276018056181346"
"Big worries","1999","Thuringia","West Germany","","","",""
"Big worries","1999","Thuringia","East Germany","168","0.281007799145697","0.248220867991357","0.313794730300038"
"Some worries","1999","Schleswig-Holstein","West Germany","143","0.435953523882401","0.382288823303802","0.489618224461"
"Some worries","1999","Schleswig-Holstein","East Germany","","","",""
"Some worries","1999","Hamburg","West Germany","65","0.44233968484449","0.360068662296597","0.524610707392383"
"Some worries","1999","Hamburg","East Germany","","","",""
"Some worries","1999","Lower Saxony","West Germany","574","0.482205916019742","0.453635013007075","0.51077681903241"
"Some worries","1999","Lower Saxony","East Germany","","","",""
