"plh0035","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1999","Full Time","direct migration background","209","0.233443867864858","0.204921672335938","0.261966063393777","1"
"Big worries","1999","Full Time","indirect migration background","39","0.189844190750625","0.140636145973921","0.239052235527329","1"
"Big worries","1999","Full Time","no migration background","508","0.11022706002605","0.101321950102451","0.11913216994965","1"
"Big worries","1999","Not Working","direct migration background","341","0.360322723955398","0.329078428567512","0.391567019343284","1"
"Big worries","1999","Not Working","indirect migration background","36","0.166314625226338","0.113506868439973","0.219122382012703","1"
"Big worries","1999","Not Working","no migration background","1140","0.311880093681567","0.297244847766775","0.326515339596359","1"
"Big worries","1999","Part Time","direct migration background","98","0.191426384700445","0.155551725446273","0.227301043954616","1"
"Big worries","1999","Part Time","indirect migration background","27","","","","1"
"Big worries","1999","Part Time","no migration background","295","0.12944052134442","0.115733559475638","0.143147483213202","1"
"No worries","1999","Not Working","no migration background","846","0.203506399960509","0.190787360445729","0.216225439475289","3"
"No worries","1999","Not Working","indirect migration background","105","0.548763908325083","0.478192937467857","0.61933487918231","3"
"No worries","1999","Not Working","direct migration background","186","0.203059644795301","0.176879673376393","0.229239616214208","3"
"No worries","1999","Part Time","direct migration background","139","0.302522488359222","0.260636280848027","0.344408695870416","3"
"No worries","1999","Full Time","direct migration background","257","0.288246641232205","0.25770681041231","0.3187864720521","3"
"No worries","1999","Full Time","no migration background","1801","0.389074776256197","0.375211491551009","0.402938060961386","3"
"No worries","1999","Full Time","indirect migration background","111","0.38733354943539","0.326210109845505","0.448456989025275","3"
"No worries","1999","Part Time","indirect migration background","91","0.511824166451053","0.437552699980579","0.586095632921526","3"
"No worries","1999","Part Time","no migration background","821","0.366956115554953","0.347275855749366","0.38663637536054","3"
"Some worries","1999","Part Time","no migration background","1188","0.503603363100627","0.483187601781357","0.524019124419898","2"
"Some worries","1999","Part Time","indirect migration background","56","0.336874818019358","0.266647594107952","0.407102041930764","2"
"Some worries","1999","Part Time","direct migration background","225","0.506051126940334","0.460461577419421","0.551640676461246","2"
"Some worries","1999","Not Working","no migration background","1863","0.484613506357924","0.468825095878598","0.500401916837249","2"
"Some worries","1999","Not Working","indirect migration background","50","0.284921466448578","0.220908071105037","0.34893486179212","2"
"Some worries","1999","Not Working","direct migration background","380","0.436617631249301","0.404340367739508","0.468894894759094","2"
"Some worries","1999","Full Time","no migration background","2442","0.500698163717752","0.486480600867694","0.514915726567811","2"
"Some worries","1999","Full Time","indirect migration background","94","0.422822259813985","0.360837219772559","0.484807299855411","2"
"Some worries","1999","Full Time","direct migration background","379","0.478309490902938","0.444628822337277","0.511990159468598","2"
"Big worries","2000","Full Time","direct migration background","214","0.166426761898926","0.145687375595786","0.187166148202066","1"
"Big worries","2000","Full Time","indirect migration background","36","0.106997197160168","0.0739457055465743","0.140048688773762","1"
"Big worries","2000","Full Time","no migration background","921","0.112555668791644","0.105814209093","0.119297128490288","1"
"Big worries","2000","Not Working","direct migration background","403","0.298962696503224","0.274577973650127","0.323347419356322","1"
"Big worries","2000","Not Working","indirect migration background","33","0.156926989659773","0.111099947944384","0.202754031375163","1"
"Big worries","2000","Not Working","no migration background","1955","0.275128703198936","0.264958600914656","0.285298805483216","1"
"Big worries","2000","Part Time","direct migration background","133","0.194185993332859","0.165231573340035","0.223140413325683","1"
"Big worries","2000","Part Time","indirect migration background","32","0.127986727602991","0.0860690519452711","0.169904403260711","1"
"Big worries","2000","Part Time","no migration background","562","0.143345216212391","0.132624126276067","0.154066306148715","1"
"No worries","2000","Not Working","no migration background","1791","0.224480614547647","0.214978666115816","0.233982562979479","3"
"No worries","2000","Not Working","indirect migration background","147","0.565633087005771","0.50318254972184","0.628083624289702","3"
"No worries","2000","Not Working","direct migration background","349","0.266343956882439","0.242798537401405","0.289889376363473","3"
"No worries","2000","Full Time","no migration background","3366","0.410664973583407","0.400171369983975","0.421158577182839","3"
"No worries","2000","Full Time","indirect migration background","159","0.456774539717706","0.403512296315976","0.510036783119435","3"
"No worries","2000","Full Time","direct migration background","434","0.363514956849739","0.336731435107748","0.39029847859173","3"
"No worries","2000","Part Time","direct migration background","235","0.317391092008126","0.283321113806068","0.351461070210185","3"
"No worries","2000","Part Time","indirect migration background","123","0.50363623269572","0.440900973416003","0.566371491975437","3"
"No worries","2000","Part Time","no migration background","1576","0.372360680365636","0.357570230147602","0.387151130583669","3"
"Some worries","2000","Part Time","no migration background","1966","0.484294103421973","0.469004365047454","0.499583841796492","2"
"Some worries","2000","Part Time","indirect migration background","89","0.368377039701289","0.307852930104693","0.428901149297885","2"
"Some worries","2000","Part Time","direct migration background","349","0.488422914659015","0.451834628229594","0.525011201088435","2"
"Some worries","2000","Not Working","no migration background","3661","0.500390682253417","0.489004010784572","0.511777353722262","2"
"Some worries","2000","Not Working","indirect migration background","62","0.277439923334455","0.221029174235666","0.333850672433245","2"
"Some worries","2000","Not Working","direct migration background","602","0.434693346614337","0.40828918977409","0.461097503454583","2"
"Some worries","2000","Full Time","no migration background","4156","0.476779357624949","0.466125648055922","0.487433067193976","2"
"Some worries","2000","Full Time","indirect migration background","141","0.436228263122126","0.383202490856092","0.489254035388161","2"
"Some worries","2000","Full Time","direct migration background","591","0.470058281251335","0.442267398180971","0.4978491643217","2"
"Big worries","2001","Full Time","direct migration background","184","0.174530892271324","0.152049272499898","0.19701251204275","1"
"Big worries","2001","Full Time","indirect migration background","30","0.0911755400523324","0.0594873352957217","0.122863744808943","1"
"Big worries","2001","Full Time","no migration background","757","0.101023739125879","0.0942546928063589","0.107792785445399","1"
"Big worries","2001","Not Working","direct migration background","389","0.340800867015199","0.313310932943577","0.368290801086822","1"
"Big worries","2001","Not Working","indirect migration background","26","","","","1"
"Big worries","2001","Not Working","no migration background","1825","0.283310177842098","0.272516498617242","0.294103857066954","1"
"Big worries","2001","Part Time","direct migration background","134","0.193951766966558","0.164320690750727","0.223582843182389","1"
"Big worries","2001","Part Time","indirect migration background","32","0.159943026874993","0.111725089374453","0.208160964375532","1"
"Big worries","2001","Part Time","no migration background","493","0.129918894630835","0.119369671320578","0.140468117941092","1"
"No worries","2001","Not Working","indirect migration background","119","0.468522924789752","0.403750767986215","0.533295081593289","3"
"No worries","2001","Not Working","no migration background","1580","0.216500265016902","0.206634711803314","0.226365818230491","3"
"No worries","2001","Not Working","direct migration background","268","0.241737146971955","0.216906008861988","0.266568285081921","3"
"No worries","2001","Full Time","indirect migration background","156","0.432346969290054","0.377811864767868","0.48688207381224","3"
"No worries","2001","Full Time","no migration background","2984","0.398001254200217","0.387006597628209","0.408995910772225","3"
"No worries","2001","Full Time","direct migration background","373","0.333812769962156","0.305881501666254","0.361744038258058","3"
"No worries","2001","Part Time","indirect migration background","110","0.481321586118089","0.415595410873105","0.547047761363073","3"
"No worries","2001","Part Time","direct migration background","218","0.33939326323606","0.303908398992235","0.374878127479886","3"
"No worries","2001","Part Time","no migration background","1456","0.366359150259903","0.351241664650631","0.381476635869175","3"
"Some worries","2001","Part Time","no migration background","1953","0.503721955109262","0.488034141166141","0.519409769052383","2"
"Some worries","2001","Part Time","indirect migration background","80","0.358735387006918","0.2956429430195","0.421827830994336","2"
"Some worries","2001","Part Time","direct migration background","332","0.466654969797382","0.429267840997453","0.50404209859731","2"
"Some worries","2001","Not Working","no migration background","3290","0.500189557141","0.488212702644266","0.512166411637734","2"
"Some worries","2001","Not Working","indirect migration background","83","0.415389857027414","0.351424948312725","0.479354765742103","2"
"Some worries","2001","Not Working","direct migration background","485","0.417461986012846","0.388860694667041","0.446063277358651","2"
"Some worries","2001","Full Time","no migration background","3873","0.500975006673904","0.489744203051508","0.5122058102963","2"
"Some worries","2001","Full Time","indirect migration background","131","0.476477490657613","0.421497161695729","0.531457819619498","2"
"Some worries","2001","Full Time","direct migration background","538","0.49165633776652","0.462045509260205","0.521267166272835","2"
"Big worries","2002","Part Time","no migration background","485","0.129514811124863","0.119558522453943","0.139471099795783","1"
"Big worries","2002","Full Time","direct migration background","170","0.155796670031844","0.133881601302338","0.17771173876135","1"
"Big worries","2002","Full Time","indirect migration background","30","0.0840337608566409","0.0541002433106292","0.113967278402653","1"
"Big worries","2002","Full Time","no migration background","717","0.0948249881788002","0.0884729720987111","0.101177004258889","1"
"Big worries","2002","Not Working","direct migration background","379","0.33667152360091","0.308744846632059","0.364598200569761","1"
"Big worries","2002","Not Working","indirect migration background","35","0.163575889611819","0.116183011975645","0.210968767247992","1"
"Big worries","2002","Not Working","no migration background","1797","0.287990978609204","0.277316491857807","0.298665465360601","1"
"Big worries","2002","Part Time","direct migration background","129","0.207016614453037","0.175892841267007","0.238140387639066","1"
"Big worries","2002","Part Time","indirect migration background","14","","","","1"
"No worries","2002","Not Working","indirect migration background","124","0.459158292816293","0.395308944928282","0.523007640704305","3"
"No worries","2002","Not Working","direct migration background","223","0.189424094775357","0.166267952798586","0.212580236752127","3"
"No worries","2002","Not Working","no migration background","1699","0.214998895990247","0.205314599854182","0.224683192126312","3"
"No worries","2002","Full Time","no migration background","3416","0.417811858427935","0.407118700754563","0.428505016101307","3"
"No worries","2002","Full Time","direct migration background","374","0.343420972813796","0.314726573926374","0.372115371701218","3"
"No worries","2002","Full Time","indirect migration background","162","0.409375832356514","0.356323091200467","0.462428573512562","3"
"No worries","2002","Part Time","direct migration background","204","0.304539596909306","0.269187458817928","0.339891735000685","3"
"No worries","2002","Part Time","no migration background","1771","0.386552734385046","0.372113304008728","0.400992164761364","3"
"No worries","2002","Part Time","indirect migration background","117","0.498640510752484","0.431335319983368","0.565945701521601","3"
"Some worries","2002","Part Time","no migration background","2113","0.483932454490091","0.469114006609701","0.498750902370481","2"
"Some worries","2002","Part Time","indirect migration background","81","0.411236314648563","0.344999963883646","0.477472665413479","2"
"Some worries","2002","Part Time","direct migration background","318","0.488443788637657","0.450045526115501","0.526842051159813","2"
"Some worries","2002","Not Working","no migration background","3417","0.497010125400549","0.485223837313564","0.508796413487534","2"
"Some worries","2002","Not Working","indirect migration background","75","0.377265817571888","0.315162436690761","0.439369198453015","2"
"Some worries","2002","Not Working","direct migration background","498","0.473904381623734","0.444397082934058","0.503411680313409","2"
"Some worries","2002","Full Time","no migration background","4039","0.487363153393265","0.476526001332613","0.498200305453917","2"
