"plh0035","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","college entrance qualification","West Germany","120","0.0758662881165735","0.0631516964515982","0.0885808797815488"
"Big worries","1999","college entrance qualification","East Germany","49","0.105928493003847","0.0804852504891031","0.13137173551859"
"Big worries","1999","lower secondary degree","West Germany","1012","0.263011580361805","0.249782913609745","0.276240247113866"
"Big worries","1999","lower secondary degree","East Germany","449","0.365499262754942","0.338866722661957","0.392131802847928"
"Big worries","1999","no degree/no degree yet","West Germany","196","0.272543548063775","0.238469979189095","0.306617116938455"
"Big worries","1999","no degree/no degree yet","East Germany","","","",""
"Big worries","1999","Other degree","West Germany","277","0.298758052897556","0.268754472356309","0.328761633438804"
"Big worries","1999","Other degree","East Germany","","","",""
"Big worries","1999","secondary school degree","West Germany","227","0.129298461094791","0.114975127009952","0.14362179517963"
"Big worries","1999","secondary school degree","East Germany","267","0.159265486276291","0.142130991073072","0.17639998147951"
"No worries","1999","college entrance qualification","West Germany","769","0.442901140441394","0.419048847939932","0.466753432942856"
"No worries","1999","college entrance qualification","East Germany","193","0.346113939660626","0.306782438883015","0.385445440438237"
"No worries","1999","lower secondary degree","West Germany","1187","0.243169962883546","0.230279976663347","0.256059949103746"
"No worries","1999","lower secondary degree","East Germany","152","0.107218590571406","0.0901081620068229","0.124329019135989"
"No worries","1999","no degree/no degree yet","West Germany","220","0.401545913596835","0.364033138351278","0.439058688842393"
"No worries","1999","no degree/no degree yet","East Germany","61","0.531715989103695","0.44129907410864","0.622132904098749"
"No worries","1999","Other degree","West Germany","212","0.238444610605465","0.210511208381674","0.266378012829255"
"No worries","1999","Other degree","East Germany","","","",""
"No worries","1999","secondary school degree","West Germany","872","0.393374930812662","0.372521558148235","0.414228303477089"
"No worries","1999","secondary school degree","East Germany","490","0.286574681932336","0.265402081169438","0.307747282695235"
"Some worries","1999","college entrance qualification","West Germany","777","0.481232571442032","0.457240129649046","0.505225013235018"
"Some worries","1999","college entrance qualification","East Germany","320","0.547957567335528","0.506810110396471","0.589105024274585"
"Some worries","1999","lower secondary degree","West Germany","2056","0.493818456754648","0.478796202074027","0.508840711435269"
"Some worries","1999","lower secondary degree","East Germany","655","0.527282146673652","0.499671549039898","0.554892744307406"
"Some worries","1999","no degree/no degree yet","West Germany","240","0.325910538339389","0.290042787683414","0.361778288995365"
"Some worries","1999","no degree/no degree yet","East Germany","42","0.364301540023623","0.277102592443586","0.45150048760366"
"Some worries","1999","Other degree","West Germany","405","0.462797336496979","0.43011268672723","0.495481986266728"
"Some worries","1999","Other degree","East Germany","","","",""
"Some worries","1999","secondary school degree","West Germany","1009","0.477326608092547","0.456004221863929","0.498648994321165"
"Some worries","1999","secondary school degree","East Germany","995","0.554159831791373","0.530884913852158","0.577434749730588"
