"plh0035","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1999","16-34 y.","West Germany","386","0.100580445058245","0.0905221896447555","0.110638700471735","1"
"Big worries","1999","16-34 y.","East Germany","131","0.109430536976414","0.0915579487318139","0.127303125221015","1"
"Big worries","1999","35-65 y.","West Germany","997","0.186020731440458","0.175403517075347","0.196637945805569","1"
"Big worries","1999","35-65 y.","East Germany","460","0.226822319254405","0.209058690052595","0.244585948456216","1"
"Big worries","1999","66 and older","West Germany","506","0.375725969239923","0.349726992374976","0.40172494610487","1"
"Big worries","1999","66 and older","East Germany","213","0.424571556507175","0.380896180732221","0.468246932282128","1"
"No worries","1999","35-65 y.","West Germany","1544","0.304785850055795","0.292226130506948","0.317345569604641","3"
"No worries","1999","35-65 y.","East Germany","417","0.192941637595937","0.176203212144464","0.209680063047411","3"
"No worries","1999","16-34 y.","East Germany","487","0.413992060893928","0.385793169073535","0.442190952714321","3"
"No worries","1999","66 and older","East Germany","36","0.0850751848318924","0.060422757132865","0.10972761253092","3"
"No worries","1999","16-34 y.","West Germany","1713","0.508921575427806","0.492203527007506","0.525639623848105","3"
"No worries","1999","66 and older","West Germany","160","0.120685495301689","0.10319779614508","0.138173194458298","3"
"Some worries","1999","16-34 y.","East Germany","554","0.476577402129658","0.447983248759259","0.505171555500056","2"
"Some worries","1999","35-65 y.","West Germany","2619","0.509193418503748","0.495553247346042","0.522833589661454","2"
"Some worries","1999","66 and older","East Germany","243","0.490353258660933","0.446180482112812","0.534526035209054","2"
"Some worries","1999","35-65 y.","East Germany","1258","0.580236043149657","0.559301953712714","0.601170132586601","2"
"Some worries","1999","16-34 y.","West Germany","1336","0.390497979513949","0.374183181900249","0.406812777127649","2"
"Some worries","1999","66 and older","West Germany","667","0.503588535458387","0.47674795924487","0.530429111671905","2"
"Big worries","2000","16-34 y.","West Germany","538","0.0983106556774765","0.0903886169466396","0.106232694408313","1"
"Big worries","2000","16-34 y.","East Germany","184","0.115883903437526","0.100513799687204","0.131254007187848","1"
"Big worries","2000","35-65 y.","West Germany","1703","0.170584639916763","0.163243819367947","0.17792546046558","1"
"Big worries","2000","35-65 y.","East Germany","670","0.209183960625114","0.195298623938328","0.223069297311899","1"
"Big worries","2000","66 and older","West Germany","896","0.326985431098707","0.309388246018131","0.344582616179283","1"
"Big worries","2000","66 and older","East Germany","298","0.347395681141276","0.315972440034715","0.378818922247836","1"
"No worries","2000","35-65 y.","West Germany","3267","0.322141702261671","0.31302198147323","0.331261423050111","3"
"No worries","2000","35-65 y.","East Germany","775","0.241868587732167","0.227249628006885","0.256487547457448","3"
"No worries","2000","16-34 y.","East Germany","757","0.454671705346428","0.430761210037951","0.478582200654905","3"
"No worries","2000","66 and older","East Germany","108","0.127104509367118","0.105122094358401","0.149086924375836","3"
"No worries","2000","16-34 y.","West Germany","2825","0.52658971906837","0.513304668042294","0.539874770094445","3"
"No worries","2000","66 and older","West Germany","448","0.158494517809527","0.144795091998808","0.172193943620246","3"
"Some worries","2000","16-34 y.","East Germany","725","0.429444391216046","0.405675274156933","0.453213508275159","2"
"Some worries","2000","35-65 y.","West Germany","5116","0.507273657821566","0.49751673982468","0.517030575818453","2"
"Some worries","2000","66 and older","East Germany","476","0.525499809491606","0.492545040208859","0.558454578774354","2"
"Some worries","2000","16-34 y.","West Germany","2063","0.375099625254154","0.362217518198716","0.387981732309592","2"
"Some worries","2000","35-65 y.","East Germany","1851","0.548947451642719","0.531959796087091","0.565935107198347","2"
"Some worries","2000","66 and older","West Germany","1386","0.514520051091766","0.495772110514519","0.533267991669013","2"
"Big worries","2001","16-34 y.","West Germany","486","0.0982644831405761","0.0897804704607161","0.106748495820436","1"
"Big worries","2001","16-34 y.","East Germany","153","0.112824093687022","0.0969712137016085","0.128676973672435","1"
"Big worries","2001","35-65 y.","West Germany","1474","0.161607908666698","0.154073624500624","0.169142192832772","1"
"Big worries","2001","35-65 y.","East Germany","627","0.216400284254384","0.201812394432121","0.230988174076646","1"
"Big worries","2001","66 and older","West Germany","837","0.322986445805783","0.304896969788041","0.341075921823525","1"
"Big worries","2001","66 and older","East Germany","293","0.356387123045158","0.324056976894852","0.388717269195463","1"
"No worries","2001","16-34 y.","East Germany","667","0.426530901254408","0.401749113318387","0.451312689190428","3"
"No worries","2001","35-65 y.","West Germany","2975","0.317894476002266","0.308363126855802","0.327425825148731","3"
"No worries","2001","35-65 y.","East Germany","650","0.210878564793004","0.196427343048876","0.225329786537132","3"
"No worries","2001","66 and older","East Germany","107","0.131524265855979","0.108709496057421","0.154339035654538","3"
"No worries","2001","16-34 y.","West Germany","2447","0.515627395264683","0.501383747944066","0.529871042585299","3"
"No worries","2001","66 and older","West Germany","418","0.162266116449725","0.148003404259917","0.176528828639533","3"
"Some worries","2001","66 and older","East Germany","443","0.512088611098863","0.478346104607892","0.545831117589834","2"
"Some worries","2001","16-34 y.","West Germany","1796","0.386108121594741","0.372232135806133","0.399984107383349","2"
"Some worries","2001","16-34 y.","East Germany","710","0.460645005058571","0.435669003587326","0.485621006529815","2"
"Some worries","2001","35-65 y.","West Germany","4720","0.520497615331036","0.510271943230587","0.530723287431485","2"
"Some worries","2001","35-65 y.","East Germany","1784","0.572721150952612","0.555196727656198","0.590245574249027","2"
"Some worries","2001","66 and older","West Germany","1312","0.514747437744492","0.495413684471226","0.534081191017759","2"
"Big worries","2002","35-65 y.","West Germany","1459","0.161948407633806","0.154806320969488","0.169090494298124","1"
"Big worries","2002","35-65 y.","East Germany","573","0.204288756747826","0.189970731577967","0.218606781917685","1"
"Big worries","2002","16-34 y.","West Germany","413","0.0928988059554855","0.0845641425041848","0.101233469406786","1"
"Big worries","2002","16-34 y.","East Germany","129","0.103086491291756","0.0876314998711742","0.118541482712339","1"
"Big worries","2002","66 and older","West Germany","862","0.328225043702089","0.310591390250689","0.34585869715349","1"
"Big worries","2002","66 and older","East Germany","320","0.366850923276375","0.335276576784911","0.39842526976784","1"
"No worries","2002","35-65 y.","West Germany","3541","0.318622028717723","0.309589001047662","0.327655056387784","3"
"No worries","2002","16-34 y.","East Germany","746","0.497190215505937","0.471777226207695","0.522603204804179","3"
"No worries","2002","35-65 y.","East Germany","719","0.234472723564368","0.219427119101279","0.249518328027457","3"
"No worries","2002","66 and older","East Germany","85","0.100599635286","0.0808930532240554","0.120306217347944","3"
"No worries","2002","16-34 y.","West Germany","2531","0.524830813210975","0.510492801517391","0.539168824904559","3"
"No worries","2002","66 and older","West Germany","468","0.162976143684199","0.149106175138983","0.176846112229415","3"
"Some worries","2002","66 and older","East Germany","490","0.532549441437625","0.499861740068168","0.565237142807083","2"
"Some worries","2002","16-34 y.","West Germany","1716","0.38227038083354","0.368318277951327","0.396222483715752","2"
"Some worries","2002","16-34 y.","East Germany","612","0.399723293202306","0.374826232350431","0.424620354054182","2"
"Some worries","2002","35-65 y.","West Germany","5221","0.519429563648471","0.509743590647142","0.5291155366498","2"
"Some worries","2002","35-65 y.","East Germany","1754","0.561238519687806","0.543615873444852","0.57886116593076","2"
"Some worries","2002","66 and older","West Germany","1394","0.508798812613712","0.490025224388256","0.527572400839168","2"
"Big worries","2003","35-65 y.","West Germany","1327","0.160489947340901","0.153175493269722","0.167804401412079","1"
"Big worries","2003","35-65 y.","East Germany","532","0.202420011830131","0.187984058316552","0.216855965343709","1"
"Big worries","2003","16-34 y.","West Germany","375","0.0848199734699282","0.0765857469273961","0.0930542000124602","1"
"Big worries","2003","16-34 y.","East Germany","113","0.0938312806408794","0.0788638351870683","0.10879872609469","1"
"Big worries","2003","66 and older","West Germany","831","0.302119010093577","0.284994586400268","0.319243433786887","1"
"Big worries","2003","66 and older","East Germany","316","0.358957567811509","0.327943746451301","0.389971389171716","1"
"No worries","2003","35-65 y.","West Germany","3423","0.324537637390123","0.315207712189307","0.333867562590938","3"
"No worries","2003","16-34 y.","East Germany","671","0.460580866469172","0.434995864849333","0.48616586808901","3"
"No worries","2003","35-65 y.","East Germany","691","0.228199711225633","0.213121784056801","0.243277638394464","3"
"No worries","2003","66 and older","East Germany","102","0.113317447765489","0.0928236328878678","0.133811262643111","3"
"No worries","2003","16-34 y.","West Germany","2373","0.528046500583447","0.513292623252848","0.542800377914046","3"
"No worries","2003","66 and older","West Germany","467","0.165948679413024","0.152074109123588","0.17982324970246","3"
"Some worries","2003","66 and older","East Germany","501","0.527724984423002","0.495448096908747","0.560001871937257","2"
"Some worries","2003","16-34 y.","West Germany","1650","0.387133525946625","0.372737792310357","0.401529259582892","2"
"Some worries","2003","16-34 y.","East Germany","674","0.445587852889949","0.420075390993287","0.47110031478661","2"
"Some worries","2003","35-65 y.","West Germany","4924","0.514972415268976","0.505013311624652","0.524931518913301","2"
"Some worries","2003","35-65 y.","East Germany","1753","0.569380276944237","0.551590119325556","0.587170434562917","2"
"Some worries","2003","66 and older","West Germany","1464","0.531932310493399","0.513323493243311","0.550541127743486","2"
"Big worries","2004","35-65 y.","West Germany","1459","0.18931651355533","0.18138338371765","0.197249643393011","1"
"Big worries","2004","35-65 y.","East Germany","581","0.234387923989187","0.21883005527938","0.249945792698994","1"
"Big worries","2004","16-34 y.","West Germany","408","0.0973474780216009","0.0883675856526512","0.106327370390551","1"
"Big worries","2004","16-34 y.","East Germany","176","0.149168526775137","0.13067153802548","0.167665515524793","1"
"Big worries","2004","66 and older","West Germany","964","0.353920814768108","0.336287466210587","0.37155416332563","1"
"Big worries","2004","66 and older","East Germany","390","0.414045600074547","0.382903894529192","0.445187305619903","1"
"No worries","2004","16-34 y.","East Germany","584","0.403281134534662","0.377811102208233","0.428751166861092","3"
"No worries","2004","35-65 y.","West Germany","3027","0.292773629098327","0.283559169904209","0.301988088292445","3"
"No worries","2004","16-34 y.","West Germany","2121","0.484598814828805","0.469459286000251","0.499738343657358","3"
"No worries","2004","35-65 y.","East Germany","589","0.205219259042602","0.190386879720829","0.220051638364374","3"
"No worries","2004","66 and older","East Germany","70","0.070430733553285","0.0542533463152072","0.0866081207913628","3"
"No worries","2004","66 and older","West Germany","379","0.120462867914287","0.108459791975918","0.132465943852655","3"
"Some worries","2004","66 and older","East Germany","501","0.515523666372168","0.483926583855846","0.547120748888489","2"
"Some worries","2004","16-34 y.","West Germany","1657","0.418053707149595","0.403111802128211","0.432995612170978","2"
"Some worries","2004","16-34 y.","East Germany","665","0.447550338690201","0.421733208801812","0.47336746857859","2"
