"plh0035","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","(0) in school","Female","","","",""
"Big worries","1999","(0) in school","Male","","","",""
"Big worries","1999","(1a) inadequately completed","Female","104","0.390798704145639","0.332813044012058","0.448784364279219"
"Big worries","1999","(1a) inadequately completed","Male","70","0.358985876994852","0.291999350496602","0.425972403493102"
"Big worries","1999","(1b) general elementary school","Female","457","0.38400810865658","0.357121368666718","0.410894848646441"
"Big worries","1999","(1b) general elementary school","Male","178","0.274447047229675","0.241151405950759","0.30774268850859"
"Big worries","1999","(1c) basic vocational qualification","Female","496","0.276800407380056","0.256306896448004","0.297293918312108"
"Big worries","1999","(1c) basic vocational qualification","Male","527","0.237313644993678","0.219831620121838","0.254795669865518"
"Big worries","1999","(2a) intermediate vocational","Female","184","0.141897020173226","0.124581237174851","0.159212803171602"
"Big worries","1999","(2a) intermediate vocational","Male","151","0.114544415128403","0.0971856359362521","0.131903194320554"
"Big worries","1999","(2b) intermediate general qualification","Female","59","0.203629480155888","0.159645141242561","0.247613819069214"
"Big worries","1999","(2b) intermediate general qualification","Male","","","",""
"Big worries","1999","(2c_gen) general maturity certificate","Female","","","",""
"Big worries","1999","(2c_gen) general maturity certificate","Male","","","",""
"Big worries","1999","(2c_voc) vocational maturity certificate","Female","38","0.122122190126339","0.0881097790048066","0.156134601247872"
"Big worries","1999","(2c_voc) vocational maturity certificate","Male","34","0.109558973291479","0.0751215136344089","0.143996432948548"
"Big worries","1999","(3a) lower tertiary education","Female","72","0.153491845357999","0.121041662607438","0.18594202810856"
"Big worries","1999","(3a) lower tertiary education","Male","51","0.106690898904696","0.0790440969991583","0.134337700810234"
"Big worries","1999","(3b) higher tertiary education","Female","36","0.112180145435276","0.0815952596593048","0.142765031211247"
"Big worries","1999","(3b) higher tertiary education","Male","53","0.0844408772293209","0.0622849480086544","0.106596806449987"
"No worries","1999","(0) in school","Female","91","0.600123648497885","0.524218483155197","0.676028813840574"
"No worries","1999","(0) in school","Male","110","0.73556674792982","0.666798394676025","0.804335101183616"
"No worries","1999","(1a) inadequately completed","Female","47","0.201638240641046","0.153956735954465","0.249319745327628"
"No worries","1999","(1a) inadequately completed","Male","39","0.191620655953747","0.136661033195624","0.246580278711871"
"No worries","1999","(1b) general elementary school","Female","232","0.149702110385084","0.129978792965907","0.16942542780426"
"No worries","1999","(1b) general elementary school","Male","235","0.308462008133371","0.274000648449579","0.342923367817163"
"No worries","1999","(1c) basic vocational qualification","Female","393","0.217463699949414","0.198568584421295","0.236358815477533"
"No worries","1999","(1c) basic vocational qualification","Male","617","0.251153727472337","0.233333077469372","0.268974377475302"
"No worries","1999","(2a) intermediate vocational","Female","532","0.332026653239693","0.308657023446182","0.355396283033203"
"No worries","1999","(2a) intermediate vocational","Male","498","0.40736800046369","0.380586504443337","0.434149496484042"
"No worries","1999","(2b) intermediate general qualification","Female","123","0.36608419668703","0.313467153986847","0.418701239387214"
"No worries","1999","(2b) intermediate general qualification","Male","93","0.428505880781293","0.362048600293093","0.494963161269494"
"No worries","1999","(2c_gen) general maturity certificate","Female","125","0.53422877586918","0.471893985537804","0.596563566200556"
"No worries","1999","(2c_gen) general maturity certificate","Male","116","0.583657776475282","0.520362034191993","0.64695351875857"
"No worries","1999","(2c_voc) vocational maturity certificate","Female","135","0.359558412123096","0.309710430084458","0.409406394161733"
"No worries","1999","(2c_voc) vocational maturity certificate","Male","131","0.406624808154877","0.352466364201835","0.460783252107919"
"No worries","1999","(3a) lower tertiary education","Female","126","0.282609200706199","0.242074220079589","0.32314418133281"
"No worries","1999","(3a) lower tertiary education","Male","154","0.325143573243","0.283194379761885","0.367092766724115"
"No worries","1999","(3b) higher tertiary education","Female","142","0.327330831772501","0.281854999587145","0.372806663957857"
"No worries","1999","(3b) higher tertiary education","Male","247","0.41221020964554","0.372987210818469","0.451433208472612"
"Some worries","1999","(0) in school","Female","45","0.26806963381168","0.199434451285848","0.336704816337512"
"Some worries","1999","(0) in school","Male","34","0.177582991111904","0.117993967043924","0.237172015179884"
"Some worries","1999","(1a) inadequately completed","Female","121","0.407563055213315","0.349167188263144","0.465958922163486"
"Some worries","1999","(1a) inadequately completed","Male","88","0.449393467051401","0.379931186896053","0.518855747206748"
"Some worries","1999","(1b) general elementary school","Female","568","0.466289780958337","0.43871188300567","0.493867678911003"
"Some worries","1999","(1b) general elementary school","Male","277","0.417090944636954","0.380300136526928","0.453881752746981"
"Some worries","1999","(1c) basic vocational qualification","Female","942","0.50573589267053","0.482835372649042","0.528636412692018"
"Some worries","1999","(1c) basic vocational qualification","Male","1131","0.511532627533985","0.490992088304874","0.532073166763096"
"Some worries","1999","(2a) intermediate vocational","Female","844","0.526076326587081","0.501298433602887","0.550854219571275"
"Some worries","1999","(2a) intermediate vocational","Male","644","0.478087584407907","0.450860485095207","0.505314683720607"
"Some worries","1999","(2b) intermediate general qualification","Female","140","0.430286323157082","0.376207497900855","0.484365148413309"
"Some worries","1999","(2b) intermediate general qualification","Male","91","0.445072873951727","0.378332009180002","0.511813738723451"
"Some worries","1999","(2c_gen) general maturity certificate","Female","95","0.373900252262686","0.313438576362465","0.434361928162906"
"Some worries","1999","(2c_gen) general maturity certificate","Male","93","0.341892900089048","0.280986425862789","0.402799374315307"
"Some worries","1999","(2c_voc) vocational maturity certificate","Female","183","0.518319397750565","0.466415329197775","0.570223466303356"
"Some worries","1999","(2c_voc) vocational maturity certificate","Male","151","0.483816218553644","0.428716809819989","0.5389156272873"
"Some worries","1999","(3a) lower tertiary education","Female","276","0.563898953935801","0.519255978868129","0.608541929003474"
"Some worries","1999","(3a) lower tertiary education","Male","274","0.568165527852304","0.523807071102404","0.612523984602203"
"Some worries","1999","(3b) higher tertiary education","Female","231","0.560489022792223","0.512387939653238","0.608590105931207"
"Some worries","1999","(3b) higher tertiary education","Male","305","0.503348913125139","0.463507873144622","0.543189953105656"
"Big worries","2000","(0) in school","Female","","","",""
"Big worries","2000","(0) in school","Male","","","",""
"Big worries","2000","(1a) inadequately completed","Female","79","0.35456259808554","0.293658370068943","0.415466826102137"
"Big worries","2000","(1a) inadequately completed","Male","53","0.290339143967021","0.224210894701097","0.356467393232946"
