"plh0035","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"No worries","2004","indirect migration background","Urban Area","328","0.447317561297486","0.410191037555264","0.484444085039708"
"No worries","2004","no migration background","Rural Area","1819","0.258433478153341","0.247876776443828","0.268990179862853"
"No worries","2004","no migration background","Urban Area","3884","0.296703740652179","0.288420120906652","0.304987360397707"
"Some worries","2004","direct migration background","Rural Area","211","0.477050449833675","0.430380879288963","0.523720020378387"
"Some worries","2004","direct migration background","Urban Area","946","0.457648195566937","0.436258448179632","0.479037942954243"
"Some worries","2004","indirect migration background","Rural Area","49","0.405611353048874","0.314676706373042","0.496545999724706"
"Some worries","2004","indirect migration background","Urban Area","265","0.422450546449315","0.385567990761292","0.459333102137338"
"Some worries","2004","no migration background","Rural Area","3508","0.522821204685839","0.510776505132791","0.534865904238887"
"Some worries","2004","no migration background","Urban Area","5886","0.503081954186563","0.494015212474033","0.512148695899094"
"Big worries","2005","direct migration background","Rural Area","107","0.246116344301162","0.204268481983845","0.287964206618479"
"Big worries","2005","direct migration background","Urban Area","539","0.281391080212619","0.261523864415005","0.301258296010232"
"Big worries","2005","indirect migration background","Rural Area","10","","",""
"Big worries","2005","indirect migration background","Urban Area","82","0.13068298921657","0.106114550350787","0.155251428082353"
"Big worries","2005","no migration background","Rural Area","1191","0.209977064482319","0.199947534956932","0.220006594007705"
"Big worries","2005","no migration background","Urban Area","1778","0.188034116417236","0.180790536497425","0.195277696337047"
"No worries","2005","direct migration background","Rural Area","99","0.253343895020799","0.211090032175839","0.295597757865758"
"No worries","2005","direct migration background","Urban Area","517","0.240901185783771","0.222008044626755","0.259794326940787"
"No worries","2005","indirect migration background","Rural Area","56","0.483546229510131","0.387503134203668","0.579589324816594"
"No worries","2005","indirect migration background","Urban Area","345","0.417795500511243","0.381845524876785","0.4537454761457"
"No worries","2005","no migration background","Rural Area","1780","0.268375198797451","0.257463554994481","0.279286842600422"
"No worries","2005","no migration background","Urban Area","3638","0.299957243668534","0.291462348994642","0.308452138342427"
"Some worries","2005","direct migration background","Rural Area","201","0.500539760678039","0.451963885076977","0.549115636279101"
"Some worries","2005","direct migration background","Urban Area","912","0.47770773400361","0.455639200334007","0.499776267673214"
"Some worries","2005","indirect migration background","Rural Area","38","0.394307079735652","0.300383430605084","0.48823072886622"
"Some worries","2005","indirect migration background","Urban Area","296","0.451521510272187","0.415247300117144","0.487795720427231"
"Some worries","2005","no migration background","Rural Area","3364","0.52164773672023","0.509346823301109","0.533948650139351"
"Some worries","2005","no migration background","Urban Area","5762","0.512008639914229","0.502742246181742","0.521275033646716"
"Big worries","2006","direct migration background","Rural Area","115","0.246583095627352","0.20570096855036","0.287465222704344"
"Big worries","2006","direct migration background","Urban Area","559","0.292029332550847","0.271842738868019","0.312215926233675"
"Big worries","2006","indirect migration background","Rural Area","14","","",""
"Big worries","2006","indirect migration background","Urban Area","91","0.131258110257799","0.106224818648363","0.156291401867234"
"Big worries","2006","no migration background","Rural Area","1320","0.214675278123511","0.204942631553081","0.224407924693942"
"Big worries","2006","no migration background","Urban Area","1957","0.189889264254246","0.182848296376466","0.196930232132027"
"No worries","2006","direct migration background","Rural Area","120","0.30922310686384","0.265386288688399","0.353059925039281"
"No worries","2006","direct migration background","Urban Area","518","0.261310770515057","0.241805512023747","0.280816029006367"
"No worries","2006","indirect migration background","Rural Area","56","0.556233052412128","0.465429039265338","0.647037065558919"
"No worries","2006","indirect migration background","Urban Area","319","0.41476412680946","0.378240359586166","0.451287894032754"
"No worries","2006","no migration background","Rural Area","1906","0.27285933138138","0.262301033174851","0.28341762958791"
"No worries","2006","no migration background","Urban Area","3895","0.31383822850948","0.305507631150239","0.322168825868721"
"Some worries","2006","direct migration background","Rural Area","192","0.444193797508808","0.397065462924543","0.491322132093073"
"Some worries","2006","direct migration background","Urban Area","872","0.446659896934096","0.424588657329553","0.468731136538638"
"Some worries","2006","indirect migration background","Rural Area","45","0.29702242150378","0.213507413948437","0.380537429059124"
"Some worries","2006","indirect migration background","Urban Area","289","0.453977762932742","0.417068790160239","0.490886735705244"
"Some worries","2006","no migration background","Rural Area","3611","0.512465390495108","0.500617247230606","0.52431353375961"
"Some worries","2006","no migration background","Urban Area","6068","0.496272507236274","0.487296816113123","0.505248198359425"
"Big worries","2007","direct migration background","Rural Area","98","0.230332175547033","0.188598303241537","0.272066047852529"
"Big worries","2007","direct migration background","Urban Area","469","0.274757733419562","0.253704517816875","0.295810949022248"
"Big worries","2007","indirect migration background","Rural Area","11","","",""
"Big worries","2007","indirect migration background","Urban Area","88","0.131021397960376","0.10547166617818","0.156571129742571"
"Big worries","2007","no migration background","Rural Area","1230","0.203969784774112","0.194127711961623","0.213811857586602"
"Big worries","2007","no migration background","Urban Area","1840","0.178711016711302","0.171602188229643","0.185819845192961"
"No worries","2007","direct migration background","Rural Area","104","0.311650895036881","0.265741848036078","0.357559942037685"
"No worries","2007","direct migration background","Urban Area","466","0.26027610492098","0.23958165458837","0.28097055525359"
"No worries","2007","indirect migration background","Rural Area","50","0.487106585674816","0.394121742361394","0.580091428988239"
"No worries","2007","indirect migration background","Urban Area","294","0.406428183232257","0.369237065246524","0.443619301217991"
"No worries","2007","no migration background","Rural Area","1746","0.261947087973643","0.251207455610504","0.272686720336782"
"No worries","2007","no migration background","Urban Area","3598","0.305447952599921","0.296901313179392","0.313994592020451"
"Some worries","2007","direct migration background","Rural Area","189","0.458016929416086","0.408632124978799","0.507401733853373"
"Some worries","2007","direct migration background","Urban Area","792","0.464966161659458","0.441442592253152","0.488489731065764"
"Some worries","2007","indirect migration background","Rural Area","50","0.461865777904935","0.36912092869156","0.554610627118311"
"Some worries","2007","indirect migration background","Urban Area","288","0.462550418807367","0.424796755941191","0.500304081673543"
"Some worries","2007","no migration background","Rural Area","3463","0.534083127252245","0.521898913016881","0.546267341487608"
"Some worries","2007","no migration background","Urban Area","5719","0.515841030688776","0.506567901565143","0.525114159812409"
"Big worries","2008","direct migration background","Rural Area","94","0.274986959180085","0.228007034942814","0.321966883417356"
"Big worries","2008","direct migration background","Urban Area","421","0.283764788892535","0.261393403571062","0.306136174214009"
"Big worries","2008","indirect migration background","Rural Area","10","","",""
"Big worries","2008","indirect migration background","Urban Area","76","0.114798845848088","0.0904232549216984","0.139174436774477"
"Big worries","2008","no migration background","Rural Area","1146","0.195253963959363","0.185294243423035","0.20521368449569"
"Big worries","2008","no migration background","Urban Area","1715","0.181899586948012","0.174553817913834","0.18924535598219"
"No worries","2008","direct migration background","Rural Area","84","0.247724285470341","0.202303340352845","0.293145230587837"
"No worries","2008","direct migration background","Urban Area","405","0.255513799004157","0.23387060772509","0.277156990283225"
"No worries","2008","indirect migration background","Rural Area","52","0.549126514438221","0.45738362278628","0.640869406090163"
"No worries","2008","indirect migration background","Urban Area","305","0.449289942056932","0.411254343184692","0.487325540929172"
"No worries","2008","no migration background","Rural Area","1662","0.263505997813161","0.252437271239154","0.274574724387167"
"No worries","2008","no migration background","Urban Area","3574","0.321844524517355","0.312948298552063","0.330740750482646"
"Some worries","2008","direct migration background","Rural Area","169","0.477288755349574","0.424734864296829","0.529842646402319"
"Some worries","2008","direct migration background","Urban Area","734","0.460721412103307","0.435986431244413","0.485456392962201"
"Some worries","2008","indirect migration background","Rural Area","51","0.424775181060176","0.33363555462601","0.515914807494343"
"Some worries","2008","indirect migration background","Urban Area","276","0.43591121209498","0.397993846163343","0.473828578026618"
"Some worries","2008","no migration background","Rural Area","3277","0.541240038227477","0.528720004128548","0.553760072326405"
"Some worries","2008","no migration background","Urban Area","5305","0.496255888534633","0.486735033896553","0.505776743172713"
"Big worries","2009","direct migration background","Rural Area","79","0.26372008462534","0.215135596687353","0.312304572563327"
"Big worries","2009","direct migration background","Urban Area","364","0.286144018796976","0.262017160002044","0.310270877591909"
"Big worries","2009","indirect migration background","Rural Area","15","","",""
"Big worries","2009","indirect migration background","Urban Area","77","0.111194363472628","0.0858703798344736","0.136518347110783"
"Big worries","2009","no migration background","Rural Area","1120","0.195633597901583","0.185428126471818","0.205839069331348"
"Big worries","2009","no migration background","Urban Area","1659","0.178613632689903","0.171062488389684","0.186164776990121"
"No worries","2009","direct migration background","Rural Area","81","0.285914481270638","0.236095167753371","0.335733794787905"
"No worries","2009","direct migration background","Urban Area","333","0.237068067575564","0.214365103023699","0.259771032127429"
"No worries","2009","indirect migration background","Rural Area","46","0.405387404812372","0.316424831258881","0.494349978365864"
"No worries","2009","indirect migration background","Urban Area","252","0.42397935868951","0.384170601654897","0.463788115724123"
"No worries","2009","no migration background","Rural Area","1502","0.253577082156139","0.242384459253929","0.264769705058349"
"No worries","2009","no migration background","Urban Area","3063","0.290409987048537","0.281460642192661","0.299359331904413"
"Some worries","2009","direct migration background","Rural Area","156","0.450365434104022","0.395509439510709","0.505221428697334"
"Some worries","2009","direct migration background","Urban Area","651","0.47678791362746","0.450125181611429","0.503450645643491"
"Some worries","2009","indirect migration background","Rural Area","56","0.466951022311328","0.376549783302263","0.557352261320392"
"Some worries","2009","indirect migration background","Urban Area","263","0.464826277837862","0.424649050357776","0.505003505317948"
"Some worries","2009","no migration background","Rural Area","3182","0.550789319942278","0.537992496413882","0.563586143470674"
"Some worries","2009","no migration background","Urban Area","5162","0.53097638026156","0.521138156840243","0.540814603682878"
"Big worries","2010","direct migration background","Rural Area","141","0.274032755985513","0.238781849848653","0.309283662122372"
"Big worries","2010","direct migration background","Urban Area","610","0.300108043749591","0.281279519533853","0.318936567965329"
"Big worries","2010","indirect migration background","Rural Area","33","0.197511777006468","0.14219748159188","0.252826072421055"
"Big worries","2010","indirect migration background","Urban Area","162","0.182185012300233","0.157639610587132","0.206730414013334"
"Big worries","2010","no migration background","Rural Area","1481","0.220733002657206","0.211289239840159","0.230176765474252"
"Big worries","2010","no migration background","Urban Area","2188","0.204595664559842","0.197533939748303","0.21165738937138"
"No worries","2010","direct migration background","Rural Area","167","0.260171373851005","0.225497221425195","0.294845526276815"
"No worries","2010","direct migration background","Urban Area","663","0.25976473974373","0.241749628579811","0.277779850907649"
"No worries","2010","indirect migration background","Rural Area","81","0.465557772772168","0.396253704958832","0.534861840585504"
"No worries","2010","indirect migration background","Urban Area","399","0.411622581430352","0.380328379354248","0.442916783506457"
"No worries","2010","no migration background","Rural Area","2065","0.240131595032876","0.230404970759562","0.24985821930619"
"No worries","2010","no migration background","Urban Area","4156","0.287219333374062","0.279298818936293","0.295139847811832"
"Some worries","2010","direct migration background","Rural Area","307","0.465795870163482","0.42637175356936","0.505219986757604"
"Some worries","2010","direct migration background","Urban Area","1003","0.440127216506679","0.419733529351473","0.460520903661885"
"Some worries","2010","indirect migration background","Rural Area","85","0.336930450221364","0.27125981365445","0.402601086788279"
"Some worries","2010","indirect migration background","Urban Area","389","0.406192406269414","0.374962184949177","0.437422627589651"
"Some worries","2010","no migration background","Rural Area","3863","0.539135402309919","0.527785192409557","0.55048561221028"
"Some worries","2010","no migration background","Urban Area","6192","0.508185002066096","0.499433544217413","0.516936459914778"
"Big worries","2011","direct migration background","Rural Area","146","0.30211661264741","0.260017908827091","0.344215316467729"
"Big worries","2011","direct migration background","Urban Area","418","0.276891251219995","0.254462723129111","0.299319779310879"
"Big worries","2011","indirect migration background","Rural Area","16","","",""
"Big worries","2011","indirect migration background","Urban Area","106","0.149858174482493","0.122565171868186","0.1771511770968"
"Big worries","2011","no migration background","Rural Area","1426","0.225787308998257","0.215660475664897","0.235914142331617"
"Big worries","2011","no migration background","Urban Area","2187","0.204605690034703","0.197163030346463","0.212048349722942"
"No worries","2011","direct migration background","Rural Area","105","0.234247892721534","0.19541748616648","0.273078299276587"
"No worries","2011","direct migration background","Urban Area","391","0.253156905357059","0.231362053454905","0.274951757259214"
"No worries","2011","indirect migration background","Rural Area","59","0.487578278213407","0.403571452017657","0.571585104409157"
"No worries","2011","indirect migration background","Urban Area","276","0.43354220052125","0.395648686984106","0.471435714058393"
"No worries","2011","no migration background","Rural Area","1679","0.245660378852692","0.235233729369245","0.256087028336138"
"No worries","2011","no migration background","Urban Area","3431","0.300387179607422","0.29192956981424","0.308844789400605"
"Some worries","2011","direct migration background","Rural Area","206","0.463635494631056","0.417915271155926","0.509355718106186"
"Some worries","2011","direct migration background","Urban Area","720","0.469951843422946","0.444935219991757","0.494968466854135"
"Some worries","2011","indirect migration background","Rural Area","61","0.444566976130137","0.361052245430549","0.528081706829724"
"Some worries","2011","indirect migration background","Urban Area","275","0.416599624996257","0.378902502957516","0.454296747034999"
"Some worries","2011","no migration background","Rural Area","3443","0.528552312149052","0.516461527130652","0.540643097167452"
"Some worries","2011","no migration background","Urban Area","5668","0.495007130357875","0.485782979045683","0.504231281670068"
"Big worries","2012","direct migration background","Rural Area","156","0.290521025712026","0.249300485240513","0.331741566183538"
"Big worries","2012","direct migration background","Urban Area","413","0.286999808938701","0.263883026719458","0.310116591157944"
"Big worries","2012","indirect migration background","Rural Area","32","0.171776897915291","0.111009130431204","0.232544665399378"
"Big worries","2012","indirect migration background","Urban Area","91","0.119394753708794","0.0944290481434524","0.144360459274136"
"Big worries","2012","no migration background","Rural Area","1415","0.221708983415818","0.211724339557051","0.231693627274585"
"Big worries","2012","no migration background","Urban Area","2116","0.194610750750575","0.187251050101708","0.201970451399443"
"No worries","2012","direct migration background","Rural Area","109","0.262894749067666","0.222926894070755","0.302862604064576"
"No worries","2012","direct migration background","Urban Area","354","0.244673999541765","0.222705374190204","0.266642624893326"
"No worries","2012","indirect migration background","Rural Area","50","0.339664268080324","0.263364263552499","0.415964272608149"
"No worries","2012","indirect migration background","Urban Area","276","0.469837687929919","0.431410470367723","0.508264905492114"
"No worries","2012","no migration background","Rural Area","1676","0.236150024700284","0.225941383109958","0.246358666290609"
"No worries","2012","no migration background","Urban Area","3475","0.311258522994953","0.302651309668644","0.319865736321263"
"Some worries","2012","direct migration background","Rural Area","201","0.446584225220308","0.4014472357827","0.491721214657916"
"Some worries","2012","direct migration background","Urban Area","704","0.468326191519533","0.442826283655382","0.493826099383685"
"Some worries","2012","indirect migration background","Rural Area","66","0.488558834004385","0.408025902300706","0.569091765708064"
"Some worries","2012","indirect migration background","Urban Area","281","0.410767558361287","0.372888255170197","0.448646861552377"
"Some worries","2012","no migration background","Rural Area","3558","0.542140991883899","0.530165539477221","0.554116444290576"
"Some worries","2012","no migration background","Urban Area","5525","0.494130726254471","0.48483648582793","0.503424966681012"
"Big worries","2013","direct migration background","Rural Area","281","0.254153632477778","0.230376306623024","0.277930958332532"
"Big worries","2013","direct migration background","Urban Area","805","0.217505963287252","0.20487494928937","0.230136977285135"
"Big worries","2013","indirect migration background","Rural Area","27","","",""
"Big worries","2013","indirect migration background","Urban Area","176","0.11554606834418","0.0986673806750076","0.132424756013353"
"Big worries","2013","no migration background","Rural Area","1171","0.197304589739923","0.187407413353828","0.207201766126018"
"Big worries","2013","no migration background","Urban Area","1808","0.180466328644147","0.173147984505115","0.187784672783179"
"No worries","2013","direct migration background","Rural Area","417","0.293551289224206","0.268681478844813","0.318421099603599"
"No worries","2013","direct migration background","Urban Area","1440","0.333587350616887","0.319151628380118","0.348023072853657"
"No worries","2013","indirect migration background","Rural Area","145","0.521251548773568","0.461106133993277","0.58139696355386"
"No worries","2013","indirect migration background","Urban Area","674","0.495023484219133","0.468625426489405","0.521421541948861"
"No worries","2013","no migration background","Rural Area","1797","0.286092728725341","0.274853367248733","0.29733209020195"
"No worries","2013","no migration background","Urban Area","3600","0.334815766476372","0.325835168417494","0.343796364535249"
"Some worries","2013","direct migration background","Rural Area","590","0.452295078298016","0.425113516159139","0.479476640436892"
"Some worries","2013","direct migration background","Urban Area","1853","0.44890668609586","0.433678340580369","0.464135031611352"
"Some worries","2013","indirect migration background","Rural Area","93","0.364503262584045","0.306556053124957","0.422450472043133"
"Some worries","2013","indirect migration background","Urban Area","528","0.389430447436687","0.363684670287579","0.415176224585794"
"Some worries","2013","no migration background","Rural Area","3243","0.516602681534735","0.504174780880921","0.529030582188549"
"Some worries","2013","no migration background","Urban Area","5200","0.484717904879482","0.475207513436742","0.494228296322221"
"Big worries","2014","direct migration background","Rural Area","332","0.262439975358552","0.238166492631522","0.286713458085582"
"Big worries","2014","direct migration background","Urban Area","1065","0.280451280649328","0.266244857266175","0.29465770403248"
"Big worries","2014","indirect migration background","Rural Area","50","0.121676283518866","0.0861892608510262","0.157163306186706"
"Big worries","2014","indirect migration background","Urban Area","246","0.15751700066561","0.13886293211219","0.176171069219029"
"Big worries","2014","no migration background","Rural Area","1471","0.202618415511397","0.193633500740973","0.211603330281821"
"Big worries","2014","no migration background","Urban Area","2236","0.185946276400855","0.179136707800902","0.192755845000807"
"No worries","2014","direct migration background","Rural Area","319","0.240040243013619","0.216475878071457","0.263604607955781"
"No worries","2014","direct migration background","Urban Area","1025","0.275747267086937","0.261614519020331","0.289880015153543"
"No worries","2014","indirect migration background","Rural Area","139","0.440544606057787","0.38665351604824","0.494435696067335"
"No worries","2014","indirect migration background","Urban Area","591","0.424421012409693","0.399111709556365","0.449730315263021"
"No worries","2014","no migration background","Rural Area","2060","0.251774658350622","0.242072605904153","0.261476710797091"
"No worries","2014","no migration background","Urban Area","3934","0.302700234398126","0.294659134436537","0.310741334359715"
"Some worries","2014","direct migration background","Rural Area","611","0.497519781627829","0.469934140962394","0.525105422293265"
"Some worries","2014","direct migration background","Urban Area","1751","0.443801452263735","0.428089316529619","0.459513587997852"
"Some worries","2014","indirect migration background","Rural Area","137","0.437779110423347","0.383924821347864","0.49163339949883"
"Some worries","2014","indirect migration background","Urban Area","628","0.418061986924697","0.392804625303702","0.443319348545692"
"Some worries","2014","no migration background","Rural Area","4157","0.545606926137981","0.534476874158836","0.556736978117125"
"Some worries","2014","no migration background","Urban Area","6370","0.511353489201019","0.502604510976168","0.52010246742587"
"Big worries","2015","direct migration background","Rural Area","350","0.23233189193985","0.210938563697111","0.253725220182589"
"Big worries","2015","direct migration background","Urban Area","1010","0.25082845913248","0.238048896314338","0.263608021950621"
"Big worries","2015","indirect migration background","Rural Area","43","0.0912756912917275","0.0593698970202592","0.123181485563196"
"Big worries","2015","indirect migration background","Urban Area","233","0.165845299374124","0.146164355655986","0.185526243092262"
"Big worries","2015","no migration background","Rural Area","1343","0.204425835207533","0.195182929331443","0.213668741083622"
"Big worries","2015","no migration background","Urban Area","2009","0.178287556736176","0.171408017530872","0.185167095941481"
"No worries","2015","direct migration background","Rural Area","465","0.304210580161838","0.280904820779787","0.327516339543889"
