"plh0035","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","general elemantary","Female","512","0.352418084561442","0.328779957191393","0.376056211931491"
"Big worries","1999","general elemantary","Male","206","0.243770195435298","0.215386374970162","0.272154015900434"
"Big worries","1999","higher education","Female","108","0.131245758031109","0.10897377709966","0.153517738962558"
"Big worries","1999","higher education","Male","104","0.0942504066845252","0.0768572207273826","0.111643592641668"
"Big worries","1999","higher vocational","Female","40","0.149357525030711","0.111016286686166","0.187698763375256"
"Big worries","1999","higher vocational","Male","85","0.177761378676893","0.14380657283667","0.211716184517117"
"Big worries","1999","in school","Female","","","",""
"Big worries","1999","in school","Male","","","",""
"Big worries","1999","inadequately","Female","91","0.348778278415606","0.289582931331501","0.407973625499711"
"Big worries","1999","inadequately","Male","58","0.357255747263621","0.285849903965926","0.428661590561317"
"Big worries","1999","middle vocational","Female","700","0.219881067239884","0.206122588836086","0.233639545643682"
"Big worries","1999","middle vocational","Male","650","0.191769493766816","0.178685489339661","0.204853498193971"
"Big worries","1999","vocational + Abi","Female","31","0.125851755411321","0.0862888304226807","0.165414680399961"
"Big worries","1999","vocational + Abi","Male","","","",""
"No worries","1999","general elemantary","Female","354","0.189767459551499","0.170365199031389","0.209169720071609"
"No worries","1999","general elemantary","Male","314","0.331316743090097","0.300200613626111","0.362432872554084"
"No worries","1999","higher education","Female","268","0.306691514238756","0.276276930497825","0.337106097979687"
"No worries","1999","higher education","Male","401","0.373824506169956","0.345022988870569","0.402626023469343"
"No worries","1999","higher vocational","Female","112","0.30132862523245","0.251973106660708","0.350684143804192"
"No worries","1999","higher vocational","Male","134","0.303370738745406","0.262541497306925","0.344199980183886"
"No worries","1999","in school","Female","91","0.598050858063992","0.522317055196988","0.673784660930997"
"No worries","1999","in school","Male","109","0.725473627533831","0.655887543366118","0.795059711701543"
"No worries","1999","inadequately","Female","42","0.192288197174572","0.143338169027135","0.241238225322009"
"No worries","1999","inadequately","Male","36","0.198415804752543","0.138988266031258","0.257843343473828"
"No worries","1999","middle vocational","Female","998","0.278560614133062","0.263668517037308","0.293452711228816"
"No worries","1999","middle vocational","Male","1159","0.322129836662775","0.306599815850505","0.337659857475045"
"No worries","1999","vocational + Abi","Female","102","0.371182162594189","0.313555670417693","0.428808654770686"
"No worries","1999","vocational + Abi","Male","107","0.448200005819663","0.38528282641148","0.511117185227847"
"Some worries","1999","general elemantary","Female","703","0.457814455887059","0.43316227548559","0.482466636288528"
"Some worries","1999","general elemantary","Male","359","0.424913061474605","0.392233934483402","0.457592188465808"
