"plh0035","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","Baden-Württemberg","Employed","164","0.141637134166212","0.121152673458955","0.162121594873469"
"Big worries","1999","Baden-Württemberg","Not Employed","201","0.309612199458737","0.273336868554404","0.345887530363069"
"Big worries","1999","Bavaria","Employed","148","0.126881786503504","0.107947066041399","0.145816506965609"
"Big worries","1999","Bavaria","Not Employed","179","0.333651676390519","0.296294874411204","0.371008478369835"
"Big worries","1999","Berlin","Employed","41","0.13529295097847","0.0980496925666786","0.172536209390262"
"Big worries","1999","Berlin","Not Employed","45","0.257532260908684","0.19535581339023","0.319708708427138"
"Big worries","1999","Brandenburg","Employed","60","0.140953628676594","0.105640181877242","0.176267075475947"
"Big worries","1999","Brandenburg","Not Employed","80","0.335242671098632","0.274100400462714","0.396384941734551"
"Big worries","1999","Bremen","Employed","11","","",""
"Big worries","1999","Bremen","Not Employed","22","","",""
"Big worries","1999","Hamburg","Employed","7","","",""
"Big worries","1999","Hamburg","Not Employed","16","","",""
"Big worries","1999","Hesse","Employed","68","0.126694116069474","0.0993150911142119","0.154073141024736"
"Big worries","1999","Hesse","Not Employed","108","0.2966338151422","0.247425877292376","0.345841752992024"
"Big worries","1999","Lower Saxony","Employed","95","0.127864074419789","0.104215766908479","0.1515123819311"
"Big worries","1999","Lower Saxony","Not Employed","102","0.266026599377496","0.223202412152296","0.308850786602697"
"Big worries","1999","Mecklenburg-Western Pomerania","Employed","33","0.127196258522599","0.0873051447595571","0.167087372285641"
"Big worries","1999","Mecklenburg-Western Pomerania","Not Employed","42","0.344394947374993","0.263941395259997","0.42484849948999"
"Big worries","1999","North Rhine-Westphalia","Employed","240","0.123655061893644","0.108116066029821","0.139194057757466"
"Big worries","1999","North Rhine-Westphalia","Not Employed","294","0.314692146609719","0.285587356585519","0.343796936633918"
"Big worries","1999","Rhineland-Palatinate,Saarland","Employed","63","0.126101303231971","0.0960896793282561","0.156112927135686"
"Big worries","1999","Rhineland-Palatinate,Saarland","Not Employed","71","0.2221509731617","0.175267866081354","0.269034080242046"
"Big worries","1999","Saxony-Anhalt","Employed","61","0.134357677080382","0.101972686453047","0.166742667707717"
"Big worries","1999","Saxony-Anhalt","Not Employed","100","0.369451466094867","0.311449164126573","0.427453768063161"
"Big worries","1999","Saxony","Employed","103","0.145832473013286","0.120590298136135","0.171074647890437"
"Big worries","1999","Saxony","Not Employed","130","0.373409396734347","0.326358312639136","0.420460480829559"
"Big worries","1999","Schleswig-Holstein","Employed","16","","",""
"Big worries","1999","Schleswig-Holstein","Not Employed","25","","",""
"Big worries","1999","Thuringia","Employed","66","0.178475028257654","0.143406748193285","0.213543308322024"
"Big worries","1999","Thuringia","Not Employed","102","0.406377343871519","0.347130379250634","0.465624308492403"
"No worries","1999","Baden-Württemberg","Employed","447","0.385255569063761","0.356665034661235","0.413846103466288"
"No worries","1999","Baden-Württemberg","Not Employed","145","0.226719647355257","0.193867114159549","0.259572180550966"
"No worries","1999","Bavaria","Employed","482","0.393100302855567","0.365313864607257","0.420886741103876"
"No worries","1999","Bavaria","Not Employed","127","0.166140125341826","0.136651387477942","0.19562886320571"
"No worries","1999","Berlin","Employed","113","0.357439879469435","0.305256287161197","0.409623471777674"
"No worries","1999","Berlin","Not Employed","55","0.250147615492318","0.188565108808794","0.311730122175842"
"No worries","1999","Brandenburg","Employed","91","0.265395053208329","0.220585871688781","0.310204234727878"
"No worries","1999","Brandenburg","Not Employed","38","0.15379284198392","0.107069192372407","0.200516491595433"
"No worries","1999","Bremen","Employed","16","","",""
"No worries","1999","Bremen","Not Employed","11","","",""
"No worries","1999","Hamburg","Employed","40","0.4015002165033","0.302403547861604","0.500596885144995"
"No worries","1999","Hamburg","Not Employed","12","","",""
"No worries","1999","Hesse","Employed","217","0.367227993140279","0.327550147794517","0.406905838486041"
"No worries","1999","Hesse","Not Employed","95","0.279178114492607","0.230851234128466","0.327504994856748"
"No worries","1999","Lower Saxony","Employed","283","0.371621008153372","0.33739985315218","0.405842163154564"
"No worries","1999","Lower Saxony","Not Employed","121","0.278566501250051","0.235120577670792","0.32201242482931"
"No worries","1999","Mecklenburg-Western Pomerania","Employed","80","0.332211665147641","0.275820957159528","0.388602373135754"
"No worries","1999","Mecklenburg-Western Pomerania","Not Employed","27","","",""
"No worries","1999","North Rhine-Westphalia","Employed","676","0.394300368784361","0.371231743930098","0.417368993638624"
"No worries","1999","North Rhine-Westphalia","Not Employed","238","0.216713551027109","0.190892019090378","0.242535082963839"
"No worries","1999","Rhineland-Palatinate,Saarland","Employed","178","0.37237607247076","0.328670200250161","0.41608194469136"
"No worries","1999","Rhineland-Palatinate,Saarland","Not Employed","81","0.237261746894617","0.189283293379383","0.285240200409851"
"No worries","1999","Saxony-Anhalt","Employed","127","0.31973977959863","0.275452483602411","0.364027075594848"
"No worries","1999","Saxony-Anhalt","Not Employed","44","0.161907961178711","0.117640233227352","0.206175689130069"
"No worries","1999","Saxony","Employed","238","0.312674445400324","0.279518946885303","0.345829943915346"
"No worries","1999","Saxony","Not Employed","68","0.125151756371139","0.0929655411642966","0.157337971577982"
"No worries","1999","Schleswig-Holstein","Employed","107","0.463672598469566","0.397169493264796","0.530175703674337"
"No worries","1999","Schleswig-Holstein","Not Employed","37","0.303770587055169","0.218600297601404","0.388940876508933"
"No worries","1999","Thuringia","Employed","125","0.255678304899063","0.215725927260205","0.295630682537922"
"No worries","1999","Thuringia","Not Employed","38","0.10931931382991","0.0716787956411502","0.146959832018669"
"Some worries","1999","Baden-Württemberg","Employed","502","0.473107296770027","0.443775313806049","0.502439279734004"
"Some worries","1999","Baden-Württemberg","Not Employed","278","0.463668153186006","0.424541182693133","0.502795123678879"
"Some worries","1999","Bavaria","Employed","557","0.480017910640929","0.451596498981438","0.50843932230042"
"Some worries","1999","Bavaria","Not Employed","306","0.500208198267655","0.460594777531936","0.539821619003374"
"Some worries","1999","Berlin","Employed","170","0.507267169552095","0.452829476348288","0.561704862755901"
"Some worries","1999","Berlin","Not Employed","90","0.492320123598998","0.421233144481653","0.563407102716343"
"Some worries","1999","Brandenburg","Employed","222","0.593651318115077","0.543807784808722","0.643494851421431"
"Some worries","1999","Brandenburg","Not Employed","111","0.510964486917448","0.446221026587906","0.575707947246989"
"Some worries","1999","Bremen","Employed","16","","",""
"Some worries","1999","Bremen","Not Employed","11","","",""
"Some worries","1999","Hamburg","Employed","47","0.484471321980704","0.383442656551814","0.585499987409594"
"Some worries","1999","Hamburg","Not Employed","18","","",""
"Some worries","1999","Hesse","Employed","282","0.506077890790247","0.464925556272092","0.547230225308402"
"Some worries","1999","Hesse","Not Employed","128","0.424188070365193","0.370946157719902","0.477429983010484"
"Some worries","1999","Lower Saxony","Employed","388","0.500514917426838","0.46510674754586","0.535923087307817"
"Some worries","1999","Lower Saxony","Not Employed","186","0.455406899372452","0.407143011043818","0.503670787701087"
"Some worries","1999","Mecklenburg-Western Pomerania","Employed","155","0.54059207632976","0.480927745706011","0.600256406953509"
"Some worries","1999","Mecklenburg-Western Pomerania","Not Employed","65","0.502072692944809","0.417415870259054","0.586729515630564"
"Some worries","1999","North Rhine-Westphalia","Employed","808","0.482044569321996","0.458457756914615","0.505631381729376"
"Some worries","1999","North Rhine-Westphalia","Not Employed","446","0.468594302363173","0.437319810025927","0.499868794700418"
"Some worries","1999","Rhineland-Palatinate,Saarland","Employed","229","0.501522624297269","0.456319635335796","0.546725613258742"
