"plh0035","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1999","(Married) couple without C. ","1015","0.253180341435662","0.239931566908859","0.266429115962466","1"
"Big worries","1999","1-pers.-HH","427","0.27343843332498","0.25216266292536","0.294714203724599","1"
"Big worries","1999","Couple + C. GT 16 ","465","0.18033486759986","0.165276114527285","0.195393620672436","1"
"Big worries","1999","Couple + C. LE 16 ","337","0.102923741736332","0.0921080087472291","0.113739474725434","1"
"Big worries","1999","Couple + C. LE and GT 16","181","0.142203638071248","0.122122307719593","0.162284968422903","1"
"Big worries","1999","Single parent ","139","0.176274047966582","0.148284643530519","0.204263452402645","1"
"No worries","1999","Couple + C. GT 16 ","838","0.340801179850077","0.322236405098571","0.359365954601583","3"
"No worries","1999","Couple + C. LE 16 ","1189","0.407594297545321","0.390103598891981","0.42508499619866","3"
"No worries","1999","1-pers.-HH","482","0.255576925753464","0.234756479204067","0.27639737230286","3"
"No worries","1999","Single parent ","255","0.374003504237461","0.338462321107812","0.409544687367111","3"
"No worries","1999","(Married) couple without C. ","983","0.224668681826045","0.211952176429068","0.237385187223022","3"
"No worries","1999","Couple + C. LE and GT 16","467","0.433763532579515","0.405268414333375","0.462258650825655","3"
"Some worries","1999","1-pers.-HH","777","0.470984640921557","0.447158329228386","0.494810952614728","2"
"Some worries","1999","Couple + C. GT 16 ","1201","0.478863952550063","0.459297479049476","0.498430426050651","2"
"Some worries","1999","Single parent ","318","0.449722447795957","0.413182217895135","0.486262677696779","2"
"Some worries","1999","Couple + C. LE 16 ","1506","0.489481960718348","0.471688624532718","0.507275296903977","2"
"Some worries","1999","(Married) couple without C. ","2140","0.522150976738293","0.506931621765569","0.537370331711017","2"
"Some worries","1999","Couple + C. LE and GT 16","514","0.424032829349238","0.395618092863234","0.452447565835241","2"
"Big worries","2000","(Married) couple without C. ","1688","0.229126088323984","0.219645564740625","0.238606611907342","1"
"Big worries","2000","1-pers.-HH","745","0.232475238766304","0.218162601279319","0.24678787625329","1"
"Big worries","2000","Couple + C. GT 16 ","606","0.154675244357847","0.143368716012898","0.165981772702795","1"
"Big worries","2000","Couple + C. LE 16 ","565","0.110209345286097","0.101720796816139","0.118697893756055","1"
"Big worries","2000","Couple + C. LE and GT 16","250","0.125476022636561","0.110704993235818","0.140247052037305","1"
"Big worries","2000","Single parent ","211","0.169525205535237","0.148251433257275","0.190798977813199","1"
"No worries","2000","Couple + C. GT 16 ","1439","0.371665019331832","0.356554529613034","0.386775509050629","3"
"No worries","2000","Couple + C. LE 16 ","2112","0.403287732796773","0.389990223869219","0.416585241724326","3"
"No worries","2000","1-pers.-HH","1084","0.310073439168327","0.294401640699847","0.325745237636807","3"
"No worries","2000","Single parent ","485","0.422679202269175","0.394671454962603","0.450686949575746","3"
"No worries","2000","(Married) couple without C. ","1946","0.251062995698316","0.241281227292263","0.260844764104369","3"
"No worries","2000","Couple + C. LE and GT 16","841","0.452142396338142","0.42994939738744","0.474335395288844","3"
"Some worries","2000","1-pers.-HH","1517","0.457451322065368","0.440571147986989","0.474331496143748","2"
"Some worries","2000","Couple + C. GT 16 ","1884","0.473659736310322","0.458047194734313","0.48927227788633","2"
"Some worries","2000","Single parent ","499","0.407795592195588","0.379933019168292","0.435658165222884","2"
"Some worries","2000","(Married) couple without C. ","3915","0.5198109159777","0.508540700548781","0.53108113140662","2"
"Some worries","2000","Couple + C. LE 16 ","2551","0.48650292191713","0.472954396936994","0.500051446897266","2"
"Some worries","2000","Couple + C. LE and GT 16","841","0.422381581025296","0.400356499102586","0.444406662948007","2"
"Big worries","2001","(Married) couple without C. ","1545","0.22784244465884","0.217927688944008","0.237757200373672","1"
"Big worries","2001","1-pers.-HH","664","0.226036805747341","0.211057233479662","0.241016378015019","1"
"Big worries","2001","Couple + C. GT 16 ","539","0.152882292460676","0.141172075945786","0.164592508975565","1"
"Big worries","2001","Couple + C. LE 16 ","500","0.108396886419677","0.0995410791509248","0.11725269368843","1"
"Big worries","2001","Couple + C. LE and GT 16","226","0.120812351106465","0.105494608862173","0.136130093350758","1"
"Big worries","2001","Single parent ","190","0.155425375896503","0.134206661992644","0.176644089800363","1"
"No worries","2001","1-pers.-HH","964","0.308208521803375","0.291671412273035","0.324745631333715","3"
"No worries","2001","Couple + C. GT 16 ","1279","0.356809815318379","0.341221379029626","0.372398251607133","3"
"No worries","2001","Couple + C. LE 16 ","1911","0.401315174734348","0.387352266613016","0.41527808285568","3"
"No worries","2001","Single parent ","422","0.386805311884725","0.358283015631773","0.415327608137678","3"
"No worries","2001","(Married) couple without C. ","1722","0.23660086101518","0.226554801816017","0.246646920214343","3"
"No worries","2001","Couple + C. LE and GT 16","702","0.433129768599103","0.409840859687697","0.456418677510509","3"
"Some worries","2001","Single parent ","508","0.457769312218771","0.428591383175203","0.486947241262339","2"
"Some worries","2001","(Married) couple without C. ","3608","0.535556694325981","0.523767589763891","0.54734579888807","2"
"Some worries","2001","1-pers.-HH","1367","0.465754672449284","0.447889852062586","0.483619492835983","2"
"Some worries","2001","Couple + C. GT 16 ","1810","0.490307892220945","0.474041065209038","0.506574719232852","2"
"Some worries","2001","Couple + C. LE 16 ","2323","0.490287938845975","0.476047544230463","0.504528333461486","2"
"Some worries","2001","Couple + C. LE and GT 16","811","0.446057880294431","0.422695015135371","0.469420745453491","2"
"Big worries","2002","Couple + C. GT 16 ","543","0.153577084715054","0.142391359585685","0.164762809844423","1"
"Big worries","2002","Couple + C. LE 16 ","448","0.108934466259728","0.100062214102178","0.117806718417278","1"
"Big worries","2002","(Married) couple without C. ","1546","0.229372692813512","0.219829620933209","0.238915764693814","1"
"Big worries","2002","1-pers.-HH","651","0.224799156044618","0.209883531121763","0.239714780967473","1"
"Big worries","2002","Couple + C. LE and GT 16","196","0.103815880810224","0.090270721006857","0.117361040613591","1"
"Big worries","2002","Single parent ","200","0.176561737953489","0.154280688174789","0.198842787732189","1"
"No worries","2002","Couple + C. GT 16 ","1578","0.375539094056933","0.360515029825294","0.390563158288571","3"
"No worries","2002","1-pers.-HH","968","0.308719678305131","0.292213510695738","0.325225845914524","3"
"No worries","2002","Couple + C. LE 16 ","2023","0.400971319757023","0.387014808775068","0.414927830738978","3"
"No worries","2002","Single parent ","459","0.407692546022788","0.378977348074197","0.436407743971379","3"
"No worries","2002","(Married) couple without C. ","1981","0.238844440124332","0.229166355361621","0.248522524887042","3"
"No worries","2002","Couple + C. LE and GT 16","826","0.429043648966555","0.4070647563259","0.451022541607211","3"
"Some worries","2002","Single parent ","466","0.415745716023723","0.386946101561095","0.444545330486351","2"
"Some worries","2002","(Married) couple without C. ","3929","0.531782867062157","0.52045662177839","0.543109112345923","2"
"Some worries","2002","1-pers.-HH","1390","0.466481165650251","0.448656190554686","0.484306140745816","2"
"Some worries","2002","Couple + C. GT 16 ","1870","0.470883821228013","0.455397807773904","0.486369834682122","2"
"Some worries","2002","Couple + C. LE 16 ","2266","0.490094213983249","0.475858437637106","0.504329990329392","2"
"Some worries","2002","Couple + C. LE and GT 16","926","0.467140470223221","0.444984859285933","0.489296081160509","2"
"Big worries","2003","Couple + C. GT 16 ","503","0.155884496825869","0.144552069380684","0.167216924271054","1"
"Big worries","2003","Couple + C. LE 16 ","397","0.102523796869035","0.0935292170447996","0.111518376693271","1"
"Big worries","2003","(Married) couple without C. ","1437","0.214788495502571","0.205372258687047","0.224204732318095","1"
"Big worries","2003","1-pers.-HH","648","0.221484440289503","0.206585549357093","0.236383331221913","1"
"Big worries","2003","Couple + C. LE and GT 16","199","0.118121212889243","0.103362043749032","0.132880382029455","1"
"Big worries","2003","Single parent ","171","0.151137480959938","0.130085136559137","0.172189825360739","1"
"No worries","2003","Couple + C. GT 16 ","1521","0.376817831327116","0.361678950224544","0.391956712429687","3"
"No worries","2003","1-pers.-HH","942","0.30465994438463","0.288145841542708","0.321174047226551","3"
"No worries","2003","Couple + C. LE 16 ","1872","0.409736429062172","0.395153916871083","0.424318941253261","3"
"No worries","2003","Single parent ","441","0.398580336418304","0.369803540040228","0.427357132796379","3"
"No worries","2003","(Married) couple without C. ","1953","0.241649870764055","0.231834500128773","0.251465241399337","3"
"No worries","2003","Couple + C. LE and GT 16","793","0.434291952294978","0.411625654923397","0.456958249666559","3"
"Some worries","2003","Single parent ","500","0.450282182621759","0.421040121171671","0.479524244071846","2"
"Some worries","2003","(Married) couple without C. ","3917","0.543561633733374","0.532140900007002","0.554982367459746","2"
"Some worries","2003","1-pers.-HH","1394","0.473855615325868","0.455940311934884","0.491770918716851","2"
"Some worries","2003","Couple + C. GT 16 ","1912","0.467297671847015","0.451710775325349","0.482884568368682","2"
"Some worries","2003","Couple + C. LE 16 ","2100","0.487739774068793","0.472918126805013","0.502561421332573","2"
"Some worries","2003","Couple + C. LE and GT 16","845","0.447586834815779","0.424848211101915","0.470325458529642","2"
"Big worries","2004","Couple + C. GT 16 ","579","0.168148691018625","0.156413935226582","0.179883446810668","1"
"Big worries","2004","Couple + C. LE 16 ","444","0.119403566865596","0.109426814770979","0.129380318960213","1"
"Big worries","2004","(Married) couple without C. ","1643","0.247829210243119","0.237892932315981","0.257765488170257","1"
"Big worries","2004","1-pers.-HH","729","0.266973410136339","0.250941730542546","0.283005089730131","1"
"Big worries","2004","Couple + C. LE and GT 16","240","0.182067538544931","0.164170451663265","0.199964625426597","1"
"Big worries","2004","Single parent ","196","0.197862789383753","0.174223081204525","0.221502497562981","1"
"No worries","2004","1-pers.-HH","811","0.252828158344591","0.237077158593826","0.268579158095356","3"
"No worries","2004","Couple + C. GT 16 ","1375","0.340247517520305","0.325381574713548","0.355113460327063","3"
"No worries","2004","(Married) couple without C. ","1691","0.209982841937062","0.200609392981188","0.219356290892936","3"
"No worries","2004","Couple + C. LE 16 ","1550","0.364302172837865","0.349495812517784","0.379108533157945","3"
"No worries","2004","Single parent ","417","0.388138596989832","0.359221435478156","0.417055758501509","3"
"No worries","2004","Couple + C. LE and GT 16","735","0.371247202786852","0.348840449935652","0.393653955638053","3"
"Some worries","2004","Single parent ","478","0.413998613626415","0.384771597388132","0.443225629864698","2"
"Some worries","2004","(Married) couple without C. ","3919","0.542187947819819","0.530722057243123","0.553653838396514","2"
"Some worries","2004","1-pers.-HH","1385","0.480198431519071","0.46209277332949","0.498304089708651","2"
"Some worries","2004","Couple + C. GT 16 ","1948","0.49160379146107","0.47591775493836","0.50728982798378","2"
"Some worries","2004","Couple + C. LE 16 ","2064","0.516294260296539","0.500918686269863","0.531669834323215","2"
"Some worries","2004","Couple + C. LE and GT 16","811","0.446685258668216","0.423628710215515","0.469741807120918","2"
"Big worries","2005","Couple + C. GT 16 ","519","0.164182572305273","0.152159943229644","0.176205201380902","1"
"Big worries","2005","Couple + C. LE 16 ","402","0.119779157062737","0.109327992682521","0.130230321442952","1"
"Big worries","2005","(Married) couple without C. ","1554","0.236523482817142","0.226592736599188","0.246454229035096","1"
"Big worries","2005","1-pers.-HH","700","0.249955366049593","0.234364973451193","0.265545758647993","1"
"Big worries","2005","Couple + C. LE and GT 16","215","0.177796412380522","0.159642740719766","0.195950084041277","1"
"Big worries","2005","Single parent ","188","0.18096544217774","0.158235086516553","0.203695797838926","1"
"No worries","2005","1-pers.-HH","824","0.266725905825561","0.250802057375562","0.28264975427556","3"
"No worries","2005","Couple + C. GT 16 ","1299","0.351281447884889","0.335788431667199","0.366774464102578","3"
"No worries","2005","Single parent ","412","0.366626262273127","0.338175159445416","0.395077365100837","3"
"No worries","2005","(Married) couple without C. ","1656","0.219339672684487","0.209669448126137","0.229009897242837","3"
"No worries","2005","Couple + C. LE 16 ","1379","0.339923942155572","0.324677584766525","0.35517029954462","3"
"No worries","2005","Couple + C. LE and GT 16","698","0.367002390425331","0.344117503164287","0.389887277686374","3"
"Some worries","2005","Single parent ","502","0.452408295549134","0.423021583072996","0.481795008025271","2"
"Some worries","2005","(Married) couple without C. ","3824","0.54413684449837","0.532497776053721","0.55577591294302","2"
"Some worries","2005","1-pers.-HH","1439","0.483318728124846","0.465325444022383","0.501312012227309","2"
"Some worries","2005","Couple + C. GT 16 ","1829","0.484535979809838","0.468316295262435","0.500755664357241","2"
"Some worries","2005","Couple + C. LE 16 ","1927","0.540296900781691","0.524255836384428","0.556337965178954","2"
"Some worries","2005","Couple + C. LE and GT 16","791","0.455201197194148","0.431556537605388","0.478845856782908","2"
"Big worries","2006","1-pers.-HH","827","0.25041621601671","0.235694345070944","0.265138086962477","1"
"Big worries","2006","Couple + C. GT 16 ","498","0.148409231534741","0.136882405198381","0.159936057871101","1"
"Big worries","2006","Couple + C. LE 16 ","427","0.126805005383114","0.116367012324453","0.137242998441774","1"
"Big worries","2006","Couple + C. LE and GT 16","199","0.165533695425232","0.146656027171798","0.184411363678666","1"
"Big worries","2006","Single parent ","206","0.190140542072472","0.167597433954155","0.212683650190789","1"
"Big worries","2006","(Married) couple without C. ","1759","0.244868867826793","0.235362496101976","0.25437523955161","1"
"No worries","2006","Couple + C. GT 16 ","1245","0.339278813663521","0.323927296362103","0.35463033096494","3"
"No worries","2006","Couple + C. LE 16 ","1460","0.360965370373516","0.345899710691748","0.376031030055283","3"
"No worries","2006","1-pers.-HH","1007","0.305307210936098","0.289658209984189","0.320956211888007","3"
"No worries","2006","Single parent ","429","0.380326619411777","0.352437719564934","0.40821551925862","3"
"No worries","2006","Couple + C. LE and GT 16","613","0.381140265434939","0.356471962586393","0.405808568283485","3"
"No worries","2006","(Married) couple without C. ","1896","0.228196703278448","0.218918907351138","0.237474499205758","3"
"Some worries","2006","1-pers.-HH","1493","0.444276573047192","0.427392479496558","0.461160666597825","2"
"Some worries","2006","Couple + C. GT 16 ","1911","0.512311954801738","0.496104973930755","0.528518935672721","2"
"Some worries","2006","(Married) couple without C. ","4205","0.526934428894759","0.51589680029136","0.537972057498158","2"
"Some worries","2006","Single parent ","529","0.429532838515751","0.401095751187555","0.457969925843947","2"
"Some worries","2006","Couple + C. LE 16 ","2017","0.512229624243371","0.49655008694329","0.527909161543452","2"
"Some worries","2006","Couple + C. LE and GT 16","677","0.453326039139829","0.428040613478091","0.478611464801567","2"
"Big worries","2007","1-pers.-HH","752","0.244441034713778","0.229445234439174","0.259436834988382","1"
"Big worries","2007","Couple + C. GT 16 ","510","0.151347439669631","0.139509732826739","0.163185146512524","1"
"Big worries","2007","Couple + C. LE 16 ","384","0.118583144581623","0.107980980457074","0.129185308706171","1"
"Big worries","2007","Couple + C. LE and GT 16","157","0.15079314796065","0.131611764122701","0.1699745317986","1"
"Big worries","2007","Single parent ","171","0.14016433610326","0.119498168872186","0.160830503334334","1"
"Big worries","2007","(Married) couple without C. ","1648","0.2280933627932","0.218504525655544","0.237682199930857","1"
"No worries","2007","1-pers.-HH","904","0.277665019706533","0.262037922343663","0.293292117069402","3"
"No worries","2007","Couple + C. GT 16 ","1175","0.329734937395392","0.314206746815511","0.345263127975272","3"
"No worries","2007","Couple + C. LE 16 ","1379","0.382843397443026","0.366902945273343","0.398783849612708","3"
"No worries","2007","Single parent ","406","0.393539582724607","0.364457273322594","0.422621892126619","3"
"No worries","2007","Couple + C. LE and GT 16","537","0.375075681740834","0.349124594743223","0.401026768738446","3"
"No worries","2007","(Married) couple without C. ","1710","0.216969588886836","0.207550346377079","0.226388831396594","3"
