"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","20.13","14","276","5","10","22","45","100","17.55","22.71","1","180","14","15"
"1985","Urban Area","22.56","14","973","5","8","28","49","150","20.94","24.18","0","300","12","14"
"1986","Rural Area","17.52","14","260","4","8","21","39","62","15.16","19.88","1","230","12","16"
"1986","Urban Area","23.57","14","1020","5","8","30","55","150","21.95","25.19","0","280","14","14"
"1987","Rural Area","19.48","14.18","267","4","7","28","40","91","17.44","21.52","0","141","11","14"
"1987","Urban Area","23.22","14","969","4","7","28","56","165","21.58","24.86","0","310","12","14"
"1988","Rural Area","21.82","14","228","4","7","25","44","150","18.23","25.41","1","261","11","14"
"1988","Urban Area","24.11","14","965","5","7","28","56","150","22.4","25.82","1","300","12","14"
"1989","Rural Area","22.82","14","241","4","7","25","50","180","19.47","26.17","1","210","11","15"
"1989","Urban Area","22.07","14","901","5","8","25","49","107","20.54","23.6","1","211","13","14"
"1990","Rural Area","","","","","","","","","","","","","",""
"1990","Urban Area","","","","","","","","","","","","","",""
"1991","Rural Area","20.04","14","248","5","7","27","45","90","17.16","22.92","1","210","10","14"
"1991","Urban Area","21.7","14","916","4","7","25","45","180","19.93","23.47","1","365","10","14"
"1992","Rural Area","23.91","14","479","5","7","30","49","150","21.06","26.76","1","365","12","14"
"1992","Urban Area","20.67","14","983","4","6","25","47","130","19.22","22.12","1","270","10","14"
"1993","Rural Area","","","","","","","","","","","","","",""
"1993","Urban Area","","","","","","","","","","","","","",""
"1994","Rural Area","19.07","13.35","489","4","7","23","40","110","17.14","21","1","240","10","13"
"1994","Urban Area","19.7","11","1004","3","6","21","43","135","18.28","21.12","1","196","10","11"
"1995","Rural Area","17.99","11","553","3","5","24","42","90","16.39","19.59","0","170","9","11"
"1995","Urban Area","19.63","12","1006","3","6","24","42","123","18.11","21.15","1","250","10","12"
"1996","Rural Area","18.03","13.39","562","4","6","21","41","100","16.45","19.61","1","215","10","12"
"1996","Urban Area","18.39","11","1027","3","6","21","40","130","17","19.78","1","190","10","10"
"1997","Rural Area","16.39","11","528","3","5","21","35","104","14.57","18.21","1","320","8","11"
"1997","Urban Area","17.27","10","1020","3","5","21","40","120","16.02","18.52","1","185","8","10"
"1998","Rural Area","16.57","10","629","3","5","20","40","100","15.15","17.99","1","140","9","10"
"1998","Urban Area","16.58","10","1107","3","5","20","40","102","15.39","17.77","1","210","8","10"
"1999","Rural Area","15.08","10","593","3","5","20","30","88","13.78","16.38","1","150","9","10"
"1999","Urban Area","16.72","10","1081","3","5","18","35","110","15.37","18.07","1","330","9","10"
"2000","Rural Area","16.09","10","1036","2","5","21","35","94","14.91","17.27","1","180","9","10"
"2000","Urban Area","16.4","10","1818","3","5","20","35","100","15.47","17.33","1","305","8","10"
"2001","Rural Area","15.39","10","958","2","5","19","35","120","14.18","16.6","1","210","8","10"
"2001","Urban Area","15.52","10","1676","3","5","20","30","100","14.55","16.49","1","250","8","10"
"2002","Rural Area","14.6","10","948","3","5","18","30","93","13.52","15.68","0","200","8","10"
"2002","Urban Area","15.79","10","1768","2","5","20","35","100","14.84","16.74","1","360","8","9"
"2003","Rural Area","13.58","9","894","3","5","15","30","93","12.44","14.72","1","240","8","10"
"2003","Urban Area","14.57","8","1738","2","4","18","30","102","13.6","15.54","1","242","7","8"
"2004","Rural Area","15.59","10","892","2","5","18","35","90","14.35","16.83","1","275","7","9"
"2004","Urban Area","15.01","8","1698","2","4","15","30","124","14.01","16.01","1","350","7","8"
"2005","Rural Area","12.65","8","826","3","5","14","28","84","11.64","13.66","1","170","7","9"
"2005","Urban Area","15.43","8","1471","2","4","16","32","122","14.36","16.5","1","250","7","8"
"2006","Rural Area","15.24","8","903","2","4","15","35","120","14.01","16.47","1","220","7","10"
"2006","Urban Area","14.13","8","1661","2","4","15","30","105","13.21","15.05","1","280","7","8"
"2007","Rural Area","12.73","8","875","2","4","14","30","90","11.72","13.74","1","150","7","8"
"2007","Urban Area","13.68","7","1567","2","4","14","34","90","12.74","14.62","1","231","7","8"
"2008","Rural Area","13.95","8","836","2","4","15","27","100","12.74","15.16","1","240","7","9"
"2008","Urban Area","12.96","7","1420","2","4","14","30","90","12.05","13.87","1","200","6","7"
"2009","Rural Area","11.66","7","857","2","3","14","27","99","10.24","13.08","1","290","7","8"
"2009","Urban Area","12.81","7","1447","2","3","14","28","113","11.82","13.8","1","300","6","7"
"2010","Rural Area","11.92","6","1138","2","4","13","25","90","10.97","12.87","1","240","6","7"
"2010","Urban Area","13.66","7","2141","2","3","14","28","120","12.86","14.46","1","250","5","6"
"2011","Rural Area","11.73","6","1429","2","3","13","25","90","10.8","12.66","1","250","6","6"
"2011","Urban Area","11.48","6","2472","2","3","12","28","84","10.83","12.13","1","200","5","6"
"2012","Rural Area","12.31","6","1410","2","3","14","30","90","11.38","13.24","1","210","5","6"
"2012","Urban Area","12.15","6","2326","2","3","14","28","98","11.36","12.94","1","300","5","6"
"2013","Rural Area","11.29","6","1294","2","4","12","22","100","10.37","12.21","1","250","5","6"
"2013","Urban Area","12.18","6","2168","2","3","14","28","91","11.42","12.94","1","270","5","6"
"2014","Rural Area","12.22","6","1148","2","3","14","28","96","11.16","13.28","1","210","5","7"
"2014","Urban Area","10.8","6","1868","2","3","12","24","72","10.14","11.46","1","185","5","6"
"2015","Rural Area","10.27","6","1258","1","3","10","21","77","9.32","11.22","1","300","5","6"
"2015","Urban Area","10.74","6","2079","1","3","12","22","90","10.03","11.45","1","260","5","5"
"2016","Rural Area","10.64","6","1179","2","3","10","21","84","9.56","11.72","1","300","5","6"
"2016","Urban Area","10.44","5","2024","1","3","12","21","90","9.72","11.16","1","209","5","5"
"2017","Rural Area","10.26","6","1309","2","3","11","25","65","9.45","11.07","1","200","5","6"
"2017","Urban Area","11.21","5","2273","1","3","12","25","90","10.49","11.93","1","240","5","5"
"2018","Rural Area","10.79","6","1265","1","3","13","22","90","9.86","11.72","1","200","5","6"
"2018","Urban Area","10.43","5","2169","1","3","10","22","92","9.67","11.19","1","280","4","5"
"2019","Rural Area","10.67","6","1221","1","3","12","21","77","9.64","11.7","1","270","5","5"
"2019","Urban Area","10.09","5","2004","1","3","10","21","90","9.38","10.8","1","240","5","5"
