"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","Female","20.15","14","162","6","9","21","49","100","16.68","23.62","1","180","11","14"
"1985","Rural Area","Male","20.1","14","114","5","10","24","44","70","16.25","23.95","2","150","14","20"
"1985","Urban Area","Female","20.87","14","592","4","7","28","49","120","19.01","22.73","1","300","10","13"
"1985","Urban Area","Male","25.44","15","381","5","10","28","48","210","22.48","28.4","0","300","14","20"
"1986","Rural Area","Female","17","14","149","4","7","21","32","70","13.38","20.62","1","230","10","16"
"1986","Rural Area","Male","18.24","14","111","5","9","21","42","62","15.53","20.95","1","62","12","20"
"1986","Urban Area","Female","22.18","14","573","5","7","28","45","150","19.94","24.42","1","280","11","14"
"1986","Urban Area","Male","25.48","15","447","5","9","30","60","120","23.18","27.78","0","180","14","16"
"1987","Rural Area","Female","18.77","14","172","4","7","28","40","91","16.19","21.35","1","141","10","14"
"1987","Rural Area","Male","20.81","15.33","95","5","10","28","35","100","17.44","24.18","0","100","11","20"
"1987","Urban Area","Female","22.63","14","587","4","7","26","50","180","20.56","24.7","1","215","10","14"
"1987","Urban Area","Male","24.19","14","382","4","9","30","60","95","21.5","26.88","0","310","14","15"
"1988","Rural Area","Female","20.88","12","132","4","7","24","44","150","15.93","25.83","1","261","10","14"
"1988","Rural Area","Male","23.17","15.51","96","5","9","30","45","185","17.93","28.41","1","185","12","20"
"1988","Urban Area","Female","24.61","14","565","5","7","28","60","180","22.22","27","1","300","11","14"
"1988","Urban Area","Male","23.41","14","400","5","8","28","56","140","21.02","25.8","1","180","12","14"
"1989","Rural Area","Female","25.44","14","137","5","7","21","56","210","20.02","30.86","1","210","10","14"
"1989","Rural Area","Male","19.39","15","104","4","7","28","42","63","16.27","22.51","1","100","10","17"
"1989","Urban Area","Female","22.68","14","558","5","8","28","50","143","20.57","24.79","1","211","12","14"
"1989","Urban Area","Male","21.06","14","343","4","8","24","48","95","18.94","23.18","1","130","12","14"
"1990","Rural Area","Female","","","","","","","","","","","","","",""
"1990","Rural Area","Male","","","","","","","","","","","","","",""
"1990","Urban Area","Female","","","","","","","","","","","","","",""
