"year","age_gr","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","16-34 y.","Rural Area","13.46","10","106","5","6","14","25","100","9.96","16.96","2","150","10","13"
"1985","16-34 y.","Urban Area","14.03","9","360","3","5","14","25","90","11.8","16.26","1","300","8","10"
"1985","35-65 y.","Rural Area","22.16","14.89","126","6","10","28","50","100","17.82","26.5","1","180","14","20"
"1985","35-65 y.","Urban Area","22.88","14","484","5","9","28","48","150","20.66","25.1","0","220","14","17"
"1985","66 and older","Rural Area","25.16","18.27","44","10","14","28","60","100","19.64","30.68","7","100","14","21"
"1985","66 and older","Urban Area","32.44","25.95","129","9","14","40","60","150","26.55","38.33","2","300","21","29"
"1986","16-34 y.","Rural Area","13.8","10","93","3","6","18","26","55","8.56","19.04","1","230","8","14"
"1986","16-34 y.","Urban Area","17.68","9","377","4","5","16","35","160","14.9","20.46","0","280","8","10"
"1986","35-65 y.","Rural Area","18.91","14.32","125","5","8","27","40","70","16.29","21.53","1","70","11","20"
"1986","35-65 y.","Urban Area","25.09","15.97","498","5","9","30","60","150","22.86","27.32","0","212","14","19"
"1986","66 and older","Rural Area","19.75","14.63","42","8","12","21","30","74","15.04","24.46","2","74","14","21"
"1986","66 and older","Urban Area","27.56","21","145","8","14","38","56","108","23.57","31.55","1","180","19","26"
"1987","16-34 y.","Rural Area","12.1","8","103","2","5","15","22","91","9.81","14.39","0","91","7","10"
"1987","16-34 y.","Urban Area","12.65","9","372","2","5","14","23","80","11.11","14.19","0","210","8","10"
"1987","35-65 y.","Rural Area","20.32","14","114","4","7","28","35","100","16.68","23.96","0","141","11","20"
"1987","35-65 y.","Urban Area","23.57","14","444","4","8","28","56","175","20.96","26.18","1","310","14","16"
"1987","66 and older","Rural Area","26.37","24","50","7","17","35","42","80","22.17","30.57","4","80","21","29"
"1987","66 and older","Urban Area","33.75","21","153","7","14","42","70","189","28.39","39.11","1","215","21","28"
"1988","16-34 y.","Rural Area","14.89","8","92","4","5","15","22","185","10.7","19.08","1","185","7","12"
"1988","16-34 y.","Urban Area","13.02","7","348","3","6","13","21","90","10.86","15.18","1","271","7","9"
"1988","35-65 y.","Rural Area","21.21","16","96","4","9","25","42","90","16.81","25.61","1","130","13","20"
"1988","35-65 y.","Urban Area","24.07","14","468","5","8","28","56","180","21.53","26.61","1","300","14","14"
"1988","66 and older","Rural Area","32.38","22.82","40","8","14","41","60","261","18.02","46.74","1","261","14","30"
"1988","66 and older","Urban Area","35.54","24.92","149","7","14","42","80","210","30.42","40.66","1","210","21","28"
"1989","16-34 y.","Rural Area","9.9","7.34","81","2","5","14","20","35","8.1","11.7","1","48","7","10"
"1989","16-34 y.","Urban Area","15.34","9","366","3","5","16","30","100","13.12","17.56","1","180","8","10"
"1989","35-65 y.","Rural Area","23.31","14","118","4","8","24","51","140","18.35","28.27","1","180","11","18"
"1989","35-65 y.","Urban Area","22.71","14","391","5","9","28","48","98","20.44","24.98","1","211","14","16"
"1989","66 and older","Rural Area","36.1","24.06","42","10","15","40","75","210","24.56","47.64","5","210","18","36"
"1989","66 and older","Urban Area","28.44","21","144","8","13","30","63","107","24.11","32.77","1","200","16","22"
"1990","16-34 y.","Rural Area","","","","","","","","","","","","","",""
"1990","16-34 y.","Urban Area","","","","","","","","","","","","","",""
"1990","35-65 y.","Rural Area","","","","","","","","","","","","","",""
"1990","35-65 y.","Urban Area","","","","","","","","","","","","","",""
"1990","66 and older","Rural Area","","","","","","","","","","","","","",""
"1990","66 and older","Urban Area","","","","","","","","","","","","","",""
"1991","16-34 y.","Rural Area","13.5","7","101","2","5","18","30","80","8.99","18.01","1","180","7","10"
"1991","16-34 y.","Urban Area","14.72","8","348","3","5","15","31","85","12.44","17","1","300","7","9"
"1991","35-65 y.","Rural Area","18.26","14","95","4","7","21","41","90","14.83","21.69","1","90","12","18"
"1991","35-65 y.","Urban Area","22.14","14","410","4","7","24","48","180","19.46","24.82","1","365","12","14"
"1991","66 and older","Rural Area","29.37","21","52","6","12","42","50","210","20.96","37.78","1","210","14","32"
"1991","66 and older","Urban Area","29.19","21","158","7","12","35","56","220","23.85","34.53","1","240","18","21"
"1992","16-34 y.","Rural Area","15.84","8.99","180","3","6","14","30","120","12.59","19.09","1","150","8","10"
"1992","16-34 y.","Urban Area","11.63","7","366","3","5","14","23","70","10.36","12.9","1","100","7","8"
"1992","35-65 y.","Rural Area","22.25","14","205","5","7","30","49","105","18.51","25.99","1","270","12","17"
"1992","35-65 y.","Urban Area","18.84","14","432","4","7","21","40","120","16.79","20.89","1","196","12","14"
"1992","66 and older","Rural Area","34.58","21","94","7","12","40","56","365","24.47","44.69","3","365","15","28"
"1992","66 and older","Urban Area","31.6","21","185","5","10","42","61","180","26.51","36.69","1","270","17","25"
"1993","16-34 y.","Rural Area","","","","","","","","","","","","","",""
"1993","16-34 y.","Urban Area","","","","","","","","","","","","","",""
"1993","35-65 y.","Rural Area","","","","","","","","","","","","","",""
"1993","35-65 y.","Urban Area","","","","","","","","","","","","","",""
"1993","66 and older","Rural Area","","","","","","","","","","","","","",""
"1993","66 and older","Urban Area","","","","","","","","","","","","","",""
"1994","16-34 y.","Rural Area","11.39","7","168","1","5","14","21","98","8.69","14.09","1","120","6","9"
"1994","16-34 y.","Urban Area","10.07","6","329","2","4","10","19","90","8.33","11.81","1","196","6","7"
"1994","35-65 y.","Rural Area","19.69","12.58","210","4","6","24","38","180","16.37","23.01","1","240","10","14"
"1994","35-65 y.","Urban Area","19.29","12","466","3","7","21","40","135","17.25","21.33","1","180","10","14"
"1994","66 and older","Rural Area","23.32","15","111","7","11","28","55","100","19.49","27.15","1","110","14","21"
"1994","66 and older","Urban Area","27.1","16","209","5","9","31","70","150","23.16","31.04","1","160","14","21"
"1995","16-34 y.","Rural Area","9.91","6","187","2","4","12","21","50","8.2","11.62","1","73","6","8"
"1995","16-34 y.","Urban Area","10.37","7","335","2","5","11","20","80","8.72","12.02","1","150","7","8"
"1995","35-65 y.","Rural Area","18.88","12","265","2","5","25","42","90","16.53","21.23","0","150","10","12"
"1995","35-65 y.","Urban Area","19.92","12","473","3","6","22","42","150","17.52","22.32","1","250","11","14"
"1995","66 and older","Rural Area","24.05","18","101","4","10","30","56","91","19.13","28.97","1","170","14","21"
"1995","66 and older","Urban Area","26.48","20","198","4","10","30","56","180","22.43","30.53","1","195","16","21"
"1996","16-34 y.","Rural Area","10.77","7","171","2","5","14","21","50","9","12.54","1","70","6","8"
"1996","16-34 y.","Urban Area","11.25","7","320","2","4","12","21","90","9.99","12.51","1","128","7","7"
"1996","35-65 y.","Rural Area","20.06","11.89","273","3","7","23","42","140","17.44","22.68","1","215","10","14"
"1996","35-65 y.","Urban Area","18.23","10","501","3","5","20","40","160","16.07","20.39","1","190","10","12"
"1996","66 and older","Rural Area","20.19","14","118","5","9","24","41","100","16.73","23.65","1","106","14","17"
"1996","66 and older","Urban Area","23.97","14","206","3","9","30","50","150","20.15","27.79","1","180","14","20"
"1997","16-34 y.","Rural Area","10.37","7","180","3","5","10","20","69","8.66","12.08","1","73","6","8"
"1997","16-34 y.","Urban Area","10.63","5.51","318","2","3","9","20","125","8.71","12.55","1","150","5","7"
"1997","35-65 y.","Rural Area","18.49","14","250","3","6","21","35","120","15.12","21.86","1","320","10","14"
"1997","35-65 y.","Urban Area","15.96","10","484","3","5","20","36","90","14.29","17.63","1","182","9","10"
"1997","66 and older","Rural Area","19.06","14","98","2","6","28","41","60","15.77","22.35","1","104","11","16"
"1997","66 and older","Urban Area","24.22","14","218","6","10","30","50","160","20.89","27.55","1","185","14","20"
"1998","16-34 y.","Rural Area","8.75","7","180","2","4","10","14","49","7.04","10.46","1","100","6","7"
"1998","16-34 y.","Urban Area","9.58","6","349","3","4","10","15","84","8.01","11.15","1","181","6","7"
"1998","35-65 y.","Rural Area","16.13","10","321","3","5","20","35","135","14.09","18.17","1","140","9","13"
