"year","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","","","","","","","","","","","","","",""
"1984","West Germany","23.65","14","1357","4","7","30","56","128","22.21","25.09","1","365","13","14"
"1985","East Germany","","","","","","","","","","","","","",""
"1985","West Germany","21.94","14","1249","5","8","28","48","130","20.55","23.33","0","300","13","14"
"1986","East Germany","","","","","","","","","","","","","",""
"1986","West Germany","22.19","14","1280","5","8","28","47","120","20.82","23.56","0","280","14","14"
"1987","East Germany","","","","","","","","","","","","","",""
"1987","West Germany","22.35","14","1236","4","7","28","48","132","20.99","23.71","0","310","12","14"
"1988","East Germany","","","","","","","","","","","","","",""
"1988","West Germany","23.63","14","1193","5","7","28","52","150","22.09","25.17","1","300","12","14"
"1989","East Germany","","","","","","","","","","","","","",""
"1989","West Germany","22.25","14","1142","5","8","25","49","128","20.85","23.65","1","211","13","14"
"1990","East Germany","","","","","","","","","","","","","",""
"1990","West Germany","","","","","","","","","","","","","",""
"1991","East Germany","","","","","","","","","","","","","",""
"1991","West Germany","21.31","14","1164","4","7","25","45","180","19.79","22.83","1","365","10","14"
"1992","East Germany","21.43","14","366","4","7","28","40","196","18.25","24.61","1","270","11","14"
"1992","West Germany","21.8","14","1115","4","7","28","49","130","20.3","23.3","1","365","10","14"
"1993","East Germany","","","","","","","","","","","","","",""
"1993","West Germany","","","","","","","","","","","","","",""
"1994","East Germany","22.69","14","394","4","7","24","44","180","20.09","25.29","1","240","10","14"
"1994","West Germany","18.86","12","1099","3","6","21","42","120","17.61","20.11","1","196","10","11"
"1995","East Germany","18.59","12","425","3","6","24","42","91","16.76","20.42","1","186","9","12"
"1995","West Germany","19.23","12","1134","3","6","24","42","120","17.83","20.63","0","250","10","12"
"1996","East Germany","17.59","12","451","3","6","21","37","106","15.76","19.42","1","180","10","12"
"1996","West Germany","18.45","11","1138","3","6","21","40","130","17.16","19.74","1","215","10","10"
"1997","East Germany","16.04","11","416","3","6","21","35","84","14.59","17.49","1","105","9","12"
"1997","West Germany","17.24","10","1132","3","5","21","40","120","15.93","18.55","1","320","8","10"
"1998","East Germany","17.25","10","482","3","5","20","40","102","15.52","18.98","1","150","9","11"
"1998","West Germany","16.41","10","1254","3","5","20","40","100","15.32","17.5","1","210","8","10"
"1999","East Germany","15.9","11","482","3","6","20","32","100","14.31","17.49","1","150","10","12"
"1999","West Germany","16.29","10","1192","3","5","19","35","110","15.06","17.52","1","330","9","10"
"2000","East Germany","15.4","10","713","3","5","20","35","91","14.15","16.65","1","124","8","10"
"2000","West Germany","16.52","10","2141","3","5","20","35","100","15.64","17.4","1","305","9","10"
"2001","East Germany","16.14","10","647","3","5","20","35","112","14.67","17.61","1","180","8","10"
"2001","West Germany","15.32","10","1987","3","5","20","30","110","14.43","16.21","1","250","8","9"
"2002","East Germany","16.49","10","652","3","5","20","36","102","15.03","17.95","0","180","9","10"
"2002","West Germany","15.13","9","2064","2","5","19","32","93","14.29","15.97","1","360","7","8"
"2003","East Germany","13.8","10","655","3","5","17","30","97","12.51","15.09","1","215","8","10"
"2003","West Germany","14.37","8","1977","2","4","17","30","90","13.47","15.27","1","242","7","8"
"2004","East Germany","15.89","10","629","3","5","20","35","92","14.29","17.49","1","350","8","10"
"2004","West Germany","15.04","8","1961","2","4","15","30","120","14.15","15.93","1","275","7","8"
"2005","East Germany","15.41","9","613","3","5","14","39","122","14.06","16.76","1","170","8","9"
"2005","West Germany","14.24","8","1684","2","4","15","30","120","13.3","15.18","1","250","7","8"
"2006","East Germany","16.35","10","662","3","5","19","32","105","14.9","17.8","1","220","8","10"
"2006","West Germany","14.02","7","1902","2","4","14","30","112","13.16","14.88","1","280","7","8"
"2007","East Germany","13.75","8","632","2","4","14","32","90","12.51","14.99","1","150","7","9"
"2007","West Germany","13.28","7","1810","2","4","14","30","84","12.44","14.12","1","231","7","7"
"2008","East Germany","13.25","9","608","2","5","15","31","80","11.88","14.62","1","123","7","9"
"2008","West Germany","13.32","7","1648","2","4","14","30","90","12.46","14.18","1","240","6","7"
"2009","East Germany","11.91","7","614","2","4","14","23","90","10.34","13.48","1","290","7","8"
"2009","West Germany","12.52","7","1690","2","3","14","28","100","11.57","13.47","1","300","6","7"
"2010","East Germany","11.85","6","773","2","4","12","23","90","10.7","13","1","240","5","7"
"2010","West Germany","13.43","7","2506","2","3","14","28","120","12.71","14.15","1","250","5","6"
"2011","East Germany","11.49","7","932","2","4","13","22","90","10.33","12.65","1","210","6","7"
"2011","West Germany","11.58","6","2969","2","3","12","28","84","10.98","12.18","1","250","5","6"
"2012","East Germany","12.93","7","892","2","3","14","30","107","11.74","14.12","1","180","5","7"
"2012","West Germany","12.03","6","2844","2","3","14","28","90","11.32","12.74","1","300","5","6"
"2013","East Germany","11.33","7","808","2","4","13","27","60","10.25","12.41","1","215","6","7"
"2013","West Germany","12","6","2654","2","3","13","25","100","11.31","12.69","1","270","5","6"
"2014","East Germany","11.76","7","740","2","3","14","26","80","10.5","13.02","1","210","6","7"
"2014","West Germany","11.21","6","2276","2","3","12","25","80","10.56","11.86","1","210","5","6"
"2015","East Germany","10.99","6","751","1","3","14","21","82","10.03","11.95","1","122","5","6"
"2015","West Germany","10.48","6","2586","1","3","10","21","90","9.8","11.16","1","300","5","5"
"2016","East Germany","12.18","6","686","2","3","11","28","91","10.75","13.61","1","300","5","7"
"2016","West Germany","10.14","5","2517","2","3","11","21","84","9.48","10.8","1","270","5","5"
"2017","East Germany","10.75","6.91","794","2","3","12","24","70","9.59","11.91","1","200","6","7"
"2017","West Germany","10.93","5","2788","1","3","11","25","90","10.31","11.55","1","240","5","5"
"2018","East Germany","11.53","6","809","2","3","12","27","90","10.29","12.77","1","200","5","6"
"2018","West Germany","10.32","5","2625","1","3","10","21","100","9.65","10.99","1","280","4","5"
