"year","age_gr","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1984","16-34 y.","West Germany","14.2","8","462","3","5","14","30","90","12.61","15.79","1","120","7","9"
"1984","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1984","35-65 y.","West Germany","24.9","14","702","4","8","30","56","140","22.68","27.12","1","365","14","15"
"1984","66 and older","East Germany","","","","","","","","","","","","","",""
"1984","66 and older","West Germany","32.64","21","193","10","14","42","62","140","28.47","36.81","1","180","20","28"
"1985","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1985","16-34 y.","West Germany","13.87","9","466","4","6","14","25","90","11.98","15.76","1","300","8","10"
"1985","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1985","35-65 y.","West Germany","22.71","14","610","5","9","28","49","150","20.74","24.68","0","220","14","16"
"1985","66 and older","East Germany","","","","","","","","","","","","","",""
"1985","66 and older","West Germany","30.52","21","173","10","14","35","60","150","25.91","35.13","2","300","21","28"
"1986","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1986","16-34 y.","West Germany","16.75","10","470","3","5","16","34","120","14.3","19.2","0","280","8","10"
"1986","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1986","35-65 y.","West Germany","23.68","15.25","623","5","8","29","50","120","21.82","25.54","0","212","14","18"
"1986","66 and older","East Germany","","","","","","","","","","","","","",""
"1986","66 and older","West Germany","25.88","21","187","8","14","35","50","108","22.6","29.16","1","180","17","22"
"1987","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1987","16-34 y.","West Germany","12.52","9","475","2","5","14","23","80","11.22","13.82","0","210","8","10"
"1987","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1987","35-65 y.","West Germany","22.85","14","558","4","8","28","49","141","20.64","25.06","0","310","14","15"
"1987","66 and older","East Germany","","","","","","","","","","","","","",""
"1987","66 and older","West Germany","31.99","23","203","7","14","40","65","165","27.81","36.17","1","215","21","28"
"1988","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1988","16-34 y.","West Germany","13.48","7.97","440","4","6","14","21","90","11.57","15.39","1","271","7","9"
"1988","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1988","35-65 y.","West Germany","23.52","14","564","5","8","28","56","150","21.29","25.75","1","300","14","14"
"1988","66 and older","East Germany","","","","","","","","","","","","","",""
"1988","66 and older","West Germany","34.92","24.91","189","8","14","42","76","210","29.93","39.91","1","261","21","28"
"1989","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1989","16-34 y.","West Germany","14.19","8","447","3","5","14","24","100","12.34","16.04","1","180","8","10"
"1989","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1989","35-65 y.","West Germany","22.88","14","509","5","9","28","50","140","20.8","24.96","1","211","14","15"
"1989","66 and older","East Germany","","","","","","","","","","","","","",""
"1989","66 and older","West Germany","30.02","21","186","8","14","36","63","200","25.8","34.24","1","210","18","24"
"1990","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1990","16-34 y.","West Germany","","","","","","","","","","","","","",""
"1990","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1990","35-65 y.","West Germany","","","","","","","","","","","","","",""
