"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","general elemantary","Female","27.42","18.56","282","6","10","30","60","140","24.39","30.45","1","160","14","17"
"1984","general elemantary","Male","24.82","15.04","115","4","10","30","60","120","20.36","29.28","1","120","14","20"
"1984","higher education","Female","","","","","","","","","","","","","",""
"1984","higher education","Male","19.22","10","34","2","4","28","42","141","10.02","28.42","1","141","6","14"
"1984","higher vocational","Female","16.74","10.73","39","3","7","21","30","101","10.3","23.18","1","101","7","14"
"1984","higher vocational","Male","32.08","18","48","6","10","31","110","120","22.15","42.01","1","120","13","28"
"1984","in school","Female","","","","","","","","","","","","","",""
"1984","in school","Male","","","","","","","","","","","","","",""
"1984","inadequately","Female","19.01","13.39","88","3","7","28","35","90","14.72","23.3","2","120","10","18"
"1984","inadequately","Male","25.69","14","49","3","6","42","60","120","17.87","33.51","1","120","10","21"
"1984","middle vocational","Female","21.16","13","324","4","6","28","44","150","18.27","24.05","1","280","10","13"
"1984","middle vocational","Male","24.21","14","303","4","8","30","56","128","20.61","27.81","1","365","13","16"
"1984","vocational + Abi","Female","","","","","","","","","","","","","",""
"1984","vocational + Abi","Male","","","","","","","","","","","","","",""
"1985","general elemantary","Female","23.04","15","266","6","10","28","49","100","20.64","25.44","1","150","13","15"
"1985","general elemantary","Male","30.56","14","97","5","10","31","60","220","24.13","36.99","0","220","14","18"
"1985","higher education","Female","14.1","10","41","3","6","16","28","71","9.83","18.37","2","71","7","12"
"1985","higher education","Male","25.9","22.42","31","5","8","35","45","90","18.77","33.03","1","90","10","33"
"1985","higher vocational","Female","15.6","10","43","3","7","25","30","54","11.97","19.23","2","54","8","15"
"1985","higher vocational","Male","22.46","18.99","35","6","10","28","46","84","15.9","29.02","3","84","10","22"
"1985","in school","Female","","","","","","","","","","","","","",""
"1985","in school","Male","","","","","","","","","","","","","",""
"1985","inadequately","Female","32.46","14","67","4","6","21","35","300","21.05","43.87","1","300","12","15"
"1985","inadequately","Male","24.88","16.62","39","10","13","30","55","80","16.02","33.74","1","150","15","30"
"1985","middle vocational","Female","19.7","13","307","5","7","21","50","91","17.59","21.81","1","127","10","12"
"1985","middle vocational","Male","22.22","14","274","5","10","28","42","150","18.91","25.53","1","300","14","18"
"1985","vocational + Abi","Female","","","","","","","","","","","","","",""
"1985","vocational + Abi","Male","","","","","","","","","","","","","",""
"1986","general elemantary","Female","22.77","16","250","5","8","30","42","120","19.85","25.69","1","212","13","16"
"1986","general elemantary","Male","23.54","15","112","3","10","25","60","150","19.56","27.52","0","150","14","21"
"1986","higher education","Female","10.66","10","34","4","6","14","20","22","8.68","12.64","1","22","6","13"
"1986","higher education","Male","26.82","13.52","39","5","8","30","90","120","18.18","35.46","1","120","8","21"
"1986","higher vocational","Female","21.16","16.37","33","4","6","31","39","90","14.51","27.81","1","90","7","21"
"1986","higher vocational","Male","22.13","14","40","3","7","29","51","117","14.96","29.3","2","117","10","21"
"1986","in school","Female","","","","","","","","","","","","","",""
"1986","in school","Male","","","","","","","","","","","","","",""
"1986","inadequately","Female","18.69","10","65","5","7","20","40","210","11.56","25.82","2","210","9","17"
"1986","inadequately","Male","18.03","14","45","5","8","21","30","70","11.95","24.11","0","90","14","22"
"1986","middle vocational","Female","20.4","14","313","5","7","24","42","180","17.08","23.72","1","280","10","14"
"1986","middle vocational","Male","24.71","14","292","5","10","31","56","120","21.88","27.54","0","180","14","17"
"1986","vocational + Abi","Female","","","","","","","","","","","","","",""
"1986","vocational + Abi","Male","","","","","","","","","","","","","",""
"1987","general elemantary","Female","27.5","16","264","5","9","30","60","189","23.82","31.18","1","215","13","15"
"1987","general elemantary","Male","21.27","12","92","3","7","28","45","100","17.28","25.26","0","100","10","14"
"1987","higher education","Female","20.16","6.8","34","3","4","18","49","210","7.24","33.08","1","210","5","12"
"1987","higher education","Male","24.36","12.5","44","4","7","40","67","94","17.26","31.46","1","94","10","20"
"1987","higher vocational","Female","16.06","10","44","3","5","14","30","100","10.62","21.5","1","100","6","11"
"1987","higher vocational","Male","","","","","","","","","","","","","",""
"1987","in school","Female","","","","","","","","","","","","","",""
"1987","in school","Male","","","","","","","","","","","","","",""
"1987","inadequately","Female","12.77","9","64","3","5","15","28","50","9.94","15.6","2","50","10","20"
"1987","inadequately","Male","18.29","14.08","31","1","7","21","40","60","12.03","24.55","0","60","14","28"
"1987","middle vocational","Female","19.32","14","322","5","6","24","40","100","17.28","21.36","1","165","10","14"
"1987","middle vocational","Male","24.6","16","262","5","10","30","56","110","21.1","28.1","0","310","14","18"
"1987","vocational + Abi","Female","","","","","","","","","","","","","",""
"1987","vocational + Abi","Male","","","","","","","","","","","","","",""
"1988","general elemantary","Female","26.68","14","264","5","8","30","60","150","22.37","30.99","1","300","12","14"
"1988","general elemantary","Male","16.83","11.53","98","5","7","21","40","90","14.01","19.65","1","90","10","14"
"1988","higher education","Female","","","","","","","","","","","","","",""
"1988","higher education","Male","33.11","14.54","37","6","8","42","125","150","20.75","45.47","3","150","9","21"
"1988","higher vocational","Female","13.62","10.25","33","4","5","20","35","39","10.35","16.89","2","39","6","12"
"1988","higher vocational","Male","23.52","17.57","48","4","7","36","45","90","17.69","29.35","1","90","11","21"
"1988","in school","Female","","","","","","","","","","","","","",""
"1988","in school","Male","","","","","","","","","","","","","",""
"1988","inadequately","Female","14.31","8.29","58","5","5","20","21","80","9.7","18.92","2","90","10","15"
"1988","inadequately","Male","23.98","15.24","34","8","13","30","52","110","16.74","31.22","1","110","14","30"
"1988","middle vocational","Female","22.45","13","278","5","6","22","55","180","19.55","25.35","1","180","10","14"
"1988","middle vocational","Male","24.08","14","257","5","8","28","52","126","20.86","27.3","1","185","14","15"
"1988","vocational + Abi","Female","","","","","","","","","","","","","",""
"1988","vocational + Abi","Male","","","","","","","","","","","","","",""
"1989","general elemantary","Female","26.44","16","243","5","10","30","56","200","22.49","30.39","1","211","12","15"
"1989","general elemantary","Male","16.93","14","90","4","7","21","40","90","13.72","20.14","1","100","13","14"
"1989","higher education","Female","","","","","","","","","","","","","",""
"1989","higher education","Male","","","","","","","","","","","","","",""
"1989","higher vocational","Female","19.92","9.17","32","4","6","21","60","84","13.39","26.45","1","84","5","12"
"1989","higher vocational","Male","","","","","","","","","","","","","",""
"1989","in school","Female","","","","","","","","","","","","","",""
"1989","in school","Male","","","","","","","","","","","","","",""
"1989","inadequately","Female","18.46","12","61","3","6","15","45","156","11.56","25.36","1","156","14","18"
"1989","inadequately","Male","21.51","18","31","2","3","30","42","84","14.65","28.37","2","84","14","30"
"1989","middle vocational","Female","21.87","14","299","5","7","24","49","143","19.16","24.58","1","180","11","14"
"1989","middle vocational","Male","20.84","14","251","4","8","25","45","95","18.4","23.28","1","130","11","14"
"1989","vocational + Abi","Female","","","","","","","","","","","","","",""
"1989","vocational + Abi","Male","","","","","","","","","","","","","",""
"1990","general elemantary","Female","","","","","","","","","","","","","",""
"1990","general elemantary","Male","","","","","","","","","","","","","",""
"1990","higher education","Female","","","","","","","","","","","","","",""
"1990","higher education","Male","","","","","","","","","","","","","",""
"1990","higher vocational","Female","","","","","","","","","","","","","",""
"1990","higher vocational","Male","","","","","","","","","","","","","",""
"1990","in school","Female","","","","","","","","","","","","","",""
"1990","in school","Male","","","","","","","","","","","","","",""
"1990","inadequately","Female","","","","","","","","","","","","","",""
