"year","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Baden-W?rttemberg","23.71","14","262","4","6","28","50","150","20.12","27.3","1","280","10","14"
"1984","Bavaria","22.31","14","230","4","7","28","53","141","19.17","25.45","1","180","10","14"
"1984","Berlin","25.92","14","40","6","10","30","63","112","18.64","33.2","1","112","12","21"
"1984","Brandenburg","","","","","","","","","","","","","",""
"1984","Bremen","","","","","","","","","","","","","",""
"1984","Hamburg","26.64","16.41","36","2","10","30","62","128","17.55","35.73","1","128","10","22"
"1984","Hesse","21.72","14","144","4","10","25","42","107","18.04","25.4","1","150","10","15"
"1984","Lower Saxony","24.91","14","136","4","7","30","52","118","17.8","32.02","1","365","10","14"
"1984","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1984","North Rhine-Westphalia","25.1","14","360","4","8","35","60","120","22.57","27.63","1","140","12","14"
"1984","Rhineland-Palatinate,Saarland","22.89","14","91","6","8","28","49","115","18.33","27.45","1","115","10","20"
"1984","Saxony","","","","","","","","","","","","","",""
"1984","Saxony-Anhalt","","","","","","","","","","","","","",""
"1984","Schleswig-Holstein","18.44","10","40","3","7","22","55","78","13.39","23.49","1","78","8","14"
"1984","Thuringia","","","","","","","","","","","","","",""
"1985","Baden-W?rttemberg","21.88","14","236","4","7","21","42","220","18.13","25.63","0","300","12","14"
"1985","Bavaria","21.55","14","234","5","7","25","50","130","18.36","24.74","1","180","12","14"
"1985","Berlin","30.76","15.48","34","6","11","35","85","150","19.76","41.76","1","150","10","21"
"1985","Brandenburg","","","","","","","","","","","","","",""
"1985","Bremen","","","","","","","","","","","","","",""
"1985","Hamburg","37.93","14","32","3","6","28","93","300","16.38","59.48","1","300","7","21"
"1985","Hesse","20.52","14","111","5","7","25","40","130","17.22","23.82","1","130","10","15"
"1985","Lower Saxony","23.62","15","117","5","10","28","56","90","19.56","27.68","1","130","14","20"
"1985","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1985","North Rhine-Westphalia","19.72","14","346","4","7","28","42","91","17.51","21.93","1","210","10","14"
"1985","Rhineland-Palatinate,Saarland","19.76","14","87","6","10","28","40","120","16.14","23.38","1","120","10","17"
"1985","Saxony","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","20.91","14","44","7","10","28","49","78","15.68","26.14","3","78","10","15"
"1985","Thuringia","","","","","","","","","","","","","",""
"1986","Baden-W?rttemberg","20.97","10","256","4","6","28","45","120","17.39","24.55","0","247","10","14"
"1986","Bavaria","22.48","14","221","4","7","25","49","108","19.04","25.92","0","280","10","14"
"1986","Berlin","27.3","18.4","42","5","13","28","57","180","18.31","36.29","3","180","14","21"
"1986","Brandenburg","","","","","","","","","","","","","",""
"1986","Bremen","","","","","","","","","","","","","",""
"1986","Hamburg","","","","","","","","","","","","","",""
"1986","Hesse","21.13","14","131","4","7","30","52","90","17.64","24.62","0","90","10","16"
"1986","Lower Saxony","23.3","14.67","112","5","8","28","51","120","18.63","27.97","1","120","12","20"
"1986","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1986","North Rhine-Westphalia","21.76","14","350","5","8","26","42","150","19.25","24.27","1","210","14","16"
"1986","Rhineland-Palatinate,Saarland","25.28","16.14","94","6","10","36","56","82","19.89","30.67","1","212","12","20"
"1986","Saxony","","","","","","","","","","","","","",""
"1986","Saxony-Anhalt","","","","","","","","","","","","","",""
"1986","Schleswig-Holstein","14.91","14","34","4","10","16","30","48","11.27","18.55","2","48","10","14"
"1986","Thuringia","","","","","","","","","","","","","",""
"1987","Baden-W?rttemberg","18.21","14","250","5","7","21","35","91","16.43","19.99","0","100","10","14"
"1987","Bavaria","23.05","14","205","3","6","28","48","165","19.45","26.65","1","215","10","14"
"1987","Berlin","24.42","18.73","43","6","8","35","45","100","18.41","30.43","3","100","9","21"
"1987","Brandenburg","","","","","","","","","","","","","",""
"1987","Bremen","","","","","","","","","","","","","",""
"1987","Hamburg","","","","","","","","","","","","","",""
"1987","Hesse","25.97","14.7","121","5","10","28","63","210","21.09","30.85","0","210","12","20"
"1987","Lower Saxony","21.57","14","131","3","6","26","49","189","17.4","25.74","0","189","10","15"
"1987","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1987","North Rhine-Westphalia","23.14","14","339","5","8","28","56","120","20.18","26.1","1","310","12","15"
"1987","Rhineland-Palatinate,Saarland","27.67","14.46","81","3","7","35","75","222","20.7","34.64","1","222","8","17"
"1987","Saxony","","","","","","","","","","","","","",""
"1987","Saxony-Anhalt","","","","","","","","","","","","","",""
"1987","Schleswig-Holstein","13.49","11.56","31","2","6","20","30","43","9.68","17.3","1","43","6","17"
"1987","Thuringia","","","","","","","","","","","","","",""
"1988","Baden-W?rttemberg","23.01","14","209","5","7","21","56","150","19.22","26.8","1","271","10","14"
"1988","Bavaria","22.95","14","205","4","7","30","45","185","19.07","26.83","1","261","10","14"
"1988","Berlin","23.59","14","34","4","7","28","63","90","15.8","31.38","1","90","10","21"
"1988","Brandenburg","","","","","","","","","","","","","",""
"1988","Bremen","","","","","","","","","","","","","",""
"1988","Hamburg","","","","","","","","","","","","","",""
"1988","Hesse","21.72","14","106","4","7","21","60","100","18.11","25.33","1","100","10","14"
"1988","Lower Saxony","20.93","14","132","5","7","21","50","150","17.37","24.49","1","150","10","14"
"1988","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1988","North Rhine-Westphalia","25.02","14","339","5","8","28","51","180","22.13","27.91","1","180","12","14"
"1988","Rhineland-Palatinate,Saarland","24.84","14","93","5","7","28","63","150","19.74","29.94","1","150","9","14"
"1988","Saxony","","","","","","","","","","","","","",""
"1988","Saxony-Anhalt","","","","","","","","","","","","","",""
"1988","Schleswig-Holstein","20.79","13.94","38","5","6","30","45","90","14.06","27.52","1","90","6","21"
"1988","Thuringia","","","","","","","","","","","","","",""
"1989","Baden-W?rttemberg","20.42","14","217","5","8","21","40","98","17.23","23.61","1","211","10","14"
"1989","Bavaria","20.76","13","173","5","6","25","42","120","17.44","24.08","1","140","10","14"
"1989","Berlin","26.11","18.39","32","7","9","30","84","95","16.39","35.83","1","95","9","28"
"1989","Brandenburg","","","","","","","","","","","","","",""
"1989","Bremen","","","","","","","","","","","","","",""
"1989","Hamburg","","","","","","","","","","","","","",""
"1989","Hesse","24.56","14","110","4","9","29","45","200","19.77","29.35","1","200","10","18"
"1989","Lower Saxony","23.5","14","147","5","7","28","56","180","19.05","27.95","1","210","10","14"
"1989","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1989","North Rhine-Westphalia","21.55","14","305","4","8","24","50","143","18.86","24.24","1","180","12","14"
"1989","Rhineland-Palatinate,Saarland","23.9","14.84","82","6","9","24","49","100","19.22","28.58","4","100","13","18"
"1989","Saxony","","","","","","","","","","","","","",""
"1989","Saxony-Anhalt","","","","","","","","","","","","","",""
"1989","Schleswig-Holstein","22.34","14","42","5","8","29","80","83","15.77","28.91","1","90","9","20"
"1989","Thuringia","","","","","","","","","","","","","",""
"1990","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1990","Bavaria","","","","","","","","","","","","","",""
"1990","Berlin","","","","","","","","","","","","","",""
"1990","Brandenburg","","","","","","","","","","","","","",""
"1990","Bremen","","","","","","","","","","","","","",""
"1990","Hamburg","","","","","","","","","","","","","",""
"1990","Hesse","","","","","","","","","","","","","",""
"1990","Lower Saxony","","","","","","","","","","","","","",""
"1990","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1990","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1990","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1990","Saxony","","","","","","","","","","","","","",""
"1990","Saxony-Anhalt","","","","","","","","","","","","","",""
"1990","Schleswig-Holstein","","","","","","","","","","","","","",""
"1990","Thuringia","","","","","","","","","","","","","",""
"1991","Baden-W?rttemberg","17.4","10","222","3","6","21","35","150","14.19","20.61","1","210","9","13"
"1991","Bavaria","18.88","13.98","193","5","7","23","42","90","15.95","21.81","1","220","10","14"
"1991","Berlin","19.6","14","41","4","5","24","40","120","12.39","26.81","1","120","6","15"
"1991","Brandenburg","","","","","","","","","","","","","",""
"1991","Bremen","","","","","","","","","","","","","",""
"1991","Hamburg","","","","","","","","","","","","","",""
"1991","Hesse","26.3","17.45","112","5","8","34","56","200","21.48","31.12","1","200","10","16"
"1991","Lower Saxony","17.93","14","109","4","7","22","45","61","15.15","20.71","1","63","10","14"
"1991","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1991","North Rhine-Westphalia","25.47","14","324","5","7","28","56","240","21.75","29.19","1","365","10","14"
"1991","Rhineland-Palatinate,Saarland","20.14","14","93","3","6","25","45","75","15.17","25.11","1","200","12","18"
"1991","Saxony","","","","","","","","","","","","","",""
"1991","Saxony-Anhalt","","","","","","","","","","","","","",""
"1991","Schleswig-Holstein","20.87","10","40","2","5","20","42","210","9.76","31.98","1","210","7","12"
"1991","Thuringia","","","","","","","","","","","","","",""
"1992","Baden-W?rttemberg","19.57","11","196","5","6","22","40","161","16.28","22.86","1","187","9","14"
