"year","hgtyp1hh","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","Female","29.23","20","149","6","10","35","60","150","24.38","34.08","1","180","14","21"
"1984","(Married) couple without C.","Male","25.59","18","146","6","13","32","55","110","21.93","29.25","1","128","14","21"
"1984","1-pers.-HH","Female","29.23","20","105","6","13","40","60","118","24.14","34.32","1","140","14","23"
"1984","1-pers.-HH","Male","28.11","15.08","65","2","10","42","75","105","21.63","34.59","1","105","10","21"
"1984","Couple + C. GT 16 ","Female","21.44","14","74","5","8","26","42","120","17.08","25.8","2","120","14","21"
"1984","Couple + C. GT 16 ","Male","24.54","14","110","3","7","30","56","141","19.44","29.64","1","141","12","20"
"1984","Couple + C. LE 16","Female","12.55","7","274","3","6","14","28","63","10.98","14.12","1","90","7","8"
"1984","Couple + C. LE 16","Male","20.69","9.79","115","3","5","20","49","210","15.22","26.16","1","210","9","14"
"1984","Couple + C. LE and GT 16","Female","15.09","10","70","2","7","17","25","90","6.86","23.32","1","280","8","14"
"1984","Couple + C. LE and GT 16","Male","22.59","14","100","4","6","28","60","120","14.33","30.85","1","365","10","16"
"1984","Single parent","Female","19.43","14","42","6","7","27","40","84","14.5","24.36","1","84","9","17"
"1984","Single parent","Male","","","","","","","","","","","","","",""
"1985","(Married) couple without C.","Female","21.63","14.86","135","4","9","28","45","120","18.21","25.05","1","127","13","16"
"1985","(Married) couple without C.","Male","25.76","20.79","127","7","12","30","42","300","20.51","31.01","1","300","16","24"
"1985","1-pers.-HH","Female","25.89","17.04","95","8","12","34","60","100","21.67","30.11","2","100","14","23"
"1985","1-pers.-HH","Male","31.52","14.34","42","5","10","35","61","180","19.68","43.36","1","180","12","21"
"1985","Couple + C. GT 16 ","Female","22.17","10","96","3","7","21","42","300","14.82","29.52","1","300","10","14"
"1985","Couple + C. GT 16 ","Male","22.5","14.07","93","6","10","31","48","90","17.95","27.05","1","150","14","21"
"1985","Couple + C. LE 16","Female","13.16","9","261","5","6","14","24","68","10.81","15.51","1","180","8","10"
"1985","Couple + C. LE 16","Male","23.57","14","115","3","8","25","50","220","17.67","29.47","0","220","10","20"
"1985","Couple + C. LE and GT 16","Female","15.64","9.32","66","3","5","14","42","100","11.31","19.97","1","100","8","13"
"1985","Couple + C. LE and GT 16","Male","19.29","14","76","3","7","22","35","120","14.7","23.88","1","120","12","21"
"1985","Single parent","Female","21.35","14.81","32","2","5","28","56","90","14.34","28.36","1","90","6","21"
"1985","Single parent","Male","","","","","","","","","","","","","",""
"1986","(Married) couple without C.","Female","23.25","19.74","156","5","9","30","42","90","20.1","26.4","1","150","14","21"
"1986","(Married) couple without C.","Male","27.3","21","155","7","10","35","60","108","23.32","31.28","1","150","15","22"
"1986","1-pers.-HH","Female","27.6","18.51","89","8","12","30","56","212","18.89","36.31","1","280","14","21"
"1986","1-pers.-HH","Male","30.75","21","50","5","10","35","60","180","21.57","39.93","0","180","11","28"
"1986","Couple + C. GT 16 ","Female","19.58","11.33","94","4","6","30","44","120","13.73","25.43","2","230","9","18"
"1986","Couple + C. GT 16 ","Male","20.67","13.95","116","3","8","21","38","160","16.24","25.1","0","160","11","20"
"1986","Couple + C. LE 16","Female","13.2","8","222","4","6","16","25","90","9.98","16.42","1","247","7","10"
"1986","Couple + C. LE 16","Male","22.56","14","101","4","8","28","51","117","18.66","26.46","0","117","10","19"
"1986","Couple + C. LE and GT 16","Female","18.04","10","57","4","6","21","42","112","12.49","23.59","1","112","10","20"
"1986","Couple + C. LE and GT 16","Male","17.06","12","80","3","7","21","42","90","13.21","20.91","0","90","10","16"
"1986","Single parent","Female","15","11.12","37","4","7","20","28","120","8.07","21.93","1","120","9","16"
"1986","Single parent","Male","","","","","","","","","","","","","",""
"1987","(Married) couple without C.","Female","22.56","14","146","4","7","28","42","189","18.35","26.77","1","189","10","16"
"1987","(Married) couple without C.","Male","28.14","21","135","6","11","30","65","95","21.9","34.38","1","310","14","21"
"1987","1-pers.-HH","Female","29.09","20","108","5","10","35","60","165","22.63","35.55","2","215","14","21"
"1987","1-pers.-HH","Male","26.67","21","50","9","12","35","56","110","21.06","32.28","3","110","14","23"
"1987","Couple + C. GT 16 ","Female","18.23","11","93","3","5","22","35","141","13.31","23.15","1","150","10","15"
"1987","Couple + C. GT 16 ","Male","22.33","14","101","3","7","29","56","100","18.36","26.3","1","100","14","21"
"1987","Couple + C. LE 16","Female","14.53","8","250","4","5","14","24","180","11.99","17.07","1","210","7","10"
"1987","Couple + C. LE 16","Male","14.1","11","76","2","7","16","30","70","11.34","16.86","0","70","9","14"
"1987","Couple + C. LE and GT 16","Female","17.79","14","60","5","7","26","35","61","14.45","21.13","3","61","10","21"
"1987","Couple + C. LE and GT 16","Male","23.88","14.3","58","2","7","30","70","90","18.5","29.26","1","90","14","20"
"1987","Single parent","Female","19.32","11.95","39","6","9","28","42","60","14.22","24.42","1","60","10","24"
"1987","Single parent","Male","","","","","","","","","","","","","",""
"1988","(Married) couple without C.","Female","24.41","14","153","5","7","28","50","150","18.79","30.03","1","300","12","19"
"1988","(Married) couple without C.","Male","26.41","18","159","5","10","40","56","125","22.44","30.38","1","180","14","20"
"1988","1-pers.-HH","Female","35.49","22","91","7","14","41","76","210","28.16","42.82","1","210","17","29"
