"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Female","22.85","14","780","5","7","28","50","140","21.11","24.59","1","280","10","14"
"1984","Male","24.76","14","577","3","8","30","60","120","22.34","27.18","1","365","14","15"
"1985","Female","20.69","14","754","5","7","25","49","100","19.06","22.32","1","300","10","13"
"1985","Male","23.97","14","495","5","10","28","46","180","21.53","26.41","0","300","14","18"
"1986","Female","20.98","14","722","5","7","25","42","120","19.05","22.91","1","280","11","14"
"1986","Male","23.85","14","558","5","9","30","56","120","21.92","25.78","0","180","14","16"
"1987","Female","21.69","14","759","4","7","27","45","165","19.99","23.39","1","215","10","13"
"1987","Male","23.46","14","477","4","9","29","56","100","21.2","25.72","0","310","14","15"
"1988","Female","23.82","14","697","5","7","28","56","180","21.67","25.97","1","300","11","14"
"1988","Male","23.36","14","496","5","8","28","50","140","21.19","25.53","1","185","13","14"
"1989","Female","23.29","14","695","5","8","25","56","150","21.29","25.29","1","211","12","14"
"1989","Male","20.62","14","447","4","8","25","45","95","18.84","22.4","1","130","13","14"
"1990","Female","","","","","","","","","","","","","",""
"1990","Male","","","","","","","","","","","","","",""
"1991","Female","20.31","14","703","4","7","22","45","119","18.44","22.18","1","365","10","12"
"1991","Male","22.93","14","461","4","7","28","42","210","20.37","25.49","1","240","12","14"
"1992","Female","20.56","12","886","4","6","25","42","150","18.91","22.21","1","312","10","12"
"1992","Male","23.48","14","595","3","7","28","50","125","21.11","25.85","1","365","14","14"
"1993","Female","","","","","","","","","","","","","",""
"1993","Male","","","","","","","","","","","","","",""
"1994","Female","19.07","12","927","3","6","21","40","120","17.65","20.49","1","196","10","10"
"1994","Male","20.23","14","566","4","7","22","45","150","18.31","22.15","1","240","10","14"
"1995","Female","17.57","12","953","3","6","22","36","90","16.41","18.73","0","180","10","11"
"1995","Male","21.59","13","606","3","5","24","50","170","19.34","23.84","1","250","10","14"
"1996","Female","17.13","11","975","3","6","20","35","110","15.93","18.33","1","180","10","10"
"1996","Male","19.94","11.04","614","3","6","22","42","180","17.97","21.91","1","215","10","12"
"1997","Female","16.98","10","933","3","5","20","39","125","15.58","18.38","1","320","8","10"
"1997","Male","17.06","10","615","3","6","21","38","90","15.56","18.56","1","200","9","12"
"1998","Female","15.67","10","1055","3","5","20","35","100","14.55","16.79","1","210","8","10"
"1998","Male","18.05","10","681","3","5","20","46","110","16.47","19.63","1","200","10","11"
"1999","Female","13.48","9","988","2","4","17","28","90","12.44","14.52","1","210","8","10"
"1999","Male","20.3","12.73","686","3","6","21","45","120","18.43","22.17","1","330","10","13"
"2000","Female","15.85","10","1665","3","5","20","35","98","14.96","16.74","1","190","8","10"
"2000","Male","16.9","10","1189","2","5","20","35","110","15.67","18.13","1","305","10","10"
"2001","Female","14.25","9","1554","3","5","17","30","90","13.37","15.13","1","240","7","9"
"2001","Male","17.2","10","1080","3","5","20","40","130","15.86","18.54","1","250","9","10"
"2002","Female","14.51","10","1513","2","5","18","30","93","13.62","15.4","0","211","8","9"
"2002","Male","16.56","10","1203","2","4","20","35","110","15.36","17.76","1","360","8","10"
"2003","Female","14.03","8","1498","2","4","16","30","90","13.09","14.97","1","240","7","8"
"2003","Male","14.55","8.1","1134","2","4","18","30","100","13.33","15.77","1","242","8","10"
"2004","Female","14.23","8","1497","2","4","14","30","112","13.34","15.12","1","240","7","8"
"2004","Male","16.48","10","1093","2","4","20","35","120","15.09","17.87","1","350","8","10"
"2005","Female","13.56","8","1305","2","4","14","28","92","12.58","14.54","1","240","7","8"
"2005","Male","15.75","8","992","2","4","17","36","122","14.5","17","1","250","7","9"
"2006","Female","13.42","7","1466","2","4","14","30","90","12.44","14.4","1","280","7","8"
"2006","Male","15.89","9","1098","2","4","17","31","180","14.77","17.01","1","220","8","10"
"2007","Female","12.83","7","1369","2","4","14","30","77","11.87","13.79","1","195","7","8"
"2007","Male","14.03","8","1073","2","4","15","36","90","13","15.06","1","231","7","8"
"2008","Female","13.38","7","1257","2","4","14","30","90","12.48","14.28","1","240","6","7"
"2008","Male","13.22","7","999","2","4","15","30","91","12.03","14.41","1","200","7","8"
"2009","Female","12.78","7","1276","2","4","14","28","120","11.7","13.86","1","290","6","7"
"2009","Male","11.91","7","1028","1","3","14","28","98","10.67","13.15","1","300","7","8"
"2010","Female","12.87","7","2083","2","4","14","27","90","12.15","13.59","1","250","5","6"
"2010","Male","13.43","6","1196","2","3","13","28","120","12.3","14.56","1","240","6","7"
"2011","Female","11.13","6","2414","2","3","12","25","80","10.51","11.75","1","250","5","6"
"2011","Male","12.14","6","1487","2","3","14","28","90","11.16","13.12","1","200","6","7"
"2012","Female","11.95","6","2159","2","3","14","30","90","11.13","12.77","1","300","5","6"
"2012","Male","12.51","6","1577","2","3","14","28","100","11.61","13.41","1","210","5","6"
"2013","Female","11.59","6","1995","2","4","13","27","90","10.93","12.25","1","180","5","5"
"2013","Male","12.21","6","1467","2","3","13","25","120","11.16","13.26","1","270","6","7"
"2014","Female","10.88","6","1733","2","3","12","24","72","10.16","11.6","1","210","5","6"
"2014","Male","11.84","6","1283","1","3","14","28","84","10.9","12.78","1","210","6","7"
"2015","Female","10.24","6","1901","2","3","10","21","82","9.55","10.93","1","240","5","5"
"2015","Male","10.97","5","1436","1","3","12","23","90","10","11.94","1","300","5","6"
"2016","Female","10.48","6","1883","2","3","11","21","90","9.75","11.21","1","209","5","5"
"2016","Male","10.54","5","1320","1","3","12","21","90","9.51","11.57","1","300","5","6"
"2017","Female","10.76","5","2025","2","3","11","24","90","9.99","11.53","1","240","5","5"
"2017","Male","11.06","6","1557","1","3","12","28","85","10.31","11.81","1","200","5","6"
"2018","Female","10.69","5","1959","1","3","11","22","100","9.91","11.47","1","200","4","5"
"2018","Male","10.37","5","1475","1","3","11","22","90","9.47","11.27","1","280","5","5"
"2019","Female","10.02","5","1886","1","3","10","21","77","9.29","10.75","1","270","5","5"
"2019","Male","11.05","5","1575","1","3","12","21","120","10.05","12.05","1","300","5","5"
