"year","e11102","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","Female","17.19","10","369","3","6","21","35","140","14.73","19.65","1","280","10","11"
"1984","Employed","Male","21.55","13","415","3","7","25","56","120","18.68","24.42","1","365","11","14"
"1984","Not Employed","Female","26.82","17","411","6","10","32","60","120","24.37","29.27","1","180","14","14"
"1984","Not Employed","Male","30.73","21","162","7","14","40","63","128","26.33","35.13","1","141","18","25"
"1985","Employed","Female","14.15","10","328","4","6","15","28","85","12.42","15.88","1","130","9","10"
"1985","Employed","Male","20.55","14","342","4","9","24","42","100","18.33","22.77","0","220","14","15"
"1985","Not Employed","Female","24.38","15","426","5","10","29","56","120","21.85","26.91","1","300","13","15"
"1985","Not Employed","Male","29.21","21","153","6","10","30","52","210","23.15","35.27","2","300","15","24"
"1986","Employed","Female","15.72","10","309","4","6","19","34","108","13.39","18.05","1","247","10","12"
"1986","Employed","Male","22.58","14","375","3","8","28","55","120","20.25","24.91","0","160","13","15"
"1986","Not Employed","Female","24.01","16","413","5","8","30","45","180","21.14","26.88","1","280","14","16"
"1986","Not Employed","Male","25.62","19.01","183","6","10","35","60","108","22.2","29.04","0","180","14","21"
"1987","Employed","Female","17.03","10","352","4","6","20","35","141","14.84","19.22","1","210","10","12"
"1987","Employed","Male","20.63","14","330","3","7","28","42","94","18.38","22.88","0","222","12","14"
"1987","Not Employed","Female","24.77","15","407","5","8","28","53","180","22.23","27.31","1","215","11","14"
"1987","Not Employed","Male","27.76","21","147","6","12","30","65","110","22.51","33.01","1","310","14","21"
"1988","Employed","Female","15.89","10","327","4","6","19","30","120","13.49","18.29","1","271","10","12"
"1988","Employed","Male","19.2","12","332","5","7","21","42","126","16.98","21.42","1","180","10","14"
"1988","Not Employed","Female","29.37","15.3","370","5","9","33","70","180","25.96","32.78","1","300","12","14"
"1988","Not Employed","Male","29.15","21","164","5","11","40","56","140","24.56","33.74","1","185","16","21"
"1989","Employed","Female","18.2","10","327","4","6","20","33","128","15.64","20.76","1","211","10","13"
"1989","Employed","Male","17.62","13","317","3","7","21","38","95","15.63","19.61","1","130","10","14"
"1989","Not Employed","Female","26.61","17.68","368","5","10","30","60","180","23.63","29.59","1","210","14","16"
"1989","Not Employed","Male","25.43","17","130","5","11","35","56","95","21.8","29.06","1","100","14","21"
"1990","Employed","Female","","","","","","","","","","","","","",""
"1990","Employed","Male","","","","","","","","","","","","","",""
"1990","Not Employed","Female","","","","","","","","","","","","","",""
"1990","Not Employed","Male","","","","","","","","","","","","","",""
"1991","Employed","Female","14.03","9","331","3","6","16","30","63","12.74","15.32","1","80","8","10"
"1991","Employed","Male","17.77","10","303","4","6","22","40","90","15.43","20.11","1","180","10","14"
"1991","Not Employed","Female","24.76","15","372","5","8","29","50","200","21.47","28.05","1","365","12","14"
"1991","Not Employed","Male","29.79","20.74","158","4","9","34","56","220","23.86","35.72","1","240","14","21"
"1992","Employed","Female","13.3","9","459","4","6","16","28","68","11.91","14.69","1","150","8","10"
"1992","Employed","Male","18.03","11","391","3","6","21","35","120","15.6","20.46","1","243","10","14"
"1992","Not Employed","Female","25.74","14","427","5","7","35","52","180","22.72","28.76","1","312","12","14"
"1992","Not Employed","Male","30.75","21","204","6","12","40","61","130","25.76","35.74","1","365","16","22"
"1993","Employed","Female","","","","","","","","","","","","","",""
"1993","Employed","Male","","","","","","","","","","","","","",""
"1993","Not Employed","Female","","","","","","","","","","","","","",""
"1993","Not Employed","Male","","","","","","","","","","","","","",""
"1994","Employed","Female","13.57","8","444","2","5","15","28","100","11.88","15.26","1","196","7","10"
"1994","Employed","Male","15.05","10","340","4","5","19","32","62","13.11","16.99","1","180","9","11"
"1994","Not Employed","Female","22.52","14","483","4","8","28","50","135","20.31","24.73","1","180","11","14"
"1994","Not Employed","Male","25.67","14.14","226","4","8","30","56","150","21.94","29.4","1","240","14","20"
"1995","Employed","Female","11.66","7","437","2","5","14","25","63","10.44","12.88","0","108","8","10"
"1995","Employed","Male","16.76","9","375","2","5","20","32","123","14.32","19.2","1","250","9","11"
"1995","Not Employed","Female","21.13","14","516","4","7","28","42","100","19.28","22.98","1","180","11","14"
"1995","Not Employed","Male","27.58","20","231","3","8","34","60","186","23.32","31.84","1","195","15","21"
"1996","Employed","Female","12.55","8","456","2","5","14","21","90","11.32","13.78","1","160","7","8"
"1996","Employed","Male","15.37","9","373","3","5","19","40","90","13.47","17.27","1","180","8","10"
"1996","Not Employed","Female","19.86","14","519","3","7","25","42","120","17.93","21.79","1","180","12","14"
"1996","Not Employed","Male","24.54","14","241","3","8","28","49","190","20.57","28.51","1","215","14","16"
"1997","Employed","Female","14.02","7","423","2","4","14","30","125","11.7","16.34","1","320","7","8"
"1997","Employed","Male","14.11","8","353","2","5","15","30","80","12.38","15.84","1","200","8","10"
"1997","Not Employed","Female","18.8","12","510","3","6","22","40","120","17.12","20.48","1","185","10","12"
"1997","Not Employed","Male","19.65","14","262","3","7","28","45","100","17.06","22.24","1","150","12","14"
"1998","Employed","Female","11.46","7","465","3","4","14","21","62","10.05","12.87","1","210","6","8"
"1998","Employed","Male","12.01","8","369","3","5","14","24","70","10.55","13.47","1","102","7","10"
"1998","Not Employed","Female","18.33","13","590","3","6","21","42","120","16.7","19.96","1","181","10","14"
"1998","Not Employed","Male","23.64","14","312","3","7","28","60","135","20.75","26.53","1","200","12","14"
"1999","Employed","Female","10.67","7","441","3","4","14","21","71","9.52","11.82","1","120","7","8"
"1999","Employed","Male","16.94","10","381","2","5","17","35","110","15.16","18.72","1","150","8","10"
"1999","Not Employed","Female","15.17","10","547","2","5","20","30","90","13.56","16.78","1","210","9","10"
"1999","Not Employed","Male","23.6","14","305","3","7","27","50","250","20.11","27.09","1","330","13","15"
"2000","Employed","Female","10.53","7","762","2","4","12","21","69","9.58","11.48","1","160","6","7"
"2000","Employed","Male","13.99","8","650","2","4","14","30","105","12.48","15.5","1","180","7","8"
"2000","Not Employed","Female","19.44","14","903","3","6","23","42","100","18.06","20.82","1","190","10","13"
"2000","Not Employed","Male","20.24","14","539","3","7","24","40","120","18.25","22.23","1","305","12","14"
"2001","Employed","Female","10.51","6","714","2","4","11","20","87","9.49","11.53","1","168","6","7"
"2001","Employed","Male","13.39","7","578","2","4","15","30","90","11.82","14.96","1","180","7","8"
"2001","Not Employed","Female","16.9","12","840","3","6","21","35","98","15.55","18.25","1","240","10","11"
"2001","Not Employed","Male","21.38","14","502","4","7","22","42","141","19.15","23.61","1","250","12","14"
"2002","Employed","Female","11.16","7","693","2","4","13","21","71","10.03","12.29","1","180","6","7"
"2002","Employed","Male","12.44","7","657","2","4","14","28","65","11.17","13.71","1","180","6","7"
"2002","Not Employed","Female","16.65","11","820","3","6","21","35","95","15.34","17.96","0","211","10","11"
"2002","Not Employed","Male","20.82","13","546","3","5","23","45","125","18.69","22.95","1","360","10","14"
"2003","Employed","Female","10.58","7","732","2","4","12","21","70","9.53","11.63","1","200","6","7"
"2003","Employed","Male","11.72","7","596","2","4","14","24","70","10.17","13.27","1","215","6","7"
"2003","Not Employed","Female","16.38","10","766","3","5","21","32","97","14.87","17.89","1","240","8","10"
"2003","Not Employed","Male","17.34","10","538","3","5","21","36","115","15.45","19.23","1","242","10","12"
"2004","Employed","Female","9.02","6","669","2","3","10","20","49","8.19","9.85","1","150","5","6"
"2004","Employed","Male","13.85","6","546","1","3","14","31","120","12.06","15.64","1","275","6","7"
"2004","Not Employed","Female","17.45","11","828","3","5","20","30","150","16.02","18.88","1","240","9","10"
"2004","Not Employed","Male","18.52","12","547","3","6","21","41","98","16.43","20.61","1","350","10","13"
"2005","Employed","Female","10.57","6","598","2","3","12","21","84","9.42","11.72","1","180","5","6"
"2005","Employed","Male","13.49","6","517","2","3","14","33","122","12.08","14.9","1","180","5","7"
"2005","Not Employed","Female","15.77","10","707","3","5","16","32","92","14.27","17.27","1","240","8","10"
"2005","Not Employed","Male","17.97","10","475","3","5","20","40","180","15.89","20.05","1","250","10","12"
"2006","Employed","Female","8.75","5","613","2","3","10","17","70","7.58","9.92","1","193","5","6"
"2006","Employed","Male","11.06","7","514","2","3","12","25","60","9.96","12.16","1","125","6","7"
"2006","Not Employed","Female","16.35","10","853","3","5","20","35","120","14.91","17.79","1","280","8","10"
"2006","Not Employed","Male","19.74","10.48","584","3","5","21","39","210","17.9","21.58","1","220","10","12"
"2007","Employed","Female","9.7","5","583","1","3","10","21","72","8.56","10.84","1","180","5","6"
"2007","Employed","Male","9.86","6","523","2","3","11","21","62","8.81","10.91","1","90","5","6"
"2007","Not Employed","Female","14.85","10","786","3","5","16","30","90","13.43","16.27","1","195","8","10"
"2007","Not Employed","Male","17.82","11","550","3","5","21","42","105","16.12","19.52","1","231","10","12"
"2008","Employed","Female","9.23","6","527","1","3","9","20","80","8.06","10.4","1","150","5","6"
"2008","Employed","Male","10.54","5","461","1","3","12","25","77","9.02","12.06","1","123","5","6"
"2008","Not Employed","Female","16.15","10","730","3","5","20","35","110","14.87","17.43","1","240","8","10"
"2008","Not Employed","Male","15.81","10","538","3","5","20","30","98","14.06","17.56","1","200","10","12"
"2009","Employed","Female","10.94","5","551","2","3","9","20","150","9.19","12.69","1","290","5","5"
"2009","Employed","Male","8.29","5","481","1","3","10","20","45","6.99","9.59","1","140","5","5"
"2009","Not Employed","Female","14.11","9","725","3","5","15","30","120","12.76","15.46","1","180","8","10"
"2009","Not Employed","Male","15.36","10","547","3","5","20","30","99","13.38","17.34","1","300","9","10"
"2010","Employed","Female","9.01","5","1018","1","3","10","20","90","8.42","9.6","1","95","5","5"
"2010","Employed","Male","11.7","5","625","1","3","10","21","120","10.45","12.95","1","240","4","5"
"2010","Not Employed","Female","15.44","8","1065","2","4","17","30","150","14.17","16.71","1","250","6","7"
"2010","Not Employed","Male","14.89","9","571","3","4","16","30","120","12.98","16.8","1","220","8","10"
"2011","Employed","Female","7.76","5","1125","1","3","8","14","55","7.13","8.39","1","140","4","5"
"2011","Employed","Male","8.32","5","788","1","3","10","20","58","7.21","9.43","1","200","4","5"
"2011","Not Employed","Female","13.64","8","1289","2","4","14","30","84","12.64","14.64","1","250","6","7"
"2011","Not Employed","Male","15.95","9","699","2","5","19","31","146","14.31","17.59","1","200","8","10"
"2012","Employed","Female","8.81","4.7","1005","1","3","8","16","95","7.68","9.94","1","280","4","5"
"2012","Employed","Male","9.1","5","838","1","3","9","16","90","8.18","10.02","1","150","4","5"
"2012","Not Employed","Female","14.12","9","1154","2","4","17","30","90","12.96","15.28","1","300","6","7"
"2012","Not Employed","Male","16.19","9","739","2","5","20","32","120","14.6","17.78","1","210","8","10"
"2013","Employed","Female","9.12","5","973","1","3","10","20","90","8.26","9.98","1","135","4","5"
"2013","Employed","Male","8.13","5","774","1","3","8","15","77","7.17","9.09","1","125","4","5"
"2013","Not Employed","Female","13.3","7","1022","2","4","14","30","100","12.3","14.3","1","180","6","7"
"2013","Not Employed","Male","15.91","10","693","2","5","16","30","170","13.99","17.83","1","270","8","10"
"2014","Employed","Female","7.98","5","838","1","3","10","17","54","7.23","8.73","1","90","4","5"
"2014","Employed","Male","9.15","5","636","1","2","10","21","70","8.1","10.2","1","100","5","5"
"2014","Not Employed","Female","13.08","8","895","2","4","15","30","90","11.89","14.27","1","210","6","7"
"2014","Not Employed","Male","14.34","8","647","2","4","17","30","100","12.8","15.88","1","210","7","9"
"2015","Employed","Female","7.83","4","958","1","3","7","14","60","6.95","8.71","1","150","4","5"
"2015","Employed","Male","7.23","4","726","1","2","8","15","90","6.14","8.32","1","240","4","4"
"2015","Not Employed","Female","12.15","7","943","2","4","14","25","82","11.11","13.19","1","240","6","7"
"2015","Not Employed","Male","14.22","8","710","2","4","15","30","90","12.63","15.81","1","300","7","8"
"2016","Employed","Female","6.93","4","953","1","2","8","14","60","6.09","7.77","1","180","4","5"
"2016","Employed","Male","9.16","4","693","1","2","8","19","90","7.96","10.36","1","210","4","5"
"2016","Not Employed","Female","13.43","7","930","2","4","15","28","91","12.23","14.63","1","209","6","7"
"2016","Not Employed","Male","11.85","7","627","2","3","14","28","81","10.15","13.55","1","300","6","7"
"2017","Employed","Female","7.74","4","1028","1","2","7","15","90","6.84","8.64","1","205","4","4"
"2017","Employed","Male","9.73","4","833","1","2","10","21","85","8.79","10.67","1","155","4","5"
"2017","Not Employed","Female","13.11","7","997","2","4","15","28","91","11.86","14.36","1","240","6","7"
"2017","Not Employed","Male","12.43","8","724","2","4","14","28","85","11.25","13.61","1","200","7","8"
"2018","Employed","Female","7.88","4","1010","1","2","7","14","90","7","8.76","1","200","4","4"
"2018","Employed","Male","8.25","4","796","1","2","9","20","60","7.26","9.24","1","180","4","4"
