"year","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(0) in school","","","","","","","","","","","","","",""
"1984","(1a) inadequately completed","20.81","14","144","3","6","28","45","120","17.08","24.54","1","120","11","16"
"1984","(1b) general elementary school","27.17","20","354","6","10","31","60","120","24.6","29.74","1","160","14","18"
"1984","(1c) basic vocational qualification","23.77","14","502","4","7","30","50","120","21.18","26.36","1","365","12","14"
"1984","(2a) intermediate vocational","21.26","13","146","4","6","21","50","150","16.02","26.5","1","280","10","14"
"1984","(2b) intermediate general qualification","23.69","14","47","6","7","20","63","140","14.85","32.53","1","140","7","14"
"1984","(2c_gen) general maturity certificate","18.54","8.84","30","4","7","20","27","110","10.8","26.28","3","110","7","20"
"1984","(2c_voc) vocational maturity certificate","20.46","11.87","54","3","6","30","44","90","15.05","25.87","1","90","9","15"
"1984","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1984","(3b) higher tertiary education","13.94","7","38","2","3","14","42","63","8.69","19.19","1","63","4","10"
"1985","(0) in school","","","","","","","","","","","","","",""
"1985","(1a) inadequately completed","30.5","14","118","4","9","28","55","300","23.38","37.62","1","300","14","20"
"1985","(1b) general elementary school","24.91","15","329","5","10","28","56","150","22.3","27.52","0","220","14","15"
"1985","(1c) basic vocational qualification","21.75","14","424","5","8","28","47","120","19.36","24.14","1","300","13","14"
"1985","(2a) intermediate vocational","19.04","14","159","4","7","21","49","91","16.22","21.86","1","127","10","14"
"1985","(2b) intermediate general qualification","21.11","14","37","5","7","26","42","100","14.78","27.44","1","100","8","14"
"1985","(2c_gen) general maturity certificate","13.18","8","39","4","7","13","22","90","7.89","18.47","2","90","7","10"
"1985","(2c_voc) vocational maturity certificate","17.91","10.21","47","5","7","25","30","84","13.11","22.71","1","84","10","15"
"1985","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1985","(3b) higher tertiary education","15.72","11.62","46","3","5","21","35","71","11.78","19.66","1","71","7","16"
"1986","(0) in school","","","","","","","","","","","","","",""
"1986","(1a) inadequately completed","19.37","14","122","5","8","21","33","90","14.98","23.76","0","210","14","20"
"1986","(1b) general elementary school","22.99","18.48","313","4","10","30","43","90","20.58","25.4","0","212","14","19"
"1986","(1c) basic vocational qualification","24","14","445","5","8","30","50","180","21.42","26.58","0","280","13","15"
"1986","(2a) intermediate vocational","20.35","14","160","5","6","25","42","117","15.87","24.83","1","247","10","14"
"1986","(2b) intermediate general qualification","22.36","12","51","5","7","20","70","150","14.38","30.34","2","150","10","16"
"1986","(2c_gen) general maturity certificate","10.17","8","42","1","4","14","22","27","6.84","13.5","0","45","7","14"
"1986","(2c_voc) vocational maturity certificate","24.91","20.47","44","4","9","30","60","82","19.1","30.72","1","82","10","22"
"1986","(3a) lower tertiary education","25.82","13.63","32","3","7","28","90","120","15.51","36.13","1","120","7","21"
"1986","(3b) higher tertiary education","13.43","10","41","5","8","17","22","56","10.37","16.49","2","56","8","12"
"1987","(0) in school","","","","","","","","","","","","","",""
"1987","(1a) inadequately completed","17.26","14","100","3","9","21","30","60","14.49","20.03","0","60","14","21"
"1987","(1b) general elementary school","26.27","15","318","5","8","30","60","189","23.22","29.32","0","215","13","15"
"1987","(1c) basic vocational qualification","22.86","15","438","5","9","28","49","110","20.42","25.3","0","310","14","15"
"1987","(2a) intermediate vocational","17.34","11","149","4","6","21","40","90","14.69","19.99","1","100","7","12"
"1987","(2b) intermediate general qualification","23.55","10","43","2","5","29","53","175","14.45","32.65","1","175","6","12"
"1987","(2c_gen) general maturity certificate","10.79","8.32","34","2","4","10","20","45","6.88","14.7","1","45","7","14"
"1987","(2c_voc) vocational maturity certificate","22.07","16.46","42","5","6","27","47","100","15.93","28.21","1","100","8","20"
"1987","(3a) lower tertiary education","28.33","12","39","4","7","40","70","210","15.67","40.99","3","210","7","21"
"1987","(3b) higher tertiary education","16.14","10","39","2","5","25","45","60","11.39","20.89","1","60","6","14"
"1988","(0) in school","","","","","","","","","","","","","",""
"1988","(1a) inadequately completed","16.57","10","96","5","5","21","36","90","12.78","20.36","1","110","10","18"
"1988","(1b) general elementary school","25.49","14","318","5","9","30","52","150","21.92","29.06","1","300","12","14"
"1988","(1c) basic vocational qualification","22.03","14","418","5","8","28","49","120","19.75","24.31","1","185","13","14"
"1988","(2a) intermediate vocational","26.17","12","140","4","6","28","70","180","21.34","31","1","180","8","12"
"1988","(2b) intermediate general qualification","17.04","8","48","2","5","16","42","150","10.52","23.56","1","150","7","13"
"1988","(2c_gen) general maturity certificate","16.37","6","31","1","4","14","90","90","9.17","23.57","1","90","5","14"
"1988","(2c_voc) vocational maturity certificate","21.97","14","42","5","7","23","44","90","14.51","29.43","3","120","11","15"
"1988","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1988","(3b) higher tertiary education","31.84","11.17","46","4","5","25","63","210","20.61","43.07","2","210","6","18"
"1989","(0) in school","","","","","","","","","","","","","",""
"1989","(1a) inadequately completed","21.63","14","98","4","7","21","45","100","16.8","26.46","1","156","14","20"
"1989","(1b) general elementary school","24.37","14","298","5","10","28","45","200","21.36","27.38","1","211","14","15"
"1989","(1c) basic vocational qualification","22.8","14","391","5","8","28","50","100","20.68","24.92","1","143","13","14"
"1989","(2a) intermediate vocational","19.48","11.48","160","4","6","21","35","180","15.62","23.34","1","180","9","13"
"1989","(2b) intermediate general qualification","22.48","11.16","39","4","5","28","42","150","10.38","34.58","1","180","6","14"
"1989","(2c_gen) general maturity certificate","12.6","9.31","32","2","5","18","24","38","8.8","16.4","1","40","8","17"
"1989","(2c_voc) vocational maturity certificate","11.15","7","39","2","4","12","17","80","5.06","17.24","1","90","6","12"
"1989","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1989","(3b) higher tertiary education","27.82","14.72","34","5","6","56","90","90","18.49","37.15","1","90","6","20"
"1990","(0) in school","","","","","","","","","","","","","",""
"1990","(1a) inadequately completed","","","","","","","","","","","","","",""
"1990","(1b) general elementary school","","","","","","","","","","","","","",""
"1990","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1990","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1990","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1990","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1990","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1990","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1990","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1991","(0) in school","","","","","","","","","","","","","",""
"1991","(1a) inadequately completed","18.19","13","77","5","8","24","30","83","14.13","22.25","1","83","10","14"
"1991","(1b) general elementary school","24.05","15.28","274","6","9","32","56","90","21.66","26.44","2","200","14","14"
"1991","(1c) basic vocational qualification","25.18","14","398","4","8","28","49","210","21.82","28.54","1","365","13","15"
"1991","(2a) intermediate vocational","17.5","10","156","4","6","20","31","210","12.78","22.22","1","300","8","10"
"1991","(2b) intermediate general qualification","14.76","10","47","3","6","20","30","80","10.2","19.32","1","80","7","14"
"1991","(2c_gen) general maturity certificate","10.79","7","32","3","5","14","21","78","5.34","16.24","1","78","5","14"
"1991","(2c_voc) vocational maturity certificate","14.3","10.3","71","3","6","20","30","56","11.39","17.21","1","56","6","14"
"1991","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1991","(3b) higher tertiary education","16.6","10","48","5","7","14","60","63","12.88","20.32","3","63","7","14"
"1992","(0) in school","","","","","","","","","","","","","",""
"1992","(1a) inadequately completed","18.1","10.91","68","3","6","20","63","63","14.04","22.16","1","90","10","16"
"1992","(1b) general elementary school","22.78","14","301","4","7","30","45","180","19.79","25.77","1","312","12","14"
