"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","Female","","","","","","","","","","","","","",""
"1984","East Germany","Male","","","","","","","","","","","","","",""
"1984","West Germany","Female","22.85","14","780","5","7","28","50","140","21.11","24.59","1","280","10","14"
"1984","West Germany","Male","24.76","14","577","3","8","30","60","120","22.34","27.18","1","365","14","15"
"1985","East Germany","Female","","","","","","","","","","","","","",""
"1985","East Germany","Male","","","","","","","","","","","","","",""
"1985","West Germany","Female","20.69","14","754","5","7","25","49","100","19.06","22.32","1","300","10","13"
"1985","West Germany","Male","23.97","14","495","5","10","28","46","180","21.53","26.41","0","300","14","18"
"1986","East Germany","Female","","","","","","","","","","","","","",""
"1986","East Germany","Male","","","","","","","","","","","","","",""
"1986","West Germany","Female","20.98","14","722","5","7","25","42","120","19.05","22.91","1","280","11","14"
"1986","West Germany","Male","23.85","14","558","5","9","30","56","120","21.92","25.78","0","180","14","16"
"1987","East Germany","Female","","","","","","","","","","","","","",""
"1987","East Germany","Male","","","","","","","","","","","","","",""
"1987","West Germany","Female","21.69","14","759","4","7","27","45","165","19.99","23.39","1","215","10","13"
"1987","West Germany","Male","23.46","14","477","4","9","29","56","100","21.2","25.72","0","310","14","15"
"1988","East Germany","Female","","","","","","","","","","","","","",""
"1988","East Germany","Male","","","","","","","","","","","","","",""
"1988","West Germany","Female","23.82","14","697","5","7","28","56","180","21.67","25.97","1","300","11","14"
"1988","West Germany","Male","23.36","14","496","5","8","28","50","140","21.19","25.53","1","185","13","14"
"1989","East Germany","Female","","","","","","","","","","","","","",""
"1989","East Germany","Male","","","","","","","","","","","","","",""
"1989","West Germany","Female","23.29","14","695","5","8","25","56","150","21.29","25.29","1","211","12","14"
"1989","West Germany","Male","20.62","14","447","4","8","25","45","95","18.84","22.4","1","130","13","14"
"1990","East Germany","Female","","","","","","","","","","","","","",""
"1990","East Germany","Male","","","","","","","","","","","","","",""
"1990","West Germany","Female","","","","","","","","","","","","","",""
"1990","West Germany","Male","","","","","","","","","","","","","",""
"1991","East Germany","Female","","","","","","","","","","","","","",""
"1991","East Germany","Male","","","","","","","","","","","","","",""
"1991","West Germany","Female","20.31","14","703","4","7","22","45","119","18.44","22.18","1","365","10","12"
"1991","West Germany","Male","22.93","14","461","4","7","28","42","210","20.37","25.49","1","240","12","14"
"1992","East Germany","Female","21.54","14","235","4","6","27","41","270","17.7","25.38","1","270","10","14"
"1992","East Germany","Male","21.23","14","131","4","7","28","40","140","15.57","26.89","1","243","12","17"
"1992","West Germany","Female","20.35","12","651","4","6","25","45","130","18.58","22.12","1","312","10","12"
"1992","West Germany","Male","23.88","14","464","3","7","30","50","125","21.28","26.48","1","365","13","14"
"1993","East Germany","Female","","","","","","","","","","","","","",""
"1993","East Germany","Male","","","","","","","","","","","","","",""
"1993","West Germany","Female","","","","","","","","","","","","","",""
"1993","West Germany","Male","","","","","","","","","","","","","",""
"1994","East Germany","Female","21.53","13","247","4","7","21","40","160","18.46","24.6","1","180","10","13"
"1994","East Germany","Male","24.66","14","147","3","7","26","44","240","19.93","29.39","1","240","10","14"
"1994","West Germany","Female","18.56","11","680","3","6","21","38","120","16.97","20.15","1","196","10","10"
"1994","West Germany","Male","19.35","12","419","4","7","21","45","110","17.34","21.36","1","180","10","14"
"1995","East Germany","Female","17.12","11","260","3","6","21","42","70","15.25","18.99","1","91","9","12"
"1995","East Germany","Male","20.84","12.46","165","3","6","27","48","186","17.17","24.51","1","186","9","13"
"1995","West Germany","Female","17.67","12","693","3","6","23","35","100","16.23","19.11","0","180","10","11"
"1995","West Germany","Male","21.77","13","441","3","5","24","50","170","18.99","24.55","1","250","11","14"
"1996","East Germany","Female","17.61","12","284","3","6","21","40","106","15.31","19.91","1","180","8","12"
"1996","East Germany","Male","17.54","11","167","3","7","19","32","120","14.49","20.59","1","120","10","13"
"1996","West Germany","Female","17.01","11","691","3","5","20","35","110","15.61","18.41","1","180","9","10"
"1996","West Germany","Male","20.57","11.41","447","3","6","24","42","180","18.11","23.03","1","215","10","12"
"1997","East Germany","Female","15.33","10","235","3","5","20","35","72","13.42","17.24","1","105","7","11"
"1997","East Germany","Male","16.99","13","181","3","6","24","35","86","14.75","19.23","1","86","9","14"
"1997","West Germany","Female","17.35","10","698","3","5","21","40","125","15.59","19.11","1","320","8","10"
"1997","West Germany","Male","17.07","10","434","2","6","21","40","100","15.15","18.99","1","200","9","11"
"1998","East Germany","Female","16.54","10","271","3","5","18","35","135","14.26","18.82","1","150","8","12"
