"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","general elemantary","26.77","17","397","6","10","30","60","140","24.27","29.27","1","160","14","17"
"1984","higher education","16.58","10","61","2","4","16","34","141","11.09","22.07","1","141","7","12"
"1984","higher vocational","25.18","14","87","4","9","29","72","120","18.88","31.48","1","120","10","18"
"1984","in school","","","","","","","","","","","","","",""
"1984","inadequately","21.11","14","137","3","6","29","45","120","17.22","25","1","120","10","15"
"1984","middle vocational","22.63","14","627","4","7","30","50","128","20.34","24.92","1","365","12","14"
"1984","vocational + Abi","18.1","9.95","34","3","5","23","38","90","11.32","24.88","1","90","8","14"
"1985","general elemantary","24.54","14.21","363","5","10","28","56","150","22.09","26.99","0","220","14","15"
"1985","higher education","19.58","14","72","3","7","28","40","90","15.57","23.59","1","90","8","15"
"1985","higher vocational","18.68","12","78","5","8","28","34","84","15.11","22.25","2","84","10","20"
"1985","in school","","","","","","","","","","","","","",""
"1985","inadequately","30.2","14","106","4","8","21","50","300","22.37","38.03","1","300","14","20"
"1985","middle vocational","20.89","14","581","5","8","28","49","120","18.96","22.82","1","300","12","14"
"1985","vocational + Abi","","","","","","","","","","","","","",""
"1986","general elemantary","22.96","16","362","4","9","28","47","120","20.61","25.31","0","212","14","16"
"1986","higher education","19.44","11","73","4","8","21","35","120","14.6","24.28","1","120","8","13"
"1986","higher vocational","21.66","14","73","4","7","30","49","117","16.8","26.52","1","117","10","20"
"1986","in school","","","","","","","","","","","","","",""
"1986","inadequately","18.43","13.54","110","5","7","20","35","90","13.6","23.26","0","210","13","18"
"1986","middle vocational","22.44","14","605","5","8","28","47","120","20.25","24.63","0","280","13","14"
"1986","vocational + Abi","27.74","21.45","30","5","9","40","60","82","20.43","35.05","1","82","9","30"
"1987","general elemantary","26.28","15","356","5","8","30","60","189","23.36","29.2","0","215","12","14"
"1987","higher education","22.56","11","78","3","6","29","56","210","15.81","29.31","1","210","7","14"
"1987","higher vocational","18.08","10.08","71","3","5","21","42","100","13.68","22.48","1","100","8","13"
"1987","in school","","","","","","","","","","","","","",""
"1987","inadequately","14.34","10.7","95","2","5","21","28","60","11.53","17.15","0","60","12","21"
"1987","middle vocational","21.63","14","584","5","8","28","42","110","19.69","23.57","0","310","12","14"
"1987","vocational + Abi","","","","","","","","","","","","","",""
"1988","general elemantary","24.62","14","362","5","8","30","50","150","21.37","27.87","1","300","12","14"
"1988","higher education","33.33","14","66","4","7","40","74","210","23.97","42.69","2","210","9","20"
"1988","higher vocational","20.1","14","81","4","7","30","42","90","16.29","23.91","1","90","10","15"
"1988","in school","","","","","","","","","","","","","",""
"1988","inadequately","16.78","10","92","5","6","21","40","90","12.82","20.74","1","110","10","18"
"1988","middle vocational","23.23","14","535","5","7","28","55","180","21.08","25.38","1","185","12","14"
"1988","vocational + Abi","","","","","","","","","","","","","",""
"1989","general elemantary","24.41","14","333","5","10","28","45","200","21.4","27.42","1","211","14","14"
"1989","higher education","30.26","18","51","5","6","38","90","100","22.24","38.28","1","100","7","21"
"1989","higher vocational","19.44","11.62","58","5","7","21","50","95","14.65","24.23","1","95","8","12"
"1989","in school","","","","","","","","","","","","","",""
"1989","inadequately","19.64","13.61","92","3","5","22","45","100","14.59","24.69","1","156","14","20"
"1989","middle vocational","21.4","14","550","5","8","25","48","128","19.56","23.24","1","180","12","14"
"1989","vocational + Abi","11.77","6","31","2","3","16","20","90","4.12","19.42","1","90","5","14"
"1990","general elemantary","","","","","","","","","","","","","",""
"1990","higher education","","","","","","","","","","","","","",""
"1990","higher vocational","","","","","","","","","","","","","",""
"1990","in school","","","","","","","","","","","","","",""
"1990","inadequately","","","","","","","","","","","","","",""
"1990","middle vocational","","","","","","","","","","","","","",""
"1990","vocational + Abi","","","","","","","","","","","","","",""
"1991","general elemantary","22.48","14","319","5","8","30","50","80","20.33","24.63","1","200","12","14"
"1991","higher education","17.82","10","69","4","6","15","60","150","12.87","22.77","1","150","7","12"
"1991","higher vocational","23.45","14","72","3","7","30","42","210","17.11","29.79","1","210","8","15"
"1991","in school","","","","","","","","","","","","","",""
"1991","inadequately","18.19","12.25","68","5","7","24","56","70","14.36","22.02","1","70","10","14"
"1991","middle vocational","22.08","14","554","4","7","24","42","200","19.38","24.78","1","365","10","14"
"1991","vocational + Abi","12.24","8.24","49","3","5","15","28","50","9.15","15.33","1","50","6","14"
"1992","general elemantary","23.36","14","343","4","7","30","46","180","20.28","26.44","1","312","11","14"
"1992","higher education","20.37","10","149","3","6","23","54","187","16.58","24.16","1","187","7","12"
"1992","higher vocational","28.64","14","87","5","8","32","48","365","19.8","37.48","1","365","11","20"
"1992","in school","","","","","","","","","","","","","",""
"1992","inadequately","13.87","13.01","62","3","6","16","22","60","9.71","18.03","1","90","10","16"
"1992","middle vocational","21.14","14","766","4","7","28","49","125","19.3","22.98","1","270","11","14"
"1992","vocational + Abi","17.35","9","40","5","7","20","42","77","11.79","22.91","1","77","7","14"
"1993","general elemantary","","","","","","","","","","","","","",""
"1993","higher education","","","","","","","","","","","","","",""
"1993","higher vocational","","","","","","","","","","","","","",""
"1993","in school","","","","","","","","","","","","","",""
"1993","inadequately","","","","","","","","","","","","","",""
"1993","middle vocational","","","","","","","","","","","","","",""
"1993","vocational + Abi","","","","","","","","","","","","","",""
"1994","general elemantary","23.52","14","317","4","8","28","52","135","20.78","26.26","1","180","11","14"
"1994","higher education","16.61","10","149","2","4","21","45","100","13.53","19.69","1","102","7","10"
"1994","higher vocational","25.63","14","96","4","8","31","70","110","20.27","30.99","1","154","8","14"
"1994","in school","","","","","","","","","","","","","",""
"1994","inadequately","15.6","10","72","5","7","17","28","90","10.08","21.12","1","180","10","14"
"1994","middle vocational","18.15","11","769","3","6","21","36","150","16.6","19.7","1","240","10","11"
"1994","vocational + Abi","14.67","9.83","50","4","5","17","45","56","10.54","18.8","1","60","7","14"
"1995","general elemantary","22.88","15.98","347","4","7","28","49","108","20.5","25.26","1","186","12","14"
"1995","higher education","17.17","10","168","3","5","24","35","105","13.79","20.55","1","170","8","12"
"1995","higher vocational","20.09","9.92","81","3","6","30","46","123","15.07","25.11","2","123","9","15"
"1995","in school","","","","","","","","","","","","","",""
"1995","inadequately","21.54","14","65","5","7","30","60","80","14.87","28.21","1","180","14","21"
"1995","middle vocational","18.44","11","787","3","5","21","40","100","16.82","20.06","0","250","10","12"
"1995","vocational + Abi","10","5","58","1","3","10","21","150","4.54","15.46","1","150","5","8"
"1996","general elemantary","21.6","14","316","4","7","25","42","150","19","24.2","1","215","10","14"
"1996","higher education","13.05","8","194","2","5","14","30","60","10.69","15.41","1","180","7","10"
"1996","higher vocational","19.47","13.78","93","4","5","21","35","160","14.9","24.04","1","160","7","14"
"1996","in school","","","","","","","","","","","","","",""
"1996","inadequately","18.06","12","73","2","7","20","35","180","10.19","25.93","1","180","10","15"
