"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","14.2","8","462","3","5","14","30","90","12.61","15.79","1","120","7","9"
"1984","35-65 y.","24.9","14","702","4","8","30","56","140","22.68","27.12","1","365","14","15"
"1984","66 and older","32.64","21","193","10","14","42","62","140","28.47","36.81","1","180","20","28"
"1985","16-34 y.","13.87","9","466","4","6","14","25","90","11.98","15.76","1","300","8","10"
"1985","35-65 y.","22.71","14","610","5","9","28","49","150","20.74","24.68","0","220","14","16"
"1985","66 and older","30.52","21","173","10","14","35","60","150","25.91","35.13","2","300","21","28"
"1986","16-34 y.","16.75","10","470","3","5","16","34","120","14.3","19.2","0","280","8","10"
"1986","35-65 y.","23.68","15.25","623","5","8","29","50","120","21.82","25.54","0","212","14","18"
"1986","66 and older","25.88","21","187","8","14","35","50","108","22.6","29.16","1","180","17","22"
"1987","16-34 y.","12.52","9","475","2","5","14","23","80","11.22","13.82","0","210","8","10"
"1987","35-65 y.","22.85","14","558","4","8","28","49","141","20.64","25.06","0","310","14","15"
"1987","66 and older","31.99","23","203","7","14","40","65","165","27.81","36.17","1","215","21","28"
"1988","16-34 y.","13.48","7.97","440","4","6","14","21","90","11.57","15.39","1","271","7","9"
"1988","35-65 y.","23.52","14","564","5","8","28","56","150","21.29","25.75","1","300","14","14"
"1988","66 and older","34.92","24.91","189","8","14","42","76","210","29.93","39.91","1","261","21","28"
"1989","16-34 y.","14.19","8","447","3","5","14","24","100","12.34","16.04","1","180","8","10"
"1989","35-65 y.","22.88","14","509","5","9","28","50","140","20.8","24.96","1","211","14","15"
"1989","66 and older","30.02","21","186","8","14","36","63","200","25.8","34.24","1","210","18","24"
"1990","16-34 y.","","","","","","","","","","","","","",""
"1990","35-65 y.","","","","","","","","","","","","","",""
"1990","66 and older","","","","","","","","","","","","","",""
"1991","16-34 y.","14.43","8","449","3","5","15","30","85","12.4","16.46","1","300","7","9"
"1991","35-65 y.","21.3","14","505","4","7","22","48","180","19.03","23.57","1","365","13","14"
"1991","66 and older","29.23","21","210","6","12","38","56","210","24.74","33.72","1","240","18","21"
"1992","16-34 y.","13.01","8","559","3","5","14","24","100","11.44","14.58","1","243","7","9"
"1992","35-65 y.","19.92","14","642","4","7","25","42","120","18.1","21.74","1","270","13","14"
"1992","66 and older","32.71","21","280","6","12","42","60","187","27.95","37.47","1","365","20","25"
"1993","16-34 y.","","","","","","","","","","","","","",""
"1993","35-65 y.","","","","","","","","","","","","","",""
"1993","66 and older","","","","","","","","","","","","","",""
"1994","16-34 y.","10.47","7","497","2","4","12","20","90","9","11.94","1","196","6","7"
"1994","35-65 y.","19.4","12","676","4","7","21","40","135","17.66","21.14","1","240","10","14"
"1994","66 and older","25.89","15.6","320","5","10","30","56","150","23","28.78","1","160","14","20"
"1995","16-34 y.","10.22","7","522","2","5","12","21","70","9","11.44","1","150","7","8"
"1995","35-65 y.","19.56","12","738","3","6","24","42","123","17.8","21.32","0","250","10","14"
"1995","66 and older","25.8","20","299","4","10","30","56","170","22.66","28.94","1","195","16","21"
"1996","16-34 y.","11.09","7","491","2","5","12","21","65","10.06","12.12","1","128","7","7"
"1996","35-65 y.","18.79","11","774","3","6","21","41","160","17.12","20.46","1","215","10","12"
