"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1996","66 and older","22.61","14","324","4","9","28","48","110","19.88","25.34","1","180","14","17"
"1997","16-34 y.","10.54","6","498","2","4","10","20","99","9.17","11.91","1","150","6","7"
"1997","35-65 y.","16.66","10","734","3","5","20","35","90","15.07","18.25","1","320","10","12"
"1997","66 and older","22.71","14","316","4","9","28","45","160","20.19","25.23","1","185","14","17"
"1998","16-34 y.","9.36","6","529","3","4","10","15","78","8.18","10.54","1","181","6","7"
"1998","35-65 y.","15.93","10","836","3","5","18","35","110","14.59","17.27","1","210","10","10"
"1998","66 and older","23.31","16","371","4","10","28","50","110","20.97","25.65","1","154","14","20"
"1999","16-34 y.","8.44","6","466","2","4","10","17","50","7.52","9.36","1","100","6","7"
"1999","35-65 y.","16.4","10","845","3","5","18","33","120","14.86","17.94","1","330","10","10"
"1999","66 and older","21.31","14","363","3","8","25","45","100","18.95","23.67","1","250","14","17"
"2000","16-34 y.","10.26","6","739","2","4","10","20","98","9.1","11.42","1","180","6","7"
"2000","35-65 y.","15.54","10","1413","2","5","20","35","105","14.48","16.6","1","190","9","10"
"2000","66 and older","21.5","14","702","4","8","28","42","100","19.94","23.06","1","305","14","15"
"2001","16-34 y.","9.27","6","640","2","3","10","18","70","8.26","10.28","1","180","5","6"
"2001","35-65 y.","14.65","8","1323","2","5","16","30","110","13.56","15.74","1","250","8","9"
"2001","66 and older","20.46","14","671","4","8","24","40","130","18.74","22.18","1","240","14","14"
"2002","16-34 y.","9.27","6","567","2","4","10","20","60","8.08","10.46","1","150","5","6"
"2002","35-65 y.","14.24","8","1396","2","4","15","30","71","13.21","15.27","0","360","7","9"
"2002","66 and older","20.09","14","753","3","7","22","42","120","18.6","21.58","1","200","12","14"
"2003","16-34 y.","9.54","6","578","2","4","10","17","84","8.12","10.96","1","242","5","6"
"2003","35-65 y.","13.46","7","1360","2","4","14","30","100","12.41","14.51","1","215","7","8"
"2003","66 and older","18.19","14","694","3","6","23","36","90","16.69","19.69","1","240","11","14"
"2004","16-34 y.","11.53","5","498","1","3","10","21","120","10.24","12.82","1","150","5","6"
"2004","35-65 y.","14.21","7","1306","2","4","14","30","97","13.05","15.37","1","350","7","7"
"2004","66 and older","17.74","12.52","786","3","7","21","35","112","16.29","19.19","1","220","12","14"
"2005","16-34 y.","9.92","6","431","2","3","10","20","90","8.63","11.21","1","120","5","6"
"2005","35-65 y.","13.58","7","1139","2","4","14","28","122","12.51","14.65","1","180","7","8"
"2005","66 and older","17.92","12","727","3","6","20","39","120","16.34","19.5","1","250","10","12"
"2006","16-34 y.","7.83","5","425","2","3","8","16","60","6.85","8.81","1","90","4","5"
"2006","35-65 y.","13.65","7","1215","2","4","14","30","90","12.53","14.77","1","280","7","7"
"2006","66 and older","18.11","10","924","3","6","20","35","180","16.79","19.43","1","220","10","12"
"2007","16-34 y.","9.53","5","399","1","3","10","19","86","7.99","11.07","1","180","5","5"
"2007","35-65 y.","12.81","7","1127","2","3","14","35","90","11.73","13.89","1","231","6","7"
"2007","66 and older","15.52","10","916","3","5","20","35","84","14.4","16.64","1","180","10","11"
"2008","16-34 y.","8.33","5","354","1","3","7","14","80","6.66","10","1","150","4","5"
"2008","35-65 y.","13.3","7","1032","2","4","14","30","120","12.12","14.48","1","240","6","7"
"2008","66 and older","15.09","11.93","870","3","5","20","34","63","14.06","16.12","1","200","10","12"
"2009","16-34 y.","6.95","5","343","2","3","7","12","60","5.49","8.41","1","150","4","5"
"2009","35-65 y.","12.01","5","1076","2","3","12","25","113","10.84","13.18","1","290","5","6"
"2009","66 and older","15.12","10","885","3","5","18","30","98","13.69","16.55","1","300","10","10"
"2010","16-34 y.","10.27","5","939","1","3","7","20","120","9.39","11.15","1","220","4","5"
"2010","35-65 y.","12.82","6","1481","1","3","12","28","120","11.87","13.77","1","250","5","6"
"2010","66 and older","14.47","9","859","3","5","16","28","116","13.11","15.83","1","240","8","10"
"2011","16-34 y.","8.39","4","885","2","3","7","14","120","7.4","9.38","1","200","4","4"
"2011","35-65 y.","9.81","5","1920","1","3","11","23","68","9.14","10.48","1","210","5","5"
"2011","66 and older","14.91","10","1096","2","5","15","30","90","13.68","16.14","1","250","8","10"
"2012","16-34 y.","7.41","4","731","1","3","6","14","90","6.32","8.5","1","180","4","4"
"2012","35-65 y.","11.56","5","1850","2","3","12","28","100","10.64","12.48","1","300","5","5"
"2012","66 and older","15.01","10","1155","2","5","18","30","90","13.93","16.09","1","210","8","10"
"2013","16-34 y.","7.01","4","679","1","2","8","14","54","6.22","7.8","1","120","4","4"
"2013","35-65 y.","11.77","5","1702","2","3","12","25","120","10.82","12.72","1","270","5","5"
"2013","66 and older","13.81","8","1081","2","4","14","30","90","12.8","14.82","1","230","8","9"
"2014","16-34 y.","7.44","4","553","1","2","7","15","60","6.31","8.57","1","185","3","4"
"2014","35-65 y.","10.07","5","1463","1","3","11","24","70","9.33","10.81","1","210","5","6"
"2014","66 and older","14.24","9","1000","2","4","17","30","90","13.06","15.42","1","210","8","10"
"2015","16-34 y.","6.86","4","657","1","2","6","13","60","5.41","8.31","1","300","3","4"
"2015","35-65 y.","10.39","5","1600","1","3","10","21","90","9.57","11.21","1","260","5","5"
"2015","66 and older","12.3","8","1080","2","4","14","28","82","11.39","13.21","1","240","7","8"
"2016","16-34 y.","6.56","3","627","1","2","7","13","60","5.49","7.63","1","200","3","4"
"2016","35-65 y.","9.9","5","1593","1","3","10","20","90","9.01","10.79","1","300","5","5"
"2016","66 and older","12.98","8","983","3","4","15","28","91","11.84","14.12","1","270","7","8"
"2017","16-34 y.","7.69","4","672","1","2","7","14","85","6.75","8.63","1","150","3","4"
"2017","35-65 y.","11.1","5","1778","1","3","11","24","100","10.21","11.99","1","240","5","5"
"2017","66 and older","11.98","7","1132","2","4","14","28","75","11.16","12.8","1","180","7","8"
"2018","16-34 y.","7.14","3","651","1","2","6","14","90","6.05","8.23","1","180","3","4"
"2018","35-65 y.","10.64","5","1717","1","2","10","21","100","9.76","11.52","1","280","4","5"
"2018","66 and older","11.95","7","1066","2","4","14","25","100","10.89","13.01","1","200","7","7"
"2019","16-34 y.","5.67","3","590","1","2","6","10","45","4.59","6.75","1","150","3","4"
"2019","35-65 y.","9.97","5","1793","1","2","10","20","105","9.12","10.82","1","240","4","5"
"2019","66 and older","13.37","7","1081","2","4","15","30","95","12.19","14.55","1","300","7","7"
