"plb0195_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Not paid","2010","66 and older","1-pers.-HH","3","","",""
"Not paid","2010","66 and older","(Married) couple without C. ","10","","",""
"Not paid","2010","66 and older","Single parent ","","","",""
"Not paid","2010","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","2010","66 and older","Couple + C. GT 16 ","","","",""
"Not paid","2010","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","2011","16-34 y.","1-pers.-HH","163","0.559319236101489","0.503601931837287","0.615036540365692"
"Acclaimed","2011","16-34 y.","(Married) couple without C. ","272","0.484626095374224","0.442821258897586","0.526430931850862"
"Acclaimed","2011","16-34 y.","Single parent ","117","0.499623330829942","0.436365783185786","0.562880878474098"
"Acclaimed","2011","16-34 y.","Couple + C. LE 16 ","452","0.460085618120876","0.428672096131381","0.491499140110371"
"Acclaimed","2011","16-34 y.","Couple + C. GT 16 ","163","0.53118008620427","0.47750126537538","0.58485890703316"
"Acclaimed","2011","16-34 y.","Couple + C. LE and GT 16","61","0.549758799891743","0.454597108386545","0.644920491396941"
"Acclaimed","2011","35-65 y.","1-pers.-HH","331","0.510018716621273","0.470952120674603","0.549085312567942"
"Acclaimed","2011","35-65 y.","(Married) couple without C. ","837","0.511001655358163","0.486599374559921","0.535403936156406"
"Acclaimed","2011","35-65 y.","Single parent ","474","0.53589629277328","0.502130731221763","0.569661854324797"
"Acclaimed","2011","35-65 y.","Couple + C. LE 16 ","1303","0.470185565074632","0.451682071903555","0.488689058245708"
"Acclaimed","2011","35-65 y.","Couple + C. GT 16 ","467","0.470521115351365","0.43871457707712","0.50232765362561"
"Acclaimed","2011","35-65 y.","Couple + C. LE and GT 16","301","0.402956372733079","0.365676938202084","0.440235807264074"
"Acclaimed","2011","66 and older","1-pers.-HH","1","","",""
"Acclaimed","2011","66 and older","(Married) couple without C. ","4","","",""
"Acclaimed","2011","66 and older","Single parent ","1","","",""
"Acclaimed","2011","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","2011","66 and older","Couple + C. GT 16 ","1","","",""
"Acclaimed","2011","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","2011","16-34 y.","1-pers.-HH","60","0.161977303134857","0.12062943297463","0.203325173295083"
"Partly, partly","2011","16-34 y.","(Married) couple without C. ","120","0.251266252882197","0.214984128779292","0.287548376985103"
"Partly, partly","2011","16-34 y.","Single parent ","37","0.155497233819665","0.109650928510976","0.201343539128354"
"Partly, partly","2011","16-34 y.","Couple + C. LE 16 ","220","0.229670080853564","0.203159121211317","0.256181040495811"
"Partly, partly","2011","16-34 y.","Couple + C. GT 16 ","80","0.200514505972794","0.157446254362795","0.243582757582794"
"Partly, partly","2011","16-34 y.","Couple + C. LE and GT 16","17","","",""
"Partly, partly","2011","35-65 y.","1-pers.-HH","114","0.188459202181213","0.157896860889028","0.219021543473397"
"Partly, partly","2011","35-65 y.","(Married) couple without C. ","277","0.175112920879103","0.156559588761723","0.193666252996483"
"Partly, partly","2011","35-65 y.","Single parent ","138","0.163774164260667","0.13871823188347","0.188830096637864"
"Partly, partly","2011","35-65 y.","Couple + C. LE 16 ","524","0.196958191014153","0.182214260120669","0.211702121907636"
"Partly, partly","2011","35-65 y.","Couple + C. GT 16 ","177","0.213919094665292","0.187787800297857","0.240050389032728"
"Partly, partly","2011","35-65 y.","Couple + C. LE and GT 16","137","0.222630064146171","0.191011434444706","0.254248693847635"
"Partly, partly","2011","66 and older","1-pers.-HH","","","",""
"Partly, partly","2011","66 and older","(Married) couple without C. ","3","","",""
"Partly, partly","2011","66 and older","Single parent ","","","",""
"Partly, partly","2011","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","2011","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","2011","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","2011","16-34 y.","1-pers.-HH","31","0.085965873219324","0.0545070540975109","0.117424692341137"
"Paid","2011","16-34 y.","(Married) couple without C. ","45","0.0845704919229358","0.0612958075152894","0.107845176330582"
"Paid","2011","16-34 y.","Single parent ","57","0.224000522282491","0.171253530048352","0.276747514516631"
"Paid","2011","16-34 y.","Couple + C. LE 16 ","168","0.167610366722482","0.144068081147364","0.1911526522976"
"Paid","2011","16-34 y.","Couple + C. GT 16 ","39","0.122930479956312","0.0876100609387676","0.158250898973856"
"Paid","2011","16-34 y.","Couple + C. LE and GT 16","11","","",""
"Paid","2011","35-65 y.","1-pers.-HH","67","0.134998044815162","0.108292892941586","0.161703196688737"
"Paid","2011","35-65 y.","(Married) couple without C. ","154","0.10087590526507","0.0861741525745758","0.115577657955564"
"Paid","2011","35-65 y.","Single parent ","118","0.154581753732099","0.13010572213783","0.179057785326368"
"Paid","2011","35-65 y.","Couple + C. LE 16 ","319","0.108440128156987","0.0969128319617411","0.119967424352232"
"Paid","2011","35-65 y.","Couple + C. GT 16 ","105","0.134218893181215","0.112496213332504","0.155941573029926"
"Paid","2011","35-65 y.","Couple + C. LE and GT 16","97","0.162345848016696","0.134317969002306","0.190373727031085"
"Paid","2011","66 and older","1-pers.-HH","","","",""
"Paid","2011","66 and older","(Married) couple without C. ","5","","",""
"Paid","2011","66 and older","Single parent ","1","","",""
"Paid","2011","66 and older","Couple + C. LE 16 ","","","",""
"Paid","2011","66 and older","Couple + C. GT 16 ","","","",""
"Paid","2011","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","2011","16-34 y.","1-pers.-HH","51","0.19273758754433","0.148469705258965","0.237005469829695"
"Not paid","2011","16-34 y.","(Married) couple without C. ","112","0.179537159820643","0.1474324645447","0.211641855096586"
"Not paid","2011","16-34 y.","Single parent ","29","","",""
"Not paid","2011","16-34 y.","Couple + C. LE 16 ","127","0.142633934303078","0.12059302893612","0.164674839670037"
"Not paid","2011","16-34 y.","Couple + C. GT 16 ","50","0.145374927866624","0.107459878999021","0.183289976734227"
"Not paid","2011","16-34 y.","Couple + C. LE and GT 16","16","","",""
"Not paid","2011","35-65 y.","1-pers.-HH","117","0.166524036382353","0.137409641182825","0.195638431581881"
"Not paid","2011","35-65 y.","(Married) couple without C. ","344","0.213009518497664","0.193022417019771","0.232996619975556"
"Not paid","2011","35-65 y.","Single parent ","108","0.145747789233954","0.121857570539316","0.169638007928593"
"Not paid","2011","35-65 y.","Couple + C. LE 16 ","649","0.224416115754228","0.208949382566566","0.239882848941891"
"Not paid","2011","35-65 y.","Couple + C. GT 16 ","197","0.181340896802127","0.156788044570152","0.205893749034103"
"Not paid","2011","35-65 y.","Couple + C. LE and GT 16","130","0.212067715104055","0.180999307462209","0.243136122745901"
"Not paid","2011","66 and older","1-pers.-HH","2","","",""
"Not paid","2011","66 and older","(Married) couple without C. ","7","","",""
"Not paid","2011","66 and older","Single parent ","1","","",""
"Not paid","2011","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","2011","66 and older","Couple + C. GT 16 ","","","",""
"Not paid","2011","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","2012","16-34 y.","1-pers.-HH","192","0.526482854502396","0.475330277357763","0.577635431647028"
"Acclaimed","2012","16-34 y.","(Married) couple without C. ","283","0.540338955116208","0.498382340660625","0.582295569571791"
"Acclaimed","2012","16-34 y.","Single parent ","120","0.4459706740593","0.384354090535895","0.507587257582705"
"Acclaimed","2012","16-34 y.","Couple + C. LE 16 ","378","0.445428217322244","0.41161575552269","0.479240679121798"
"Acclaimed","2012","16-34 y.","Couple + C. GT 16 ","163","0.517748266502038","0.463422903621236","0.57207362938284"
"Acclaimed","2012","16-34 y.","Couple + C. LE and GT 16","68","0.635476515583531","0.548266237879712","0.72268679328735"
"Acclaimed","2012","35-65 y.","1-pers.-HH","391","0.546699248801439","0.509847632555662","0.583550865047215"
"Acclaimed","2012","35-65 y.","(Married) couple without C. ","889","0.525003950309117","0.501244660532705","0.54876324008553"
"Acclaimed","2012","35-65 y.","Single parent ","504","0.599416474262832","0.567004035233566","0.631828913292098"
"Acclaimed","2012","35-65 y.","Couple + C. LE 16 ","1404","0.471408414364229","0.45296812722575","0.489848701502708"
"Acclaimed","2012","35-65 y.","Couple + C. GT 16 ","493","0.492901947987286","0.461648526388561","0.524155369586011"
"Acclaimed","2012","35-65 y.","Couple + C. LE and GT 16","345","0.433458947900785","0.396826992047076","0.470090903754493"
"Acclaimed","2012","66 and older","1-pers.-HH","1","","",""
"Acclaimed","2012","66 and older","(Married) couple without C. ","8","","",""
"Acclaimed","2012","66 and older","Single parent ","","","",""
"Acclaimed","2012","66 and older","Couple + C. LE 16 ","1","","",""
"Acclaimed","2012","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","2012","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","2012","16-34 y.","1-pers.-HH","71","0.17210673402102","0.133434999201831","0.21077846884021"
"Partly, partly","2012","16-34 y.","(Married) couple without C. ","109","0.212870400814765","0.178409295053167","0.247331506576363"
"Partly, partly","2012","16-34 y.","Single parent ","44","0.209462136823858","0.15902014942959","0.259904124218127"
"Partly, partly","2012","16-34 y.","Couple + C. LE 16 ","205","0.269523103884658","0.239336775882049","0.299709431887268"
"Partly, partly","2012","16-34 y.","Couple + C. GT 16 ","85","0.260570930198317","0.21284903832593","0.308292822070703"
"Partly, partly","2012","16-34 y.","Couple + C. LE and GT 16","19","","",""
"Partly, partly","2012","35-65 y.","1-pers.-HH","132","0.186942854482295","0.158082341089101","0.215803367875489"
"Partly, partly","2012","35-65 y.","(Married) couple without C. ","328","0.196825908621467","0.177908870123475","0.215742947119459"
"Partly, partly","2012","35-65 y.","Single parent ","143","0.146144744281637","0.12277873408388","0.169510754479395"
"Partly, partly","2012","35-65 y.","Couple + C. LE 16 ","555","0.219894356747325","0.20459431403498","0.235194399459669"
"Partly, partly","2012","35-65 y.","Couple + C. GT 16 ","202","0.221975548664904","0.195996662665513","0.247954434664294"
"Partly, partly","2012","35-65 y.","Couple + C. LE and GT 16","129","0.222339717007886","0.191601836900037","0.253077597115736"
"Partly, partly","2012","66 and older","1-pers.-HH","2","","",""
"Partly, partly","2012","66 and older","(Married) couple without C. ","3","","",""
"Partly, partly","2012","66 and older","Single parent ","","","",""
"Partly, partly","2012","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","2012","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","2012","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","2012","16-34 y.","1-pers.-HH","46","0.113188955159543","0.0807307036964671","0.14564720662262"
"Paid","2012","16-34 y.","(Married) couple without C. ","54","0.0845780115875688","0.06115256640306","0.108003456772078"
"Paid","2012","16-34 y.","Single parent ","46","0.166120157978882","0.119984046038788","0.212256269918977"
"Paid","2012","16-34 y.","Couple + C. LE 16 ","140","0.168404947296094","0.142945884269422","0.193864010322766"
"Paid","2012","16-34 y.","Couple + C. GT 16 ","35","0.106564634239814","0.0730183417198493","0.140110926759779"
"Paid","2012","16-34 y.","Couple + C. LE and GT 16","14","","",""
"Paid","2012","35-65 y.","1-pers.-HH","64","0.110883754218365","0.087640211881228","0.134127296555502"
"Paid","2012","35-65 y.","(Married) couple without C. ","151","0.0998095557716078","0.0855482126013277","0.114070898941888"
"Paid","2012","35-65 y.","Single parent ","118","0.144210267890844","0.120973139338479","0.167447396443209"
"Paid","2012","35-65 y.","Couple + C. LE 16 ","296","0.105836949673804","0.0944728271248684","0.11720107222274"
"Paid","2012","35-65 y.","Couple + C. GT 16 ","114","0.13074401016043","0.109669568430463","0.151818451890396"
"Paid","2012","35-65 y.","Couple + C. LE and GT 16","104","0.153263824667828","0.126634244756877","0.179893404578779"
"Paid","2012","66 and older","1-pers.-HH","2","","",""
"Paid","2012","66 and older","(Married) couple without C. ","11","","",""
"Paid","2012","66 and older","Single parent ","","","",""
"Paid","2012","66 and older","Couple + C. LE 16 ","","","",""
"Paid","2012","66 and older","Couple + C. GT 16 ","1","","",""
"Paid","2012","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","2012","16-34 y.","1-pers.-HH","57","0.188221456317041","0.148175294575746","0.228267618058335"
"Not paid","2012","16-34 y.","(Married) couple without C. ","96","0.162212632481458","0.131177208144359","0.193248056818558"
"Not paid","2012","16-34 y.","Single parent ","40","0.178447031137959","0.130984539368408","0.22590952290751"
"Not paid","2012","16-34 y.","Couple + C. LE 16 ","107","0.116643731497004","0.0948059913093226","0.138481471684685"
"Not paid","2012","16-34 y.","Couple + C. GT 16 ","42","0.115116169059831","0.0804171094936536","0.149815228626009"
"Not paid","2012","16-34 y.","Couple + C. LE and GT 16","16","","",""
"Not paid","2012","35-65 y.","1-pers.-HH","114","0.155474142497901","0.128650074412985","0.182298210582817"
"Not paid","2012","35-65 y.","(Married) couple without C. ","329","0.178360585297808","0.160146924402658","0.196574246192958"
"Not paid","2012","35-65 y.","Single parent ","113","0.110228513564686","0.0895134127760243","0.130943614353348"
"Not paid","2012","35-65 y.","Couple + C. LE 16 ","560","0.202860279214643","0.188005211836471","0.217715346592814"
"Not paid","2012","35-65 y.","Couple + C. GT 16 ","174","0.154378493187381","0.131791795404596","0.176965190970165"
"Not paid","2012","35-65 y.","Couple + C. LE and GT 16","125","0.190937510423501","0.161883432994701","0.219991587852301"
"Not paid","2012","66 and older","1-pers.-HH","5","","",""
"Not paid","2012","66 and older","(Married) couple without C. ","9","","",""
"Not paid","2012","66 and older","Single parent ","1","","",""
"Not paid","2012","66 and older","Couple + C. LE 16 ","1","","",""
"Not paid","2012","66 and older","Couple + C. GT 16 ","","","",""
"Not paid","2012","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","2013","16-34 y.","1-pers.-HH","224","0.495981187547211","0.449474802672795","0.542487572421628"
"Acclaimed","2013","16-34 y.","(Married) couple without C. ","335","0.538807295020014","0.49953731189756","0.578077278142468"
"Acclaimed","2013","16-34 y.","Single parent ","115","0.47380593779077","0.410236680257894","0.537375195323646"
"Acclaimed","2013","16-34 y.","Couple + C. LE 16 ","412","0.459240596846766","0.42666514701831","0.491816046675223"
"Acclaimed","2013","16-34 y.","Couple + C. GT 16 ","170","0.499583197346648","0.446120815216496","0.553045579476799"
"Acclaimed","2013","16-34 y.","Couple + C. LE and GT 16","83","0.48992613743591","0.414780206328743","0.565072068543077"
"Acclaimed","2013","35-65 y.","1-pers.-HH","401","0.567817131883598","0.531197965970593","0.604436297796604"
"Acclaimed","2013","35-65 y.","(Married) couple without C. ","906","0.521824089065488","0.497994432756443","0.545653745374533"
"Acclaimed","2013","35-65 y.","Single parent ","497","0.556002000287113","0.522986555804993","0.589017444769232"
"Acclaimed","2013","35-65 y.","Couple + C. LE 16 ","1459","0.475699513879331","0.457690110338133","0.49370891742053"
"Acclaimed","2013","35-65 y.","Couple + C. GT 16 ","472","0.500652959089814","0.469678717151028","0.5316272010286"
"Acclaimed","2013","35-65 y.","Couple + C. LE and GT 16","364","0.444844141966767","0.40990204352001","0.479786240413524"
"Acclaimed","2013","66 and older","1-pers.-HH","4","","",""
"Acclaimed","2013","66 and older","(Married) couple without C. ","7","","",""
"Acclaimed","2013","66 and older","Single parent ","","","",""
"Acclaimed","2013","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","2013","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","2013","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","2013","16-34 y.","1-pers.-HH","92","0.234690757282931","0.195270171066051","0.274111343499811"
"Partly, partly","2013","16-34 y.","(Married) couple without C. ","119","0.209882997958057","0.177802795561305","0.24196320035481"
"Partly, partly","2013","16-34 y.","Single parent ","45","0.170847648380276","0.122929989766243","0.21876530699431"
"Partly, partly","2013","16-34 y.","Couple + C. LE 16 ","237","0.279494612061652","0.250160457113592","0.308828767009711"
"Partly, partly","2013","16-34 y.","Couple + C. GT 16 ","84","0.243079107396992","0.197214517433093","0.288943697360891"
"Partly, partly","2013","16-34 y.","Couple + C. LE and GT 16","37","0.257715257463959","0.191967800022461","0.323462714905458"
"Partly, partly","2013","35-65 y.","1-pers.-HH","111","0.172255492260931","0.14434258186655","0.200168402655312"
"Partly, partly","2013","35-65 y.","(Married) couple without C. ","307","0.192613076930949","0.173800616048296","0.211425537813602"
"Partly, partly","2013","35-65 y.","Single parent ","145","0.186007774513186","0.160151607668955","0.211863941357417"
"Partly, partly","2013","35-65 y.","Couple + C. LE 16 ","587","0.204773094078254","0.190221022421824","0.219325165734685"
"Partly, partly","2013","35-65 y.","Couple + C. GT 16 ","208","0.206879648063083","0.181786249549586","0.23197304657658"
"Partly, partly","2013","35-65 y.","Couple + C. LE and GT 16","164","0.28490296056036","0.253165764647686","0.316640156473034"
"Partly, partly","2013","66 and older","1-pers.-HH","1","","",""
"Partly, partly","2013","66 and older","(Married) couple without C. ","1","","",""
"Partly, partly","2013","66 and older","Single parent ","","","",""
"Partly, partly","2013","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","2013","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","2013","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","2013","16-34 y.","1-pers.-HH","61","0.124365714630675","0.0936706664202414","0.155060762841109"
"Paid","2013","16-34 y.","(Married) couple without C. ","52","0.0700208965597339","0.0499182519380988","0.090123541181369"
"Paid","2013","16-34 y.","Single parent ","40","0.166091436486248","0.118710160140195","0.213472712832301"
"Paid","2013","16-34 y.","Couple + C. LE 16 ","140","0.120573742856903","0.0992877294897473","0.141859756224059"
"Paid","2013","16-34 y.","Couple + C. GT 16 ","44","0.156834026444896","0.117951441046515","0.195716611843278"
"Paid","2013","16-34 y.","Couple + C. LE and GT 16","29","","",""
"Paid","2013","35-65 y.","1-pers.-HH","78","0.117752683189243","0.0939266903112186","0.141578676067268"
"Paid","2013","35-65 y.","(Married) couple without C. ","157","0.0896753454545333","0.0760453236197085","0.103305367289358"
"Paid","2013","35-65 y.","Single parent ","112","0.126958953040987","0.104836287049267","0.149081619032706"
"Paid","2013","35-65 y.","Couple + C. LE 16 ","359","0.11306006517186","0.101640631506376","0.124479498837343"
"Paid","2013","35-65 y.","Couple + C. GT 16 ","147","0.125241414760462","0.104736916745735","0.145745912775189"
"Paid","2013","35-65 y.","Couple + C. LE and GT 16","115","0.12081577719133","0.0978997488549127","0.143731805527748"
"Paid","2013","66 and older","1-pers.-HH","2","","",""
"Paid","2013","66 and older","(Married) couple without C. ","4","","",""
"Paid","2013","66 and older","Single parent ","","","",""
"Paid","2013","66 and older","Couple + C. LE 16 ","","","",""
"Paid","2013","66 and older","Couple + C. GT 16 ","1","","",""
"Paid","2013","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","2013","16-34 y.","1-pers.-HH","67","0.144962340539182","0.112214940598131","0.177709740480233"
"Not paid","2013","16-34 y.","(Married) couple without C. ","113","0.181288810462195","0.150939164504748","0.211638456419641"
"Not paid","2013","16-34 y.","Single parent ","37","0.189254977342706","0.139384937104042","0.239125017581369"
"Not paid","2013","16-34 y.","Couple + C. LE 16 ","110","0.140691048234679","0.117962267140502","0.163419829328855"
"Not paid","2013","16-34 y.","Couple + C. GT 16 ","38","0.100503668811464","0.0683545474360342","0.132652790186894"
"Not paid","2013","16-34 y.","Couple + C. LE and GT 16","21","","",""
"Not paid","2013","35-65 y.","1-pers.-HH","113","0.142174692666228","0.116359165092746","0.167990220239709"
"Not paid","2013","35-65 y.","(Married) couple without C. ","318","0.19588748854903","0.176954305718054","0.214820671380005"
"Not paid","2013","35-65 y.","Single parent ","116","0.131031272158715","0.108609082733587","0.153453461583842"
"Not paid","2013","35-65 y.","Couple + C. LE 16 ","549","0.206467326870555","0.191870753331224","0.221063900409886"
"Not paid","2013","35-65 y.","Couple + C. GT 16 ","174","0.167225978086641","0.14410817771343","0.190343778459852"
"Not paid","2013","35-65 y.","Couple + C. LE and GT 16","134","0.149437120281542","0.124369099894128","0.174505140668956"
"Not paid","2013","66 and older","1-pers.-HH","1","","",""
"Not paid","2013","66 and older","(Married) couple without C. ","6","","",""
"Not paid","2013","66 and older","Single parent ","1","","",""
"Not paid","2013","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","2013","66 and older","Couple + C. GT 16 ","2","","",""
"Not paid","2013","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","2014","16-34 y.","1-pers.-HH","167","0.465612472744209","0.413796512437915","0.517428433050502"
"Acclaimed","2014","16-34 y.","(Married) couple without C. ","334","0.545562017048711","0.506048785589668","0.585075248507753"
"Acclaimed","2014","16-34 y.","Single parent ","107","0.518500908290561","0.451399631153829","0.585602185427292"
"Acclaimed","2014","16-34 y.","Couple + C. LE 16 ","330","0.528858355481338","0.492089772411437","0.565626938551238"
"Acclaimed","2014","16-34 y.","Couple + C. GT 16 ","154","0.5618984063181","0.506032983067271","0.617763829568929"
"Acclaimed","2014","16-34 y.","Couple + C. LE and GT 16","99","0.522338607581021","0.447472342182789","0.597204872979253"
"Acclaimed","2014","35-65 y.","1-pers.-HH","389","0.565647121667767","0.52879607466877","0.602498168666763"
"Acclaimed","2014","35-65 y.","(Married) couple without C. ","875","0.520921178633158","0.496809510545559","0.545032846720757"
"Acclaimed","2014","35-65 y.","Single parent ","420","0.519733310185616","0.483833418994131","0.555633201377102"
"Acclaimed","2014","35-65 y.","Couple + C. LE 16 ","1307","0.468206937672317","0.449308188517233","0.487105686827402"
"Acclaimed","2014","35-65 y.","Couple + C. GT 16 ","429","0.471141574989246","0.438236158896701","0.504046991081792"
"Acclaimed","2014","35-65 y.","Couple + C. LE and GT 16","346","0.412692325600697","0.377528457912097","0.447856193289298"
"Acclaimed","2014","66 and older","1-pers.-HH","3","","",""
"Acclaimed","2014","66 and older","(Married) couple without C. ","9","","",""
"Acclaimed","2014","66 and older","Single parent ","","","",""
"Acclaimed","2014","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","2014","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","2014","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","2014","16-34 y.","1-pers.-HH","84","0.265159212413797","0.219305650308627","0.311012774518968"
"Partly, partly","2014","16-34 y.","(Married) couple without C. ","120","0.216492889965135","0.183809547592866","0.249176232337405"
"Partly, partly","2014","16-34 y.","Single parent ","46","0.232749666926403","0.175998948183698","0.289500385669108"
"Partly, partly","2014","16-34 y.","Couple + C. LE 16 ","191","0.234415914823478","0.203211110959541","0.265620718687414"
"Partly, partly","2014","16-34 y.","Couple + C. GT 16 ","65","0.216567425509715","0.170188129066256","0.262946721953175"
"Partly, partly","2014","16-34 y.","Couple + C. LE and GT 16","32","0.229547131424155","0.166515433083392","0.292578829764918"
"Partly, partly","2014","35-65 y.","1-pers.-HH","137","0.204054112799904","0.17409215855118","0.234016067048628"
"Partly, partly","2014","35-65 y.","(Married) couple without C. ","317","0.197229245144681","0.178024029375532","0.216434460913829"
"Partly, partly","2014","35-65 y.","Single parent ","155","0.228030848490521","0.197882856040735","0.258178840940306"
"Partly, partly","2014","35-65 y.","Couple + C. LE 16 ","582","0.237357733383958","0.221243674989741","0.253471791778175"
"Partly, partly","2014","35-65 y.","Couple + C. GT 16 ","190","0.20916496584374","0.182354190059558","0.235975741627922"
"Partly, partly","2014","35-65 y.","Couple + C. LE and GT 16","180","0.272166641937348","0.240377117684678","0.303956166190017"
"Partly, partly","2014","66 and older","1-pers.-HH","","","",""
"Partly, partly","2014","66 and older","(Married) couple without C. ","5","","",""
"Partly, partly","2014","66 and older","Single parent ","","","",""
"Partly, partly","2014","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","2014","66 and older","Couple + C. GT 16 ","1","","",""
"Partly, partly","2014","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","2014","16-34 y.","1-pers.-HH","43","0.116803735141059","0.0834395848140249","0.150167885468092"
"Paid","2014","16-34 y.","(Married) couple without C. ","60","0.0856043029807392","0.0634019983037884","0.10780660765769"
"Paid","2014","16-34 y.","Single parent ","32","0.146714788164181","0.0991985178567774","0.194231058471584"
"Paid","2014","16-34 y.","Couple + C. LE 16 ","104","0.138187916267306","0.112768077836318","0.163607754698295"
"Paid","2014","16-34 y.","Couple + C. GT 16 ","47","0.110885235260272","0.0755309103343725","0.146239560186172"
"Paid","2014","16-34 y.","Couple + C. LE and GT 16","26","","",""
"Paid","2014","35-65 y.","1-pers.-HH","67","0.0911317352778053","0.0697353219751627","0.112528148580448"
"Paid","2014","35-65 y.","(Married) couple without C. ","164","0.111329038656101","0.0961476154447942","0.126510461867409"
"Paid","2014","35-65 y.","Single parent ","79","0.106117885924105","0.0839871405370861","0.128248631311123"
"Paid","2014","35-65 y.","Couple + C. LE 16 ","292","0.0934058807010233","0.082384490882793","0.104427270519254"
"Paid","2014","35-65 y.","Couple + C. GT 16 ","117","0.13940604818451","0.116573104190453","0.162238992178568"
"Paid","2014","35-65 y.","Couple + C. LE and GT 16","105","0.133802155907606","0.109486235804589","0.158118076010622"
"Paid","2014","66 and older","1-pers.-HH","1","","",""
"Paid","2014","66 and older","(Married) couple without C. ","11","","",""
"Paid","2014","66 and older","Single parent ","","","",""
"Paid","2014","66 and older","Couple + C. LE 16 ","","","",""
"Paid","2014","66 and older","Couple + C. GT 16 ","2","","",""
"Paid","2014","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","2014","16-34 y.","1-pers.-HH","62","0.152424579700936","0.115087549423999","0.189761609977872"
"Not paid","2014","16-34 y.","(Married) couple without C. ","96","0.152340790005415","0.123823915937449","0.180857664073381"
"Not paid","2014","16-34 y.","Single parent ","28","","",""
"Not paid","2014","16-34 y.","Couple + C. LE 16 ","83","0.0985378134278784","0.0765841662764821","0.120491460579275"
"Not paid","2014","16-34 y.","Couple + C. GT 16 ","37","0.110648932911912","0.0753276062677033","0.145970259556121"
"Not paid","2014","16-34 y.","Couple + C. LE and GT 16","14","","",""
"Not paid","2014","35-65 y.","1-pers.-HH","102","0.139167030254524","0.113434451262563","0.164899609246485"
"Not paid","2014","35-65 y.","(Married) couple without C. ","293","0.17052053756606","0.152368351752896","0.188672723379224"
"Not paid","2014","35-65 y.","Single parent ","90","0.146117955399759","0.120736743365886","0.171499167433631"
"Not paid","2014","35-65 y.","Couple + C. LE 16 ","497","0.201029448242701","0.185850627529552","0.216208268955851"
"Not paid","2014","35-65 y.","Couple + C. GT 16 ","148","0.180287410982504","0.154945727513973","0.205629094451034"
"Not paid","2014","35-65 y.","Couple + C. LE and GT 16","122","0.181338876554349","0.153818894466528","0.20885885864217"
"Not paid","2014","66 and older","1-pers.-HH","3","","",""
"Not paid","2014","66 and older","(Married) couple without C. ","7","","",""
"Not paid","2014","66 and older","Single parent ","1","","",""
"Not paid","2014","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","2014","66 and older","Couple + C. GT 16 ","1","","",""
"Not paid","2014","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","2015","16-34 y.","1-pers.-HH","","","",""
"Acclaimed","2015","16-34 y.","(Married) couple without C. ","","","",""
"Acclaimed","2015","16-34 y.","Single parent ","","","",""
"Acclaimed","2015","16-34 y.","Couple + C. LE 16 ","","","",""
"Acclaimed","2015","16-34 y.","Couple + C. GT 16 ","","","",""
"Acclaimed","2015","16-34 y.","Couple + C. LE and GT 16","","","",""
"Acclaimed","2015","35-65 y.","1-pers.-HH","","","",""
"Acclaimed","2015","35-65 y.","(Married) couple without C. ","","","",""
"Acclaimed","2015","35-65 y.","Single parent ","","","",""
"Acclaimed","2015","35-65 y.","Couple + C. LE 16 ","","","",""
"Acclaimed","2015","35-65 y.","Couple + C. GT 16 ","","","",""
"Acclaimed","2015","35-65 y.","Couple + C. LE and GT 16","","","",""
"Acclaimed","2015","66 and older","1-pers.-HH","","","",""
"Acclaimed","2015","66 and older","(Married) couple without C. ","","","",""
