"plb0195_h","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Paid","1998","16-34 y.","Female","94","0.103089636303051","0.0825752328447633","0.12360403976134","3"
"Paid","1998","16-34 y.","Male","290","0.22212533780576","0.198704130981475","0.245546544630046","3"
"Paid","1998","35-65 y.","Female","148","0.130459760816385","0.111094285626687","0.149825236006083","3"
"Paid","1998","35-65 y.","Male","343","0.181870038425372","0.164099502245589","0.199640574605155","3"
"Paid","1998","66 and older","Male","","","","","3"
"Paid","1998","66 and older","Female","","","","","3"
"Partly, partly","1998","16-34 y.","Female","161","0.20330609396463","0.176154344754763","0.230457843174496","2"
"Partly, partly","1998","16-34 y.","Male","331","0.254415426942723","0.229875369013993","0.278955484871453","2"
"Partly, partly","1998","35-65 y.","Male","394","0.205345362346554","0.186735615549353","0.223955109143755","2"
"Partly, partly","1998","35-65 y.","Female","197","0.178114919296306","0.156116031496534","0.200113807096077","2"
"Partly, partly","1998","66 and older","Male","","","","","2"
"Partly, partly","1998","66 and older","Female","","","","","2"
"Acclaimed","1999","16-34 y.","Male","416","0.37387167846092","0.346230737855482","0.401512619066357","1"
"Acclaimed","1999","16-34 y.","Female","461","0.575879023399514","0.542052943454398","0.60970510334463","1"
"Acclaimed","1999","35-65 y.","Female","657","0.573225943780473","0.544824066103245","0.601627821457702","1"
"Acclaimed","1999","35-65 y.","Male","672","0.378610438348841","0.356184412370203","0.40103646432748","1"
"Acclaimed","1999","66 and older","Female","","","","","1"
"Acclaimed","1999","66 and older","Male","1","","","","1"
"Not paid","1999","16-34 y.","Female","116","0.133193897033216","0.10993739960144","0.156450394464992","4"
"Not paid","1999","16-34 y.","Male","165","0.157025972735505","0.136240844764463","0.177811100706546","4"
"Not paid","1999","35-65 y.","Male","372","0.220748863535373","0.201572687278762","0.239925039791984","4"
"Not paid","1999","35-65 y.","Female","187","0.162372266849906","0.141195162369796","0.183549371330016","4"
"Not paid","1999","66 and older","Male","","","","","4"
"Not paid","1999","66 and older","Female","1","","","","4"
"Paid","1999","16-34 y.","Male","269","0.20011972172141","0.177262823246525","0.222976620196295","3"
"Paid","1999","16-34 y.","Female","88","0.0929009696862418","0.0730318493649284","0.112770090007555","3"
"Paid","1999","35-65 y.","Female","141","0.108354452363336","0.0905058328443961","0.126203071882275","3"
"Paid","1999","35-65 y.","Male","347","0.178574536100292","0.160866601938017","0.196282470262567","3"
"Paid","1999","66 and older","Male","2","","","","3"
"Paid","1999","66 and older","Female","1","","","","3"
"Partly, partly","1999","16-34 y.","Male","327","0.268982627082166","0.243649673685328","0.294315580479003","2"
"Partly, partly","1999","16-34 y.","Female","155","0.198026109881029","0.170749995218421","0.225302224543636","2"
"Partly, partly","1999","35-65 y.","Female","180","0.156047337006285","0.135208553964245","0.176886120048324","2"
"Partly, partly","1999","35-65 y.","Male","406","0.222066162015493","0.202849118345073","0.241283205685913","2"
"Partly, partly","1999","66 and older","Male","2","","","","2"
"Partly, partly","1999","66 and older","Female","","","","","2"
"Acclaimed","2000","16-34 y.","Male","640","0.410514886093032","0.386878977251263","0.4341507949348","1"
"Acclaimed","2000","16-34 y.","Female","731","0.603429430623313","0.575934363268336","0.63092449797829","1"
"Acclaimed","2000","35-65 y.","Male","1328","0.394825055050921","0.378237671308108","0.411412438793734","1"
"Acclaimed","2000","35-65 y.","Female","1198","0.585008778601635","0.56374186792237","0.6062756892809","1"
"Acclaimed","2000","66 and older","Female","","","","","1"
"Acclaimed","2000","66 and older","Male","3","","","","1"
"Not paid","2000","16-34 y.","Male","242","0.142670683444687","0.125866684783424","0.159474682105949","4"
"Not paid","2000","16-34 y.","Female","171","0.130527920041097","0.111593115223757","0.149462724858438","4"
"Not paid","2000","35-65 y.","Male","674","0.199027558267147","0.185478769731445","0.212576346802849","4"
"Not paid","2000","35-65 y.","Female","285","0.136888244085152","0.122052123557894","0.151724364612411","4"
"Not paid","2000","66 and older","Male","2","","","","4"
"Not paid","2000","66 and older","Female","2","","","","4"
"Paid","2000","16-34 y.","Male","346","0.195962033946658","0.176890058566993","0.215034009326323","3"
"Paid","2000","16-34 y.","Female","126","0.106063022182961","0.0887562230323291","0.123369821333593","3"
"Paid","2000","35-65 y.","Male","584","0.17884401512987","0.165839771207989","0.191848259051751","3"
"Paid","2000","35-65 y.","Female","251","0.118004928434356","0.104080194276377","0.131929662592335","3"
"Paid","2000","66 and older","Male","1","","","","3"
"Paid","2000","66 and older","Female","","","","","3"
"Partly, partly","2000","16-34 y.","Male","436","0.250852396515624","0.230023596291984","0.271681196739265","2"
"Partly, partly","2000","16-34 y.","Female","188","0.159979627152629","0.139375294482822","0.180583959822436","2"
"Partly, partly","2000","35-65 y.","Female","328","0.160098048878857","0.144270594324012","0.175925503433702","2"
"Partly, partly","2000","35-65 y.","Male","750","0.227303371552062","0.213081966128279","0.241524776975845","2"
"Partly, partly","2000","66 and older","Male","","","","","2"
"Partly, partly","2000","66 and older","Female","","","","","2"
"Acclaimed","2001","16-34 y.","Male","544","0.371885117811297","0.347051468977319","0.396718766645274","1"
"Acclaimed","2001","16-34 y.","Female","612","0.551867633270972","0.5228078448604","0.580927421681544","1"
"Acclaimed","2001","35-65 y.","Male","1193","0.396511598982096","0.379291737412214","0.413731460551977","1"
"Acclaimed","2001","35-65 y.","Female","1173","0.565526138030121","0.544120772465881","0.58693150359436","1"
"Acclaimed","2001","66 and older","Male","4","","","","1"
"Acclaimed","2001","66 and older","Female","","","","","1"
"Not paid","2001","16-34 y.","Male","207","0.136669396699169","0.119019555550108","0.154319237848231","4"
"Not paid","2001","16-34 y.","Female","167","0.138334027162039","0.118159386344822","0.158508667979256","4"
"Not paid","2001","35-65 y.","Male","623","0.198394996700738","0.18435675189813","0.212433241503347","4"
"Not paid","2001","35-65 y.","Female","279","0.133499904348172","0.118812695664672","0.148187113031672","4"
"Not paid","2001","66 and older","Male","2","","","","4"
"Not paid","2001","66 and older","Female","1","","","","4"
"Paid","2001","16-34 y.","Male","299","0.200188531502224","0.179628205104988","0.22074885789946","3"
"Paid","2001","16-34 y.","Female","135","0.123187310471167","0.103982579411769","0.142392041530566","3"
"Paid","2001","35-65 y.","Female","254","0.126601213697757","0.112241700819361","0.140960726576152","3"
"Paid","2001","35-65 y.","Male","547","0.177799337293345","0.164340076004545","0.191258598582145","3"
"Paid","2001","66 and older","Male","2","","","","3"
"Paid","2001","66 and older","Female","","","","","3"
"Partly, partly","2001","16-34 y.","Male","405","0.291256953987309","0.26791167053592","0.314602237438699","2"
"Partly, partly","2001","16-34 y.","Female","211","0.186611029095822","0.163844877501306","0.209377180690337","2"
"Partly, partly","2001","35-65 y.","Female","354","0.174372743923951","0.157987768568165","0.190757719279737","2"
"Partly, partly","2001","35-65 y.","Male","737","0.227294067023821","0.212541472113223","0.242046661934419","2"
"Partly, partly","2001","66 and older","Male","1","","","","2"
"Partly, partly","2001","66 and older","Female","","","","","2"
"Acclaimed","2002","16-34 y.","Male","489","0.373724331331525","0.347635469144499","0.39981319351855","1"
"Acclaimed","2002","16-34 y.","Female","613","0.570366875297331","0.540733799963452","0.59999995063121","1"
"Acclaimed","2002","35-65 y.","Male","1250","0.426192611896177","0.409355877327388","0.443029346464965","1"
"Acclaimed","2002","35-65 y.","Female","1279","0.589588541442006","0.569334933713375","0.609842149170638","1"
"Acclaimed","2002","66 and older","Male","2","","","","1"
"Acclaimed","2002","66 and older","Female","","","","","1"
"Not paid","2002","16-34 y.","Female","182","0.183416954916964","0.160249911263115","0.206583998570814","4"
"Not paid","2002","16-34 y.","Male","202","0.161178645726107","0.14135035982132","0.181006931630894","4"
"Not paid","2002","35-65 y.","Male","899","0.201276162520162","0.187625103831482","0.214927221208843","4"
"Not paid","2002","35-65 y.","Female","406","0.145951006579304","0.131414398617234","0.160487614541374","4"
"Not paid","2002","66 and older","Male","5","","","","4"
"Not paid","2002","66 and older","Female","1","","","","4"
"Paid","2002","16-34 y.","Male","239","0.172838196878095","0.15244845249316","0.193227941263031","3"
"Paid","2002","16-34 y.","Female","109","0.104037174737092","0.0857608036047486","0.122313545869436","3"
"Paid","2002","35-65 y.","Female","207","0.0962092839586888","0.084068113196663","0.108350454720714","3"
"Paid","2002","35-65 y.","Male","436","0.15379707275304","0.141514675623397","0.166079469882684","3"
"Paid","2002","66 and older","Male","1","","","","3"
"Paid","2002","66 and older","Female","","","","","3"
"Partly, partly","2002","16-34 y.","Male","391","0.292258826064273","0.267733333917899","0.316784318210647","2"
"Partly, partly","2002","16-34 y.","Female","168","0.142178995048612","0.121273196718143","0.163084793379081","2"
"Partly, partly","2002","35-65 y.","Male","729","0.218734152830621","0.204659763578966","0.232808542082275","2"
"Partly, partly","2002","35-65 y.","Female","374","0.168251168020001","0.15284859479979","0.183653741240212","2"
"Partly, partly","2002","66 and older","Male","","","","","2"
"Partly, partly","2002","66 and older","Female","","","","","2"
"Acclaimed","2003","16-34 y.","Male","502","0.422413250024856","0.394489532611258","0.450336967438454","1"
"Acclaimed","2003","16-34 y.","Female","638","0.593263688100614","0.563980685851611","0.622546690349616","1"
"Acclaimed","2003","35-65 y.","Male","1217","0.44350021859452","0.425915256604967","0.461085180584073","1"
"Acclaimed","2003","35-65 y.","Female","1270","0.609325638096466","0.589002467418167","0.629648808774765","1"
"Acclaimed","2003","66 and older","Female","","","","","1"
"Acclaimed","2003","66 and older","Male","1","","","","1"
"Not paid","2003","16-34 y.","Female","174","0.156211751223455","0.134569181216933","0.177854321229976","4"
"Not paid","2003","16-34 y.","Male","181","0.151695631406072","0.131416084576753","0.171975178235392","4"
"Not paid","2003","35-65 y.","Female","387","0.134172526583079","0.119975193780121","0.148369859386037","4"
"Not paid","2003","35-65 y.","Male","801","0.199133744449924","0.184998138067501","0.213269350832348","4"
"Not paid","2003","66 and older","Male","4","","","","4"
"Not paid","2003","66 and older","Female","2","","","","4"
"Paid","2003","16-34 y.","Male","199","0.167382462009205","0.146278032824463","0.188486891193947","3"
"Paid","2003","16-34 y.","Female","109","0.105043831037435","0.0867661369931116","0.123321525081759","3"
"Paid","2003","35-65 y.","Female","192","0.0912295192051197","0.0792357943500827","0.103223244060157","3"
"Paid","2003","35-65 y.","Male","401","0.150688683122012","0.138025706938823","0.163351659305202","3"
"Paid","2003","66 and older","Male","1","","","","3"
"Paid","2003","66 and older","Female","","","","","3"
"Partly, partly","2003","16-34 y.","Male","320","0.258508656559867","0.23375801588891","0.283259297230824","2"
"Partly, partly","2003","16-34 y.","Female","160","0.145480729638496","0.124462365597604","0.166499093679388","2"
"Partly, partly","2003","35-65 y.","Female","365","0.165272316115335","0.149800840114107","0.180743792116563","2"
"Partly, partly","2003","35-65 y.","Male","647","0.206677353833544","0.192344476371687","0.2210102312954","2"
"Partly, partly","2003","66 and older","Male","","","","","2"
"Partly, partly","2003","66 and older","Female","","","","","2"
"Acclaimed","2004","16-34 y.","Male","457","0.405912754926613","0.377088896194657","0.43473661365857","1"
"Acclaimed","2004","16-34 y.","Female","554","0.555164004127041","0.523890767203349","0.586437241050732","1"
"Acclaimed","2004","35-65 y.","Male","1209","0.436392325891793","0.41871046936461","0.454074182418976","1"
"Acclaimed","2004","35-65 y.","Female","1272","0.608208682167195","0.587735965051213","0.628681399283178","1"
"Acclaimed","2004","66 and older","Male","1","","","","1"
"Acclaimed","2004","66 and older","Female","","","","","1"
"Not paid","2004","16-34 y.","Female","169","0.184860725132621","0.160432019324946","0.209289430940296","4"
"Not paid","2004","16-34 y.","Male","186","0.190117482117317","0.167085426717592","0.213149537517043","4"
"Not paid","2004","35-65 y.","Female","396","0.146181545096306","0.131364867982732","0.160998222209881","4"
"Not paid","2004","35-65 y.","Male","850","0.222295986235226","0.20747169829978","0.237120274170671","4"
"Not paid","2004","66 and older","Male","3","","","","4"
"Not paid","2004","66 and older","Female","2","","","","4"
"Paid","2004","16-34 y.","Male","165","0.151820195328585","0.130757235762433","0.172883154894737","3"
"Paid","2004","16-34 y.","Female","92","0.093492868936709","0.0751723791653769","0.111813358708041","3"
"Paid","2004","35-65 y.","Male","366","0.146902248808139","0.134280646799522","0.159523850816755","3"
"Paid","2004","35-65 y.","Female","182","0.0867356248396899","0.0749319078486348","0.0985393418307449","3"
"Paid","2004","66 and older","Female","2","","","","3"
"Paid","2004","66 and older","Male","2","","","","3"
"Partly, partly","2004","16-34 y.","Male","307","0.252149567627484","0.226660899317176","0.277638235937793","2"
"Partly, partly","2004","16-34 y.","Female","155","0.166482401803629","0.143039909772914","0.189924893834345","2"
"Partly, partly","2004","35-65 y.","Female","334","0.158874147896809","0.143542851431838","0.174205444361779","2"
"Partly, partly","2004","35-65 y.","Male","597","0.194409439064843","0.180299773528933","0.208519104600753","2"
"Partly, partly","2004","66 and older","Female","","","","","2"
"Partly, partly","2004","66 and older","Male","","","","","2"
"Acclaimed","2005","16-34 y.","Male","455","0.413350754978715","0.38356544891413","0.4431360610433","1"
"Acclaimed","2005","16-34 y.","Female","520","0.576956035715475","0.544768486271272","0.609143585159679","1"
"Acclaimed","2005","35-65 y.","Male","1165","0.442194456312806","0.423716043838883","0.46067286878673","1"
"Acclaimed","2005","35-65 y.","Female","1251","0.621249544500892","0.600302434931869","0.642196654069914","1"
"Acclaimed","2005","66 and older","Male","","","","","1"
"Acclaimed","2005","66 and older","Female","1","","","","1"
"Not paid","2005","16-34 y.","Male","168","0.181458199561475","0.158147131551635","0.204769267571316","4"
"Not paid","2005","16-34 y.","Female","154","0.164465841978798","0.140314361255758","0.188617322701839","4"
"Not paid","2005","35-65 y.","Male","702","0.208339865097016","0.193229596838583","0.223450133355449","4"
"Not paid","2005","35-65 y.","Female","348","0.137278361786786","0.122417264741362","0.152139458832211","4"
"Not paid","2005","66 and older","Male","3","","","","4"
"Not paid","2005","66 and older","Female","3","","","","4"
"Paid","2005","16-34 y.","Male","138","0.125290788528498","0.105267063961642","0.145314513095354","3"
"Paid","2005","16-34 y.","Female","81","0.0916855865523368","0.0728840891879496","0.110487083916724","3"
"Paid","2005","35-65 y.","Male","299","0.119837550726141","0.107754002562466","0.131921098889815","3"
"Paid","2005","35-65 y.","Female","168","0.097222408046176","0.0844289469423129","0.110015869150039","3"
"Paid","2005","66 and older","Male","2","","","","3"
"Paid","2005","66 and older","Female","1","","","","3"
"Partly, partly","2005","16-34 y.","Male","289","0.279900256931312","0.252745156206867","0.307055357655756","2"
"Partly, partly","2005","16-34 y.","Female","150","0.166892535753389","0.142598885720914","0.191186185785865","2"
"Partly, partly","2005","35-65 y.","Female","293","0.144249685666146","0.129077594199451","0.159421777132841","2"
"Partly, partly","2005","35-65 y.","Male","609","0.229628127864037","0.213979388814521","0.245276866913553","2"
"Partly, partly","2005","66 and older","Male","","","","","2"
"Partly, partly","2005","66 and older","Female","","","","","2"
"Acclaimed","2006","16-34 y.","Male","442","0.42197627567426","0.3921464472926","0.45180610405592","1"
"Acclaimed","2006","16-34 y.","Female","542","0.556366771561235","0.524923233065167","0.587810310057303","1"
"Acclaimed","2006","35-65 y.","Male","1320","0.440922397340953","0.423264344088899","0.458580450593007","1"
"Acclaimed","2006","35-65 y.","Female","1428","0.584589993594238","0.565036816068644","0.604143171119833","1"
"Acclaimed","2006","66 and older","Male","3","","","","1"
"Acclaimed","2006","66 and older","Female","2","","","","1"
"Not paid","2006","16-34 y.","Female","191","0.206093322002848","0.180492407761976","0.23169423624372","4"
"Not paid","2006","16-34 y.","Male","197","0.172960978521627","0.150117040524706","0.195804916518548","4"
"Not paid","2006","35-65 y.","Female","421","0.156023424438782","0.141625056175931","0.170421792701633","4"
"Not paid","2006","35-65 y.","Male","802","0.23245919897292","0.21743643655373","0.24748196139211","4"
"Not paid","2006","66 and older","Male","5","","","","4"
"Not paid","2006","66 and older","Female","3","","","","4"
"Paid","2006","16-34 y.","Male","145","0.15043538468563","0.128842676591891","0.172028092779368","3"
"Paid","2006","16-34 y.","Female","83","0.0949891434209926","0.0764323613419035","0.113545925500082","3"
"Paid","2006","35-65 y.","Female","210","0.0989823176676736","0.0871328553513648","0.110831779983982","3"
"Paid","2006","35-65 y.","Male","319","0.126834220873449","0.114998566588657","0.13866987515824","3"
"Paid","2006","66 and older","Female","3","","","","3"
"Paid","2006","66 and older","Male","3","","","","3"
"Partly, partly","2006","16-34 y.","Male","269","0.254627361118483","0.228314191616904","0.280940530620062","2"
"Partly, partly","2006","16-34 y.","Female","143","0.142550763014925","0.120423496354088","0.164678029675761","2"
"Partly, partly","2006","35-65 y.","Female","381","0.160404264299306","0.145843095220452","0.174965433378161","2"
"Partly, partly","2006","35-65 y.","Male","596","0.199784182812678","0.185563848335637","0.21400451728972","2"
"Partly, partly","2006","66 and older","Female","1","","","","2"
"Partly, partly","2006","66 and older","Male","1","","","","2"
"Acclaimed","2007","16-34 y.","Male","425","0.415293103213198","0.38464384736856","0.445942359057836","1"
"Acclaimed","2007","16-34 y.","Female","494","0.535243013222532","0.502005501429969","0.568480525015096","1"
"Acclaimed","2007","35-65 y.","Male","1183","0.426357628414592","0.408169142369004","0.444546114460179","1"
"Acclaimed","2007","35-65 y.","Female","1346","0.611446366806194","0.591247836491412","0.631644897120976","1"
"Acclaimed","2007","66 and older","Female","4","","","","1"
"Acclaimed","2007","66 and older","Male","2","","","","1"
"Not paid","2007","16-34 y.","Female","164","0.202615243246286","0.175829107862599","0.229401378629972","4"
"Not paid","2007","16-34 y.","Male","179","0.183396242250936","0.159326337581563","0.20746614692031","4"
"Not paid","2007","35-65 y.","Female","377","0.141655412984646","0.127205590141673","0.156105235827619","4"
"Not paid","2007","35-65 y.","Male","762","0.227501510296151","0.212083444930045","0.242919575662256","4"
"Not paid","2007","66 and older","Male","10","","","","4"
"Not paid","2007","66 and older","Female","3","","","","4"
"Paid","2007","16-34 y.","Male","124","0.125514368338723","0.104908233932182","0.146120502745264","3"
"Paid","2007","16-34 y.","Female","62","0.0796608242930382","0.0616166759135299","0.0977049726725465","3"
"Paid","2007","35-65 y.","Male","285","0.111945282647309","0.100349189842625","0.123541375451992","3"
"Paid","2007","35-65 y.","Female","164","0.0810489630632947","0.0697396815051431","0.0923582446214464","3"
"Paid","2007","66 and older","Female","1","","","","3"
"Paid","2007","66 and older","Male","1","","","","3"
"Partly, partly","2007","16-34 y.","Male","265","0.275796286197143","0.247999278491939","0.303593293902348","2"
"Partly, partly","2007","16-34 y.","Female","145","0.182480919238144","0.156741560893245","0.208220277583043","2"
"Partly, partly","2007","35-65 y.","Male","610","0.234195578641949","0.218620250627859","0.249770906656039","2"
"Partly, partly","2007","35-65 y.","Female","350","0.165849257145866","0.150436010265985","0.181262504025746","2"
"Partly, partly","2007","66 and older","Male","1","","","","2"
"Partly, partly","2007","66 and older","Female","1","","","","2"
"Acclaimed","2008","16-34 y.","Male","419","0.443240512728389","0.411930128915011","0.474550896541768","1"
"Acclaimed","2008","16-34 y.","Female","491","0.547561670812726","0.514601287559482","0.58052205406597","1"
"Acclaimed","2008","35-65 y.","Male","1124","0.422559961299943","0.404074393017558","0.441045529582327","1"
"Acclaimed","2008","35-65 y.","Female","1288","0.578771752500372","0.558424105357689","0.599119399643055","1"
"Acclaimed","2008","66 and older","Male","5","","","","1"
"Acclaimed","2008","66 and older","Female","1","","","","1"
"Not paid","2008","16-34 y.","Male","161","0.157605870320049","0.134640221758023","0.180571518882076","4"
"Not paid","2008","16-34 y.","Female","173","0.222837950449761","0.195280032160443","0.25039586873908","4"
"Not paid","2008","35-65 y.","Male","734","0.220445934958477","0.204932450501834","0.23595941941512","4"
"Not paid","2008","35-65 y.","Female","402","0.149148952353848","0.134468526183119","0.163829378524577","4"
"Not paid","2008","66 and older","Male","6","","","","4"
"Not paid","2008","66 and older","Female","2","","","","4"
"Paid","2008","16-34 y.","Male","146","0.143947974717959","0.121822748847709","0.166073200588209","3"
"Paid","2008","16-34 y.","Female","60","0.058178589018375","0.042677510728662","0.0736796673080879","3"
"Paid","2008","35-65 y.","Female","179","0.0801979630645921","0.0690053718300469","0.0913905542991373","3"
"Paid","2008","35-65 y.","Male","303","0.125289698456274","0.11290101975123","0.137678377161319","3"
"Paid","2008","66 and older","Female","4","","","","3"
"Paid","2008","66 and older","Male","1","","","","3"
"Partly, partly","2008","16-34 y.","Male","241","0.255205642233602","0.227726815930987","0.282684468536218","2"
"Partly, partly","2008","16-34 y.","Female","152","0.171421789719138","0.146464592869578","0.196378986568698","2"
"Partly, partly","2008","35-65 y.","Female","393","0.191881332081188","0.175653678698167","0.208108985464209","2"
"Partly, partly","2008","35-65 y.","Male","582","0.231704405285306","0.215914973396164","0.247493837174449","2"
"Partly, partly","2008","66 and older","Female","","","","","2"
"Partly, partly","2008","66 and older","Male","1","","","","2"
"Acclaimed","2009","16-34 y.","Male","353","0.426262886177848","0.392455825349849","0.460069947005847","1"
"Acclaimed","2009","16-34 y.","Female","437","0.499784783599275","0.465158825665205","0.534410741533346","1"
"Acclaimed","2009","35-65 y.","Male","1047","0.434758205092769","0.415080598785374","0.454435811400164","1"
"Acclaimed","2009","35-65 y.","Female","1141","0.586014031237127","0.564465323890872","0.607562738583383","1"
"Acclaimed","2009","66 and older","Female","1","","","","1"
"Acclaimed","2009","66 and older","Male","2","","","","1"
"Not paid","2009","16-34 y.","Male","148","0.200079806952911","0.172731078307178","0.227428535598643","4"
"Not paid","2009","16-34 y.","Female","147","0.18796394549533","0.160908370667152","0.215019520323508","4"
"Not paid","2009","35-65 y.","Male","645","0.212424219595449","0.196188205032296","0.228660234158602","4"
"Not paid","2009","35-65 y.","Female","342","0.146066160207502","0.13061499190243","0.161517328512574","4"
"Not paid","2009","66 and older","Male","6","","","","4"
"Not paid","2009","66 and older","Female","2","","","","4"
"Paid","2009","16-34 y.","Male","105","0.110397570443368","0.0889740952817668","0.131821045604969","3"
"Paid","2009","16-34 y.","Female","67","0.0985006682067494","0.0778642592461761","0.119137077167323","3"
"Paid","2009","35-65 y.","Female","167","0.0859309221305914","0.0736695619647535","0.0981922822964292","3"
"Paid","2009","35-65 y.","Male","244","0.115393408885705","0.102711143775175","0.128075673996235","3"
"Paid","2009","66 and older","Male","3","","","","3"
"Paid","2009","66 and older","Female","5","","","","3"
"Partly, partly","2009","16-34 y.","Male","216","0.263259736425873","0.233153143817957","0.293366329033789","2"
"Partly, partly","2009","16-34 y.","Female","150","0.213750602698645","0.18536058457785","0.24214062081944","2"
"Partly, partly","2009","35-65 y.","Male","502","0.237424166426077","0.220533949771335","0.254314383080819","2"
"Partly, partly","2009","35-65 y.","Female","357","0.181988886424779","0.165108731018797","0.198869041830762","2"
"Partly, partly","2009","66 and older","Male","1","","","","2"
"Partly, partly","2009","66 and older","Female","1","","","","2"
"Acclaimed","2010","16-34 y.","Male","562","0.437276744764316","0.410486244346238","0.464067245182395","1"
"Acclaimed","2010","16-34 y.","Female","615","0.599985862305886","0.570168660012149","0.629803064599622","1"
"Acclaimed","2010","35-65 y.","Male","1438","0.465913046790397","0.448875359372346","0.482950734208447","1"
"Acclaimed","2010","35-65 y.","Female","1648","0.591675671158325","0.573368084537678","0.609983257778971","1"
"Acclaimed","2010","66 and older","Male","4","","","","1"
"Acclaimed","2010","66 and older","Female","2","","","","1"
"Not paid","2010","16-34 y.","Male","217","0.16752182154002","0.147353148479824","0.187690494600216","4"
"Not paid","2010","16-34 y.","Female","177","0.174992116364903","0.151866303663809","0.198117929065996","4"
"Not paid","2010","35-65 y.","Male","801","0.217916903019583","0.203816739974213","0.232017066064954","4"
"Not paid","2010","35-65 y.","Female","423","0.156268929712849","0.142744313403525","0.169793546022172","4"
"Not paid","2010","66 and older","Male","8","","","","4"
"Not paid","2010","66 and older","Female","5","","","","4"
"Paid","2010","16-34 y.","Male","203","0.132828489497389","0.114498875417922","0.151158103576855","3"
"Paid","2010","16-34 y.","Female","89","0.0565294421662232","0.0424734910286543","0.0705853933037921","3"
"Paid","2010","35-65 y.","Male","390","0.115085628864318","0.104185957660658","0.125985300067978","3"
"Paid","2010","35-65 y.","Female","277","0.104813788766796","0.0934046591222234","0.116222918411368","3"
"Paid","2010","66 and older","Male","4","","","","3"
"Paid","2010","66 and older","Female","2","","","","3"
"Partly, partly","2010","16-34 y.","Male","335","0.262372944198275","0.238613671241631","0.286132217154918","2"
"Partly, partly","2010","16-34 y.","Female","156","0.168492579162989","0.145711086991215","0.191274071334762","2"
"Partly, partly","2010","35-65 y.","Female","421","0.147241610362031","0.134043404659002","0.16043981606506","2"
"Partly, partly","2010","35-65 y.","Male","664","0.201084421325702","0.187394785867541","0.214774056783864","2"
"Partly, partly","2010","66 and older","Female","3","","","","2"
"Partly, partly","2010","66 and older","Male","","","","","2"
"Acclaimed","2011","16-34 y.","Male","560","0.446359512063559","0.419582604651223","0.473136419475894","1"
"Acclaimed","2011","35-65 y.","Male","1697","0.41796797037228","0.402815067831819","0.433120872912741","1"
"Acclaimed","2011","16-34 y.","Female","691","0.586223956706793","0.558621399737935","0.61382651367565","1"
"Acclaimed","2011","35-65 y.","Female","2063","0.579227831325489","0.562898030411976","0.595557632239002","1"
"Acclaimed","2011","66 and older","Male","3","","","","1"
"Acclaimed","2011","66 and older","Female","4","","","","1"
"Not paid","2011","16-34 y.","Male","198","0.161618745009067","0.14179111787298","0.181446372145154","4"
"Not paid","2011","16-34 y.","Female","195","0.177254687998356","0.155852092883947","0.198657283112764","4"
"Not paid","2011","35-65 y.","Male","1009","0.227209577911309","0.214336124392755","0.240083031429864","4"
"Not paid","2011","35-65 y.","Female","549","0.158882352946276","0.146790332298479","0.170974373594073","4"
"Not paid","2011","66 and older","Male","5","","","","4"
"Not paid","2011","66 and older","Female","5","","","","4"
"Paid","2011","16-34 y.","Male","217","0.144501404998098","0.125562721610382","0.163440088385813","3"
"Paid","2011","16-34 y.","Female","147","0.0849722932037581","0.0693447519404145","0.100599834467102","3"
"Paid","2011","35-65 y.","Male","517","0.141541924482963","0.130832824341183","0.152251024624743","3"
"Paid","2011","35-65 y.","Female","355","0.0960060141183511","0.0862613995364598","0.105750628700242","3"
"Paid","2011","66 and older","Female","3","","","","3"
"Paid","2011","66 and older","Male","3","","","","3"
"Partly, partly","2011","16-34 y.","Male","349","0.247520337929277","0.224273872633481","0.270766803225072","2"
"Partly, partly","2011","16-34 y.","Female","190","0.151549062091094","0.131452357161444","0.171645767020743","2"
"Partly, partly","2011","35-65 y.","Male","847","0.213280527233447","0.20069601349577","0.225865040971125","2"
"Partly, partly","2011","35-65 y.","Female","544","0.165883801609884","0.153579755677794","0.178187847541973","2"
"Partly, partly","2011","66 and older","Female","1","","","","2"
"Partly, partly","2011","66 and older","Male","2","","","","2"
"Acclaimed","2012","16-34 y.","Male","576","0.471926880806552","0.4447899452702","0.499063816342903","1"
"Acclaimed","2012","35-65 y.","Male","1796","0.436846270201657","0.42161011674174","0.452082423661575","1"
"Acclaimed","2012","35-65 y.","Female","2273","0.602332447633767","0.586771555206334","0.617893340061199","1"
"Acclaimed","2012","16-34 y.","Female","646","0.56219588946835","0.533756217303192","0.590635561633507","1"
"Acclaimed","2012","66 and older","Male","5","","","","1"
"Acclaimed","2012","66 and older","Female","5","","","","1"
"Not paid","2012","16-34 y.","Male","183","0.151400797968288","0.131916183975316","0.17088541196126","4"
"Not paid","2012","16-34 y.","Female","181","0.159201173840263","0.138228199930407","0.180174147750119","4"
"Not paid","2012","35-65 y.","Male","902","0.19823206309127","0.185985652036394","0.210478474146145","4"
"Not paid","2012","35-65 y.","Female","528","0.138336005522032","0.127358772554473","0.149313238489591","4"
"Not paid","2012","66 and older","Male","10","","","","4"
"Not paid","2012","66 and older","Female","6","","","","4"
"Paid","2012","16-34 y.","Male","198","0.126752121426956","0.108666942789814","0.144837300064099","3"
"Paid","2012","16-34 y.","Female","143","0.105883458088964","0.0882453516670266","0.123521564510902","3"
