"plb0195_h","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Paid","1984","Not Working","(3a) lower tertiary education","","","",""
"Paid","1984","Not Working","(3b) higher tertiary education","3","","",""
"Not paid","1984","Full Time","(0) in school","1","","",""
"Not paid","1984","Full Time","(1a) inadequately completed","13","","",""
"Not paid","1984","Full Time","(1b) general elementary school","77","0.164468235826847","0.133599722896811","0.195336748756883"
"Not paid","1984","Full Time","(1c) basic vocational qualification","278","0.186081623698949","0.166719882847491","0.205443364550408"
"Not paid","1984","Full Time","(2b) intermediate general qualification","15","","",""
"Not paid","1984","Full Time","(2a) intermediate vocational","162","0.309923314461951","0.270808907539701","0.349037721384201"
"Not paid","1984","Full Time","(2c_gen) general maturity certificate","3","","",""
"Not paid","1984","Full Time","(2c_voc) vocational maturity certificate","54","0.38049981582518","0.30641928864282","0.454580343007539"
"Not paid","1984","Full Time","(3a) lower tertiary education","61","0.494784205649535","0.408169929610327","0.581398481688744"
"Not paid","1984","Full Time","(3b) higher tertiary education","136","0.684843196861928","0.622157886628584","0.747528507095272"
"Not paid","1984","Part Time","(0) in school","","","",""
"Not paid","1984","Part Time","(1a) inadequately completed","1","","",""
"Not paid","1984","Part Time","(1b) general elementary school","22","","",""
"Not paid","1984","Part Time","(1c) basic vocational qualification","22","","",""
"Not paid","1984","Part Time","(2b) intermediate general qualification","9","","",""
"Not paid","1984","Part Time","(2a) intermediate vocational","27","","",""
"Not paid","1984","Part Time","(2c_gen) general maturity certificate","6","","",""
"Not paid","1984","Part Time","(2c_voc) vocational maturity certificate","9","","",""
"Not paid","1984","Part Time","(3a) lower tertiary education","8","","",""
"Not paid","1984","Part Time","(3b) higher tertiary education","28","","",""
"Not paid","1984","Not Working","(0) in school","","","",""
"Not paid","1984","Not Working","(1a) inadequately completed","1","","",""
"Not paid","1984","Not Working","(1b) general elementary school","3","","",""
"Not paid","1984","Not Working","(1c) basic vocational qualification","4","","",""
"Not paid","1984","Not Working","(2b) intermediate general qualification","1","","",""
"Not paid","1984","Not Working","(2a) intermediate vocational","1","","",""
"Not paid","1984","Not Working","(2c_gen) general maturity certificate","2","","",""
"Not paid","1984","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Not paid","1984","Not Working","(3a) lower tertiary education","","","",""
"Not paid","1984","Not Working","(3b) higher tertiary education","6","","",""
"Acclaimed","1985","Full Time","(0) in school","","","",""
"Acclaimed","1985","Full Time","(1a) inadequately completed","12","","",""
"Acclaimed","1985","Full Time","(1b) general elementary school","66","0.207979433881862","0.168693725551862","0.247265142211863"
"Acclaimed","1985","Full Time","(1c) basic vocational qualification","296","0.248543909233386","0.224877798457322","0.272210020009449"
"Acclaimed","1985","Full Time","(2b) intermediate general qualification","29","","",""
"Acclaimed","1985","Full Time","(2a) intermediate vocational","175","0.349934596695736","0.307833190763969","0.392036002627503"
"Acclaimed","1985","Full Time","(2c_gen) general maturity certificate","8","","",""
"Acclaimed","1985","Full Time","(2c_voc) vocational maturity certificate","42","0.374746703675636","0.292788468598794","0.456704938752477"
"Acclaimed","1985","Full Time","(3a) lower tertiary education","30","0.238921765056589","0.16386674301464","0.313976787098538"
"Acclaimed","1985","Full Time","(3b) higher tertiary education","28","","",""
"Acclaimed","1985","Part Time","(0) in school","","","",""
"Acclaimed","1985","Part Time","(1a) inadequately completed","1","","",""
"Acclaimed","1985","Part Time","(1b) general elementary school","32","0.239197420268444","0.170000638410561","0.308394202126328"
"Acclaimed","1985","Part Time","(1c) basic vocational qualification","76","0.301853116443864","0.245619069094026","0.358087163793702"
"Acclaimed","1985","Part Time","(2b) intermediate general qualification","15","","",""
"Acclaimed","1985","Part Time","(2a) intermediate vocational","43","0.397314368942812","0.308264834984831","0.486363902900792"
"Acclaimed","1985","Part Time","(2c_gen) general maturity certificate","12","","",""
"Acclaimed","1985","Part Time","(2c_voc) vocational maturity certificate","11","","",""
"Acclaimed","1985","Part Time","(3a) lower tertiary education","2","","",""
"Acclaimed","1985","Part Time","(3b) higher tertiary education","6","","",""
"Acclaimed","1985","Not Working","(0) in school","","","",""
"Acclaimed","1985","Not Working","(1a) inadequately completed","","","",""
"Acclaimed","1985","Not Working","(1b) general elementary school","1","","",""
"Acclaimed","1985","Not Working","(1c) basic vocational qualification","2","","",""
"Acclaimed","1985","Not Working","(2b) intermediate general qualification","4","","",""
"Acclaimed","1985","Not Working","(2a) intermediate vocational","3","","",""
"Acclaimed","1985","Not Working","(2c_gen) general maturity certificate","","","",""
"Acclaimed","1985","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Acclaimed","1985","Not Working","(3a) lower tertiary education","1","","",""
"Acclaimed","1985","Not Working","(3b) higher tertiary education","","","",""
"Partly, partly","1985","Full Time","(0) in school","","","",""
"Partly, partly","1985","Full Time","(1a) inadequately completed","11","","",""
"Partly, partly","1985","Full Time","(1b) general elementary school","35","0.108564219588244","0.07845187643083","0.138676562745657"
"Partly, partly","1985","Full Time","(1c) basic vocational qualification","136","0.107540794899766","0.0905757765405131","0.124505813259018"
"Partly, partly","1985","Full Time","(2b) intermediate general qualification","9","","",""
"Partly, partly","1985","Full Time","(2a) intermediate vocational","67","0.135760737850526","0.105524432512235","0.165997043188817"
"Partly, partly","1985","Full Time","(2c_gen) general maturity certificate","3","","",""
"Partly, partly","1985","Full Time","(2c_voc) vocational maturity certificate","9","","",""
"Partly, partly","1985","Full Time","(3a) lower tertiary education","15","","",""
"Partly, partly","1985","Full Time","(3b) higher tertiary education","29","","",""
"Partly, partly","1985","Part Time","(0) in school","","","",""
"Partly, partly","1985","Part Time","(1a) inadequately completed","1","","",""
"Partly, partly","1985","Part Time","(1b) general elementary school","18","","",""
"Partly, partly","1985","Part Time","(1c) basic vocational qualification","34","0.134944461955583","0.0930913614064724","0.176797562504693"
"Partly, partly","1985","Part Time","(2b) intermediate general qualification","3","","",""
"Partly, partly","1985","Part Time","(2a) intermediate vocational","14","","",""
"Partly, partly","1985","Part Time","(2c_gen) general maturity certificate","1","","",""
"Partly, partly","1985","Part Time","(2c_voc) vocational maturity certificate","6","","",""
"Partly, partly","1985","Part Time","(3a) lower tertiary education","","","",""
"Partly, partly","1985","Part Time","(3b) higher tertiary education","9","","",""
"Partly, partly","1985","Not Working","(0) in school","","","",""
"Partly, partly","1985","Not Working","(1a) inadequately completed","","","",""
"Partly, partly","1985","Not Working","(1b) general elementary school","","","",""
"Partly, partly","1985","Not Working","(1c) basic vocational qualification","1","","",""
"Partly, partly","1985","Not Working","(2b) intermediate general qualification","","","",""
"Partly, partly","1985","Not Working","(2a) intermediate vocational","1","","",""
"Partly, partly","1985","Not Working","(2c_gen) general maturity certificate","","","",""
"Partly, partly","1985","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Partly, partly","1985","Not Working","(3a) lower tertiary education","","","",""
"Partly, partly","1985","Not Working","(3b) higher tertiary education","1","","",""
"Paid","1985","Full Time","(0) in school","","","",""
"Paid","1985","Full Time","(1a) inadequately completed","128","0.706943328665716","0.636194763692587","0.777691893638844"
"Paid","1985","Full Time","(1b) general elementary school","263","0.543925842500081","0.495715108734369","0.592136576265794"
"Paid","1985","Full Time","(1c) basic vocational qualification","575","0.418181562199185","0.391169999730323","0.445193124668047"
"Paid","1985","Full Time","(2b) intermediate general qualification","16","","",""
"Paid","1985","Full Time","(2a) intermediate vocational","97","0.185402293291379","0.151097581592753","0.219707004990006"
"Paid","1985","Full Time","(2c_gen) general maturity certificate","10","","",""
"Paid","1985","Full Time","(2c_voc) vocational maturity certificate","37","0.183834163826703","0.11825014740508","0.249418180248326"
"Paid","1985","Full Time","(3a) lower tertiary education","16","","",""
"Paid","1985","Full Time","(3b) higher tertiary education","25","","",""
"Paid","1985","Part Time","(0) in school","","","",""
"Paid","1985","Part Time","(1a) inadequately completed","23","","",""
"Paid","1985","Part Time","(1b) general elementary school","81","0.512057265549105","0.430976963610946","0.593137567487264"
"Paid","1985","Part Time","(1c) basic vocational qualification","109","0.415355306751417","0.354990474772481","0.475720138730354"
"Paid","1985","Part Time","(2b) intermediate general qualification","12","","",""
"Paid","1985","Part Time","(2a) intermediate vocational","29","","",""
"Paid","1985","Part Time","(2c_gen) general maturity certificate","14","","",""
"Paid","1985","Part Time","(2c_voc) vocational maturity certificate","12","","",""
"Paid","1985","Part Time","(3a) lower tertiary education","3","","",""
"Paid","1985","Part Time","(3b) higher tertiary education","5","","",""
"Paid","1985","Not Working","(0) in school","","","",""
"Paid","1985","Not Working","(1a) inadequately completed","","","",""
"Paid","1985","Not Working","(1b) general elementary school","4","","",""
"Paid","1985","Not Working","(1c) basic vocational qualification","11","","",""
"Paid","1985","Not Working","(2b) intermediate general qualification","","","",""
"Paid","1985","Not Working","(2a) intermediate vocational","4","","",""
"Paid","1985","Not Working","(2c_gen) general maturity certificate","","","",""
"Paid","1985","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Paid","1985","Not Working","(3a) lower tertiary education","","","",""
"Paid","1985","Not Working","(3b) higher tertiary education","3","","",""
"Not paid","1985","Full Time","(0) in school","","","",""
"Not paid","1985","Full Time","(1a) inadequately completed","8","","",""
"Not paid","1985","Full Time","(1b) general elementary school","46","0.139530504029812","0.105990857317212","0.173070150742413"
"Not paid","1985","Full Time","(1c) basic vocational qualification","274","0.225733733667664","0.202839984107866","0.248627483227461"
"Not paid","1985","Full Time","(2b) intermediate general qualification","18","","",""
"Not paid","1985","Full Time","(2a) intermediate vocational","154","0.328902372162358","0.287430753533444","0.370373990791273"
"Not paid","1985","Full Time","(2c_gen) general maturity certificate","6","","",""
"Not paid","1985","Full Time","(2c_voc) vocational maturity certificate","46","0.384295560516341","0.301935905639501","0.466655215393181"
"Not paid","1985","Full Time","(3a) lower tertiary education","63","0.523026352214528","0.435114743648339","0.610937960780718"
"Not paid","1985","Full Time","(3b) higher tertiary education","150","0.65089529698524","0.589556180654085","0.712234413316394"
"Not paid","1985","Part Time","(0) in school","","","",""
"Not paid","1985","Part Time","(1a) inadequately completed","5","","",""
"Not paid","1985","Part Time","(1b) general elementary school","15","","",""
"Not paid","1985","Part Time","(1c) basic vocational qualification","37","0.147847114849136","0.104366738481219","0.191327491217053"
"Not paid","1985","Part Time","(2b) intermediate general qualification","8","","",""
"Not paid","1985","Part Time","(2a) intermediate vocational","30","0.260373473566536","0.180514503625665","0.340232443507406"
"Not paid","1985","Part Time","(2c_gen) general maturity certificate","4","","",""
"Not paid","1985","Part Time","(2c_voc) vocational maturity certificate","7","","",""
"Not paid","1985","Part Time","(3a) lower tertiary education","6","","",""
"Not paid","1985","Part Time","(3b) higher tertiary education","23","","",""
"Not paid","1985","Not Working","(0) in school","1","","",""
"Not paid","1985","Not Working","(1a) inadequately completed","","","",""
"Not paid","1985","Not Working","(1b) general elementary school","4","","",""
"Not paid","1985","Not Working","(1c) basic vocational qualification","5","","",""
"Not paid","1985","Not Working","(2b) intermediate general qualification","","","",""
"Not paid","1985","Not Working","(2a) intermediate vocational","2","","",""
"Not paid","1985","Not Working","(2c_gen) general maturity certificate","","","",""
"Not paid","1985","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"Not paid","1985","Not Working","(3a) lower tertiary education","","","",""
"Not paid","1985","Not Working","(3b) higher tertiary education","1","","",""
"Acclaimed","1986","Full Time","(0) in school","","","",""
"Acclaimed","1986","Full Time","(1a) inadequately completed","20","","",""
"Acclaimed","1986","Full Time","(1b) general elementary school","71","0.21875446143329","0.179076230733003","0.258432692133576"
"Acclaimed","1986","Full Time","(1c) basic vocational qualification","313","0.287739347636674","0.261931103600821","0.313547591672526"
"Acclaimed","1986","Full Time","(2b) intermediate general qualification","34","0.497897459249498","0.38076824346487","0.615026675034127"
"Acclaimed","1986","Full Time","(2a) intermediate vocational","183","0.397329893790282","0.353042806798653","0.441616980781911"
"Acclaimed","1986","Full Time","(2c_gen) general maturity certificate","8","","",""
"Acclaimed","1986","Full Time","(2c_voc) vocational maturity certificate","39","0.315052770839983","0.238647357915494","0.391458183764472"
"Acclaimed","1986","Full Time","(3a) lower tertiary education","34","0.306448557941391","0.218268257937471","0.39462885794531"
"Acclaimed","1986","Full Time","(3b) higher tertiary education","33","0.156905455336672","0.106624071281143","0.207186839392202"
"Acclaimed","1986","Part Time","(0) in school","","","",""
"Acclaimed","1986","Part Time","(1a) inadequately completed","2","","",""
"Acclaimed","1986","Part Time","(1b) general elementary school","32","0.266802594965654","0.193275708633849","0.340329481297458"
"Acclaimed","1986","Part Time","(1c) basic vocational qualification","89","0.340857922401398","0.282451037368272","0.399264807434523"
"Acclaimed","1986","Part Time","(2b) intermediate general qualification","10","","",""
"Acclaimed","1986","Part Time","(2a) intermediate vocational","49","0.502941852996616","0.405431688039224","0.600452017954009"
"Acclaimed","1986","Part Time","(2c_gen) general maturity certificate","11","","",""
"Acclaimed","1986","Part Time","(2c_voc) vocational maturity certificate","11","","",""
"Acclaimed","1986","Part Time","(3a) lower tertiary education","4","","",""
"Acclaimed","1986","Part Time","(3b) higher tertiary education","5","","",""
"Acclaimed","1986","Not Working","(0) in school","","","",""
"Acclaimed","1986","Not Working","(1a) inadequately completed","","","",""
"Acclaimed","1986","Not Working","(1b) general elementary school","1","","",""
"Acclaimed","1986","Not Working","(1c) basic vocational qualification","2","","",""
"Acclaimed","1986","Not Working","(2b) intermediate general qualification","1","","",""
"Acclaimed","1986","Not Working","(2a) intermediate vocational","3","","",""
"Acclaimed","1986","Not Working","(2c_gen) general maturity certificate","1","","",""
"Acclaimed","1986","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"Acclaimed","1986","Not Working","(3a) lower tertiary education","1","","",""
"Acclaimed","1986","Not Working","(3b) higher tertiary education","","","",""
"Partly, partly","1986","Full Time","(0) in school","","","",""
"Partly, partly","1986","Full Time","(1a) inadequately completed","10","","",""
"Partly, partly","1986","Full Time","(1b) general elementary school","37","0.0942609663606739","0.0662164761624322","0.122305456558916"
"Partly, partly","1986","Full Time","(1c) basic vocational qualification","148","0.128490908598871","0.109413845604223","0.147567971593519"
"Partly, partly","1986","Full Time","(2b) intermediate general qualification","8","","",""
"Partly, partly","1986","Full Time","(2a) intermediate vocational","68","0.141884709008961","0.110305424425871","0.173463993592051"
"Partly, partly","1986","Full Time","(2c_gen) general maturity certificate","5","","",""
"Partly, partly","1986","Full Time","(2c_voc) vocational maturity certificate","18","","",""
"Partly, partly","1986","Full Time","(3a) lower tertiary education","10","","",""
"Partly, partly","1986","Full Time","(3b) higher tertiary education","21","","",""
"Partly, partly","1986","Part Time","(0) in school","","","",""
"Partly, partly","1986","Part Time","(1a) inadequately completed","3","","",""
"Partly, partly","1986","Part Time","(1b) general elementary school","9","","",""
"Partly, partly","1986","Part Time","(1c) basic vocational qualification","30","0.136519499307559","0.0942125761988928","0.178826422416226"
"Partly, partly","1986","Part Time","(2b) intermediate general qualification","5","","",""
"Partly, partly","1986","Part Time","(2a) intermediate vocational","9","","",""
"Partly, partly","1986","Part Time","(2c_gen) general maturity certificate","3","","",""
"Partly, partly","1986","Part Time","(2c_voc) vocational maturity certificate","1","","",""
"Partly, partly","1986","Part Time","(3a) lower tertiary education","2","","",""
"Partly, partly","1986","Part Time","(3b) higher tertiary education","2","","",""
"Partly, partly","1986","Not Working","(0) in school","1","","",""
"Partly, partly","1986","Not Working","(1a) inadequately completed","","","",""
"Partly, partly","1986","Not Working","(1b) general elementary school","","","",""
"Partly, partly","1986","Not Working","(1c) basic vocational qualification","1","","",""
"Partly, partly","1986","Not Working","(2b) intermediate general qualification","1","","",""
"Partly, partly","1986","Not Working","(2a) intermediate vocational","1","","",""
"Partly, partly","1986","Not Working","(2c_gen) general maturity certificate","1","","",""
"Partly, partly","1986","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Partly, partly","1986","Not Working","(3a) lower tertiary education","","","",""
"Partly, partly","1986","Not Working","(3b) higher tertiary education","","","",""
"Paid","1986","Full Time","(0) in school","","","",""
"Paid","1986","Full Time","(1a) inadequately completed","135","0.681839607926497","0.611618300990946","0.752060914862048"
"Paid","1986","Full Time","(1b) general elementary school","272","0.586885325546811","0.539625512440375","0.634145138653247"
"Paid","1986","Full Time","(1c) basic vocational qualification","566","0.447051103435504","0.418707149324405","0.475395057546603"
"Paid","1986","Full Time","(2b) intermediate general qualification","15","","",""
"Paid","1986","Full Time","(2a) intermediate vocational","99","0.201912232682889","0.165581988878934","0.238242476486844"
"Paid","1986","Full Time","(2c_gen) general maturity certificate","18","","",""
"Paid","1986","Full Time","(2c_voc) vocational maturity certificate","46","0.239576523209979","0.169373824719568","0.309779221700389"
"Paid","1986","Full Time","(3a) lower tertiary education","14","","",""
"Paid","1986","Full Time","(3b) higher tertiary education","23","","",""
"Paid","1986","Part Time","(0) in school","","","",""
"Paid","1986","Part Time","(1a) inadequately completed","14","","",""
"Paid","1986","Part Time","(1b) general elementary school","79","0.529087343782922","0.446107128215896","0.612067559349947"
"Paid","1986","Part Time","(1c) basic vocational qualification","111","0.438488716318418","0.377345780836107","0.499631651800729"
"Paid","1986","Part Time","(2b) intermediate general qualification","10","","",""
"Paid","1986","Part Time","(2a) intermediate vocational","28","","",""
"Paid","1986","Part Time","(2c_gen) general maturity certificate","8","","",""
"Paid","1986","Part Time","(2c_voc) vocational maturity certificate","8","","",""
"Paid","1986","Part Time","(3a) lower tertiary education","1","","",""
"Paid","1986","Part Time","(3b) higher tertiary education","6","","",""
"Paid","1986","Not Working","(0) in school","2","","",""
"Paid","1986","Not Working","(1a) inadequately completed","3","","",""
"Paid","1986","Not Working","(1b) general elementary school","8","","",""
"Paid","1986","Not Working","(1c) basic vocational qualification","5","","",""
"Paid","1986","Not Working","(2b) intermediate general qualification","1","","",""
"Paid","1986","Not Working","(2a) intermediate vocational","","","",""
"Paid","1986","Not Working","(2c_gen) general maturity certificate","1","","",""
"Paid","1986","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"Paid","1986","Not Working","(3a) lower tertiary education","","","",""
"Paid","1986","Not Working","(3b) higher tertiary education","1","","",""
"Not paid","1986","Full Time","(0) in school","","","",""
"Not paid","1986","Full Time","(1a) inadequately completed","4","","",""
"Not paid","1986","Full Time","(1b) general elementary school","37","0.100099246659226","0.0712925953494381","0.128905897969013"
"Not paid","1986","Full Time","(1c) basic vocational qualification","155","0.136718640328952","0.11713337768879","0.156303902969113"
"Not paid","1986","Full Time","(2b) intermediate general qualification","13","","",""
"Not paid","1986","Full Time","(2a) intermediate vocational","119","0.258873164517868","0.219231538919218","0.298514790116519"
"Not paid","1986","Full Time","(2c_gen) general maturity certificate","7","","",""
"Not paid","1986","Full Time","(2c_voc) vocational maturity certificate","39","0.299211258888381","0.223895398377142","0.37452711939962"
"Not paid","1986","Full Time","(3a) lower tertiary education","47","0.462152889239291","0.366790813069999","0.557514965408582"
"Not paid","1986","Full Time","(3b) higher tertiary education","124","0.639443447072436","0.573063358218994","0.705823535925879"
"Not paid","1986","Part Time","(0) in school","","","",""
"Not paid","1986","Part Time","(1a) inadequately completed","2","","",""
"Not paid","1986","Part Time","(1b) general elementary school","19","","",""
"Not paid","1986","Part Time","(1c) basic vocational qualification","23","","",""
"Not paid","1986","Part Time","(2b) intermediate general qualification","6","","",""
"Not paid","1986","Part Time","(2a) intermediate vocational","15","","",""
"Not paid","1986","Part Time","(2c_gen) general maturity certificate","9","","",""
"Not paid","1986","Part Time","(2c_voc) vocational maturity certificate","4","","",""
"Not paid","1986","Part Time","(3a) lower tertiary education","4","","",""
"Not paid","1986","Part Time","(3b) higher tertiary education","19","","",""
"Not paid","1986","Not Working","(0) in school","","","",""
"Not paid","1986","Not Working","(1a) inadequately completed","1","","",""
"Not paid","1986","Not Working","(1b) general elementary school","","","",""
"Not paid","1986","Not Working","(1c) basic vocational qualification","2","","",""
"Not paid","1986","Not Working","(2b) intermediate general qualification","","","",""
"Not paid","1986","Not Working","(2a) intermediate vocational","2","","",""
"Not paid","1986","Not Working","(2c_gen) general maturity certificate","2","","",""
"Not paid","1986","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Not paid","1986","Not Working","(3a) lower tertiary education","2","","",""
"Not paid","1986","Not Working","(3b) higher tertiary education","2","","",""
"Acclaimed","1987","Full Time","(0) in school","","","",""
"Acclaimed","1987","Full Time","(1a) inadequately completed","","","",""
"Acclaimed","1987","Full Time","(1b) general elementary school","","","",""
"Acclaimed","1987","Full Time","(1c) basic vocational qualification","","","",""
"Acclaimed","1987","Full Time","(2b) intermediate general qualification","","","",""
"Acclaimed","1987","Full Time","(2a) intermediate vocational","","","",""
"Acclaimed","1987","Full Time","(2c_gen) general maturity certificate","","","",""
"Acclaimed","1987","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Acclaimed","1987","Full Time","(3a) lower tertiary education","","","",""
"Acclaimed","1987","Full Time","(3b) higher tertiary education","","","",""
"Acclaimed","1987","Part Time","(0) in school","","","",""
"Acclaimed","1987","Part Time","(1a) inadequately completed","","","",""
"Acclaimed","1987","Part Time","(1b) general elementary school","","","",""
"Acclaimed","1987","Part Time","(1c) basic vocational qualification","","","",""
"Acclaimed","1987","Part Time","(2b) intermediate general qualification","","","",""
