"plb0195_h","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Not paid","1999","Part Time","East Germany","43","0.163030546173194","0.121090466145244","0.204970626201145","4"
"Not paid","1999","Not Working","West Germany","3","","","","4"
"Not paid","1999","Not Working","East Germany","1","","","","4"
"Paid","1999","Full Time","West Germany","479","0.151765307746508","0.138183926114672","0.165346689378344","3"
"Paid","1999","Full Time","East Germany","151","0.124607518609198","0.105967430233705","0.143247606984691","3"
"Paid","1999","Part Time","East Germany","50","0.144571098865199","0.104643549111493","0.184498648618905","3"
"Paid","1999","Part Time","West Germany","161","0.193679409155816","0.165283405445767","0.222075412865865","3"
"Paid","1999","Not Working","West Germany","3","","","","3"
"Paid","1999","Not Working","East Germany","4","","","","3"
"Partly, partly","1999","Full Time","West Germany","595","0.211503360556999","0.196045184705612","0.226961536408385","2"
"Partly, partly","1999","Full Time","East Germany","288","0.257330057419498","0.232657303949122","0.282002810889875","2"
"Partly, partly","1999","Part Time","East Germany","51","0.218472067658864","0.171557235088049","0.265386900229679","2"
"Partly, partly","1999","Part Time","West Germany","131","0.179376783844246","0.151808061500719","0.206945506187772","2"
"Partly, partly","1999","Not Working","West Germany","4","","","","2"
"Partly, partly","1999","Not Working","East Germany","1","","","","2"
"Acclaimed","2000","Full Time","West Germany","2141","0.450254432565327","0.4362554148997","0.464253450230955","1"
"Acclaimed","2000","Full Time","East Germany","832","0.475146371598293","0.451688882886987","0.498603860309599","1"
"Acclaimed","2000","Part Time","West Germany","712","0.55419610130778","0.526966155913628","0.581426046701932","1"
"Acclaimed","2000","Part Time","East Germany","181","0.522896230379772","0.469569209795498","0.576223250964045","1"
"Acclaimed","2000","Not Working","East Germany","10","","","","1"
"Acclaimed","2000","Not Working","West Germany","24","","","","1"
"Not paid","2000","Full Time","West Germany","871","0.180583190568681","0.169759414708295","0.191406966429068","4"
"Not paid","2000","Full Time","East Germany","319","0.172531665644497","0.154783282129733","0.190280049159261","4"
"Not paid","2000","Part Time","West Germany","135","0.102363103288056","0.0857570978479892","0.118969108728123","4"
"Not paid","2000","Part Time","East Germany","43","0.109359319308552","0.0760387583866429","0.142679880230462","4"
"Not paid","2000","Not Working","West Germany","6","","","","4"
"Not paid","2000","Not Working","East Germany","2","","","","4"
"Paid","2000","Full Time","West Germany","791","0.158816449216403","0.148532005123573","0.169100893309232","3"
"Paid","2000","Full Time","East Germany","224","0.126745602697595","0.111118245230339","0.142372960164851","3"
"Paid","2000","Part Time","West Germany","228","0.175241041466034","0.154414145879513","0.196067937052554","3"
"Paid","2000","Part Time","East Germany","50","0.155370119210423","0.116693356957798","0.194046881463047","3"
"Paid","2000","Not Working","West Germany","13","","","","3"
"Paid","2000","Not Working","East Germany","2","","","","3"
"Partly, partly","2000","Full Time","West Germany","1049","0.210345927649589","0.198878310410614","0.221813544888563","2"
"Partly, partly","2000","Full Time","East Germany","366","0.225576360059616","0.205943444505689","0.245209275613542","2"
"Partly, partly","2000","Part Time","East Germany","63","0.212374331101253","0.168708263446376","0.25604039875613","2"
"Partly, partly","2000","Part Time","West Germany","205","0.16819975393813","0.147708652345473","0.188690855530788","2"
"Partly, partly","2000","Not Working","West Germany","14","","","","2"
"Partly, partly","2000","Not Working","East Germany","5","","","","2"
"Acclaimed","2001","Full Time","West Germany","1891","0.43716337348336","0.422561375458418","0.451765371508302","1"
"Acclaimed","2001","Full Time","East Germany","773","0.47407505254197","0.449722344355596","0.498427760728343","1"
"Acclaimed","2001","Part Time","West Germany","648","0.506729860840389","0.479394350354783","0.534065371325994","1"
"Acclaimed","2001","Part Time","East Germany","185","0.514161561516598","0.461949300752545","0.56637382228065","1"
"Acclaimed","2001","Not Working","West Germany","18","","","","1"
"Acclaimed","2001","Not Working","East Germany","11","","","","1"
"Not paid","2001","Full Time","West Germany","815","0.179764749635141","0.168461047437418","0.191068451832864","4"
"Not paid","2001","Full Time","East Germany","277","0.158620391536638","0.140803278814542","0.176437504258735","4"
"Not paid","2001","Part Time","West Germany","138","0.111777305333685","0.0945493285529152","0.129005282114455","4"
"Not paid","2001","Part Time","East Germany","36","0.101903374709786","0.0703000644444337","0.133506684975139","4"
"Not paid","2001","Not Working","West Germany","9","","","","4"
"Not paid","2001","Not Working","East Germany","4","","","","4"
"Paid","2001","Full Time","West Germany","698","0.156034392211159","0.145351920122336","0.166716864299982","3"
"Paid","2001","Full Time","East Germany","197","0.13683180271768","0.12007068148193","0.153592923953431","3"
"Paid","2001","Part Time","East Germany","60","0.147621647164528","0.110564840762492","0.184678453566563","3"
"Paid","2001","Part Time","West Germany","271","0.200846294874206","0.178941277696726","0.222751312051687","3"
"Paid","2001","Not Working","West Germany","6","","","","3"
"Paid","2001","Not Working","East Germany","5","","","","3"
"Partly, partly","2001","Full Time","West Germany","1029","0.22703748467034","0.214705663295641","0.239369306045039","2"
"Partly, partly","2001","Full Time","East Germany","368","0.230472753203712","0.209933548495009","0.251011957912415","2"
"Partly, partly","2001","Part Time","East Germany","71","0.236313416609089","0.191934312646663","0.280692520571514","2"
"Partly, partly","2001","Part Time","West Germany","228","0.18064653895172","0.159611321975262","0.201681755928178","2"
"Partly, partly","2001","Not Working","West Germany","7","","","","2"
"Partly, partly","2001","Not Working","East Germany","5","","","","2"
"Acclaimed","2002","Full Time","West Germany","1941","0.458720730786055","0.444355321592215","0.473086139979894","1"
"Acclaimed","2002","Full Time","East Germany","759","0.500045683528772","0.475344615626763","0.524746751430781","1"
"Acclaimed","2002","Part Time","West Germany","702","0.52133656549997","0.494748149454007","0.547924981545933","1"
"Acclaimed","2002","Part Time","East Germany","199","0.538123614547589","0.487597466010472","0.588649763084706","1"
"Acclaimed","2002","Not Working","West Germany","20","","","","1"
"Acclaimed","2002","Not Working","East Germany","12","","","","1"
"Not paid","2002","Full Time","East Germany","319","0.164535747440029","0.146219361015895","0.182852133864162","4"
"Not paid","2002","Full Time","West Germany","1104","0.190172968802289","0.178859295125683","0.201486642478894","4"
"Not paid","2002","Part Time","West Germany","216","0.155009295679986","0.135746332992772","0.1742722583672","4"
"Not paid","2002","Part Time","East Germany","53","0.141518399041788","0.106193230774126","0.176843567309449","4"
"Not paid","2002","Not Working","West Germany","2","","","","4"
"Not paid","2002","Not Working","East Germany","1","","","","4"
"Paid","2002","Full Time","West Germany","566","0.133209872222616","0.123413657305166","0.143006087140066","3"
"Paid","2002","Full Time","East Germany","145","0.104526002670754","0.0894118297098468","0.11964017563166","3"
"Paid","2002","Part Time","East Germany","54","0.134070299337242","0.0995384452342011","0.168602153440282","3"
"Paid","2002","Part Time","West Germany","213","0.160496028982483","0.140958853857851","0.180033204107116","3"
"Paid","2002","Not Working","West Germany","10","","","","3"
"Paid","2002","Not Working","East Germany","4","","","","3"
"Partly, partly","2002","Full Time","West Germany","1011","0.21789642818904","0.20599524032532","0.229797616052761","2"
"Partly, partly","2002","Full Time","East Germany","351","0.230892566360445","0.210074316963971","0.251710815756919","2"
"Partly, partly","2002","Part Time","West Germany","225","0.16315810983756","0.143490830560707","0.182825389114414","2"
"Partly, partly","2002","Part Time","East Germany","68","0.186287687073382","0.146829256362865","0.225746117783898","2"
"Partly, partly","2002","Not Working","West Germany","3","","","","2"
"Partly, partly","2002","Not Working","East Germany","4","","","","2"
"Acclaimed","2003","Full Time","West Germany","1934","0.484151198857362","0.469260798937657","0.499041598777067","1"
"Acclaimed","2003","Full Time","East Germany","762","0.535405708942103","0.510047585035496","0.560763832848711","1"
"Acclaimed","2003","Part Time","West Germany","702","0.530211793257142","0.50357892977034","0.556844656743943","1"
"Acclaimed","2003","Part Time","East Germany","196","0.602475395161738","0.550759918181416","0.65419087214206","1"
"Acclaimed","2003","Not Working","East Germany","15","","","","1"
"Acclaimed","2003","Not Working","West Germany","19","","","","1"
"Not paid","2003","Full Time","East Germany","284","0.151998788594472","0.133744833156199","0.170252744032745","4"
"Not paid","2003","Full Time","West Germany","1023","0.188169149092871","0.17652355551413","0.199814742671611","4"
"Not paid","2003","Part Time","East Germany","41","0.097950674842554","0.0665392433304162","0.129362106354692","4"
"Not paid","2003","Part Time","West Germany","190","0.12854385965185","0.110683485552455","0.146404233751246","4"
"Not paid","2003","Not Working","West Germany","9","","","","4"
"Not paid","2003","Not Working","East Germany","2","","","","4"
"Paid","2003","Full Time","West Germany","496","0.127232030432445","0.117303104475208","0.137160956389682","3"
"Paid","2003","Full Time","East Germany","134","0.0984113318533183","0.0832664648710948","0.113556198835542","3"
"Paid","2003","Part Time","East Germany","54","0.153095704984062","0.115044576524836","0.191146833443288","3"
"Paid","2003","Part Time","West Germany","204","0.163446146012625","0.143713905032966","0.183178386992284","3"
"Paid","2003","Not Working","West Germany","11","","","","3"
"Paid","2003","Not Working","East Germany","3","","","","3"
"Partly, partly","2003","Full Time","West Germany","874","0.200447621617322","0.188519321514715","0.212375921719928","2"
"Partly, partly","2003","Full Time","East Germany","306","0.214184170610106","0.193325205472902","0.235043135747311","2"
"Partly, partly","2003","Part Time","East Germany","53","0.146478225011646","0.10911342116416","0.183843028859132","2"
"Partly, partly","2003","Part Time","West Germany","253","0.177798201078383","0.157395155074623","0.198201247082143","2"
"Partly, partly","2003","Not Working","West Germany","6","","","","2"
"Partly, partly","2003","Not Working","East Germany","","","","","2"
"Acclaimed","2004","Full Time","West Germany","1865","0.477555908939042","0.46239545916802","0.492716358710063","1"
"Acclaimed","2004","Full Time","East Germany","717","0.521218225689225","0.495353754857225","0.547082696521225","1"
"Acclaimed","2004","Part Time","West Germany","690","0.527870461927189","0.500649021593989","0.555091902260389","1"
"Acclaimed","2004","Part Time","East Germany","203","0.519748362926214","0.468210609651845","0.571286116200583","1"
"Acclaimed","2004","Not Working","West Germany","11","","","","1"
"Acclaimed","2004","Not Working","East Germany","7","","","","1"
"Not paid","2004","Full Time","East Germany","267","0.151152010650737","0.13260615298924","0.169697868312234","4"
"Not paid","2004","Full Time","West Germany","1089","0.217898157248161","0.205368520024763","0.230427794471559","4"
"Not paid","2004","Part Time","East Germany","47","0.174672660451254","0.135505681605654","0.213839639296854","4"
"Not paid","2004","Part Time","West Germany","190","0.132599548221785","0.114106960888075","0.151092135555494","4"
"Not paid","2004","Not Working","West Germany","10","","","","4"
"Not paid","2004","Not Working","East Germany","3","","","","4"
"Paid","2004","Full Time","West Germany","414","0.113486754658318","0.103859659461615","0.12311384985502","3"
"Paid","2004","Full Time","East Germany","127","0.0934787241512432","0.0784067415319467","0.10855070677054","3"
"Paid","2004","Part Time","West Germany","214","0.184678641460839","0.163519912300032","0.205837370621646","3"
"Paid","2004","Part Time","East Germany","49","0.133307161215636","0.098243776708185","0.168370545723087","3"
"Paid","2004","Not Working","East Germany","","","","","3"
"Paid","2004","Not Working","West Germany","5","","","","3"
"Partly, partly","2004","Full Time","West Germany","802","0.191059179154479","0.179126927807055","0.202991430501903","2"
"Partly, partly","2004","Full Time","East Germany","322","0.234151039508795","0.21222578696165","0.256076292055939","2"
"Partly, partly","2004","Part Time","East Germany","62","0.172271815406896","0.133318405861428","0.211225224952365","2"
"Partly, partly","2004","Part Time","West Germany","198","0.154851348390187","0.135125264245584","0.17457743253479","2"
"Partly, partly","2004","Not Working","East Germany","5","","","","2"
"Partly, partly","2004","Not Working","West Germany","4","","","","2"
"Acclaimed","2005","Full Time","West Germany","1837","0.488874327862073","0.473113029315429","0.504635626408718","1"
"Acclaimed","2005","Full Time","East Germany","677","0.527493426788619","0.500581498505114","0.554405355072123","1"
"Acclaimed","2005","Part Time","West Germany","671","0.538611460445697","0.510661339951275","0.566561580940119","1"
"Acclaimed","2005","Part Time","East Germany","194","0.556614116018955","0.504642936678554","0.608585295359357","1"
"Acclaimed","2005","Not Working","West Germany","11","","","","1"
"Acclaimed","2005","Not Working","East Germany","2","","","","1"
"Not paid","2005","Full Time","West Germany","891","0.203055287077591","0.190371446346447","0.215739127808734","4"
"Not paid","2005","Full Time","East Germany","247","0.149094601140409","0.129894480310824","0.168294721969993","4"
"Not paid","2005","Part Time","West Germany","179","0.128380133487422","0.109624792701198","0.147135474273647","4"
"Not paid","2005","Part Time","East Germany","51","0.119592738138994","0.0856467273019208","0.153538748976067","4"
"Not paid","2005","Not Working","West Germany","7","","","","4"
"Not paid","2005","Not Working","East Germany","3","","","","4"
"Paid","2005","Full Time","West Germany","352","0.0999254021759075","0.0904694179922573","0.109381386359558","3"
"Paid","2005","Full Time","East Germany","119","0.111517292332003","0.0945493975942498","0.128485187069756","3"
"Paid","2005","Part Time","West Germany","168","0.138109644196584","0.118765456305606","0.157453832087563","3"
"Paid","2005","Part Time","East Germany","42","0.141721238021773","0.105235243836578","0.178207232206969","3"
"Paid","2005","Not Working","West Germany","5","","","","3"
"Paid","2005","Not Working","East Germany","3","","","","3"
"Partly, partly","2005","Full Time","West Germany","784","0.208144982884428","0.195344235058817","0.22094573071004","2"
"Partly, partly","2005","Full Time","East Germany","279","0.21189467973897","0.189866200337384","0.233923159140555","2"
"Partly, partly","2005","Part Time","East Germany","64","0.182071907820277","0.141700530467048","0.222443285173506","2"
"Partly, partly","2005","Part Time","West Germany","204","0.194898761870297","0.172689083189491","0.217108440551102","2"
"Partly, partly","2005","Not Working","West Germany","4","","","","2"
"Partly, partly","2005","Not Working","East Germany","6","","","","2"
"Acclaimed","2006","Full Time","West Germany","1958","0.469233227845501","0.454178023402292","0.48428843228871","1"
"Acclaimed","2006","Full Time","East Germany","722","0.518185059463945","0.49216874694621","0.54420137198168","1"
"Acclaimed","2006","Part Time","West Germany","818","0.574415675566354","0.548753452163399","0.600077898969308","1"
"Acclaimed","2006","Part Time","East Germany","210","0.446807081745401","0.396820363796408","0.496793799694394","1"
"Acclaimed","2006","Not Working","West Germany","17","","","","1"
"Acclaimed","2006","Not Working","East Germany","12","","","","1"
"Not paid","2006","Full Time","East Germany","298","0.170039778253419","0.150479858447157","0.18959969805968","4"
"Not paid","2006","Full Time","West Germany","1051","0.22776692749486","0.215114905296073","0.240418949693647","4"
"Not paid","2006","Part Time","East Germany","60","0.196917643290747","0.156934341970878","0.236900944610617","4"
"Not paid","2006","Part Time","West Germany","200","0.121304403387201","0.104359237047998","0.138249569726404","4"
"Not paid","2006","Not Working","West Germany","6","","","","4"
"Not paid","2006","Not Working","East Germany","4","","","","4"
"Paid","2006","Full Time","West Germany","401","0.110595813547775","0.101134327714133","0.120057299381417","3"
"Paid","2006","Full Time","East Germany","103","0.0875880198345156","0.0728689281864677","0.102307111482563","3"
"Paid","2006","Part Time","East Germany","44","0.136324562849021","0.101824599491605","0.170824526206438","3"
"Paid","2006","Part Time","West Germany","202","0.152998747499399","0.134314556754361","0.171682938244437","3"
"Paid","2006","Not Working","East Germany","3","","","","3"
"Paid","2006","Not Working","West Germany","10","","","","3"
"Partly, partly","2006","Full Time","West Germany","811","0.192404031111864","0.180512313993516","0.204295748230212","2"
"Partly, partly","2006","Full Time","East Germany","294","0.224187142448121","0.202472783980348","0.245901500915894","2"
"Partly, partly","2006","Part Time","East Germany","66","0.21995071211483","0.178304069002318","0.261597355227343","2"
"Partly, partly","2006","Part Time","West Germany","206","0.151281173547047","0.132683325773043","0.16987902132105","2"
"Partly, partly","2006","Not Working","East Germany","7","","","","2"
"Partly, partly","2006","Not Working","West Germany","7","","","","2"
"Acclaimed","2007","Full Time","West Germany","1779","0.461241651713918","0.445509629994203","0.476973673433632","1"
"Acclaimed","2007","Full Time","East Germany","702","0.501756564264163","0.47531896295575","0.528194165572576","1"
"Acclaimed","2007","Part Time","West Germany","723","0.571141921129593","0.543922740512056","0.598361101747129","1"
"Acclaimed","2007","Part Time","East Germany","215","0.555780602331669","0.506018450036583","0.605542754626754","1"
"Acclaimed","2007","Not Working","East Germany","11","","","","1"
"Acclaimed","2007","Not Working","West Germany","24","","","","1"
"Not paid","2007","Full Time","East Germany","285","0.1624592848313","0.14295500328363","0.181963566378969","4"
"Not paid","2007","Full Time","West Germany","967","0.228199216907978","0.214954796618521","0.241443637197435","4"
"Not paid","2007","Part Time","East Germany","56","0.141611482159297","0.106694243764377","0.176528720554218","4"
"Not paid","2007","Part Time","West Germany","173","0.113735333384669","0.096274070505875","0.131196596263463","4"
"Not paid","2007","Not Working","West Germany","11","","","","4"
"Not paid","2007","Not Working","East Germany","3","","","","4"
"Paid","2007","Full Time","West Germany","318","0.0915184325217913","0.0824185535081637","0.100618311535419","3"
"Paid","2007","Full Time","East Germany","88","0.0700032122302978","0.0565118925430105","0.0834945319175852","3"
"Paid","2007","Part Time","West Germany","173","0.147756866942955","0.128240372031869","0.167273361854041","3"
"Paid","2007","Part Time","East Germany","49","0.126727151213803","0.0934107165939498","0.160043585833656","3"
"Paid","2007","Not Working","East Germany","2","","","","3"
"Paid","2007","Not Working","West Germany","7","","","","3"
"Partly, partly","2007","Full Time","West Germany","793","0.219040698856313","0.205988013155693","0.232093384556933","2"
"Partly, partly","2007","Full Time","East Germany","299","0.265780938674239","0.242423271399435","0.289138605949044","2"
"Partly, partly","2007","Part Time","West Germany","201","0.167365878542784","0.14683503499607","0.187896722089497","2"
"Partly, partly","2007","Part Time","East Germany","63","0.175880764295231","0.137751984977576","0.214009543612886","2"
"Partly, partly","2007","Not Working","West Germany","11","","","","2"
"Partly, partly","2007","Not Working","East Germany","5","","","","2"
"Acclaimed","2008","Full Time","West Germany","1726","0.46678744467608","0.450918883186818","0.482656006165342","1"
"Acclaimed","2008","Full Time","East Germany","659","0.504572431116588","0.477762437793247","0.531382424439928","1"
"Acclaimed","2008","Part Time","West Germany","708","0.537999664622974","0.51088803247355","0.565111296772399","1"
"Acclaimed","2008","Part Time","East Germany","204","0.522826536199433","0.472069813297219","0.573583259101647","1"
"Acclaimed","2008","Not Working","West Germany","17","","","","1"
"Acclaimed","2008","Not Working","East Germany","14","","","","1"
"Not paid","2008","Full Time","West Germany","928","0.212004001947043","0.199003448893455","0.225004555000631","4"
"Not paid","2008","Full Time","East Germany","268","0.152177733174249","0.132916999483236","0.171438466865261","4"
"Not paid","2008","Part Time","West Germany","210","0.155194424559235","0.135503778822733","0.174885070295736","4"
"Not paid","2008","Part Time","East Germany","54","0.139426820912535","0.104226737961886","0.174626903863185","4"
"Not paid","2008","Not Working","West Germany","14","","","","4"
"Not paid","2008","Not Working","East Germany","4","","","","4"
"Paid","2008","Full Time","West Germany","369","0.108351370773535","0.0984648867110983","0.118237854835972","3"
"Paid","2008","Full Time","East Germany","112","0.0792043089185452","0.0647232304919537","0.0936853873451366","3"
"Paid","2008","Part Time","East Germany","49","0.135305787352218","0.100546882585434","0.170064692119002","3"
"Paid","2008","Part Time","West Germany","156","0.116681226685965","0.0992228950531747","0.134139558318755","3"
"Paid","2008","Not Working","East Germany","1","","","","3"
"Paid","2008","Not Working","West Germany","6","","","","3"
"Partly, partly","2008","Full Time","West Germany","774","0.212857182603342","0.199837550406025","0.225876814800658","2"
"Partly, partly","2008","Full Time","East Germany","297","0.264045526790619","0.240407580373089","0.287683473208148","2"
"Partly, partly","2008","Part Time","East Germany","65","0.202440855535814","0.161608244425971","0.243273466645656","2"
"Partly, partly","2008","Part Time","West Germany","225","0.190124684131826","0.168785792915997","0.211463575347655","2"
"Partly, partly","2008","Not Working","East Germany","3","","","","2"
"Partly, partly","2008","Not Working","West Germany","5","","","","2"
"Acclaimed","2009","Full Time","West Germany","1555","0.464427794464078","0.447566847921278","0.481288741006878","1"
"Acclaimed","2009","Full Time","East Germany","625","0.546526317727005","0.518591248017248","0.574461387436763","1"
"Acclaimed","2009","Part Time","West Germany","601","0.501526805750254","0.472438519202519","0.530615092297989","1"
"Acclaimed","2009","Part Time","East Germany","185","0.503111454120655","0.450043481456171","0.556179426785139","1"
"Acclaimed","2009","Not Working","East Germany","7","","","","1"
"Acclaimed","2009","Not Working","West Germany","8","","","","1"
"Not paid","2009","Full Time","West Germany","845","0.217512844728036","0.203565392018523","0.23146029743755","4"
"Not paid","2009","Full Time","East Germany","229","0.13085717723216","0.111933195347187","0.149781159117133","4"
"Not paid","2009","Part Time","West Germany","166","0.139991245980045","0.119805163859615","0.160177328100474","4"
"Not paid","2009","Part Time","East Germany","41","0.158164448910226","0.119435209431082","0.196893688389371","4"
"Not paid","2009","Not Working","West Germany","9","","","","4"
"Not paid","2009","Not Working","East Germany","","","","","4"
"Paid","2009","Full Time","West Germany","298","0.103363092289729","0.0930709711968742","0.113655213382584","3"
"Paid","2009","Full Time","East Germany","98","0.0616139790831013","0.0481212882613877","0.0751066699048148","3"
"Paid","2009","Part Time","East Germany","43","0.100055538694824","0.0682062803949203","0.131904796994728","3"
"Paid","2009","Part Time","West Germany","145","0.143097484950936","0.122725569297088","0.163469400604784","3"
"Paid","2009","Not Working","West Germany","5","","","","3"
"Paid","2009","Not Working","East Germany","2","","","","3"
"Partly, partly","2009","Full Time","West Germany","663","0.214696268518156","0.200814496313628","0.228578040722685","2"
"Partly, partly","2009","Full Time","East Germany","268","0.261002525957733","0.236358480122467","0.285646571793","2"
"Partly, partly","2009","Part Time","West Germany","223","0.215384463318765","0.191468614562751","0.23930031207478","2"
"Partly, partly","2009","Part Time","East Germany","72","0.238668558274295","0.193425142131821","0.283911974416768","2"
"Partly, partly","2009","Not Working","West Germany","1","","","","2"
"Partly, partly","2009","Not Working","East Germany","","","","","2"
"Acclaimed","2010","Full Time","West Germany","2144","0.490040164147334","0.475503640896347","0.504576687398321","1"
"Acclaimed","2010","Full Time","East Germany","763","0.573953967559855","0.54849266063757","0.599415274482139","1"
"Acclaimed","2010","Part Time","West Germany","1058","0.572401633923323","0.54996052142138","0.594842746425266","1"
"Acclaimed","2010","Part Time","East Germany","239","0.510148898250853","0.463910216751473","0.556387579750233","1"
"Acclaimed","2010","Not Working","West Germany","50","0.345514387329943","0.252773654298755","0.438255120361131","1"
"Acclaimed","2010","Not Working","East Germany","15","","","","1"
"Not paid","2010","Full Time","West Germany","1040","0.214146360406926","0.202217391519952","0.2260753292939","4"
"Not paid","2010","Full Time","East Germany","258","0.153091366503343","0.134551460491273","0.171631272515414","4"
"Not paid","2010","Part Time","West Germany","244","0.131191786474712","0.115877695806191","0.146505877143232","4"
"Not paid","2010","Part Time","East Germany","67","0.179799058008182","0.144278583527964","0.215319532488399","4"
"Not paid","2010","Not Working","West Germany","19","","","","4"
"Not paid","2010","Not Working","East Germany","3","","","","4"
"Paid","2010","Full Time","West Germany","482","0.10371234541183","0.0948465917979354","0.112578099025726","3"
"Paid","2010","Full Time","East Germany","136","0.0709224204955988","0.0577054578446974","0.0841393831465002","3"
"Paid","2010","Part Time","West Germany","263","0.136638701326418","0.121059001591499","0.152218401061336","3"
"Paid","2010","Part Time","East Germany","60","0.126894490994765","0.096106619246582","0.157682362742947","3"
"Paid","2010","Not Working","West Germany","21","","","","3"
"Paid","2010","Not Working","East Germany","3","","","","3"
"Partly, partly","2010","Full Time","West Germany","877","0.19210113003391","0.180645468258591","0.203556791809228","2"
"Partly, partly","2010","Full Time","East Germany","292","0.202032245441203","0.181358607094157","0.22270588378825","2"
"Partly, partly","2010","Part Time","East Germany","83","0.183157552746201","0.147380341484046","0.218934764008356","2"
"Partly, partly","2010","Part Time","West Germany","302","0.159767878275548","0.143148288257511","0.176387468293585","2"
"Partly, partly","2010","Not Working","East Germany","14","","","","2"
"Partly, partly","2010","Not Working","West Germany","11","","","","2"
"Acclaimed","2011","Full Time","West Germany","2402","0.466517055895991","0.453151590945418","0.479882520846565","1"
"Acclaimed","2011","Part Time","West Germany","1359","0.537143178420393","0.51731409223835","0.556972264602437","1"
"Acclaimed","2011","Full Time","East Germany","854","0.527915943874163","0.503922420787758","0.551909466960568","1"
"Acclaimed","2011","Part Time","East Germany","324","0.590488286368718","0.550260053761036","0.6307165189764","1"
"Acclaimed","2011","Not Working","West Germany","57","0.503176992187006","0.404185860227122","0.60216812414689","1"
"Acclaimed","2011","Not Working","East Germany","22","","","","1"
"Not paid","2011","Full Time","West Germany","1240","0.215726121490589","0.204706281677872","0.226745961303306","4"
"Not paid","2011","Full Time","East Germany","308","0.172214079219302","0.154067477345782","0.190360681092823","4"
"Not paid","2011","Part Time","West Germany","312","0.133486190229711","0.119961097636082","0.14701128282334","4"
"Not paid","2011","Part Time","East Germany","86","0.148538491281687","0.119445112652279","0.177631869911094","4"
"Not paid","2011","Not Working","West Germany","10","","","","4"
"Not paid","2011","Not Working","East Germany","5","","","","4"
"Paid","2011","Full Time","West Germany","602","0.112941388946208","0.104461449346922","0.121421328545495","3"
"Paid","2011","Full Time","East Germany","164","0.089924517988056","0.0761752450618962","0.103673790914216","3"
"Paid","2011","Part Time","West Germany","369","0.155182647005534","0.140783481474536","0.169581812536532","3"
"Paid","2011","Part Time","East Germany","84","0.138133542653466","0.109906738542696","0.166360346764236","3"
"Paid","2011","Not Working","East Germany","4","","","","3"
"Paid","2011","Not Working","West Germany","19","","","","3"
"Partly, partly","2011","Full Time","West Germany","1108","0.204815433667211","0.194003450784273","0.21562741655015","2"
"Partly, partly","2011","Full Time","East Germany","337","0.209945458918479","0.190371271335553","0.229519646501405","2"
"Partly, partly","2011","Part Time","West Germany","389","0.174187984344362","0.15910511290677","0.189270855781954","2"
"Partly, partly","2011","Part Time","East Germany","80","0.122839679696129","0.0959861751858963","0.149693184206362","2"
"Partly, partly","2011","Not Working","East Germany","7","","","","2"
"Partly, partly","2011","Not Working","West Germany","12","","","","2"
"Acclaimed","2012","Full Time","West Germany","2608","0.486522792056279","0.473294263210066","0.499751320902492","1"
"Acclaimed","2012","Part Time","West Germany","1389","0.532088468510198","0.512497862539654","0.551679074480741","1"
"Acclaimed","2012","Part Time","East Germany","314","0.560055521943485","0.518033187633392","0.602077856253577","1"
"Acclaimed","2012","Full Time","East Germany","882","0.555180208788884","0.531295991953967","0.5790644256238","1"
"Acclaimed","2012","Not Working","West Germany","73","0.546985921874747","0.466240931553541","0.627730912195954","1"
"Acclaimed","2012","Not Working","East Germany","35","0.65720251778305","0.540916760611506","0.773488274954595","1"
"Not paid","2012","Full Time","West Germany","1154","0.196478993508195","0.18596286104698","0.20699512596941","4"
"Not paid","2012","Full Time","East Germany","259","0.140800940105679","0.124084198086931","0.157517682124428","4"
"Not paid","2012","Part Time","West Germany","304","0.106108359320413","0.0940165494524861","0.118200169188341","4"
"Not paid","2012","Part Time","East Germany","56","0.145785934986089","0.115911006907788","0.175660863064391","4"
"Not paid","2012","Not Working","West Germany","29","","","","4"
"Not paid","2012","Not Working","East Germany","8","","","","4"
"Paid","2012","Full Time","West Germany","593","0.107076199639232","0.0988924366765333","0.11525996260193","3"
"Paid","2012","Full Time","East Germany","144","0.0787949087288689","0.0658461180752065","0.0917436993825314","3"
"Paid","2012","Part Time","East Germany","69","0.131733654238449","0.103102388375705","0.160364920101192","3"
"Paid","2012","Part Time","West Germany","382","0.163356748950222","0.148841891703301","0.177871606197144","3"
"Paid","2012","Not Working","West Germany","20","","","","3"
"Paid","2012","Not Working","East Germany","4","","","","3"
"Partly, partly","2012","Full Time","West Germany","1129","0.209922014796295","0.19914339032436","0.22070063926823","2"
"Partly, partly","2012","Full Time","East Germany","378","0.225223942376568","0.205147010735549","0.245300874017586","2"
"Partly, partly","2012","Part Time","West Germany","417","0.198446423219166","0.182787496631678","0.214105349806655","2"
"Partly, partly","2012","Part Time","East Germany","97","0.162424888831978","0.131199786732652","0.193649990931304","2"
"Partly, partly","2012","Not Working","East Germany","17","","","","2"
"Partly, partly","2012","Not Working","West Germany","24","","","","2"
"Acclaimed","2013","Full Time","West Germany","2405","0.494657302227436","0.480755893832762","0.50855871062211","1"
"Acclaimed","2013","Part Time","West Germany","1290","0.562404931694954","0.54178253535516","0.583027328034748","1"
"Acclaimed","2013","Full Time","East Germany","785","0.534809317219896","0.50918032196925","0.560438312470542","1"
