"plb0195_h","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Acclaimed","1984","1-pers.-HH","Male","62","0.265965750161423","0.212050793907513","0.319880706415333","1"
"Acclaimed","1984","1-pers.-HH","Female","67","0.463052548871763","0.382445976183505","0.54365912156002","1"
"Acclaimed","1984","(Married) couple without C. ","Male","111","0.224079719455906","0.189231822491395","0.258927616420416","1"
"Acclaimed","1984","(Married) couple without C. ","Female","121","0.375782413943571","0.324377205157536","0.427187622729606","1"
"Acclaimed","1984","Single parent ","Male","16","","","","1"
"Acclaimed","1984","Single parent ","Female","41","0.441132884000942","0.345243953792633","0.537021814209251","1"
"Acclaimed","1984","Couple + C. LE 16 ","Male","175","0.214256324981048","0.189186709300208","0.239325940661888","1"
"Acclaimed","1984","Couple + C. LE 16 ","Female","103","0.36199452561828","0.307430907213982","0.416558144022578","1"
"Acclaimed","1984","Couple + C. GT 16 ","Male","95","0.223951999815465","0.187001916161549","0.26090208346938","1"
"Acclaimed","1984","Couple + C. GT 16 ","Female","86","0.397894980615832","0.333939585534683","0.461850375696981","1"
"Acclaimed","1984","Couple + C. LE and GT 16","Male","81","0.206590369750292","0.168631686149219","0.244549053351366","1"
"Acclaimed","1984","Couple + C. LE and GT 16","Female","69","0.479400595366289","0.404303221795292","0.554497968937285","1"
"Not paid","1984","1-pers.-HH","Male","50","0.216923851819147","0.166632432812509","0.267215270825785","4"
"Not paid","1984","1-pers.-HH","Female","38","0.256788631898998","0.186167692153667","0.327409571644328","4"
"Not paid","1984","(Married) couple without C. ","Male","140","0.288392541346912","0.250532681314209","0.326252401379615","4"
"Not paid","1984","(Married) couple without C. ","Female","77","0.243097217257428","0.197568968424547","0.288625466090308","4"
"Not paid","1984","Single parent ","Male","17","","","","4"
"Not paid","1984","Single parent ","Female","17","","","","4"
"Not paid","1984","Couple + C. LE 16 ","Male","229","0.261481084738604","0.234631266245962","0.288330903231246","4"
"Not paid","1984","Couple + C. LE 16 ","Female","57","0.200638410809653","0.155169072259669","0.246107749359636","4"
"Not paid","1984","Couple + C. GT 16 ","Male","106","0.242270509710873","0.20429522548945","0.280245793932296","4"
"Not paid","1984","Couple + C. GT 16 ","Female","53","0.26285091856466","0.205334842970511","0.320366994158808","4"
"Not paid","1984","Couple + C. LE and GT 16","Male","81","0.237917083195548","0.197994255058752","0.277839911332344","4"
"Not paid","1984","Couple + C. LE and GT 16","Female","27","","","","4"
"Paid","1984","Couple + C. LE 16 ","Female","111","0.331351009869249","0.277908948087716","0.384793071650782","3"
"Paid","1984","1-pers.-HH","Male","127","0.444326682894857","0.383695058075004","0.504958307714711","3"
"Paid","1984","1-pers.-HH","Female","28","","","","3"
"Paid","1984","(Married) couple without C. ","Female","102","0.262876382009229","0.216154874281332","0.309597889737127","3"
"Paid","1984","Couple + C. LE 16 ","Male","506","0.395995896290825","0.36611416947953","0.42587762310212","3"
"Paid","1984","(Married) couple without C. ","Male","241","0.381309130724564","0.340716966953289","0.421901294495839","3"
"Paid","1984","Single parent ","Male","41","0.432949519912998","0.328833404261501","0.537065635564495","3"
"Paid","1984","Single parent ","Female","32","0.264723485793048","0.179521236081942","0.349925735504153","3"
"Paid","1984","Couple + C. GT 16 ","Female","59","0.233276361359421","0.178016266665778","0.288536456053064","3"
"Paid","1984","Couple + C. LE and GT 16","Male","233","0.4419028252504","0.395341463471916","0.488464187028883","3"
"Paid","1984","Couple + C. LE and GT 16","Female","58","0.233590759485962","0.169987140710465","0.297194378261458","3"
"Paid","1984","Couple + C. GT 16 ","Male","234","0.431665909922591","0.387765417559538","0.475566402285643","3"
"Partly, partly","1984","1-pers.-HH","Female","14","","","","2"
"Partly, partly","1984","(Married) couple without C. ","Male","58","0.106218608472618","0.0804682840914936","0.131968932853742","2"
"Partly, partly","1984","1-pers.-HH","Male","19","","","","2"
"Partly, partly","1984","(Married) couple without C. ","Female","41","0.118243986789772","0.0839723656133128","0.152515607966231","2"
"Partly, partly","1984","Couple + C. LE 16 ","Female","27","","","","2"
"Partly, partly","1984","Single parent ","Male","13","","","","2"
"Partly, partly","1984","Single parent ","Female","13","","","","2"
"Partly, partly","1984","Couple + C. LE 16 ","Male","119","0.128266693989523","0.10783571515739","0.148697672821656","2"
"Partly, partly","1984","Couple + C. GT 16 ","Male","54","0.102111580551071","0.0752740627280483","0.128949098374095","2"
"Partly, partly","1984","Couple + C. GT 16 ","Female","27","","","","2"
"Partly, partly","1984","Couple + C. LE and GT 16","Male","42","0.11358972180376","0.0838392209125234","0.143340222694996","2"
"Partly, partly","1984","Couple + C. LE and GT 16","Female","16","","","","2"
"Acclaimed","1985","1-pers.-HH","Male","64","0.330552554178157","0.267673302555388","0.393431805800927","1"
"Acclaimed","1985","1-pers.-HH","Female","53","0.43378611473113","0.34859300019065","0.518979229271611","1"
"Acclaimed","1985","(Married) couple without C. ","Male","86","0.199908227437827","0.163241240197607","0.236575214678048","1"
"Acclaimed","1985","(Married) couple without C. ","Female","126","0.454197351018431","0.396892787339407","0.511501914697456","1"
"Acclaimed","1985","Single parent ","Male","10","","","","1"
"Acclaimed","1985","Single parent ","Female","39","0.418533467932535","0.321357706768375","0.515709229096694","1"
"Acclaimed","1985","Couple + C. LE 16 ","Male","132","0.18981480738565","0.162841930416921","0.216787684354378","1"
"Acclaimed","1985","Couple + C. LE 16 ","Female","64","0.269182331894133","0.212951185817705","0.325413477970561","1"
"Acclaimed","1985","Couple + C. GT 16 ","Male","89","0.19837582723063","0.162476302590275","0.234275351870986","1"
"Acclaimed","1985","Couple + C. GT 16 ","Female","108","0.466864518413047","0.405144583670233","0.528584453155861","1"
"Acclaimed","1985","Couple + C. LE and GT 16","Male","48","0.15031423695366","0.11308572401631","0.187542749891011","1"
"Acclaimed","1985","Couple + C. LE and GT 16","Female","39","0.31464306420633","0.235424199727737","0.393861928684923","1"
"Not paid","1985","1-pers.-HH","Male","42","0.204067617776238","0.150196747012973","0.257938488539503","4"
"Not paid","1985","1-pers.-HH","Female","43","0.319520996053924","0.239365467842818","0.399676524265031","4"
"Not paid","1985","(Married) couple without C. ","Male","133","0.323898356953695","0.280994102550097","0.366802611357293","4"
"Not paid","1985","(Married) couple without C. ","Female","62","0.215323901375151","0.168015265650026","0.262632537100277","4"
"Not paid","1985","Single parent ","Male","15","","","","4"
"Not paid","1985","Single parent ","Female","18","","","","4"
"Not paid","1985","Couple + C. LE 16 ","Male","203","0.29518970406706","0.263816649919853","0.326562758214267","4"
"Not paid","1985","Couple + C. LE 16 ","Female","58","0.256602771899703","0.201230762879294","0.311974780920113","4"
"Not paid","1985","Couple + C. GT 16 ","Male","127","0.282621025882027","0.242085531303995","0.323156520460058","4"
"Not paid","1985","Couple + C. GT 16 ","Female","56","0.230493128822738","0.178392079159082","0.282594178486395","4"
"Not paid","1985","Couple + C. LE and GT 16","Male","79","0.299405851740043","0.251695803590332","0.347115899889754","4"
"Not paid","1985","Couple + C. LE and GT 16","Female","27","","","","4"
"Paid","1985","Couple + C. LE 16 ","Female","93","0.361278732689063","0.300377507817681","0.422179957560446","3"
"Paid","1985","1-pers.-HH","Male","85","0.333584700452632","0.270560926970974","0.39660847393429","3"
"Paid","1985","1-pers.-HH","Female","18","","","","3"
"Paid","1985","(Married) couple without C. ","Male","183","0.354177013944926","0.31032829334792","0.398025734541931","3"
"Paid","1985","(Married) couple without C. ","Female","74","0.235664872132359","0.186817812319642","0.284511931945075","3"
"Paid","1985","Single parent ","Male","36","0.47287872143091","0.355076438825062","0.590681004036757","3"
"Paid","1985","Single parent ","Female","30","0.279507886810159","0.191109947164771","0.367905826455548","3"
"Paid","1985","Couple + C. LE 16 ","Male","387","0.40054495922426","0.366841535537027","0.434248382911493","3"
"Paid","1985","Couple + C. GT 16 ","Female","64","0.201304240635074","0.151698906259079","0.25090957501107","3"
"Paid","1985","Couple + C. LE and GT 16","Male","192","0.444146910027083","0.392387443127199","0.495906376926967","3"
"Paid","1985","Couple + C. LE and GT 16","Female","47","0.280078813368166","0.203476174357618","0.356681452378714","3"
