"plb0195_h","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"Acclaimed","1987","Employed","Female","","","","","1"
"Acclaimed","1987","Not Employed","Female","","","","","1"
"Acclaimed","1987","Not Employed","Male","","","","","1"
"Acclaimed","1987","Employed","Male","","","","","1"
"Not paid","1987","Not Employed","Male","","","","","4"
"Not paid","1987","Not Employed","Female","","","","","4"
"Not paid","1987","Employed","Male","","","","","4"
"Not paid","1987","Employed","Female","","","","","4"
"Paid","1987","Not Employed","Male","","","","","3"
"Paid","1987","Not Employed","Female","","","","","3"
"Paid","1987","Employed","Male","","","","","3"
"Paid","1987","Employed","Female","","","","","3"
"Partly, partly","1987","Not Employed","Male","","","","","2"
"Partly, partly","1987","Not Employed","Female","","","","","2"
"Partly, partly","1987","Employed","Male","","","","","2"
"Partly, partly","1987","Employed","Female","","","","","2"
"Acclaimed","1988","Employed","Female","479","0.454657949738999","0.425941285735996","0.483374613742001","1"
"Acclaimed","1988","Not Employed","Male","5","","","","1"
"Acclaimed","1988","Not Employed","Female","8","","","","1"
"Acclaimed","1988","Employed","Male","529","0.258138879655668","0.240148663184879","0.276129096126458","1"
"Not paid","1988","Not Employed","Male","4","","","","4"
"Not paid","1988","Not Employed","Female","3","","","","4"
"Not paid","1988","Employed","Male","378","0.199531771544108","0.183102191906342","0.215961351181875","4"
"Not paid","1988","Employed","Female","206","0.196479196028602","0.173564508055373","0.219393884001832","4"
"Paid","1988","Not Employed","Male","13","","","","3"
"Paid","1988","Not Employed","Female","7","","","","3"
"Paid","1988","Employed","Male","1068","0.403814514915247","0.383643393894378","0.423985635936117","3"
"Paid","1988","Employed","Female","350","0.241540355941072","0.216856205260547","0.266224506621596","3"
"Partly, partly","1988","Not Employed","Male","2","","","","2"
"Partly, partly","1988","Not Employed","Female","","","","","2"
"Partly, partly","1988","Employed","Male","298","0.138514833884976","0.124313785151298","0.152715882618654","2"
"Partly, partly","1988","Employed","Female","120","0.107322498291328","0.0894720231554811","0.125172973427174","2"
"Acclaimed","1989","Employed","Female","516","0.434841406009048","0.407490669400003","0.462192142618094","1"
"Acclaimed","1989","Not Employed","Male","3","","","","1"
"Acclaimed","1989","Not Employed","Female","9","","","","1"
"Acclaimed","1989","Employed","Male","519","0.250259268846135","0.232760983264936","0.267757554427334","1"
"Not paid","1989","Not Employed","Male","2","","","","4"
"Not paid","1989","Not Employed","Female","4","","","","4"
"Not paid","1989","Employed","Male","368","0.184523447510094","0.168853181065811","0.200193713954378","4"
"Not paid","1989","Employed","Female","198","0.179293701717627","0.1581298449518","0.200457558483455","4"
"Paid","1989","Not Employed","Female","9","","","","3"
"Paid","1989","Not Employed","Male","15","","","","3"
"Paid","1989","Employed","Male","1098","0.401245432232343","0.381445015432739","0.421045849031947","3"
"Paid","1989","Employed","Female","395","0.263766946158974","0.239454074646159","0.288079817671789","3"
"Partly, partly","1989","Not Employed","Male","1","","","","2"
"Partly, partly","1989","Not Employed","Female","4","","","","2"
"Partly, partly","1989","Employed","Male","369","0.163971851411428","0.149015007479885","0.178928695342971","2"
"Partly, partly","1989","Employed","Female","153","0.12209794611435","0.104034707235158","0.140161184993543","2"
"Acclaimed","1990","Employed","Female","529","0.452415091858091","0.424932537510684","0.479897646205499","1"
"Acclaimed","1990","Not Employed","Male","3","","","","1"
"Acclaimed","1990","Not Employed","Female","6","","","","1"
"Acclaimed","1990","Employed","Male","539","0.262607332708737","0.244716405004272","0.280498260413203","1"
"Not paid","1990","Not Employed","Male","2","","","","4"
"Not paid","1990","Not Employed","Female","1","","","","4"
"Not paid","1990","Employed","Female","173","0.158611446597883","0.138440402390324","0.178782490805442","4"
"Not paid","1990","Employed","Male","337","0.176784108547038","0.161274225844624","0.192293991249453","4"
"Paid","1990","Not Employed","Female","8","","","","3"
"Paid","1990","Employed","Male","1081","0.40301456145677","0.383072398202124","0.422956724711416","3"
"Paid","1990","Not Employed","Male","14","","","","3"
"Paid","1990","Employed","Female","389","0.258813399034179","0.234629853295801","0.282996944772558","3"
"Partly, partly","1990","Not Employed","Male","2","","","","2"
"Partly, partly","1990","Not Employed","Female","1","","","","2"
"Partly, partly","1990","Employed","Male","367","0.157593997287454","0.142780398049129","0.17240759652578","2"
"Partly, partly","1990","Employed","Female","169","0.130160062509846","0.111581104010876","0.148739021008816","2"
"Acclaimed","1991","Employed","Female","589","0.44631075645566","0.42008305279621","0.47253846011511","1"
"Acclaimed","1991","Not Employed","Male","7","","","","1"
"Acclaimed","1991","Not Employed","Female","5","","","","1"
"Acclaimed","1991","Employed","Male","563","0.251945135572466","0.234655703164026","0.269234567980906","1"
"Not paid","1991","Not Employed","Female","6","","","","4"
"Not paid","1991","Not Employed","Male","1","","","","4"
"Not paid","1991","Employed","Female","173","0.150994818144688","0.132104262170022","0.169885374119354","4"
"Not paid","1991","Employed","Male","322","0.168248436499536","0.153350251834066","0.183146621165006","4"
"Paid","1991","Employed","Female","434","0.279364102432079","0.255691184434522","0.303037020429635","3"
"Paid","1991","Not Employed","Female","17","","","","3"
"Paid","1991","Employed","Male","1153","0.41607446320061","0.396444237782846","0.435704688618374","3"
"Paid","1991","Not Employed","Male","17","","","","3"
"Partly, partly","1991","Not Employed","Male","7","","","","2"
"Partly, partly","1991","Not Employed","Female","","","","","2"
"Partly, partly","1991","Employed","Male","384","0.163731964727388","0.148995255761579","0.178468673693197","2"
"Partly, partly","1991","Employed","Female","184","0.123330322967573","0.10598184117","0.140678804765146","2"
"Acclaimed","1992","Not Employed","Male","10","","","","1"
"Acclaimed","1992","Not Employed","Female","15","","","","1"
"Acclaimed","1992","Employed","Male","875","0.273126288994784","0.25786631927746","0.288386258712107","1"
"Acclaimed","1992","Employed","Female","952","0.469602663719008","0.448129057563952","0.491076269874064","1"
"Not paid","1992","Not Employed","Female","2","","","","4"
"Not paid","1992","Not Employed","Male","5","","","","4"
"Not paid","1992","Employed","Male","462","0.159097642256997","0.146570641727518","0.171624642786476","4"
"Not paid","1992","Employed","Female","305","0.149954504093874","0.134592782738392","0.165316225449357","4"
"Paid","1992","Not Employed","Male","7","","","","3"
"Paid","1992","Employed","Female","513","0.233405410070166","0.21520515918582","0.251605660954511","3"
"Paid","1992","Not Employed","Female","8","","","","3"
"Paid","1992","Employed","Male","1357","0.386315030895236","0.36963925749359","0.402990804296881","3"
"Partly, partly","1992","Not Employed","Male","4","","","","2"
"Partly, partly","1992","Employed","Male","581","0.181461037852984","0.168261649334258","0.194660426371709","2"
"Partly, partly","1992","Not Employed","Female","4","","","","2"
"Partly, partly","1992","Employed","Female","305","0.147037422116952","0.131799772976509","0.162275071257395","2"
"Acclaimed","1993","Not Employed","Male","5","","","","1"
"Acclaimed","1993","Not Employed","Female","20","","","","1"
"Acclaimed","1993","Employed","Male","798","0.266234320080726","0.250777333143022","0.281691307018431","1"
"Acclaimed","1993","Employed","Female","981","0.471214676091817","0.449664134163705","0.49276521801993","1"
"Not paid","1993","Not Employed","Female","10","","","","4"
"Not paid","1993","Not Employed","Male","4","","","","4"
"Not paid","1993","Employed","Male","491","0.17888795794021","0.16548483853177","0.19229107734865","4"
"Not paid","1993","Employed","Female","299","0.157056898495322","0.141348325517336","0.172765471473309","4"
"Paid","1993","Not Employed","Male","12","","","","3"
"Paid","1993","Employed","Female","483","0.233181314067974","0.214925453442402","0.251437174693547","3"
"Paid","1993","Employed","Male","1258","0.373018922771999","0.35610646320033","0.389931382343667","3"
"Paid","1993","Not Employed","Female","13","","","","3"
"Partly, partly","1993","Not Employed","Male","4","","","","2"
"Partly, partly","1993","Not Employed","Female","6","","","","2"
"Partly, partly","1993","Employed","Male","594","0.181858799207065","0.168369312815913","0.195348285598217","2"
"Partly, partly","1993","Employed","Female","298","0.138547111344886","0.123632099636777","0.153462123052996","2"
"Acclaimed","1994","Not Employed","Male","11","","","","1"
"Acclaimed","1994","Not Employed","Female","14","","","","1"
"Acclaimed","1994","Employed","Male","862","0.290864912456998","0.274752299277126","0.306977525636869","1"
"Acclaimed","1994","Employed","Female","1040","0.499172112902702","0.477730952785413","0.52061327301999","1"
"Not paid","1994","Not Employed","Female","2","","","","4"
"Not paid","1994","Not Employed","Male","4","","","","4"
"Not paid","1994","Employed","Male","482","0.17703978667214","0.163497852919701","0.190581720424579","4"
"Not paid","1994","Employed","Female","309","0.150012570155641","0.13469996978118","0.165325170530103","4"
"Paid","1994","Not Employed","Male","11","","","","3"
"Paid","1994","Employed","Female","439","0.212900409822879","0.195346172604353","0.230454647041406","3"
"Paid","1994","Not Employed","Female","12","","","","3"
"Paid","1994","Employed","Male","1111","0.337640729803493","0.320863121498333","0.354418338108653","3"
"Partly, partly","1994","Not Employed","Male","6","","","","2"
"Partly, partly","1994","Employed","Male","597","0.194454571067369","0.180413186840944","0.208495955293794","2"
"Partly, partly","1994","Not Employed","Female","2","","","","2"
"Partly, partly","1994","Employed","Female","301","0.137914907118778","0.12312860606408","0.152701208173476","2"
"Acclaimed","1995","Employed","Male","896","0.284942454940923","0.269430907087626","0.30045400279422","1"
"Acclaimed","1995","Not Employed","Male","7","","","","1"
"Acclaimed","1995","Not Employed","Female","25","","","","1"
"Acclaimed","1995","Employed","Female","1122","0.510470215689253","0.48958151078521","0.531358920593297","1"
"Not paid","1995","Not Employed","Male","4","","","","4"
"Not paid","1995","Not Employed","Female","6","","","","4"
"Not paid","1995","Employed","Male","505","0.178437366917186","0.165279990441509","0.191594743392863","4"
"Not paid","1995","Employed","Female","304","0.147672015001223","0.132847201958673","0.162496828043773","4"
"Paid","1995","Not Employed","Male","17","","","","3"
"Paid","1995","Employed","Female","440","0.1981621113138","0.181505358229641","0.21481886439796","3"
"Paid","1995","Not Employed","Female","14","","","","3"
"Paid","1995","Employed","Male","1209","0.336073734048271","0.319841314083055","0.352306154013486","3"
"Partly, partly","1995","Not Employed","Male","5","","","","2"
"Partly, partly","1995","Employed","Male","643","0.20054644409362","0.186786706187179","0.214306182000062","2"
"Partly, partly","1995","Not Employed","Female","12","","","","2"
"Partly, partly","1995","Employed","Female","334","0.143695657995724","0.129037727893163","0.158353588098285","2"
"Acclaimed","1996","Employed","Male","1029","0.339210920444963","0.322675010368325","0.355746830521601","1"
"Acclaimed","1996","Not Employed","Male","12","","","","1"
"Acclaimed","1996","Not Employed","Female","16","","","","1"
"Acclaimed","1996","Employed","Female","1155","0.530453129119398","0.509283554349012","0.551622703889784","1"
"Not paid","1996","Not Employed","Female","6","","","","4"
"Not paid","1996","Not Employed","Male","4","","","","4"
"Not paid","1996","Employed","Male","477","0.173710076059568","0.160477618969276","0.186942533149859","4"
"Not paid","1996","Employed","Female","308","0.146151489746003","0.131167026627638","0.161135952864367","4"
"Paid","1996","Not Employed","Male","10","","","","3"
"Paid","1996","Not Employed","Female","18","","","","3"
"Paid","1996","Employed","Male","1059","0.304535891245304","0.288462098520443","0.320609683970165","3"
"Paid","1996","Employed","Female","385","0.17334777319886","0.157290577334434","0.189404969063285","3"
"Partly, partly","1996","Not Employed","Female","3","","","","2"
"Partly, partly","1996","Not Employed","Male","6","","","","2"
"Partly, partly","1996","Employed","Male","584","0.182543112250165","0.169051094160798","0.196035130339531","2"
"Partly, partly","1996","Employed","Female","287","0.15004760793574","0.134899409355566","0.165195806515914","2"
"Acclaimed","1997","Not Employed","Female","13","","","","1"
"Acclaimed","1997","Employed","Male","956","0.355606941512239","0.337764221323748","0.373449661700729","1"
"Acclaimed","1997","Employed","Female","993","0.556608774175399","0.533652517036098","0.5795650313147","1"
"Acclaimed","1997","Not Employed","Male","7","","","","1"
"Not paid","1997","Not Employed","Female","3","","","","4"
"Not paid","1997","Not Employed","Male","3","","","","4"
"Not paid","1997","Employed","Male","486","0.207541604539775","0.192425449292692","0.222657759786858","4"
"Not paid","1997","Employed","Female","290","0.164953453977443","0.14780327888759","0.182103629067296","4"
"Paid","1997","Not Employed","Male","3","","","","3"
"Paid","1997","Employed","Male","643","0.20522083075184","0.190167434912711","0.220274226590969","3"
"Paid","1997","Not Employed","Female","4","","","","3"
"Paid","1997","Employed","Female","227","0.114369719389549","0.0996630521599196","0.129076386619179","3"
"Partly, partly","1997","Not Employed","Female","2","","","","2"
"Partly, partly","1997","Employed","Male","680","0.231630623196146","0.215905880966736","0.247355365425556","2"
"Partly, partly","1997","Not Employed","Male","3","","","","2"
"Partly, partly","1997","Employed","Female","289","0.164068052457609","0.146954901455157","0.18118120346006","2"
"Acclaimed","1998","Not Employed","Female","8","","","","1"
"Acclaimed","1998","Employed","Female","1095","0.54665452052269","0.524749262465853","0.568559778579527","1"
"Acclaimed","1998","Not Employed","Male","7","","","","1"
"Acclaimed","1998","Employed","Male","1110","0.378975915729474","0.361598618878957","0.396353212579991","1"
"Not paid","1998","Not Employed","Female","5","","","","4"
"Not paid","1998","Not Employed","Male","7","","","","4"
"Not paid","1998","Employed","Male","540","0.201371553037313","0.187006949612943","0.215736156461683","4"
"Not paid","1998","Employed","Female","300","0.148224058554796","0.13258900792197","0.163859109187623","4"
"Paid","1998","Not Employed","Male","9","","","","3"
"Paid","1998","Employed","Male","624","0.195919958159236","0.181702853058064","0.210137063260409","3"
"Paid","1998","Not Employed","Female","5","","","","3"
"Paid","1998","Employed","Female","237","0.118787710262344","0.104551208530111","0.133024211994577","3"
"Partly, partly","1998","Not Employed","Female","6","","","","2"
"Partly, partly","1998","Not Employed","Male","5","","","","2"
"Partly, partly","1998","Employed","Male","720","0.223732573073976","0.208804887349486","0.238660258798467","2"
"Partly, partly","1998","Employed","Female","352","0.18633371066017","0.169200208839119","0.20346721248122","2"
"Acclaimed","1999","Employed","Female","1104","0.56956551316731","0.547656442198044","0.591474584136577","1"
"Acclaimed","1999","Not Employed","Male","7","","","","1"
"Acclaimed","1999","Not Employed","Female","14","","","","1"
"Acclaimed","1999","Employed","Male","1082","0.375549343802531","0.358124379993553","0.392974307611509","1"
"Not paid","1999","Not Employed","Female","3","","","","4"
"Not paid","1999","Not Employed","Male","1","","","","4"
"Not paid","1999","Employed","Male","536","0.198598330641382","0.184243362398648","0.212953298884116","4"
"Not paid","1999","Employed","Female","301","0.153331545232177","0.137388508920418","0.169274581543936","4"
"Paid","1999","Not Employed","Male","3","","","","3"
"Paid","1999","Not Employed","Female","4","","","","3"
"Paid","1999","Employed","Male","615","0.186367549498544","0.17235592158115","0.200379177415937","3"
"Paid","1999","Employed","Female","226","0.104170159493967","0.0906530753745244","0.11768724361341","3"
"Partly, partly","1999","Not Employed","Male","1","","","","2"
"Partly, partly","1999","Not Employed","Female","4","","","","2"
"Partly, partly","1999","Employed","Male","734","0.239484776057543","0.224128630172923","0.254840921942164","2"
"Partly, partly","1999","Employed","Female","331","0.172932782106545","0.156198477988606","0.189667086224484","2"
"Acclaimed","2000","Not Employed","Male","10","","","","1"
"Acclaimed","2000","Not Employed","Female","24","","","","1"
"Acclaimed","2000","Employed","Female","1905","0.590790875588288","0.573852713464364","0.607729037712211","1"
"Acclaimed","2000","Employed","Male","1961","0.400688721794075","0.387068987158395","0.414308456429755","1"
"Not paid","2000","Not Employed","Female","4","","","","4"
"Not paid","2000","Not Employed","Male","4","","","","4"
"Not paid","2000","Employed","Male","914","0.181559106075616","0.170845355293356","0.192272856857875","4"
"Not paid","2000","Employed","Female","454","0.135858820511916","0.124055260513675","0.147662380510158","4"
"Paid","2000","Not Employed","Male","8","","","","3"
"Paid","2000","Employed","Male","923","0.183780617961793","0.173016159980574","0.194545075943012","3"
"Paid","2000","Not Employed","Female","7","","","","3"
"Paid","2000","Employed","Female","370","0.11290394855852","0.102001686180264","0.123806210936776","3"
"Partly, partly","2000","Not Employed","Female","8","","","","2"
"Partly, partly","2000","Employed","Male","1175","0.233971554168517","0.222205174983844","0.245737933353189","2"
"Partly, partly","2000","Not Employed","Male","11","","","","2"
"Partly, partly","2000","Employed","Female","508","0.160446355341276","0.147802896617349","0.173089814065204","2"
"Acclaimed","2001","Not Employed","Male","10","","","","1"
"Acclaimed","2001","Not Employed","Female","19","","","","1"
"Acclaimed","2001","Employed","Female","1766","0.561416881834924","0.544080103001576","0.578753660668272","1"
"Acclaimed","2001","Employed","Male","1731","0.388755500126399","0.374572712473194","0.402938287779605","1"
"Not paid","2001","Not Employed","Female","6","","","","4"
"Not paid","2001","Not Employed","Male","7","","","","4"
"Not paid","2001","Employed","Male","825","0.179109037444816","0.16795281070221","0.190265264187423","4"
"Not paid","2001","Employed","Female","441","0.135674910126415","0.123710589283092","0.147639230969738","4"
"Paid","2001","Not Employed","Male","3","","","","3"
"Paid","2001","Employed","Female","381","0.124311195893628","0.11278383897326","0.135838552813997","3"
"Paid","2001","Employed","Male","845","0.185283762556361","0.173979617757653","0.196587907355069","3"
"Paid","2001","Not Employed","Female","8","","","","3"
"Partly, partly","2001","Employed","Male","1137","0.246851699872423","0.234306599036762","0.259396800708084","2"
"Partly, partly","2001","Not Employed","Female","6","","","","2"
"Partly, partly","2001","Not Employed","Male","6","","","","2"
"Partly, partly","2001","Employed","Female","559","0.178597012145033","0.165215199251421","0.191978825038645","2"
"Acclaimed","2002","Not Employed","Male","11","","","","1"
"Acclaimed","2002","Not Employed","Female","21","","","","1"
"Acclaimed","2002","Employed","Female","1871","0.583400132333658","0.566590009102152","0.600210255565165","1"
"Acclaimed","2002","Employed","Male","1730","0.408546323702192","0.394374878504346","0.422717768900038","1"
"Not paid","2002","Not Employed","Female","2","","","","4"
"Not paid","2002","Not Employed","Male","1","","","","4"
"Not paid","2002","Employed","Male","1105","0.19101103858598","0.179678331825836","0.202343745346124","4"
"Not paid","2002","Employed","Female","587","0.159944467408303","0.147445714542392","0.172443220274213","4"
"Paid","2002","Not Employed","Male","5","","","","3"
"Paid","2002","Employed","Female","307","0.095323925916377","0.0853106638121175","0.105337188020636","3"
"Paid","2002","Not Employed","Female","9","","","","3"
"Paid","2002","Employed","Male","671","0.159101661051807","0.148556766901551","0.169646555202063","3"
"Partly, partly","2002","Not Employed","Male","4","","","","2"
"Partly, partly","2002","Employed","Male","1116","0.241340976660021","0.229005044646585","0.253676908673456","2"
"Partly, partly","2002","Not Employed","Female","3","","","","2"
"Partly, partly","2002","Employed","Female","539","0.161331474341662","0.148789012299321","0.173873936384003","2"
"Acclaimed","2003","Not Employed","Male","10","","","","1"
"Acclaimed","2003","Not Employed","Female","24","","","","1"
"Acclaimed","2003","Employed","Female","1884","0.602473955413579","0.585648828728308","0.61929908209885","1"
"Acclaimed","2003","Employed","Male","1710","0.435978943037535","0.421080952383148","0.450876933691922","1"
"Not paid","2003","Not Employed","Female","11","","","","4"
"Not paid","2003","Employed","Male","986","0.187151668331594","0.175433792486886","0.198869544176302","4"
"Not paid","2003","Employed","Female","552","0.141972999245044","0.129973592735116","0.153972405754971","4"
"Not paid","2003","Not Employed","Male","","","","","4"
"Paid","2003","Not Employed","Male","5","","","","3"
"Paid","2003","Not Employed","Female","9","","","","3"
"Paid","2003","Employed","Male","596","0.155062816143328","0.144188215265187","0.165937417021469","3"
"Paid","2003","Employed","Female","292","0.0958733796885032","0.0857512928850746","0.105995466491932","3"
"Partly, partly","2003","Not Employed","Male","3","","","","2"
"Partly, partly","2003","Not Employed","Female","3","","","","2"
"Partly, partly","2003","Employed","Male","964","0.221806572487543","0.209324742407821","0.234288402567265","2"
"Partly, partly","2003","Employed","Female","522","0.159679665652874","0.147085956643455","0.172273374662292","2"
"Acclaimed","2004","Not Employed","Male","5","","","","1"
"Acclaimed","2004","Not Employed","Female","13","","","","1"
"Acclaimed","2004","Employed","Female","1813","0.589713502551018","0.572484080665767","0.606942924436269","1"
"Acclaimed","2004","Employed","Male","1662","0.427604142909936","0.412506633547731","0.442701652272142","1"
"Not paid","2004","Not Employed","Female","8","","","","4"
"Not paid","2004","Employed","Female","559","0.159063747536608","0.146253022792146","0.17187447228107","4"
"Not paid","2004","Not Employed","Male","5","","","","4"
"Not paid","2004","Employed","Male","1034","0.214092346048988","0.201574706422282","0.226609985675693","4"
"Paid","2004","Not Employed","Male","2","","","","3"
"Paid","2004","Not Employed","Female","3","","","","3"
"Paid","2004","Employed","Female","273","0.0896386660712096","0.0796326510269902","0.099644681115429","3"
"Paid","2004","Employed","Male","531","0.148795914918791","0.137935448720504","0.159656381117077","3"
"Partly, partly","2004","Not Employed","Male","6","","","","2"
"Partly, partly","2004","Employed","Male","898","0.209507596122285","0.197088646882591","0.22192654536198","2"
"Partly, partly","2004","Not Employed","Female","3","","","","2"
"Partly, partly","2004","Employed","Female","486","0.161584083841164","0.148691629429127","0.174476538253201","2"
"Acclaimed","2005","Not Employed","Male","6","","","","1"
"Acclaimed","2005","Not Employed","Female","7","","","","1"
"Acclaimed","2005","Employed","Female","1765","0.606192247085822","0.588557955221661","0.623826538949982","1"
"Acclaimed","2005","Employed","Male","1614","0.433986207429972","0.418248659204683","0.449723755655261","1"
"Not paid","2005","Employed","Female","500","0.148240557913445","0.135415695830862","0.161065419996028","4"
"Not paid","2005","Not Employed","Male","5","","","","4"
"Not paid","2005","Not Employed","Female","5","","","","4"
"Not paid","2005","Employed","Male","868","0.200313638540746","0.187604950839615","0.213022326241877","4"
"Paid","2005","Not Employed","Male","3","","","","3"
"Paid","2005","Employed","Female","245","0.0943798949359406","0.083828169615953","0.104931620255928","3"
"Paid","2005","Not Employed","Female","5","","","","3"
"Paid","2005","Employed","Male","436","0.121593506888917","0.111216106724234","0.131970907053601","3"
"Partly, partly","2005","Not Employed","Male","6","","","","2"
"Partly, partly","2005","Employed","Male","892","0.244106647140365","0.230466920418059","0.25774637386267","2"
"Partly, partly","2005","Not Employed","Female","4","","","","2"
"Partly, partly","2005","Employed","Female","439","0.151187300064793","0.138258021431069","0.164116578698516","2"
"Acclaimed","2006","Not Employed","Male","9","","","","1"
"Acclaimed","2006","Not Employed","Female","20","","","","1"
"Acclaimed","2006","Employed","Female","1952","0.574736299861958","0.558049702812099","0.591422896911817","1"
"Acclaimed","2006","Employed","Male","1756","0.437350683774869","0.42211443661867","0.452586930931069","1"
"Not paid","2006","Not Employed","Male","4","","","","4"
"Not paid","2006","Employed","Male","1000","0.215998420300957","0.203358976514973","0.22863786408694","4"
"Not paid","2006","Employed","Female","609","0.173594523810102","0.160810460531008","0.186378587089197","4"
"Not paid","2006","Not Employed","Female","6","","","","4"
"Paid","2006","Not Employed","Male","9","","","","3"
"Paid","2006","Not Employed","Female","4","","","","3"
"Paid","2006","Employed","Female","292","0.0969809698658582","0.0869925676831108","0.106969372048606","3"
"Paid","2006","Employed","Male","458","0.131012421699664","0.120648903180198","0.14137594021913","3"
"Partly, partly","2006","Not Employed","Male","8","","","","2"
"Partly, partly","2006","Not Employed","Female","6","","","","2"
"Partly, partly","2006","Employed","Male","858","0.21563847422451","0.203006667477413","0.228270280971608","2"
"Partly, partly","2006","Employed","Female","519","0.154688206462081","0.142483105560609","0.166893307363554","2"
"Acclaimed","2007","Not Employed","Male","9","","","","1"
"Acclaimed","2007","Not Employed","Female","26","","","","1"
"Acclaimed","2007","Employed","Male","1601","0.421385855417264","0.405731425758457","0.43704028507607","1"
"Acclaimed","2007","Employed","Female","1818","0.58771085746152","0.570275602449865","0.605146112473176","1"
"Not paid","2007","Not Employed","Male","3","","","","4"
"Not paid","2007","Employed","Male","948","0.217021906948401","0.203953298599887","0.230090515296916","4"
"Not paid","2007","Employed","Female","533","0.161113060846924","0.148091513676754","0.174134608017094","4"
"Not paid","2007","Not Employed","Female","11","","","","4"
"Paid","2007","Not Employed","Male","6","","","","3"
"Paid","2007","Employed","Male","404","0.115567885208704","0.105432189011943","0.125703581405465","3"
"Paid","2007","Not Employed","Female","3","","","","3"
"Paid","2007","Employed","Female","224","0.0799906841363767","0.0703820575521643","0.089599310720589","3"
"Partly, partly","2007","Not Employed","Female","9","","","","2"
"Partly, partly","2007","Employed","Male","869","0.246024352425631","0.232370020442622","0.25967868440864","2"
"Partly, partly","2007","Not Employed","Male","7","","","","2"
"Partly, partly","2007","Employed","Female","487","0.171185397555179","0.157843808706382","0.184526986403976","2"
"Acclaimed","2008","Not Employed","Male","9","","","","1"
"Acclaimed","2008","Not Employed","Female","22","","","","1"
"Acclaimed","2008","Employed","Female","1758","0.564801676335563","0.547371604323565","0.582231748347562","1"
