"plb0195_h","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Not paid","1985","1-pers.-HH","Urban Area","74","0.244559763737524","0.196242330132244","0.292877197342804"
"Not paid","1985","1-pers.-HH","Rural Area","11","","",""
"Not paid","1985","(Married) couple without C. ","Urban Area","154","0.279258899109345","0.243331329869892","0.315186468348798"
"Not paid","1985","(Married) couple without C. ","Rural Area","41","0.293801633906946","0.220416567617042","0.36718670019685"
"Not paid","1985","Single parent ","Urban Area","25","","",""
"Not paid","1985","Single parent ","Rural Area","8","","",""
"Not paid","1985","Couple + C. LE 16 ","Urban Area","200","0.281520242709554","0.250793943463138","0.31224654195597"
"Not paid","1985","Couple + C. LE 16 ","Rural Area","61","0.300772260266821","0.241245961207949","0.360298559325694"
"Not paid","1985","Couple + C. GT 16 ","Urban Area","137","0.253010695502944","0.217415005816645","0.288606385189243"
"Not paid","1985","Couple + C. GT 16 ","Rural Area","46","0.303848811749736","0.230733749752864","0.376963873746609"
"Not paid","1985","Couple + C. LE and GT 16","Urban Area","72","0.286417195081403","0.239389288551885","0.333445101610921"
"Not paid","1985","Couple + C. LE and GT 16","Rural Area","34","0.282372513207373","0.205286925968133","0.359458100446613"
"Acclaimed","1986","1-pers.-HH","Urban Area","103","0.378183034756979","0.324631105804174","0.431734963709784"
"Acclaimed","1986","1-pers.-HH","Rural Area","15","","",""
"Acclaimed","1986","(Married) couple without C. ","Urban Area","197","0.319028678929917","0.282917856652749","0.355139501207086"
"Acclaimed","1986","(Married) couple without C. ","Rural Area","46","0.312843871688111","0.235204976720604","0.390482766655617"
"Acclaimed","1986","Single parent ","Urban Area","31","0.275646909976095","0.195698617839377","0.355595202112813"
"Acclaimed","1986","Single parent ","Rural Area","16","","",""
"Acclaimed","1986","Couple + C. LE 16 ","Urban Area","165","0.247904201530679","0.216918794734444","0.278889608326913"
"Acclaimed","1986","Couple + C. LE 16 ","Rural Area","52","0.299677829904877","0.236027919320376","0.363327740489377"
"Acclaimed","1986","Couple + C. GT 16 ","Urban Area","152","0.296936125905786","0.25839892903922","0.335473322772351"
"Acclaimed","1986","Couple + C. GT 16 ","Rural Area","45","0.322214308061024","0.246668906725234","0.397759709396814"
"Acclaimed","1986","Couple + C. LE and GT 16","Urban Area","62","0.237711558184713","0.189938506081706","0.28548461028772"
"Acclaimed","1986","Couple + C. LE and GT 16","Rural Area","37","0.362414558464582","0.27258406982764","0.452245047101523"
"Partly, partly","1986","1-pers.-HH","Urban Area","36","0.124365033187194","0.0879229238204774","0.160807142553911"
"Partly, partly","1986","1-pers.-HH","Rural Area","7","","",""
"Partly, partly","1986","(Married) couple without C. ","Urban Area","79","0.125590184942978","0.0999161891365012","0.151264180749454"
"Partly, partly","1986","(Married) couple without C. ","Rural Area","14","","",""
"Partly, partly","1986","Single parent ","Urban Area","10","","",""
"Partly, partly","1986","Single parent ","Rural Area","4","","",""
"Partly, partly","1986","Couple + C. LE 16 ","Urban Area","86","0.119548282545654","0.0962672026939106","0.142829362397398"
"Partly, partly","1986","Couple + C. LE 16 ","Rural Area","13","","",""
"Partly, partly","1986","Couple + C. GT 16 ","Urban Area","65","0.139712426041734","0.110471538325494","0.168953313757974"
"Partly, partly","1986","Couple + C. GT 16 ","Rural Area","19","","",""
"Partly, partly","1986","Couple + C. LE and GT 16","Urban Area","31","0.101312290547736","0.0674486504627209","0.135175930632751"
"Partly, partly","1986","Couple + C. LE and GT 16","Rural Area","10","","",""
"Paid","1986","1-pers.-HH","Urban Area","107","0.263435666474176","0.214790976084151","0.312080356864201"
"Paid","1986","1-pers.-HH","Rural Area","18","","",""
"Paid","1986","(Married) couple without C. ","Urban Area","228","0.319130020291025","0.283016150572349","0.355243890009702"
"Paid","1986","(Married) couple without C. ","Rural Area","47","0.357900139560322","0.277627040647975","0.438173238472669"
"Paid","1986","Single parent ","Urban Area","55","0.447342064949807","0.358379859263182","0.536304270636432"
"Paid","1986","Single parent ","Rural Area","14","","",""
"Paid","1986","Couple + C. LE 16 ","Urban Area","358","0.412765679283159","0.377436285790694","0.448095072775624"
"Paid","1986","Couple + C. LE 16 ","Rural Area","98","0.455587630692292","0.38639314159783","0.524782119786754"
"Paid","1986","Couple + C. GT 16 ","Urban Area","230","0.376499166528699","0.335634144266112","0.417364188791286"
"Paid","1986","Couple + C. GT 16 ","Rural Area","49","0.335263891212716","0.258949323312359","0.411578459113072"
"Paid","1986","Couple + C. LE and GT 16","Urban Area","163","0.451967245690244","0.396113164700067","0.507821326680422"
"Paid","1986","Couple + C. LE and GT 16","Rural Area","41","0.356078981338285","0.266595840654524","0.445562122022046"
"Not paid","1986","1-pers.-HH","Urban Area","69","0.23401626558165","0.187261529463172","0.280771001700129"
"Not paid","1986","1-pers.-HH","Rural Area","7","","",""
"Not paid","1986","(Married) couple without C. ","Urban Area","136","0.23625111583608","0.20334168793229","0.26916054373987"
"Not paid","1986","(Married) couple without C. ","Rural Area","30","0.228658112121936","0.158333949036205","0.298982275207667"
"Not paid","1986","Single parent ","Urban Area","24","","",""
"Not paid","1986","Single parent ","Rural Area","5","","",""
"Not paid","1986","Couple + C. LE 16 ","Urban Area","137","0.219781836640508","0.190066366579158","0.249497306701858"
"Not paid","1986","Couple + C. LE 16 ","Rural Area","36","0.183052040546073","0.129323377219881","0.236780703872265"
"Not paid","1986","Couple + C. GT 16 ","Urban Area","93","0.186852281523781","0.15397581477256","0.219728748275002"
"Not paid","1986","Couple + C. GT 16 ","Rural Area","34","0.217246024294972","0.150584078917012","0.283907969672932"
"Not paid","1986","Couple + C. LE and GT 16","Urban Area","49","0.209008905577307","0.163377235494685","0.254640575659929"
"Not paid","1986","Couple + C. LE and GT 16","Rural Area","22","","",""
"Acclaimed","1987","1-pers.-HH","Urban Area","","","",""
"Acclaimed","1987","1-pers.-HH","Rural Area","","","",""
"Acclaimed","1987","(Married) couple without C. ","Urban Area","","","",""
"Acclaimed","1987","(Married) couple without C. ","Rural Area","","","",""
"Acclaimed","1987","Single parent ","Urban Area","","","",""
"Acclaimed","1987","Single parent ","Rural Area","","","",""
"Acclaimed","1987","Couple + C. LE 16 ","Urban Area","","","",""
"Acclaimed","1987","Couple + C. LE 16 ","Rural Area","","","",""
"Acclaimed","1987","Couple + C. GT 16 ","Urban Area","","","",""
"Acclaimed","1987","Couple + C. GT 16 ","Rural Area","","","",""
"Acclaimed","1987","Couple + C. LE and GT 16","Urban Area","","","",""
"Acclaimed","1987","Couple + C. LE and GT 16","Rural Area","","","",""
"Partly, partly","1987","1-pers.-HH","Urban Area","","","",""
"Partly, partly","1987","1-pers.-HH","Rural Area","","","",""
"Partly, partly","1987","(Married) couple without C. ","Urban Area","","","",""
"Partly, partly","1987","(Married) couple without C. ","Rural Area","","","",""
"Partly, partly","1987","Single parent ","Urban Area","","","",""
"Partly, partly","1987","Single parent ","Rural Area","","","",""
"Partly, partly","1987","Couple + C. LE 16 ","Urban Area","","","",""
"Partly, partly","1987","Couple + C. LE 16 ","Rural Area","","","",""
"Partly, partly","1987","Couple + C. GT 16 ","Urban Area","","","",""
"Partly, partly","1987","Couple + C. GT 16 ","Rural Area","","","",""
"Partly, partly","1987","Couple + C. LE and GT 16","Urban Area","","","",""
"Partly, partly","1987","Couple + C. LE and GT 16","Rural Area","","","",""
"Paid","1987","1-pers.-HH","Urban Area","","","",""
"Paid","1987","1-pers.-HH","Rural Area","","","",""
"Paid","1987","(Married) couple without C. ","Urban Area","","","",""
"Paid","1987","(Married) couple without C. ","Rural Area","","","",""
"Paid","1987","Single parent ","Urban Area","","","",""
"Paid","1987","Single parent ","Rural Area","","","",""
"Paid","1987","Couple + C. LE 16 ","Urban Area","","","",""
"Paid","1987","Couple + C. LE 16 ","Rural Area","","","",""
"Paid","1987","Couple + C. GT 16 ","Urban Area","","","",""
"Paid","1987","Couple + C. GT 16 ","Rural Area","","","",""
"Paid","1987","Couple + C. LE and GT 16","Urban Area","","","",""
"Paid","1987","Couple + C. LE and GT 16","Rural Area","","","",""
"Not paid","1987","1-pers.-HH","Urban Area","","","",""
"Not paid","1987","1-pers.-HH","Rural Area","","","",""
"Not paid","1987","(Married) couple without C. ","Urban Area","","","",""
"Not paid","1987","(Married) couple without C. ","Rural Area","","","",""
"Not paid","1987","Single parent ","Urban Area","","","",""
"Not paid","1987","Single parent ","Rural Area","","","",""
"Not paid","1987","Couple + C. LE 16 ","Urban Area","","","",""
"Not paid","1987","Couple + C. LE 16 ","Rural Area","","","",""
"Not paid","1987","Couple + C. GT 16 ","Urban Area","","","",""
"Not paid","1987","Couple + C. GT 16 ","Rural Area","","","",""
"Not paid","1987","Couple + C. LE and GT 16","Urban Area","","","",""
"Not paid","1987","Couple + C. LE and GT 16","Rural Area","","","",""
"Acclaimed","1988","1-pers.-HH","Urban Area","87","0.350061173083667","0.293060476371785","0.40706186979555"
"Acclaimed","1988","1-pers.-HH","Rural Area","12","","",""
"Acclaimed","1988","(Married) couple without C. ","Urban Area","209","0.34324543206519","0.306632394074284","0.379858470056096"
"Acclaimed","1988","(Married) couple without C. ","Rural Area","50","0.387064258965062","0.304900515978273","0.469228001951851"
"Acclaimed","1988","Single parent ","Urban Area","44","0.357002977313153","0.274324277978112","0.439681676648194"
"Acclaimed","1988","Single parent ","Rural Area","21","","",""
"Acclaimed","1988","Couple + C. LE 16 ","Urban Area","176","0.273014502951423","0.241023659750945","0.3050053461519"
"Acclaimed","1988","Couple + C. LE 16 ","Rural Area","60","0.314863405885848","0.250169231842668","0.379557579929028"
"Acclaimed","1988","Couple + C. GT 16 ","Urban Area","187","0.341740749724162","0.303469825131363","0.380011674316961"
"Acclaimed","1988","Couple + C. GT 16 ","Rural Area","52","0.348029438647073","0.272052533136924","0.424006344157222"
"Acclaimed","1988","Couple + C. LE and GT 16","Urban Area","56","0.225573856547175","0.175060689108049","0.276087023986301"
"Acclaimed","1988","Couple + C. LE and GT 16","Rural Area","27","","",""
"Partly, partly","1988","1-pers.-HH","Urban Area","35","0.13679054227296","0.0957268419692748","0.177854242576645"
"Partly, partly","1988","1-pers.-HH","Rural Area","4","","",""
"Partly, partly","1988","(Married) couple without C. ","Urban Area","89","0.139823107403537","0.113079795304228","0.166566419502847"
"Partly, partly","1988","(Married) couple without C. ","Rural Area","23","","",""
"Partly, partly","1988","Single parent ","Urban Area","16","","",""
"Partly, partly","1988","Single parent ","Rural Area","4","","",""
"Partly, partly","1988","Couple + C. LE 16 ","Urban Area","90","0.121832228133043","0.0983445657586959","0.145319890507391"
"Partly, partly","1988","Couple + C. LE 16 ","Rural Area","26","","",""
"Partly, partly","1988","Couple + C. GT 16 ","Urban Area","60","0.10437267849501","0.0797021094837232","0.129043247506298"
"Partly, partly","1988","Couple + C. GT 16 ","Rural Area","19","","",""
"Partly, partly","1988","Couple + C. LE and GT 16","Urban Area","30","0.125249287550933","0.0852456023269307","0.165252972774936"
"Partly, partly","1988","Couple + C. LE and GT 16","Rural Area","5","","",""
"Paid","1988","1-pers.-HH","Urban Area","87","0.266181864049677","0.21336709287398","0.318996635225374"
"Paid","1988","1-pers.-HH","Rural Area","10","","",""
"Paid","1988","(Married) couple without C. ","Urban Area","228","0.312601542581756","0.276855195569555","0.348347889593958"
"Paid","1988","(Married) couple without C. ","Rural Area","44","0.26337654997264","0.189075914335594","0.337677185609686"
"Paid","1988","Single parent ","Urban Area","53","0.406295549023202","0.321541701917771","0.491049396128633"
"Paid","1988","Single parent ","Rural Area","16","","",""
"Paid","1988","Couple + C. LE 16 ","Urban Area","344","0.380136347389","0.345279529384701","0.414993165393299"
"Paid","1988","Couple + C. LE 16 ","Rural Area","82","0.369879491331023","0.302634889063562","0.437124093598484"
"Paid","1988","Couple + C. GT 16 ","Urban Area","252","0.392040807968063","0.352647274477563","0.431434341458564"
"Paid","1988","Couple + C. GT 16 ","Rural Area","47","0.310463443632465","0.236665629160919","0.384261258104011"
"Paid","1988","Couple + C. LE and GT 16","Urban Area","141","0.442978622554038","0.382944587784915","0.50301265732316"
"Paid","1988","Couple + C. LE and GT 16","Rural Area","44","0.438184929766998","0.335678231031791","0.540691628502206"
"Not paid","1988","1-pers.-HH","Urban Area","60","0.246966420593696","0.19543191949023","0.298500921697162"
"Not paid","1988","1-pers.-HH","Rural Area","9","","",""
"Not paid","1988","(Married) couple without C. ","Urban Area","120","0.204329917949516","0.173236796259513","0.23542303963952"
"Not paid","1988","(Married) couple without C. ","Rural Area","18","","",""
"Not paid","1988","Single parent ","Urban Area","16","","",""
"Not paid","1988","Single parent ","Rural Area","3","","",""
"Not paid","1988","Couple + C. LE 16 ","Urban Area","135","0.225016921526534","0.195030568196398","0.25500327485667"
"Not paid","1988","Couple + C. LE 16 ","Rural Area","30","0.181378573646237","0.127706294104118","0.235050853188357"
"Not paid","1988","Couple + C. GT 16 ","Urban Area","91","0.161845763812765","0.132126727292117","0.191564800333412"
"Not paid","1988","Couple + C. GT 16 ","Rural Area","33","0.217132078878733","0.151371464584575","0.282892693172891"
"Not paid","1988","Couple + C. LE and GT 16","Urban Area","36","0.206198233347854","0.157302752957879","0.255093713737829"
"Not paid","1988","Couple + C. LE and GT 16","Rural Area","14","","",""
"Acclaimed","1989","1-pers.-HH","Urban Area","118","0.378880228256002","0.326058302051322","0.431702154460682"
"Acclaimed","1989","1-pers.-HH","Rural Area","16","","",""
"Acclaimed","1989","(Married) couple without C. ","Urban Area","219","0.345656105082552","0.310399974464532","0.380912235700571"
"Acclaimed","1989","(Married) couple without C. ","Rural Area","53","0.329351002117063","0.25337672819958","0.405325276034546"
"Acclaimed","1989","Single parent ","Urban Area","35","0.312043734069401","0.226991874437767","0.397095593701035"
"Acclaimed","1989","Single parent ","Rural Area","14","","",""
"Acclaimed","1989","Couple + C. LE 16 ","Urban Area","179","0.260507527216703","0.22907464542677","0.291940409006636"
"Acclaimed","1989","Couple + C. LE 16 ","Rural Area","56","0.276790568376665","0.215544411155332","0.338036725597998"
"Acclaimed","1989","Couple + C. GT 16 ","Urban Area","180","0.305051587012055","0.269682770755804","0.340420403268306"
"Acclaimed","1989","Couple + C. GT 16 ","Rural Area","57","0.384772717119851","0.309147008481143","0.460398425758559"
"Acclaimed","1989","Couple + C. LE and GT 16","Urban Area","56","0.228475743081878","0.177145139496627","0.279806346667129"
"Acclaimed","1989","Couple + C. LE and GT 16","Rural Area","18","","",""
"Partly, partly","1989","1-pers.-HH","Urban Area","45","0.147736195510953","0.10909895835946","0.186373432662447"
"Partly, partly","1989","1-pers.-HH","Rural Area","4","","",""
"Partly, partly","1989","(Married) couple without C. ","Urban Area","111","0.157508386173404","0.13050338892778","0.184513383419028"
"Partly, partly","1989","(Married) couple without C. ","Rural Area","20","","",""
"Partly, partly","1989","Single parent ","Urban Area","11","","",""
"Partly, partly","1989","Single parent ","Rural Area","1","","",""
"Partly, partly","1989","Couple + C. LE 16 ","Urban Area","96","0.140587992409414","0.115694719209691","0.165481265609137"
"Partly, partly","1989","Couple + C. LE 16 ","Rural Area","39","0.233808501300694","0.175869637537708","0.29174736506368"
"Partly, partly","1989","Couple + C. GT 16 ","Urban Area","101","0.15708306324125","0.129130948671374","0.185035177811126"
"Partly, partly","1989","Couple + C. GT 16 ","Rural Area","19","","",""
"Partly, partly","1989","Couple + C. LE and GT 16","Urban Area","36","0.156293064195097","0.111896721822197","0.200689406567998"
"Partly, partly","1989","Couple + C. LE and GT 16","Rural Area","13","","",""
"Paid","1989","1-pers.-HH","Urban Area","101","0.262512615723684","0.214602416875841","0.310422814571526"
"Paid","1989","1-pers.-HH","Rural Area","16","","",""
"Paid","1989","(Married) couple without C. ","Urban Area","247","0.30955638200758","0.275284062807896","0.343828701207264"
"Paid","1989","(Married) couple without C. ","Rural Area","46","0.282458947255593","0.209682564059744","0.355235330451442"
"Paid","1989","Single parent ","Urban Area","51","0.445322647064761","0.354089370287342","0.53655592384218"
"Paid","1989","Single parent ","Rural Area","22","","",""
"Paid","1989","Couple + C. LE 16 ","Urban Area","357","0.409320638880079","0.374106676002548","0.44453460175761"
"Paid","1989","Couple + C. LE 16 ","Rural Area","84","0.361433307997872","0.295669284223081","0.427197331772664"
"Paid","1989","Couple + C. GT 16 ","Urban Area","275","0.372977113973456","0.335828690714715","0.410125537232196"
"Paid","1989","Couple + C. GT 16 ","Rural Area","56","0.324854213256857","0.252060719900667","0.397647706613047"
"Paid","1989","Couple + C. LE and GT 16","Urban Area","134","0.429416120028757","0.368898693712007","0.489933546345507"
"Paid","1989","Couple + C. LE and GT 16","Rural Area","34","0.370104504254143","0.264956261703195","0.475252746805092"
"Not paid","1989","1-pers.-HH","Urban Area","60","0.210870960509361","0.166453064115109","0.255288856903613"
"Not paid","1989","1-pers.-HH","Rural Area","7","","",""
"Not paid","1989","(Married) couple without C. ","Urban Area","122","0.187279126736464","0.158357354747479","0.216200898725449"
"Not paid","1989","(Married) couple without C. ","Rural Area","28","","",""
"Not paid","1989","Single parent ","Urban Area","17","","",""
"Not paid","1989","Single parent ","Rural Area","4","","",""
"Not paid","1989","Couple + C. LE 16 ","Urban Area","117","0.189583841493804","0.161512582735543","0.217655100252066"
"Not paid","1989","Couple + C. LE 16 ","Rural Area","26","","",""
"Not paid","1989","Couple + C. GT 16 ","Urban Area","95","0.16488823577324","0.13638299371903","0.193393477827449"
"Not paid","1989","Couple + C. GT 16 ","Rural Area","27","","",""
"Not paid","1989","Couple + C. LE and GT 16","Urban Area","31","0.185815072694268","0.138261458691987","0.233368686696549"
"Not paid","1989","Couple + C. LE and GT 16","Rural Area","16","","",""
"Acclaimed","1990","1-pers.-HH","Urban Area","103","0.36081791621944","0.305640934490031","0.415994897948849"
"Acclaimed","1990","1-pers.-HH","Rural Area","28","","",""
"Acclaimed","1990","(Married) couple without C. ","Urban Area","230","0.354280949403369","0.31861902565896","0.389942873147777"
"Acclaimed","1990","(Married) couple without C. ","Rural Area","80","0.476841381542598","0.401980713780623","0.551702049304572"
"Acclaimed","1990","Single parent ","Urban Area","52","0.392540805098356","0.311939978774863","0.473141631421849"
"Acclaimed","1990","Single parent ","Rural Area","11","","",""
"Acclaimed","1990","Couple + C. LE 16 ","Urban Area","169","0.257568996322129","0.225671666075841","0.289466326568417"
"Acclaimed","1990","Couple + C. LE 16 ","Rural Area","61","0.301452434333935","0.24039681886171","0.362508049806161"
"Acclaimed","1990","Couple + C. GT 16 ","Urban Area","184","0.33503302706937","0.297576541881761","0.372489512256978"
"Acclaimed","1990","Couple + C. GT 16 ","Rural Area","54","0.345272534163973","0.273161595031836","0.417383473296109"
"Acclaimed","1990","Couple + C. LE and GT 16","Urban Area","53","0.230480879706688","0.179775701533222","0.281186057880154"
"Acclaimed","1990","Couple + C. LE and GT 16","Rural Area","14","","",""
"Partly, partly","1990","1-pers.-HH","Urban Area","41","0.140398829060069","0.100484223801524","0.180313434318614"
"Partly, partly","1990","1-pers.-HH","Rural Area","8","","",""
"Partly, partly","1990","(Married) couple without C. ","Urban Area","100","0.145476741205713","0.119188120929504","0.171765361481922"
"Partly, partly","1990","(Married) couple without C. ","Rural Area","18","","",""
"Partly, partly","1990","Single parent ","Urban Area","14","","",""
"Partly, partly","1990","Single parent ","Rural Area","3","","",""
"Partly, partly","1990","Couple + C. LE 16 ","Urban Area","111","0.159381266019863","0.132682102169647","0.186080429870078"
"Partly, partly","1990","Couple + C. LE 16 ","Rural Area","42","0.22704579687652","0.171307738135538","0.282783855617502"
"Partly, partly","1990","Couple + C. GT 16 ","Urban Area","93","0.140411592186797","0.112842026119004","0.167981158254589"
"Partly, partly","1990","Couple + C. GT 16 ","Rural Area","27","","",""
"Partly, partly","1990","Couple + C. LE and GT 16","Urban Area","46","0.164234742739278","0.119628070189056","0.2088414152895"
"Partly, partly","1990","Couple + C. LE and GT 16","Rural Area","6","","",""
"Paid","1990","1-pers.-HH","Urban Area","97","0.302205221778144","0.249443806545146","0.354966637011141"
"Paid","1990","1-pers.-HH","Rural Area","14","","",""
"Paid","1990","(Married) couple without C. ","Urban Area","253","0.323655260799707","0.288770603510595","0.35853991808882"
"Paid","1990","(Married) couple without C. ","Rural Area","51","0.2644834923394","0.198376783909277","0.330590200769523"
"Paid","1990","Single parent ","Urban Area","58","0.400182406082877","0.319314326386415","0.481050485779339"
"Paid","1990","Single parent ","Rural Area","19","","",""
"Paid","1990","Couple + C. LE 16 ","Urban Area","336","0.396201576666782","0.360524966799351","0.431878186534214"
"Paid","1990","Couple + C. LE 16 ","Rural Area","86","0.334718321026071","0.271932619933418","0.397504022118724"
"Paid","1990","Couple + C. GT 16 ","Urban Area","240","0.346871192231289","0.309099476728719","0.38464290773386"
"Paid","1990","Couple + C. GT 16 ","Rural Area","60","0.31972833754243","0.248995413743397","0.390461261341463"
"Paid","1990","Couple + C. LE and GT 16","Urban Area","139","0.449198048599209","0.389309771444401","0.509086325754016"
"Paid","1990","Couple + C. LE and GT 16","Rural Area","26","","",""
"Not paid","1990","1-pers.-HH","Urban Area","50","0.196578032942348","0.150917503804692","0.242238562080003"
"Not paid","1990","1-pers.-HH","Rural Area","7","","",""
"Not paid","1990","(Married) couple without C. ","Urban Area","108","0.176587048591211","0.148155707986682","0.20501838919574"
"Not paid","1990","(Married) couple without C. ","Rural Area","22","","",""
"Not paid","1990","Single parent ","Urban Area","17","","",""
"Not paid","1990","Single parent ","Rural Area","2","","",""
"Not paid","1990","Couple + C. LE 16 ","Urban Area","106","0.186848160991226","0.158416009112262","0.21528031287019"
"Not paid","1990","Couple + C. LE 16 ","Rural Area","28","","",""
"Not paid","1990","Couple + C. GT 16 ","Urban Area","93","0.177684188512545","0.147350383861824","0.208017993163266"
"Not paid","1990","Couple + C. GT 16 ","Rural Area","26","","",""
"Not paid","1990","Couple + C. LE and GT 16","Urban Area","27","","",""
"Not paid","1990","Couple + C. LE and GT 16","Rural Area","6","","",""
"Acclaimed","1991","1-pers.-HH","Urban Area","130","0.342233043161773","0.293222012377547","0.391244073946"
"Acclaimed","1991","1-pers.-HH","Rural Area","41","0.420477194420457","0.316148120143289","0.524806268697626"
"Acclaimed","1991","(Married) couple without C. ","Urban Area","307","0.366399285092086","0.334027365790619","0.398771204393553"
"Acclaimed","1991","(Married) couple without C. ","Rural Area","136","0.393963646140563","0.341872111359554","0.446055180921572"
"Acclaimed","1991","Single parent ","Urban Area","68","0.372918714749359","0.302469231340685","0.443368198158033"
"Acclaimed","1991","Single parent ","Rural Area","32","0.401101728414995","0.298112391669209","0.50409106516078"
"Acclaimed","1991","Couple + C. LE 16 ","Urban Area","343","0.3177121098723","0.290084937866636","0.345339281877964"
"Acclaimed","1991","Couple + C. LE 16 ","Rural Area","289","0.37359426825447","0.337935499142469","0.409253037366472"
"Acclaimed","1991","Couple + C. GT 16 ","Urban Area","217","0.315376268036","0.281691785337267","0.349060750734733"
"Acclaimed","1991","Couple + C. GT 16 ","Rural Area","180","0.386599740849545","0.340678990648034","0.432520491051055"
"Acclaimed","1991","Couple + C. LE and GT 16","Urban Area","84","0.261242350913","0.213033638033704","0.309451063792297"
"Acclaimed","1991","Couple + C. LE and GT 16","Rural Area","79","0.417624389364914","0.347128518062835","0.488120260666993"
"Partly, partly","1991","1-pers.-HH","Urban Area","52","0.137799587855708","0.102193446387846","0.17340572932357"
"Partly, partly","1991","1-pers.-HH","Rural Area","10","","",""
"Partly, partly","1991","(Married) couple without C. ","Urban Area","136","0.160245330419648","0.135599002856629","0.184891657982667"
"Partly, partly","1991","(Married) couple without C. ","Rural Area","44","0.122024967334134","0.0871306124326779","0.156919322235589"
"Partly, partly","1991","Single parent ","Urban Area","29","","",""
"Partly, partly","1991","Single parent ","Rural Area","15","","",""
"Partly, partly","1991","Couple + C. LE 16 ","Urban Area","145","0.137573131936013","0.117133942588998","0.158012321283028"
"Partly, partly","1991","Couple + C. LE 16 ","Rural Area","97","0.149449964942758","0.123169307448668","0.175730622436848"
"Partly, partly","1991","Couple + C. GT 16 ","Urban Area","112","0.15122883566057","0.125257037738905","0.177200633582236"
"Partly, partly","1991","Couple + C. GT 16 ","Rural Area","52","0.122816484681137","0.0918651216141813","0.153767847748093"
"Partly, partly","1991","Couple + C. LE and GT 16","Urban Area","44","0.157571165326683","0.117589789516527","0.197552541136838"
"Partly, partly","1991","Couple + C. LE and GT 16","Rural Area","37","0.205703628558194","0.147923110422192","0.263484146694195"
