"plb0195_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Partly, partly","2009","middle vocational","Rural Area","291","0.280700212545551","0.255127188721128","0.306273236369973","2"
"Partly, partly","2009","vocational + Abi","Urban Area","69","0.191622967232613","0.15068137976929","0.232564554695936","2"
"Partly, partly","2009","vocational + Abi","Rural Area","26","","","","2"
"Partly, partly","2009","higher vocational","Urban Area","69","0.208865278029632","0.16552935133923","0.252201204720035","2"
"Partly, partly","2009","higher vocational","Rural Area","41","0.203622395008359","0.148764996499951","0.258479793516767","2"
"Partly, partly","2009","higher education","Urban Area","185","0.180794094717804","0.159278130804289","0.202310058631319","2"
"Partly, partly","2009","higher education","Rural Area","70","0.162399713697263","0.130359143366175","0.194440284028351","2"
"Acclaimed","2010","general elemantary","Urban Area","143","0.481945529571182","0.424731706082669","0.539159353059694","1"
"Acclaimed","2010","general elemantary","Rural Area","74","0.481643169205203","0.402469733525113","0.560816604885293","1"
"Acclaimed","2010","middle vocational","Urban Area","1268","0.530210821092712","0.510301554767415","0.55012008741801","1"
"Acclaimed","2010","middle vocational","Rural Area","911","0.56565158938285","0.54189994158144","0.589403237184259","1"
"Acclaimed","2010","inadequately","Rural Area","5","","","","1"
"Acclaimed","2010","vocational + Abi","Urban Area","310","0.602569493866985","0.561332819919545","0.643806167814425","1"
"Acclaimed","2010","higher education","Rural Area","299","0.494557859977023","0.45520316740283","0.533912552551217","1"
"Acclaimed","2010","in school","Rural Area","1","","","","1"
"Acclaimed","2010","higher vocational","Urban Area","222","0.523487909235176","0.475550964191544","0.571424854278809","1"
"Acclaimed","2010","in school","Urban Area","2","","","","1"
"Acclaimed","2010","vocational + Abi","Rural Area","117","0.648363226055663","0.582188915698837","0.71453753641249","1"
"Acclaimed","2010","inadequately","Urban Area","6","","","","1"
"Acclaimed","2010","higher vocational","Rural Area","162","0.521963174061582","0.4631385967436","0.580787751379564","1"
"Acclaimed","2010","higher education","Urban Area","716","0.433886008265971","0.410578923862451","0.457193092669492","1"
"Not paid","2010","in school","Urban Area","","","","","4"
"Not paid","2010","in school","Rural Area","","","","","4"
"Not paid","2010","inadequately","Urban Area","3","","","","4"
"Not paid","2010","inadequately","Rural Area","","","","","4"
"Not paid","2010","general elemantary","Urban Area","32","0.147210231036014","0.106640300070466","0.187780162001561","4"
"Not paid","2010","general elemantary","Rural Area","18","","","","4"
"Not paid","2010","middle vocational","Urban Area","282","0.117629047683072","0.104777295280697","0.130480800085448","4"
"Not paid","2010","middle vocational","Rural Area","161","0.0965330777231638","0.0823818432999573","0.11068431214637","4"
"Not paid","2010","vocational + Abi","Urban Area","83","0.130783824487152","0.102372572312394","0.15919507666191","4"
"Not paid","2010","vocational + Abi","Rural Area","25","","","","4"
"Not paid","2010","higher vocational","Urban Area","84","0.238552713011408","0.197646227803495","0.27945919821932","4"
"Not paid","2010","higher vocational","Rural Area","58","0.282939607946996","0.229896013331382","0.33598320256261","4"
"Not paid","2010","higher education","Urban Area","675","0.368243924191881","0.345561436156585","0.390926412227177","4"
"Not paid","2010","higher education","Rural Area","199","0.31136165465577","0.27491309168144","0.347810217630101","4"
"Paid","2010","general elemantary","Urban Area","68","0.210137044690199","0.163488138623862","0.256785950756536","3"
"Paid","2010","general elemantary","Rural Area","31","0.213323708708228","0.14841245919811","0.278234958218346","3"
"Paid","2010","middle vocational","Urban Area","371","0.157264094444667","0.142741640885734","0.1717865480036","3"
"Paid","2010","inadequately","Rural Area","3","","","","3"
"Paid","2010","middle vocational","Rural Area","218","0.108897440694883","0.093970431422857","0.123824449966909","3"
"Paid","2010","inadequately","Urban Area","12","","","","3"
"Paid","2010","vocational + Abi","Urban Area","56","0.0729940714530194","0.0510743763744583","0.0949137665315805","3"
"Paid","2010","higher education","Rural Area","36","0.0523403914486967","0.0348097860320484","0.0698709968653449","3"
"Paid","2010","vocational + Abi","Rural Area","26","","","","3"
"Paid","2010","higher vocational","Urban Area","27","","","","3"
"Paid","2010","higher vocational","Rural Area","19","","","","3"
"Paid","2010","in school","Rural Area","1","","","","3"
"Paid","2010","in school","Urban Area","3","","","","3"
"Paid","2010","higher education","Urban Area","82","0.0385755584555811","0.0295190275782029","0.0476320893329594","3"
"Partly, partly","2010","in school","Urban Area","","","","","2"
"Partly, partly","2010","in school","Rural Area","","","","","2"
"Partly, partly","2010","inadequately","Urban Area","10","","","","2"
"Partly, partly","2010","inadequately","Rural Area","4","","","","2"
"Partly, partly","2010","general elemantary","Urban Area","50","0.160707194702606","0.118654997630086","0.202759391775125","2"
"Partly, partly","2010","general elemantary","Rural Area","30","0.18375978217192","0.12239254036299","0.245127023980851","2"
"Partly, partly","2010","middle vocational","Urban Area","493","0.194896036779548","0.179094222823078","0.210697850736018","2"
"Partly, partly","2010","middle vocational","Rural Area","383","0.228917892199103","0.208785735472189","0.249050048926018","2"
"Partly, partly","2010","vocational + Abi","Urban Area","92","0.193652610192844","0.16035429742742","0.226950922958268","2"
"Partly, partly","2010","vocational + Abi","Rural Area","32","0.154061605202905","0.104029397032544","0.204093813373267","2"
"Partly, partly","2010","higher vocational","Urban Area","84","0.184743278176487","0.147494538699089","0.221992017653885","2"
"Partly, partly","2010","higher vocational","Rural Area","38","0.123692879122513","0.0849217252662439","0.162464032978782","2"
"Partly, partly","2010","higher education","Urban Area","264","0.159294509086567","0.142084918974151","0.176504099198983","2"
"Partly, partly","2010","higher education","Rural Area","86","0.141740093918509","0.114285942997547","0.169194244839471","2"
"Acclaimed","2011","general elemantary","Urban Area","148","0.417341854201263","0.367027976500277","0.467655731902249","1"
"Acclaimed","2011","general elemantary","Rural Area","112","0.513561287727075","0.445960983834102","0.581161591620047","1"
"Acclaimed","2011","middle vocational","Urban Area","1406","0.480489960838612","0.462030238014318","0.498949683662906","1"
"Acclaimed","2011","middle vocational","Rural Area","1049","0.543044931150511","0.521364458424742","0.56472540387628","1"
"Acclaimed","2011","higher education","Rural Area","364","0.486328248218659","0.450605343890882","0.522051152546435","1"
"Acclaimed","2011","vocational + Abi","Urban Area","358","0.555452032251863","0.517192189325165","0.593711875178562","1"
"Acclaimed","2011","inadequately","Rural Area","8","","","","1"
"Acclaimed","2011","higher education","Urban Area","895","0.445094719715119","0.423454382683028","0.46673505674721","1"
"Acclaimed","2011","higher vocational","Rural Area","190","0.517033614694139","0.463281334584699","0.570785894803579","1"
"Acclaimed","2011","in school","Rural Area","1","","","","1"
"Acclaimed","2011","vocational + Abi","Rural Area","156","0.654272790145284","0.595317294218541","0.713228286072026","1"
"Acclaimed","2011","higher vocational","Urban Area","245","0.500627431382557","0.456265765921125","0.54498909684399","1"
"Acclaimed","2011","in school","Urban Area","4","","","","1"
"Acclaimed","2011","inadequately","Urban Area","7","","","","1"
"Not paid","2011","in school","Urban Area","1","","","","4"
"Not paid","2011","in school","Rural Area","1","","","","4"
"Not paid","2011","inadequately","Urban Area","8","","","","4"
"Not paid","2011","inadequately","Rural Area","1","","","","4"
"Not paid","2011","general elemantary","Urban Area","42","0.126913697826446","0.0929497829041071","0.160877612748785","4"
"Not paid","2011","general elemantary","Rural Area","18","","","","4"
"Not paid","2011","middle vocational","Urban Area","330","0.124979423723776","0.112761020981824","0.137197826465729","4"
"Not paid","2011","middle vocational","Rural Area","238","0.118651021060102","0.104576818134658","0.132725223985546","4"
"Not paid","2011","vocational + Abi","Urban Area","99","0.158820486313171","0.130678276767754","0.186962695858588","4"
"Not paid","2011","vocational + Abi","Rural Area","33","0.116690633008681","0.0768934343927235","0.156487831624638","4"
"Not paid","2011","higher vocational","Urban Area","108","0.265982840438873","0.226779949336296","0.305185731541451","4"
"Not paid","2011","higher vocational","Rural Area","56","0.196030051612551","0.153326865023737","0.238733238201365","4"
"Not paid","2011","higher education","Urban Area","753","0.343466883413642","0.32278933130562","0.364144435521663","4"
"Not paid","2011","higher education","Rural Area","249","0.348209217265916","0.314159507885538","0.382258926646294","4"
"Paid","2011","general elemantary","Urban Area","104","0.264113412692473","0.219131742182347","0.309095083202599","3"
"Paid","2011","general elemantary","Rural Area","39","0.17525726776894","0.123836836991291","0.226677698546589","3"
"Paid","2011","middle vocational","Urban Area","420","0.152206457132087","0.138934112954039","0.165478801310134","3"
"Paid","2011","inadequately","Rural Area","7","","","","3"
"Paid","2011","middle vocational","Rural Area","315","0.134486682719117","0.119637907476764","0.149335457961469","3"
"Paid","2011","higher education","Rural Area","40","0.0459395396146432","0.0309764788782549","0.0609026003510315","3"
"Paid","2011","higher education","Urban Area","89","0.0451357091867117","0.0360958985737343","0.0541755197996891","3"
"Paid","2011","inadequately","Urban Area","18","","","","3"
"Paid","2011","vocational + Abi","Urban Area","74","0.103000243722625","0.0795970096260066","0.126403477819243","3"
"Paid","2011","vocational + Abi","Rural Area","24","","","","3"
"Paid","2011","higher vocational","Urban Area","39","0.0757179208608852","0.05224647807675","0.0991893636450204","3"
"Paid","2011","higher vocational","Rural Area","32","0.12589670530984","0.0902131917672462","0.161580218852433","3"
"Paid","2011","in school","Urban Area","2","","","","3"
"Paid","2011","in school","Rural Area","","","","","3"
"Partly, partly","2011","in school","Urban Area","1","","","","2"
"Partly, partly","2011","in school","Rural Area","","","","","2"
"Partly, partly","2011","inadequately","Urban Area","9","","","","2"
"Partly, partly","2011","inadequately","Rural Area","2","","","","2"
"Partly, partly","2011","general elemantary","Urban Area","75","0.191631035279818","0.151472982457925","0.231789088101711","2"
"Partly, partly","2011","general elemantary","Rural Area","41","0.222217327215947","0.165988822378531","0.278445832053363","2"
"Partly, partly","2011","middle vocational","Urban Area","658","0.242324158305526","0.226492510460237","0.258155806150815","2"
"Partly, partly","2011","middle vocational","Rural Area","426","0.203817365070271","0.186284977697898","0.221349752442644","2"
"Partly, partly","2011","vocational + Abi","Urban Area","117","0.18272723771234","0.152973211231311","0.21248126419337","2"
"Partly, partly","2011","vocational + Abi","Rural Area","37","0.126231500754162","0.0850634645048737","0.167399537003451","2"
"Partly, partly","2011","higher vocational","Urban Area","96","0.157671807317684","0.12533807256628","0.190005542069088","2"
"Partly, partly","2011","higher vocational","Rural Area","54","0.161039628383471","0.121501495863458","0.200577760903484","2"
"Partly, partly","2011","higher education","Urban Area","289","0.166302687684528","0.150088984989183","0.182516390379873","2"
"Partly, partly","2011","higher education","Rural Area","99","0.119522994900782","0.0963370973142275","0.142708892487337","2"
"Acclaimed","2012","middle vocational","Rural Area","1147","0.557447136057172","0.536259212546378","0.578635059567965","1"
"Acclaimed","2012","general elemantary","Urban Area","178","0.445051683857072","0.39534509366862","0.494758274045525","1"
"Acclaimed","2012","general elemantary","Rural Area","113","0.535922482179627","0.469260977241668","0.602583987117586","1"
"Acclaimed","2012","middle vocational","Urban Area","1486","0.502393255908358","0.484142082177811","0.520644429638905","1"
"Acclaimed","2012","higher education","Rural Area","373","0.479916766506303","0.444467666794262","0.515365866218344","1"
"Acclaimed","2012","vocational + Abi","Urban Area","353","0.529000212659066","0.491482883507692","0.56651754181044","1"
"Acclaimed","2012","in school","Urban Area","1","","","","1"
"Acclaimed","2012","inadequately","Rural Area","7","","","","1"
"Acclaimed","2012","higher education","Urban Area","960","0.472234892097201","0.450676624700388","0.493793159494015","1"
"Acclaimed","2012","inadequately","Urban Area","13","","","","1"
"Acclaimed","2012","vocational + Abi","Rural Area","169","0.640371107322924","0.583755430656295","0.696986783989553","1"
"Acclaimed","2012","higher vocational","Rural Area","190","0.514094862203456","0.459923271049738","0.568266453357174","1"
"Acclaimed","2012","in school","Rural Area","2","","","","1"
"Acclaimed","2012","higher vocational","Urban Area","262","0.523931299510568","0.480067584999635","0.5677950140215","1"
"Not paid","2012","in school","Urban Area","1","","","","4"
"Not paid","2012","in school","Rural Area","","","","","4"
"Not paid","2012","inadequately","Urban Area","7","","","","4"
"Not paid","2012","inadequately","Rural Area","2","","","","4"
"Not paid","2012","general elemantary","Urban Area","33","0.103274657588779","0.0728371503054894","0.133712164872068","4"
"Not paid","2012","higher vocational","Urban Area","90","0.180186305492817","0.146430234287558","0.213942376698075","4"
"Not paid","2012","higher vocational","Rural Area","51","0.199504888997954","0.156190685956967","0.242819092038941","4"
"Not paid","2012","higher education","Urban Area","725","0.334251959163621","0.313881237720288","0.354622680606955","4"
"Not paid","2012","higher education","Rural Area","228","0.300370494842301","0.267843157386979","0.332897832297623","4"
"Not paid","2012","general elemantary","Rural Area","20","","","","4"
"Not paid","2012","middle vocational","Urban Area","303","0.109023619018011","0.097646844185952","0.12040039385007","4"
"Not paid","2012","middle vocational","Rural Area","198","0.0862675823686732","0.0742908786911186","0.0982442860462279","4"
"Not paid","2012","vocational + Abi","Urban Area","109","0.152861554707697","0.125814500799636","0.179908608615758","4"
"Not paid","2012","vocational + Abi","Rural Area","25","","","","4"
"Paid","2012","general elemantary","Urban Area","103","0.235212610268197","0.192791391783495","0.2776338287529","3"
"Paid","2012","general elemantary","Rural Area","37","0.144978646305164","0.0979167565876734","0.192040536022654","3"
"Paid","2012","middle vocational","Urban Area","421","0.150063804013558","0.137027427118075","0.163100180909041","3"
"Paid","2012","middle vocational","Rural Area","288","0.121470268566542","0.107534940350901","0.135405596782184","3"
"Paid","2012","higher education","Rural Area","48","0.0590570670902025","0.0423306315201268","0.0757835026602783","3"
"Paid","2012","inadequately","Rural Area","8","","","","3"
"Paid","2012","vocational + Abi","Urban Area","69","0.101176594947544","0.0785108054675143","0.123842384427573","3"
"Paid","2012","higher education","Urban Area","90","0.0436387279701472","0.0348168405201002","0.0524606154201942","3"
"Paid","2012","in school","Urban Area","7","","","","3"
"Paid","2012","in school","Rural Area","1","","","","3"
"Paid","2012","inadequately","Urban Area","20","","","","3"
"Paid","2012","vocational + Abi","Rural Area","28","","","","3"
"Paid","2012","higher vocational","Urban Area","48","0.100529781989783","0.0741194303225763","0.126940133656989","3"
"Paid","2012","higher vocational","Rural Area","24","","","","3"
"Partly, partly","2012","in school","Urban Area","","","","","2"
"Partly, partly","2012","in school","Rural Area","","","","","2"
"Partly, partly","2012","inadequately","Urban Area","17","","","","2"
"Partly, partly","2012","inadequately","Rural Area","2","","","","2"
"Partly, partly","2012","general elemantary","Urban Area","70","0.216461048285952","0.175270018162932","0.257652078408971","2"
"Partly, partly","2012","general elemantary","Rural Area","45","0.24522264734562","0.187715929714135","0.302729364977105","2"
"Partly, partly","2012","middle vocational","Urban Area","673","0.238519321060073","0.222962638269874","0.254076003850272","2"
"Partly, partly","2012","middle vocational","Rural Area","478","0.234815013007613","0.216732860627055","0.25289716538817","2"
"Partly, partly","2012","vocational + Abi","Urban Area","149","0.216961637685693","0.185981978937959","0.247941296433427","2"
"Partly, partly","2012","vocational + Abi","Rural Area","54","0.166007008472226","0.122109692966116","0.209904323978337","2"
"Partly, partly","2012","higher vocational","Urban Area","98","0.195352613006833","0.160531244548935","0.230173981464731","2"
"Partly, partly","2012","higher vocational","Rural Area","62","0.212858940856063","0.168493331944273","0.257224549767852","2"
"Partly, partly","2012","higher education","Urban Area","285","0.14987442076903","0.134460263648657","0.165288577889403","2"
"Partly, partly","2012","higher education","Rural Area","114","0.160655671561194","0.134599900294372","0.186711442828015","2"
"Acclaimed","2013","middle vocational","Rural Area","1071","0.50167085708649","0.480058401426515","0.523283312746464","1"
"Acclaimed","2013","general elemantary","Urban Area","252","0.476487593082401","0.435121608546767","0.517853577618036","1"
"Acclaimed","2013","general elemantary","Rural Area","123","0.48397470417774","0.422876512500976","0.545072895854505","1"
"Acclaimed","2013","middle vocational","Urban Area","1585","0.537792608129704","0.520139159091637","0.555446057167771","1"
"Acclaimed","2013","higher education","Rural Area","399","0.528136538758957","0.493694202245917","0.562578875271996","1"
"Acclaimed","2013","vocational + Abi","Urban Area","447","0.53917081429008","0.505300470576419","0.57304115800374","1"
"Acclaimed","2013","in school","Urban Area","4","","","","1"
"Acclaimed","2013","inadequately","Rural Area","12","","","","1"
"Acclaimed","2013","vocational + Abi","Rural Area","172","0.641576215334444","0.58590275705162","0.697249673617267","1"
"Acclaimed","2013","in school","Rural Area","1","","","","1"
"Acclaimed","2013","higher education","Urban Area","1051","0.452007831208278","0.431182595047057","0.4728330673695","1"
"Acclaimed","2013","inadequately","Urban Area","21","","","","1"
"Acclaimed","2013","higher vocational","Urban Area","234","0.528151977232614","0.483116204748448","0.57318774971678","1"
"Acclaimed","2013","higher vocational","Rural Area","179","0.589341642925346","0.532818605229595","0.645864680621097","1"
"Not paid","2013","in school","Urban Area","3","","","","4"
"Not paid","2013","in school","Rural Area","","","","","4"
"Not paid","2013","inadequately","Urban Area","4","","","","4"
"Not paid","2013","inadequately","Rural Area","1","","","","4"
"Not paid","2013","general elemantary","Urban Area","58","0.134242856649624","0.106007211717285","0.162478501581964","4"
"Not paid","2013","higher vocational","Urban Area","90","0.175036670420004","0.140755239950631","0.209318100889376","4"
"Not paid","2013","higher vocational","Rural Area","48","0.209719616651393","0.162944839718345","0.256494393584441","4"
"Not paid","2013","higher education","Urban Area","730","0.346642966801114","0.326729528116614","0.366556405485613","4"
"Not paid","2013","higher education","Rural Area","235","0.27644047366989","0.245583788404879","0.307297158934901","4"
"Not paid","2013","general elemantary","Rural Area","13","","","","4"
"Not paid","2013","middle vocational","Urban Area","279","0.0951269749452603","0.0847385579375779","0.105515391952943","4"
"Not paid","2013","middle vocational","Rural Area","207","0.100384093879188","0.0873944408621276","0.113373746896249","4"
"Not paid","2013","vocational + Abi","Urban Area","116","0.140837177177735","0.117200696032424","0.164473658323045","4"
"Not paid","2013","vocational + Abi","Rural Area","27","","","","4"
"Paid","2013","general elemantary","Urban Area","143","0.196118137665762","0.163232287572988","0.229003987758536","3"
"Paid","2013","general elemantary","Rural Area","52","0.1862513909389","0.138654737151395","0.233848044726405","3"
"Paid","2013","middle vocational","Urban Area","487","0.142712398946835","0.130327346925753","0.155097450967917","3"
"Paid","2013","middle vocational","Rural Area","308","0.132480909205014","0.117827026660309","0.14713479174972","3"
"Paid","2013","higher education","Rural Area","55","0.0422833955897141","0.0283993906239369","0.0561674005554913","3"
"Paid","2013","inadequately","Rural Area","9","","","","3"
"Paid","2013","vocational + Abi","Urban Area","110","0.102485319528317","0.0818772154935137","0.12309342356312","3"
"Paid","2013","higher education","Urban Area","105","0.0524646508178003","0.0431350968077773","0.0617942048278232","3"
"Paid","2013","in school","Urban Area","8","","","","3"
"Paid","2013","in school","Rural Area","3","","","","3"
"Paid","2013","vocational + Abi","Rural Area","27","","","","3"
"Paid","2013","higher vocational","Urban Area","37","0.0932007466257375","0.0669741241729725","0.119427369078502","3"
"Paid","2013","higher vocational","Rural Area","17","","","","3"
"Paid","2013","inadequately","Urban Area","26","","","","3"
"Partly, partly","2013","in school","Urban Area","1","","","","2"
"Partly, partly","2013","in school","Rural Area","1","","","","2"
"Partly, partly","2013","inadequately","Urban Area","18","","","","2"
"Partly, partly","2013","inadequately","Rural Area","10","","","","2"
"Partly, partly","2013","general elemantary","Urban Area","107","0.193151412602213","0.160455079941074","0.225847745263351","2"
"Partly, partly","2013","general elemantary","Rural Area","69","0.28344388396194","0.228345332914912","0.338542435008969","2"
"Partly, partly","2013","middle vocational","Urban Area","713","0.2243680179782","0.209596945116133","0.239139090840268","2"
"Partly, partly","2013","middle vocational","Rural Area","470","0.265464139829308","0.246376775254646","0.28455150440397","2"
"Partly, partly","2013","vocational + Abi","Urban Area","159","0.217506689003869","0.189474110086979","0.245539267920758","2"
"Partly, partly","2013","vocational + Abi","Rural Area","59","0.190380580801646","0.144800253131513","0.235960908471779","2"
"Partly, partly","2013","higher vocational","Urban Area","111","0.203610605721644","0.16728272829549","0.239938483147799","2"
"Partly, partly","2013","higher vocational","Rural Area","47","0.145224054189238","0.104743446729851","0.185704661648624","2"
"Partly, partly","2013","higher education","Urban Area","308","0.148884551172808","0.13398926559046","0.163779836755156","2"
"Partly, partly","2013","higher education","Rural Area","118","0.153139591981439","0.128293334517257","0.177985849445622","2"
"Acclaimed","2014","general elemantary","Urban Area","199","0.4379231179212","0.393164786325748","0.482681449516651","1"
"Acclaimed","2014","general elemantary","Rural Area","104","0.443966482696365","0.379755435786905","0.508177529605825","1"
"Acclaimed","2014","middle vocational","Urban Area","1351","0.514686748991657","0.495901106392535","0.533472391590778","1"
"Acclaimed","2014","middle vocational","Rural Area","1013","0.525115299194994","0.502584138455127","0.54764645993486","1"
"Acclaimed","2014","inadequately","Rural Area","10","","","","1"
"Acclaimed","2014","in school","Urban Area","2","","","","1"
"Acclaimed","2014","higher education","Rural Area","394","0.563291676779803","0.527960137963457","0.598623215596148","1"
"Acclaimed","2014","in school","Rural Area","","","","","1"
"Acclaimed","2014","higher education","Urban Area","1009","0.491228486284099","0.469582355548804","0.512874617019394","1"
"Acclaimed","2014","vocational + Abi","Rural Area","160","0.619720378716419","0.562344260951924","0.677096496480913","1"
"Acclaimed","2014","higher vocational","Urban Area","222","0.48715517515949","0.439966682502629","0.534343667816352","1"
"Acclaimed","2014","higher vocational","Rural Area","152","0.523097169542926","0.463187269445111","0.58300706964074","1"
"Acclaimed","2014","inadequately","Urban Area","14","","","","1"
"Acclaimed","2014","vocational + Abi","Urban Area","392","0.488638787720902","0.453170217456647","0.524107357985156","1"
"Not paid","2014","in school","Urban Area","","","","","4"
"Not paid","2014","in school","Rural Area","2","","","","4"
"Not paid","2014","inadequately","Urban Area","3","","","","4"
"Not paid","2014","inadequately","Rural Area","2","","","","4"
"Not paid","2014","general elemantary","Urban Area","57","0.111111654939946","0.0827598634843206","0.139463446395572","4"
"Not paid","2014","general elemantary","Rural Area","18","","","","4"
"Not paid","2014","middle vocational","Urban Area","278","0.105596800769366","0.0940453763844562","0.117148225154275","4"
"Not paid","2014","middle vocational","Rural Area","142","0.0917484585508744","0.0787238523587111","0.104773064743038","4"
"Not paid","2014","vocational + Abi","Urban Area","103","0.123724977464011","0.100361648175717","0.147088306752305","4"
"Not paid","2014","vocational + Abi","Rural Area","32","0.101433066101729","0.065751267519107","0.13711486468435","4"
"Not paid","2014","higher vocational","Urban Area","71","0.182899620779541","0.146402923571461","0.219396317987622","4"
"Not paid","2014","higher vocational","Rural Area","44","0.228165373940812","0.177829286205344","0.27850146167628","4"
"Not paid","2014","higher education","Urban Area","616","0.290614644014887","0.27095494029358","0.310274347736194","4"
"Not paid","2014","higher education","Rural Area","218","0.272019563886905","0.240319504534896","0.303719623238914","4"
"Paid","2014","general elemantary","Urban Area","111","0.202160664633268","0.165929429276721","0.238391899989816","3"
"Paid","2014","general elemantary","Rural Area","52","0.141073506386858","0.0960867270211914","0.186060285752525","3"
"Paid","2014","middle vocational","Urban Area","413","0.141138114730451","0.128051500264441","0.154224729196461","3"
"Paid","2014","middle vocational","Rural Area","261","0.126563538255671","0.111562127469662","0.14156494904168","3"
"Paid","2014","higher education","Rural Area","30","0.0281651077449477","0.0163794967158005","0.0399507187740949","3"
"Paid","2014","vocational + Abi","Urban Area","82","0.0900039418225278","0.0696973825686716","0.110310501076384","3"
"Paid","2014","inadequately","Rural Area","8","","","","3"
"Paid","2014","higher education","Urban Area","117","0.065722284143348","0.0549929830902224","0.0764515851964737","3"
"Paid","2014","higher vocational","Urban Area","35","0.103798634638904","0.0750042317490753","0.132593037528733","3"
"Paid","2014","in school","Urban Area","3","","","","3"
"Paid","2014","in school","Rural Area","4","","","","3"
"Paid","2014","vocational + Abi","Rural Area","24","","","","3"
"Paid","2014","higher vocational","Rural Area","18","","","","3"
"Paid","2014","inadequately","Urban Area","19","","","","3"
"Partly, partly","2014","in school","Urban Area","","","","","2"
"Partly, partly","2014","in school","Rural Area","1","","","","2"
"Partly, partly","2014","inadequately","Urban Area","8","","","","2"
"Partly, partly","2014","inadequately","Rural Area","2","","","","2"
"Partly, partly","2014","general elemantary","Urban Area","105","0.248804562505586","0.209802934790483","0.287806190220688","2"
"Partly, partly","2014","general elemantary","Rural Area","56","0.319039061278851","0.258801524743029","0.379276597814673","2"
"Partly, partly","2014","middle vocational","Urban Area","677","0.238578335508527","0.222558000110506","0.254598670906548","2"
"Partly, partly","2014","middle vocational","Rural Area","471","0.256572703998461","0.236867242158836","0.276278165838086","2"
"Partly, partly","2014","vocational + Abi","Urban Area","186","0.297632292992559","0.265190256014237","0.330074329970882","2"
"Partly, partly","2014","vocational + Abi","Rural Area","59","0.212413824864325","0.164072096267966","0.260755553460684","2"
"Partly, partly","2014","higher vocational","Urban Area","103","0.226146569422065","0.186652324595791","0.265640814248338","2"
"Partly, partly","2014","higher vocational","Rural Area","53","0.1650618957709","0.120532888255953","0.209590903285847","2"
"Partly, partly","2014","higher education","Urban Area","307","0.152434585557666","0.136871149621718","0.167998021493613","2"
"Partly, partly","2014","higher education","Rural Area","115","0.136523651588345","0.112065179558234","0.160982123618455","2"
"Acclaimed","2015","general elemantary","Urban Area","","","","","1"
"Acclaimed","2015","general elemantary","Rural Area","","","","","1"
"Acclaimed","2015","middle vocational","Urban Area","","","","","1"
"Acclaimed","2015","middle vocational","Rural Area","","","","","1"
"Acclaimed","2015","inadequately","Rural Area","","","","","1"
"Acclaimed","2015","in school","Urban Area","","","","","1"
"Acclaimed","2015","in school","Rural Area","","","","","1"
"Acclaimed","2015","vocational + Abi","Urban Area","","","","","1"
"Acclaimed","2015","higher education","Urban Area","","","","","1"
"Acclaimed","2015","higher vocational","Rural Area","","","","","1"
"Acclaimed","2015","higher education","Rural Area","","","","","1"
"Acclaimed","2015","vocational + Abi","Rural Area","","","","","1"
"Acclaimed","2015","higher vocational","Urban Area","","","","","1"
"Acclaimed","2015","inadequately","Urban Area","","","","","1"
"Not paid","2015","in school","Urban Area","","","","","4"
"Not paid","2015","in school","Rural Area","","","","","4"
"Not paid","2015","inadequately","Urban Area","","","","","4"
"Not paid","2015","inadequately","Rural Area","","","","","4"
"Not paid","2015","general elemantary","Urban Area","","","","","4"
"Not paid","2015","general elemantary","Rural Area","","","","","4"
"Not paid","2015","middle vocational","Urban Area","","","","","4"
"Not paid","2015","middle vocational","Rural Area","","","","","4"
"Not paid","2015","vocational + Abi","Urban Area","","","","","4"
"Not paid","2015","vocational + Abi","Rural Area","","","","","4"
"Not paid","2015","higher vocational","Urban Area","","","","","4"
"Not paid","2015","higher vocational","Rural Area","","","","","4"
"Not paid","2015","higher education","Urban Area","","","","","4"
"Not paid","2015","higher education","Rural Area","","","","","4"
"Paid","2015","middle vocational","Rural Area","","","","","3"
"Paid","2015","general elemantary","Urban Area","","","","","3"
"Paid","2015","general elemantary","Rural Area","","","","","3"
"Paid","2015","middle vocational","Urban Area","","","","","3"
"Paid","2015","higher education","Rural Area","","","","","3"
"Paid","2015","vocational + Abi","Urban Area","","","","","3"
"Paid","2015","inadequately","Rural Area","","","","","3"
"Paid","2015","higher education","Urban Area","","","","","3"
"Paid","2015","vocational + Abi","Rural Area","","","","","3"
"Paid","2015","in school","Urban Area","","","","","3"
"Paid","2015","in school","Rural Area","","","","","3"
"Paid","2015","inadequately","Urban Area","","","","","3"
"Paid","2015","higher vocational","Urban Area","","","","","3"
"Paid","2015","higher vocational","Rural Area","","","","","3"
"Partly, partly","2015","in school","Urban Area","","","","","2"
"Partly, partly","2015","middle vocational","Urban Area","","","","","2"
"Partly, partly","2015","middle vocational","Rural Area","","","","","2"
"Partly, partly","2015","vocational + Abi","Urban Area","","","","","2"
"Partly, partly","2015","vocational + Abi","Rural Area","","","","","2"
"Partly, partly","2015","higher vocational","Urban Area","","","","","2"
"Partly, partly","2015","higher vocational","Rural Area","","","","","2"
"Partly, partly","2015","higher education","Urban Area","","","","","2"
"Partly, partly","2015","higher education","Rural Area","","","","","2"
"Partly, partly","2015","in school","Rural Area","","","","","2"
"Partly, partly","2015","inadequately","Urban Area","","","","","2"
"Partly, partly","2015","inadequately","Rural Area","","","","","2"
"Partly, partly","2015","general elemantary","Urban Area","","","","","2"
