"plb0195_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Paid","1985","Schleswig-Holstein","Urban Area","34","0.431309614738374","0.315289956006763","0.547329273469986"
"Paid","1985","Schleswig-Holstein","Rural Area","32","0.44037501934554","0.325707154300755","0.555042884390325"
"Paid","1985","Hamburg","Urban Area","32","0.306787064643628","0.213061413171717","0.400512716115539"
"Paid","1985","Hamburg","Rural Area","1","","",""
"Paid","1985","Lower Saxony","Urban Area","66","0.33117096790681","0.263352821787089","0.398989114026532"
"Paid","1985","Lower Saxony","Rural Area","58","0.316064507052679","0.248143006194383","0.383986007910975"
"Paid","1985","Bremen","Urban Area","13","","",""
"Paid","1985","Bremen","Rural Area","","","",""
"Paid","1985","North Rhine-Westphalia","Urban Area","427","0.359200167348559","0.328945736466448","0.389454598230671"
"Paid","1985","North Rhine-Westphalia","Rural Area","6","","",""
"Paid","1985","Hesse","Urban Area","117","0.268064531795812","0.219832932814192","0.316296130777432"
"Paid","1985","Hesse","Rural Area","28","","",""
"Paid","1985","Rhineland-Palatinate,Saarland","Urban Area","79","0.390303585435523","0.318028742319331","0.462578428551715"
"Paid","1985","Rhineland-Palatinate,Saarland","Rural Area","10","","",""
"Paid","1985","Baden-Württemberg","Urban Area","268","0.366603992972695","0.327884838557497","0.405323147387894"
"Paid","1985","Baden-Württemberg","Rural Area","53","0.413242900515869","0.320374473338233","0.506111327693506"
"Paid","1985","Bavaria","Urban Area","118","0.261085709208201","0.216511642510678","0.305659775905725"
"Paid","1985","Bavaria","Rural Area","114","0.312580249402078","0.261791809624602","0.363368689179554"
"Paid","1985","Berlin","Urban Area","37","0.278123436220372","0.197618061698913","0.358628810741831"
"Paid","1985","Berlin","Rural Area","","","",""
"Paid","1985","Brandenburg","Urban Area","","","",""
"Paid","1985","Brandenburg","Rural Area","","","",""
"Paid","1985","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Paid","1985","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Paid","1985","Saxony","Urban Area","","","",""
"Paid","1985","Saxony","Rural Area","","","",""
"Paid","1985","Saxony-Anhalt","Urban Area","","","",""
"Paid","1985","Saxony-Anhalt","Rural Area","","","",""
"Paid","1985","Thuringia","Urban Area","","","",""
"Paid","1985","Thuringia","Rural Area","","","",""
"Not paid","1985","Schleswig-Holstein","Urban Area","7","","",""
"Not paid","1985","Schleswig-Holstein","Rural Area","17","","",""
"Not paid","1985","Hamburg","Urban Area","22","","",""
"Not paid","1985","Hamburg","Rural Area","1","","",""
"Not paid","1985","Lower Saxony","Urban Area","50","0.285115286405247","0.220058818070258","0.350171754740236"
"Not paid","1985","Lower Saxony","Rural Area","49","0.276818328638277","0.211455179963127","0.342181477313426"
"Not paid","1985","Bremen","Urban Area","4","","",""
"Not paid","1985","Bremen","Rural Area","","","",""
"Not paid","1985","North Rhine-Westphalia","Urban Area","231","0.27653725966211","0.248331068833461","0.304743450490759"
"Not paid","1985","North Rhine-Westphalia","Rural Area","11","","",""
"Not paid","1985","Hesse","Urban Area","85","0.298005121172435","0.248202245333466","0.347807997011404"
"Not paid","1985","Hesse","Rural Area","13","","",""
"Not paid","1985","Rhineland-Palatinate,Saarland","Urban Area","41","0.244784352129252","0.181081865903588","0.308486838354916"
"Not paid","1985","Rhineland-Palatinate,Saarland","Rural Area","11","","",""
"Not paid","1985","Baden-Württemberg","Urban Area","136","0.262631806986458","0.227272359599516","0.2979912543734"
"Not paid","1985","Baden-Württemberg","Rural Area","31","0.358293505148196","0.267861138095334","0.448725872201058"
"Not paid","1985","Bavaria","Urban Area","99","0.299251024644556","0.252778878002851","0.345723171286261"
"Not paid","1985","Bavaria","Rural Area","89","0.30546000180997","0.254993998987475","0.355926004632465"
"Not paid","1985","Berlin","Urban Area","24","","",""
"Not paid","1985","Berlin","Rural Area","","","",""
"Not paid","1985","Brandenburg","Urban Area","","","",""
"Not paid","1985","Brandenburg","Rural Area","","","",""
"Not paid","1985","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Not paid","1985","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Not paid","1985","Saxony","Urban Area","","","",""
"Not paid","1985","Saxony","Rural Area","","","",""
"Not paid","1985","Saxony-Anhalt","Urban Area","","","",""
"Not paid","1985","Saxony-Anhalt","Rural Area","","","",""
"Not paid","1985","Thuringia","Urban Area","","","",""
"Not paid","1985","Thuringia","Rural Area","","","",""
"Acclaimed","1986","Schleswig-Holstein","Urban Area","14","","",""
"Acclaimed","1986","Schleswig-Holstein","Rural Area","25","","",""
"Acclaimed","1986","Hamburg","Urban Area","24","","",""
"Acclaimed","1986","Hamburg","Rural Area","","","",""
"Acclaimed","1986","Lower Saxony","Urban Area","70","0.334926339178589","0.27078678319522","0.399065895161958"
"Acclaimed","1986","Lower Saxony","Rural Area","60","0.343896038053966","0.274114906716646","0.413677169391286"
"Acclaimed","1986","Bremen","Urban Area","5","","",""
"Acclaimed","1986","Bremen","Rural Area","","","",""
"Acclaimed","1986","North Rhine-Westphalia","Urban Area","205","0.271418572166598","0.242020931137099","0.300816213196098"
"Acclaimed","1986","North Rhine-Westphalia","Rural Area","7","","",""
"Acclaimed","1986","Hesse","Urban Area","82","0.329828672357665","0.276268821327318","0.383388523388013"
"Acclaimed","1986","Hesse","Rural Area","19","","",""
"Acclaimed","1986","Rhineland-Palatinate,Saarland","Urban Area","46","0.265448805681722","0.201989832386846","0.328907778976599"
"Acclaimed","1986","Rhineland-Palatinate,Saarland","Rural Area","7","","",""
"Acclaimed","1986","Baden-Württemberg","Urban Area","125","0.276920387190727","0.239891796434071","0.313948977947383"
"Acclaimed","1986","Baden-Württemberg","Rural Area","23","","",""
"Acclaimed","1986","Bavaria","Urban Area","125","0.36647143110009","0.316348428584401","0.416594433615778"
"Acclaimed","1986","Bavaria","Rural Area","94","0.388270669728467","0.32857057053416","0.447970768922773"
"Acclaimed","1986","Berlin","Urban Area","38","0.307350814435764","0.225139942584057","0.389561686287472"
"Acclaimed","1986","Berlin","Rural Area","","","",""
"Acclaimed","1986","Brandenburg","Urban Area","","","",""
"Acclaimed","1986","Brandenburg","Rural Area","","","",""
"Acclaimed","1986","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Acclaimed","1986","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Acclaimed","1986","Saxony","Urban Area","","","",""
"Acclaimed","1986","Saxony","Rural Area","","","",""
"Acclaimed","1986","Saxony-Anhalt","Urban Area","","","",""
"Acclaimed","1986","Saxony-Anhalt","Rural Area","","","",""
"Acclaimed","1986","Thuringia","Urban Area","","","",""
"Acclaimed","1986","Thuringia","Rural Area","","","",""
"Partly, partly","1986","Schleswig-Holstein","Urban Area","8","","",""
"Partly, partly","1986","Schleswig-Holstein","Rural Area","7","","",""
"Partly, partly","1986","Hamburg","Urban Area","18","","",""
"Partly, partly","1986","Hamburg","Rural Area","","","",""
"Partly, partly","1986","Lower Saxony","Urban Area","30","0.154533142415219","0.105411199567386","0.203655085263052"
"Partly, partly","1986","Lower Saxony","Rural Area","20","","",""
"Partly, partly","1986","Bremen","Urban Area","5","","",""
"Partly, partly","1986","Bremen","Rural Area","","","",""
"Partly, partly","1986","North Rhine-Westphalia","Urban Area","88","0.108368251867689","0.0878189321468253","0.128917571588552"
"Partly, partly","1986","North Rhine-Westphalia","Rural Area","","","",""
"Partly, partly","1986","Hesse","Urban Area","37","0.138807163932845","0.0994196671983597","0.178194660667331"
"Partly, partly","1986","Hesse","Rural Area","8","","",""
"Partly, partly","1986","Rhineland-Palatinate,Saarland","Urban Area","13","","",""
"Partly, partly","1986","Rhineland-Palatinate,Saarland","Rural Area","2","","",""
"Partly, partly","1986","Baden-Württemberg","Urban Area","58","0.116341865697079","0.0898094488268342","0.142874282567324"
"Partly, partly","1986","Baden-Württemberg","Rural Area","7","","",""
"Partly, partly","1986","Bavaria","Urban Area","49","0.137802539668839","0.101946204819865","0.173658874517813"
"Partly, partly","1986","Bavaria","Rural Area","27","","",""
"Partly, partly","1986","Berlin","Urban Area","18","","",""
"Partly, partly","1986","Berlin","Rural Area","","","",""
"Partly, partly","1986","Brandenburg","Urban Area","","","",""
"Partly, partly","1986","Brandenburg","Rural Area","","","",""
"Partly, partly","1986","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Partly, partly","1986","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Partly, partly","1986","Saxony","Urban Area","","","",""
"Partly, partly","1986","Saxony","Rural Area","","","",""
"Partly, partly","1986","Saxony-Anhalt","Urban Area","","","",""
"Partly, partly","1986","Saxony-Anhalt","Rural Area","","","",""
"Partly, partly","1986","Thuringia","Urban Area","","","",""
"Partly, partly","1986","Thuringia","Rural Area","","","",""
"Paid","1986","Schleswig-Holstein","Urban Area","31","0.455342959017801","0.332370264223659","0.578315653811943"
"Paid","1986","Schleswig-Holstein","Rural Area","26","","",""
"Paid","1986","Hamburg","Urban Area","23","","",""
"Paid","1986","Hamburg","Rural Area","1","","",""
"Paid","1986","Lower Saxony","Urban Area","74","0.335046219327092","0.270900967540931","0.399191471113254"
"Paid","1986","Lower Saxony","Rural Area","61","0.335920249284343","0.266535136152925","0.405305362415761"
"Paid","1986","Bremen","Urban Area","20","","",""
"Paid","1986","Bremen","Rural Area","","","",""
"Paid","1986","North Rhine-Westphalia","Urban Area","409","0.385005433440228","0.352837532537973","0.417173334342482"
"Paid","1986","North Rhine-Westphalia","Rural Area","6","","",""
"Paid","1986","Hesse","Urban Area","121","0.324333931241631","0.27100480312636","0.377663059356902"
"Paid","1986","Hesse","Rural Area","24","","",""
"Paid","1986","Rhineland-Palatinate,Saarland","Urban Area","94","0.478121563843988","0.406334620652894","0.549908507035081"
"Paid","1986","Rhineland-Palatinate,Saarland","Rural Area","15","","",""
"Paid","1986","Baden-Württemberg","Urban Area","283","0.401221349175498","0.360661920292692","0.441780778058303"
"Paid","1986","Baden-Württemberg","Rural Area","63","0.462986535952936","0.374506570639187","0.551466501266686"
"Paid","1986","Bavaria","Urban Area","109","0.256463151151306","0.211037867296369","0.301888435006243"
"Paid","1986","Bavaria","Rural Area","94","0.364202013135908","0.305255400475543","0.423148625796272"
"Paid","1986","Berlin","Urban Area","44","0.362518892058459","0.276863563114005","0.448174221002913"
"Paid","1986","Berlin","Rural Area","","","",""
"Paid","1986","Brandenburg","Urban Area","","","",""
"Paid","1986","Brandenburg","Rural Area","","","",""
"Paid","1986","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Paid","1986","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Paid","1986","Saxony","Urban Area","","","",""
"Paid","1986","Saxony","Rural Area","","","",""
"Paid","1986","Saxony-Anhalt","Urban Area","","","",""
"Paid","1986","Saxony-Anhalt","Rural Area","","","",""
"Paid","1986","Thuringia","Urban Area","","","",""
"Paid","1986","Thuringia","Rural Area","","","",""
"Not paid","1986","Schleswig-Holstein","Urban Area","10","","",""
"Not paid","1986","Schleswig-Holstein","Rural Area","10","","",""
"Not paid","1986","Hamburg","Urban Area","21","","",""
"Not paid","1986","Hamburg","Rural Area","1","","",""
"Not paid","1986","Lower Saxony","Urban Area","34","0.175494299079099","0.123799748803709","0.22718884935449"
"Not paid","1986","Lower Saxony","Rural Area","37","0.192758363477947","0.134809291924172","0.250707435031721"
"Not paid","1986","Bremen","Urban Area","3","","",""
"Not paid","1986","Bremen","Rural Area","","","",""
"Not paid","1986","North Rhine-Westphalia","Urban Area","177","0.235207742525485","0.207169473295264","0.263246011755707"
"Not paid","1986","North Rhine-Westphalia","Rural Area","3","","",""
"Not paid","1986","Hesse","Urban Area","56","0.207030232467859","0.16087218437463","0.253188280561087"
"Not paid","1986","Hesse","Rural Area","7","","",""
"Not paid","1986","Rhineland-Palatinate,Saarland","Urban Area","33","0.17384954568677","0.119385741585857","0.228313349787683"
"Not paid","1986","Rhineland-Palatinate,Saarland","Rural Area","11","","",""
"Not paid","1986","Baden-Württemberg","Urban Area","95","0.205516397936696","0.172079008056977","0.238953787816416"
"Not paid","1986","Baden-Württemberg","Rural Area","29","","",""
"Not paid","1986","Bavaria","Urban Area","72","0.239262878079765","0.194882716370953","0.283643039788577"
"Not paid","1986","Bavaria","Rural Area","41","0.147454619355162","0.104021996943794","0.190887241766529"
"Not paid","1986","Berlin","Urban Area","21","","",""
"Not paid","1986","Berlin","Rural Area","","","",""
"Not paid","1986","Brandenburg","Urban Area","","","",""
"Not paid","1986","Brandenburg","Rural Area","","","",""
"Not paid","1986","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Not paid","1986","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Not paid","1986","Saxony","Urban Area","","","",""
"Not paid","1986","Saxony","Rural Area","","","",""
"Not paid","1986","Saxony-Anhalt","Urban Area","","","",""
"Not paid","1986","Saxony-Anhalt","Rural Area","","","",""
"Not paid","1986","Thuringia","Urban Area","","","",""
"Not paid","1986","Thuringia","Rural Area","","","",""
"Acclaimed","1987","Schleswig-Holstein","Urban Area","","","",""
"Acclaimed","1987","Schleswig-Holstein","Rural Area","","","",""
"Acclaimed","1987","Hamburg","Urban Area","","","",""
"Acclaimed","1987","Hamburg","Rural Area","","","",""
"Acclaimed","1987","Lower Saxony","Urban Area","","","",""
"Acclaimed","1987","Lower Saxony","Rural Area","","","",""
"Acclaimed","1987","Bremen","Urban Area","","","",""
"Acclaimed","1987","Bremen","Rural Area","","","",""
"Acclaimed","1987","North Rhine-Westphalia","Urban Area","","","",""
"Acclaimed","1987","North Rhine-Westphalia","Rural Area","","","",""
"Acclaimed","1987","Hesse","Urban Area","","","",""
"Acclaimed","1987","Hesse","Rural Area","","","",""
"Acclaimed","1987","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Acclaimed","1987","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Acclaimed","1987","Baden-Württemberg","Urban Area","","","",""
"Acclaimed","1987","Baden-Württemberg","Rural Area","","","",""
"Acclaimed","1987","Bavaria","Urban Area","","","",""
"Acclaimed","1987","Bavaria","Rural Area","","","",""
"Acclaimed","1987","Berlin","Urban Area","","","",""
"Acclaimed","1987","Berlin","Rural Area","","","",""
"Acclaimed","1987","Brandenburg","Urban Area","","","",""
"Acclaimed","1987","Brandenburg","Rural Area","","","",""
"Acclaimed","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Acclaimed","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Acclaimed","1987","Saxony","Urban Area","","","",""
"Acclaimed","1987","Saxony","Rural Area","","","",""
"Acclaimed","1987","Saxony-Anhalt","Urban Area","","","",""
"Acclaimed","1987","Saxony-Anhalt","Rural Area","","","",""
"Acclaimed","1987","Thuringia","Urban Area","","","",""
"Acclaimed","1987","Thuringia","Rural Area","","","",""
"Partly, partly","1987","Schleswig-Holstein","Urban Area","","","",""
"Partly, partly","1987","Schleswig-Holstein","Rural Area","","","",""
"Partly, partly","1987","Hamburg","Urban Area","","","",""
"Partly, partly","1987","Hamburg","Rural Area","","","",""
"Partly, partly","1987","Lower Saxony","Urban Area","","","",""
"Partly, partly","1987","Lower Saxony","Rural Area","","","",""
"Partly, partly","1987","Bremen","Urban Area","","","",""
"Partly, partly","1987","Bremen","Rural Area","","","",""
"Partly, partly","1987","North Rhine-Westphalia","Urban Area","","","",""
"Partly, partly","1987","North Rhine-Westphalia","Rural Area","","","",""
"Partly, partly","1987","Hesse","Urban Area","","","",""
"Partly, partly","1987","Hesse","Rural Area","","","",""
"Partly, partly","1987","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Partly, partly","1987","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Partly, partly","1987","Baden-Württemberg","Urban Area","","","",""
"Partly, partly","1987","Baden-Württemberg","Rural Area","","","",""
"Partly, partly","1987","Bavaria","Urban Area","","","",""
"Partly, partly","1987","Bavaria","Rural Area","","","",""
"Partly, partly","1987","Berlin","Urban Area","","","",""
"Partly, partly","1987","Berlin","Rural Area","","","",""
"Partly, partly","1987","Brandenburg","Urban Area","","","",""
"Partly, partly","1987","Brandenburg","Rural Area","","","",""
"Partly, partly","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Partly, partly","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Partly, partly","1987","Saxony","Urban Area","","","",""
"Partly, partly","1987","Saxony","Rural Area","","","",""
"Partly, partly","1987","Saxony-Anhalt","Urban Area","","","",""
"Partly, partly","1987","Saxony-Anhalt","Rural Area","","","",""
"Partly, partly","1987","Thuringia","Urban Area","","","",""
"Partly, partly","1987","Thuringia","Rural Area","","","",""
"Paid","1987","Schleswig-Holstein","Urban Area","","","",""
"Paid","1987","Schleswig-Holstein","Rural Area","","","",""
"Paid","1987","Hamburg","Urban Area","","","",""
"Paid","1987","Hamburg","Rural Area","","","",""
"Paid","1987","Lower Saxony","Urban Area","","","",""
"Paid","1987","Lower Saxony","Rural Area","","","",""
"Paid","1987","Bremen","Urban Area","","","",""
"Paid","1987","Bremen","Rural Area","","","",""
"Paid","1987","North Rhine-Westphalia","Urban Area","","","",""
"Paid","1987","North Rhine-Westphalia","Rural Area","","","",""
"Paid","1987","Hesse","Urban Area","","","",""
"Paid","1987","Hesse","Rural Area","","","",""
"Paid","1987","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Paid","1987","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Paid","1987","Baden-Württemberg","Urban Area","","","",""
"Paid","1987","Baden-Württemberg","Rural Area","","","",""
"Paid","1987","Bavaria","Urban Area","","","",""
"Paid","1987","Bavaria","Rural Area","","","",""
"Paid","1987","Berlin","Urban Area","","","",""
"Paid","1987","Berlin","Rural Area","","","",""
"Paid","1987","Brandenburg","Urban Area","","","",""
"Paid","1987","Brandenburg","Rural Area","","","",""
"Paid","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Paid","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Paid","1987","Saxony","Urban Area","","","",""
"Paid","1987","Saxony","Rural Area","","","",""
"Paid","1987","Saxony-Anhalt","Urban Area","","","",""
"Paid","1987","Saxony-Anhalt","Rural Area","","","",""
"Paid","1987","Thuringia","Urban Area","","","",""
"Paid","1987","Thuringia","Rural Area","","","",""
"Not paid","1987","Schleswig-Holstein","Urban Area","","","",""
"Not paid","1987","Schleswig-Holstein","Rural Area","","","",""
"Not paid","1987","Hamburg","Urban Area","","","",""
"Not paid","1987","Hamburg","Rural Area","","","",""
"Not paid","1987","Lower Saxony","Urban Area","","","",""
"Not paid","1987","Lower Saxony","Rural Area","","","",""
"Not paid","1987","Bremen","Urban Area","","","",""
"Not paid","1987","Bremen","Rural Area","","","",""
"Not paid","1987","North Rhine-Westphalia","Urban Area","","","",""
"Not paid","1987","North Rhine-Westphalia","Rural Area","","","",""
"Not paid","1987","Hesse","Urban Area","","","",""
"Not paid","1987","Hesse","Rural Area","","","",""
"Not paid","1987","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Not paid","1987","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Not paid","1987","Baden-Württemberg","Urban Area","","","",""
"Not paid","1987","Baden-Württemberg","Rural Area","","","",""
"Not paid","1987","Bavaria","Urban Area","","","",""
"Not paid","1987","Bavaria","Rural Area","","","",""
"Not paid","1987","Berlin","Urban Area","","","",""
"Not paid","1987","Berlin","Rural Area","","","",""
"Not paid","1987","Brandenburg","Urban Area","","","",""
"Not paid","1987","Brandenburg","Rural Area","","","",""
"Not paid","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Not paid","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Not paid","1987","Saxony","Urban Area","","","",""
"Not paid","1987","Saxony","Rural Area","","","",""
"Not paid","1987","Saxony-Anhalt","Urban Area","","","",""
"Not paid","1987","Saxony-Anhalt","Rural Area","","","",""
"Not paid","1987","Thuringia","Urban Area","","","",""
"Not paid","1987","Thuringia","Rural Area","","","",""
"Acclaimed","1988","Schleswig-Holstein","Urban Area","21","","",""
"Acclaimed","1988","Schleswig-Holstein","Rural Area","23","","",""
"Acclaimed","1988","Hamburg","Urban Area","21","","",""
"Acclaimed","1988","Hamburg","Rural Area","","","",""
"Acclaimed","1988","Lower Saxony","Urban Area","68","0.341194219744027","0.277523783965811","0.404864655522244"
"Acclaimed","1988","Lower Saxony","Rural Area","64","0.401494297825598","0.326698025191765","0.476290570459431"
"Acclaimed","1988","Bremen","Urban Area","8","","",""
"Acclaimed","1988","Bremen","Rural Area","","","",""
"Acclaimed","1988","North Rhine-Westphalia","Urban Area","241","0.313321024879892","0.282881539334008","0.343760510425776"
"Acclaimed","1988","North Rhine-Westphalia","Rural Area","9","","",""
"Acclaimed","1988","Hesse","Urban Area","82","0.330607532824971","0.273535332011703","0.387679733638238"
"Acclaimed","1988","Hesse","Rural Area","19","","",""
"Acclaimed","1988","Rhineland-Palatinate,Saarland","Urban Area","46","0.234743728020399","0.174477815322666","0.295009640718133"
"Acclaimed","1988","Rhineland-Palatinate,Saarland","Rural Area","7","","",""
"Acclaimed","1988","Baden-Württemberg","Urban Area","130","0.285998194642116","0.249158546583273","0.32283784270096"
"Acclaimed","1988","Baden-Württemberg","Rural Area","22","","",""
"Acclaimed","1988","Bavaria","Urban Area","118","0.354137663897767","0.30374514350568","0.404530184289854"
"Acclaimed","1988","Bavaria","Rural Area","94","0.367315388048833","0.31033899643586","0.424291779661806"
"Acclaimed","1988","Berlin","Urban Area","48","0.410356051612076","0.323070267081207","0.497641836142945"
"Acclaimed","1988","Berlin","Rural Area","","","",""
"Acclaimed","1988","Brandenburg","Urban Area","","","",""
"Acclaimed","1988","Brandenburg","Rural Area","","","",""
"Acclaimed","1988","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Acclaimed","1988","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Acclaimed","1988","Saxony","Urban Area","","","",""
"Acclaimed","1988","Saxony","Rural Area","","","",""
"Acclaimed","1988","Saxony-Anhalt","Urban Area","","","",""
"Acclaimed","1988","Saxony-Anhalt","Rural Area","","","",""
"Acclaimed","1988","Thuringia","Urban Area","","","",""
"Acclaimed","1988","Thuringia","Rural Area","","","",""
"Partly, partly","1988","Schleswig-Holstein","Urban Area","7","","",""
"Partly, partly","1988","Schleswig-Holstein","Rural Area","8","","",""
"Partly, partly","1988","Hamburg","Urban Area","10","","",""
"Partly, partly","1988","Hamburg","Rural Area","","","",""
"Partly, partly","1988","Lower Saxony","Urban Area","31","0.118796933080327","0.0753460203463334","0.16224784581432"
"Partly, partly","1988","Lower Saxony","Rural Area","24","","",""
"Partly, partly","1988","Bremen","Urban Area","5","","",""
"Partly, partly","1988","Bremen","Rural Area","","","",""
"Partly, partly","1988","North Rhine-Westphalia","Urban Area","78","0.0946567785137288","0.0754458590692514","0.113867697958206"
"Partly, partly","1988","North Rhine-Westphalia","Rural Area","1","","",""
"Partly, partly","1988","Hesse","Urban Area","34","0.134224320667515","0.0928675960984817","0.175581045236547"
"Partly, partly","1988","Hesse","Rural Area","8","","",""
"Partly, partly","1988","Rhineland-Palatinate,Saarland","Urban Area","26","","",""
"Partly, partly","1988","Rhineland-Palatinate,Saarland","Rural Area","2","","",""
"Partly, partly","1988","Baden-Württemberg","Urban Area","74","0.145544918687669","0.116795616083123","0.174294221292215"
"Partly, partly","1988","Baden-Württemberg","Rural Area","7","","",""
