"plb0195_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Not paid","1994","Schleswig-Holstein","Rural Area","12","","",""
"Not paid","1994","Hamburg","Urban Area","6","","",""
"Not paid","1994","Hamburg","Rural Area","","","",""
"Not paid","1994","Lower Saxony","Urban Area","27","","",""
"Not paid","1994","Lower Saxony","Rural Area","18","","",""
"Not paid","1994","Bremen","Urban Area","3","","",""
"Not paid","1994","Bremen","Rural Area","","","",""
"Not paid","1994","North Rhine-Westphalia","Urban Area","160","0.197362031557904","0.171685350061226","0.223038713054582"
"Not paid","1994","North Rhine-Westphalia","Rural Area","1","","",""
"Not paid","1994","Hesse","Urban Area","44","0.170926174908962","0.127449858965551","0.214402490852372"
"Not paid","1994","Hesse","Rural Area","4","","",""
"Not paid","1994","Rhineland-Palatinate,Saarland","Urban Area","25","","",""
"Not paid","1994","Rhineland-Palatinate,Saarland","Rural Area","4","","",""
"Not paid","1994","Baden-Württemberg","Urban Area","58","0.124156747943511","0.0974119066020476","0.150901589284975"
"Not paid","1994","Baden-Württemberg","Rural Area","9","","",""
"Not paid","1994","Bavaria","Urban Area","46","0.180633053366142","0.140557060388798","0.220709046343485"
"Not paid","1994","Bavaria","Rural Area","39","0.136825878198745","0.0980663976995608","0.175585358697929"
"Not paid","1994","Berlin","Urban Area","32","0.144450025492406","0.0999742045696191","0.188925846415193"
"Not paid","1994","Berlin","Rural Area","","","",""
"Not paid","1994","Brandenburg","Urban Area","16","","",""
"Not paid","1994","Brandenburg","Rural Area","32","0.144939524888926","0.0987346826143106","0.191144367163541"
"Not paid","1994","Mecklenburg-Western Pomerania","Urban Area","7","","",""
"Not paid","1994","Mecklenburg-Western Pomerania","Rural Area","29","","",""
"Not paid","1994","Saxony","Urban Area","54","0.229147415071228","0.177562686633401","0.280732143509056"
"Not paid","1994","Saxony","Rural Area","39","0.180836621995764","0.130321184738748","0.231352059252781"
"Not paid","1994","Saxony-Anhalt","Urban Area","23","","",""
"Not paid","1994","Saxony-Anhalt","Rural Area","45","0.192366348653841","0.139923052745085","0.244809644562597"
"Not paid","1994","Thuringia","Urban Area","28","","",""
"Not paid","1994","Thuringia","Rural Area","33","0.154574919709862","0.102055553616733","0.207094285802991"
"Acclaimed","1995","Schleswig-Holstein","Urban Area","21","","",""
"Acclaimed","1995","Schleswig-Holstein","Rural Area","22","","",""
"Acclaimed","1995","Hamburg","Urban Area","32","0.620743415951331","0.493663563195302","0.74782326870736"
"Acclaimed","1995","Hamburg","Rural Area","","","",""
"Acclaimed","1995","Lower Saxony","Urban Area","92","0.40790175564365","0.345465868569938","0.470337642717361"
"Acclaimed","1995","Lower Saxony","Rural Area","77","0.372159246531236","0.306150172735297","0.438168320327176"
"Acclaimed","1995","Bremen","Urban Area","7","","",""
"Acclaimed","1995","Bremen","Rural Area","","","",""
"Acclaimed","1995","North Rhine-Westphalia","Urban Area","311","0.329577918567301","0.300773210204439","0.358382626930164"
"Acclaimed","1995","North Rhine-Westphalia","Rural Area","11","","",""
"Acclaimed","1995","Hesse","Urban Area","126","0.423646610753523","0.368728676811463","0.478564544695582"
"Acclaimed","1995","Hesse","Rural Area","25","","",""
"Acclaimed","1995","Rhineland-Palatinate,Saarland","Urban Area","58","0.318923253284383","0.254968308760819","0.382878197807948"
"Acclaimed","1995","Rhineland-Palatinate,Saarland","Rural Area","21","","",""
"Acclaimed","1995","Baden-Württemberg","Urban Area","215","0.343281425615053","0.306947612852323","0.379615238377784"
"Acclaimed","1995","Baden-Württemberg","Rural Area","21","","",""
"Acclaimed","1995","Bavaria","Urban Area","137","0.395293224273156","0.344647978827749","0.445938469718563"
"Acclaimed","1995","Bavaria","Rural Area","145","0.401809591244977","0.350810341548843","0.452808840941111"
"Acclaimed","1995","Berlin","Urban Area","109","0.43694486038669","0.374192328746228","0.499697392027151"
"Acclaimed","1995","Berlin","Rural Area","","","",""
"Acclaimed","1995","Brandenburg","Urban Area","4","","",""
"Acclaimed","1995","Brandenburg","Rural Area","94","0.366579649165596","0.305231127780091","0.427928170551101"
"Acclaimed","1995","Mecklenburg-Western Pomerania","Urban Area","8","","",""
"Acclaimed","1995","Mecklenburg-Western Pomerania","Rural Area","70","0.402911701568107","0.329396990250858","0.476426412885355"
"Acclaimed","1995","Saxony","Urban Area","121","0.437177467831015","0.377341716230182","0.497013219431848"
"Acclaimed","1995","Saxony","Rural Area","86","0.345212522874735","0.283768785200998","0.406656260548472"
"Acclaimed","1995","Saxony-Anhalt","Urban Area","34","0.444460105668647","0.336247065075512","0.552673146261783"
"Acclaimed","1995","Saxony-Anhalt","Rural Area","82","0.343978539428913","0.280774778519732","0.407182300338094"
"Acclaimed","1995","Thuringia","Urban Area","36","0.311231049560178","0.220935646015348","0.401526453105007"
"Acclaimed","1995","Thuringia","Rural Area","85","0.462874683594167","0.392345801202107","0.533403565986228"
"Partly, partly","1995","Schleswig-Holstein","Urban Area","12","","",""
"Partly, partly","1995","Schleswig-Holstein","Rural Area","12","","",""
"Partly, partly","1995","Hamburg","Urban Area","8","","",""
"Partly, partly","1995","Hamburg","Rural Area","","","",""
"Partly, partly","1995","Lower Saxony","Urban Area","38","0.16328014703696","0.116321417271249","0.21023887680267"
"Partly, partly","1995","Lower Saxony","Rural Area","30","0.158527247640972","0.108651838722211","0.208402656559732"
"Partly, partly","1995","Bremen","Urban Area","6","","",""
"Partly, partly","1995","Bremen","Rural Area","","","",""
"Partly, partly","1995","North Rhine-Westphalia","Urban Area","145","0.129371555338863","0.108805732046915","0.149937378630811"
"Partly, partly","1995","North Rhine-Westphalia","Rural Area","5","","",""
"Partly, partly","1995","Hesse","Urban Area","61","0.228811596701313","0.182125543833022","0.275497649569605"
"Partly, partly","1995","Hesse","Rural Area","14","","",""
"Partly, partly","1995","Rhineland-Palatinate,Saarland","Urban Area","37","0.181785277324231","0.128862088313818","0.234708466334644"
"Partly, partly","1995","Rhineland-Palatinate,Saarland","Rural Area","6","","",""
"Partly, partly","1995","Baden-Württemberg","Urban Area","133","0.201614642677225","0.17091286742546","0.23231641792899"
"Partly, partly","1995","Baden-Württemberg","Rural Area","14","","",""
"Partly, partly","1995","Bavaria","Urban Area","73","0.194471936121167","0.153472735950523","0.235471136291812"
"Partly, partly","1995","Bavaria","Rural Area","56","0.152241418015166","0.114870271472963","0.18961256455737"
"Partly, partly","1995","Berlin","Urban Area","50","0.225867587505055","0.17296498315509","0.278770191855021"
"Partly, partly","1995","Berlin","Rural Area","","","",""
"Partly, partly","1995","Brandenburg","Urban Area","3","","",""
"Partly, partly","1995","Brandenburg","Rural Area","52","0.226427525150722","0.173144480606008","0.279710569695435"
"Partly, partly","1995","Mecklenburg-Western Pomerania","Urban Area","3","","",""
"Partly, partly","1995","Mecklenburg-Western Pomerania","Rural Area","34","0.193599746503735","0.134378471158849","0.252821021848621"
"Partly, partly","1995","Saxony","Urban Area","40","0.148401105476662","0.105518393790146","0.191283817163178"
"Partly, partly","1995","Saxony","Rural Area","53","0.199104272848011","0.147496816788156","0.250711728907866"
"Partly, partly","1995","Saxony-Anhalt","Urban Area","16","","",""
"Partly, partly","1995","Saxony-Anhalt","Rural Area","49","0.251111461874059","0.193413551583826","0.308809372164293"
"Partly, partly","1995","Thuringia","Urban Area","14","","",""
"Partly, partly","1995","Thuringia","Rural Area","30","0.146640793338053","0.0966038448160882","0.196677741860018"
"Paid","1995","Schleswig-Holstein","Urban Area","17","","",""
"Paid","1995","Schleswig-Holstein","Rural Area","17","","",""
"Paid","1995","Hamburg","Urban Area","11","","",""
"Paid","1995","Hamburg","Rural Area","","","",""
"Paid","1995","Lower Saxony","Urban Area","80","0.305111689976191","0.246612946326354","0.363610433626028"
"Paid","1995","Lower Saxony","Rural Area","70","0.321626190325533","0.257840285522949","0.385412095128116"
"Paid","1995","Bremen","Urban Area","11","","",""
"Paid","1995","Bremen","Rural Area","","","",""
"Paid","1995","North Rhine-Westphalia","Urban Area","403","0.346821569457972","0.317655410311505","0.37598772860444"
"Paid","1995","North Rhine-Westphalia","Rural Area","6","","",""
"Paid","1995","Hesse","Urban Area","79","0.198417005709213","0.154093756502955","0.242740254915471"
"Paid","1995","Hesse","Rural Area","15","","",""
"Paid","1995","Rhineland-Palatinate,Saarland","Urban Area","89","0.394420534320905","0.327355162600171","0.46148590604164"
"Paid","1995","Rhineland-Palatinate,Saarland","Rural Area","20","","",""
"Paid","1995","Baden-Württemberg","Urban Area","227","0.278612348429349","0.244305509478187","0.312919187380511"
"Paid","1995","Baden-Württemberg","Rural Area","35","0.306682696442629","0.206263616551697","0.407101776333561"
"Paid","1995","Bavaria","Urban Area","89","0.204217563008719","0.162458543080597","0.245976582936841"
"Paid","1995","Bavaria","Rural Area","111","0.320503683005504","0.271958741703746","0.369048624307263"
"Paid","1995","Berlin","Urban Area","53","0.20543889715802","0.15432400392386","0.25655379039218"
"Paid","1995","Berlin","Rural Area","","","",""
"Paid","1995","Brandenburg","Urban Area","1","","",""
"Paid","1995","Brandenburg","Rural Area","58","0.250838584776576","0.195648788667315","0.306028380885838"
"Paid","1995","Mecklenburg-Western Pomerania","Urban Area","4","","",""
"Paid","1995","Mecklenburg-Western Pomerania","Rural Area","40","0.265976722895872","0.199750990884089","0.332202454907655"
"Paid","1995","Saxony","Urban Area","53","0.203412239656953","0.154855280342932","0.251969198970973"
"Paid","1995","Saxony","Rural Area","53","0.254161008579615","0.197893047603782","0.310428969555447"
"Paid","1995","Saxony-Anhalt","Urban Area","15","","",""
"Paid","1995","Saxony-Anhalt","Rural Area","52","0.250162616520585","0.192537346460948","0.307787886580222"
"Paid","1995","Thuringia","Urban Area","23","","",""
"Paid","1995","Thuringia","Rural Area","48","0.264298664370244","0.201925793628213","0.326671535112274"
"Not paid","1995","Schleswig-Holstein","Urban Area","6","","",""
"Not paid","1995","Schleswig-Holstein","Rural Area","14","","",""
"Not paid","1995","Hamburg","Urban Area","5","","",""
"Not paid","1995","Hamburg","Rural Area","","","",""
"Not paid","1995","Lower Saxony","Urban Area","28","","",""
"Not paid","1995","Lower Saxony","Rural Area","29","","",""
"Not paid","1995","Bremen","Urban Area","4","","",""
"Not paid","1995","Bremen","Rural Area","","","",""
"Not paid","1995","North Rhine-Westphalia","Urban Area","164","0.194228956635863","0.169986697408595","0.218471215863132"
"Not paid","1995","North Rhine-Westphalia","Rural Area","3","","",""
"Not paid","1995","Hesse","Urban Area","45","0.149124786835951","0.109535675729572","0.18871389794233"
"Not paid","1995","Hesse","Rural Area","2","","",""
"Not paid","1995","Rhineland-Palatinate,Saarland","Urban Area","20","","",""
"Not paid","1995","Rhineland-Palatinate,Saarland","Rural Area","11","","",""
"Not paid","1995","Baden-Württemberg","Urban Area","81","0.176491583278373","0.14731783764436","0.205665328912387"
"Not paid","1995","Baden-Württemberg","Rural Area","11","","",""
"Not paid","1995","Bavaria","Urban Area","59","0.206017276596958","0.164122109698104","0.247912443495812"
"Not paid","1995","Bavaria","Rural Area","43","0.125445307734353","0.0909901206619444","0.159900494806761"
"Not paid","1995","Berlin","Urban Area","28","","",""
"Not paid","1995","Berlin","Rural Area","","","",""
"Not paid","1995","Brandenburg","Urban Area","5","","",""
"Not paid","1995","Brandenburg","Rural Area","33","0.156154240907106","0.109939305985588","0.202369175828624"
"Not paid","1995","Mecklenburg-Western Pomerania","Urban Area","6","","",""
"Not paid","1995","Mecklenburg-Western Pomerania","Rural Area","27","","",""
"Not paid","1995","Saxony","Urban Area","50","0.21100918703537","0.161790187361012","0.260228186709729"
"Not paid","1995","Saxony","Rural Area","38","0.20152219569764","0.149680757613791","0.253363633781489"
"Not paid","1995","Saxony-Anhalt","Urban Area","16","","",""
"Not paid","1995","Saxony-Anhalt","Rural Area","34","0.154747382176442","0.106627656614603","0.202867107738282"
"Not paid","1995","Thuringia","Urban Area","28","","",""
"Not paid","1995","Thuringia","Rural Area","29","","",""
"Acclaimed","1996","Schleswig-Holstein","Urban Area","27","","",""
"Acclaimed","1996","Schleswig-Holstein","Rural Area","31","0.439156123402337","0.322896333538319","0.555415913266354"
"Acclaimed","1996","Hamburg","Urban Area","27","","",""
"Acclaimed","1996","Hamburg","Rural Area","","","",""
"Acclaimed","1996","Lower Saxony","Urban Area","99","0.453163839772861","0.391944665251287","0.514383014294435"
"Acclaimed","1996","Lower Saxony","Rural Area","76","0.361871546068899","0.295766997300727","0.427976094837071"
"Acclaimed","1996","Bremen","Urban Area","11","","",""
"Acclaimed","1996","Bremen","Rural Area","","","",""
"Acclaimed","1996","North Rhine-Westphalia","Urban Area","352","0.385900144086654","0.355057678400082","0.416742609773226"
"Acclaimed","1996","North Rhine-Westphalia","Rural Area","11","","",""
"Acclaimed","1996","Hesse","Urban Area","136","0.496574032111309","0.439996073594232","0.553151990628387"
"Acclaimed","1996","Hesse","Rural Area","30","0.503266920274362","0.375686855271997","0.630846985276727"
"Acclaimed","1996","Rhineland-Palatinate,Saarland","Urban Area","66","0.298040878796631","0.235579968501954","0.360501789091308"
"Acclaimed","1996","Rhineland-Palatinate,Saarland","Rural Area","25","","",""
"Acclaimed","1996","Baden-Württemberg","Urban Area","252","0.422258541370863","0.382737493215229","0.461779589526496"
"Acclaimed","1996","Baden-Württemberg","Rural Area","22","","",""
"Acclaimed","1996","Bavaria","Urban Area","156","0.423490941565411","0.371725586260602","0.47525629687022"
"Acclaimed","1996","Bavaria","Rural Area","150","0.494113387902343","0.441203001311127","0.547023774493559"
"Acclaimed","1996","Berlin","Urban Area","122","0.511378614723579","0.447331778880834","0.575425450566324"
"Acclaimed","1996","Berlin","Rural Area","","","",""
"Acclaimed","1996","Brandenburg","Urban Area","6","","",""
"Acclaimed","1996","Brandenburg","Rural Area","96","0.389116401058179","0.32483712823067","0.453395673885687"
"Acclaimed","1996","Mecklenburg-Western Pomerania","Urban Area","7","","",""
"Acclaimed","1996","Mecklenburg-Western Pomerania","Rural Area","68","0.455004232465107","0.374229422277278","0.535779042652936"
"Acclaimed","1996","Saxony","Urban Area","104","0.401074068119891","0.341035965535191","0.461112170704591"
"Acclaimed","1996","Saxony","Rural Area","93","0.375908020018598","0.313582028657771","0.438234011379424"
"Acclaimed","1996","Saxony-Anhalt","Urban Area","36","0.400949775610473","0.297369879671935","0.50452967154901"
"Acclaimed","1996","Saxony-Anhalt","Rural Area","86","0.419325517299044","0.350593749779672","0.488057284818416"
"Acclaimed","1996","Thuringia","Urban Area","43","0.423599495618793","0.323709025409295","0.52348996582829"
"Acclaimed","1996","Thuringia","Rural Area","80","0.412088318950174","0.343355180537715","0.480821457362633"
"Partly, partly","1996","Schleswig-Holstein","Urban Area","9","","",""
"Partly, partly","1996","Schleswig-Holstein","Rural Area","12","","",""
"Partly, partly","1996","Hamburg","Urban Area","14","","",""
"Partly, partly","1996","Hamburg","Rural Area","","","",""
"Partly, partly","1996","Lower Saxony","Urban Area","38","0.13346135718113","0.0916395333317393","0.175283181030521"
"Partly, partly","1996","Lower Saxony","Rural Area","39","0.184752440884861","0.131364899869883","0.23813998189984"
"Partly, partly","1996","Bremen","Urban Area","4","","",""
"Partly, partly","1996","Bremen","Rural Area","","","",""
"Partly, partly","1996","North Rhine-Westphalia","Urban Area","147","0.146921715105005","0.124491700289762","0.169351729920248"
"Partly, partly","1996","North Rhine-Westphalia","Rural Area","10","","",""
"Partly, partly","1996","Hesse","Urban Area","44","0.128632565871292","0.0907478885568486","0.166517243185736"
"Partly, partly","1996","Hesse","Rural Area","9","","",""
"Partly, partly","1996","Rhineland-Palatinate,Saarland","Urban Area","40","0.214035691637839","0.158026540151995","0.270044843123683"
"Partly, partly","1996","Rhineland-Palatinate,Saarland","Rural Area","3","","",""
"Partly, partly","1996","Baden-Württemberg","Urban Area","104","0.205401245742356","0.173075545426595","0.237726946058118"
"Partly, partly","1996","Baden-Württemberg","Rural Area","13","","",""
"Partly, partly","1996","Bavaria","Urban Area","63","0.189916768320761","0.148824459251313","0.23100907739021"
"Partly, partly","1996","Bavaria","Rural Area","50","0.134136669144156","0.0980705457863357","0.170202792501977"
"Partly, partly","1996","Berlin","Urban Area","37","0.147720511921413","0.102258193183568","0.193182830659258"
"Partly, partly","1996","Berlin","Rural Area","","","",""
"Partly, partly","1996","Brandenburg","Urban Area","2","","",""
"Partly, partly","1996","Brandenburg","Rural Area","41","0.18200139974793","0.131130947514706","0.232871851981154"
"Partly, partly","1996","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"Partly, partly","1996","Mecklenburg-Western Pomerania","Rural Area","25","","",""
"Partly, partly","1996","Saxony","Urban Area","53","0.200338114196232","0.151307978246183","0.24936825014628"
"Partly, partly","1996","Saxony","Rural Area","44","0.220961215504813","0.167573459924544","0.274348971085081"
"Partly, partly","1996","Saxony-Anhalt","Urban Area","8","","",""
"Partly, partly","1996","Saxony-Anhalt","Rural Area","29","","",""
"Partly, partly","1996","Thuringia","Urban Area","12","","",""
"Partly, partly","1996","Thuringia","Rural Area","28","","",""
"Paid","1996","Schleswig-Holstein","Urban Area","18","","",""
"Paid","1996","Schleswig-Holstein","Rural Area","18","","",""
"Paid","1996","Hamburg","Urban Area","12","","",""
"Paid","1996","Hamburg","Rural Area","","","",""
"Paid","1996","Lower Saxony","Urban Area","89","0.283815604460617","0.228370680183413","0.339260528737822"
"Paid","1996","Lower Saxony","Rural Area","61","0.311887299763946","0.248159532351369","0.375615067176522"
"Paid","1996","Bremen","Urban Area","9","","",""
"Paid","1996","Bremen","Rural Area","","","",""
"Paid","1996","North Rhine-Westphalia","Urban Area","322","0.290038498469283","0.261288531781613","0.318788465156953"
"Paid","1996","North Rhine-Westphalia","Rural Area","6","","",""
"Paid","1996","Hesse","Urban Area","75","0.215281581397117","0.16877142238551","0.261791740408725"
"Paid","1996","Hesse","Rural Area","13","","",""
"Paid","1996","Rhineland-Palatinate,Saarland","Urban Area","77","0.345631542651814","0.280688543042768","0.410574542260861"
"Paid","1996","Rhineland-Palatinate,Saarland","Rural Area","20","","",""
"Paid","1996","Baden-Württemberg","Urban Area","178","0.233419816810467","0.199572821452356","0.267266812168578"
"Paid","1996","Baden-Württemberg","Rural Area","36","0.407282493075136","0.299617418318869","0.514947567831402"
"Paid","1996","Bavaria","Urban Area","72","0.18631670658787","0.1455253951742","0.22710801800154"
"Paid","1996","Bavaria","Rural Area","103","0.250514715138515","0.204658394347977","0.296371035929052"
"Paid","1996","Berlin","Urban Area","35","0.159988265996814","0.113017579852677","0.206958952140951"
"Paid","1996","Berlin","Rural Area","","","",""
"Paid","1996","Brandenburg","Urban Area","4","","",""
"Paid","1996","Brandenburg","Rural Area","49","0.245463630579994","0.188724115484545","0.302203145675443"
"Paid","1996","Mecklenburg-Western Pomerania","Urban Area","5","","",""
"Paid","1996","Mecklenburg-Western Pomerania","Rural Area","31","0.256002607994165","0.185211360671848","0.326793855316482"
"Paid","1996","Saxony","Urban Area","40","0.148407555257966","0.104859174272687","0.191955936243245"
"Paid","1996","Saxony","Rural Area","54","0.214545614114463","0.161722451023647","0.26736877720528"
"Paid","1996","Saxony-Anhalt","Urban Area","19","","",""
"Paid","1996","Saxony-Anhalt","Rural Area","50","0.273198270269732","0.211131028695939","0.335265511843525"
"Paid","1996","Thuringia","Urban Area","15","","",""
"Paid","1996","Thuringia","Rural Area","61","0.336812672532862","0.27081520073623","0.402810144329495"
"Not paid","1996","Schleswig-Holstein","Urban Area","7","","",""
"Not paid","1996","Schleswig-Holstein","Rural Area","9","","",""
"Not paid","1996","Hamburg","Urban Area","5","","",""
"Not paid","1996","Hamburg","Rural Area","","","",""
"Not paid","1996","Lower Saxony","Urban Area","28","","",""
"Not paid","1996","Lower Saxony","Rural Area","27","","",""
"Not paid","1996","Bremen","Urban Area","6","","",""
"Not paid","1996","Bremen","Rural Area","","","",""
"Not paid","1996","North Rhine-Westphalia","Urban Area","136","0.177139642339058","0.152950911944731","0.201328372733385"
"Not paid","1996","North Rhine-Westphalia","Rural Area","2","","",""
"Not paid","1996","Hesse","Urban Area","45","0.159511820620281","0.118078503441191","0.200945137799372"
"Not paid","1996","Hesse","Rural Area","7","","",""
"Not paid","1996","Rhineland-Palatinate,Saarland","Urban Area","23","","",""
"Not paid","1996","Rhineland-Palatinate,Saarland","Rural Area","6","","",""
"Not paid","1996","Baden-Württemberg","Urban Area","66","0.138920396076314","0.111246065559609","0.166594726593019"
"Not paid","1996","Baden-Württemberg","Rural Area","9","","",""
"Not paid","1996","Bavaria","Urban Area","59","0.200275583525958","0.158348152845026","0.24220301420689"
"Not paid","1996","Bavaria","Rural Area","40","0.121235227814986","0.0866928868484246","0.155777568781547"
"Not paid","1996","Berlin","Urban Area","40","0.180912607358194","0.131590718592896","0.230234496123492"
"Not paid","1996","Berlin","Rural Area","","","",""
"Not paid","1996","Brandenburg","Urban Area","9","","",""
"Not paid","1996","Brandenburg","Rural Area","35","0.183418568613897","0.13239470345622","0.234442433771575"
"Not paid","1996","Mecklenburg-Western Pomerania","Urban Area","6","","",""
"Not paid","1996","Mecklenburg-Western Pomerania","Rural Area","22","","",""
"Not paid","1996","Saxony","Urban Area","59","0.250180262425911","0.197124438368665","0.303236086483158"
"Not paid","1996","Saxony","Rural Area","41","0.188585150362126","0.13824907855604","0.238921222168212"
"Not paid","1996","Saxony-Anhalt","Urban Area","23","","",""
"Not paid","1996","Saxony-Anhalt","Rural Area","33","0.166683848714213","0.114771921116092","0.218595776312335"
"Not paid","1996","Thuringia","Urban Area","24","","",""
"Not paid","1996","Thuringia","Rural Area","28","","",""
"Acclaimed","1997","Schleswig-Holstein","Urban Area","26","","",""
"Acclaimed","1997","Schleswig-Holstein","Rural Area","26","","",""
"Acclaimed","1997","Hamburg","Urban Area","21","","",""
"Acclaimed","1997","Hamburg","Rural Area","","","",""
"Acclaimed","1997","Lower Saxony","Urban Area","95","0.498435119153485","0.430810268198304","0.566059970108665"
"Acclaimed","1997","Lower Saxony","Rural Area","75","0.371899866381652","0.303177398876856","0.440622333886448"
"Acclaimed","1997","Bremen","Urban Area","8","","",""
"Acclaimed","1997","Bremen","Rural Area","","","",""
"Acclaimed","1997","North Rhine-Westphalia","Urban Area","287","0.354268636146181","0.32095839371786","0.387578878574502"
"Acclaimed","1997","North Rhine-Westphalia","Rural Area","10","","",""
"Acclaimed","1997","Hesse","Urban Area","108","0.480012012213345","0.416936283280858","0.543087741145833"
"Acclaimed","1997","Hesse","Rural Area","22","","",""
"Acclaimed","1997","Rhineland-Palatinate,Saarland","Urban Area","67","0.410699359492053","0.339029051147365","0.482369667836742"
"Acclaimed","1997","Rhineland-Palatinate,Saarland","Rural Area","18","","",""
"Acclaimed","1997","Baden-Württemberg","Urban Area","223","0.442082723979436","0.399314630786849","0.484850817172023"
"Acclaimed","1997","Baden-Württemberg","Rural Area","17","","",""
"Acclaimed","1997","Bavaria","Urban Area","152","0.494764570190133","0.439375749625092","0.550153390755175"
"Acclaimed","1997","Bavaria","Rural Area","159","0.57709241600591","0.520036948624818","0.634147883387001"
"Acclaimed","1997","Berlin","Urban Area","94","0.481777032605267","0.411465170353691","0.552088894856844"
"Acclaimed","1997","Berlin","Rural Area","","","",""
"Acclaimed","1997","Brandenburg","Urban Area","9","","",""
"Acclaimed","1997","Brandenburg","Rural Area","101","0.451904900201806","0.384270458645612","0.519539341758"
"Acclaimed","1997","Mecklenburg-Western Pomerania","Urban Area","7","","",""
"Acclaimed","1997","Mecklenburg-Western Pomerania","Rural Area","56","0.439184896095037","0.354199169471031","0.524170622719042"
"Acclaimed","1997","Saxony","Urban Area","92","0.369805248937841","0.306726835934595","0.432883661941086"
"Acclaimed","1997","Saxony","Rural Area","79","0.39488639837516","0.326969773130219","0.462803023620101"
"Acclaimed","1997","Saxony-Anhalt","Urban Area","29","","",""
"Acclaimed","1997","Saxony-Anhalt","Rural Area","89","0.450477895021819","0.37991754388267","0.521038246160969"
"Acclaimed","1997","Thuringia","Urban Area","31","0.365965692061274","0.261705689577536","0.470225694545012"
"Acclaimed","1997","Thuringia","Rural Area","68","0.443832976653651","0.370639250175199","0.517026703132104"
"Partly, partly","1997","Schleswig-Holstein","Urban Area","8","","",""
"Partly, partly","1997","Schleswig-Holstein","Rural Area","13","","",""
"Partly, partly","1997","Hamburg","Urban Area","9","","",""
"Partly, partly","1997","Hamburg","Rural Area","","","",""
"Partly, partly","1997","Lower Saxony","Urban Area","39","0.192152980289415","0.13886533011315","0.245440630465679"
"Partly, partly","1997","Lower Saxony","Rural Area","46","0.251669927248972","0.189963052482725","0.313376802015219"
"Partly, partly","1997","Bremen","Urban Area","9","","",""
"Partly, partly","1997","Bremen","Rural Area","","","",""
"Partly, partly","1997","North Rhine-Westphalia","Urban Area","152","0.186227661694928","0.159115817692531","0.213339505697324"
"Partly, partly","1997","North Rhine-Westphalia","Rural Area","8","","",""
"Partly, partly","1997","Hesse","Urban Area","51","0.220659590824391","0.168303818362863","0.27301536328592"
"Partly, partly","1997","Hesse","Rural Area","5","","",""
"Partly, partly","1997","Rhineland-Palatinate,Saarland","Urban Area","34","0.167739073999718","0.113306900423625","0.22217124757581"
"Partly, partly","1997","Rhineland-Palatinate,Saarland","Rural Area","8","","",""
"Partly, partly","1997","Baden-Württemberg","Urban Area","119","0.244610568512216","0.20759313782692","0.281627999197512"
"Partly, partly","1997","Baden-Württemberg","Rural Area","10","","",""
"Partly, partly","1997","Bavaria","Urban Area","70","0.211718088984565","0.166460054889051","0.256976123080079"
"Partly, partly","1997","Bavaria","Rural Area","58","0.169596472973013","0.126254882146882","0.212938063799144"
"Partly, partly","1997","Berlin","Urban Area","35","0.178518046640722","0.124630637615442","0.232405455666003"
"Partly, partly","1997","Berlin","Rural Area","","","",""
"Partly, partly","1997","Brandenburg","Urban Area","3","","",""
"Partly, partly","1997","Brandenburg","Rural Area","36","0.160648041755343","0.110745094518057","0.210550988992629"
"Partly, partly","1997","Mecklenburg-Western Pomerania","Urban Area","4","","",""
"Partly, partly","1997","Mecklenburg-Western Pomerania","Rural Area","25","","",""
"Partly, partly","1997","Saxony","Urban Area","66","0.279330151286075","0.220705008092714","0.337955294479435"
"Partly, partly","1997","Saxony","Rural Area","55","0.25723806067329","0.196506563596658","0.317969557749922"
"Partly, partly","1997","Saxony-Anhalt","Urban Area","10","","",""
"Partly, partly","1997","Saxony-Anhalt","Rural Area","42","0.277129462767728","0.213654417481891","0.340604508053564"
"Partly, partly","1997","Thuringia","Urban Area","17","","",""
"Partly, partly","1997","Thuringia","Rural Area","42","0.203922951631271","0.144565935126447","0.263279968136095"
"Paid","1997","Schleswig-Holstein","Urban Area","11","","",""
"Paid","1997","Schleswig-Holstein","Rural Area","6","","",""
"Paid","1997","Hamburg","Urban Area","6","","",""
"Paid","1997","Hamburg","Rural Area","","","",""
"Paid","1997","Lower Saxony","Urban Area","47","0.157169345244194","0.107943574230302","0.206395116258085"
"Paid","1997","Lower Saxony","Rural Area","36","0.199771783694246","0.142919842973165","0.256623724415327"
"Paid","1997","Bremen","Urban Area","7","","",""
"Paid","1997","Bremen","Rural Area","","","",""
"Paid","1997","North Rhine-Westphalia","Urban Area","206","0.217083918280105","0.18837234881242","0.245795487747789"
"Paid","1997","North Rhine-Westphalia","Rural Area","2","","",""
"Paid","1997","Hesse","Urban Area","44","0.13119012479099","0.0885662903151092","0.173813959266872"
"Paid","1997","Hesse","Rural Area","10","","",""
"Paid","1997","Rhineland-Palatinate,Saarland","Urban Area","55","0.274843364958567","0.209805339958916","0.339881389958218"
"Paid","1997","Rhineland-Palatinate,Saarland","Rural Area","13","","",""
"Paid","1997","Baden-Württemberg","Urban Area","106","0.141098390358053","0.111119472707988","0.171077308008117"
"Paid","1997","Baden-Württemberg","Rural Area","23","","",""
"Paid","1997","Bavaria","Urban Area","38","0.089255514843066","0.0576697260493296","0.120841303636802"
