"plb0195_h","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"Partly, partly","2013","Hamburg","Not Working","13","","","","2"
"Partly, partly","2013","Lower Saxony","Full Time","125","0.216600803594231","0.183529862496662","0.2496717446918","2"
"Partly, partly","2013","Rhineland-Palatinate,Saarland","Part Time","22","","","","2"
"Partly, partly","2013","Rhineland-Palatinate,Saarland","Not Working","34","0.228604619026778","0.155856105496512","0.301353132557044","2"
"Partly, partly","2013","Baden-Württemberg","Part Time","53","0.186390478952253","0.144689566220104","0.228091391684401","2"
"Partly, partly","2013","Baden-Württemberg","Not Working","76","0.205443062243775","0.161585191533592","0.249300932953958","2"
"Partly, partly","2013","Bavaria","Full Time","214","0.180599941941102","0.157365047498128","0.203834836384077","2"
"Partly, partly","2013","Bavaria","Not Working","66","0.24123472853964","0.193988575593784","0.288480881485495","2"
"Partly, partly","2013","Berlin","Full Time","36","0.140419954631598","0.0954225021957144","0.185417407067482","2"
"Partly, partly","2013","Brandenburg","Not Working","8","","","","2"
"Partly, partly","2013","Mecklenburg-Western Pomerania","Full Time","25","","","","2"
"Partly, partly","2013","Mecklenburg-Western Pomerania","Part Time","10","","","","2"
"Partly, partly","2013","Mecklenburg-Western Pomerania","Not Working","4","","","","2"
"Partly, partly","2013","Saxony","Full Time","98","0.263697461454629","0.223342542875675","0.304052380033582","2"
"Partly, partly","2013","Saxony","Part Time","30","0.21634458479651","0.157171092260383","0.275518077332637","2"
"Partly, partly","2013","Schleswig-Holstein","Full Time","51","0.30477047903088","0.243525741837172","0.366015216224589","2"
"Partly, partly","2013","Schleswig-Holstein","Part Time","18","","","","2"
"Partly, partly","2013","Schleswig-Holstein","Not Working","10","","","","2"
"Partly, partly","2013","Hamburg","Full Time","19","","","","2"
"Partly, partly","2013","Hamburg","Part Time","3","","","","2"
"Partly, partly","2013","North Rhine-Westphalia","Part Time","108","0.198271318589661","0.164231562375135","0.232311074804188","2"
"Partly, partly","2013","North Rhine-Westphalia","Not Working","88","0.210585401571747","0.172270283352641","0.248900519790853","2"
"Partly, partly","2013","Hesse","Part Time","36","0.15261567895036","0.103861175621641","0.201370182279079","2"
"Partly, partly","2013","Hesse","Not Working","36","0.260313394923681","0.19167448148464","0.328952308362722","2"
"Partly, partly","2013","Rhineland-Palatinate,Saarland","Full Time","70","0.238178160143291","0.192357986925954","0.283998333360629","2"
"Partly, partly","2013","Baden-Württemberg","Full Time","177","0.208943986241739","0.181564522226678","0.236323450256801","2"
"Partly, partly","2013","Saxony","Not Working","12","","","","2"
"Partly, partly","2013","Saxony-Anhalt","Full Time","62","0.290788437231696","0.235482127753102","0.34609474671029","2"
"Partly, partly","2013","Saxony-Anhalt","Part Time","12","","","","2"
"Partly, partly","2013","Saxony-Anhalt","Not Working","6","","","","2"
"Partly, partly","2013","Thuringia","Full Time","41","0.173378953088175","0.126357089744054","0.220400816432296","2"
"Partly, partly","2013","Lower Saxony","Part Time","62","0.224538377495517","0.177398300445503","0.271678454545531","2"
"Partly, partly","2013","Hesse","Full Time","96","0.185340222183141","0.151074681153166","0.219605763213116","2"
"Partly, partly","2013","Lower Saxony","Not Working","46","0.189947108349659","0.133574951650111","0.246319265049207","2"
"Partly, partly","2013","Bremen","Part Time","5","","","","2"
"Partly, partly","2013","Bremen","Not Working","3","","","","2"
"Partly, partly","2013","North Rhine-Westphalia","Full Time","249","0.222767567277433","0.199116072022271","0.246419062532595","2"
"Partly, partly","2013","Thuringia","Part Time","13","","","","2"
"Partly, partly","2013","Thuringia","Not Working","9","","","","2"
"Partly, partly","2013","Bremen","Full Time","7","","","","2"
"Acclaimed","2014","Schleswig-Holstein","Full Time","103","0.508121986508815","0.44001751656865","0.57622645644898","1"
"Acclaimed","2014","Schleswig-Holstein","Part Time","61","0.581432629261466","0.487959111466532","0.6749061470564","1"
"Acclaimed","2014","Schleswig-Holstein","Not Working","1","","","","1"
"Acclaimed","2014","Hamburg","Full Time","34","0.32964491979592","0.236574708638278","0.422715130953563","1"
"Acclaimed","2014","Hamburg","Part Time","19","","","","1"
"Acclaimed","2014","Hamburg","Not Working","","","","","1"
"Acclaimed","2014","Lower Saxony","Full Time","297","0.506589118120152","0.467267210286366","0.545911025953937","1"
"Acclaimed","2014","Lower Saxony","Part Time","188","0.593048159240833","0.539222471002082","0.646873847479584","1"
"Acclaimed","2014","Lower Saxony","Not Working","5","","","","1"
"Acclaimed","2014","Bremen","Full Time","18","","","","1"
"Acclaimed","2014","Bremen","Part Time","15","","","","1"
"Acclaimed","2014","Bremen","Not Working","","","","","1"
"Acclaimed","2014","North Rhine-Westphalia","Full Time","569","0.460880139816534","0.433814858499518","0.48794542113355","1"
"Acclaimed","2014","Saxony","Full Time","238","0.522666613571901","0.477120598158833","0.568212628984969","1"
"Acclaimed","2014","Saxony","Part Time","94","0.574592475774315","0.498459442254168","0.650725509294463","1"
"Acclaimed","2014","Saxony","Not Working","11","","","","1"
"Acclaimed","2014","Mecklenburg-Western Pomerania","Full Time","78","0.572392020424443","0.488626483290206","0.656157557558681","1"
"Acclaimed","2014","Mecklenburg-Western Pomerania","Part Time","30","0.698586140620226","0.567399154830315","0.829773126410138","1"
"Acclaimed","2014","Mecklenburg-Western Pomerania","Not Working","4","","","","1"
"Acclaimed","2014","Saxony-Anhalt","Part Time","48","0.55845324492848","0.450313002283437","0.666593487573522","1"
"Acclaimed","2014","Bavaria","Part Time","335","0.610846664040614","0.57046533954212","0.651227988539107","1"
"Acclaimed","2014","Brandenburg","Full Time","120","0.516635054319751","0.453147423109975","0.580122685529528","1"
"Acclaimed","2014","Brandenburg","Part Time","37","0.508894664577464","0.39795111298383","0.619838216171099","1"
"Acclaimed","2014","Brandenburg","Not Working","4","","","","1"
"Acclaimed","2014","Saxony-Anhalt","Full Time","116","0.442103579167636","0.380293250393039","0.503913907942233","1"
"Acclaimed","2014","Saxony-Anhalt","Not Working","3","","","","1"
"Acclaimed","2014","Thuringia","Full Time","131","0.571520164485646","0.512162960743769","0.630877368227522","1"
"Acclaimed","2014","Rhineland-Palatinate,Saarland","Not Working","10","","","","1"
"Acclaimed","2014","Baden-Württemberg","Not Working","11","","","","1"
"Acclaimed","2014","Hesse","Full Time","248","0.463319720324902","0.420336294037321","0.506303146612484","1"
"Acclaimed","2014","Hesse","Part Time","126","0.505300889368596","0.440826431780429","0.569775346956763","1"
"Acclaimed","2014","Rhineland-Palatinate,Saarland","Full Time","192","0.580011448897027","0.530190221242065","0.629832676551989","1"
"Acclaimed","2014","Rhineland-Palatinate,Saarland","Part Time","84","0.465709521806711","0.388174876429776","0.543244167183645","1"
"Acclaimed","2014","Baden-Württemberg","Full Time","422","0.462216153678568","0.429733594560473","0.494698712796664","1"
"Acclaimed","2014","Baden-Württemberg","Part Time","191","0.486741450912222","0.434820773012955","0.538662128811488","1"
"Acclaimed","2014","Bavaria","Full Time","653","0.532071997581492","0.504130172730845","0.56001382243214","1"
"Acclaimed","2014","North Rhine-Westphalia","Part Time","294","0.5030851467885","0.46274069467444","0.54342959890256","1"
"Acclaimed","2014","North Rhine-Westphalia","Not Working","23","","","","1"
"Acclaimed","2014","Hesse","Not Working","8","","","","1"
"Acclaimed","2014","Berlin","Full Time","127","0.550685423190109","0.489270365354702","0.612100481025517","1"
"Acclaimed","2014","Berlin","Part Time","57","0.548001329426076","0.451886839960524","0.644115818891629","1"
"Acclaimed","2014","Berlin","Not Working","5","","","","1"
"Acclaimed","2014","Thuringia","Part Time","53","0.565738605354633","0.463900358576233","0.667576852133033","1"
"Acclaimed","2014","Thuringia","Not Working","5","","","","1"
"Acclaimed","2014","Bavaria","Not Working","25","","","","1"
"Not paid","2014","Schleswig-Holstein","Full Time","37","0.185277200579679","0.132350009823511","0.238204391335848","4"
"Not paid","2014","Schleswig-Holstein","Part Time","10","","","","4"
"Not paid","2014","Schleswig-Holstein","Not Working","3","","","","4"
"Not paid","2014","Hamburg","Full Time","27","","","","4"
"Not paid","2014","Hamburg","Part Time","5","","","","4"
"Not paid","2014","Hamburg","Not Working","1","","","","4"
"Not paid","2014","Lower Saxony","Full Time","103","0.176672471707016","0.146675801270985","0.206669142143046","4"
"Not paid","2014","Lower Saxony","Part Time","25","","","","4"
"Not paid","2014","Lower Saxony","Not Working","4","","","","4"
"Not paid","2014","Bremen","Full Time","8","","","","4"
"Not paid","2014","Bremen","Part Time","2","","","","4"
"Not paid","2014","Bremen","Not Working","","","","","4"
"Not paid","2014","North Rhine-Westphalia","Full Time","251","0.171225980759714","0.15077195594567","0.191680005573758","4"
"Not paid","2014","North Rhine-Westphalia","Part Time","53","0.0903652233134541","0.0672309279458546","0.113499518681054","4"
"Not paid","2014","North Rhine-Westphalia","Not Working","7","","","","4"
"Not paid","2014","Hesse","Full Time","123","0.227752154325869","0.191601811597925","0.263902497053812","4"
"Not paid","2014","Hesse","Part Time","23","","","","4"
"Not paid","2014","Hesse","Not Working","5","","","","4"
"Not paid","2014","Rhineland-Palatinate,Saarland","Full Time","48","0.103545151874891","0.0727908048327655","0.134299498917017","4"
"Not paid","2014","Rhineland-Palatinate,Saarland","Part Time","24","","","","4"
"Not paid","2014","Rhineland-Palatinate,Saarland","Not Working","2","","","","4"
"Not paid","2014","Baden-Württemberg","Full Time","172","0.190029412253637","0.164468942072382","0.215589882434892","4"
"Not paid","2014","Baden-Württemberg","Part Time","47","0.189713455336713","0.14898560644629","0.230441304227137","4"
"Not paid","2014","Baden-Württemberg","Not Working","5","","","","4"
"Not paid","2014","Bavaria","Full Time","235","0.186868599776876","0.165039864277635","0.208697335276116","4"
"Not paid","2014","Bavaria","Part Time","45","0.0603798639463825","0.0406521709797398","0.0801075569130252","4"
"Not paid","2014","Bavaria","Not Working","3","","","","4"
"Not paid","2014","Berlin","Full Time","66","0.245759462437432","0.192602778572974","0.298916146301891","4"
"Not paid","2014","Berlin","Part Time","12","","","","4"
"Not paid","2014","Berlin","Not Working","2","","","","4"
"Not paid","2014","Brandenburg","Full Time","38","0.153984467829487","0.10812941069323","0.199839524965744","4"
"Not paid","2014","Brandenburg","Part Time","8","","","","4"
"Not paid","2014","Brandenburg","Not Working","1","","","","4"
"Not paid","2014","Mecklenburg-Western Pomerania","Full Time","19","","","","4"
"Not paid","2014","Mecklenburg-Western Pomerania","Part Time","7","","","","4"
"Not paid","2014","Mecklenburg-Western Pomerania","Not Working","","","","","4"
"Not paid","2014","Saxony","Full Time","74","0.142124708035602","0.110284640821346","0.173964775249858","4"
"Not paid","2014","Saxony","Part Time","13","","","","4"
"Not paid","2014","Saxony","Not Working","1","","","","4"
"Not paid","2014","Saxony-Anhalt","Full Time","41","0.158734146869751","0.113253769206598","0.204214524532905","4"
"Not paid","2014","Saxony-Anhalt","Part Time","7","","","","4"
"Not paid","2014","Saxony-Anhalt","Not Working","","","","","4"
"Not paid","2014","Thuringia","Full Time","43","0.158611989683965","0.11479337670401","0.20243060266392","4"
"Not paid","2014","Thuringia","Part Time","14","","","","4"
"Not paid","2014","Thuringia","Not Working","","","","","4"
"Paid","2014","Bremen","Part Time","4","","","","3"
"Paid","2014","Bremen","Not Working","","","","","3"
"Paid","2014","Hamburg","Part Time","3","","","","3"
"Paid","2014","Hamburg","Not Working","2","","","","3"
"Paid","2014","Lower Saxony","Full Time","72","0.101395952358054","0.0776550738528217","0.125136830863286","3"
"Paid","2014","Lower Saxony","Part Time","45","0.123751818348158","0.0876721562762293","0.159831480420087","3"
"Paid","2014","Lower Saxony","Not Working","6","","","","3"
"Paid","2014","Bremen","Full Time","3","","","","3"
"Paid","2014","North Rhine-Westphalia","Full Time","189","0.128338540714007","0.11017801762803","0.146499063799983","3"
"Paid","2014","North Rhine-Westphalia","Not Working","16","","","","3"
"Paid","2014","Hesse","Full Time","50","0.0863960940507784","0.062178619747879","0.110613568353678","3"
"Paid","2014","Schleswig-Holstein","Full Time","18","","","","3"
"Paid","2014","Schleswig-Holstein","Part Time","16","","","","3"
"Paid","2014","Schleswig-Holstein","Not Working","2","","","","3"
"Paid","2014","Hamburg","Full Time","11","","","","3"
"Paid","2014","North Rhine-Westphalia","Part Time","109","0.184303950419304","0.153017694984006","0.215590205854603","3"
"Paid","2014","Hesse","Part Time","35","0.146756594191643","0.101123766246904","0.192389422136382","3"
"Paid","2014","Hesse","Not Working","3","","","","3"
"Paid","2014","Rhineland-Palatinate,Saarland","Part Time","20","","","","3"
"Paid","2014","Baden-Württemberg","Not Working","2","","","","3"
"Paid","2014","Rhineland-Palatinate,Saarland","Full Time","53","0.102072839585955","0.0715128593959314","0.132632819775979","3"
"Paid","2014","Rhineland-Palatinate,Saarland","Not Working","4","","","","3"
"Paid","2014","Baden-Württemberg","Full Time","85","0.104781482328065","0.0848274533326422","0.124735511323487","3"
"Paid","2014","Baden-Württemberg","Part Time","50","0.179798921475168","0.139907749002048","0.219690093948288","3"
"Paid","2014","Bavaria","Full Time","102","0.0727026171259781","0.0581626111147331","0.087242623137223","3"
"Paid","2014","Berlin","Full Time","14","","","","3"
"Paid","2014","Berlin","Part Time","14","","","","3"
"Paid","2014","Berlin","Not Working","","","","","3"
"Paid","2014","Brandenburg","Not Working","","","","","3"
"Paid","2014","Bavaria","Part Time","78","0.14581614995439","0.116585897308059","0.175046402600722","3"
"Paid","2014","Bavaria","Not Working","7","","","","3"
"Paid","2014","Brandenburg","Full Time","20","","","","3"
"Paid","2014","Brandenburg","Part Time","12","","","","3"
"Paid","2014","Mecklenburg-Western Pomerania","Part Time","4","","","","3"
"Paid","2014","Mecklenburg-Western Pomerania","Full Time","12","","","","3"
"Paid","2014","Saxony","Full Time","40","0.0845340173389019","0.0591673178995347","0.109900716778269","3"
"Paid","2014","Saxony-Anhalt","Full Time","31","0.126517357865042","0.0851436496768856","0.167891066053198","3"
"Paid","2014","Saxony-Anhalt","Part Time","7","","","","3"
"Paid","2014","Saxony-Anhalt","Not Working","","","","","3"
"Paid","2014","Thuringia","Full Time","31","0.0983338265065524","0.0626174971927522","0.134050155820353","3"
"Paid","2014","Mecklenburg-Western Pomerania","Not Working","2","","","","3"
"Paid","2014","Saxony","Part Time","14","","","","3"
"Paid","2014","Saxony","Not Working","","","","","3"
"Paid","2014","Thuringia","Part Time","12","","","","3"
"Paid","2014","Thuringia","Not Working","","","","","3"
"Partly, partly","2014","Berlin","Part Time","20","","","","2"
"Partly, partly","2014","Baden-Württemberg","Part Time","68","0.143746172275897","0.10730246920763","0.180189875344165","2"
"Partly, partly","2014","Baden-Württemberg","Not Working","5","","","","2"
"Partly, partly","2014","Bavaria","Part Time","102","0.182957322058614","0.150935108751106","0.214979535366121","2"
"Partly, partly","2014","Bavaria","Not Working","8","","","","2"
"Partly, partly","2014","Berlin","Full Time","45","0.150180175694476","0.106072156627746","0.194288194761205","2"
"Partly, partly","2014","Berlin","Not Working","1","","","","2"
"Partly, partly","2014","Brandenburg","Full Time","60","0.21617041337154","0.16387440214006","0.26846642460302","2"
"Partly, partly","2014","Brandenburg","Part Time","21","","","","2"
"Partly, partly","2014","Brandenburg","Not Working","1","","","","2"
"Partly, partly","2014","Mecklenburg-Western Pomerania","Full Time","25","","","","2"
"Partly, partly","2014","Mecklenburg-Western Pomerania","Part Time","6","","","","2"
"Partly, partly","2014","Schleswig-Holstein","Not Working","2","","","","2"
"Partly, partly","2014","Hamburg","Full Time","26","","","","2"
"Partly, partly","2014","Hamburg","Part Time","5","","","","2"
"Partly, partly","2014","Hamburg","Not Working","1","","","","2"
"Partly, partly","2014","Lower Saxony","Full Time","149","0.215342457814779","0.183012346456444","0.247672569173114","2"
"Partly, partly","2014","Hesse","Part Time","47","0.211023555256795","0.158404919062857","0.263642191450734","2"
"Partly, partly","2014","Hesse","Not Working","1","","","","2"
"Partly, partly","2014","Rhineland-Palatinate,Saarland","Part Time","31","0.274892593659725","0.205496948308725","0.344288239010725","2"
"Partly, partly","2014","Rhineland-Palatinate,Saarland","Not Working","3","","","","2"
"Partly, partly","2014","Baden-Württemberg","Full Time","226","0.24297295173973","0.215030888917498","0.270915014561961","2"
"Partly, partly","2014","Bavaria","Full Time","235","0.208356785515654","0.185613740143609","0.231099830887699","2"
"Partly, partly","2014","Mecklenburg-Western Pomerania","Not Working","1","","","","2"
"Partly, partly","2014","Saxony","Full Time","110","0.250674661053595","0.211154606916419","0.29019471519077","2"
"Partly, partly","2014","Saxony","Part Time","41","0.27845882606776","0.209434585504378","0.347483066631141","2"
"Partly, partly","2014","Saxony","Not Working","3","","","","2"
"Partly, partly","2014","Saxony-Anhalt","Full Time","60","0.272644916097571","0.2172213849718","0.328068447223342","2"
"Partly, partly","2014","Saxony-Anhalt","Part Time","19","","","","2"
"Partly, partly","2014","Schleswig-Holstein","Full Time","49","0.272938857435634","0.212253897411224","0.333623817460044","2"
"Partly, partly","2014","Schleswig-Holstein","Part Time","20","","","","2"
"Partly, partly","2014","Bremen","Part Time","5","","","","2"
"Partly, partly","2014","Bremen","Not Working","","","","","2"
"Partly, partly","2014","North Rhine-Westphalia","Part Time","134","0.222245679478741","0.188698194675786","0.255793164281696","2"
"Partly, partly","2014","North Rhine-Westphalia","Not Working","8","","","","2"
"Partly, partly","2014","Hesse","Full Time","96","0.222532031298451","0.186677806402917","0.258386256193984","2"
"Partly, partly","2014","Rhineland-Palatinate,Saarland","Full Time","84","0.214370559642126","0.172944954468041","0.255796164816212","2"
"Partly, partly","2014","Saxony-Anhalt","Not Working","3","","","","2"
"Partly, partly","2014","Thuringia","Full Time","62","0.171534019323837","0.126316687482962","0.216751351164712","2"
"Partly, partly","2014","Thuringia","Part Time","12","","","","2"
"Partly, partly","2014","Thuringia","Not Working","3","","","","2"
"Partly, partly","2014","Bremen","Full Time","9","","","","2"
"Partly, partly","2014","Lower Saxony","Part Time","62","0.218135866080576","0.172887564036647","0.263384168124505","2"
"Partly, partly","2014","North Rhine-Westphalia","Full Time","294","0.239555338709745","0.216380718915984","0.262729958503506","2"
"Partly, partly","2014","Lower Saxony","Not Working","6","","","","2"
"Acclaimed","2015","Schleswig-Holstein","Full Time","","","","","1"
"Acclaimed","2015","Schleswig-Holstein","Part Time","","","","","1"
"Acclaimed","2015","Schleswig-Holstein","Not Working","","","","","1"
"Acclaimed","2015","Hamburg","Full Time","","","","","1"
"Acclaimed","2015","Hamburg","Part Time","","","","","1"
"Acclaimed","2015","Hamburg","Not Working","","","","","1"
"Acclaimed","2015","Lower Saxony","Full Time","","","","","1"
"Acclaimed","2015","Lower Saxony","Part Time","","","","","1"
"Acclaimed","2015","Lower Saxony","Not Working","","","","","1"
"Acclaimed","2015","Bremen","Full Time","","","","","1"
"Acclaimed","2015","Bremen","Part Time","","","","","1"
"Acclaimed","2015","Bremen","Not Working","","","","","1"
"Acclaimed","2015","North Rhine-Westphalia","Full Time","","","","","1"
"Acclaimed","2015","North Rhine-Westphalia","Part Time","","","","","1"
"Acclaimed","2015","North Rhine-Westphalia","Not Working","","","","","1"
"Acclaimed","2015","Hesse","Full Time","","","","","1"
"Acclaimed","2015","Hesse","Part Time","","","","","1"
"Acclaimed","2015","Hesse","Not Working","","","","","1"
"Acclaimed","2015","Rhineland-Palatinate,Saarland","Full Time","","","","","1"
"Acclaimed","2015","Rhineland-Palatinate,Saarland","Part Time","","","","","1"
"Acclaimed","2015","Rhineland-Palatinate,Saarland","Not Working","","","","","1"
"Acclaimed","2015","Baden-Württemberg","Full Time","","","","","1"
"Acclaimed","2015","Baden-Württemberg","Part Time","","","","","1"
"Acclaimed","2015","Baden-Württemberg","Not Working","","","","","1"
"Acclaimed","2015","Bavaria","Full Time","","","","","1"
"Acclaimed","2015","Bavaria","Part Time","","","","","1"
"Acclaimed","2015","Saxony","Part Time","","","","","1"
"Acclaimed","2015","Saxony","Not Working","","","","","1"
"Acclaimed","2015","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Acclaimed","2015","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Acclaimed","2015","Saxony","Full Time","","","","","1"
"Acclaimed","2015","Saxony-Anhalt","Full Time","","","","","1"
"Acclaimed","2015","Saxony-Anhalt","Part Time","","","","","1"
"Acclaimed","2015","Saxony-Anhalt","Not Working","","","","","1"
"Acclaimed","2015","Thuringia","Full Time","","","","","1"
"Acclaimed","2015","Brandenburg","Part Time","","","","","1"
"Acclaimed","2015","Brandenburg","Not Working","","","","","1"
"Acclaimed","2015","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Acclaimed","2015","Thuringia","Part Time","","","","","1"
"Acclaimed","2015","Thuringia","Not Working","","","","","1"
"Acclaimed","2015","Berlin","Part Time","","","","","1"
"Acclaimed","2015","Berlin","Not Working","","","","","1"
"Acclaimed","2015","Brandenburg","Full Time","","","","","1"
"Acclaimed","2015","Bavaria","Not Working","","","","","1"
"Acclaimed","2015","Berlin","Full Time","","","","","1"
"Not paid","2015","Schleswig-Holstein","Full Time","","","","","4"
"Not paid","2015","Schleswig-Holstein","Part Time","","","","","4"
"Not paid","2015","Schleswig-Holstein","Not Working","","","","","4"
"Not paid","2015","Hamburg","Full Time","","","","","4"
"Not paid","2015","Hamburg","Part Time","","","","","4"
"Not paid","2015","Hamburg","Not Working","","","","","4"
"Not paid","2015","Lower Saxony","Full Time","","","","","4"
"Not paid","2015","Lower Saxony","Part Time","","","","","4"
"Not paid","2015","Lower Saxony","Not Working","","","","","4"
"Not paid","2015","Bremen","Full Time","","","","","4"
"Not paid","2015","Bremen","Part Time","","","","","4"
"Not paid","2015","Bremen","Not Working","","","","","4"
"Not paid","2015","North Rhine-Westphalia","Full Time","","","","","4"
"Not paid","2015","North Rhine-Westphalia","Part Time","","","","","4"
"Not paid","2015","North Rhine-Westphalia","Not Working","","","","","4"
"Not paid","2015","Hesse","Full Time","","","","","4"
"Not paid","2015","Hesse","Part Time","","","","","4"
"Not paid","2015","Hesse","Not Working","","","","","4"
"Not paid","2015","Rhineland-Palatinate,Saarland","Full Time","","","","","4"
"Not paid","2015","Rhineland-Palatinate,Saarland","Part Time","","","","","4"
"Not paid","2015","Rhineland-Palatinate,Saarland","Not Working","","","","","4"
"Not paid","2015","Baden-Württemberg","Full Time","","","","","4"
"Not paid","2015","Baden-Württemberg","Part Time","","","","","4"
"Not paid","2015","Baden-Württemberg","Not Working","","","","","4"
"Not paid","2015","Bavaria","Full Time","","","","","4"
"Not paid","2015","Bavaria","Part Time","","","","","4"
"Not paid","2015","Bavaria","Not Working","","","","","4"
"Not paid","2015","Berlin","Full Time","","","","","4"
"Not paid","2015","Berlin","Part Time","","","","","4"
"Not paid","2015","Berlin","Not Working","","","","","4"
"Not paid","2015","Brandenburg","Full Time","","","","","4"
"Not paid","2015","Brandenburg","Part Time","","","","","4"
"Not paid","2015","Brandenburg","Not Working","","","","","4"
"Not paid","2015","Mecklenburg-Western Pomerania","Full Time","","","","","4"
"Not paid","2015","Mecklenburg-Western Pomerania","Part Time","","","","","4"
"Not paid","2015","Mecklenburg-Western Pomerania","Not Working","","","","","4"
"Not paid","2015","Saxony","Full Time","","","","","4"
"Not paid","2015","Saxony","Part Time","","","","","4"
"Not paid","2015","Saxony","Not Working","","","","","4"
"Not paid","2015","Saxony-Anhalt","Full Time","","","","","4"
"Not paid","2015","Saxony-Anhalt","Part Time","","","","","4"
"Not paid","2015","Saxony-Anhalt","Not Working","","","","","4"
"Not paid","2015","Thuringia","Full Time","","","","","4"
"Not paid","2015","Thuringia","Part Time","","","","","4"
"Not paid","2015","Thuringia","Not Working","","","","","4"
"Paid","2015","Bremen","Part Time","","","","","3"
"Paid","2015","Bremen","Not Working","","","","","3"
"Paid","2015","North Rhine-Westphalia","Full Time","","","","","3"
"Paid","2015","North Rhine-Westphalia","Part Time","","","","","3"
"Paid","2015","North Rhine-Westphalia","Not Working","","","","","3"
"Paid","2015","Hesse","Not Working","","","","","3"
"Paid","2015","Hamburg","Part Time","","","","","3"
"Paid","2015","Hamburg","Not Working","","","","","3"
"Paid","2015","Lower Saxony","Full Time","","","","","3"
"Paid","2015","Lower Saxony","Part Time","","","","","3"
"Paid","2015","Lower Saxony","Not Working","","","","","3"
"Paid","2015","Bremen","Full Time","","","","","3"
"Paid","2015","Hesse","Full Time","","","","","3"
"Paid","2015","Hesse","Part Time","","","","","3"
"Paid","2015","Rhineland-Palatinate,Saarland","Full Time","","","","","3"
"Paid","2015","Baden-Württemberg","Part Time","","","","","3"
"Paid","2015","Schleswig-Holstein","Full Time","","","","","3"
"Paid","2015","Schleswig-Holstein","Part Time","","","","","3"
"Paid","2015","Schleswig-Holstein","Not Working","","","","","3"
"Paid","2015","Hamburg","Full Time","","","","","3"
"Paid","2015","Rhineland-Palatinate,Saarland","Part Time","","","","","3"
"Paid","2015","Rhineland-Palatinate,Saarland","Not Working","","","","","3"
"Paid","2015","Baden-Württemberg","Full Time","","","","","3"
"Paid","2015","Baden-Württemberg","Not Working","","","","","3"
"Paid","2015","Bavaria","Not Working","","","","","3"
"Paid","2015","Berlin","Full Time","","","","","3"
"Paid","2015","Brandenburg","Full Time","","","","","3"
"Paid","2015","Brandenburg","Part Time","","","","","3"
"Paid","2015","Bavaria","Part Time","","","","","3"
"Paid","2015","Berlin","Part Time","","","","","3"
"Paid","2015","Berlin","Not Working","","","","","3"
"Paid","2015","Bavaria","Full Time","","","","","3"
"Paid","2015","Mecklenburg-Western Pomerania","Not Working","","","","","3"
"Paid","2015","Brandenburg","Not Working","","","","","3"
"Paid","2015","Mecklenburg-Western Pomerania","Part Time","","","","","3"
"Paid","2015","Saxony-Anhalt","Part Time","","","","","3"
"Paid","2015","Thuringia","Part Time","","","","","3"
"Paid","2015","Thuringia","Full Time","","","","","3"
"Paid","2015","Mecklenburg-Western Pomerania","Full Time","","","","","3"
"Paid","2015","Saxony","Part Time","","","","","3"
"Paid","2015","Saxony-Anhalt","Full Time","","","","","3"
"Paid","2015","Saxony-Anhalt","Not Working","","","","","3"
"Paid","2015","Thuringia","Not Working","","","","","3"
"Paid","2015","Saxony","Full Time","","","","","3"
"Paid","2015","Saxony","Not Working","","","","","3"
"Partly, partly","2015","Schleswig-Holstein","Full Time","","","","","2"
"Partly, partly","2015","Schleswig-Holstein","Part Time","","","","","2"
"Partly, partly","2015","Schleswig-Holstein","Not Working","","","","","2"
"Partly, partly","2015","Hamburg","Not Working","","","","","2"
"Partly, partly","2015","Lower Saxony","Full Time","","","","","2"
"Partly, partly","2015","North Rhine-Westphalia","Not Working","","","","","2"
"Partly, partly","2015","Hesse","Full Time","","","","","2"
"Partly, partly","2015","Hesse","Not Working","","","","","2"
"Partly, partly","2015","Rhineland-Palatinate,Saarland","Full Time","","","","","2"
"Partly, partly","2015","Rhineland-Palatinate,Saarland","Part Time","","","","","2"
"Partly, partly","2015","Berlin","Part Time","","","","","2"
"Partly, partly","2015","Brandenburg","Part Time","","","","","2"
"Partly, partly","2015","Brandenburg","Not Working","","","","","2"
"Partly, partly","2015","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"Partly, partly","2015","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"Partly, partly","2015","Hamburg","Part Time","","","","","2"
"Partly, partly","2015","Lower Saxony","Not Working","","","","","2"
"Partly, partly","2015","Bremen","Full Time","","","","","2"
"Partly, partly","2015","Bremen","Part Time","","","","","2"
"Partly, partly","2015","Bremen","Not Working","","","","","2"
"Partly, partly","2015","North Rhine-Westphalia","Full Time","","","","","2"
"Partly, partly","2015","North Rhine-Westphalia","Part Time","","","","","2"
"Partly, partly","2015","Hesse","Part Time","","","","","2"
"Partly, partly","2015","Baden-Württemberg","Part Time","","","","","2"
"Partly, partly","2015","Baden-Württemberg","Not Working","","","","","2"
"Partly, partly","2015","Bavaria","Part Time","","","","","2"
"Partly, partly","2015","Bavaria","Not Working","","","","","2"
