"plb0195_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Partly, partly","2009","(Married) couple without C. ","West Germany","254","0.208191250827973","0.186557063889891","0.229825437766055","2"
"Partly, partly","2009","Couple + C. GT 16 ","East Germany","79","0.237873092656886","0.195452286699126","0.280293898614646","2"
"Partly, partly","2009","Couple + C. LE and GT 16","West Germany","74","0.238697123970467","0.19403736269953","0.283356885241403","2"
"Partly, partly","2009","Couple + C. LE and GT 16","East Germany","23","","","","2"
"Partly, partly","2009","Couple + C. GT 16 ","West Germany","178","0.247367293867161","0.217977563269589","0.276757024464733","2"
"Acclaimed","2010","1-pers.-HH","West Germany","328","0.550343769093088","0.510101137281706","0.59058640090447","1"
"Acclaimed","2010","1-pers.-HH","East Germany","101","0.617872382582726","0.543505466504899","0.692239298660554","1"
"Acclaimed","2010","(Married) couple without C. ","West Germany","680","0.506890935802722","0.479807296378555","0.533974575226889","1"
"Acclaimed","2010","(Married) couple without C. ","East Germany","242","0.520030576457529","0.474474288555949","0.565586864359109","1"
"Acclaimed","2010","Single parent ","West Germany","390","0.539867957780062","0.501640403377966","0.578095512182157","1"
"Acclaimed","2010","Single parent ","East Germany","87","0.47008727799189","0.396766086814806","0.543408469168973","1"
"Acclaimed","2010","Couple + C. LE 16 ","West Germany","1199","0.49677797372951","0.477607211839036","0.515948735619983","1"
"Acclaimed","2010","Couple + C. LE 16 ","East Germany","359","0.558724978218444","0.521729490255891","0.595720466180998","1"
"Acclaimed","2010","Couple + C. GT 16 ","East Germany","178","0.59380283760148","0.540160248396871","0.647445426806089","1"
"Acclaimed","2010","Couple + C. LE and GT 16","West Germany","231","0.478910480782422","0.43449715491948","0.523323806645365","1"
"Acclaimed","2010","Couple + C. LE and GT 16","East Germany","43","0.436086131893766","0.336887655921713","0.535284607865818","1"
"Acclaimed","2010","Couple + C. GT 16 ","West Germany","381","0.487697200759939","0.452596332605437","0.522798068914441","1"
"Not paid","2010","1-pers.-HH","West Germany","115","0.19718189993443","0.164995593513735","0.229368206355125","4"
"Not paid","2010","1-pers.-HH","East Germany","21","","","","4"
"Not paid","2010","(Married) couple without C. ","West Germany","302","0.225038463229554","0.202415644355124","0.247661282103984","4"
"Not paid","2010","(Married) couple without C. ","East Germany","84","0.145686265780822","0.113516707089553","0.177855824472092","4"
"Not paid","2010","Single parent ","West Germany","84","0.144904688203975","0.117906166731288","0.171903209676661","4"
"Not paid","2010","Single parent ","East Germany","40","0.270593002029961","0.205327853139368","0.335858150920554","4"
"Not paid","2010","Couple + C. LE 16 ","West Germany","525","0.18099928914155","0.16623682145083","0.19576175683227","4"
"Not paid","2010","Couple + C. LE 16 ","East Germany","117","0.189498483287099","0.160299022682854","0.218697943891345","4"
"Not paid","2010","Couple + C. GT 16 ","West Germany","165","0.161222654320414","0.13539911641135","0.187046192229478","4"
"Not paid","2010","Couple + C. GT 16 ","East Germany","43","0.118602958402471","0.0832884056472175","0.153917511157725","4"
"Not paid","2010","Couple + C. LE and GT 16","West Germany","99","0.205817376372206","0.169872982410473","0.241761770333939","4"
"Not paid","2010","Couple + C. LE and GT 16","East Germany","20","","","","4"
"Paid","2010","(Married) couple without C. ","East Germany","49","0.0973534998770921","0.0703225231207166","0.124384476633468","3"
"Paid","2010","1-pers.-HH","West Germany","55","0.0997328902754352","0.0754928166303422","0.123972963920528","3"
"Paid","2010","1-pers.-HH","East Germany","11","","","","3"
"Paid","2010","(Married) couple without C. ","West Germany","112","0.0916116587560094","0.0759841620185612","0.107239155493458","3"
"Paid","2010","Single parent ","East Germany","18","","","","3"
"Paid","2010","Couple + C. LE 16 ","West Germany","371","0.13165248081024","0.118688460770407","0.144616500850073","3"
"Paid","2010","Couple + C. GT 16 ","East Germany","35","0.0780170801446634","0.0487232311027745","0.107310929186552","3"
"Paid","2010","Couple + C. LE and GT 16","East Germany","10","","","","3"
"Paid","2010","Couple + C. LE 16 ","East Germany","73","0.0663181561135027","0.0477781137559115","0.0848581984710938","3"
"Paid","2010","Couple + C. LE and GT 16","West Germany","59","0.104818714364083","0.0775851260567973","0.132052302671369","3"
"Paid","2010","Single parent ","West Germany","83","0.125983239340461","0.100532068488417","0.151434410192505","3"
"Paid","2010","Couple + C. GT 16 ","West Germany","78","0.149753990268806","0.124696309908795","0.174811670628817","3"
"Partly, partly","2010","(Married) couple without C. ","East Germany","87","0.236929657884556","0.198157577533816","0.275701738235296","2"
"Partly, partly","2010","Single parent ","East Germany","33","0.179636332267251","0.123241619563421","0.236031044971081","2"
"Partly, partly","2010","Couple + C. LE 16 ","West Germany","518","0.1905702563187","0.175511277418758","0.205629235218642","2"
"Partly, partly","2010","Single parent ","West Germany","96","0.189244114675502","0.159200806930674","0.219287422420331","2"
"Partly, partly","2010","Couple + C. LE 16 ","East Germany","143","0.185458382380953","0.156499958763959","0.214416805997948","2"
"Partly, partly","2010","1-pers.-HH","West Germany","89","0.152741440697046","0.123639934701814","0.181842946692278","2"
"Partly, partly","2010","1-pers.-HH","East Germany","31","0.172111406109313","0.114339467250971","0.229883344967655","2"
"Partly, partly","2010","(Married) couple without C. ","West Germany","215","0.176458942211714","0.155807864002898","0.197110020420531","2"
"Partly, partly","2010","Couple + C. LE and GT 16","West Germany","97","0.210453428481288","0.174212707003052","0.246694149959525","2"
"Partly, partly","2010","Couple + C. GT 16 ","East Germany","66","0.209577123851385","0.165121998042271","0.254032249660499","2"
"Partly, partly","2010","Couple + C. LE and GT 16","East Germany","23","","","","2"
"Partly, partly","2010","Couple + C. GT 16 ","West Germany","155","0.201326154650841","0.173167351439331","0.229484957862352","2"
"Acclaimed","2011","1-pers.-HH","West Germany","366","0.516127126521959","0.479573552255801","0.552680700788117","1"
"Acclaimed","2011","1-pers.-HH","East Germany","129","0.569190322692205","0.503606381343363","0.634774264041048","1"
"Acclaimed","2011","(Married) couple without C. ","West Germany","836","0.501798874144649","0.477622203015041","0.525975545274256","1"
"Acclaimed","2011","(Married) couple without C. ","East Germany","277","0.496960223642873","0.454671660772204","0.539248786513542","1"
"Acclaimed","2011","Single parent ","West Germany","463","0.525423154057029","0.491853527920275","0.558992780193783","1"
"Acclaimed","2011","Single parent ","East Germany","129","0.503941734478159","0.439465656851685","0.568417812104633","1"
"Acclaimed","2011","Couple + C. LE 16 ","West Germany","1339","0.444999813968085","0.427144885828173","0.462854742107997","1"
"Acclaimed","2011","Couple + C. LE 16 ","East Germany","416","0.573938521363858","0.53936802299515","0.608509019732566","1"
"Acclaimed","2011","Couple + C. LE and GT 16","East Germany","49","0.348838739236317","0.262107464760382","0.435570013712253","1"
"Acclaimed","2011","Couple + C. GT 16 ","East Germany","192","0.599575153197635","0.548604965006572","0.650545341388699","1"
"Acclaimed","2011","Couple + C. LE and GT 16","West Germany","313","0.445122488623039","0.407033666118535","0.483211311127544","1"
"Acclaimed","2011","Couple + C. GT 16 ","West Germany","439","0.463783557346362","0.431629199354673","0.495937915338051","1"
"Not paid","2011","(Married) couple without C. ","East Germany","117","0.207474101472396","0.173177615374166","0.241770587570627","4"
"Not paid","2011","Single parent ","West Germany","102","0.129885878643229","0.107285916848726","0.152485840437732","4"
"Not paid","2011","Single parent ","East Germany","36","0.182372582530599","0.132575993182505","0.232169171878693","4"
"Not paid","2011","Couple + C. LE 16 ","West Germany","644","0.216118848359935","0.201331065635506","0.230906631084364","4"
"Not paid","2011","Couple + C. LE 16 ","East Germany","132","0.158221950108034","0.132708512218395","0.183735387997672","4"
"Not paid","2011","Couple + C. GT 16 ","West Germany","187","0.174302634038138","0.149841615877075","0.1987636521992","4"
"Not paid","2011","Couple + C. GT 16 ","East Germany","60","0.147871012487214","0.110945366016406","0.184796658958021","4"
"Not paid","2011","Couple + C. LE and GT 16","West Germany","128","0.225411270196396","0.193386751093661","0.257435789299132","4"
"Not paid","2011","Couple + C. LE and GT 16","East Germany","18","","","","4"
"Not paid","2011","1-pers.-HH","West Germany","141","0.186982982357293","0.158463822457809","0.215502142256777","4"
"Not paid","2011","1-pers.-HH","East Germany","29","","","","4"
"Not paid","2011","(Married) couple without C. ","West Germany","346","0.205116187709293","0.185591634533808","0.224640740884778","4"
"Paid","2011","1-pers.-HH","West Germany","76","0.121615316132263","0.0977084646982356","0.14552216756629","3"
"Paid","2011","1-pers.-HH","East Germany","22","","","","3"
"Paid","2011","(Married) couple without C. ","West Germany","152","0.0991121232408058","0.0846634466373322","0.113560799844279","3"
"Paid","2011","(Married) couple without C. ","East Germany","52","0.0870830262600354","0.0632354994541748","0.110930553065896","3"
"Paid","2011","Single parent ","West Germany","141","0.186557321517256","0.160368964412421","0.212745678622092","3"
"Paid","2011","Single parent ","East Germany","35","0.148019750373885","0.102224894303917","0.193814606443853","3"
"Paid","2011","Couple + C. LE 16 ","West Germany","404","0.128519913168414","0.116496007142587","0.140543819194242","3"
"Paid","2011","Couple + C. LE and GT 16","East Germany","16","","","","3"
"Paid","2011","Couple + C. LE 16 ","East Germany","83","0.0911212930698691","0.0710026021127162","0.111239984027022","3"
"Paid","2011","Couple + C. GT 16 ","West Germany","107","0.137353037391237","0.115158413595245","0.15954766118723","3"
"Paid","2011","Couple + C. GT 16 ","East Germany","37","0.102853241830402","0.0712541462208502","0.134452337439954","3"
"Paid","2011","Couple + C. LE and GT 16","West Germany","92","0.149939976688864","0.122578298375422","0.177301655002306","3"
"Partly, partly","2011","(Married) couple without C. ","East Germany","91","0.208482648624695","0.174124787023017","0.242840510226373","2"
"Partly, partly","2011","Single parent ","West Germany","144","0.158133645782486","0.13360506919302","0.182662222371951","2"
"Partly, partly","2011","Single parent ","East Germany","31","0.165665932617356","0.11772254754439","0.213609317690322","2"
"Partly, partly","2011","Couple + C. LE 16 ","West Germany","589","0.210361424503565","0.195718465134736","0.225004383872395","2"
"Partly, partly","2011","Couple + C. LE 16 ","East Germany","155","0.176718235458239","0.150052611568867","0.203383859347611","2"
"Partly, partly","2011","Couple + C. GT 16 ","West Germany","191","0.224560771224263","0.197654535984653","0.251467006463873","2"
"Partly, partly","2011","Couple + C. GT 16 ","East Germany","66","0.149700592484749","0.112587118141706","0.186814066827792","2"
"Partly, partly","2011","Couple + C. LE and GT 16","West Germany","121","0.179526264491701","0.150112165095076","0.208940363888325","2"
"Partly, partly","2011","Couple + C. LE and GT 16","East Germany","33","0.397117061831912","0.308075070010441","0.486159053653384","2"
"Partly, partly","2011","1-pers.-HH","West Germany","135","0.175274574988485","0.147464636904993","0.203084513071977","2"
"Partly, partly","2011","1-pers.-HH","East Germany","39","0.193001240372442","0.140732441853886","0.245270038890998","2"
"Partly, partly","2011","(Married) couple without C. ","West Germany","309","0.193972814905252","0.17485340042117","0.213092229389334","2"
"Acclaimed","2012","1-pers.-HH","West Germany","445","0.514266298377464","0.480487574069505","0.548045022685423","1"
"Acclaimed","2012","1-pers.-HH","East Germany","139","0.634621659496601","0.573185942067271","0.696057376925932","1"
"Acclaimed","2012","(Married) couple without C. ","West Germany","880","0.525783593143695","0.502192424314167","0.549374761973223","1"
"Acclaimed","2012","(Married) couple without C. ","East Germany","300","0.53382616957655","0.492097379373942","0.575554959779157","1"
"Acclaimed","2012","Single parent ","West Germany","491","0.545745817971748","0.513107782734655","0.578383853208841","1"
"Acclaimed","2012","Single parent ","East Germany","133","0.518851477925774","0.454969954130159","0.582733001721389","1"
"Acclaimed","2012","Couple + C. LE 16 ","West Germany","1371","0.449185347831528","0.431081761185264","0.467288934477792","1"
"Acclaimed","2012","Couple + C. LE 16 ","East Germany","412","0.543767960674791","0.508049931475507","0.579485989874074","1"
"Acclaimed","2012","Couple + C. GT 16 ","East Germany","174","0.561846113279125","0.509029534441577","0.614662692116673","1"
"Acclaimed","2012","Couple + C. LE and GT 16","West Germany","353","0.473717424027274","0.43662265710719","0.510812190947358","1"
"Acclaimed","2012","Couple + C. LE and GT 16","East Germany","60","0.464871203166681","0.377083693002959","0.552658713330404","1"
"Acclaimed","2012","Couple + C. GT 16 ","West Germany","482","0.485516414963181","0.454064293501844","0.516968536424518","1"
"Not paid","2012","1-pers.-HH","West Germany","149","0.178201690560369","0.15233811141563","0.204065269705109","4"
"Not paid","2012","1-pers.-HH","East Germany","27","","","","4"
"Not paid","2012","(Married) couple without C. ","West Germany","352","0.178407001525887","0.160318942451541","0.196495060600233","4"
"Not paid","2012","(Married) couple without C. ","East Germany","82","0.154700861803492","0.124451689311273","0.18495003429571","4"
"Not paid","2012","Single parent ","West Germany","128","0.128657894768931","0.106710048866501","0.150605740671361","4"
"Not paid","2012","Single parent ","East Germany","26","","","","4"
"Not paid","2012","Couple + C. LE 16 ","West Germany","556","0.191540144259916","0.177217993958293","0.20586229456154","4"
"Not paid","2012","Couple + C. LE 16 ","East Germany","112","0.146226353509327","0.120888373583005","0.171564333435648","4"
"Not paid","2012","Couple + C. GT 16 ","West Germany","163","0.145557965978362","0.12336468479686","0.167751247159864","4"
"Not paid","2012","Couple + C. GT 16 ","East Germany","53","0.125256572188528","0.0900203899658921","0.160492754411165","4"
"Not paid","2012","Couple + C. LE and GT 16","West Germany","126","0.191530836634699","0.162296411794072","0.220765261475327","4"
"Not paid","2012","Couple + C. LE and GT 16","East Germany","15","","","","4"
"Paid","2012","1-pers.-HH","East Germany","13","","","","3"
"Paid","2012","1-pers.-HH","West Germany","99","0.124802304375924","0.102465837531289","0.14713877122056","3"
"Paid","2012","(Married) couple without C. ","East Germany","57","0.106584936847405","0.0807720563895535","0.132397817305257","3"
"Paid","2012","(Married) couple without C. ","West Germany","159","0.096275739601234","0.0823398705065426","0.110211608695925","3"
"Paid","2012","Single parent ","West Germany","132","0.152366952914489","0.128809482028044","0.175924423800934","3"
"Paid","2012","Single parent ","East Germany","32","0.15338540922732","0.107312136881544","0.199458681573096","3"
"Paid","2012","Couple + C. LE 16 ","West Germany","374","0.130642830039116","0.118377167778513","0.142908492299719","3"
"Paid","2012","Couple + C. LE 16 ","East Germany","62","0.0678105680323915","0.0497808651930536","0.0858402708717294","3"
"Paid","2012","Couple + C. GT 16 ","West Germany","113","0.133777922911244","0.11235547614375","0.155200369678737","3"
"Paid","2012","Couple + C. GT 16 ","East Germany","37","0.0891247149343424","0.0587944099027616","0.119455019965923","3"
"Paid","2012","Couple + C. LE and GT 16","West Germany","105","0.152583203533598","0.125868806913065","0.179297600154132","3"
"Paid","2012","Couple + C. LE and GT 16","East Germany","13","","","","3"
"Partly, partly","2012","1-pers.-HH","West Germany","148","0.182729706686242","0.156611850374506","0.208847562997978","2"
"Partly, partly","2012","1-pers.-HH","East Germany","57","0.176673256965636","0.128014208911051","0.225332305020221","2"
"Partly, partly","2012","(Married) couple without C. ","West Germany","330","0.199533665729184","0.180652131418356","0.218415200040012","2"
"Partly, partly","2012","(Married) couple without C. ","East Germany","110","0.204888031772554","0.171125550263347","0.23865051328176","2"
"Partly, partly","2012","Single parent ","West Germany","143","0.173229334344832","0.148421858366265","0.198036810323398","2"
"Partly, partly","2012","Single parent ","East Germany","44","0.158867471420765","0.112130144943211","0.20560479789832","2"
"Partly, partly","2012","Couple + C. LE 16 ","West Germany","599","0.228631677869439","0.213347284949762","0.243916070789116","2"
"Partly, partly","2012","Couple + C. LE 16 ","East Germany","161","0.242195117783491","0.211473139224361","0.272917096342622","2"
"Partly, partly","2012","Couple + C. GT 16 ","West Germany","212","0.235147696147214","0.208459367467481","0.261836024826946","2"
"Partly, partly","2012","Couple + C. GT 16 ","East Germany","75","0.223772599598004","0.179407017911872","0.268138181284137","2"
"Partly, partly","2012","Couple + C. LE and GT 16","West Germany","112","0.182168535804428","0.153492965593745","0.210844106015111","2"
"Partly, partly","2012","Couple + C. LE and GT 16","East Germany","36","0.368106860867266","0.283218915028441","0.452994806706091","2"
"Acclaimed","2013","1-pers.-HH","West Germany","493","0.529550864354637","0.497333292292865","0.561768436416409","1"
"Acclaimed","2013","1-pers.-HH","East Germany","136","0.598975193147857","0.536044840160441","0.661905546135273","1"
"Acclaimed","2013","(Married) couple without C. ","West Germany","955","0.524158309163166","0.501022533847975","0.547294084478357","1"
"Acclaimed","2013","(Married) couple without C. ","East Germany","293","0.530789623833243","0.488501714365713","0.573077533300773","1"
"Acclaimed","2013","Single parent ","West Germany","477","0.537454700514793","0.504418344834905","0.570491056194682","1"
"Acclaimed","2013","Single parent ","East Germany","135","0.492863262590859","0.428669047882501","0.557057477299219","1"
"Acclaimed","2013","Couple + C. LE 16 ","West Germany","1483","0.461848129424148","0.444371582565251","0.479324676283045","1"
"Acclaimed","2013","Couple + C. LE 16 ","East Germany","388","0.519503576389232","0.48318571755701","0.555821435221454","1"
"Acclaimed","2013","Couple + C. GT 16 ","East Germany","138","0.57378965943509","0.514693358062053","0.632885960808127","1"
"Acclaimed","2013","Couple + C. GT 16 ","West Germany","504","0.484871502856403","0.454940279093517","0.514802726619289","1"
"Acclaimed","2013","Couple + C. LE and GT 16","West Germany","385","0.456078180176251","0.421883607972182","0.490272752380321","1"
"Acclaimed","2013","Couple + C. LE and GT 16","East Germany","62","0.428423446952856","0.344005469367564","0.512841424538148","1"
"Not paid","2013","1-pers.-HH","West Germany","151","0.155284882760423","0.131907151978232","0.178662613542613","4"
"Not paid","2013","1-pers.-HH","East Germany","30","0.0837485058251184","0.0481799680103041","0.119317043639933","4"
"Not paid","2013","(Married) couple without C. ","West Germany","347","0.204612586694257","0.185923972203915","0.2233012011846","4"
"Not paid","2013","(Married) couple without C. ","East Germany","90","0.145429393355643","0.115556913856697","0.175301872854589","4"
"Not paid","2013","Single parent ","West Germany","117","0.142413599026901","0.119257855093727","0.165569342960074","4"
"Not paid","2013","Single parent ","East Germany","37","0.185061905653646","0.135197464608196","0.234926346699097","4"
"Not paid","2013","Couple + C. LE 16 ","West Germany","545","0.195503776875369","0.181601267876511","0.209406285874227","4"
"Not paid","2013","Couple + C. LE 16 ","East Germany","114","0.173813154591154","0.14626697691539","0.201359332266919","4"
"Not paid","2013","Couple + C. GT 16 ","West Germany","169","0.141129614428086","0.120278645205573","0.161980583650598","4"
"Not paid","2013","Couple + C. GT 16 ","East Germany","45","0.173992603171519","0.128689358049145","0.219295848293894","4"
"Not paid","2013","Couple + C. LE and GT 16","West Germany","136","0.147407797329578","0.123068939533656","0.171746655125499","4"
"Not paid","2013","Couple + C. LE and GT 16","East Germany","19","","","","4"
"Paid","2013","1-pers.-HH","East Germany","29","","","","3"
"Paid","2013","1-pers.-HH","West Germany","112","0.118382271144116","0.0975293874108583","0.139235154877374","3"
"Paid","2013","(Married) couple without C. ","East Germany","58","0.0970605679441214","0.0719751163426264","0.122146019545616","3"
"Paid","2013","(Married) couple without C. ","West Germany","155","0.0821824884507676","0.0694594924985435","0.0949054844029917","3"
"Paid","2013","Single parent ","West Germany","126","0.145139992292912","0.121800838140105","0.168479146445719","3"
"Paid","2013","Single parent ","East Germany","26","","","","3"
"Paid","2013","Couple + C. LE 16 ","West Germany","425","0.121460183934218","0.110008976130766","0.132911391737669","3"
"Paid","2013","Couple + C. LE 16 ","East Germany","74","0.0833455378661447","0.0632534582303272","0.103437617501962","3"
"Paid","2013","Couple + C. GT 16 ","West Germany","162","0.143257895121304","0.122276339048662","0.164239451193945","3"
"Paid","2013","Couple + C. GT 16 ","East Germany","30","0.0956047409032781","0.0604656271444802","0.130743854662076","3"
"Paid","2013","Couple + C. LE and GT 16","West Germany","126","0.128828181296207","0.10582824497601","0.151828117616403","3"
"Paid","2013","Couple + C. LE and GT 16","East Germany","18","","","","3"
"Partly, partly","2013","1-pers.-HH","West Germany","166","0.196781981740824","0.171119892165087","0.222444071316561","2"
"Partly, partly","2013","1-pers.-HH","East Germany","38","0.18320739352284","0.133537008381388","0.232877778664292","2"
"Partly, partly","2013","(Married) couple without C. ","West Germany","333","0.189046615691809","0.170908006893216","0.207185224490401","2"
"Partly, partly","2013","(Married) couple without C. ","East Germany","94","0.226720414866992","0.191240318870427","0.262200510863557","2"
"Partly, partly","2013","Single parent ","West Germany","155","0.174991708165394","0.149815984877346","0.200167431453442","2"
"Partly, partly","2013","Single parent ","East Germany","35","0.201312569752046","0.149825994865957","0.252799144638134","2"
"Partly, partly","2013","Couple + C. LE 16 ","West Germany","673","0.221187909766266","0.206638323666409","0.235737495866122","2"
"Partly, partly","2013","Couple + C. LE 16 ","East Germany","151","0.223337731153469","0.193063157271591","0.253612305035347","2"
"Partly, partly","2013","Couple + C. GT 16 ","West Germany","236","0.230740987594208","0.205508967277848","0.255973007910568","2"
"Partly, partly","2013","Couple + C. GT 16 ","East Germany","56","0.156612996490113","0.113182049134998","0.200043943845227","2"
"Partly, partly","2013","Couple + C. LE and GT 16","West Germany","168","0.267685841197964","0.23728884267335","0.298082839722578","2"
"Partly, partly","2013","Couple + C. LE and GT 16","East Germany","33","0.364169595921827","0.282080851483404","0.446258340360249","2"
"Acclaimed","2014","1-pers.-HH","West Germany","437","0.534673430771826","0.500902011799987","0.568444849743665","1"
"Acclaimed","2014","1-pers.-HH","East Germany","122","0.530599757822777","0.464653230802527","0.596546284843027","1"
"Acclaimed","2014","(Married) couple without C. ","West Germany","922","0.521221004870928","0.497735402482197","0.544706607259659","1"
"Acclaimed","2014","(Married) couple without C. ","East Germany","296","0.548360810744011","0.506883122801991","0.589838498686031","1"
"Acclaimed","2014","Single parent ","West Germany","435","0.522063165918477","0.487097899858803","0.557028431978151","1"
"Acclaimed","2014","Single parent ","East Germany","92","0.49444684980443","0.420159188808179","0.568734510800681","1"
"Acclaimed","2014","Couple + C. LE 16 ","West Germany","1276","0.467186607208154","0.448412644420573","0.485960569995736","1"
"Acclaimed","2014","Couple + C. LE 16 ","East Germany","361","0.543572800269934","0.505940984314871","0.581204616224998","1"
"Acclaimed","2014","Couple + C. GT 16 ","East Germany","114","0.526847053077935","0.462600896646768","0.591093209509101","1"
"Acclaimed","2014","Couple + C. GT 16 ","West Germany","469","0.49361490960245","0.461972221021231","0.52525759818367","1"
"Acclaimed","2014","Couple + C. LE and GT 16","West Germany","385","0.432353759689515","0.397916940566548","0.466790578812481","1"
"Acclaimed","2014","Couple + C. LE and GT 16","East Germany","60","0.445006634930356","0.359247503351973","0.530765766508739","1"
"Not paid","2014","1-pers.-HH","West Germany","133","0.150713059451103","0.126490013796029","0.174936105106176","4"
"Not paid","2014","1-pers.-HH","East Germany","34","0.119885024864627","0.0769621378898153","0.162807911839439","4"
"Not paid","2014","(Married) couple without C. ","West Germany","313","0.17121263581548","0.153502875960982","0.188922395669979","4"
"Not paid","2014","(Married) couple without C. ","East Germany","83","0.138550154180136","0.109756019552485","0.167344288807788","4"
"Not paid","2014","Single parent ","West Germany","90","0.117089230763271","0.0945827836062767","0.139595677920265","4"
"Not paid","2014","Single parent ","East Germany","29","","","","4"
"Not paid","2014","Couple + C. LE 16 ","West Germany","484","0.188732922889483","0.174008816291549","0.203457029487416","4"
"Not paid","2014","Couple + C. LE 16 ","East Germany","96","0.136603564947097","0.110657189319072","0.162549940575122","4"
"Not paid","2014","Couple + C. GT 16 ","West Germany","151","0.152618151677557","0.129857669376943","0.175378633978171","4"
"Not paid","2014","Couple + C. GT 16 ","East Germany","35","0.182757020933817","0.133027218626718","0.232486823240917","4"
"Not paid","2014","Couple + C. LE and GT 16","West Germany","114","0.174994953996959","0.148582692275894","0.201407215718024","4"
"Not paid","2014","Couple + C. LE and GT 16","East Germany","22","","","","4"
"Paid","2014","(Married) couple without C. ","East Germany","50","0.0882055891740669","0.0645691505396074","0.111842027808526","3"
"Paid","2014","1-pers.-HH","East Germany","19","","","","3"
"Paid","2014","1-pers.-HH","West Germany","92","0.0959317394055169","0.0759925337606976","0.115870945050336","3"
"Paid","2014","(Married) couple without C. ","West Germany","185","0.10998488996534","0.095275711840236","0.124694068090444","3"
"Paid","2014","Single parent ","West Germany","92","0.117502161816243","0.0949613365090689","0.140042987123417","3"
"Paid","2014","Single parent ","East Germany","19","","","","3"
"Paid","2014","Couple + C. LE 16 ","West Germany","329","0.101117757987847","0.0897731809042519","0.112462335071442","3"
"Paid","2014","Couple + C. LE 16 ","East Germany","67","0.111056791846273","0.087318463712196","0.134795119980351","3"
"Paid","2014","Couple + C. GT 16 ","West Germany","142","0.141729984796094","0.119655954830483","0.163804014761706","3"
"Paid","2014","Couple + C. GT 16 ","East Germany","24","","","","3"
"Paid","2014","Couple + C. LE and GT 16","West Germany","119","0.140486398155226","0.116331342492233","0.164641453818218","3"
"Paid","2014","Couple + C. LE and GT 16","East Germany","12","","","","3"
"Partly, partly","2014","1-pers.-HH","West Germany","176","0.218681770371554","0.190695414586043","0.246668126157065","2"
"Partly, partly","2014","1-pers.-HH","East Germany","45","0.235983343297525","0.179874819981573","0.292091866613477","2"
"Partly, partly","2014","(Married) couple without C. ","West Germany","318","0.197581469348252","0.178861859838871","0.216301078857632","2"
"Partly, partly","2014","(Married) couple without C. ","East Germany","124","0.224883445901786","0.190085967404557","0.259680924399014","2"
"Partly, partly","2014","Single parent ","West Germany","167","0.243345441502009","0.213308860684553","0.273382022319466","2"
"Partly, partly","2014","Single parent ","East Germany","34","0.159431412610235","0.105037914215787","0.213824911004682","2"
"Partly, partly","2014","Couple + C. LE 16 ","West Germany","624","0.242962711914516","0.226824640126449","0.259100783702583","2"
"Partly, partly","2014","Couple + C. LE 16 ","East Germany","149","0.208766842936695","0.178060820713181","0.239472865160209","2"
"Partly, partly","2014","Couple + C. GT 16 ","West Germany","197","0.212036953923898","0.186166890648935","0.237907017198861","2"
"Partly, partly","2014","Couple + C. GT 16 ","East Germany","59","0.218034797625631","0.164902240507907","0.271167354743355","2"
"Partly, partly","2014","Couple + C. LE and GT 16","West Germany","177","0.252164888158301","0.221978596769381","0.282351179547221","2"
"Partly, partly","2014","Couple + C. LE and GT 16","East Germany","35","0.346362632711495","0.264254308604027","0.428470956818963","2"
"Acclaimed","2015","1-pers.-HH","West Germany","","","","","1"
"Acclaimed","2015","1-pers.-HH","East Germany","","","","","1"
"Acclaimed","2015","(Married) couple without C. ","West Germany","","","","","1"
"Acclaimed","2015","(Married) couple without C. ","East Germany","","","","","1"
"Acclaimed","2015","Single parent ","West Germany","","","","","1"
"Acclaimed","2015","Single parent ","East Germany","","","","","1"
"Acclaimed","2015","Couple + C. LE 16 ","West Germany","","","","","1"
"Acclaimed","2015","Couple + C. LE 16 ","East Germany","","","","","1"
"Acclaimed","2015","Couple + C. GT 16 ","East Germany","","","","","1"
"Acclaimed","2015","Couple + C. GT 16 ","West Germany","","","","","1"
"Acclaimed","2015","Couple + C. LE and GT 16","West Germany","","","","","1"
"Acclaimed","2015","Couple + C. LE and GT 16","East Germany","","","","","1"
"Not paid","2015","1-pers.-HH","West Germany","","","","","4"
"Not paid","2015","1-pers.-HH","East Germany","","","","","4"
"Not paid","2015","(Married) couple without C. ","West Germany","","","","","4"
"Not paid","2015","(Married) couple without C. ","East Germany","","","","","4"
"Not paid","2015","Single parent ","West Germany","","","","","4"
"Not paid","2015","Single parent ","East Germany","","","","","4"
"Not paid","2015","Couple + C. LE 16 ","West Germany","","","","","4"
"Not paid","2015","Couple + C. LE 16 ","East Germany","","","","","4"
"Not paid","2015","Couple + C. GT 16 ","West Germany","","","","","4"
"Not paid","2015","Couple + C. GT 16 ","East Germany","","","","","4"
"Not paid","2015","Couple + C. LE and GT 16","West Germany","","","","","4"
"Not paid","2015","Couple + C. LE and GT 16","East Germany","","","","","4"
"Paid","2015","1-pers.-HH","West Germany","","","","","3"
"Paid","2015","1-pers.-HH","East Germany","","","","","3"
"Paid","2015","(Married) couple without C. ","East Germany","","","","","3"
"Paid","2015","(Married) couple without C. ","West Germany","","","","","3"
"Paid","2015","Couple + C. LE 16 ","East Germany","","","","","3"
"Paid","2015","Couple + C. GT 16 ","East Germany","","","","","3"
"Paid","2015","Couple + C. LE and GT 16","West Germany","","","","","3"
