"plb0195_h","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Not paid","1985","Employed","vocational + Abi","29","","","","4"
"Not paid","1985","Employed","higher vocational","108","0.363531223177042","0.309636432644826","0.417426013709258","4"
"Not paid","1985","Not Employed","vocational + Abi","1","","","","4"
"Not paid","1985","Not Employed","higher vocational","","","","","4"
"Not paid","1985","Employed","higher education","242","0.597902841796895","0.550441832091427","0.645363851502363","4"
"Not paid","1985","Not Employed","middle vocational","7","","","","4"
"Not paid","1985","Not Employed","inadequately","","","","","4"
"Not paid","1985","Employed","middle vocational","424","0.224963636722788","0.206668243491869","0.243259029953708","4"
"Not paid","1985","Not Employed","in school","1","","","","4"
"Not paid","1985","Not Employed","higher education","1","","","","4"
"Not paid","1985","Employed","in school","","","","","4"
"Not paid","1985","Employed","inadequately","12","","","","4"
"Not paid","1985","Employed","general elemantary","86","0.15962306634219","0.131638406610783","0.187607726073598","4"
"Paid","1985","Not Employed","higher education","3","","","","3"
"Paid","1985","Employed","in school","","","","","3"
"Paid","1985","Employed","inadequately","134","0.712741716530623","0.644723381000234","0.780760052061011","3"
"Paid","1985","Not Employed","vocational + Abi","","","","","3"
"Paid","1985","Not Employed","higher vocational","","","","","3"
"Paid","1985","Not Employed","in school","","","","","3"
"Paid","1985","Not Employed","inadequately","","","","","3"
"Paid","1985","Not Employed","general elemantary","4","","","","3"
"Paid","1985","Not Employed","middle vocational","15","","","","3"
"Paid","1985","Employed","general elemantary","366","0.46719756678122","0.429076194126578","0.505318939435861","3"
"Paid","1985","Employed","middle vocational","801","0.365038021028104","0.343943607389606","0.386132434666603","3"
"Paid","1985","Employed","vocational + Abi","42","0.321244095085421","0.230176935443352","0.41231125472749","3"
"Paid","1985","Employed","higher vocational","65","0.192217394260528","0.148067367706074","0.236367420814982","3"
"Paid","1985","Employed","higher education","49","0.104937859412477","0.0752725517389467","0.134603167086008","3"
"Partly, partly","1985","Employed","vocational + Abi","8","","","","2"
"Partly, partly","1985","Not Employed","general elemantary","","","","","2"
"Partly, partly","1985","Not Employed","inadequately","","","","","2"
"Partly, partly","1985","Employed","higher vocational","42","0.131022174061518","0.0932158784542107","0.168828469668826","2"
"Partly, partly","1985","Not Employed","middle vocational","2","","","","2"
"Partly, partly","1985","Not Employed","vocational + Abi","","","","","2"
"Partly, partly","1985","Not Employed","higher vocational","","","","","2"
"Partly, partly","1985","Employed","middle vocational","222","0.11563868242869","0.101626977495968","0.129650387361413","2"
"Partly, partly","1985","Employed","higher education","53","0.125761971305087","0.0936663580798489","0.157857584530325","2"
"Partly, partly","1985","Not Employed","in school","","","","","2"
"Partly, partly","1985","Employed","inadequately","11","","","","2"
"Partly, partly","1985","Employed","general elemantary","64","0.112762697757696","0.0885948615318429","0.136930533983549","2"
"Partly, partly","1985","Not Employed","higher education","1","","","","2"
"Partly, partly","1985","Employed","in school","","","","","2"
"Acclaimed","1986","Not Employed","in school","","","","","1"
"Acclaimed","1986","Not Employed","inadequately","","","","","1"
"Acclaimed","1986","Not Employed","general elemantary","2","","","","1"
"Acclaimed","1986","Not Employed","middle vocational","6","","","","1"
"Acclaimed","1986","Not Employed","vocational + Abi","","","","","1"
"Acclaimed","1986","Not Employed","higher vocational","1","","","","1"
"Acclaimed","1986","Not Employed","higher education","1","","","","1"
"Acclaimed","1986","Employed","in school","","","","","1"
"Acclaimed","1986","Employed","inadequately","20","","","","1"
"Acclaimed","1986","Employed","general elemantary","146","0.280055980207577","0.245509999006996","0.314601961408159","1"
"Acclaimed","1986","Employed","middle vocational","599","0.332715687771725","0.311661540625627","0.353769834917823","1"
"Acclaimed","1986","Employed","vocational + Abi","25","","","","1"
"Acclaimed","1986","Employed","higher vocational","84","0.354676929336369","0.295373043313652","0.413980815359086","1"
"Acclaimed","1986","Employed","higher education","76","0.214712663250716","0.171632384563828","0.257792941937604","1"
"Not paid","1986","Employed","higher education","194","0.570492233175635","0.518558952716833","0.622425513634438","4"
"Not paid","1986","Not Employed","general elemantary","","","","","4"
"Not paid","1986","Not Employed","inadequately","1","","","","4"
"Not paid","1986","Employed","vocational + Abi","26","","","","4"
"Not paid","1986","Employed","higher vocational","68","0.261373855775004","0.206908355523525","0.315839356026483","4"
"Not paid","1986","Not Employed","middle vocational","5","","","","4"
"Not paid","1986","Not Employed","vocational + Abi","","","","","4"
"Not paid","1986","Not Employed","in school","","","","","4"
"Not paid","1986","Employed","middle vocational","278","0.154888114363443","0.138721774365391","0.171054454361495","4"
"Not paid","1986","Not Employed","higher education","4","","","","4"
"Not paid","1986","Not Employed","higher vocational","1","","","","4"
"Not paid","1986","Employed","in school","","","","","4"
"Not paid","1986","Employed","inadequately","6","","","","4"
"Not paid","1986","Employed","general elemantary","75","0.131933208277762","0.105896901768805","0.157969514786718","4"
"Paid","1986","Not Employed","in school","2","","","","3"
"Paid","1986","Not Employed","inadequately","3","","","","3"
"Paid","1986","Not Employed","general elemantary","9","","","","3"
"Paid","1986","Not Employed","middle vocational","6","","","","3"
"Paid","1986","Not Employed","vocational + Abi","1","","","","3"
"Paid","1986","Employed","inadequately","123","0.672847180907158","0.600599462624932","0.745094899189384","3"
"Paid","1986","Employed","general elemantary","370","0.490709411247149","0.452248394433547","0.529170428060751","3"
"Paid","1986","Employed","middle vocational","810","0.384110454658678","0.362377186574854","0.405843722742502","3"
"Paid","1986","Employed","vocational + Abi","46","0.346700634385586","0.257356040633804","0.436045228137368","3"
"Paid","1986","Employed","higher vocational","64","0.251647617929281","0.197854394233445","0.305440841625117","3"
"Paid","1986","Employed","higher education","44","0.115434001199502","0.0819091102983485","0.148958892100656","3"
"Paid","1986","Not Employed","higher vocational","","","","","3"
"Paid","1986","Not Employed","higher education","1","","","","3"
"Paid","1986","Employed","in school","","","","","3"
"Partly, partly","1986","Not Employed","middle vocational","4","","","","2"
"Partly, partly","1986","Not Employed","general elemantary","1","","","","2"
"Partly, partly","1986","Employed","vocational + Abi","12","","","","2"
"Partly, partly","1986","Employed","higher vocational","34","0.132301596959346","0.0903020090741967","0.174301184844496","2"
"Partly, partly","1986","Not Employed","inadequately","","","","","2"
"Partly, partly","1986","Not Employed","vocational + Abi","","","","","2"
"Partly, partly","1986","Employed","middle vocational","237","0.128285743206155","0.113343292600382","0.143228193811928","2"
"Partly, partly","1986","Not Employed","higher vocational","","","","","2"
"Partly, partly","1986","Employed","higher education","35","0.099361102374146","0.0679763339862255","0.130745870762067","2"
"Partly, partly","1986","Not Employed","in school","","","","","2"
"Partly, partly","1986","Employed","in school","","","","","2"
"Partly, partly","1986","Employed","inadequately","13","","","","2"
"Partly, partly","1986","Employed","general elemantary","58","0.0973014002675118","0.074500254442007","0.120102546093017","2"
"Partly, partly","1986","Not Employed","higher education","","","","","2"
"Acclaimed","1987","Not Employed","in school","","","","","1"
"Acclaimed","1987","Not Employed","inadequately","","","","","1"
"Acclaimed","1987","Not Employed","general elemantary","","","","","1"
"Acclaimed","1987","Not Employed","middle vocational","","","","","1"
"Acclaimed","1987","Not Employed","vocational + Abi","","","","","1"
"Acclaimed","1987","Not Employed","higher vocational","","","","","1"
"Acclaimed","1987","Not Employed","higher education","","","","","1"
"Acclaimed","1987","Employed","in school","","","","","1"
"Acclaimed","1987","Employed","inadequately","","","","","1"
"Acclaimed","1987","Employed","general elemantary","","","","","1"
"Acclaimed","1987","Employed","middle vocational","","","","","1"
"Acclaimed","1987","Employed","vocational + Abi","","","","","1"
"Acclaimed","1987","Employed","higher vocational","","","","","1"
"Acclaimed","1987","Employed","higher education","","","","","1"
"Not paid","1987","Not Employed","general elemantary","","","","","4"
"Not paid","1987","Not Employed","vocational + Abi","","","","","4"
"Not paid","1987","Employed","higher vocational","","","","","4"
"Not paid","1987","Employed","higher education","","","","","4"
"Not paid","1987","Not Employed","middle vocational","","","","","4"
"Not paid","1987","Employed","vocational + Abi","","","","","4"
"Not paid","1987","Not Employed","inadequately","","","","","4"
"Not paid","1987","Not Employed","higher vocational","","","","","4"
"Not paid","1987","Not Employed","in school","","","","","4"
"Not paid","1987","Employed","middle vocational","","","","","4"
"Not paid","1987","Not Employed","higher education","","","","","4"
"Not paid","1987","Employed","in school","","","","","4"
"Not paid","1987","Employed","inadequately","","","","","4"
"Not paid","1987","Employed","general elemantary","","","","","4"
"Paid","1987","Employed","vocational + Abi","","","","","3"
"Paid","1987","Employed","higher vocational","","","","","3"
"Paid","1987","Employed","inadequately","","","","","3"
"Paid","1987","Employed","general elemantary","","","","","3"
"Paid","1987","Employed","middle vocational","","","","","3"
"Paid","1987","Not Employed","in school","","","","","3"
"Paid","1987","Not Employed","inadequately","","","","","3"
"Paid","1987","Not Employed","general elemantary","","","","","3"
"Paid","1987","Not Employed","middle vocational","","","","","3"
"Paid","1987","Not Employed","vocational + Abi","","","","","3"
"Paid","1987","Not Employed","higher vocational","","","","","3"
"Paid","1987","Not Employed","higher education","","","","","3"
"Paid","1987","Employed","in school","","","","","3"
"Paid","1987","Employed","higher education","","","","","3"
"Partly, partly","1987","Not Employed","middle vocational","","","","","2"
"Partly, partly","1987","Not Employed","general elemantary","","","","","2"
"Partly, partly","1987","Employed","higher education","","","","","2"
"Partly, partly","1987","Not Employed","vocational + Abi","","","","","2"
"Partly, partly","1987","Employed","vocational + Abi","","","","","2"
"Partly, partly","1987","Employed","higher vocational","","","","","2"
"Partly, partly","1987","Not Employed","inadequately","","","","","2"
"Partly, partly","1987","Employed","middle vocational","","","","","2"
"Partly, partly","1987","Not Employed","higher vocational","","","","","2"
"Partly, partly","1987","Not Employed","in school","","","","","2"
"Partly, partly","1987","Employed","in school","","","","","2"
"Partly, partly","1987","Employed","inadequately","","","","","2"
"Partly, partly","1987","Employed","general elemantary","","","","","2"
"Partly, partly","1987","Not Employed","higher education","","","","","2"
"Acclaimed","1988","Not Employed","in school","","","","","1"
"Acclaimed","1988","Not Employed","inadequately","","","","","1"
"Acclaimed","1988","Not Employed","general elemantary","2","","","","1"
"Acclaimed","1988","Not Employed","middle vocational","6","","","","1"
"Acclaimed","1988","Not Employed","vocational + Abi","1","","","","1"
"Acclaimed","1988","Not Employed","higher vocational","2","","","","1"
"Acclaimed","1988","Not Employed","higher education","2","","","","1"
"Acclaimed","1988","Employed","in school","","","","","1"
"Acclaimed","1988","Employed","inadequately","17","","","","1"
"Acclaimed","1988","Employed","general elemantary","164","0.304184431287344","0.269270340563027","0.339098522011661","1"
"Acclaimed","1988","Employed","middle vocational","617","0.352710781710126","0.330996264735195","0.374425298685057","1"
"Acclaimed","1988","Employed","vocational + Abi","29","","","","1"
"Acclaimed","1988","Employed","higher vocational","89","0.398451611604249","0.336121630433815","0.460781592774683","1"
"Acclaimed","1988","Employed","higher education","76","0.199393230070877","0.157889423964638","0.240897036177116","1"
"Not paid","1988","Not Employed","middle vocational","3","","","","4"
"Not paid","1988","Not Employed","general elemantary","1","","","","4"
"Not paid","1988","Employed","vocational + Abi","21","","","","4"
"Not paid","1988","Not Employed","in school","","","","","4"
"Not paid","1988","Not Employed","vocational + Abi","2","","","","4"
"Not paid","1988","Not Employed","inadequately","","","","","4"
"Not paid","1988","Employed","higher vocational","56","0.238725473343751","0.18445120862724","0.292999738060262","4"
"Not paid","1988","Not Employed","higher vocational","","","","","4"
"Not paid","1988","Employed","higher education","201","0.591413947936713","0.540350440534775","0.642477455338652","4"
"Not paid","1988","Employed","middle vocational","242","0.140467710095905","0.124676661559505","0.156258758632305","4"
"Not paid","1988","Not Employed","higher education","1","","","","4"
"Not paid","1988","Employed","in school","","","","","4"
"Not paid","1988","Employed","inadequately","4","","","","4"
"Not paid","1988","Employed","general elemantary","57","0.107882378255822","0.0843388531554163","0.131425903356227","4"
"Paid","1988","Not Employed","in school","","","","","3"
"Paid","1988","Not Employed","inadequately","2","","","","3"
"Paid","1988","Not Employed","general elemantary","5","","","","3"
"Paid","1988","Not Employed","middle vocational","9","","","","3"
"Paid","1988","Not Employed","vocational + Abi","1","","","","3"
"Paid","1988","Not Employed","higher vocational","","","","","3"
"Paid","1988","Not Employed","higher education","2","","","","3"
"Paid","1988","Employed","in school","1","","","","3"
"Paid","1988","Employed","inadequately","131","0.828842300049295","0.77066288807398","0.88702171202461","3"
"Paid","1988","Employed","general elemantary","382","0.48171550157509","0.443795827584631","0.51963517556555","3"
"Paid","1988","Employed","middle vocational","757","0.374325081397367","0.352331778491333","0.3963183843034","3"
"Paid","1988","Employed","vocational + Abi","36","0.226843440860601","0.147118906054038","0.306567975667164","3"
"Paid","1988","Employed","higher vocational","54","0.207778863832772","0.156125594591961","0.259432133073582","3"
"Paid","1988","Employed","higher education","37","0.0954676282661028","0.064942098077968","0.125993158454238","3"
"Partly, partly","1988","Not Employed","general elemantary","1","","","","2"
"Partly, partly","1988","Not Employed","vocational + Abi","","","","","2"
"Partly, partly","1988","Employed","vocational + Abi","20","","","","2"
"Partly, partly","1988","Employed","higher education","42","0.113725193726307","0.0807463339061855","0.146704053546428","2"
"Partly, partly","1988","Not Employed","middle vocational","","","","","2"
"Partly, partly","1988","Employed","higher vocational","38","0.155044051219229","0.108963410838683","0.201124691599774","2"
"Partly, partly","1988","Not Employed","inadequately","","","","","2"
"Partly, partly","1988","Employed","middle vocational","244","0.132496426796603","0.1170890274879","0.147903826105306","2"
"Partly, partly","1988","Not Employed","higher vocational","","","","","2"
"Partly, partly","1988","Not Employed","in school","","","","","2"
"Partly, partly","1988","Not Employed","higher education","1","","","","2"
"Partly, partly","1988","Employed","in school","","","","","2"
"Partly, partly","1988","Employed","inadequately","9","","","","2"
"Partly, partly","1988","Employed","general elemantary","64","0.106217688881744","0.0828347294850308","0.129600648278457","2"
"Acclaimed","1989","Not Employed","vocational + Abi","","","","","1"
"Acclaimed","1989","Not Employed","higher vocational","","","","","1"
"Acclaimed","1989","Not Employed","higher education","","","","","1"
"Acclaimed","1989","Employed","in school","","","","","1"
"Acclaimed","1989","Employed","inadequately","24","","","","1"
"Acclaimed","1989","Not Employed","in school","","","","","1"
"Acclaimed","1989","Not Employed","inadequately","1","","","","1"
"Acclaimed","1989","Not Employed","general elemantary","1","","","","1"
"Acclaimed","1989","Not Employed","middle vocational","10","","","","1"
"Acclaimed","1989","Employed","general elemantary","165","0.300930447053696","0.267001311579434","0.334859582527958","1"
"Acclaimed","1989","Employed","middle vocational","637","0.338785871581052","0.318027524636279","0.359544218525825","1"
"Acclaimed","1989","Employed","vocational + Abi","44","0.383298381488143","0.296669752200028","0.469927010776258","1"
"Acclaimed","1989","Employed","higher vocational","82","0.364659608976739","0.302588548540669","0.426730669412809","1"
"Acclaimed","1989","Employed","higher education","75","0.206865968198599","0.164550945628253","0.249180990768945","1"
"Not paid","1989","Not Employed","general elemantary","1","","","","4"
"Not paid","1989","Not Employed","vocational + Abi","","","","","4"
"Not paid","1989","Not Employed","middle vocational","2","","","","4"
"Not paid","1989","Not Employed","higher vocational","1","","","","4"
"Not paid","1989","Not Employed","inadequately","","","","","4"
"Not paid","1989","Employed","vocational + Abi","23","","","","4"
"Not paid","1989","Employed","higher vocational","46","0.205637790750647","0.153517977218804","0.257757604282489","4"
"Not paid","1989","Employed","higher education","185","0.541676100292246","0.489624648321865","0.593727552262627","4"
"Not paid","1989","Not Employed","in school","","","","","4"
"Not paid","1989","Employed","middle vocational","243","0.135598531414235","0.120582875783779","0.15061418704469","4"
"Not paid","1989","Not Employed","higher education","2","","","","4"
"Not paid","1989","Employed","in school","","","","","4"
"Not paid","1989","Employed","inadequately","5","","","","4"
"Not paid","1989","Employed","general elemantary","60","0.103301667024951","0.0807874742099832","0.125815859839919","4"
"Paid","1989","Not Employed","in school","1","","","","3"
"Paid","1989","Not Employed","inadequately","2","","","","3"
"Paid","1989","Not Employed","general elemantary","10","","","","3"
"Paid","1989","Not Employed","middle vocational","8","","","","3"
"Paid","1989","Not Employed","vocational + Abi","","","","","3"
"Paid","1989","Not Employed","higher vocational","1","","","","3"
"Paid","1989","Not Employed","higher education","2","","","","3"
"Paid","1989","Employed","in school","2","","","","3"
"Paid","1989","Employed","inadequately","125","0.729456504789887","0.662479921692388","0.796433087887386","3"
"Paid","1989","Employed","general elemantary","382","0.459368283496462","0.422503575486966","0.496232991505958","3"
"Paid","1989","Employed","middle vocational","839","0.3852371240454","0.363893068550875","0.406581179539924","3"
"Paid","1989","Employed","vocational + Abi","36","0.224250868024874","0.149934731926355","0.298567004123393","3"
"Paid","1989","Employed","higher vocational","49","0.205435089186797","0.15333432365457","0.257535854719024","3"
"Paid","1989","Employed","higher education","37","0.0911530145449436","0.0610847984521418","0.121221230637745","3"
"Partly, partly","1989","Employed","vocational + Abi","18","","","","2"
"Partly, partly","1989","Not Employed","general elemantary","2","","","","2"
"Partly, partly","1989","Not Employed","vocational + Abi","","","","","2"
"Partly, partly","1989","Employed","higher vocational","54","0.224267511085818","0.170480021735061","0.278055000436574","2"
"Partly, partly","1989","Employed","higher education","55","0.160304916964211","0.12197737338801","0.198632460540412","2"
"Partly, partly","1989","Not Employed","middle vocational","3","","","","2"
"Partly, partly","1989","Not Employed","inadequately","","","","","2"
"Partly, partly","1989","Employed","middle vocational","278","0.140378472959314","0.125142753863541","0.155614192055086","2"
"Partly, partly","1989","Not Employed","higher vocational","","","","","2"
"Partly, partly","1989","Not Employed","in school","","","","","2"
"Partly, partly","1989","Not Employed","higher education","","","","","2"
"Partly, partly","1989","Employed","in school","","","","","2"
"Partly, partly","1989","Employed","inadequately","15","","","","2"
"Partly, partly","1989","Employed","general elemantary","95","0.136399602424891","0.111010783161156","0.161788421688625","2"
"Acclaimed","1990","Not Employed","vocational + Abi","","","","","1"
"Acclaimed","1990","Not Employed","higher vocational","","","","","1"
"Acclaimed","1990","Not Employed","higher education","3","","","","1"
"Acclaimed","1990","Employed","in school","","","","","1"
"Acclaimed","1990","Employed","inadequately","22","","","","1"
"Acclaimed","1990","Not Employed","in school","","","","","1"
"Acclaimed","1990","Not Employed","inadequately","","","","","1"
"Acclaimed","1990","Not Employed","general elemantary","1","","","","1"
"Acclaimed","1990","Not Employed","middle vocational","5","","","","1"
"Acclaimed","1990","Employed","general elemantary","166","0.300682315822706","0.266929021062353","0.334435610583059","1"
"Acclaimed","1990","Employed","middle vocational","648","0.355414223379918","0.334186435932092","0.376642010827744","1"
"Acclaimed","1990","Employed","vocational + Abi","40","0.382123731626908","0.296942121081372","0.467305342172444","1"
"Acclaimed","1990","Employed","higher vocational","89","0.368197740495878","0.305592337653378","0.430803143338378","1"
"Acclaimed","1990","Employed","higher education","93","0.250576473081082","0.205936120789512","0.295216825372652","1"
"Not paid","1990","Not Employed","general elemantary","1","","","","4"
"Not paid","1990","Not Employed","middle vocational","1","","","","4"
"Not paid","1990","Employed","vocational + Abi","19","","","","4"
"Not paid","1990","Employed","higher vocational","37","0.183124667577203","0.132921400225398","0.233327934929008","4"
"Not paid","1990","Not Employed","inadequately","","","","","4"
"Not paid","1990","Employed","higher education","175","0.504625074460303","0.453120568104798","0.556129580815808","4"
"Not paid","1990","Not Employed","vocational + Abi","","","","","4"
"Not paid","1990","Employed","middle vocational","226","0.129347977165352","0.114464681933099","0.144231272397606","4"
"Not paid","1990","Not Employed","higher vocational","","","","","4"
"Not paid","1990","Not Employed","in school","","","","","4"
"Not paid","1990","Employed","in school","","","","","4"
"Not paid","1990","Employed","inadequately","1","","","","4"
"Not paid","1990","Employed","general elemantary","50","0.0822934190173914","0.062065116051987","0.102521721982796","4"
"Not paid","1990","Not Employed","higher education","1","","","","4"
"Paid","1990","Not Employed","in school","","","","","3"
"Paid","1990","Not Employed","inadequately","1","","","","3"
"Paid","1990","Not Employed","general elemantary","7","","","","3"
"Paid","1990","Not Employed","middle vocational","14","","","","3"
"Paid","1990","Not Employed","vocational + Abi","","","","","3"
"Paid","1990","Not Employed","higher vocational","","","","","3"
"Paid","1990","Not Employed","higher education","","","","","3"
"Paid","1990","Employed","in school","2","","","","3"
"Paid","1990","Employed","inadequately","114","0.700482907725039","0.629061381856748","0.77190443359333","3"
"Paid","1990","Employed","general elemantary","403","0.48726706634239","0.450475005916209","0.52405912676857","3"
"Paid","1990","Employed","middle vocational","796","0.381665864381307","0.360120678750996","0.403211050011619","3"
"Paid","1990","Employed","vocational + Abi","42","0.207529765813907","0.136437106172069","0.278622425455745","3"
"Paid","1990","Employed","higher vocational","50","0.211980685386291","0.158929237076451","0.26503213369613","3"
"Paid","1990","Employed","higher education","30","0.068292336141382","0.0423075214327121","0.0942771508500519","3"
"Partly, partly","1990","Not Employed","general elemantary","1","","","","2"
"Partly, partly","1990","Not Employed","middle vocational","","","","","2"
"Partly, partly","1990","Not Employed","vocational + Abi","","","","","2"
"Partly, partly","1990","Employed","vocational + Abi","24","","","","2"
"Partly, partly","1990","Employed","higher vocational","52","0.236696906540628","0.181524050011932","0.291869763069325","2"
"Partly, partly","1990","Employed","higher education","64","0.176506116317232","0.137232230394436","0.215780002240029","2"
"Partly, partly","1990","Not Employed","inadequately","","","","","2"
"Partly, partly","1990","Not Employed","higher vocational","","","","","2"
"Partly, partly","1990","Employed","middle vocational","283","0.133571935073422","0.118484311718195","0.14865955842865","2"
"Partly, partly","1990","Not Employed","in school","1","","","","2"
"Partly, partly","1990","Not Employed","higher education","1","","","","2"
"Partly, partly","1990","Employed","in school","","","","","2"
"Partly, partly","1990","Employed","inadequately","21","","","","2"
"Partly, partly","1990","Employed","general elemantary","90","0.129757198817513","0.105022255249848","0.154492142385179","2"
"Acclaimed","1991","Not Employed","in school","","","","","1"
"Acclaimed","1991","Not Employed","inadequately","","","","","1"
"Acclaimed","1991","Not Employed","general elemantary","4","","","","1"
"Acclaimed","1991","Not Employed","middle vocational","7","","","","1"
"Acclaimed","1991","Not Employed","vocational + Abi","1","","","","1"
"Acclaimed","1991","Not Employed","higher vocational","","","","","1"
"Acclaimed","1991","Not Employed","higher education","","","","","1"
"Acclaimed","1991","Employed","in school","","","","","1"
"Acclaimed","1991","Employed","inadequately","30","0.188408163359225","0.132806218390275","0.244010108328175","1"
"Acclaimed","1991","Employed","general elemantary","185","0.300368096019607","0.267516309220492","0.333219882818722","1"
"Acclaimed","1991","Employed","middle vocational","672","0.334514940978017","0.314125380695338","0.354904501260697","1"
"Acclaimed","1991","Employed","vocational + Abi","52","0.436554063124427","0.354399968054913","0.518708158193941","1"
"Acclaimed","1991","Employed","higher vocational","102","0.392951908302662","0.332288100410577","0.453615716194748","1"
"Acclaimed","1991","Employed","higher education","98","0.263614389405915","0.218961507562719","0.308267271249111","1"
"Not paid","1991","Not Employed","middle vocational","4","","","","4"
"Not paid","1991","Employed","vocational + Abi","23","","","","4"
"Not paid","1991","Employed","higher vocational","41","0.18614934616078","0.137804349630738","0.234494342690823","4"
