"plb0195_h","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Acclaimed","1984","16-34 y.","(0) in school","","","",""
"Acclaimed","1984","16-34 y.","(1a) inadequately completed","10","","",""
"Acclaimed","1984","16-34 y.","(1b) general elementary school","46","0.176754513562572","0.132467581445912","0.221041445679232"
"Acclaimed","1984","16-34 y.","(1c) basic vocational qualification","188","0.297225686354935","0.26248900078547","0.3319623719244"
"Acclaimed","1984","16-34 y.","(2b) intermediate general qualification","42","0.473775449794832","0.368246723952793","0.579304175636871"
"Acclaimed","1984","16-34 y.","(2a) intermediate vocational","152","0.429125555868712","0.377638696070603","0.480612415666821"
"Acclaimed","1984","16-34 y.","(2c_gen) general maturity certificate","15","","",""
"Acclaimed","1984","16-34 y.","(2c_voc) vocational maturity certificate","42","0.434488736153894","0.341432660642575","0.527544811665213"
"Acclaimed","1984","16-34 y.","(3a) lower tertiary education","9","","",""
"Acclaimed","1984","16-34 y.","(3b) higher tertiary education","14","","",""
"Acclaimed","1984","35-65 y.","(0) in school","","","",""
"Acclaimed","1984","35-65 y.","(1a) inadequately completed","11","","",""
"Acclaimed","1984","35-65 y.","(1b) general elementary school","88","0.258210413118941","0.217035710730098","0.299385115507784"
"Acclaimed","1984","35-65 y.","(1c) basic vocational qualification","287","0.266217192900115","0.24080472501734","0.29162966078289"
"Acclaimed","1984","35-65 y.","(2b) intermediate general qualification","6","","",""
"Acclaimed","1984","35-65 y.","(2a) intermediate vocational","101","0.332765379858196","0.279796638457418","0.385734121258974"
"Acclaimed","1984","35-65 y.","(2c_gen) general maturity certificate","4","","",""
"Acclaimed","1984","35-65 y.","(2c_voc) vocational maturity certificate","22","","",""
"Acclaimed","1984","35-65 y.","(3a) lower tertiary education","18","","",""
"Acclaimed","1984","35-65 y.","(3b) higher tertiary education","20","","",""
"Acclaimed","1984","66 and older","(0) in school","","","",""
"Acclaimed","1984","66 and older","(1a) inadequately completed","","","",""
"Acclaimed","1984","66 and older","(1b) general elementary school","","","",""
"Acclaimed","1984","66 and older","(1c) basic vocational qualification","2","","",""
"Acclaimed","1984","66 and older","(2b) intermediate general qualification","","","",""
"Acclaimed","1984","66 and older","(2a) intermediate vocational","1","","",""
"Acclaimed","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"Acclaimed","1984","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Acclaimed","1984","66 and older","(3a) lower tertiary education","","","",""
"Acclaimed","1984","66 and older","(3b) higher tertiary education","","","",""
"Partly, partly","1984","16-34 y.","(0) in school","","","",""
"Partly, partly","1984","16-34 y.","(1a) inadequately completed","6","","",""
"Partly, partly","1984","16-34 y.","(1b) general elementary school","31","0.147582065277422","0.106403734098071","0.188760396456773"
"Partly, partly","1984","16-34 y.","(1c) basic vocational qualification","88","0.13951936397308","0.113184864822408","0.165853863123753"
"Partly, partly","1984","16-34 y.","(2b) intermediate general qualification","8","","",""
"Partly, partly","1984","16-34 y.","(2a) intermediate vocational","50","0.134054826647795","0.0986126537294739","0.169496999566115"
"Partly, partly","1984","16-34 y.","(2c_gen) general maturity certificate","4","","",""
"Partly, partly","1984","16-34 y.","(2c_voc) vocational maturity certificate","13","","",""
"Partly, partly","1984","16-34 y.","(3a) lower tertiary education","5","","",""
"Partly, partly","1984","16-34 y.","(3b) higher tertiary education","15","","",""
"Partly, partly","1984","35-65 y.","(0) in school","","","",""
"Partly, partly","1984","35-65 y.","(1a) inadequately completed","14","","",""
"Partly, partly","1984","35-65 y.","(1b) general elementary school","23","","",""
"Partly, partly","1984","35-65 y.","(1c) basic vocational qualification","115","0.0994342136203421","0.0822285800091171","0.116639847231567"
"Partly, partly","1984","35-65 y.","(2b) intermediate general qualification","1","","",""
"Partly, partly","1984","35-65 y.","(2a) intermediate vocational","36","0.112780603449993","0.077222055326572","0.148339151573414"
"Partly, partly","1984","35-65 y.","(2c_gen) general maturity certificate","1","","",""
"Partly, partly","1984","35-65 y.","(2c_voc) vocational maturity certificate","11","","",""
"Partly, partly","1984","35-65 y.","(3a) lower tertiary education","23","","",""
"Partly, partly","1984","35-65 y.","(3b) higher tertiary education","17","","",""
"Partly, partly","1984","66 and older","(0) in school","","","",""
"Partly, partly","1984","66 and older","(1a) inadequately completed","","","",""
"Partly, partly","1984","66 and older","(1b) general elementary school","","","",""
"Partly, partly","1984","66 and older","(1c) basic vocational qualification","","","",""
"Partly, partly","1984","66 and older","(2b) intermediate general qualification","","","",""
"Partly, partly","1984","66 and older","(2a) intermediate vocational","","","",""
"Partly, partly","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"Partly, partly","1984","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Partly, partly","1984","66 and older","(3a) lower tertiary education","","","",""
"Partly, partly","1984","66 and older","(3b) higher tertiary education","","","",""
"Paid","1984","16-34 y.","(0) in school","","","",""
"Paid","1984","16-34 y.","(1a) inadequately completed","58","0.655680030660715","0.55023457358943","0.761125487731999"
"Paid","1984","16-34 y.","(1b) general elementary school","173","0.531227709531487","0.473291912326091","0.589163506736884"
"Paid","1984","16-34 y.","(1c) basic vocational qualification","319","0.464685035159462","0.426777870317591","0.502592200001334"
"Paid","1984","16-34 y.","(2b) intermediate general qualification","18","","",""
"Paid","1984","16-34 y.","(2a) intermediate vocational","74","0.206246552032855","0.164157409768035","0.248335694297675"
"Paid","1984","16-34 y.","(2c_gen) general maturity certificate","31","0.436343822668906","0.309799217037535","0.562888428300277"
"Paid","1984","16-34 y.","(2c_voc) vocational maturity certificate","33","0.222370134811839","0.144304564381403","0.300435705242276"
"Paid","1984","16-34 y.","(3a) lower tertiary education","15","","",""
"Paid","1984","16-34 y.","(3b) higher tertiary education","25","","",""
"Paid","1984","35-65 y.","(0) in school","","","",""
"Paid","1984","35-65 y.","(1a) inadequately completed","186","0.821879737457731","0.771549103139686","0.872210371775776"
"Paid","1984","35-65 y.","(1b) general elementary school","259","0.50638623566833","0.459349431882841","0.553423039453819"
"Paid","1984","35-65 y.","(1c) basic vocational qualification","528","0.424435788794753","0.396017500470279","0.452854077119228"
"Paid","1984","35-65 y.","(2b) intermediate general qualification","5","","",""
"Paid","1984","35-65 y.","(2a) intermediate vocational","58","0.188727621759399","0.144741833667075","0.232713409851724"
"Paid","1984","35-65 y.","(2c_gen) general maturity certificate","16","","",""
"Paid","1984","35-65 y.","(2c_voc) vocational maturity certificate","25","","",""
"Paid","1984","35-65 y.","(3a) lower tertiary education","11","","",""
"Paid","1984","35-65 y.","(3b) higher tertiary education","18","","",""
"Paid","1984","66 and older","(0) in school","","","",""
"Paid","1984","66 and older","(1a) inadequately completed","","","",""
"Paid","1984","66 and older","(1b) general elementary school","1","","",""
"Paid","1984","66 and older","(1c) basic vocational qualification","2","","",""
"Paid","1984","66 and older","(2b) intermediate general qualification","","","",""
"Paid","1984","66 and older","(2a) intermediate vocational","1","","",""
"Paid","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"Paid","1984","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Paid","1984","66 and older","(3a) lower tertiary education","","","",""
"Paid","1984","66 and older","(3b) higher tertiary education","","","",""
"Not paid","1984","16-34 y.","(0) in school","1","","",""
"Not paid","1984","16-34 y.","(1a) inadequately completed","4","","",""
"Not paid","1984","16-34 y.","(1b) general elementary school","35","0.144435711628519","0.103623580055452","0.185247843201586"
"Not paid","1984","16-34 y.","(1c) basic vocational qualification","70","0.0985699145125227","0.0759143189808199","0.121225510044225"
"Not paid","1984","16-34 y.","(2b) intermediate general qualification","18","","",""
"Not paid","1984","16-34 y.","(2a) intermediate vocational","79","0.230573065450638","0.186758158489884","0.274387972411393"
"Not paid","1984","16-34 y.","(2c_gen) general maturity certificate","9","","",""
"Not paid","1984","16-34 y.","(2c_voc) vocational maturity certificate","21","","",""
"Not paid","1984","16-34 y.","(3a) lower tertiary education","14","","",""
"Not paid","1984","16-34 y.","(3b) higher tertiary education","44","0.493015828611154","0.394032356274098","0.59199930094821"
"Not paid","1984","35-65 y.","(0) in school","","","",""
"Not paid","1984","35-65 y.","(1a) inadequately completed","11","","",""
"Not paid","1984","35-65 y.","(1b) general elementary school","64","0.174249895368076","0.138562585815739","0.209937204920413"
"Not paid","1984","35-65 y.","(1c) basic vocational qualification","232","0.209912804684789","0.186497381865934","0.233328227503644"
"Not paid","1984","35-65 y.","(2b) intermediate general qualification","7","","",""
"Not paid","1984","35-65 y.","(2a) intermediate vocational","109","0.365726394932412","0.311585208170826","0.419867581693998"
"Not paid","1984","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"Not paid","1984","35-65 y.","(2c_voc) vocational maturity certificate","39","0.461637353874439","0.362428563391282","0.560846144357596"
"Not paid","1984","35-65 y.","(3a) lower tertiary education","54","0.512090238814966","0.416933804343827","0.607246673286105"
"Not paid","1984","35-65 y.","(3b) higher tertiary education","125","0.731848587626003","0.667132463044972","0.796564712207035"
"Not paid","1984","66 and older","(0) in school","","","",""
"Not paid","1984","66 and older","(1a) inadequately completed","","","",""
"Not paid","1984","66 and older","(1b) general elementary school","3","","",""
"Not paid","1984","66 and older","(1c) basic vocational qualification","2","","",""
"Not paid","1984","66 and older","(2b) intermediate general qualification","","","",""
"Not paid","1984","66 and older","(2a) intermediate vocational","2","","",""
"Not paid","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"Not paid","1984","66 and older","(2c_voc) vocational maturity certificate","3","","",""
"Not paid","1984","66 and older","(3a) lower tertiary education","1","","",""
"Not paid","1984","66 and older","(3b) higher tertiary education","1","","",""
"Acclaimed","1985","16-34 y.","(0) in school","","","",""
"Acclaimed","1985","16-34 y.","(1a) inadequately completed","5","","",""
"Acclaimed","1985","16-34 y.","(1b) general elementary school","29","","",""
"Acclaimed","1985","16-34 y.","(1c) basic vocational qualification","140","0.268610502714127","0.231735042077994","0.30548596335026"
"Acclaimed","1985","16-34 y.","(2b) intermediate general qualification","42","0.432970745397946","0.333334283340651","0.532607207455241"
"Acclaimed","1985","16-34 y.","(2a) intermediate vocational","132","0.404655564153853","0.351699215986061","0.457611912321646"
"Acclaimed","1985","16-34 y.","(2c_gen) general maturity certificate","18","","",""
"Acclaimed","1985","16-34 y.","(2c_voc) vocational maturity certificate","37","0.454741167149367","0.352990405636947","0.556491928661787"
"Acclaimed","1985","16-34 y.","(3a) lower tertiary education","13","","",""
"Acclaimed","1985","16-34 y.","(3b) higher tertiary education","17","","",""
"Acclaimed","1985","35-65 y.","(0) in school","","","",""
"Acclaimed","1985","35-65 y.","(1a) inadequately completed","8","","",""
"Acclaimed","1985","35-65 y.","(1b) general elementary school","70","0.235813802392415","0.191840327806856","0.279787276977973"
"Acclaimed","1985","35-65 y.","(1c) basic vocational qualification","234","0.249831533200643","0.222959313543772","0.276703752857514"
"Acclaimed","1985","35-65 y.","(2b) intermediate general qualification","6","","",""
"Acclaimed","1985","35-65 y.","(2a) intermediate vocational","89","0.309911620547809","0.256501552070405","0.363321689025213"
"Acclaimed","1985","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"Acclaimed","1985","35-65 y.","(2c_voc) vocational maturity certificate","16","","",""
"Acclaimed","1985","35-65 y.","(3a) lower tertiary education","20","","",""
"Acclaimed","1985","35-65 y.","(3b) higher tertiary education","17","","",""
"Acclaimed","1985","66 and older","(0) in school","","","",""
"Acclaimed","1985","66 and older","(1a) inadequately completed","","","",""
"Acclaimed","1985","66 and older","(1b) general elementary school","","","",""
"Acclaimed","1985","66 and older","(1c) basic vocational qualification","","","",""
"Acclaimed","1985","66 and older","(2b) intermediate general qualification","","","",""
"Acclaimed","1985","66 and older","(2a) intermediate vocational","","","",""
"Acclaimed","1985","66 and older","(2c_gen) general maturity certificate","","","",""
"Acclaimed","1985","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Acclaimed","1985","66 and older","(3a) lower tertiary education","","","",""
"Acclaimed","1985","66 and older","(3b) higher tertiary education","","","",""
"Partly, partly","1985","16-34 y.","(0) in school","","","",""
"Partly, partly","1985","16-34 y.","(1a) inadequately completed","3","","",""
"Partly, partly","1985","16-34 y.","(1b) general elementary school","26","","",""
"Partly, partly","1985","16-34 y.","(1c) basic vocational qualification","73","0.132335140225437","0.104143834271543","0.160526446179332"
"Partly, partly","1985","16-34 y.","(2b) intermediate general qualification","9","","",""
"Partly, partly","1985","16-34 y.","(2a) intermediate vocational","47","0.145418299692352","0.107383822881208","0.183452776503495"
"Partly, partly","1985","16-34 y.","(2c_gen) general maturity certificate","3","","",""
"Partly, partly","1985","16-34 y.","(2c_voc) vocational maturity certificate","5","","",""
"Partly, partly","1985","16-34 y.","(3a) lower tertiary education","3","","",""
"Partly, partly","1985","16-34 y.","(3b) higher tertiary education","17","","",""
"Partly, partly","1985","35-65 y.","(0) in school","","","",""
"Partly, partly","1985","35-65 y.","(1a) inadequately completed","9","","",""
"Partly, partly","1985","35-65 y.","(1b) general elementary school","27","","",""
"Partly, partly","1985","35-65 y.","(1c) basic vocational qualification","98","0.10033666308956","0.081687027514005","0.118986298665115"
"Partly, partly","1985","35-65 y.","(2b) intermediate general qualification","3","","",""
"Partly, partly","1985","35-65 y.","(2a) intermediate vocational","35","0.118843255684792","0.0814695894935872","0.156216921875996"
"Partly, partly","1985","35-65 y.","(2c_gen) general maturity certificate","1","","",""
"Partly, partly","1985","35-65 y.","(2c_voc) vocational maturity certificate","10","","",""
"Partly, partly","1985","35-65 y.","(3a) lower tertiary education","12","","",""
"Partly, partly","1985","35-65 y.","(3b) higher tertiary education","22","","",""
"Partly, partly","1985","66 and older","(0) in school","","","",""
"Partly, partly","1985","66 and older","(1a) inadequately completed","","","",""
"Partly, partly","1985","66 and older","(1b) general elementary school","","","",""
"Partly, partly","1985","66 and older","(1c) basic vocational qualification","","","",""
"Partly, partly","1985","66 and older","(2b) intermediate general qualification","","","",""
"Partly, partly","1985","66 and older","(2a) intermediate vocational","","","",""
"Partly, partly","1985","66 and older","(2c_gen) general maturity certificate","","","",""
"Partly, partly","1985","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Partly, partly","1985","66 and older","(3a) lower tertiary education","","","",""
"Partly, partly","1985","66 and older","(3b) higher tertiary education","","","",""
"Paid","1985","16-34 y.","(0) in school","","","",""
"Paid","1985","16-34 y.","(1a) inadequately completed","36","0.621015106705099","0.489156509510766","0.752873703899431"
"Paid","1985","16-34 y.","(1b) general elementary school","132","0.561841679454891","0.49408735971552","0.629595999194262"
"Paid","1985","16-34 y.","(1c) basic vocational qualification","261","0.451773936383833","0.410369962600944","0.493177910166723"
"Paid","1985","16-34 y.","(2b) intermediate general qualification","24","","",""
"Paid","1985","16-34 y.","(2a) intermediate vocational","77","0.216155465761906","0.171744604136991","0.26056632738682"
"Paid","1985","16-34 y.","(2c_gen) general maturity certificate","19","","",""
"Paid","1985","16-34 y.","(2c_voc) vocational maturity certificate","28","","",""
"Paid","1985","16-34 y.","(3a) lower tertiary education","8","","",""
"Paid","1985","16-34 y.","(3b) higher tertiary education","19","","",""
"Paid","1985","35-65 y.","(0) in school","","","",""
"Paid","1985","35-65 y.","(1a) inadequately completed","115","0.773831548020012","0.703778500066278","0.843884595973746"
"Paid","1985","35-65 y.","(1b) general elementary school","216","0.520203242339783","0.4684518832752","0.571954601404366"
"Paid","1985","35-65 y.","(1c) basic vocational qualification","433","0.402648130106411","0.372205759490502","0.433090500722321"
"Paid","1985","35-65 y.","(2b) intermediate general qualification","4","","",""
"Paid","1985","35-65 y.","(2a) intermediate vocational","53","0.169405044897453","0.126082928849904","0.212727160945003"
"Paid","1985","35-65 y.","(2c_gen) general maturity certificate","5","","",""
"Paid","1985","35-65 y.","(2c_voc) vocational maturity certificate","21","","",""
"Paid","1985","35-65 y.","(3a) lower tertiary education","11","","",""
"Paid","1985","35-65 y.","(3b) higher tertiary education","14","","",""
"Paid","1985","66 and older","(0) in school","","","",""
"Paid","1985","66 and older","(1a) inadequately completed","","","",""
"Paid","1985","66 and older","(1b) general elementary school","","","",""
"Paid","1985","66 and older","(1c) basic vocational qualification","1","","",""
"Paid","1985","66 and older","(2b) intermediate general qualification","","","",""
"Paid","1985","66 and older","(2a) intermediate vocational","","","",""
"Paid","1985","66 and older","(2c_gen) general maturity certificate","","","",""
"Paid","1985","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Paid","1985","66 and older","(3a) lower tertiary education","","","",""
"Paid","1985","66 and older","(3b) higher tertiary education","","","",""
"Not paid","1985","16-34 y.","(0) in school","1","","",""
"Not paid","1985","16-34 y.","(1a) inadequately completed","8","","",""
"Not paid","1985","16-34 y.","(1b) general elementary school","19","","",""
"Not paid","1985","16-34 y.","(1c) basic vocational qualification","81","0.147280420676603","0.117797043732558","0.176763797620648"
"Not paid","1985","16-34 y.","(2b) intermediate general qualification","20","","",""
"Not paid","1985","16-34 y.","(2a) intermediate vocational","74","0.23377067039189","0.188107557104719","0.27943378367906"
"Not paid","1985","16-34 y.","(2c_gen) general maturity certificate","9","","",""
"Not paid","1985","16-34 y.","(2c_voc) vocational maturity certificate","22","","",""
"Not paid","1985","16-34 y.","(3a) lower tertiary education","12","","",""
"Not paid","1985","16-34 y.","(3b) higher tertiary education","43","0.482907138427025","0.38294660653675","0.5828676703173"
"Not paid","1985","35-65 y.","(0) in school","","","",""
"Not paid","1985","35-65 y.","(1a) inadequately completed","5","","",""
"Not paid","1985","35-65 y.","(1b) general elementary school","45","0.149484733798303","0.11254905748965","0.186420410106956"
"Not paid","1985","35-65 y.","(1c) basic vocational qualification","232","0.247183673603386","0.220407105255272","0.2739602419515"
"Not paid","1985","35-65 y.","(2b) intermediate general qualification","6","","",""
"Not paid","1985","35-65 y.","(2a) intermediate vocational","111","0.401840078869946","0.345217828272916","0.458462329466976"
"Not paid","1985","35-65 y.","(2c_gen) general maturity certificate","1","","",""
"Not paid","1985","35-65 y.","(2c_voc) vocational maturity certificate","30","0.475357222968982","0.363813630880331","0.586900815057632"
"Not paid","1985","35-65 y.","(3a) lower tertiary education","56","0.575799008507893","0.478445459179244","0.673152557836541"
"Not paid","1985","35-65 y.","(3b) higher tertiary education","131","0.709077675159294","0.643451875208367","0.77470347511022"
"Not paid","1985","66 and older","(0) in school","","","",""
"Not paid","1985","66 and older","(1a) inadequately completed","","","",""
"Not paid","1985","66 and older","(1b) general elementary school","1","","",""
"Not paid","1985","66 and older","(1c) basic vocational qualification","3","","",""
"Not paid","1985","66 and older","(2b) intermediate general qualification","","","",""
"Not paid","1985","66 and older","(2a) intermediate vocational","1","","",""
"Not paid","1985","66 and older","(2c_gen) general maturity certificate","","","",""
"Not paid","1985","66 and older","(2c_voc) vocational maturity certificate","2","","",""
"Not paid","1985","66 and older","(3a) lower tertiary education","1","","",""
"Not paid","1985","66 and older","(3b) higher tertiary education","","","",""
"Acclaimed","1986","16-34 y.","(0) in school","","","",""
"Acclaimed","1986","16-34 y.","(1a) inadequately completed","3","","",""
"Acclaimed","1986","16-34 y.","(1b) general elementary school","40","0.175275018417648","0.127273590644943","0.223276446190353"
"Acclaimed","1986","16-34 y.","(1c) basic vocational qualification","163","0.317767552374306","0.278819757082095","0.356715347666517"
"Acclaimed","1986","16-34 y.","(2b) intermediate general qualification","38","0.44185256972957","0.338094970998217","0.545610168460924"
"Acclaimed","1986","16-34 y.","(2a) intermediate vocational","132","0.429690868773468","0.375110335492812","0.484271402054123"
"Acclaimed","1986","16-34 y.","(2c_gen) general maturity certificate","18","","",""
"Acclaimed","1986","16-34 y.","(2c_voc) vocational maturity certificate","30","0.348832472920293","0.253986904291794","0.443678041548791"
"Acclaimed","1986","16-34 y.","(3a) lower tertiary education","14","","",""
"Acclaimed","1986","16-34 y.","(3b) higher tertiary education","17","","",""
"Acclaimed","1986","35-65 y.","(0) in school","","","",""
"Acclaimed","1986","35-65 y.","(1a) inadequately completed","19","","",""
"Acclaimed","1986","35-65 y.","(1b) general elementary school","64","0.269526682318171","0.2210622403686","0.317991124267743"
"Acclaimed","1986","35-65 y.","(1c) basic vocational qualification","241","0.284378018932047","0.254839825213719","0.313916212650375"
"Acclaimed","1986","35-65 y.","(2b) intermediate general qualification","7","","",""
"Acclaimed","1986","35-65 y.","(2a) intermediate vocational","103","0.404192688636698","0.344427905243937","0.463957472029458"
"Acclaimed","1986","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"Acclaimed","1986","35-65 y.","(2c_voc) vocational maturity certificate","21","","",""
"Acclaimed","1986","35-65 y.","(3a) lower tertiary education","25","","",""
"Acclaimed","1986","35-65 y.","(3b) higher tertiary education","21","","",""
"Acclaimed","1986","66 and older","(0) in school","","","",""
"Acclaimed","1986","66 and older","(1a) inadequately completed","","","",""
"Acclaimed","1986","66 and older","(1b) general elementary school","","","",""
"Acclaimed","1986","66 and older","(1c) basic vocational qualification","","","",""
"Acclaimed","1986","66 and older","(2b) intermediate general qualification","","","",""
"Acclaimed","1986","66 and older","(2a) intermediate vocational","","","",""
"Acclaimed","1986","66 and older","(2c_gen) general maturity certificate","","","",""
"Acclaimed","1986","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Acclaimed","1986","66 and older","(3a) lower tertiary education","","","",""
"Acclaimed","1986","66 and older","(3b) higher tertiary education","","","",""
"Partly, partly","1986","16-34 y.","(0) in school","1","","",""
"Partly, partly","1986","16-34 y.","(1a) inadequately completed","3","","",""
"Partly, partly","1986","16-34 y.","(1b) general elementary school","26","","",""
"Partly, partly","1986","16-34 y.","(1c) basic vocational qualification","76","0.162641094682263","0.131771360851686","0.19351082851284"
"Partly, partly","1986","16-34 y.","(2b) intermediate general qualification","11","","",""
"Partly, partly","1986","16-34 y.","(2a) intermediate vocational","51","0.156146814477849","0.116124282421108","0.19616934653459"
"Partly, partly","1986","16-34 y.","(2c_gen) general maturity certificate","7","","",""
"Partly, partly","1986","16-34 y.","(2c_voc) vocational maturity certificate","13","","",""
"Partly, partly","1986","16-34 y.","(3a) lower tertiary education","5","","",""
"Partly, partly","1986","16-34 y.","(3b) higher tertiary education","8","","",""
"Partly, partly","1986","35-65 y.","(0) in school","","","",""
"Partly, partly","1986","35-65 y.","(1a) inadequately completed","10","","",""
"Partly, partly","1986","35-65 y.","(1b) general elementary school","20","","",""
"Partly, partly","1986","35-65 y.","(1c) basic vocational qualification","103","0.110296297699927","0.0897848056761428","0.130807789723712"
"Partly, partly","1986","35-65 y.","(2b) intermediate general qualification","3","","",""
"Partly, partly","1986","35-65 y.","(2a) intermediate vocational","27","","",""
"Partly, partly","1986","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"Partly, partly","1986","35-65 y.","(2c_voc) vocational maturity certificate","6","","",""
"Partly, partly","1986","35-65 y.","(3a) lower tertiary education","7","","",""
"Partly, partly","1986","35-65 y.","(3b) higher tertiary education","15","","",""
"Partly, partly","1986","66 and older","(0) in school","","","",""
"Partly, partly","1986","66 and older","(1a) inadequately completed","","","",""
"Partly, partly","1986","66 and older","(1b) general elementary school","","","",""
"Partly, partly","1986","66 and older","(1c) basic vocational qualification","","","",""
"Partly, partly","1986","66 and older","(2b) intermediate general qualification","","","",""
"Partly, partly","1986","66 and older","(2a) intermediate vocational","","","",""
"Partly, partly","1986","66 and older","(2c_gen) general maturity certificate","","","",""
"Partly, partly","1986","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Partly, partly","1986","66 and older","(3a) lower tertiary education","","","",""
"Partly, partly","1986","66 and older","(3b) higher tertiary education","","","",""
"Paid","1986","16-34 y.","(0) in school","2","","",""
"Paid","1986","16-34 y.","(1a) inadequately completed","35","0.75790773323461","0.632754964539399","0.883060501929821"
"Paid","1986","16-34 y.","(1b) general elementary school","150","0.590459960309527","0.528375489988421","0.652544430630634"
"Paid","1986","16-34 y.","(1c) basic vocational qualification","258","0.434481371374458","0.393017394193057","0.475945348555859"
"Paid","1986","16-34 y.","(2b) intermediate general qualification","23","","",""
"Paid","1986","16-34 y.","(2a) intermediate vocational","77","0.239178935818806","0.192145437946545","0.286212433691066"
"Paid","1986","16-34 y.","(2c_gen) general maturity certificate","18","","",""
"Paid","1986","16-34 y.","(2c_voc) vocational maturity certificate","36","0.317098980060465","0.22449310771673","0.4097048524042"
"Paid","1986","16-34 y.","(3a) lower tertiary education","8","","",""
"Paid","1986","16-34 y.","(3b) higher tertiary education","16","","",""
"Paid","1986","35-65 y.","(0) in school","","","",""
"Paid","1986","35-65 y.","(1a) inadequately completed","117","0.642414254077958","0.565456454706124","0.719372053449791"
"Paid","1986","35-65 y.","(1b) general elementary school","208","0.570528608096785","0.516462390476109","0.62459482571746"
"Paid","1986","35-65 y.","(1c) basic vocational qualification","424","0.453358884482048","0.420762735155514","0.485955033808583"
"Paid","1986","35-65 y.","(2b) intermediate general qualification","3","","",""
"Paid","1986","35-65 y.","(2a) intermediate vocational","49","0.178723099084602","0.132064321520168","0.225381876649035"
"Paid","1986","35-65 y.","(2c_gen) general maturity certificate","9","","",""
"Paid","1986","35-65 y.","(2c_voc) vocational maturity certificate","19","","",""
"Paid","1986","35-65 y.","(3a) lower tertiary education","7","","",""
"Paid","1986","35-65 y.","(3b) higher tertiary education","14","","",""
"Paid","1986","66 and older","(0) in school","","","",""
"Paid","1986","66 and older","(1a) inadequately completed","","","",""
"Paid","1986","66 and older","(1b) general elementary school","1","","",""
"Paid","1986","66 and older","(1c) basic vocational qualification","","","",""
"Paid","1986","66 and older","(2b) intermediate general qualification","","","",""
"Paid","1986","66 and older","(2a) intermediate vocational","1","","",""
"Paid","1986","66 and older","(2c_gen) general maturity certificate","","","",""
"Paid","1986","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Paid","1986","66 and older","(3a) lower tertiary education","","","",""
"Paid","1986","66 and older","(3b) higher tertiary education","","","",""
"Not paid","1986","16-34 y.","(0) in school","","","",""
"Not paid","1986","16-34 y.","(1a) inadequately completed","4","","",""
"Not paid","1986","16-34 y.","(1b) general elementary school","25","","",""
"Not paid","1986","16-34 y.","(1c) basic vocational qualification","52","0.0851099815689732","0.0617680596625781","0.108451903475368"
"Not paid","1986","16-34 y.","(2b) intermediate general qualification","16","","",""
"Not paid","1986","16-34 y.","(2a) intermediate vocational","56","0.174983380929877","0.133091071765204","0.216875690094551"
"Not paid","1986","16-34 y.","(2c_gen) general maturity certificate","16","","",""
"Not paid","1986","16-34 y.","(2c_voc) vocational maturity certificate","18","","",""
"Not paid","1986","16-34 y.","(3a) lower tertiary education","14","","",""
"Not paid","1986","16-34 y.","(3b) higher tertiary education","38","0.500670128424782","0.390413639188305","0.61092661766126"
"Not paid","1986","35-65 y.","(0) in school","","","",""
"Not paid","1986","35-65 y.","(1a) inadequately completed","3","","",""
"Not paid","1986","35-65 y.","(1b) general elementary school","30","0.103046886347949","0.0698404352813098","0.136253337414587"
"Not paid","1986","35-65 y.","(1c) basic vocational qualification","128","0.151966798885977","0.128461007816134","0.17547258995582"
"Not paid","1986","35-65 y.","(2b) intermediate general qualification","3","","",""
"Not paid","1986","35-65 y.","(2a) intermediate vocational","80","0.311075536698889","0.254696592088504","0.367454481309274"
"Not paid","1986","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"Not paid","1986","35-65 y.","(2c_voc) vocational maturity certificate","25","","",""
"Not paid","1986","35-65 y.","(3a) lower tertiary education","39","0.536465516929293","0.425799897510874","0.647131136347712"
"Not paid","1986","35-65 y.","(3b) higher tertiary education","107","0.700419665797404","0.628766714865032","0.772072616729775"
"Not paid","1986","66 and older","(0) in school","","","",""
"Not paid","1986","66 and older","(1a) inadequately completed","","","",""
"Not paid","1986","66 and older","(1b) general elementary school","1","","",""
"Not paid","1986","66 and older","(1c) basic vocational qualification","","","",""
"Not paid","1986","66 and older","(2b) intermediate general qualification","","","",""
"Not paid","1986","66 and older","(2a) intermediate vocational","","","",""
